date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
2018-07-17 00:00:00,0.0,9.1,17.5,9.2,699900
2018-07-18 00:00:00,1.6,6.2,15.2,10.3,763353
2018-07-19 00:00:00,0.0,8.7,17.6,8.5,725351
2018-07-20 00:00:00,5.4,7.2,12.1,7.2,844692
2018-07-21 00:00:00,0.8,6.7,14.0,7.2,691067
2018-07-22 00:00:00,0.0,8.0,14.8,10.5,574913
2018-07-23 00:00:00,0.6,8.4,15.4,6.9,659710
2018-07-24 00:00:00,0.0,8.6,15.6,7.1,688894
2018-07-25 00:00:00,7.6,8.3,15.7,9.3,782802
2018-07-26 00:00:00,0.0,7.7,15.1,8.9,771363
2018-07-27 00:00:00,0.0,9.2,19.5,10.3,925677
2018-07-28 00:00:00,0.8,8.4,18.6,9.3,780501
2018-07-29 00:00:00,3.4,10.8,14.6,10.0,604285
2018-07-30 00:00:00,0.8,8.2,12.6,7.3,681830
2018-07-31 00:00:00,0.0,8.3,16.2,10.2,710043
2018-08-01 00:00:00,1.4,9.9,14.8,11.4,805066
2018-08-02 00:00:00,0.0,4.9,16.1,11.7,816154
2018-08-03 00:00:00,0.0,7.8,18.4,6.3,868148
2018-08-04 00:00:00,2.2,8.0,15.3,8.7,743431
2018-08-05 00:00:00,0.2,10.6,17.6,11.2,615406
2018-08-06 00:00:00,0.0,9.4,13.8,8.5,691731
2018-08-07 00:00:00,0.0,7.3,14.8,9.6,742958
2018-08-08 00:00:00,1.6,9.6,16.0,7.2,734419
2018-08-09 00:00:00,3.4,5.6,15.4,8.6,747746
2018-08-10 00:00:00,0.0,9.4,20.0,11.8,868735
2018-08-11 00:00:00,10.2,8.1,14.7,7.4,645381
2018-08-12 00:00:00,6.8,5.4,14.8,10.4,605608
2018-08-13 00:00:00,0.4,7.9,14.9,8.6,695855
2018-08-14 00:00:00,0.0,9.4,16.7,13.2,749846
2018-08-15 00:00:00,0.0,11.5,18.4,10.1,758640
2018-08-16 00:00:00,0.0,8.7,14.7,9.2,777417
2018-08-17 00:00:00,1.0,7.7,15.9,12.2,913125
2018-08-18 00:00:00,0.4,8.9,13.8,10.4,625057
2018-08-19 00:00:00,10.8,6.7,11.9,9.3,496016
2018-08-20 00:00:00,2.4,5.5,12.4,6.5,662631
2018-08-21 00:00:00,1.6,8.6,12.4,7.7,687686
2018-08-22 00:00:00,1.0,8.7,14.0,8.5,714907
2018-08-23 00:00:00,0.0,5.6,16.0,11.1,741266
2018-08-24 00:00:00,0.0,4.8,15.4,14.7,874751
2018-08-25 00:00:00,0.0,3.9,15.2,14.9,716483
2018-08-26 00:00:00,0.0,4.9,14.7,12.3,548711
2018-08-27 00:00:00,3.6,6.8,12.9,12.4,689947
2018-08-28 00:00:00,0.0,1.9,11.2,11.7,720891
2018-08-29 00:00:00,0.0,0.8,12.5,15.5,762701
2018-08-30 00:00:00,0.0,4.8,16.7,5.1,688962
2018-08-31 00:00:00,2.4,8.9,16.0,6.8,826812
2018-09-01 00:00:00,3.0,10.5,13.4,7.4,631159
2018-09-02 00:00:00,3.4,5.0,12.3,11.2,534939
2018-09-03 00:00:00,0.2,5.0,13.1,14.7,709261
2018-09-04 00:00:00,0.0,3.4,19.5,14.7,769778
2018-09-05 00:00:00,0.0,8.1,20.2,14.5,792164
2018-09-06 00:00:00,0.2,13.8,20.6,9.5,774095
2018-09-07 00:00:00,3.6,8.7,15.1,14.7,938298
2018-09-08 00:00:00,0.0,4.2,17.5,16.2,703303
2018-09-09 00:00:00,0.0,8.6,18.1,7.3,528814
2018-09-10 00:00:00,0.2,13.4,18.0,10.2,737695
2018-09-11 00:00:00,0.0,9.1,24.2,17.7,803432
2018-09-12 00:00:00,0.0,11.7,18.5,15.8,800446
2018-09-13 00:00:00,0.0,7.1,19.7,18.2,824492
2018-09-14 00:00:00,0.0,10.9,22.7,18.2,941484
2018-09-15 00:00:00,0.6,10.2,13.7,6.3,563598
2018-09-16 00:00:00,2.5,5.5,14.0,15.3,524743
2018-09-17 00:00:00,0.0,6.7,18.1,18.7,751041
2018-09-18 00:00:00,0.0,11.0,20.3,8.0,745728
2018-09-19 00:00:00,3.0,8.5,14.7,16.1,768576
2018-09-20 00:00:00,0.4,3.8,17.4,18.5,822055
2018-09-21 00:00:00,0.0,8.3,18.9,16.6,954671
2018-09-22 00:00:00,0.0,6.8,17.3,19.7,720962
2018-09-23 00:00:00,0.2,10.4,13.7,11.6,567997
2018-09-24 00:00:00,0.0,4.6,14.9,17.2,791376
2018-09-25 00:00:00,0.0,8.6,13.6,12.2,797216
2018-09-26 00:00:00,0.0,6.4,17.6,20.8,873124
2018-09-27 00:00:00,0.0,9.2,24.2,20.8,919875
2018-09-28 00:00:00,0.0,10.7,15.2,10.2,649481
2018-09-29 00:00:00,1.7,5.5,14.0,17.0,656503
2018-09-30 00:00:00,0.0,6.8,16.5,19.8,564330
2018-10-01 00:00:00,0.0,4.7,23.3,21.4,812088
2018-10-02 00:00:00,0.0,11.4,25.8,13.4,819692
2018-10-03 00:00:00,0.0,14.7,18.1,10.9,795998
2018-10-04 00:00:00,0.0,10.9,14.6,12.5,828515
2018-10-05 00:00:00,0.0,9.1,20.5,22.5,934599
2018-10-06 00:00:00,0.0,8.3,23.8,22.7,719750
2018-10-07 00:00:00,0.0,10.3,24.7,21.2,547674
2018-10-08 00:00:00,0.0,13.5,28.2,22.7,709823
2018-10-09 00:00:00,0.4,16.1,17.9,7.2,633483
2018-10-10 00:00:00,3.4,10.1,16.5,20.0,742177
2018-10-11 00:00:00,0.0,6.4,20.7,23.7,797252
2018-10-12 00:00:00,0.0,8.7,22.7,23.9,898086
2018-10-13 00:00:00,0.0,10.5,24.9,23.2,693407
2018-10-14 00:00:00,0.0,12.4,27.3,22.1,593667
2018-10-15 00:00:00,0.0,19.5,27.5,19.4,691739
2018-10-16 00:00:00,0.6,20.0,23.1,6.1,658056
2018-10-17 00:00:00,5.2,16.1,22.6,15.1,723569
2018-10-18 00:00:00,2.8,14.7,20.7,10.5,733057
2018-10-19 00:00:00,0.0,12.8,27.4,23.0,853431
2018-10-20 00:00:00,10.0,11.7,16.1,9.8,581094
2018-10-21 00:00:00,2.3,7.6,19.2,22.7,557171
2018-10-22 00:00:00,0.0,8.9,27.0,25.7,695561
2018-10-23 00:00:00,0.0,13.0,18.8,16.7,684749
2018-10-24 00:00:00,0.0,9.2,15.5,19.7,707097
2018-10-25 00:00:00,0.2,6.4,19.5,25.0,753508
2018-10-26 00:00:00,0.0,9.6,18.3,23.7,903895
2018-10-27 00:00:00,0.0,11.3,19.6,20.5,611653
2018-10-28 00:00:00,0.0,9.3,15.9,22.8,524680
2018-10-29 00:00:00,0.0,9.1,17.0,25.6,691044
2018-10-30 00:00:00,0.0,8.3,25.2,25.8,707876
2018-10-31 00:00:00,0.0,13.0,19.5,16.7,689257
2018-11-01 00:00:00,0.0,12.8,34.3,14.2,741618
2018-11-02 00:00:00,0.6,16.3,31.6,13.4,775937
2018-11-03 00:00:00,0.2,12.6,20.9,19.9,616112
2018-11-04 00:00:00,0.0,9.2,20.9,19.7,536549
2018-11-05 00:00:00,3.0,14.5,28.6,15.8,755213
2018-11-06 00:00:00,0.0,16.3,21.4,7.8,386770
2018-11-07 00:00:00,0.8,11.1,17.2,18.2,684866
2018-11-08 00:00:00,3.8,7.7,17.0,22.7,749477
2018-11-09 00:00:00,0.0,8.0,20.0,14.8,790208
2018-11-10 00:00:00,4.0,9.0,20.3,27.3,663083
2018-11-11 00:00:00,0.0,9.3,19.6,29.1,563620
2018-11-12 00:00:00,0.0,10.9,30.2,17.5,717577
2018-11-13 00:00:00,0.0,16.9,30.5,18.4,725514
2018-11-14 00:00:00,7.2,14.8,17.3,7.2,732007
2018-11-15 00:00:00,0.0,13.7,18.1,23.8,813915
2018-11-16 00:00:00,0.0,8.3,19.0,29.8,936028
2018-11-17 00:00:00,0.0,9.6,18.1,29.9,723541
2018-11-18 00:00:00,0.0,9.8,26.6,30.1,634147
2018-11-19 00:00:00,0.0,15.4,30.9,27.5,650635
2018-11-20 00:00:00,0.0,22.5,27.6,5.5,612966
2018-11-21 00:00:00,25.6,12.3,23.2,24.2,693842
2018-11-22 00:00:00,7.0,9.7,16.4,20.3,693101
2018-11-23 00:00:00,7.2,11.0,14.5,3.5,715101
2018-11-24 00:00:00,8.2,11.1,16.9,15.8,632925
2018-11-25 00:00:00,0.8,12.7,18.8,20.5,572673
2018-11-26 00:00:00,0.2,11.9,18.6,25.5,717797
2018-11-27 00:00:00,0.0,14.4,20.0,23.3,716919
2018-11-28 00:00:00,0.0,14.4,20.8,18.0,725205
2018-11-29 00:00:00,1.0,13.9,18.7,21.1,778610
2018-11-30 00:00:00,0.0,14.7,20.8,28.0,906846
2018-12-01 00:00:00,0.0,10.3,31.7,30.8,747888
2018-12-02 00:00:00,12.2,12.2,19.5,18.9,556873
2018-12-03 00:00:00,0.0,13.3,23.6,13.4,719201
2018-12-04 00:00:00,0.0,13.4,20.5,28.2,777695
2018-12-05 00:00:00,0.0,13.4,25.2,31.1,841023
2018-12-06 00:00:00,0.0,14.5,35.5,31.3,767492
2018-12-07 00:00:00,0.0,25.1,38.0,27.1,737480
2018-12-08 00:00:00,0.0,22.7,30.3,11.0,656343
2018-12-09 00:00:00,0.0,16.0,20.1,11.8,550934
2018-12-10 00:00:00,0.0,15.8,20.6,28.5,792334
2018-12-11 00:00:00,0.0,13.0,23.6,31.6,831842
2018-12-12 00:00:00,0.0,16.0,33.6,29.4,815982
2018-12-13 00:00:00,21.2,16.9,21.1,6.0,696310
2018-12-14 00:00:00,15.0,16.4,22.7,13.7,828372
2018-12-15 00:00:00,47.0,17.2,24.8,17.5,687881
2018-12-16 00:00:00,4.5,15.8,23.5,16.3,536929
2018-12-17 00:00:00,2.0,15.6,21.8,23.2,749603
2018-12-18 00:00:00,0.0,16.7,20.8,21.1,772259
2018-12-19 00:00:00,0.0,16.8,26.9,16.6,794461
2018-12-20 00:00:00,0.0,16.9,21.2,14.8,808204
2018-12-21 00:00:00,1.0,15.4,20.9,9.6,743875
2018-12-22 00:00:00,11.0,14.1,19.1,27.8,671686
2018-12-23 00:00:00,0.0,11.5,26.9,32.3,678706
2018-12-24 00:00:00,0.0,14.3,34.2,32.3,604377
2018-12-25 00:00:00,0.0,15.8,23.9,32.2,425283
2018-12-26 00:00:00,0.0,13.3,23.8,32.3,699616
2018-12-27 00:00:00,0.0,16.2,37.4,29.3,537044
2018-12-28 00:00:00,0.0,21.9,36.4,19.1,592544
2018-12-29 00:00:00,1.6,21.0,23.9,5.7,579372
2018-12-30 00:00:00,1.6,18.2,22.7,9.9,525541
2018-12-31 00:00:00,0.2,17.3,23.5,31.3,742581
2019-01-01 00:00:00,0.0,15.5,26.2,31.7,551774
2019-01-02 00:00:00,0.0,18.4,22.2,26.3,614728
2019-01-03 00:00:00,0.0,15.9,29.5,27.6,608655
2019-01-04 00:00:00,0.0,18.0,42.6,27.4,474641
2019-01-05 00:00:00,0.8,17.4,21.2,12.9,545995
2019-01-06 00:00:00,1.8,14.6,22.1,30.9,486849
2019-01-07 00:00:00,0.0,17.1,23.1,30.2,626035
2019-01-08 00:00:00,0.0,16.7,24.1,28.9,635972
2019-01-09 00:00:00,0.6,16.1,20.5,28.4,723121
2019-01-10 00:00:00,0.0,13.5,21.4,25.8,704061
2019-01-11 00:00:00,0.0,12.9,30.4,31.5,754196
2019-01-12 00:00:00,0.0,17.7,24.7,28.6,586757
2019-01-13 00:00:00,0.0,14.4,30.5,31.3,503191
2019-01-14 00:00:00,0.0,18.7,32.3,31.1,618408
2019-01-15 00:00:00,0.0,19.4,30.4,22.3,638897
2019-01-16 00:00:00,0.0,19.8,26.7,17.5,676692
2019-01-17 00:00:00,0.0,20.7,32.5,6.0,702195
2019-01-18 00:00:00,0.0,22.3,28.7,2.6,784846
2019-01-19 00:00:00,3.2,16.5,23.5,30.2,670861
2019-01-20 00:00:00,0.0,15.2,22.9,29.2,542220
2019-01-21 00:00:00,0.0,18.4,25.1,28.2,663293
2019-01-22 00:00:00,0.0,19.0,26.8,29.3,686543
2019-01-23 00:00:00,0.0,18.7,23.9,27.4,728564
2019-01-24 00:00:00,0.0,17.3,40.8,30.0,608765
2019-01-25 00:00:00,0.0,21.1,42.8,25.3,574081
2019-01-26 00:00:00,0.0,19.9,26.1,27.7,611883
2019-01-27 00:00:00,0.0,18.4,27.8,21.1,466883
2019-01-28 00:00:00,0.0,15.5,34.5,29.4,365396
2019-01-29 00:00:00,0.0,17.5,36.8,27.7,585109
2019-01-30 00:00:00,0.0,18.0,38.1,19.9,563190
2019-01-31 00:00:00,6.2,17.2,21.5,27.8,600885
2019-02-01 00:00:00,0.0,12.6,24.2,28.8,708160
2019-02-02 00:00:00,0.0,15.0,34.4,27.5,502680
2019-02-03 00:00:00,0.0,19.1,38.2,26.1,373219
2019-02-04 00:00:00,0.0,20.0,22.7,9.3,607845
2019-02-05 00:00:00,0.0,17.7,26.9,14.6,660501
2019-02-06 00:00:00,0.0,18.5,34.7,22.8,608395
2019-02-07 00:00:00,11.2,20.7,28.3,25.1,670040
2019-02-08 00:00:00,0.0,18.1,23.1,21.1,741589
2019-02-09 00:00:00,4.9,14.6,19.7,13.6,567279
2019-02-10 00:00:00,1.0,13.0,23.3,23.5,561875
2019-02-11 00:00:00,0.0,14.4,27.5,18.6,626858
2019-02-12 00:00:00,0.0,18.4,21.5,12.4,593394
2019-02-13 00:00:00,3.2,11.8,19.2,23.7,714350
2019-02-14 00:00:00,0.0,12.3,23.2,24.2,754779
2019-02-15 00:00:00,0.0,14.8,22.8,23.1,827756
2019-02-16 00:00:00,0.0,16.1,23.2,24.2,632223
2019-02-17 00:00:00,0.0,15.0,29.0,20.0,556786
2019-02-18 00:00:00,0.0,18.0,23.6,16.9,689073
2019-02-19 00:00:00,0.0,13.7,20.2,21.4,715682
2019-02-20 00:00:00,0.0,13.5,23.2,20.8,749110
2019-02-21 00:00:00,0.0,14.0,20.4,16.2,751133
2019-02-22 00:00:00,0.0,15.5,21.2,23.9,865191
2019-02-23 00:00:00,0.0,16.4,25.8,24.0,682938
2019-02-24 00:00:00,0.0,13.8,32.9,24.6,593468
2019-02-25 00:00:00,0.0,18.0,34.2,24.4,712468
2019-02-26 00:00:00,0.0,17.9,22.3,21.0,769727
2019-02-27 00:00:00,0.0,12.9,25.7,24.0,805508
2019-02-28 00:00:00,0.0,16.3,36.8,23.4,774227
2019-03-01 00:00:00,0.0,22.6,38.1,22.3,784466
2019-03-02 00:00:00,0.0,22.3,36.3,23.4,550212
2019-03-03 00:00:00,0.0,25.1,36.0,14.4,457939
2019-03-04 00:00:00,0.0,19.0,24.6,21.8,779734
2019-03-05 00:00:00,0.0,18.0,24.3,15.5,812462
2019-03-06 00:00:00,2.0,13.2,17.2,19.5,805135
2019-03-07 00:00:00,1.4,9.7,22.1,21.2,857245
2019-03-08 00:00:00,0.0,11.3,26.8,10.2,908398
2019-03-09 00:00:00,0.0,13.9,24.7,20.0,760782
2019-03-10 00:00:00,0.0,14.3,23.7,10.1,706328
2019-03-11 00:00:00,0.4,15.9,21.8,18.6,659680
2019-03-12 00:00:00,0.0,15.8,19.2,10.8,772072
2019-03-13 00:00:00,0.4,11.9,18.6,15.1,824479
2019-03-14 00:00:00,0.0,12.1,20.8,20.6,846115
2019-03-15 00:00:00,0.0,11.7,22.2,18.7,949305
2019-03-16 00:00:00,0.0,12.2,25.6,20.1,726951
2019-03-17 00:00:00,0.0,14.2,25.6,19.2,582610
2019-03-18 00:00:00,0.0,16.5,28.2,18.9,785420
2019-03-19 00:00:00,0.0,16.9,23.4,12.7,761115
2019-03-20 00:00:00,0.0,19.3,23.4,11.1,771572
2019-03-21 00:00:00,0.0,18.2,24.3,12.5,816834
2019-03-22 00:00:00,0.0,18.7,28.6,15.3,895318
2019-03-23 00:00:00,5.0,19.9,31.3,13.6,697991
2019-03-24 00:00:00,1.2,16.5,29.3,16.9,597902
2019-03-25 00:00:00,0.0,14.8,19.0,13.6,693563
2019-03-26 00:00:00,0.0,12.3,20.3,15.9,758210
2019-03-27 00:00:00,0.0,11.1,21.7,17.8,794904
2019-03-28 00:00:00,0.0,11.6,27.9,17.8,848557
2019-03-29 00:00:00,0.0,14.6,28.5,4.9,838483
2019-03-30 00:00:00,2.2,9.1,15.6,11.4,608852
2019-03-31 00:00:00,2.0,9.4,18.5,8.0,528608
2019-04-01 00:00:00,0.2,13.0,17.1,6.6,733017
2019-04-02 00:00:00,0.0,7.4,25.9,16.6,820014
2019-04-03 00:00:00,0.0,9.4,24.7,10.9,799520
2019-04-04 00:00:00,0.0,13.3,21.9,13.9,828417
2019-04-05 00:00:00,0.0,14.4,28.5,15.3,914141
2019-04-06 00:00:00,0.0,16.5,20.1,12.4,766357
2019-04-07 00:00:00,0.0,9.5,26.5,15.9,711798
2019-04-08 00:00:00,0.0,12.5,23.1,9.0,800530
2019-04-09 00:00:00,2.2,11.1,16.3,13.9,821559
2019-04-10 00:00:00,1.8,10.7,15.8,4.8,857620
2019-04-11 00:00:00,0.0,11.3,17.3,14.4,875141
2019-04-12 00:00:00,0.0,6.7,24.9,15.3,980703
2019-04-13 00:00:00,0.0,10.5,20.7,10.0,751899
2019-04-14 00:00:00,0.0,11.8,22.5,14.4,647560
2019-04-15 00:00:00,0.0,12.9,27.4,10.9,817047
2019-04-16 00:00:00,0.0,17.1,30.3,14.4,836714
2019-04-17 00:00:00,0.0,22.1,30.0,12.8,814122
2019-04-18 00:00:00,0.4,13.2,17.7,12.8,901530
2019-04-19 00:00:00,0.0,8.6,22.1,14.0,689807
2019-04-20 00:00:00,0.0,10.2,30.2,13.9,802371
2019-04-21 00:00:00,0.0,14.8,27.0,7.5,662358
2019-04-22 00:00:00,1.0,13.7,17.6,6.0,531714
2019-04-23 00:00:00,0.0,11.1,18.5,8.0,726723
2019-04-24 00:00:00,0.0,14.6,23.2,8.2,798510
2019-04-25 00:00:00,0.0,10.2,21.5,10.6,653649
2019-04-26 00:00:00,0.0,11.9,15.8,6.9,711492
2019-04-27 00:00:00,4.0,8.7,16.2,8.5,629064
2019-04-28 00:00:00,2.0,12.4,17.4,5.2,466192
2019-04-29 00:00:00,nan,11.5,18.1,8.4,702589
2019-04-30 00:00:00,nan,7.9,23.1,11.7,765962
2019-05-01 00:00:00,0.0,15.6,22.8,7.8,784033
2019-05-02 00:00:00,4.2,17.1,20.2,6.2,765930
2019-05-03 00:00:00,0.2,11.8,20.7,9.0,908436
2019-05-04 00:00:00,0.4,13.0,16.4,8.2,653393
2019-05-05 00:00:00,2.2,11.3,16.3,6.5,567776
2019-05-06 00:00:00,0.2,11.7,16.7,8.5,722955
2019-05-07 00:00:00,0.0,7.4,18.7,11.7,757758
2019-05-08 00:00:00,5.6,10.3,17.4,7.3,754208
2019-05-09 00:00:00,0.6,9.7,16.2,5.3,752630
2019-05-10 00:00:00,8.6,10.2,14.2,2.8,682392
2019-05-11 00:00:00,9.8,10.2,16.4,7.7,624718
2019-05-12 00:00:00,0.1,12.2,17.7,6.6,494330
2019-05-13 00:00:00,0.0,12.7,18.1,8.3,666884
2019-05-14 00:00:00,0.0,11.3,20.2,9.0,714440
2019-05-15 00:00:00,0.0,12.0,15.8,8.0,715327
2019-05-16 00:00:00,0.0,10.5,16.1,9.8,712607
2019-05-17 00:00:00,0.0,6.5,18.6,10.7,835289
2019-05-18 00:00:00,0.0,6.2,21.5,10.6,669255
2019-05-19 00:00:00,0.0,8.9,21.8,10.0,530895
2019-05-20 00:00:00,0.6,12.0,19.6,3.1,666502
2019-05-21 00:00:00,0.4,11.1,20.4,6.9,719499
2019-05-22 00:00:00,0.0,10.7,22.3,10.3,743855
2019-05-23 00:00:00,0.0,9.9,21.3,10.2,761547
2019-05-24 00:00:00,0.0,13.8,20.2,4.4,787885
2019-05-25 00:00:00,2.4,13.7,19.8,9.1,596920
2019-05-26 00:00:00,8.0,9.5,15.1,8.6,511598
2019-05-27 00:00:00,9.2,7.8,14.0,7.2,636803
2019-05-28 00:00:00,0.0,8.2,15.7,3.3,692927
2019-05-29 00:00:00,1.0,8.7,10.6,7.9,648699
2019-05-30 00:00:00,7.6,6.7,13.3,5.8,717259
2019-05-31 00:00:00,2.4,8.5,14.3,5.7,794170
2019-06-01 00:00:00,2.2,11.7,14.6,5.8,634415
2019-06-02 00:00:00,0.2,11.0,14.5,6.7,478463
2019-06-03 00:00:00,17.4,8.2,12.0,3.8,577484
2019-06-04 00:00:00,4.0,8.4,12.9,7.9,699422
2019-06-05 00:00:00,0.0,8.6,13.0,5.7,699449
2019-06-06 00:00:00,0.0,10.2,14.8,7.9,724353
2019-06-07 00:00:00,0.0,11.7,16.6,8.0,838457
2019-06-08 00:00:00,0.1,6.7,18.7,9.3,653638
2019-06-09 00:00:00,0.0,7.8,18.0,8.0,578906
2019-06-10 00:00:00,4.6,12.0,19.2,7.6,467719
2019-06-11 00:00:00,0.0,9.6,17.9,9.2,687995
2019-06-12 00:00:00,0.0,11.9,16.5,1.3,620081
2019-06-13 00:00:00,4.0,8.8,17.4,8.9,716824
2019-06-14 00:00:00,2.2,10.0,17.3,7.0,856939
2019-06-15 00:00:00,3.6,9.0,15.2,6.4,711919
2019-06-16 00:00:00,0.0,8.6,16.7,7.5,518919
2019-06-17 00:00:00,1.4,6.3,17.9,8.6,705515
2019-06-18 00:00:00,0.2,8.0,13.7,5.2,666366
2019-06-19 00:00:00,1.2,6.6,11.9,7.0,710708
2019-06-20 00:00:00,1.8,6.4,11.3,6.4,715860
2019-06-21 00:00:00,4.4,6.5,12.6,8.5,840373
2019-06-22 00:00:00,1.8,6.8,11.8,7.3,630400
2019-06-23 00:00:00,0.0,3.6,9.6,5.9,487369
2019-06-24 00:00:00,0.0,4.2,16.0,9.0,663138
2019-06-25 00:00:00,0.0,3.5,17.0,8.9,686634
2019-06-26 00:00:00,0.0,4.6,18.0,9.2,758899
2019-06-27 00:00:00,0.0,5.9,17.5,9.2,792935
2019-06-28 00:00:00,0.0,10.7,19.5,9.2,889613
2019-06-29 00:00:00,1.2,13.0,17.6,2.6,565418
2019-06-30 00:00:00,7.2,8.1,14.5,8.5,616011
2019-07-01 00:00:00,0.0,9.5,14.1,8.3,681065
2019-07-02 00:00:00,0.0,8.6,15.9,6.6,703669
2019-07-03 00:00:00,0.0,8.2,13.7,7.5,755056
2019-07-04 00:00:00,0.0,5.3,13.5,6.9,792842
2019-07-05 00:00:00,0.0,3.5,19.1,9.0,938219
2019-07-06 00:00:00,0.4,6.0,19.4,9.3,778021
2019-07-07 00:00:00,0.0,9.0,18.2,6.1,530542
2019-07-08 00:00:00,6.2,11.0,16.0,8.2,780253
2019-07-09 00:00:00,0.0,6.8,15.0,7.2,777528
2019-07-10 00:00:00,0.2,9.5,15.4,6.7,751076
2019-07-11 00:00:00,7.8,7.8,14.3,4.6,728401
2019-07-12 00:00:00,2.6,10.1,15.7,6.2,775136
2019-07-13 00:00:00,3.0,7.0,12.0,8.3,605764
2019-07-14 00:00:00,1.4,7.1,13.1,3.8,459148
2019-07-15 00:00:00,5.2,8.9,14.3,7.6,668542
2019-07-16 00:00:00,2.0,9.9,13.9,6.4,697076
2019-07-17 00:00:00,0.0,9.7,13.7,3.6,707474
2019-07-18 00:00:00,1.0,9.0,14.3,7.9,755984
2019-07-19 00:00:00,1.4,7.5,15.7,9.6,902692
2019-07-20 00:00:00,0.0,8.0,17.1,10.3,710178
2019-07-21 00:00:00,0.0,11.3,16.6,8.1,569077
2019-07-22 00:00:00,0.0,7.9,15.6,10.6,737444
2019-07-23 00:00:00,2.4,9.9,15.2,8.2,707541
2019-07-24 00:00:00,8.2,7.0,14.4,7.8,788301
2019-07-25 00:00:00,0.0,9.2,14.8,5.2,800217
2019-07-26 00:00:00,0.0,11.0,14.0,5.9,833216
2019-07-27 00:00:00,8.0,9.8,15.3,8.7,771097
2019-07-28 00:00:00,2.0,6.6,15.1,10.2,675054
2019-07-29 00:00:00,0.0,8.9,14.6,9.9,756779
2019-07-30 00:00:00,1.0,7.9,12.5,8.7,789533
2019-07-31 00:00:00,nan,3.0,12.5,11.3,817760
2019-08-01 00:00:00,0.0,5.8,13.8,8.6,811276
2019-08-02 00:00:00,0.6,9.7,12.7,7.4,934717
2019-08-03 00:00:00,0.2,10.0,13.9,6.2,718078
2019-08-04 00:00:00,1.2,9.2,13.1,7.2,601593
2019-08-05 00:00:00,0.2,10.0,15.8,10.7,786616
2019-08-06 00:00:00,0.0,9.1,13.5,4.5,763354
2019-08-07 00:00:00,0.6,9.3,14.1,7.5,795837
2019-08-08 00:00:00,12.6,6.7,13.9,9.6,777973
2019-08-09 00:00:00,2.2,7.8,10.1,7.3,755990
2019-08-10 00:00:00,4.8,5.2,12.5,6.6,597888
2019-08-11 00:00:00,6.8,4.8,12.9,11.4,513596
2019-08-12 00:00:00,14.4,6.3,12.0,9.9,712837
2019-08-13 00:00:00,0.0,8.8,13.1,7.0,744991
2019-08-14 00:00:00,0.4,9.1,13.8,6.7,810382
2019-08-15 00:00:00,0.0,7.3,16.2,10.5,814376
2019-08-16 00:00:00,0.4,10.6,16.9,6.3,859268
2019-08-17 00:00:00,4.0,7.0,16.5,13.4,803517
2019-08-18 00:00:00,0.1,8.8,19.4,9.3,568923
2019-08-19 00:00:00,4.4,5.8,12.3,12.8,723336
2019-08-20 00:00:00,0.4,7.6,17.0,7.2,757905
2019-08-21 00:00:00,0.2,11.5,16.6,11.5,794772
2019-08-22 00:00:00,1.6,9.6,13.0,11.3,954658
2019-08-23 00:00:00,0.0,3.8,15.1,14.5,1149216
2019-08-24 00:00:00,0.6,7.9,18.0,13.0,941789
2019-08-25 00:00:00,1.2,6.5,12.9,13.9,633063
2019-08-26 00:00:00,0.0,5.3,14.4,14.7,757644
2019-08-27 00:00:00,0.0,4.2,15.3,12.9,758238
2019-08-28 00:00:00,0.0,8.3,13.4,5.0,673163
2019-08-29 00:00:00,7.4,6.1,13.0,13.2,770434
2019-08-30 00:00:00,0.0,2.3,15.3,15.6,914914
2019-08-31 00:00:00,0.0,5.0,18.2,15.8,696180
2019-09-01 00:00:00,0.0,11.1,19.6,9.4,509416
2019-09-02 00:00:00,2.4,10.2,17.6,13.8,733078
2019-09-03 00:00:00,1.0,9.2,19.6,16.4,796292
2019-09-04 00:00:00,0.0,8.2,18.7,15.1,780565
2019-09-05 00:00:00,3.2,8.7,21.2,14.8,805749
2019-09-06 00:00:00,3.0,11.3,16.0,10.4,891940
2019-09-07 00:00:00,2.2,8.8,12.9,11.3,613002
2019-09-08 00:00:00,4.0,8.2,15.1,9.5,465220
2019-09-09 00:00:00,5.8,6.8,12.8,14.4,686046
2019-09-10 00:00:00,2.2,7.7,14.8,16.1,740234
2019-09-11 00:00:00,0.0,5.0,20.8,17.8,776748
2019-09-12 00:00:00,0.0,11.1,20.8,11.8,781524
2019-09-13 00:00:00,0.0,7.7,18.6,14.0,911881
2019-09-14 00:00:00,0.2,9.3,20.0,18.3,707891
2019-09-15 00:00:00,2.0,12.4,21.8,8.4,477097
2019-09-16 00:00:00,16.8,9.7,12.8,17.7,716250
2019-09-17 00:00:00,0.0,3.6,14.8,19.0,719355
2019-09-18 00:00:00,0.0,4.3,18.9,19.2,755497
2019-09-19 00:00:00,0.0,8.2,24.0,19.4,774466
2019-09-20 00:00:00,0.0,15.7,26.2,14.4,952824
2019-09-21 00:00:00,0.2,14.5,19.4,10.5,566683
2019-09-22 00:00:00,4.4,7.9,15.5,13.6,514555
2019-09-23 00:00:00,2.8,8.9,15.2,13.9,675055
2019-09-24 00:00:00,1.2,8.3,15.1,13.3,730663
