date,Public Holiday?,DayOfWeekNumeric,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),BourkeStMallSouth
2019-07-11,0,5,11.5,17.7,8.3,0.0,20752.0
2019-08-11,0,6,10.3,15.0,16.1,6.8,25385.0
2019-09-11,0,7,7.6,14.2,9.8,6.4,21398.0
2019-10-11,0,1,10.8,18.1,13.5,0.2,18827.0
2019-11-11,0,2,10.0,29.6,27.4,0.0,22114.0
2019-12-11,0,3,11.5,17.4,12.7,0.6,21090.0
2019-11-13,0,4,9.1,17.3,12.0,1.6,23620.0
2019-11-14,0,5,12.1,22.4,19.7,0.8,25864.0
2019-11-15,0,6,13.0,18.5,12.4,0.0,28463.0
2019-11-16,0,7,9.2,17.2,23.9,0.0,26193.0
2019-11-17,0,1,10.8,16.2,24.1,0.0,21192.0
2019-11-18,0,2,8.5,26.9,29.9,0.0,23770.0
2019-11-19,0,3,11.4,18.6,27.9,0.0,24167.0
2019-11-20,0,4,9.4,34.7,30.1,0.0,24503.0
2019-11-21,0,5,14.0,40.9,18.8,0.0,22906.0
2019-11-22,0,6,13.6,20.0,28.3,0.0,30634.0
2019-11-23,0,7,10.1,23.8,24.6,0.0,27459.0
2019-11-24,0,1,11.9,23.7,30.6,0.0,23616.0
2019-11-25,0,2,11.4,27.4,18.0,0.0,25289.0
2019-11-26,0,3,11.4,16.4,22.2,2.0,23603.0
2019-11-27,0,4,8.6,24.8,31.0,0.0,26663.0
2019-11-28,0,5,11.4,21.1,30.7,0.0,30211.0
2019-11-29,0,6,11.9,19.7,21.9,0.0,41419.0
2019-11-30,0,7,10.3,18.4,26.7,8.0,32079.0
2019-01-12,0,1,12.2,16.8,9.8,0.0,23665.0
2019-02-12,0,2,9.8,15.5,18.2,3.4,25206.0
2019-03-12,0,3,11.0,22.2,19.2,0.4,23973.0
2019-04-12,0,4,12.1,23.0,20.3,0.0,26369.0
2019-05-12,0,5,12.3,23.9,20.4,0.0,29484.0
2019-06-12,0,6,13.3,20.8,18.2,0.0,32142.0
2019-07-12,0,7,11.2,21.0,30.3,0.0,31879.0
2019-08-12,0,1,13.8,27.6,30.8,0.0,26258.0
2019-09-12,0,2,16.3,38.0,28.6,0.0,23408.0
2019-10-12,0,3,14.3,17.2,22.2,0.0,27251.0
2019-11-12,0,4,13.4,18.1,21.8,0.0,28818.0
2019-12-12,0,5,13.4,18.4,22.7,0.0,31232.0
2019-12-13,0,6,11.4,20.9,24.8,0.0,33455.0
2019-12-14,0,7,14.1,20.1,10.4,0.0,34082.0
2019-12-15,0,1,15.1,21.7,16.4,0.0,30635.0
2019-12-16,0,2,13.0,22.6,21.7,0.0,31314.0
2019-12-17,0,3,12.6,26.3,29.5,0.0,31865.0
2019-12-18,0,4,15.9,40.1,29.3,0.0,27678.0
2019-12-19,0,5,17.2,23.3,29.3,0.0,37633.0
2019-12-20,0,6,13.7,43.5,31.4,0.0,23821.0
2019-12-21,0,7,16.9,20.2,28.3,0.0,35594.0
2019-12-22,0,1,13.1,19.6,31.5,0.0,35717.0
2019-12-23,0,2,12.1,20.0,29.2,0.0,44481.0
2019-12-24,0,3,14.1,24.5,31.4,0.0,36662.0
2019-12-25,1,4,14.0,27.9,32.0,0.0,12175.0
2019-12-26,1,5,16.5,20.5,26.2,0.0,52761.0
2019-12-27,0,6,13.6,23.9,31.6,0.0,33075.0
2019-12-28,0,7,16.7,28.4,20.6,0.0,25898.0
2019-12-29,0,1,16.8,33.2,31.9,0.0,22438.0
2019-12-30,0,2,19.7,40.8,18.8,0.0,19509.0
2019-12-31,0,3,15.3,21.2,29.3,2.4,28677.0
2020-01-01,1,4,11.8,24.9,31.6,0.0,19040.0
2020-02-01,0,5,12.8,25.0,31.6,0.0,26254.0
2020-03-01,0,6,13.7,36.6,30.7,0.0,23292.0
2020-04-01,0,7,18.6,26.8,22.8,0.0,21043.0
2020-05-01,0,1,12.7,16.7,5.1,2.2,16544.0
2020-06-01,0,2,11.9,18.0,2.7,8.2,20972.0
2020-07-01,0,3,12.6,20.1,7.7,1.2,22294.0
2020-08-01,0,4,16.8,23.8,26.9,0.0,23637.0
2020-09-01,0,5,17.9,31.9,29.8,0.0,23016.0
2020-10-01,0,6,20.1,32.9,10.1,0.0,21946.0
2020-11-01,0,7,13.5,19.3,18.2,15.6,22001.0
2020-12-01,0,1,14.2,19.9,21.9,0.0,17479.0
2020-01-13,0,2,12.7,32.2,28.1,0.0,20591.0
2020-01-14,0,3,16.7,33.8,27.4,0.0,19146.0
2020-01-15,0,4,19.5,36.8,20.8,0.0,17623.0
2020-01-16,0,5,15.7,19.6,18.6,19.6,23654.0
2020-01-17,0,6,14.4,24.8,24.4,0.0,26594.0
2020-01-18,0,7,13.9,29.4,27.2,0.0,21838.0
2020-01-19,0,1,17.5,25.5,23.9,0.0,18267.0
2020-01-20,0,2,19.1,21.8,8.8,0.4,19634.0
2020-01-21,0,3,14.8,23.5,28.4,44.0,24715.0
2020-01-22,0,4,14.1,31.7,12.4,0.0,23173.0
2020-01-23,0,5,12.9,22.6,13.4,22.8,24887.0
2020-01-24,0,6,11.7,24.1,20.6,1.2,27973.0
2020-01-25,0,7,13.0,27.4,30.0,0.0,23411.0
2020-01-26,1,1,15.8,23.6,24.0,0.0,20395.0
2020-01-27,1,2,12.8,23.1,26.1,0.0,17605.0
2020-01-28,0,3,13.6,25.4,26.5,0.0,22652.0
2020-01-29,0,4,15.2,31.5,29.5,0.0,21007.0
2020-01-30,0,5,16.4,39.4,29.3,0.0,19438.0
2020-01-31,0,6,21.5,42.9,18.3,0.0,18763.0
2020-01-02,0,7,23.5,29.3,1.8,0.8,16269.0
2020-02-02,0,1,14.2,25.1,21.0,14.8,16190.0
2020-03-02,0,2,13.2,17.7,22.7,0.0,19333.0
2020-04-02,0,3,11.3,19.7,28.6,0.0,20050.0
2020-05-02,0,4,10.8,20.1,27.1,0.0,20197.0
2020-06-02,0,5,13.7,25.5,25.0,0.0,21082.0
2020-07-02,0,6,16.5,23.2,18.4,0.0,22472.0
2020-08-02,0,7,17.4,29.4,27.5,0.0,18657.0
2020-09-02,0,1,19.6,28.2,19.9,0.0,14517.0
2020-10-02,0,2,18.5,27.7,15.0,0.6,18664.0
2020-11-02,0,3,19.5,25.9,19.1,0.0,18767.0
2020-12-02,0,4,19.1,27.7,17.3,0.0,19864.0
2020-02-13,0,5,19.4,31.7,26.7,0.0,20707.0
2020-02-14,0,6,20.3,33.7,10.6,0.0,22876.0
2020-02-15,0,7,18.9,19.3,2.4,5.4,18819.0
2020-02-16,0,1,16.9,26.4,23.8,2.8,16125.0
2020-02-17,0,2,15.2,25.6,26.4,0.0,19584.0
2020-02-18,0,3,17.6,21.8,7.3,0.0,17304.0
2020-02-19,0,4,13.3,19.7,12.9,38.0,19903.0
2020-02-20,0,5,14.2,18.7,15.2,3.2,23701.0
2020-02-21,0,6,13.5,19.6,17.1,2.8,25151.0
2020-02-22,0,7,11.4,21.1,25.4,0.0,22798.0
2020-02-23,0,1,13.3,34.0,21.6,0.0,16510.0
2020-02-24,0,2,16.8,23.7,5.4,0.0,18657.0
2020-02-25,0,3,18.4,31.6,10.6,3.6,18969.0
2020-02-26,0,4,16.2,19.2,19.3,4.0,21089.0
2020-02-27,0,5,11.0,19.7,11.1,0.2,21606.0
2020-02-28,0,6,13.1,20.1,17.6,0.0,24401.0
2020-02-29,0,7,14.7,22.4,22.8,0.0,22328.0
2020-01-03,0,1,13.2,32.1,20.8,0.0,15849.0
2020-02-03,0,2,14.2,18.4,21.1,3.0,19560.0
2020-03-03,0,3,14.7,19.5,15.9,0.0,20174.0
2020-04-03,0,4,13.6,23.5,7.1,0.0,19902.0
2020-05-03,0,5,15.4,20.3,4.3,54.6,19784.0
2020-06-03,0,6,15.9,19.0,12.7,7.0,23734.0
2020-07-03,0,7,15.4,20.0,17.1,0.2,22348.0
2020-08-03,0,1,13.9,22.4,19.5,0.0,19178.0
2020-09-03,1,2,12.3,21.0,19.7,0.0,16400.0
2020-10-03,0,3,10.3,22.3,21.9,0.0,19479.0
2020-11-03,0,4,12.6,29.5,15.7,0.0,19511.0
2020-12-03,0,5,16.6,29.5,19.5,0.0,20422.0
2020-03-13,0,6,19.1,26.8,7.3,0.0,20825.0
2020-03-14,0,7,13.1,17.9,12.3,0.6,18452.0
2020-03-15,0,1,12.7,18.8,10.2,0.0,13550.0
2020-03-16,0,2,9.3,26.5,20.6,0.0,15930.0
2020-03-17,0,3,11.6,28.2,19.9,0.0,13478.0
2020-03-18,0,4,17.7,28.3,9.1,0.0,12313.0
2020-03-19,0,5,18.7,30.4,8.2,0.0,12146.0
2020-03-20,0,6,16.1,22.7,12.6,0.0,12304.0
2020-03-21,0,7,14.6,18.4,10.8,0.0,9764.0
2020-03-22,0,1,12.1,18.3,15.2,0.0,6865.0
2020-03-23,0,2,12.7,17.1,9.9,0.4,8920.0
2020-03-24,0,3,8.5,17.9,15.8,0.0,5516.0
2020-03-25,0,4,10.8,17.5,7.6,0.0,4940.0
2020-03-26,0,5,13.7,19.8,15.5,0.0,4802.0
2020-03-27,0,6,13.6,27.6,17.8,0.0,4253.0
2020-03-28,0,7,14.8,27.5,16.9,0.0,3859.0
2020-03-29,0,1,16.5,26.4,9.5,0.0,2889.0
2020-03-30,0,2,15.9,21.7,13.3,5.2,3533.0
2020-03-31,0,3,12.2,21.4,16.9,0.0,2993.0
2020-01-04,0,4,11.0,23.1,15.2,0.0,3259.0
2020-02-04,0,5,12.4,20.7,4.2,23.0,2884.0
2020-03-04,0,6,13.7,23.2,12.0,15.8,3339.0
2020-04-04,0,7,12.8,16.6,6.1,35.2,2255.0
2020-05-04,0,1,9.5,16.9,4.5,4.4,2132.0
2020-06-04,0,2,10.7,16.5,11.5,6.2,3147.0
2020-07-04,0,3,11.9,16.4,9.5,1.4,2957.0
2020-08-04,0,4,11.7,18.6,10.7,1.2,3104.0
2020-09-04,0,5,8.9,21.2,15.8,0.0,3449.0
2020-10-04,1,6,12.7,22.0,9.5,0.2,1361.0
2020-11-04,1,7,13.0,15.7,11.3,2.4,2459.0
2020-12-04,1,1,11.0,15.3,7.7,2.4,1820.0
2020-04-13,1,2,12.2,18.3,14.3,0.0,2494.0
2020-04-14,0,3,12.1,23.4,11.1,0.6,3265.0
2020-04-15,0,4,15.6,23.5,11.8,0.0,3300.0
2020-04-16,0,5,15.4,21.5,11.3,0.2,3067.0
2020-04-17,0,6,11.4,18.4,10.1,0.0,3438.0
2020-04-18,0,7,12.9,16.4,7.9,0.0,3122.0
2020-04-19,0,1,11.2,19.4,11.3,0.0,2825.0
2020-04-20,0,2,12.0,20.8,8.1,3.4,3050.0
2020-04-21,0,3,8.5,19.6,9.8,0.0,3269.0
2020-04-22,0,4,12.8,18.2,8.8,0.0,3318.0
2020-04-23,0,5,9.6,19.7,9.7,0.0,3195.0
2020-04-24,0,6,15.1,22.3,12.7,0.4,3745.0
2020-04-25,1,7,10.5,21.7,10.4,0.0,3141.0
2020-04-26,0,1,15.4,17.7,6.6,14.0,2840.0
2020-04-27,0,2,8.1,18.1,12.5,0.6,3550.0
2020-04-28,0,3,7.1,18.9,10.4,0.0,3674.0
2020-04-29,0,4,11.2,19.8,3.6,3.4,3106.0
2020-04-30,0,5,8.9,15.5,5.4,23.6,3838.0
2020-01-05,0,6,7.6,13.0,5.1,8.0,3585.0
2020-02-05,0,7,8.3,14.2,6.2,1.4,4254.0
2020-03-05,0,1,9.8,15.0,8.3,1.8,3679.0
2020-04-05,0,2,9.4,14.8,7.0,0.2,3926.0
2020-05-05,0,3,8.0,19.5,11.6,0.4,4470.0
2020-06-05,0,4,10.2,20.1,9.7,0.0,4329.0
2020-07-05,0,5,15.1,21.1,6.2,0.0,4346.0
2020-08-05,0,6,12.6,19.6,10.7,0.0,5075.0
2020-09-05,0,7,12.6,14.0,5.4,0.6,4087.0
2020-10-05,0,1,7.2,14.5,9.0,7.0,4185.0
2020-11-05,0,2,7.8,17.1,7.5,0.6,4477.0
2020-12-05,0,3,10.3,14.8,8.5,0.2,4567.0
2020-05-13,0,4,10.4,14.5,8.9,1.4,4707.0
2020-05-14,0,5,6.6,14.7,9.8,2.8,5186.0
2020-05-15,0,6,4.5,15.3,10.8,0.0,5937.0
2020-05-16,0,7,4.5,18.0,10.7,0.0,6315.0
2020-05-17,0,1,5.1,18.5,10.6,0.0,5103.0
2020-05-18,0,2,5.5,19.4,10.5,0.0,5661.0
2020-05-19,0,3,8.1,17.7,4.9,0.0,5362.0
2020-05-20,0,4,10.3,15.8,7.8,15.6,6541.0
2020-05-21,0,5,9.4,13.7,6.6,12.4,5627.0
2020-05-22,0,6,9.1,13.6,7.8,11.4,6541.0
2020-05-23,0,7,9.4,13.5,5.8,0.0,6432.0
2020-05-24,0,1,10.9,13.8,7.9,3.0,5899.0
2020-05-25,0,2,5.5,16.0,10.0,0.0,5911.0
2020-05-26,0,3,5.4,18.5,9.4,0.0,5849.0
2020-05-27,0,4,5.9,17.1,7.8,0.0,6204.0
2020-05-28,0,5,12.1,17.6,6.7,0.0,6367.0
2020-05-29,0,6,7.2,17.1,9.6,0.0,7075.0
2020-05-30,0,7,8.1,17.1,9.3,0.0,8553.0
2020-05-31,0,1,12.4,17.8,8.0,0.0,6402.0
2020-01-06,0,2,9.3,11.2,2.6,5.0,5097.0
2020-02-06,0,3,8.4,15.6,4.9,11.6,6675.0
2020-03-06,0,4,10.5,14.1,7.3,0.6,7154.0
2020-04-06,0,5,9.3,13.8,9.3,0.0,7470.0
2020-05-06,0,6,4.1,14.6,9.4,0.0,8498.0
2020-06-06,0,7,6.0,13.3,6.6,0.0,9665.0
2020-07-06,0,1,7.9,11.8,6.3,0.0,7547.0
2020-08-06,1,2,4.5,12.6,8.8,0.0,7057.0
2020-09-06,0,3,2.0,15.3,9.3,0.2,7112.0
2020-10-06,0,4,3.9,16.7,8.8,0.0,7282.0
2020-11-06,0,5,4.5,16.9,9.1,0.0,7490.0
2020-12-06,0,6,4.2,15.3,9.2,0.0,8435.0
2020-06-13,0,7,5.7,16.4,3.4,0.0,9803.0
2020-06-14,0,1,10.4,15.2,8.0,5.8,7835.0
2020-06-15,0,2,11.6,18.4,8.0,0.0,7220.0
2020-06-16,0,3,13.0,17.9,6.7,0.0,7376.0
2020-06-17,0,4,10.2,14.6,8.5,0.4,7814.0
2020-06-18,0,5,4.6,16.9,9.1,0.0,8662.0
2020-06-19,0,6,6.4,17.8,8.6,0.0,9183.0
2020-06-20,0,7,12.8,16.9,8.5,1.4,11495.0
2020-06-21,0,1,6.9,12.0,4.9,0.0,7090.0
2020-06-22,0,2,8.1,13.0,5.5,0.0,6627.0
2020-06-23,0,3,9.0,14.4,8.4,2.2,7497.0
2020-06-24,0,4,10.1,14.9,8.0,0.4,7428.0
2020-06-25,0,5,10.2,15.9,5.0,0.0,7806.0
2020-06-26,0,6,7.9,13.8,8.8,1.2,8494.0
2020-06-27,0,7,6.2,13.1,7.9,0.0,9656.0
2020-06-28,0,1,1.7,12.5,9.3,0.2,7228.0
2020-06-29,0,2,2.2,15.4,9.3,0.0,6926.0
2020-06-30,0,3,3.0,15.2,7.7,0.0,7307.0
2020-01-07,0,4,9.8,17.4,9.1,0.0,7762.0
2020-02-07,0,5,10.2,15.1,7.3,1.2,7429.0
2020-03-07,0,6,7.7,10.3,4.1,0.0,6590.0
2020-04-07,0,7,6.5,14.5,5.7,7.8,8117.0
2020-05-07,0,1,8.9,12.5,6.5,4.6,5891.0
2020-06-07,0,2,8.1,13.1,5.8,1.0,5770.0
2020-07-07,0,3,8.9,11.8,4.8,1.4,6239.0
2020-08-07,0,4,4.9,15.7,9.4,0.0,7930.0
2020-09-07,0,5,5.7,17.2,8.5,0.0,3637.0
2020-10-07,0,6,6.4,16.9,7.9,0.0,3970.0
2020-11-07,0,7,7.3,11.4,3.3,0.0,2967.0
2020-12-07,0,1,9.0,14.2,8.3,6.8,2899.0
2020-07-13,0,2,8.7,15.1,7.4,3.4,3849.0
2020-07-14,0,3,7.7,14.2,7.6,0.0,3942.0
2020-07-15,0,4,6.2,14.7,9.4,0.2,3922.0
2020-07-16,0,5,4.2,11.5,8.7,0.0,3930.0
2020-07-17,0,6,3.1,12.8,7.4,0.0,3904.0
2020-07-18,0,7,4.0,12.5,8.3,0.0,3595.0
2020-07-19,0,1,8.2,15.3,7.6,0.0,3063.0
2020-07-20,0,2,7.6,13.8,8.2,0.6,3556.0
2020-07-21,0,3,7.2,12.9,8.1,0.4,4228.0
2020-07-22,0,4,8.1,13.3,8.4,0.0,3580.0
2020-07-23,0,5,8.1,12.0,7.5,2.2,3110.0
2020-07-24,0,6,6.1,13.5,10.5,0.0,3527.0
2020-07-25,0,7,4.3,12.2,9.6,0.0,3296.0
2020-07-26,0,1,5.0,12.8,7.2,0.0,2569.0
2020-07-27,0,2,7.4,13.5,7.3,0.0,3124.0
2020-07-28,0,3,9.6,15.6,8.0,0.4,3239.0
2020-07-29,0,4,8.6,16.3,9.0,0.0,3286.0
2020-07-30,0,5,8.0,14.2,11.3,0.0,3309.0
2020-07-31,0,6,3.4,17.1,11.3,0.0,3372.0
2020-01-08,0,7,5.7,16.4,11.1,0.0,3589.0
2020-02-08,0,1,9.0,18.2,11.7,0.0,3104.0
2020-03-08,0,2,7.5,16.0,10.2,0.0,2827.0
2020-04-08,0,3,5.1,10.5,10.0,1.2,2641.0
2020-05-08,0,4,4.7,11.3,9.6,5.8,2738.0
2020-06-08,0,5,5.5,12.8,10.8,0.8,1414.0
2020-07-08,0,6,3.3,12.7,5.8,0.0,1347.0
2020-08-08,0,7,4.7,14.9,7.2,6.8,1425.0
2020-09-08,0,1,8.9,15.8,10.2,0.2,1224.0
2020-10-08,0,2,5.7,14.8,12.7,0.0,1503.0
2020-11-08,0,3,4.3,15.8,10.3,0.0,1463.0
2020-12-08,0,4,9.4,15.9,10.0,0.8,1647.0
2020-08-13,0,5,11.4,18.1,11.0,1.2,1719.0
2020-08-14,0,6,10.7,18.1,7.0,0.8,1689.0
2020-08-15,0,7,7.4,14.9,13.0,2.8,1633.0
2020-08-16,0,1,10.7,15.0,9.9,0.4,1304.0
2020-08-17,0,2,9.5,16.3,10.4,0.0,1436.0
2020-08-18,0,3,10.0,17.2,11.2,0.2,1680.0
2020-08-19,0,4,9.7,12.7,7.9,1.2,1386.0
2020-08-20,0,5,9.6,15.7,9.6,3.8,1695.0
2020-08-21,0,6,8.5,14.1,12.2,0.4,1755.0
2020-08-22,0,7,5.8,11.1,3.8,4.4,1031.0
2020-08-23,0,1,6.8,11.5,8.6,25.6,1226.0
2020-08-24,0,2,6.3,12.4,12.8,2.8,1599.0
2020-08-25,0,3,3.6,13.0,11.2,0.0,2091.0
2020-08-26,0,4,6.1,14.5,12.8,0.0,1661.0
2020-08-27,0,5,8.8,20.7,13.1,0.0,1577.0
2020-08-28,0,6,8.5,17.6,15.1,1.4,1956.0
2020-08-29,0,7,9.2,19.3,15.6,0.0,1905.0
2020-08-30,0,1,12.0,19.8,9.0,0.0,1313.0
2020-08-31,0,2,6.9,12.5,13.5,1.0,1619.0
2020-01-09,0,3,6.6,15.7,15.9,0.0,1752.0
2020-02-09,0,4,8.6,22.0,12.1,0.0,1578.0
2020-03-09,0,5,12.9,19.9,13.5,0.0,1713.0
2020-04-09,0,6,9.0,17.3,12.7,0.0,1793.0
2020-05-09,0,7,9.7,16.6,15.0,0.2,1655.0
2020-06-09,0,1,6.9,19.2,16.9,0.2,1518.0
2020-07-09,0,2,8.8,22.9,17.1,0.0,1805.0
2020-08-09,0,3,16.6,19.9,4.8,0.0,1730.0
2020-09-09,0,4,8.1,15.6,14.8,1.0,1815.0
2020-10-09,0,5,5.4,21.4,17.5,0.0,1935.0
2020-11-09,0,6,10.4,19.4,13.4,0.0,1925.0
2020-12-09,0,7,13.3,16.0,4.0,1.6,1358.0
2020-09-13,0,1,11.9,17.2,16.5,11.8,1819.0
2020-09-14,0,2,11.1,16.6,18.1,0.0,1858.0
2020-09-15,0,3,7.4,15.8,18.3,0.0,2069.0
2020-09-16,0,4,7.1,22.8,17.4,0.0,1912.0
2020-09-17,0,5,11.8,15.5,9.4,0.8,1634.0
2020-09-18,0,6,8.4,18.7,13.6,0.0,1867.0
2020-09-19,0,7,11.3,26.3,17.1,0.0,2055.0
2020-09-20,0,1,17.1,22.0,16.7,0.0,1701.0
2020-09-21,0,2,16.6,19.8,13.0,0.0,1847.0
2020-09-22,0,3,12.3,18.9,16.8,0.0,1785.0
2020-09-23,0,4,10.6,15.1,12.3,0.2,1860.0
2020-09-24,0,5,8.2,15.0,13.9,1.6,1805.0
2020-09-25,0,6,7.2,11.9,7.2,3.2,1631.0
2020-09-26,0,7,6.2,13.4,15.0,9.4,1793.0
2020-09-27,0,1,8.8,13.4,20.9,3.0,1692.0
2020-09-28,0,2,6.5,13.6,18.3,0.0,2208.0
2020-09-29,0,3,4.3,21.0,18.4,0.0,1991.0
2020-09-30,0,4,10.7,19.4,13.0,0.6,1859.0
2020-01-10,0,5,9.4,19.5,21.2,1.8,2165.0
2020-02-10,0,6,12.8,26.0,22.0,0.0,2133.0
2020-03-10,0,7,17.4,29.4,19.8,0.0,1835.0
2020-04-10,0,1,13.5,29.5,8.4,0.0,1565.0
2020-05-10,0,2,9.1,12.7,7.3,12.8,1722.0
2020-06-10,0,3,8.9,12.6,5.8,1.0,1754.0
2020-07-10,0,4,10.1,17.2,8.6,3.2,1881.0
2020-08-10,0,5,11.4,16.9,9.7,5.4,1882.0
2020-09-10,0,6,11.7,16.7,12.1,1.2,2093.0
2020-10-10,0,7,10.8,19.4,17.7,0.0,2085.0
2020-11-10,0,1,11.5,16.0,20.7,0.0,1832.0
2020-12-10,0,2,6.3,25.5,20.0,0.0,2021.0
2020-10-13,0,3,10.6,16.6,13.6,0.2,2086.0
2020-10-14,0,4,11.9,22.7,21.8,0.0,2151.0
2020-10-15,0,5,13.8,24.8,5.1,0.0,1851.0
2020-10-16,0,6,9.4,18.2,18.2,1.4,2132.0
2020-10-17,0,7,11.9,19.2,17.8,8.4,1999.0
2020-10-18,0,1,11.3,15.2,19.2,0.2,1818.0
2020-10-19,0,2,8.2,15.5,17.6,0.0,2797.0
2020-10-20,0,3,7.3,16.6,23.4,0.0,2956.0
2020-10-21,0,4,10.4,18.1,20.5,0.0,2589.0
2020-10-22,0,5,9.2,18.0,25.2,0.0,2818.0
2020-10-23,1,6,12.9,19.7,11.0,0.0,3010.0
2020-10-24,0,7,11.8,14.9,11.3,32.2,2429.0
2020-10-25,0,1,8.3,14.6,17.2,6.4,2703.0
2020-10-26,0,2,9.2,17.9,26.5,0.0,2942.0
2020-10-27,0,3,11.1,19.6,20.1,0.0,2913.0
2020-10-28,0,4,9.5,20.9,26.7,0.0,9647.0
2020-10-29,0,5,11.2,24.3,17.1,0.0,8105.0
2020-10-30,0,6,12.9,18.6,21.0,0.0,9003.0
2020-10-31,0,7,14.2,16.8,10.0,0.0,12681.0
2020-01-11,0,1,12.6,17.0,23.2,0.0,11226.0
2020-02-11,0,2,9.6,29.5,26.8,0.0,9984.0
2020-03-11,1,3,12.1,30.4,26.9,0.0,8108.0
2020-04-11,0,4,21.9,22.8,5.5,0.0,5595.0
2020-05-11,0,5,11.1,15.8,23.1,2.8,6848.0
2020-06-11,0,6,9.5,16.6,13.2,0.2,7648.0
2020-07-11,0,7,11.3,16.1,22.9,1.6,11671.0
2020-08-11,0,1,8.4,19.5,28.9,0.0,10379.0
2020-09-11,0,2,11.3,29.0,28.8,0.0,7084.0
2020-10-11,0,3,16.1,32.0,29.1,0.0,6683.0
2020-11-11,0,4,22.8,28.3,6.5,0.0,6337.0
2020-12-11,0,5,19.3,25.5,20.6,4.0,7749.0
2020-11-13,0,6,15.4,20.6,18.6,0.0,8863.0
2020-11-14,0,7,13.5,21.0,24.6,0.2,14193.0
2020-11-15,0,1,12.3,32.5,14.6,0.0,9550.0
2020-11-16,0,2,18.2,24.3,29.7,0.0,7026.0
2020-11-17,0,3,11.9,21.1,28.7,0.0,7776.0
2020-11-18,0,4,10.8,29.5,30.2,0.0,7618.0
2020-11-19,0,5,16.1,34.4,29.1,0.0,7046.0
2020-11-20,0,6,15.6,20.2,29.5,0.0,10632.0
2020-11-21,0,7,13.3,25.7,18.8,0.0,16259.0
2020-11-22,0,1,16.1,28.2,9.8,0.0,11200.0
2020-11-23,0,2,16.6,18.8,12.6,30.2,7293.0
2020-11-24,0,3,13.5,20.3,20.7,6.0,8980.0
2020-11-25,0,4,13.2,30.5,29.5,0.0,8938.0
2020-11-26,0,5,15.8,19.4,26.5,0.0,10707.0
2020-11-27,0,6,10.2,36.0,29.0,0.0,17491.0
2020-11-28,0,7,16.0,22.9,7.8,0.0,20062.0
2020-11-29,0,1,14.4,18.6,19.9,2.8,15379.0
2020-11-30,0,2,12.1,27.2,30.3,1.0,10879.0
2020-01-12,0,3,16.8,26.2,8.6,0.0,8389.0
2020-02-12,0,4,11.9,18.6,29.2,0.2,10692.0
2020-03-12,0,5,10.6,23.7,31.2,0.0,11221.0
2020-04-12,0,6,11.4,22.9,31.6,0.0,15065.0
2020-05-12,0,7,13.9,28.4,7.9,0.0,18432.0
2020-06-12,0,1,12.9,20.5,15.5,1.4,15864.0
2020-07-12,0,2,11.3,17.3,20.9,2.6,9629.0
2020-08-12,0,3,10.6,17.1,13.2,6.0,11254.0
2020-09-12,0,4,11.7,21.5,30.9,0.0,13219.0
2020-10-12,0,5,13.1,17.7,28.1,0.6,13491.0
2020-11-12,0,6,9.6,21.1,32.0,0.0,17630.0
2020-12-12,0,7,11.9,28.1,31.8,0.0,24583.0
2020-12-13,0,1,16.0,30.2,28.4,0.0,17186.0
2020-12-14,0,2,17.7,33.7,32.0,0.0,11425.0
2020-12-15,0,3,20.4,33.5,26.9,0.0,12391.0
2020-12-16,0,4,15.8,24.6,22.4,0.0,15720.0
2020-12-17,0,5,15.5,25.7,25.5,0.0,15744.0
2020-12-18,0,6,12.5,18.4,19.3,7.6,19999.0
2020-12-19,0,7,12.3,19.9,27.8,0.2,26198.0
2020-12-20,0,1,9.9,18.9,31.3,0.0,24427.0
2020-12-21,0,2,11.2,21.5,13.2,0.0,20256.0
2020-12-22,0,3,13.8,20.4,8.5,13.2,17689.0
2020-12-23,0,4,13.5,19.5,24.8,6.0,27838.0
2020-12-24,0,5,13.4,18.7,23.1,1.0,21690.0
2020-12-25,1,6,13.6,20.0,23.0,0.0,7074.0
2020-12-26,1,7,10.2,27.4,32.1,0.0,29284.0
2020-12-27,0,1,16.2,31.9,3.3,0.0,14142.0
2020-12-28,1,2,11.5,17.8,26.5,3.2,17253.0
2020-12-29,0,3,9.0,21.3,30.7,0.0,16739.0
2020-12-30,0,4,13.7,21.4,30.3,0.0,15485.0
2020-12-31,0,5,15.5,21.2,7.3,0.0,12216.0
2021-01-01,1,6,15.6,29.9,27.3,0.0,8275.0
2021-02-01,0,7,18.4,29.0,13.9,0.0,9862.0
2021-03-01,0,1,17.0,26.2,19.7,12.6,8341.0
2021-04-01,0,2,16.0,18.6,8.1,2.6,7512.0
2021-05-01,0,3,15.9,19.1,8.0,11.2,8243.0
2021-06-01,0,4,13.7,19.2,16.4,1.2,9401.0
2021-07-01,0,5,14.7,25.7,30.0,0.0,9515.0
2021-08-01,0,6,12.7,24.3,31.7,0.0,9994.0
2021-09-01,0,7,14.2,27.9,31.6,0.0,9993.0
2021-10-01,0,1,16.9,33.5,29.1,0.0,6912.0
2021-11-01,0,2,19.2,36.7,26.3,0.0,6062.0
2021-12-01,0,3,18.3,21.6,24.4,0.0,9132.0
2021-01-13,0,4,14.5,27.0,21.8,0.0,8427.0
2021-01-14,0,5,15.0,22.2,26.4,0.0,9858.0
