date,Public Holiday?,DayOfWeekNumeric,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),BourkeStMallSouth
2021-01-15,0,6,13.2,20.6,15.5,0.0,9899.0
2021-01-16,0,7,11.0,20.1,14.5,2.6,11043.0
2021-01-17,0,1,12.9,20.2,28.9,0.0,10153.0
2021-01-18,0,2,14.1,22.6,25.5,0.0,9342.0
2021-01-19,0,3,14.2,18.9,26.6,0.0,9943.0
2021-01-20,0,4,10.3,22.6,30.5,0.0,10815.0
2021-01-21,0,5,12.7,31.6,30.0,0.0,9593.0
2021-01-22,0,6,15.8,25.0,29.3,0.0,11892.0
2021-01-23,0,7,14.7,26.7,29.8,0.0,11862.0
2021-01-24,0,1,16.1,37.8,24.4,0.0,7405.0
2021-01-25,0,2,22.2,39.2,17.5,0.0,7287.0
2021-01-26,1,3,17.7,19.3,5.5,10.6,8304.0
2021-01-27,0,4,14.3,25.8,28.1,0.4,9973.0
2021-01-28,0,5,15.4,25.5,10.9,0.0,9462.0
2021-01-29,0,6,18.9,21.6,3.8,3.6,8023.0
2021-01-30,0,7,16.7,21.9,19.1,43.2,11983.0
2021-01-31,0,1,16.4,21.8,25.3,0.0,9434.0
2021-01-02,0,2,13.4,20.3,10.5,0.0,7854.0
2021-02-02,0,3,14.5,19.3,19.9,0.0,8312.0
2021-03-02,0,4,13.7,25.9,28.4,0.0,8880.0
2021-04-02,0,5,13.5,30.6,18.6,0.0,8760.0
2021-05-02,0,6,17.3,29.8,12.1,0.4,8443.0
2021-06-02,0,7,16.9,25.4,15.1,1.6,12031.0
2021-07-02,0,1,14.7,19.2,15.7,1.8,9277.0
2021-08-02,0,2,15.0,19.2,12.8,0.4,7456.0
2021-09-02,0,3,12.0,25.2,27.6,0.0,8488.0
2021-10-02,0,4,13.8,31.5,27.0,0.0,8147.0
2021-11-02,0,5,17.2,32.8,16.0,0.0,8393.0
2021-12-02,0,6,17.4,23.3,19.4,4.6,9652.0
2021-02-13,0,7,14.7,20.8,19.9,0.0,1336.0
2021-02-14,0,1,12.7,20.0,20.0,0.0,1552.0
2021-02-15,0,2,14.4,24.6,22.3,0.0,1661.0
2021-02-16,0,3,15.9,31.3,20.7,0.0,1622.0
2021-02-17,0,4,16.6,28.8,25.9,0.0,1633.0
2021-02-18,0,5,18.1,31.8,25.8,0.0,7571.0
2021-02-19,0,6,18.2,32.6,25.4,0.0,8563.0
2021-02-20,0,7,20.3,23.8,13.7,0.0,11488.0
2021-02-21,0,1,17.9,20.6,7.4,0.0,9224.0
2021-02-22,0,2,15.9,21.8,17.1,0.0,7543.0
2021-02-23,0,3,13.1,19.2,22.1,0.0,7950.0
2021-02-24,0,4,13.0,20.2,23.3,0.0,8482.0
2021-02-25,0,5,11.3,24.3,18.9,0.0,8882.0
2021-02-26,0,6,13.3,19.7,15.7,0.4,10074.0
2021-02-27,0,7,11.3,18.6,11.8,0.0,12477.0
2021-02-28,0,1,10.6,26.7,23.3,0.0,9754.0
2021-01-03,0,2,13.8,21.7,17.50028801,1.672,19109.65102365613
2021-02-03,0,3,13.3,18.1,17.02347755,0.184,16104.379081487654
2021-03-03,0,4,14.2,17.7,16.96634483,0.016,18215.358201920986
2021-04-03,0,5,13.6,21.4,16.83705902,1.024,18425.102207571268
2021-05-03,0,6,15.0,18.0,16.60729599,1.464,19536.966763198376
2021-06-03,0,7,14.2,19.4,16.39079857,1.192,21261.064573138952
2021-07-03,0,1,11.3,28.5,16.19961929,1.136,21795.780838042498
2021-08-03,1,2,13.7,19.6,16.00971603,1.672,22498.260506749153
2021-09-03,0,3,13.5,19.6,15.81366539,0.184,19347.167655587196
2021-10-03,0,4,12.2,20.1,15.61057663,0.016,19114.327922225
2021-11-03,0,5,11.6,24.7,15.38813972,1.04,20478.063295543194
2021-12-03,0,6,14.9,30.3,15.13615417,1.464,21952.286056935787
2021-03-13,0,7,17.7,27.2,14.85938835,1.136,22746.322548896074
2021-03-14,0,1,11.0,17.7,14.57345963,0.8640000000000001,24750.749163091183
2021-03-15,0,2,8.9,22.2,14.28928852,1.672,20930.282286316156
2021-03-16,0,3,11.1,20.6,14.02589035,0.184,18138.541193813086
2021-03-17,0,4,13.9,26.4,13.79098988,0.016,18902.657597273588
2021-03-18,0,5,13.8,24.9,13.587806699999998,1.0959999999999999,20411.27813434601
2021-03-19,0,6,14.2,26.1,13.41819,1.464,21697.84011220932
2021-03-20,0,7,14.0,26.0,13.27713585,1.136,22331.928135216236
2021-03-21,0,1,16.7,21.7,13.15519047,1.368,22371.408542752266
2021-03-22,0,2,17.5,24.2,13.03927994,1.672,20728.38611280918
2021-03-23,0,3,17.6,22.0,12.92776585,0.184,16835.451981186867
2021-03-24,0,4,17.0,20.3,12.82444191,0.016,18712.505757570267
2021-03-25,0,5,15.5,21.1,12.73403454,1.0959999999999999,18577.716407686472
2021-03-26,0,6,11.2,22.0,12.65167618,1.464,19559.07374447584
2021-03-27,0,7,13.2,21.3,12.55430222,1.136,20730.778477102518
2021-03-28,0,1,12.4,20.2,12.40964699,1.368,21917.24861165881
2021-03-29,0,2,13.8,18.2,12.19632053,1.672,20565.30326282978
2021-03-30,0,3,9.8,18.9,11.93506908,0.184,17313.206582278013
2021-03-31,0,4,11.4,22.8,11.70059299,0.016,17109.09166908264
2021-01-04,0,5,12.4,29.9,11.56360722,0.23199999999999998,17667.470226198435
2021-02-04,1,6,13.5,30.6,11.51297283,0.136,19544.471001386642
2021-03-04,1,7,15.1,31.6,11.50126839,1.3119999999999998,20906.206950306892
2021-04-04,1,1,15.2,24.5,11.50060558,1.296,23608.909690141678
2021-05-04,1,2,16.0,19.0,11.49483395,2.8480000000000003,18748.983373254538
2021-06-04,0,3,12.8,20.2,11.46395969,1.6159999999999999,17868.370342761278
2021-07-04,0,4,14.9,23.0,11.38868809,1.7919999999999998,18560.988133907318
2021-08-04,0,5,11.9,16.4,11.27811527,1.12,19808.173878997564
2021-09-04,0,6,11.7,18.6,11.14348125,0.96,20076.36175429821
2021-10-04,0,7,8.9,21.2,10.98974895,0.872,21026.823049545288
2021-11-04,0,1,12.7,22.0,10.81997299,1.3519999999999999,22315.000650048256
2021-12-04,0,2,13.0,15.7,10.63897991,3.44,21314.054802566767
2021-04-13,0,3,11.0,15.3,10.45710754,1.976,16864.16400796175
2021-04-14,0,4,12.2,18.3,10.28784561,1.248,18502.679508686066
2021-04-15,0,5,12.1,23.4,10.14134026,0.7440000000000001,19691.679079592228
2021-04-16,0,6,15.6,23.5,10.01673508,0.968,20450.999788701534
2021-04-17,0,7,15.4,21.5,9.90784359,0.7440000000000001,20620.881412684917
2021-04-18,0,1,11.4,18.4,9.80524826,1.176,22494.80994617939
2021-04-19,0,2,12.9,16.4,9.702578545,2.168,19119.266171514988
2021-04-20,0,3,11.2,19.4,9.598280907000001,1.976,16669.20916339755
2021-04-21,0,4,12.0,20.8,9.494164467000001,1.896,18299.811037391424
2021-04-22,0,5,8.5,19.6,9.393158912999999,1.128,19313.051334530115
2021-04-23,0,6,12.8,18.2,9.297883034,0.792,20886.52340298891
2021-04-24,0,7,9.6,19.7,9.210002899,0.72,20073.706211656332
2021-04-25,1,1,15.1,22.3,9.130331039,1.5519999999999998,21826.51422074437
2021-04-26,0,2,10.5,21.7,9.058904648,2.112,21495.936628192663
2021-04-27,0,3,15.4,17.7,8.993947983,1.96,17090.345694631338
2021-04-28,0,4,8.1,18.1,8.931713104,1.896,18684.402330726385
2021-04-29,0,5,7.1,18.9,8.866534233,1.08,20322.588858515024
2021-04-30,0,6,11.2,19.8,8.792807579,0.8640000000000001,21315.78556573391
2021-01-05,0,7,7.6,22.8,8.714595795,1.192,22759.037352859974
2021-02-05,0,1,7.6,13.0,8.634907722000001,1.224,22988.68604874611
2021-03-05,0,2,8.3,14.2,8.568789482,2.6719999999999997,23327.643313020468
2021-04-05,0,3,9.8,15.0,8.515591621,2.1519999999999997,19267.351510882378
2021-05-05,0,4,9.4,14.8,8.465438843,1.944,22078.43072912097
2021-06-05,0,5,8.0,19.5,8.409453392,1.56,21945.414177834988
2021-07-05,0,6,10.2,20.1,8.355529785,1.216,22738.977314293385
2021-08-05,0,7,15.1,21.1,8.312355995,0.92,24805.738816916943
2021-09-05,0,1,12.6,19.6,8.274360657,1.2,26095.089754223824
2021-10-05,0,2,12.6,14.0,8.240908623,1.992,23026.8030462265
2021-11-05,0,3,7.2,14.5,8.211007118,2.04,22341.643802583218
2021-12-05,0,4,7.8,17.1,8.183589935,1.3119999999999998,22631.46530365944
2021-05-13,0,5,10.3,14.8,8.158020973,1.6640000000000001,23214.87504592538
2021-05-14,0,6,10.4,14.5,8.13489151,1.04,23673.79046356678
2021-05-15,0,7,6.6,14.7,8.116175652,0.968,24174.618860840797
2021-05-16,0,1,4.5,15.3,8.100535393,1.12,24321.479689836502
2021-05-17,0,2,4.5,18.0,8.088443756,1.784,23356.889007002115
2021-05-18,0,3,5.1,18.5,8.079332352,2.104,21954.687559366226
2021-05-19,0,4,5.5,19.4,8.072798729,1.528,22024.201368302107
2021-05-20,0,5,8.1,17.7,8.067967415,1.6480000000000001,23264.091224730015
2021-05-21,0,6,10.3,15.8,8.064453125,1.4080000000000001,22974.922186642885
2021-05-22,0,7,9.4,13.7,8.061865807,0.976,24016.176356881857
2021-05-23,0,1,9.1,13.6,8.059928894,0.8,25078.128407657146
2021-05-24,0,2,9.4,13.5,8.058448792,1.088,23931.449377298355
2021-05-25,0,3,10.9,13.8,8.057308197000001,1.4880000000000002,21895.3700838089
2021-05-26,0,4,5.5,16.0,8.056412697,2.272,23492.076779663563
2021-05-27,0,5,5.4,18.5,8.055702209,1.192,24586.28279915452
2021-05-28,0,6,5.9,17.1,8.055120468,0.848,23823.29769706726
2021-05-29,0,7,12.1,17.6,8.054641724,1.1440000000000001,25980.62544888258
2021-05-30,0,1,7.2,17.1,8.054216385,0.7120000000000001,26707.776260137558
2021-05-31,0,2,8.1,17.1,8.053238869,1.192,25429.64695519209
2021-01-06,0,3,12.4,14.6,8.049744606,0.856,23179.768150806427
2021-02-06,0,4,9.3,11.2,8.049023627999999,0.8320000000000001,24588.04828724265
2021-03-06,0,5,8.4,15.6,8.191952705,1.248,25009.179335594177
2021-04-06,0,6,10.5,14.1,8.273285866,1.064,26280.718216061592
2021-05-06,0,7,9.3,13.8,8.258850098,1.3119999999999998,26436.31144887209
2021-06-06,0,1,4.1,14.6,8.174314499,1.624,27480.149884283543
2021-07-06,0,2,6.0,13.3,8.2253685,1.272,25967.378805339336
2021-08-06,0,3,7.9,11.8,8.298253059,0.8640000000000001,22945.80990946293
2021-09-06,0,4,4.5,12.6,8.424170494,0.96,24472.293676942587
2021-10-06,0,5,2.0,15.3,8.51627636,1.224,26264.413951843977
2021-11-06,0,6,3.9,16.7,8.574118614,1.4880000000000002,26243.63200044632
2021-12-06,0,7,4.5,16.9,8.612952232,1.4,25735.18970733881
2021-06-13,0,1,4.2,15.3,8.660068512,1.48,27909.825090825558
2021-06-14,1,2,5.7,16.4,8.770003319,1.0,27333.33291834593
2021-06-15,0,3,10.4,15.2,8.917321205,1.112,24560.833087325096
2021-06-16,0,4,11.6,18.4,9.027005196000001,0.8,25571.628018975258
2021-06-17,0,5,13.0,17.9,9.089910507,1.5119999999999998,25069.54404166341
2021-06-18,0,6,10.2,14.6,9.143449783,1.96,25365.46068018675
2021-06-19,0,7,4.6,16.9,9.23133564,2.184,27294.773635029793
2021-06-20,0,1,6.4,17.8,9.365983963,1.568,28267.680022627115
2021-06-21,0,2,12.8,16.9,9.54609108,0.912,26817.8560872972
2021-06-22,0,3,6.9,12.0,9.724779129,0.672,23404.284868896008
2021-06-23,0,4,8.1,13.0,9.838585854,0.9279999999999999,25067.805967986584
2021-06-24,0,5,9.0,14.4,9.968317032,1.2,24621.828324854374
2021-06-25,0,6,10.1,14.9,10.09558105,1.96,26638.65356346965
2021-06-26,0,7,10.2,15.9,10.22276497,2.128,28101.99280357361
2021-06-27,0,1,7.9,13.8,10.36566925,2.408,28518.476195394993
2021-06-28,0,2,6.2,13.1,10.52476311,0.848,26692.06231957674
2021-06-29,0,3,1.7,12.5,10.66897488,1.032,24319.48757594824
2021-06-30,0,4,2.2,15.4,10.78811455,1.376,24161.883952975273
2021-01-07,0,5,3.0,15.2,10.89555931,1.632,24592.12937927246
2021-02-07,0,6,9.8,17.4,11.00112438,2.136,26960.91727888584
2021-03-07,0,7,10.2,15.1,11.12783241,2.536,27937.261433660984
2021-04-07,0,1,7.7,10.3,11.25209236,2.88,28187.4526617527
2021-05-07,0,2,6.5,14.5,11.36646366,0.47200000000000003,26928.252094000578
2021-06-07,0,3,8.9,12.5,11.46316719,0.7092883000000001,22565.597611427307
2021-07-07,0,4,8.1,13.1,11.54307461,1.5812883,25115.7409799695
2021-08-07,0,5,8.9,11.8,11.603120800000001,1.632,24568.141769379377
2021-09-07,0,6,4.9,15.7,11.652174,1.224,23762.108731031418
2021-10-07,0,7,5.7,17.2,11.69258881,2.384,24954.913422226906
2021-11-07,0,1,6.4,16.9,11.72402,1.528,26145.799104630947
2021-12-07,0,2,7.3,11.4,11.75116539,0.584,24710.7807790339
2021-07-13,0,3,9.0,14.2,11.77812386,0.8692883,19868.352167069912
2021-07-14,0,4,8.7,15.1,11.79970455,1.7732883000000002,20804.313066363335
2021-07-15,0,5,7.7,14.2,11.81694603,1.344,21634.282541036606
2021-07-16,0,6,6.2,14.7,11.83403587,0.9279999999999999,21310.269786179066
2021-07-17,0,7,4.2,11.5,11.85100842,2.24,21647.733878850937
2021-07-18,0,1,3.1,12.8,11.87024307,1.536,20934.75814586878
2021-07-19,0,2,4.0,12.5,11.88867092,0.496,20960.509416222572
2021-07-20,0,3,8.2,15.3,11.90900421,0.8532883,16484.202094882727
2021-07-21,0,4,7.6,13.8,11.92953968,2.0052883,17750.45364922285
2021-07-22,0,5,7.2,12.9,11.94863415,1.208,16547.445314139128
2021-07-23,0,6,8.1,13.3,11.96679592,1.76,17170.975133538246
2021-07-24,0,7,8.1,12.0,11.98438644,1.632,17912.67751431465
2021-07-25,0,1,6.1,13.5,12.00046539,0.904,18167.869131028652
2021-07-26,0,2,4.3,12.2,12.01399517,0.408,15336.973862484096
2021-07-27,0,3,5.0,12.8,12.02508163,0.8932883,12214.6268492043
2021-07-28,0,4,7.4,13.5,12.03422737,1.1732883,13860.999320209025
2021-07-29,0,5,9.6,15.6,12.041944500000001,1.208,12586.878002196549
2021-07-30,0,6,8.6,16.3,12.04881668,0.544,12913.94837772846
2021-07-31,0,7,8.0,14.2,12.05461788,1.76,14463.385317981241
2021-01-08,0,1,5.7,16.4,12.06091595,1.8719999999999999,13820.563977345822
2021-02-08,0,2,5.7,16.4,12.06690979,0.376,13095.247190207241
2021-03-08,0,3,9.0,18.2,12.07227421,0.18128829999999999,10121.26605710387
2021-04-08,0,4,7.5,16.0,12.07810593,1.1732883,11619.637259602545
2021-05-08,0,5,5.1,10.5,12.08407784,2.68,11101.258156210182
2021-06-08,0,6,4.7,11.3,12.08990002,2.144,11356.715692713855
2021-07-08,0,7,5.5,12.8,12.09551907,1.8880000000000001,12474.517296016214
2021-08-08,0,1,3.3,12.7,12.10107231,1.4,14371.261016413568
2021-09-08,0,2,4.7,14.9,12.10643005,0.408,11755.658430367706
2021-10-08,0,3,8.9,15.8,12.11149979,0.18128829999999999,10721.500023588536
2021-11-08,0,4,5.7,14.8,12.11601448,1.1732883,10558.811941131948
2021-12-08,0,5,4.3,15.8,12.1204052,2.688,11162.611608713863
2021-08-13,0,6,9.4,15.9,12.12477016,2.968,12042.763163283465
2021-08-14,0,7,11.4,18.1,12.12853241,1.88,12392.589327827094
2021-08-15,0,1,10.7,18.1,12.13189125,1.4,15138.85630866885
2021-08-16,0,2,7.4,14.9,12.13496685,0.41600000000000004,11362.565928086637
2021-08-17,0,3,10.7,15.0,12.13786411,0.234576599,11430.098588898776
2021-08-18,0,4,9.5,16.3,12.14069843,1.1440000000000001,12497.458589211104
2021-08-19,0,5,10.0,17.2,12.14340305,2.8560000000000003,14365.59811285138
2021-08-20,0,6,9.7,12.7,12.14604282,2.872,13858.74494178593
2021-08-21,0,7,9.6,15.7,12.14858055,1.88,15909.742244094608
2021-08-22,0,1,8.5,14.1,12.15097046,2.24,15986.30521199107
2021-08-23,0,2,5.8,11.1,12.15322876,0.32,17082.561829447746
2021-08-24,0,3,6.8,11.5,12.15545559,0.816,14336.81846386194
2021-08-25,0,4,6.3,12.4,12.1576376,1.52,16482.36898458004
2021-08-26,0,5,3.6,13.0,12.15967178,2.8160000000000003,15465.7064550966
2021-08-27,0,6,6.1,14.5,12.16157436,3.488,15440.696287661789
2021-08-28,0,7,8.8,20.7,12.16338158,1.768,17419.190696388483
2021-08-29,0,1,8.5,17.6,12.16510105,2.032,19966.309341549873
2021-08-30,0,2,9.2,19.3,12.16672134,0.32,19340.323190897703
2021-08-31,0,3,12.0,19.8,12.16824913,0.336,16509.715773671865
