Geo Point,Geo Shape,seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part
"-37.81604819467201, 144.9545417590496","{""coordinates"": [[[[144.954762890838, -37.816520423281], [144.954751411855, -37.816521818969], [144.954668730419, -37.816338850192], [144.954641906992, -37.816312578215], [144.954367347998, -37.815713523681], [144.954404753679, -37.8157037109], [144.954679017475, -37.81630034147], [144.954675742994, -37.816331312023], [144.954762890838, -37.816520423281]]]], ""type"": ""MultiPolygon""}",20435,Council Minor,20210923,3,Langs Lane between Little Bourke Street and Bourke Street,275,3291,776,1
"-37.83607257663892, 144.9771498112045","{""coordinates"": [[[[144.977304458332, -37.83607451295], [144.977297660938, -37.836107047529], [144.976995164005, -37.836070640314], [144.977001961527, -37.836038105756], [144.977304458332, -37.83607451295]]]], ""type"": ""MultiPolygon""}",30681,Private,20210923,4,Pl5310,99,2565,3109,1
"-37.805879654021886, 144.95598220841018","{""coordinates"": [[[[144.955782192262, -37.805721408229], [144.956233524081, -37.805772047318], [144.956176487498, -37.806039134703], [144.956154441071, -37.80603670999], [144.955735138124, -37.805987665668], [144.955782192262, -37.805721408229]]]], ""type"": ""MultiPolygon""}",20952,Arterial,20210923,1,Intersection of Peel Street and Victoria Street,1190,2645,0,1
"-37.80668269842811, 144.95344044621672","{""coordinates"": [[[[144.953310367768, -37.806781336992], [144.953492122594, -37.805739796452], [144.953527852516, -37.805743724718], [144.953484802742, -37.805987121242], [144.953506638454, -37.805990294754], [144.953528636074, -37.80599245722], [144.953550765945, -37.805993238354], [144.953572890417, -37.805992633297], [144.953594805872, -37.805990322549], [144.953612074998, -37.806031008841], [144.953567418577, -37.806030487894], [144.953522922585, -37.806027113604], [144.953478680158, -37.806021739834], [144.95340875597, -37.806417081464], [144.953423934666, -37.806418785347], [144.953424364178, -37.806418796788], [144.953424793015, -37.806418779785], [144.953425218003, -37.806418732915], [144.953425635853, -37.80641865654], [144.953426043328, -37.806418551251], [144.953426437273, -37.806418417864], [144.95342681464, -37.806418257411], [144.953427172506, -37.806418071135], [144.9534275081, -37.806417860478], [144.953427818824, -37.806417627071], [144.953428102272, -37.80641737272], [144.95342835625, -37.806417099396], [144.953428578792, -37.806416809214], [144.953428768174, -37.806416504421], [144.95342892293, -37.806416187377], [144.953429041862, -37.806415860537], [144.953429118836, -37.806415525778], [144.953429617224, -37.806412942659], [144.953429763125, -37.80641231565], [144.953429986198, -37.806411703271], [144.953430274458, -37.806411108661], [144.953430625801, -37.806410536158], [144.953431037664, -37.806409989938], [144.953431507041, -37.806409473988], [144.953432030509, -37.806408992071], [144.953432604247, -37.806408547705], [144.95343322407, -37.806408144131], [144.953433885455, -37.806407784294], [144.953434583576, -37.806407470819], [144.953435313339, -37.806407205994], [144.95343606942, -37.806406991751], [144.953436846303, -37.806406829653], [144.953437638318, -37.806406720884], [144.953438439687, -37.806406666235], [144.953439244563, -37.806406666107], [144.953440047942, -37.806406714782], [144.953448037351, -37.806407578181], [144.953449054932, -37.806407647508], [144.953450075094, -37.8064076542], [144.953451091389, -37.806407590303], [144.953452096084, -37.806407456304], [144.953453081532, -37.806407253222], [144.953454040236, -37.806406982603], [144.9534549649, -37.806406646505], [144.953455848488, -37.806406247486], [144.953456684276, -37.806405788584], [144.953457465905, -37.806405273288], [144.953458187426, -37.806404705522], [144.95345884335, -37.806404089604], [144.953459428684, -37.806403430222], [144.953459938975, -37.806402732394], [144.95346037034, -37.80640200143], [144.953460719497, -37.806401242891], [144.953460965361, -37.806400459186], [144.953467140296, -37.806380931991], [144.953475999947, -37.80636206892], [144.953487042508, -37.806343957497], [144.953500171873, -37.806326755345], [144.953515273778, -37.806310612177], [144.953533008419, -37.806296289924], [144.953544762567, -37.80628526877], [144.953558266555, -37.806275574431], [144.953572767512, -37.80626683118], [144.953588160852, -37.806259102078], [144.953604335552, -37.806252442868], [144.953621386211, -37.80624735186], [144.953695103843, -37.806226433355], [144.953712931863, -37.806268519858], [144.953662209135, -37.806282807006], [144.953644549181, -37.806287282051], [144.953627688599, -37.806293404136], [144.953611634124, -37.806300752954], [144.953596525858, -37.806309264373], [144.953583056124, -37.806319333113], [144.953568162042, -37.806329916753], [144.953555221448, -37.806342033615], [144.953543751966, -37.806355054235], [144.953533851144, -37.806368867874], [144.953525603186, -37.806383357048], [144.953519515499, -37.806398502867], [144.953519094556, -37.80639972838], [144.953518849953, -37.806400985759], [144.953518747197, -37.806402256317], [144.9535187871, -37.806403530013], [144.953518969347, -37.806404796779], [144.953519292498, -37.806406046603], [144.953519753998, -37.806407269607], [144.9535203502, -37.806408456124], [144.953521076391, -37.806409596777], [144.953521926832, -37.806410682549], [144.953522894801, -37.80641170486], [144.953523972648, -37.806412655629], [144.953525151854, -37.806413527341], [144.953526423097, -37.806414313107], [144.953527776332, -37.806415006716], [144.953529200861, -37.806415602686], [144.953530685426, -37.806416096307], [144.953532218294, -37.806416483676], [144.953533787348, -37.806416761733], [144.953535379565, -37.806416934552], [144.953600981967, -37.806423991752], [144.953601733506, -37.806424093028], [144.953602472907, -37.806424240712], [144.953603193982, -37.806424438451], [144.953603891337, -37.806424684767], [144.953604559757, -37.806424977816], [144.953605194241, -37.806425315407], [144.953605790043, -37.806425695015], [144.953606342707, -37.806426113799], [144.953606848099, -37.806426568628], [144.953607302437, -37.806427056099], [144.953607702324, -37.806427572566], [144.953608044769, -37.806428114166], [144.953608327209, -37.806428676846], [144.953608547533, -37.8064292564], [144.953608704092, -37.80642984849], [144.953608795715, -37.806430448689], [144.953608821717, -37.806431052507], [144.953608781902, -37.806431655426], [144.953608664977, -37.806432251169], [144.95354290255, -37.806807767228], [144.953542868347, -37.806808082868], [144.953542872731, -37.806808400021], [144.953542911786, -37.806808715898], [144.953542985216, -37.806809028113], [144.953543092468, -37.80680933431], [144.953543232732, -37.806809632175], [144.953543404948, -37.806809919461], [144.953543607816, -37.806810193997], [144.953543839804, -37.806810453712], [144.953544099161, -37.806810696643], [144.953544383929, -37.806810920957], [144.953544691956, -37.806811124959], [144.953545020918, -37.80681130711], [144.95354536833, -37.806811466034], [144.953545731569, -37.806811600531], [144.953546107893, -37.806811709586], [144.95354649446, -37.806811792374], [144.95354688788, -37.806811851226], [144.953651220971, -37.806824229754], [144.953642754787, -37.806872233336], [144.953538275852, -37.806860650706], [144.953537828065, -37.806860643961], [144.953537381598, -37.806860667957], [144.953536939956, -37.806860723608], [144.953536506688, -37.806860810467], [144.953536085276, -37.806860927836], [144.953535679106, -37.806861074772], [144.95353529144, -37.806861250095], [144.953534925396, -37.806861452395], [144.953534583913, -37.806861680047], [144.953534269736, -37.806861931222], [144.953533985389, -37.806862203902], [144.953533733157, -37.806862495894], [144.953533515068, -37.806862804854], [144.953533332872, -37.806863128298], [144.953533188035, -37.806863463628], [144.953533088763, -37.806863809297], [144.953487329262, -37.807125100184], [144.95322832576, -37.807251463646], [144.953305885278, -37.806807024589], [144.953310367768, -37.806781336992]]]], ""type"": ""MultiPolygon""}",21382,Council Major,20210923,2,Howard Street between Rosslyn Street and William Street,2261,1093,726,1
"-37.79339249943399, 144.92277387164822","{""coordinates"": [[[[144.923127003105, -37.792663611989], [144.923758149986, -37.793355896009], [144.923731073911, -37.793375875283], [144.923438191655, -37.793052885641], [144.923403861796, -37.793049648884], [144.921545243467, -37.794111979873], [144.921512546801, -37.794094622974], [144.923385764991, -37.793027938638], [144.923390368657, -37.793001459542], [144.923096108503, -37.792679074688], [144.923127003105, -37.792663611989]]]], ""type"": ""MultiPolygon""}",21770,Council Minor,20210923,3,Cl1624 from Bayswater Road,934,2345,1464,1
"-37.79737166900029, 144.92204618941142","{""coordinates"": [[[[144.922145001861, -37.797203736209], [144.922278133965, -37.797349446351], [144.921946998704, -37.797539474292], [144.921814280143, -37.79739421626], [144.922145001861, -37.797203736209]]]], ""type"": ""MultiPolygon""}",21837,Council Major,20210923,2,Intersection of Kensington Road and Mercantile Parade,718,2199,0,1
"-37.79835442410749, 144.96433063954993","{""coordinates"": [[[[144.964136747076, -37.79846281199], [144.964181410948, -37.798202213625], [144.964525258969, -37.798239376802], [144.964478587826, -37.798508226948], [144.964135879036, -37.798467871518], [144.964136747076, -37.79846281199]]]], ""type"": ""MultiPolygon""}",20491,Council Major,20210923,2,Intersection of Swanston Street and Faraday Street,914,1613,1114,1
"-37.8161363262966, 144.98964038299866","{""coordinates"": [[[[144.989703156371, -37.816222423789], [144.989520888278, -37.816298659713], [144.989427121904, -37.81629434881], [144.989429548306, -37.81627789686], [144.989431999759, -37.816261526443], [144.989435398824, -37.816230955204], [144.989559288867, -37.81624436057], [144.989676761193, -37.816176512253], [144.989749461524, -37.815834905205], [144.989784795603, -37.815838816672], [144.989703156371, -37.816222423789]]]], ""type"": ""MultiPolygon""}",21954,Council Minor,20210923,3,Brahe Place from George Street,262,1360,3059,1
"-37.80697919704284, 144.96586064148647","{""coordinates"": [[[[144.966051916415, -37.806860419212], [144.966003940796, -37.807136028446], [144.965671009845, -37.807094876297], [144.965712187868, -37.806826581787], [144.966051916415, -37.806860419212]]]], ""type"": ""MultiPolygon""}",21604,Arterial,20210923,1,Intersection of Victoria Street and Lygon Street,910,1848,0,1
"-37.8145733783598, 144.9717171360374","{""coordinates"": [[[[144.971369543776, -37.814221602768], [144.971694067513, -37.814127252856], [144.972061841467, -37.814924554156], [144.971744017619, -37.815023481271], [144.971481360176, -37.814457133145], [144.971465990723, -37.814426923156], [144.971369543776, -37.814221602768]]]], ""type"": ""MultiPolygon""}",20139,Council Major,20210923,2,Exhibition Street between Flinders Lane and Collins Street,2854,3246,615,1
"-37.793244241178705, 144.94379345369018","{""coordinates"": [[[[144.943776167696, -37.79340626523], [144.943766048847, -37.79340513421], [144.943812500459, -37.793130090791], [144.943754039351, -37.79312355668], [144.943755396655, -37.793115520261], [144.943823976593, -37.793123184485], [144.943776167696, -37.79340626523]]]], ""type"": ""MultiPolygon""}",30355,Private,20210923,4,Pl5175,33,275,2927,1
"-37.801972326744384, 144.94317134837885","{""coordinates"": [[[[144.943077246539, -37.801958838375], [144.943223671389, -37.801977510711], [144.943238446941, -37.801890044831], [144.943251969793, -37.801891416497], [144.943233519774, -37.80200591382], [144.943066903172, -37.801985939867], [144.943077246539, -37.801958838375]]]], ""type"": ""MultiPolygon""}",21047,Council Minor,20210923,3,Cl1685 from Cl0386,56,2874,117,1
"-37.80208389907125, 144.95409577443388","{""coordinates"": [[[[144.954110435992, -37.802288988696], [144.953848850307, -37.80207970196], [144.954096216935, -37.801884141491], [144.954334861776, -37.802077322569], [144.954110435992, -37.802288988696]]]], ""type"": ""MultiPolygon""}",21106,Council Major,20210923,2,Intersection of Courtney Street and Blackwood Street,962,2719,0,1
"-37.80981689419952, 144.9520523518918","{""coordinates"": [[[[144.951928762084, -37.809549849604], [144.951957712382, -37.809538863155], [144.952170621005, -37.809947529706], [144.95199667569, -37.81000163356], [144.951975326353, -37.809959885698], [144.952116058172, -37.809916112066], [144.951928762084, -37.809549849604]]]], ""type"": ""MultiPolygon""}",21414,Council Minor,20210923,3,Flagstaff Lane from Dudley Street,213,1124,3058,1
"-37.83529664963696, 144.98076870736853","{""coordinates"": [[[[144.980943100671, -37.83529032746], [144.981007933833, -37.835299257952], [144.980996211486, -37.835352788602], [144.980531237514, -37.83529517578], [144.980542594035, -37.83524007176], [144.98091024814, -37.835286682003], [144.980943100671, -37.83529032746]]]], ""type"": ""MultiPolygon""}",22736,Council Minor,20210923,3,St Martins Lane between Mason Street and Millswyn Street,254,1026,1058,1
"-37.822175031468404, 144.93315019885796","{""coordinates"": [[[[144.932760392924, -37.821980493416], [144.933642433722, -37.822166350425], [144.933646820418, -37.822167274514], [144.933573502068, -37.822374472638], [144.93262126458, -37.822172795272], [144.932760392924, -37.821980493416]]]], ""type"": ""MultiPolygon""}",22137,Arterial,20210923,1,Intersection of Lorimer Street and Ingles Street,1996,3636,1370,1
"-37.81230726219205, 144.9718160673046","{""coordinates"": [[[[144.971666032236, -37.811899992647], [144.971781682846, -37.812155222788], [144.971786369418, -37.81216556612], [144.971798766369, -37.812162012732], [144.972043204628, -37.812695597807], [144.971965252504, -37.812717986847], [144.971758881617, -37.81226749703], [144.971747128377, -37.812270855132], [144.971704368863, -37.812177514513], [144.971587647895, -37.811922720054], [144.971666032236, -37.811899992647]]]], ""type"": ""MultiPolygon""}",20237,Council Minor,20210923,3,McIlwraith Place between Bourke Street and Little Collins Street,699,3206,853,1
"-37.815798742828285, 144.98529228198248","{""coordinates"": [[[[144.985091525726, -37.815948117167], [144.98519793116, -37.815326271812], [144.98553523543, -37.8153658354], [144.985430108098, -37.816039507212], [144.985425692358, -37.816067802569], [144.98539492225, -37.816264975783], [144.985042353814, -37.816224596319], [144.985080744354, -37.816003382196], [144.985091525726, -37.815948117167]]]], ""type"": ""MultiPolygon""}",21938,Council Major,20210923,2,Powlett Street between Wellington Parade and George Street,3083,1374,994,1
"-37.84141432026122, 144.98531353955724","{""coordinates"": [[[[144.984838112359, -37.84144423552], [144.984876685241, -37.841263920003], [144.985781840328, -37.841379040231], [144.985743724588, -37.841568109794], [144.984838112359, -37.84144423552]]]], ""type"": ""MultiPolygon""}",22303,Council Major,20210923,2,Pasley Street North between Punt Road and Pasley Street,1678,973,966,1
"-37.77814890873213, 144.9600306902175","{""coordinates"": [[[[144.960533454347, -37.77821780437], [144.959837419107, -37.778345777557], [144.959576879903, -37.778101540621], [144.959602890505, -37.777967183663], [144.960219332351, -37.778042362643], [144.960559389079, -37.778083833377], [144.960533454347, -37.77821780437]]]], ""type"": ""MultiPolygon""}",22394,Arterial,20210923,1,Intersection of Royal Parade and Park Street,2279,1866,0,1
"-37.833057962399614, 144.9875535288649","{""coordinates"": [[[[144.987514925207, -37.832998669022], [144.987613607878, -37.833010408502], [144.987593007364, -37.833117009822], [144.987492725388, -37.833105204234], [144.987514925207, -37.832998669022]]]], ""type"": ""MultiPolygon""}",22718,Arterial,20210923,1,Intersection of Punt Road and The Righi,106,1007,1004,1
