Geo Point,Geo Shape,seg_id,str_type,dtupdate,status_id,seg_descr,poly_area,gisid,street_id,seg_part
"-37.81261588548498, 144.96746243147075","{""coordinates"": [[[[144.967492744473, -37.812627164771], [144.96744902877, -37.8126409047], [144.967431943674, -37.812604072477], [144.967476504851, -37.812591354663], [144.967492744473, -37.812627164771]]]], ""type"": ""MultiPolygon""}",30191,Private,20210923,4,Bullens Lane,18,131,472,1
"-37.81486066233683, 144.9712371717164","{""coordinates"": [[[[144.971402928572, -37.815126926221], [144.971254202537, -37.814804735308], [144.971071630667, -37.814858412331], [144.97106313495, -37.814840733544], [144.971016138432, -37.814854205577], [144.971006137889, -37.814832740245], [144.97098668624, -37.814790985167], [144.971130275396, -37.814750211912], [144.971128736834, -37.814747490883], [144.971235434461, -37.814717757474], [144.971236393842, -37.814719684499], [144.971268653767, -37.814710600436], [144.971453247472, -37.815110481516], [144.971402928572, -37.815126926221]]]], ""type"": ""MultiPolygon""}",20255,Council Minor,20210923,3,Chester Lane from Flinders Lane,425,3188,505,1
"-37.81383868615515, 144.9882818679861","{""coordinates"": [[[[144.988375684145, -37.814306921875], [144.988035130271, -37.814266665694], [144.98813078413, -37.813720702063], [144.988133636772, -37.813692279843], [144.988188437703, -37.813369169165], [144.988526792183, -37.813409955033], [144.988466365474, -37.813766285479], [144.988452176973, -37.813856701742], [144.988414120946, -37.814080661563], [144.988409808956, -37.81410601918], [144.988375684145, -37.814306921875]]]], ""type"": ""MultiPolygon""}",21907,Council Major,20210923,2,Simpson Street between Hotham Street and Gipps Street,3030,1398,1073,1
"-37.79614305426112, 144.97255985808582","{""coordinates"": [[[[144.972794005444, -37.795938279035], [144.972750886377, -37.79618749067], [144.972525991175, -37.79616075437], [144.972527723268, -37.796147663015], [144.972430361493, -37.796137677925], [144.972394929767, -37.79634788173], [144.972403178108, -37.796353989551], [144.972358701794, -37.796349915562], [144.972394196916, -37.796134531079], [144.972293437922, -37.796124604539], [144.97229744327, -37.796096908161], [144.972718103583, -37.796139736072], [144.972724561424, -37.79613465284], [144.972759350636, -37.795934536476], [144.972794005444, -37.795938279035]]]], ""type"": ""MultiPolygon""}",20653,Council Minor,20210923,3,Cl1128 from Pitt Street,305,1720,215,1
"-37.80779343402526, 144.94370173412887","{""coordinates"": [[[[144.943633666227, -37.807607675316], [144.94393436643, -37.807741587655], [144.94377171858, -37.807978028201], [144.943468520715, -37.807846874474], [144.943633666227, -37.807607675316]]]], ""type"": ""MultiPolygon""}",21448,Council Major,20210923,2,Intersection of Abbotsford Street and Adderley Street,914,1293,0,1
"-37.801474624075496, 144.9561316572876","{""coordinates"": [[[[144.956287995583, -37.801829553516], [144.955873741434, -37.801508733332], [144.95637807851, -37.80111349642], [144.956414400151, -37.801143144626], [144.95611158417, -37.801383341839], [144.95608401278, -37.801404392407], [144.955955328313, -37.801506252826], [144.956138846027, -37.801653136117], [144.956325287717, -37.801798418916], [144.956287995583, -37.801829553516]]]], ""type"": ""MultiPolygon""}",21121,Council Minor,20210923,3,Bedford Place between Flemington Road and Bedford Street,522,2730,427,1
"-37.799467057192686, 144.969050826276","{""coordinates"": [[[[144.969023982469, -37.799520998393], [144.969043350887, -37.799409387113], [144.969077675674, -37.799413039478], [144.969058280432, -37.799524802601], [144.969023982469, -37.799520998393]]]], ""type"": ""MultiPolygon""}",20708,Council Minor,20210923,3,Cl1019 from University Street,38,1676,1505,1
"-37.79647897378294, 144.97445417448688","{""coordinates"": [[[[144.974449465893, -37.796581085566], [144.974432334525, -37.796579160677], [144.97446372514, -37.796405851289], [144.97440975077, -37.796399541097], [144.974411084699, -37.796391410166], [144.9744806917, -37.796399547369], [144.974449465893, -37.796581085566]]]], ""type"": ""MultiPolygon""}",30224,Private,20210923,4,Pl5279,34,163,3050,1
"-37.79868031090388, 144.9710504932728","{""coordinates"": [[[[144.971078484509, -37.798585127592], [144.971051442748, -37.798734564716], [144.971120800841, -37.798753233519], [144.971114497885, -37.798759865749], [144.971061561269, -37.798752768034], [144.971033069219, -37.798745480454], [144.970957381332, -37.798737828496], [144.970962771908, -37.798733245155], [144.971021053721, -37.798738994023], [144.971049528841, -37.798581213253], [144.971078484509, -37.798585127592]]]], ""type"": ""MultiPolygon""}",30278,Private,20210923,4,Pl5027,58,208,1499,1
"-37.800147765797675, 144.97247134932437","{""coordinates"": [[[[144.972268150916, -37.800313131477], [144.972273304136, -37.800285957743], [144.972338059202, -37.799907579035], [144.972681092122, -37.799945598435], [144.972603840548, -37.800388336194], [144.972261592784, -37.800349939856], [144.972268150916, -37.800313131477]]]], ""type"": ""MultiPolygon""}",20579,Council Major,20210923,2,Canning Street between Owen Street and Murchison Street,1510,1803,479,1
"-37.79498632045131, 144.91310832606882","{""coordinates"": [[[[144.913427776686, -37.795031334757], [144.913060182948, -37.795186477751], [144.912958006971, -37.795135985755], [144.912633087491, -37.794997846817], [144.913032279338, -37.794842699183], [144.913164389933, -37.794791353009], [144.913577038565, -37.794968337969], [144.913427776686, -37.795031334757]]]], ""type"": ""MultiPolygon""}",22768,Arterial,20210923,1,Lynchs Bridge from Smithfield Road,1797,753,117852,1
"-37.82144748464469, 144.96387994245103","{""coordinates"": [[[[144.963979900986, -37.821483504032], [144.964008791399, -37.821511681401], [144.963841894865, -37.82155559509], [144.96376545008, -37.821377418375], [144.963859537693, -37.821352018374], [144.963912987476, -37.821337900281], [144.963979900986, -37.821483504032]]]], ""type"": ""MultiPolygon""}",22566,Council Major,20210923,2,Intersection of Riverside Quay and Cook Street,294,3152,1339,1
"-37.82071354469617, 144.9563227603852","{""coordinates"": [[[[144.956105582675, -37.82091921583], [144.955975826728, -37.82095693125], [144.955917492021, -37.820973886126], [144.955823256214, -37.821021379367], [144.955798021192, -37.82103340083], [144.955772075498, -37.82104442935], [144.955745481174, -37.821054438555], [144.955710108158, -37.821066948184], [144.955662831815, -37.821083126104], [144.955615074982, -37.821098390199], [144.955566865726, -37.821112731499], [144.955445729479, -37.821147443692], [144.955414181837, -37.821169737016], [144.955329288846, -37.821229726458], [144.955285596135, -37.821134190335], [144.955170495111, -37.820876057077], [144.955873034228, -37.820675515119], [144.955885858921, -37.820671854612], [144.955969619978, -37.820647871332], [144.956111997424, -37.820606839705], [144.956244840756, -37.820568330612], [144.956240167769, -37.820558174372], [144.956454710706, -37.820495977354], [144.956459407663, -37.820506130397], [144.956626285871, -37.820457756159], [144.956735908861, -37.820426507102], [144.956730245101, -37.820414005955], [144.956886038061, -37.82036939963], [144.95689066521, -37.820379573074], [144.957320736307, -37.820256439656], [144.957442454253, -37.82050890016], [144.9574526685, -37.820531025453], [144.95757206684, -37.820789650167], [144.957541068108, -37.820776524833], [144.957331833035, -37.820589671004], [144.957315637496, -37.820578631812], [144.957080870768, -37.820635733922], [144.956860225062, -37.820699868243], [144.956735559246, -37.820736104797], [144.956105582675, -37.82091921583]]]], ""type"": ""MultiPolygon""}",20224,Council Major,20210923,2,Flinders Street between King Street and Spencer Street,7044,3427,636,1
"-37.81513527657463, 144.9523456555961","{""coordinates"": [[[[144.952122694187, -37.815056186268], [144.952452513601, -37.814960526494], [144.952567668012, -37.815215755262], [144.952239437591, -37.815309372081], [144.952204809807, -37.815234361706], [144.952122694187, -37.815056186268]]]], ""type"": ""MultiPolygon""}",20015,Arterial,20210923,1,Intersection of Lonsdale Street and Spencer Street,925,3100,1086,1
"-37.79639547229065, 144.92008498879372","{""coordinates"": [[[[144.919999013317, -37.796726669607], [144.919796782346, -37.79684301019], [144.91970348307, -37.796740890429], [144.919693487236, -37.796729948452], [144.919717272342, -37.796732957682], [144.920149310457, -37.796484412588], [144.920153102606, -37.796465538726], [144.919712598385, -37.795983387432], [144.919688814654, -37.795980378228], [144.919702602623, -37.795972446358], [144.91983129407, -37.795898411952], [144.919845082033, -37.795890479164], [144.919841289843, -37.795909353016], [144.92028179337, -37.796391503826], [144.920305578423, -37.796394512034], [144.920512403714, -37.796275527428], [144.920605703579, -37.796377646571], [144.920278458969, -37.796565907359], [144.920256398111, -37.796578599175], [144.920058764339, -37.796692296263], [144.919999013317, -37.796726669607]]]], ""type"": ""MultiPolygon""}",21826,Council Major,20210923,2,Tankard Street between Newman Street and Fairbairn Drive,2205,2188,2034,1
"-37.81461281430103, 144.9619254429941","{""coordinates"": [[[[144.961615729895, -37.814557408346], [144.961693399497, -37.814535394426], [144.962943296261, -37.814172264835], [144.963060062872, -37.814430791033], [144.962530514307, -37.814583844309], [144.962469689156, -37.8146014245], [144.961805342138, -37.814793433677], [144.961567116138, -37.814862284255], [144.961509144323, -37.814879400571], [144.960909441701, -37.815050411619], [144.960784702685, -37.814796100695], [144.961615729895, -37.814557408346]]]], ""type"": ""MultiPolygon""}",20084,Council Major,20210923,2,Bourke Street between Elizabeth Street and Queen Street,6130,3045,455,1
"-37.787570233081944, 144.92147808731207","{""coordinates"": [[[[144.921720460888, -37.787706395109], [144.921528807047, -37.7878345257], [144.921235482349, -37.787558192842], [144.921071904619, -37.787388674923], [144.921180030514, -37.787322961243], [144.92131156917, -37.787457801415], [144.921444636024, -37.787451361706], [144.921788976571, -37.787434685544], [144.921720460888, -37.787706395109]]]], ""type"": ""MultiPolygon""}",23150,Arterial,20210923,1,Intersection of Racecourse Road and Epsom Road,1619,513,605,1
"-37.80813335701526, 144.95803079891462","{""coordinates"": [[[[144.958054930659, -37.808552203511], [144.958025559348, -37.808718330613], [144.957820390921, -37.808778481209], [144.957951007363, -37.808028144683], [144.958034013164, -37.80755138319], [144.95824073412, -37.807490901321], [144.95820553639, -37.807700342534], [144.958061920602, -37.808512667577], [144.958054930659, -37.808552203511]]]], ""type"": ""MultiPolygon""}",21630,Council Major,20210923,2,Queen Street between Franklin Street and Therry Street,2353,1225,1010,1
"-37.80891101342267, 144.9438662639359","{""coordinates"": [[[[144.944104906516, -37.809119430473], [144.944127894795, -37.809151021461], [144.944276660274, -37.809335845072], [144.944309197616, -37.809358069215], [144.944214822428, -37.809448055651], [144.943817190369, -37.808943627096], [144.943655660592, -37.80873871093], [144.943438408648, -37.808463102956], [144.943507550241, -37.808362480557], [144.944104906516, -37.809119430473]]]], ""type"": ""MultiPolygon""}",21547,Council Major,20210923,2,Railway Place between Hawke Street and Abbotsford Street,1449,1335,1016,1
"-37.78793150893046, 144.94038975342247","{""coordinates"": [[[[144.940389046883, -37.788359132233], [144.940140260135, -37.787930675143], [144.940117707778, -37.787779807722], [144.940111640988, -37.78777124768], [144.940090295881, -37.787741126525], [144.940365335655, -37.787615728494], [144.940458628988, -37.787750115835], [144.94057569893, -37.787698926918], [144.940709927676, -37.787846365161], [144.940389046883, -37.788359132233]]]], ""type"": ""MultiPolygon""}",23210,Arterial,20210923,1,Intersection of Flemington Road and Boundary Road,2346,687,632,1
"-37.79596897117894, 144.94007233709036","{""coordinates"": [[[[144.939909218397, -37.796126945581], [144.939941785482, -37.796103944145], [144.940034764139, -37.7956527914], [144.940215348845, -37.795762638366], [144.940105002892, -37.796303832073], [144.939909218397, -37.796126945581]]]], ""type"": ""MultiPolygon""}",21290,Council Major,20210923,2,Vaughan Terrace between MacAulay Road and Canning Street,1038,2966,1149,1
"-37.79412637484092, 144.93504452810166","{""coordinates"": [[[[144.935074946353, -37.793348777275], [144.935301182114, -37.793374493683], [144.935027521578, -37.79483283177], [144.935014143635, -37.794904122509], [144.934787873667, -37.79487775876], [144.935074946353, -37.793348777275]]]], ""type"": ""MultiPolygon""}",23103,Council Major,20210923,2,Stubbs Street between Robertson Street and Macaulay Road,3456,626,119628,1
"-37.801205253528884, 144.97424428171936","{""coordinates"": [[[[144.97414198384, -37.801284475254], [144.974168199704, -37.801107593117], [144.974348353978, -37.801126850271], [144.97431839239, -37.801303332782], [144.97414198384, -37.801284475254]]]], ""type"": ""MultiPolygon""}",20598,Arterial,20210923,1,Intersection of Nicholson Street and Carlton Street,313,1784,0,1
"-37.81536935604979, 144.9531884741891","{""coordinates"": [[[[144.953523999226, -37.814942986421], [144.95353211094, -37.814960885047], [144.953476949313, -37.815091466226], [144.95351028712, -37.815165229126], [144.953568692613, -37.815294098339], [144.953562279588, -37.815295927108], [144.953579186238, -37.815333231275], [144.95350961374, -37.815353075324], [144.953511918991, -37.815358161967], [144.953390726058, -37.8153927297], [144.95338842084, -37.815387642155], [144.953312435179, -37.815409315745], [144.953314740418, -37.815414402391], [144.953220962813, -37.815441150272], [144.953202051815, -37.81547144164], [144.953134020257, -37.815490845442], [144.953137476496, -37.815498471784], [144.953113911549, -37.815505193127], [144.953062682055, -37.81551118842], [144.952922673461, -37.815551109568], [144.952923677796, -37.815553324993], [144.952910640964, -37.81555704368], [144.952912811253, -37.815561833304], [144.952907896947, -37.815563235704], [144.952917613672, -37.81560091421], [144.952888589448, -37.815611533697], [144.952915560149, -37.815657896701], [144.952938574829, -37.815732902332], [144.952951009948, -37.815759560774], [144.952957676144, -37.815774270283], [144.95296803934, -37.815797142917], [144.952877667258, -37.815839251659], [144.952859061398, -37.815847920993], [144.95284139914, -37.815809605091], [144.952848319457, -37.815807590528], [144.952847684457, -37.815806151126], [144.952905522817, -37.815789438717], [144.952899069633, -37.815775571902], [144.952918360417, -37.81577007038], [144.952845702608, -37.815609749913], [144.952848906415, -37.815608831446], [144.952840856926, -37.815591069034], [144.952834443835, -37.815592898664], [144.952828253114, -37.815579236469], [144.952832415815, -37.815578189585], [144.952831185844, -37.815575465578], [144.952824504014, -37.815577359925], [144.952823739808, -37.815575663245], [144.952807593958, -37.815580240756], [144.952808358164, -37.815581937437], [144.952775205455, -37.81559133702], [144.952774440139, -37.815589639419], [144.95275164106, -37.815596103653], [144.952750970765, -37.815594667242], [144.952743306612, -37.815596797735], [144.952719273077, -37.815544657868], [144.952933459555, -37.81548358466], [144.952913784201, -37.81544017728], [144.953068851948, -37.81539594177], [144.953072503103, -37.815403995955], [144.953200639528, -37.815367442306], [144.953202198978, -37.8153669981], [144.953208573998, -37.815381063601], [144.953142847379, -37.815399809968], [144.953156238732, -37.815429357055], [144.953211223167, -37.815413673585], [144.953210931138, -37.815412895301], [144.953254694685, -37.815400413281], [144.953249508218, -37.815388967429], [144.953352424998, -37.815359612676], [144.953373050709, -37.815353729654], [144.953495846551, -37.815318704966], [144.953492580893, -37.81531149829], [144.953504336402, -37.815308145672], [144.953466918126, -37.815225582174], [144.95345729915, -37.815228325781], [144.953428715444, -37.815165254123], [144.953436218503, -37.815163113575], [144.953422792837, -37.815133490223], [144.953414220373, -37.815135935703], [144.953388186067, -37.815078490222], [144.953376459488, -37.815035676169], [144.953268936196, -37.815030178164], [144.953252556843, -37.815034866128], [144.95324675468, -37.81502206412], [144.953523999226, -37.814942986421]]]], ""type"": ""MultiPolygon""}",30847,Private,20210923,4,Watertank Way,1049,4019,120060,1
"-37.798238157026, 144.93712030977733","{""coordinates"": [[[[144.937213275762, -37.798295021215], [144.936974178687, -37.798268683791], [144.937173474883, -37.798150766072], [144.937213275762, -37.798295021215]]]], ""type"": ""MultiPolygon""}",21307,Council Major,20210923,2,Langford Street between Green Street and Gracie Street,163,2980,774,1
"-37.81691659858665, 144.97955643961834","{""coordinates"": [[[[144.979085393848, -37.816835858828], [144.980032278612, -37.816938298082], [144.980025188451, -37.816997113477], [144.979597450968, -37.816951284496], [144.979503581524, -37.816940959362], [144.979077242085, -37.81689350243], [144.979085393848, -37.816835858828]]]], ""type"": ""MultiPolygon""}",22444,Council Minor,20210923,3,Maxwell Lane between Jolimont Road and Agnes Street,551,769,3245,1
"-37.81745707560056, 144.98984582605092","{""coordinates"": [[[[144.989792146441, -37.81726730763], [144.990005293614, -37.817350360081], [144.989975163895, -37.817525228721], [144.989955002376, -37.817614377036], [144.989952598321, -37.817624312049], [144.989770828368, -37.817607279371], [144.989692852509, -37.817599973275], [144.989698793885, -37.817556716285], [144.98973414003, -37.817299385173], [144.989738498988, -37.817299845602], [144.989742883248, -37.817300048053], [144.989747269829, -37.8172999427], [144.989751624478, -37.817299530365], [144.989755913192, -37.817298814268], [144.989760102483, -37.8172978], [144.989764159639, -37.817296495482], [144.989768052979, -37.8172949109], [144.989771752103, -37.817293058626], [144.989775228126, -37.817290953125], [144.989778453905, -37.817288610837], [144.989781404253, -37.817286050052], [144.989784056131, -37.817283290765], [144.989786388832, -37.817280354523], [144.989788384142, -37.817277264253], [144.989790026479, -37.817274044085], [144.989791303021, -37.817270719165], [144.989792146441, -37.81726730763]]]], ""type"": ""MultiPolygon""}",22627,Arterial,20210923,1,Intersection of Wellington Parade South and Punt Road,819,3534,0,1
"-37.81728437574557, 144.96517912329625","{""coordinates"": [[[[144.9651295372, -37.817069966624], [144.965322975038, -37.817473197176], [144.965280416138, -37.817484735745], [144.965229235899, -37.817373336519], [144.965232859304, -37.817372276271], [144.965192290883, -37.817285932862], [144.965030687592, -37.817331563777], [144.965012868602, -37.81729374888], [144.965171776146, -37.817248571555], [144.965094157395, -37.817079664635], [144.9651295372, -37.817069966624]]]], ""type"": ""MultiPolygon""}",20309,Council Minor,20210923,3,Rothsay Lane from Flinders Lane,237,3411,1039,1
"-37.80432709588424, 144.96583004096868","{""coordinates"": [[[[144.96613412839, -37.804346692716], [144.966128609215, -37.804378830711], [144.965560743956, -37.804318821318], [144.965568103182, -37.804275970403], [144.965765420503, -37.804296822349], [144.965779152199, -37.804298273444], [144.965930095566, -37.80431422456], [144.965928255805, -37.804324937522], [144.96613412839, -37.804346692716]]]], ""type"": ""MultiPolygon""}",20749,Council Minor,20210923,3,Magenta Place from Lygon Street,220,1991,865,1
"-37.79361007458641, 144.92834595775378","{""coordinates"": [[[[144.928411447615, -37.793564540301], [144.928446861261, -37.793565015446], [144.928867095881, -37.793570652108], [144.92886381881, -37.793663595605], [144.927825470037, -37.793649412275], [144.927826505029, -37.793556690712], [144.928170320182, -37.793561304219], [144.928206898525, -37.79356179542], [144.928411447615, -37.793564540301]]]], ""type"": ""MultiPolygon""}",23107,Council Major,20210923,2,Wight Street between McConnell Street and McCracken Street,944,557,119654,1
"-37.82413222464265, 144.9705001879932","{""coordinates"": [[[[144.9704987045, -37.82492138592], [144.969858611424, -37.823529219888], [144.970502726844, -37.823343406788], [144.971141234406, -37.824736029687], [144.9704987045, -37.82492138592]]]], ""type"": ""MultiPolygon""}",22466,Arterial,20210923,1,St Kilda Road between Southbank Boulevard and Grant Street,9913,1057,1056,1
"-37.82398404110184, 144.9215925898348","{""coordinates"": [[[[144.921811031546, -37.824121504626], [144.921471598732, -37.824166305262], [144.921430750685, -37.824033697187], [144.921373247047, -37.823847020507], [144.921714671696, -37.82380195701], [144.921811031546, -37.824121504626]]]], ""type"": ""MultiPolygon""}",22160,Council Major,20210923,2,Intersection of Salmon Street and Turner Street,1105,3657,0,1
"-37.81199369777175, 144.96034213943352","{""coordinates"": [[[[144.960427952598, -37.811951124095], [144.960440197789, -37.811982904382], [144.960257760676, -37.812036455219], [144.960244643429, -37.812003757731], [144.960427952598, -37.811951124095]]]], ""type"": ""MultiPolygon""}",22792,Council Minor,20210923,3,Cl0034 from Hardware Street,64,3618,2250,1
"-37.80570749379102, 144.95751339792542","{""coordinates"": [[[[144.957288119919, -37.805667403993], [144.957630742267, -37.805706344403], [144.957735808975, -37.805718285941], [144.957738744117, -37.805740995119], [144.957719060177, -37.805746569959], [144.957282027944, -37.805694423718], [144.957288119919, -37.805667403993]]]], ""type"": ""MultiPolygon""}",20930,Council Minor,20210923,3,Cl1730 from Cobden Street,128,2624,115,1
"-37.82283530856693, 144.94867835024067","{""coordinates"": [[[[144.948733522036, -37.822995854633], [144.948075047793, -37.82292450856], [144.948073406896, -37.822918247453], [144.948153185228, -37.822848333642], [144.948240859612, -37.822784647122], [144.948335660919, -37.822727746573], [144.948436757509, -37.822678131146], [144.949234491963, -37.822764716468], [144.94931855524, -37.822768868374], [144.949402646309, -37.822772006918], [144.949486792964, -37.822772507296], [144.949487575635, -37.822778420905], [144.949443618379, -37.822781958444], [144.949431679499, -37.822785934658], [144.949424366651, -37.822811871914], [144.949410898303, -37.822809702526], [144.949408230137, -37.822798275145], [144.949215928534, -37.82285171947], [144.949161514028, -37.822865622007], [144.949106693813, -37.822878482639], [144.949051499591, -37.822890293928], [144.948975710096, -37.822909027858], [144.948901244855, -37.822930848957], [144.948828303569, -37.822955698705], [144.948796097959, -37.82296816192], [144.948764489952, -37.82298155323], [144.948733522036, -37.822995854633]]]], ""type"": ""MultiPolygon""}",22805,Arterial,20210923,1,Charles Grimes Bridge between Wurundjeri Way and Montague Street,2357,3807,3088,5
"-37.79463943178203, 144.97101182135933","{""coordinates"": [[[[144.97121191968, -37.794374270631], [144.971157725639, -37.794707352933], [144.971135060735, -37.79484590003], [144.970795015432, -37.794810026698], [144.970841670035, -37.794537931779], [144.97121191968, -37.794374270631]]]], ""type"": ""MultiPolygon""}",20572,Council Major,20210923,2,Intersection of Rathdowne Street and Neill Street,1253,1810,1024,1
"-37.802508758085835, 144.94773299866765","{""coordinates"": [[[[144.947696986744, -37.802489458483], [144.947773310637, -37.802499121795], [144.947769165139, -37.802527923204], [144.947692797647, -37.802518561925], [144.947696986744, -37.802489458483]]]], ""type"": ""MultiPolygon""}",30360,Private,20210923,4,Pl5139,22,279,2969,2
"-37.80097669276119, 144.94999202097094","{""coordinates"": [[[[144.950139617652, -37.801126964878], [144.949795098223, -37.801089655983], [144.949844937657, -37.800827953505], [144.950186966885, -37.800861217675], [144.950139617652, -37.801126964878]]]], ""type"": ""MultiPolygon""}",21083,Council Major,20210923,2,Intersection of Arden Street and Errol Street,902,2696,0,1
"-37.81399840544824, 144.9663162151492","{""coordinates"": [[[[144.966437454943, -37.814352906385], [144.966257464647, -37.813942883297], [144.966187997492, -37.813784633647], [144.966121091097, -37.813632217344], [144.966178732951, -37.813615750887], [144.966245137757, -37.81376807018], [144.966314614208, -37.813927433813], [144.966413133307, -37.814153415594], [144.966428526339, -37.814149034075], [144.966504849612, -37.814323061729], [144.966488990486, -37.81432741358], [144.966493242802, -37.814337166552], [144.966437454943, -37.814352906385]]]], ""type"": ""MultiPolygon""}",20299,Council Minor,20210923,3,Rainbow Alley from Little Collins Street,479,3418,1018,1
"-37.805785032445705, 144.96002897538085","{""coordinates"": [[[[144.959929986811, -37.805364578833], [144.960268662842, -37.805401932821], [144.960127613314, -37.806207012206], [144.959819501678, -37.806173016115], [144.959795748813, -37.806121821488], [144.959929986811, -37.805364578833]]]], ""type"": ""MultiPolygon""}",20453,Council Major,20210923,2,Leicester Street between Victoria Street and Berkeley Street,2715,1651,786,1
"-37.81557667086478, 144.96419169408057","{""coordinates"": [[[[144.964400024594, -37.815493434928], [144.96441683902, -37.815530699957], [144.96440935667, -37.815532840665], [144.964411655798, -37.815537929701], [144.964182778871, -37.815603425399], [144.964190100829, -37.815619528039], [144.964124399002, -37.815638329663], [144.964114764223, -37.815617141347], [144.964082732459, -37.81562635174], [144.964083695499, -37.815628469933], [144.964077498533, -37.815625460997], [144.964041728327, -37.815635744923], [144.964037249135, -37.815641825207], [144.964036286121, -37.815639706113], [144.964027744321, -37.815642161912], [144.964031597537, -37.81565063741], [144.964006132941, -37.815668979401], [144.964003049896, -37.815662199715], [144.963990234907, -37.815665883821], [144.96396422311, -37.815608677086], [144.963977036979, -37.815604992061], [144.963974532422, -37.815599484024], [144.964009053284, -37.815601057814], [144.964011943482, -37.815607414218], [144.964020485279, -37.815604958419], [144.964019522265, -37.815602839324], [144.964027855805, -37.815605234558], [144.964049210305, -37.815599094608], [144.964052919275, -37.815591320312], [144.964064664824, -37.815587943032], [144.964066590852, -37.815592181221], [144.964086878192, -37.815586348136], [144.964083795168, -37.815579567551], [144.964390635356, -37.815491343189], [144.964392548812, -37.81549558476], [144.964400024594, -37.815493434928]]]], ""type"": ""MultiPolygon""}",30148,Private,20210923,4,Block Arcade,227,101,1600,1
"-37.79759682478824, 144.96708302556664","{""coordinates"": [[[[144.966901712298, -37.79760389712], [144.966904792318, -37.797586043875], [144.966908951067, -37.797561942457], [144.966976637148, -37.797569275025], [144.966979134321, -37.797557270278], [144.967088294422, -37.797569088384], [144.967086311318, -37.79758114977], [144.96729555777, -37.79760382251], [144.96728944563, -37.797635758417], [144.967014172557, -37.797606817257], [144.967012680578, -37.797615918638], [144.966941087919, -37.797608162683], [144.966901712298, -37.79760389712]]]], ""type"": ""MultiPolygon""}",20785,Council Minor,20210923,3,Little Elgin Street between Lygon Street and Miller Lane,148,1958,817,1
"-37.80161076514033, 144.96875008575358","{""coordinates"": [[[[144.969033901384, -37.801654759078], [144.96846208801, -37.801591235266], [144.968466188546, -37.801566763316], [144.969038164789, -37.801630305236], [144.969033901384, -37.801654759078]]]], ""type"": ""MultiPolygon""}",23353,Council Minor,20210923,3,PT5053 between Drummond Street and Erskine Lane,139,4151,1543,1
"-37.792522344277614, 144.9353480325059","{""coordinates"": [[[[144.935301043336, -37.792158897503], [144.935306198819, -37.792130553117], [144.935355696825, -37.791858409057], [144.935581034809, -37.791883092615], [144.935334826618, -37.793195197343], [144.93511764251, -37.79316722907], [144.935167293583, -37.792894252442], [144.935172387539, -37.792866245829], [144.935301043336, -37.792158897503]]]], ""type"": ""MultiPolygon""}",23101,Council Major,20210923,2,Stubbs Street between Smith Street and Robertson Street,2897,627,119628,1
"-37.814149415347615, 144.97759615038163","{""coordinates"": [[[[144.977632130089, -37.812887137532], [144.977973412382, -37.812923552137], [144.977862236836, -37.813579359617], [144.977566838082, -37.81540022933], [144.977135351627, -37.815349773462], [144.977232109349, -37.815301600567], [144.977632130089, -37.812887137532]]]], ""type"": ""MultiPolygon""}",21859,Arterial,20210923,1,Lansdowne Street between Wellington Parade and St Andrews Place,8428,816,778,1
"-37.799460614982344, 144.97453908057736","{""coordinates"": [[[[144.97442603069, -37.799585529689], [144.974471097479, -37.799316498943], [144.974652402582, -37.799335879017], [144.97460674191, -37.799604846455], [144.97442603069, -37.799585529689]]]], ""type"": ""MultiPolygon""}",22820,Arterial,20210923,1,Intersection of Faraday Street and Nicholson Street,485,1768,0,1
