date,station name,Year,Month,day of week,Day,Rainfall amount (millimetres)
2020-02-03,Olympic Park,2020,2,Monday,3,0.0
2020-02-04,Olympic Park,2020,2,Tuesday,4,0.0
2020-02-05,Olympic Park,2020,2,Wednesday,5,0.0
2020-02-06,Olympic Park,2020,2,Thursday,6,0.0
2020-02-07,Olympic Park,2020,2,Friday,7,0.0
2020-02-08,Olympic Park,2020,2,Saturday,8,0.0
2020-02-09,Olympic Park,2020,2,Sunday,9,0.0
2020-02-10,Olympic Park,2020,2,Monday,10,0.6
2020-02-11,Olympic Park,2020,2,Tuesday,11,0.0
2020-02-12,Olympic Park,2020,2,Wednesday,12,0.0
2020-02-13,Olympic Park,2020,2,Thursday,13,0.0
2020-02-14,Olympic Park,2020,2,Friday,14,0.0
2020-02-15,Olympic Park,2020,2,Saturday,15,5.4
2020-02-16,Olympic Park,2020,2,Sunday,16,2.8
2020-02-17,Olympic Park,2020,2,Monday,17,0.0
2020-02-18,Olympic Park,2020,2,Tuesday,18,0.0
2020-02-19,Olympic Park,2020,2,Wednesday,19,38.0
2020-02-20,Olympic Park,2020,2,Thursday,20,3.2
2020-02-21,Olympic Park,2020,2,Friday,21,2.8
2020-02-22,Olympic Park,2020,2,Saturday,22,0.0
2020-02-23,Olympic Park,2020,2,Sunday,23,0.0
2020-02-24,Olympic Park,2020,2,Monday,24,0.0
2020-02-25,Olympic Park,2020,2,Tuesday,25,3.6
2020-02-26,Olympic Park,2020,2,Wednesday,26,4.0
2020-02-27,Olympic Park,2020,2,Thursday,27,0.2
2020-02-28,Olympic Park,2020,2,Friday,28,0.0
2020-02-29,Olympic Park,2020,2,Saturday,29,0.0
2020-03-01,Olympic Park,2020,3,Sunday,1,0.0
2020-03-02,Olympic Park,2020,3,Monday,2,3.0
2020-03-03,Olympic Park,2020,3,Tuesday,3,0.0
2020-03-04,Olympic Park,2020,3,Wednesday,4,0.0
2020-03-05,Olympic Park,2020,3,Thursday,5,54.6
2020-03-06,Olympic Park,2020,3,Friday,6,7.0
2020-03-07,Olympic Park,2020,3,Saturday,7,0.2
2020-03-08,Olympic Park,2020,3,Sunday,8,0.0
2020-03-09,Olympic Park,2020,3,Monday,9,0.0
2020-03-10,Olympic Park,2020,3,Tuesday,10,0.0
2020-03-11,Olympic Park,2020,3,Wednesday,11,0.0
2020-03-12,Olympic Park,2020,3,Thursday,12,0.0
2020-03-13,Olympic Park,2020,3,Friday,13,0.0
2020-03-14,Olympic Park,2020,3,Saturday,14,0.6
2020-03-15,Olympic Park,2020,3,Sunday,15,0.0
2020-03-16,Olympic Park,2020,3,Monday,16,0.0
2020-03-17,Olympic Park,2020,3,Tuesday,17,0.0
2020-03-18,Olympic Park,2020,3,Wednesday,18,0.0
2020-03-19,Olympic Park,2020,3,Thursday,19,0.0
2020-03-20,Olympic Park,2020,3,Friday,20,0.0
2020-03-21,Olympic Park,2020,3,Saturday,21,0.0
2020-03-22,Olympic Park,2020,3,Sunday,22,0.0
2020-03-23,Olympic Park,2020,3,Monday,23,0.4
2020-03-24,Olympic Park,2020,3,Tuesday,24,0.0
2020-03-25,Olympic Park,2020,3,Wednesday,25,0.0
2020-03-26,Olympic Park,2020,3,Thursday,26,0.0
2020-03-27,Olympic Park,2020,3,Friday,27,0.0
2020-03-28,Olympic Park,2020,3,Saturday,28,0.0
2020-03-29,Olympic Park,2020,3,Sunday,29,0.0
2020-03-30,Olympic Park,2020,3,Monday,30,5.2
2020-03-31,Olympic Park,2020,3,Tuesday,31,0.0
2020-04-01,Olympic Park,2020,4,Wednesday,1,0.0
2020-04-02,Olympic Park,2020,4,Thursday,2,23.0
2020-04-03,Olympic Park,2020,4,Friday,3,15.8
2020-04-04,Olympic Park,2020,4,Saturday,4,35.2
2020-04-05,Olympic Park,2020,4,Sunday,5,4.4
2020-04-06,Olympic Park,2020,4,Monday,6,6.2
2020-04-07,Olympic Park,2020,4,Tuesday,7,1.4
2020-04-08,Olympic Park,2020,4,Wednesday,8,1.2
2020-04-09,Olympic Park,2020,4,Thursday,9,0.0
2020-04-10,Olympic Park,2020,4,Friday,10,0.2
2020-04-11,Olympic Park,2020,4,Saturday,11,2.4
2020-04-12,Olympic Park,2020,4,Sunday,12,2.4
2020-04-13,Olympic Park,2020,4,Monday,13,0.0
2020-04-14,Olympic Park,2020,4,Tuesday,14,0.6
2020-04-15,Olympic Park,2020,4,Wednesday,15,0.0
2020-04-16,Olympic Park,2020,4,Thursday,16,0.2
2020-04-17,Olympic Park,2020,4,Friday,17,0.0
2020-04-18,Olympic Park,2020,4,Saturday,18,0.0
2020-04-19,Olympic Park,2020,4,Sunday,19,0.0
2020-04-20,Olympic Park,2020,4,Monday,20,3.4
2020-04-21,Olympic Park,2020,4,Tuesday,21,0.0
2020-04-22,Olympic Park,2020,4,Wednesday,22,0.0
2020-04-23,Olympic Park,2020,4,Thursday,23,0.0
2020-04-24,Olympic Park,2020,4,Friday,24,0.4
2020-04-25,Olympic Park,2020,4,Saturday,25,0.0
2020-04-26,Olympic Park,2020,4,Sunday,26,14.0
2020-04-27,Olympic Park,2020,4,Monday,27,0.6
2020-04-28,Olympic Park,2020,4,Tuesday,28,0.0
2020-04-29,Olympic Park,2020,4,Wednesday,29,3.4
2020-04-30,Olympic Park,2020,4,Thursday,30,23.6
2020-05-01,Olympic Park,2020,5,Friday,1,8.0
2020-05-02,Olympic Park,2020,5,Saturday,2,1.4
2020-05-03,Olympic Park,2020,5,Sunday,3,1.8
2020-05-04,Olympic Park,2020,5,Monday,4,0.2
2020-05-05,Olympic Park,2020,5,Tuesday,5,0.4
2020-05-06,Olympic Park,2020,5,Wednesday,6,0.0
2020-05-07,Olympic Park,2020,5,Thursday,7,0.0
2020-05-08,Olympic Park,2020,5,Friday,8,0.0
2020-05-09,Olympic Park,2020,5,Saturday,9,0.6
2020-05-10,Olympic Park,2020,5,Sunday,10,7.0
2020-05-11,Olympic Park,2020,5,Monday,11,0.6
2020-05-12,Olympic Park,2020,5,Tuesday,12,0.2
2020-05-13,Olympic Park,2020,5,Wednesday,13,1.4
2020-05-14,Olympic Park,2020,5,Thursday,14,2.8
2020-05-15,Olympic Park,2020,5,Friday,15,0.0
2020-05-16,Olympic Park,2020,5,Saturday,16,0.0
2020-05-17,Olympic Park,2020,5,Sunday,17,0.0
2020-05-18,Olympic Park,2020,5,Monday,18,0.0
2020-05-19,Olympic Park,2020,5,Tuesday,19,0.0
2020-05-20,Olympic Park,2020,5,Wednesday,20,15.6
2020-05-21,Olympic Park,2020,5,Thursday,21,12.4
2020-05-22,Olympic Park,2020,5,Friday,22,11.4
2020-05-23,Olympic Park,2020,5,Saturday,23,0.0
2020-05-24,Olympic Park,2020,5,Sunday,24,3.0
2020-05-25,Olympic Park,2020,5,Monday,25,0.0
2020-05-26,Olympic Park,2020,5,Tuesday,26,0.0
2020-05-27,Olympic Park,2020,5,Wednesday,27,0.0
2020-05-28,Olympic Park,2020,5,Thursday,28,0.0
2020-05-29,Olympic Park,2020,5,Friday,29,0.0
2020-05-30,Olympic Park,2020,5,Saturday,30,0.0
2020-05-31,Olympic Park,2020,5,Sunday,31,0.0
2020-06-01,Olympic Park,2020,6,Monday,1,5.0
2020-06-02,Olympic Park,2020,6,Tuesday,2,11.6
2020-06-03,Olympic Park,2020,6,Wednesday,3,0.6
2020-06-04,Olympic Park,2020,6,Thursday,4,0.0
2020-06-05,Olympic Park,2020,6,Friday,5,0.0
2020-06-06,Olympic Park,2020,6,Saturday,6,0.0
2020-06-07,Olympic Park,2020,6,Sunday,7,0.0
2020-06-08,Olympic Park,2020,6,Monday,8,0.0
2020-06-09,Olympic Park,2020,6,Tuesday,9,0.2
2020-06-10,Olympic Park,2020,6,Wednesday,10,0.0
2020-06-11,Olympic Park,2020,6,Thursday,11,0.0
2020-06-12,Olympic Park,2020,6,Friday,12,0.0
2020-06-13,Olympic Park,2020,6,Saturday,13,0.0
2020-06-14,Olympic Park,2020,6,Sunday,14,5.8
2020-06-15,Olympic Park,2020,6,Monday,15,0.0
2020-06-16,Olympic Park,2020,6,Tuesday,16,0.0
2020-06-17,Olympic Park,2020,6,Wednesday,17,0.4
2020-06-18,Olympic Park,2020,6,Thursday,18,0.0
2020-06-19,Olympic Park,2020,6,Friday,19,0.0
2020-06-20,Olympic Park,2020,6,Saturday,20,1.4
2020-06-21,Olympic Park,2020,6,Sunday,21,0.0
2020-06-22,Olympic Park,2020,6,Monday,22,0.0
2020-06-23,Olympic Park,2020,6,Tuesday,23,2.2
2020-06-24,Olympic Park,2020,6,Wednesday,24,0.4
2020-06-25,Olympic Park,2020,6,Thursday,25,0.0
2020-06-26,Olympic Park,2020,6,Friday,26,1.2
2020-06-27,Olympic Park,2020,6,Saturday,27,0.0
2020-06-28,Olympic Park,2020,6,Sunday,28,0.2
2020-06-29,Olympic Park,2020,6,Monday,29,0.0
2020-06-30,Olympic Park,2020,6,Tuesday,30,0.0
2020-07-01,Olympic Park,2020,7,Wednesday,1,0.0
2020-07-02,Olympic Park,2020,7,Thursday,2,1.2
2020-07-03,Olympic Park,2020,7,Friday,3,0.0
2020-07-04,Olympic Park,2020,7,Saturday,4,7.8
2020-07-05,Olympic Park,2020,7,Sunday,5,4.6
2020-07-06,Olympic Park,2020,7,Monday,6,1.0
2020-07-07,Olympic Park,2020,7,Tuesday,7,1.4
2020-07-08,Olympic Park,2020,7,Wednesday,8,0.0
2020-07-09,Olympic Park,2020,7,Thursday,9,0.0
2020-07-10,Olympic Park,2020,7,Friday,10,0.0
2020-07-11,Olympic Park,2020,7,Saturday,11,0.0
2020-07-12,Olympic Park,2020,7,Sunday,12,6.8
2020-07-13,Olympic Park,2020,7,Monday,13,3.4
2020-07-14,Olympic Park,2020,7,Tuesday,14,0.0
2020-07-15,Olympic Park,2020,7,Wednesday,15,0.2
2020-07-16,Olympic Park,2020,7,Thursday,16,0.0
2020-07-17,Olympic Park,2020,7,Friday,17,0.0
2020-07-18,Olympic Park,2020,7,Saturday,18,0.0
2020-07-19,Olympic Park,2020,7,Sunday,19,0.0
2020-07-20,Olympic Park,2020,7,Monday,20,0.6
2020-07-21,Olympic Park,2020,7,Tuesday,21,0.4
2020-07-22,Olympic Park,2020,7,Wednesday,22,0.0
2020-07-23,Olympic Park,2020,7,Thursday,23,2.2
2020-07-24,Olympic Park,2020,7,Friday,24,0.0
2020-07-25,Olympic Park,2020,7,Saturday,25,0.0
2020-07-26,Olympic Park,2020,7,Sunday,26,0.0
2020-07-27,Olympic Park,2020,7,Monday,27,0.0
2020-07-28,Olympic Park,2020,7,Tuesday,28,0.4
2020-07-29,Olympic Park,2020,7,Wednesday,29,0.0
2020-07-30,Olympic Park,2020,7,Thursday,30,0.0
2020-07-31,Olympic Park,2020,7,Friday,31,0.0
2020-08-01,Olympic Park,2020,8,Saturday,1,0.0
2020-08-02,Olympic Park,2020,8,Sunday,2,0.0
2020-08-03,Olympic Park,2020,8,Monday,3,0.0
2020-08-04,Olympic Park,2020,8,Tuesday,4,1.2
2020-08-05,Olympic Park,2020,8,Wednesday,5,5.8
2020-08-06,Olympic Park,2020,8,Thursday,6,0.8
2020-08-07,Olympic Park,2020,8,Friday,7,0.0
2020-08-08,Olympic Park,2020,8,Saturday,8,6.8
2020-08-09,Olympic Park,2020,8,Sunday,9,0.2
2020-08-10,Olympic Park,2020,8,Monday,10,0.0
2020-08-11,Olympic Park,2020,8,Tuesday,11,0.0
2020-08-12,Olympic Park,2020,8,Wednesday,12,0.8
2020-08-13,Olympic Park,2020,8,Thursday,13,1.2
2020-08-14,Olympic Park,2020,8,Friday,14,0.8
2020-08-15,Olympic Park,2020,8,Saturday,15,2.8
2020-08-16,Olympic Park,2020,8,Sunday,16,0.4
2020-08-17,Olympic Park,2020,8,Monday,17,0.0
2020-08-18,Olympic Park,2020,8,Tuesday,18,0.2
2020-08-19,Olympic Park,2020,8,Wednesday,19,1.2
2020-08-20,Olympic Park,2020,8,Thursday,20,3.8
2020-08-21,Olympic Park,2020,8,Friday,21,0.4
2020-08-22,Olympic Park,2020,8,Saturday,22,4.4
2020-08-23,Olympic Park,2020,8,Sunday,23,25.6
2020-08-24,Olympic Park,2020,8,Monday,24,2.8
2020-08-25,Olympic Park,2020,8,Tuesday,25,0.0
2020-08-26,Olympic Park,2020,8,Wednesday,26,0.0
2020-08-27,Olympic Park,2020,8,Thursday,27,0.0
2020-08-28,Olympic Park,2020,8,Friday,28,1.4
2020-08-29,Olympic Park,2020,8,Saturday,29,0.0
2020-08-30,Olympic Park,2020,8,Sunday,30,0.0
2020-08-31,Olympic Park,2020,8,Monday,31,1.0
2020-09-01,Olympic Park,2020,9,Tuesday,1,0.0
2020-09-02,Olympic Park,2020,9,Wednesday,2,0.0
2020-09-03,Olympic Park,2020,9,Thursday,3,0.0
2020-09-04,Olympic Park,2020,9,Friday,4,0.0
2020-09-05,Olympic Park,2020,9,Saturday,5,0.2
2020-09-06,Olympic Park,2020,9,Sunday,6,0.2
2020-09-07,Olympic Park,2020,9,Monday,7,0.0
2020-09-08,Olympic Park,2020,9,Tuesday,8,0.0
2020-09-09,Olympic Park,2020,9,Wednesday,9,1.0
2020-09-10,Olympic Park,2020,9,Thursday,10,0.0
2020-09-11,Olympic Park,2020,9,Friday,11,0.0
2020-09-12,Olympic Park,2020,9,Saturday,12,1.6
2020-09-13,Olympic Park,2020,9,Sunday,13,11.8
2020-09-14,Olympic Park,2020,9,Monday,14,0.0
2020-09-15,Olympic Park,2020,9,Tuesday,15,0.0
2020-09-16,Olympic Park,2020,9,Wednesday,16,0.0
2020-09-17,Olympic Park,2020,9,Thursday,17,0.8
2020-09-18,Olympic Park,2020,9,Friday,18,0.0
2020-09-19,Olympic Park,2020,9,Saturday,19,0.0
2020-09-20,Olympic Park,2020,9,Sunday,20,0.0
2020-09-21,Olympic Park,2020,9,Monday,21,0.0
2020-09-22,Olympic Park,2020,9,Tuesday,22,0.0
2020-09-23,Olympic Park,2020,9,Wednesday,23,0.2
2020-09-24,Olympic Park,2020,9,Thursday,24,1.6
2020-09-25,Olympic Park,2020,9,Friday,25,3.2
2020-09-26,Olympic Park,2020,9,Saturday,26,9.4
2020-09-27,Olympic Park,2020,9,Sunday,27,3.0
2020-09-28,Olympic Park,2020,9,Monday,28,0.0
2020-09-29,Olympic Park,2020,9,Tuesday,29,0.0
2020-09-30,Olympic Park,2020,9,Wednesday,30,0.6
2020-10-01,Olympic Park,2020,10,Thursday,1,1.8
2020-10-02,Olympic Park,2020,10,Friday,2,0.0
2020-10-03,Olympic Park,2020,10,Saturday,3,0.0
2020-10-04,Olympic Park,2020,10,Sunday,4,0.0
2020-10-05,Olympic Park,2020,10,Monday,5,12.8
2020-10-06,Olympic Park,2020,10,Tuesday,6,1.0
2020-10-07,Olympic Park,2020,10,Wednesday,7,3.2
2020-10-08,Olympic Park,2020,10,Thursday,8,5.4
2020-10-09,Olympic Park,2020,10,Friday,9,1.2
2020-10-10,Olympic Park,2020,10,Saturday,10,0.0
2020-10-11,Olympic Park,2020,10,Sunday,11,0.0
2020-10-12,Olympic Park,2020,10,Monday,12,0.0
2020-10-13,Olympic Park,2020,10,Tuesday,13,0.2
2020-10-14,Olympic Park,2020,10,Wednesday,14,0.0
2020-10-15,Olympic Park,2020,10,Thursday,15,0.0
2020-10-16,Olympic Park,2020,10,Friday,16,1.4
2020-10-17,Olympic Park,2020,10,Saturday,17,8.4
2020-10-18,Olympic Park,2020,10,Sunday,18,0.2
2020-10-19,Olympic Park,2020,10,Monday,19,0.0
2020-10-20,Olympic Park,2020,10,Tuesday,20,0.0
2020-10-21,Olympic Park,2020,10,Wednesday,21,0.0
2020-10-22,Olympic Park,2020,10,Thursday,22,0.0
2020-10-23,Olympic Park,2020,10,Friday,23,0.0
2020-10-24,Olympic Park,2020,10,Saturday,24,32.2
2020-10-25,Olympic Park,2020,10,Sunday,25,6.4
2020-10-26,Olympic Park,2020,10,Monday,26,0.0
2020-10-27,Olympic Park,2020,10,Tuesday,27,0.0
2020-10-28,Olympic Park,2020,10,Wednesday,28,0.0
2020-10-29,Olympic Park,2020,10,Thursday,29,0.0
2020-10-30,Olympic Park,2020,10,Friday,30,0.0
2020-10-31,Olympic Park,2020,10,Saturday,31,0.0
2020-11-01,Olympic Park,2020,11,Sunday,1,0.0
2020-11-02,Olympic Park,2020,11,Monday,2,0.0
2020-11-03,Olympic Park,2020,11,Tuesday,3,0.0
2020-11-04,Olympic Park,2020,11,Wednesday,4,0.0
2020-11-05,Olympic Park,2020,11,Thursday,5,2.8
2020-11-06,Olympic Park,2020,11,Friday,6,0.2
2020-11-07,Olympic Park,2020,11,Saturday,7,1.6
2020-11-08,Olympic Park,2020,11,Sunday,8,0.0
2020-11-09,Olympic Park,2020,11,Monday,9,0.0
2020-11-10,Olympic Park,2020,11,Tuesday,10,0.0
2020-11-11,Olympic Park,2020,11,Wednesday,11,0.0
2020-11-12,Olympic Park,2020,11,Thursday,12,4.0
2020-11-13,Olympic Park,2020,11,Friday,13,0.0
2020-11-14,Olympic Park,2020,11,Saturday,14,0.2
2020-11-15,Olympic Park,2020,11,Sunday,15,0.0
2020-11-16,Olympic Park,2020,11,Monday,16,0.0
2020-11-17,Olympic Park,2020,11,Tuesday,17,0.0
2020-11-18,Olympic Park,2020,11,Wednesday,18,0.0
2020-11-19,Olympic Park,2020,11,Thursday,19,0.0
2020-11-20,Olympic Park,2020,11,Friday,20,0.0
2020-11-21,Olympic Park,2020,11,Saturday,21,0.0
2020-11-22,Olympic Park,2020,11,Sunday,22,0.0
2020-11-23,Olympic Park,2020,11,Monday,23,30.2
2020-11-24,Olympic Park,2020,11,Tuesday,24,6.0
2020-11-25,Olympic Park,2020,11,Wednesday,25,0.0
2020-11-26,Olympic Park,2020,11,Thursday,26,0.0
2020-11-27,Olympic Park,2020,11,Friday,27,0.0
2020-11-28,Olympic Park,2020,11,Saturday,28,0.0
2020-11-29,Olympic Park,2020,11,Sunday,29,2.8
2020-11-30,Olympic Park,2020,11,Monday,30,1.0
2020-12-01,Olympic Park,2020,12,Tuesday,1,0.0
2020-12-02,Olympic Park,2020,12,Wednesday,2,0.2
2020-12-03,Olympic Park,2020,12,Thursday,3,0.0
2020-12-04,Olympic Park,2020,12,Friday,4,0.0
2020-12-05,Olympic Park,2020,12,Saturday,5,0.0
2020-12-06,Olympic Park,2020,12,Sunday,6,1.4
2020-12-07,Olympic Park,2020,12,Monday,7,2.6
2020-12-08,Olympic Park,2020,12,Tuesday,8,6.0
2020-12-09,Olympic Park,2020,12,Wednesday,9,0.0
2020-12-10,Olympic Park,2020,12,Thursday,10,0.6
2020-12-11,Olympic Park,2020,12,Friday,11,0.0
2020-12-12,Olympic Park,2020,12,Saturday,12,0.0
2020-12-13,Olympic Park,2020,12,Sunday,13,0.0
2020-12-14,Olympic Park,2020,12,Monday,14,0.0
2020-12-15,Olympic Park,2020,12,Tuesday,15,0.0
2020-12-16,Olympic Park,2020,12,Wednesday,16,0.0
2020-12-17,Olympic Park,2020,12,Thursday,17,0.0
2020-12-18,Olympic Park,2020,12,Friday,18,7.6
2020-12-19,Olympic Park,2020,12,Saturday,19,0.2
2020-12-20,Olympic Park,2020,12,Sunday,20,0.0
2020-12-21,Olympic Park,2020,12,Monday,21,0.0
2020-12-22,Olympic Park,2020,12,Tuesday,22,13.2
2020-12-23,Olympic Park,2020,12,Wednesday,23,6.0
2020-12-24,Olympic Park,2020,12,Thursday,24,1.0
2020-12-25,Olympic Park,2020,12,Friday,25,0.0
2020-12-26,Olympic Park,2020,12,Saturday,26,0.0
2020-12-27,Olympic Park,2020,12,Sunday,27,0.0
2020-12-28,Olympic Park,2020,12,Monday,28,3.2
2020-12-29,Olympic Park,2020,12,Tuesday,29,0.0
2020-12-30,Olympic Park,2020,12,Wednesday,30,0.0
2020-12-31,Olympic Park,2020,12,Thursday,31,0.0
2021-01-01,Olympic Park,2021,1,Friday,1,0.0
2021-01-02,Olympic Park,2021,1,Saturday,2,0.0
2021-01-03,Olympic Park,2021,1,Sunday,3,12.6
2021-01-04,Olympic Park,2021,1,Monday,4,2.6
2021-01-05,Olympic Park,2021,1,Tuesday,5,11.2
2021-01-06,Olympic Park,2021,1,Wednesday,6,1.2
2021-01-07,Olympic Park,2021,1,Thursday,7,0.0
2021-01-08,Olympic Park,2021,1,Friday,8,0.0
2021-01-09,Olympic Park,2021,1,Saturday,9,0.0
2021-01-10,Olympic Park,2021,1,Sunday,10,0.0
2021-01-11,Olympic Park,2021,1,Monday,11,0.0
2021-01-12,Olympic Park,2021,1,Tuesday,12,0.0
2021-01-13,Olympic Park,2021,1,Wednesday,13,0.0
2021-01-14,Olympic Park,2021,1,Thursday,14,0.0
2021-01-15,Olympic Park,2021,1,Friday,15,0.0
2021-01-16,Olympic Park,2021,1,Saturday,16,2.6
2021-01-17,Olympic Park,2021,1,Sunday,17,0.0
2021-01-18,Olympic Park,2021,1,Monday,18,0.0
2021-01-19,Olympic Park,2021,1,Tuesday,19,0.0
2021-01-20,Olympic Park,2021,1,Wednesday,20,0.0
2021-01-21,Olympic Park,2021,1,Thursday,21,0.0
2021-01-22,Olympic Park,2021,1,Friday,22,0.0
2021-01-23,Olympic Park,2021,1,Saturday,23,0.0
2021-01-24,Olympic Park,2021,1,Sunday,24,0.0
2021-01-25,Olympic Park,2021,1,Monday,25,0.0
2021-01-26,Olympic Park,2021,1,Tuesday,26,10.6
2021-01-27,Olympic Park,2021,1,Wednesday,27,0.4
2021-01-28,Olympic Park,2021,1,Thursday,28,0.0
2021-01-29,Olympic Park,2021,1,Friday,29,3.6
2021-01-30,Olympic Park,2021,1,Saturday,30,43.2
2021-01-31,Olympic Park,2021,1,Sunday,31,0.0
2021-02-01,Olympic Park,2021,2,Monday,1,0.0
2021-02-02,Olympic Park,2021,2,Tuesday,2,0.0
2021-02-03,Olympic Park,2021,2,Wednesday,3,0.0
2021-02-04,Olympic Park,2021,2,Thursday,4,0.0
2021-02-05,Olympic Park,2021,2,Friday,5,0.4
2021-02-06,Olympic Park,2021,2,Saturday,6,1.6
2021-02-07,Olympic Park,2021,2,Sunday,7,1.8
2021-02-08,Olympic Park,2021,2,Monday,8,0.4
2021-02-09,Olympic Park,2021,2,Tuesday,9,0.0
2021-02-10,Olympic Park,2021,2,Wednesday,10,0.0
2021-02-11,Olympic Park,2021,2,Thursday,11,0.0
2021-02-12,Olympic Park,2021,2,Friday,12,4.6
2021-02-13,Olympic Park,2021,2,Saturday,13,0.0
2021-02-14,Olympic Park,2021,2,Sunday,14,0.0
2021-02-15,Olympic Park,2021,2,Monday,15,0.0
2021-02-16,Olympic Park,2021,2,Tuesday,16,0.0
2021-02-17,Olympic Park,2021,2,Wednesday,17,0.0
2021-02-18,Olympic Park,2021,2,Thursday,18,0.0
2021-02-19,Olympic Park,2021,2,Friday,19,0.0
2021-02-20,Olympic Park,2021,2,Saturday,20,0.0
2021-02-21,Olympic Park,2021,2,Sunday,21,0.0
2021-02-22,Olympic Park,2021,2,Monday,22,0.0
2021-02-23,Olympic Park,2021,2,Tuesday,23,0.0
2021-02-24,Olympic Park,2021,2,Wednesday,24,0.0
2021-02-25,Olympic Park,2021,2,Thursday,25,0.0
2021-02-26,Olympic Park,2021,2,Friday,26,0.4
2021-02-27,Olympic Park,2021,2,Saturday,27,0.0
2021-02-28,Olympic Park,2021,2,Sunday,28,0.0
