date,station name,Year,Month,day of week,Day,Rainfall amount (millimetres)
2016-04-09,Olympic Park,2016,4,Saturday,9,0.0
2016-04-10,Olympic Park,2016,4,Sunday,10,0.0
2016-04-11,Olympic Park,2016,4,Monday,11,0.0
2016-04-12,Olympic Park,2016,4,Tuesday,12,0.2
2016-04-13,Olympic Park,2016,4,Wednesday,13,0.2
2016-04-14,Olympic Park,2016,4,Thursday,14,0.0
2016-04-15,Olympic Park,2016,4,Friday,15,0.0
2016-04-16,Olympic Park,2016,4,Saturday,16,0.0
2016-04-17,Olympic Park,2016,4,Sunday,17,0.0
2016-04-18,Olympic Park,2016,4,Monday,18,0.0
2016-04-19,Olympic Park,2016,4,Tuesday,19,0.0
2016-04-20,Olympic Park,2016,4,Wednesday,20,0.0
2016-04-21,Olympic Park,2016,4,Thursday,21,0.4
2016-04-22,Olympic Park,2016,4,Friday,22,21.6
2016-04-23,Olympic Park,2016,4,Saturday,23,0.0
2016-04-24,Olympic Park,2016,4,Sunday,24,0.0
2016-04-25,Olympic Park,2016,4,Monday,25,0.0
2016-04-26,Olympic Park,2016,4,Tuesday,26,0.0
2016-04-27,Olympic Park,2016,4,Wednesday,27,0.0
2016-04-28,Olympic Park,2016,4,Thursday,28,0.0
2016-04-29,Olympic Park,2016,4,Friday,29,0.4
2016-04-30,Olympic Park,2016,4,Saturday,30,6.2
2016-05-01,Olympic Park,2016,5,Sunday,1,9.8
2016-05-02,Olympic Park,2016,5,Monday,2,0.4
2016-05-03,Olympic Park,2016,5,Tuesday,3,0.0
2016-05-04,Olympic Park,2016,5,Wednesday,4,0.2
2016-05-05,Olympic Park,2016,5,Thursday,5,0.0
2016-05-06,Olympic Park,2016,5,Friday,6,0.0
2016-05-07,Olympic Park,2016,5,Saturday,7,0.0
2016-05-08,Olympic Park,2016,5,Sunday,8,5.4
2016-05-09,Olympic Park,2016,5,Monday,9,0.8
2016-05-10,Olympic Park,2016,5,Tuesday,10,12.0
2016-05-11,Olympic Park,2016,5,Wednesday,11,0.2
2016-05-12,Olympic Park,2016,5,Thursday,12,0.2
2016-05-13,Olympic Park,2016,5,Friday,13,0.0
2016-05-14,Olympic Park,2016,5,Saturday,14,0.0
2016-05-15,Olympic Park,2016,5,Sunday,15,0.0
2016-05-16,Olympic Park,2016,5,Monday,16,0.0
2016-05-17,Olympic Park,2016,5,Tuesday,17,0.2
2016-05-18,Olympic Park,2016,5,Wednesday,18,0.0
2016-05-19,Olympic Park,2016,5,Thursday,19,0.0
2016-05-20,Olympic Park,2016,5,Friday,20,1.8
2016-05-21,Olympic Park,2016,5,Saturday,21,0.0
2016-05-22,Olympic Park,2016,5,Sunday,22,0.0
2016-05-23,Olympic Park,2016,5,Monday,23,2.2
2016-05-24,Olympic Park,2016,5,Tuesday,24,1.8
2016-05-25,Olympic Park,2016,5,Wednesday,25,0.0
2016-05-26,Olympic Park,2016,5,Thursday,26,12.4
2016-05-27,Olympic Park,2016,5,Friday,27,4.8
2016-05-28,Olympic Park,2016,5,Saturday,28,0.6
2016-05-29,Olympic Park,2016,5,Sunday,29,4.2
2016-05-30,Olympic Park,2016,5,Monday,30,0.0
2016-05-31,Olympic Park,2016,5,Tuesday,31,0.0
2016-06-01,Olympic Park,2016,6,Wednesday,1,0.0
2016-06-02,Olympic Park,2016,6,Thursday,2,0.0
2016-06-03,Olympic Park,2016,6,Friday,3,0.0
2016-06-04,Olympic Park,2016,6,Saturday,4,6.2
2016-06-05,Olympic Park,2016,6,Sunday,5,3.4
2016-06-06,Olympic Park,2016,6,Monday,6,1.4
2016-06-07,Olympic Park,2016,6,Tuesday,7,0.0
2016-06-08,Olympic Park,2016,6,Wednesday,8,1.2
2016-06-09,Olympic Park,2016,6,Thursday,9,1.4
2016-06-10,Olympic Park,2016,6,Friday,10,0.0
2016-06-11,Olympic Park,2016,6,Saturday,11,3.0
2016-06-12,Olympic Park,2016,6,Sunday,12,0.6
2016-06-13,Olympic Park,2016,6,Monday,13,0.0
2016-06-14,Olympic Park,2016,6,Tuesday,14,0.0
2016-06-15,Olympic Park,2016,6,Wednesday,15,0.0
2016-06-16,Olympic Park,2016,6,Thursday,16,0.0
2016-06-17,Olympic Park,2016,6,Friday,17,4.2
2016-06-18,Olympic Park,2016,6,Saturday,18,8.6
2016-06-19,Olympic Park,2016,6,Sunday,19,0.4
2016-06-20,Olympic Park,2016,6,Monday,20,3.6
2016-06-21,Olympic Park,2016,6,Tuesday,21,3.2
2016-06-22,Olympic Park,2016,6,Wednesday,22,0.0
2016-06-23,Olympic Park,2016,6,Thursday,23,0.6
2016-06-24,Olympic Park,2016,6,Friday,24,13.8
2016-06-25,Olympic Park,2016,6,Saturday,25,2.0
2016-06-26,Olympic Park,2016,6,Sunday,26,0.2
2016-06-27,Olympic Park,2016,6,Monday,27,0.2
2016-06-28,Olympic Park,2016,6,Tuesday,28,0.2
2016-06-29,Olympic Park,2016,6,Wednesday,29,0.2
2016-06-30,Olympic Park,2016,6,Thursday,30,0.0
2016-07-01,Olympic Park,2016,7,Friday,1,6.4
2016-07-02,Olympic Park,2016,7,Saturday,2,0.2
2016-07-03,Olympic Park,2016,7,Sunday,3,0.0
2016-07-04,Olympic Park,2016,7,Monday,4,0.0
2016-07-05,Olympic Park,2016,7,Tuesday,5,0.6
2016-07-06,Olympic Park,2016,7,Wednesday,6,22.6
2016-07-07,Olympic Park,2016,7,Thursday,7,3.8
2016-07-08,Olympic Park,2016,7,Friday,8,0.8
2016-07-09,Olympic Park,2016,7,Saturday,9,0.2
2016-07-10,Olympic Park,2016,7,Sunday,10,0.0
2016-07-11,Olympic Park,2016,7,Monday,11,3.6
2016-07-12,Olympic Park,2016,7,Tuesday,12,0.0
2016-07-13,Olympic Park,2016,7,Wednesday,13,0.4
2016-07-14,Olympic Park,2016,7,Thursday,14,1.0
2016-07-15,Olympic Park,2016,7,Friday,15,0.0
2016-07-16,Olympic Park,2016,7,Saturday,16,0.0
2016-07-17,Olympic Park,2016,7,Sunday,17,0.0
2016-07-18,Olympic Park,2016,7,Monday,18,0.0
2016-07-19,Olympic Park,2016,7,Tuesday,19,0.0
2016-07-20,Olympic Park,2016,7,Wednesday,20,1.8
2016-07-21,Olympic Park,2016,7,Thursday,21,1.8
2016-07-22,Olympic Park,2016,7,Friday,22,7.8
2016-07-23,Olympic Park,2016,7,Saturday,23,2.8
2016-07-24,Olympic Park,2016,7,Sunday,24,0.8
2016-07-25,Olympic Park,2016,7,Monday,25,0.0
2016-07-26,Olympic Park,2016,7,Tuesday,26,4.8
2016-07-27,Olympic Park,2016,7,Wednesday,27,0.4
2016-07-28,Olympic Park,2016,7,Thursday,28,0.0
2016-07-29,Olympic Park,2016,7,Friday,29,0.0
2016-07-30,Olympic Park,2016,7,Saturday,30,2.4
2016-07-31,Olympic Park,2016,7,Sunday,31,2.0
2016-08-01,Olympic Park,2016,8,Monday,1,2.8
2016-08-02,Olympic Park,2016,8,Tuesday,2,14.4
2016-08-03,Olympic Park,2016,8,Wednesday,3,2.8
2016-08-04,Olympic Park,2016,8,Thursday,4,0.8
2016-08-05,Olympic Park,2016,8,Friday,5,0.0
2016-08-06,Olympic Park,2016,8,Saturday,6,0.0
2016-08-07,Olympic Park,2016,8,Sunday,7,0.0
2016-08-08,Olympic Park,2016,8,Monday,8,0.0
2016-08-09,Olympic Park,2016,8,Tuesday,9,0.0
2016-08-10,Olympic Park,2016,8,Wednesday,10,0.0
2016-08-11,Olympic Park,2016,8,Thursday,11,8.2
2016-08-12,Olympic Park,2016,8,Friday,12,0.0
2016-08-13,Olympic Park,2016,8,Saturday,13,1.6
2016-08-14,Olympic Park,2016,8,Sunday,14,0.2
2016-08-15,Olympic Park,2016,8,Monday,15,0.0
2016-08-16,Olympic Park,2016,8,Tuesday,16,0.0
2016-08-17,Olympic Park,2016,8,Wednesday,17,0.4
2016-08-18,Olympic Park,2016,8,Thursday,18,0.0
2016-08-19,Olympic Park,2016,8,Friday,19,0.2
2016-08-20,Olympic Park,2016,8,Saturday,20,9.4
2016-08-21,Olympic Park,2016,8,Sunday,21,1.2
2016-08-22,Olympic Park,2016,8,Monday,22,5.6
2016-08-23,Olympic Park,2016,8,Tuesday,23,11.0
2016-08-24,Olympic Park,2016,8,Wednesday,24,0.0
2016-08-25,Olympic Park,2016,8,Thursday,25,1.2
2016-08-26,Olympic Park,2016,8,Friday,26,0.6
2016-08-27,Olympic Park,2016,8,Saturday,27,0.0
2016-08-28,Olympic Park,2016,8,Sunday,28,0.0
2016-08-29,Olympic Park,2016,8,Monday,29,0.0
2016-08-30,Olympic Park,2016,8,Tuesday,30,0.0
2016-08-31,Olympic Park,2016,8,Wednesday,31,0.8
2016-09-01,Olympic Park,2016,9,Thursday,1,0.0
2016-09-02,Olympic Park,2016,9,Friday,2,0.4
2016-09-03,Olympic Park,2016,9,Saturday,3,0.2
2016-09-04,Olympic Park,2016,9,Sunday,4,0.2
2016-09-05,Olympic Park,2016,9,Monday,5,0.0
2016-09-06,Olympic Park,2016,9,Tuesday,6,0.0
2016-09-07,Olympic Park,2016,9,Wednesday,7,0.0
2016-09-08,Olympic Park,2016,9,Thursday,8,0.0
2016-09-09,Olympic Park,2016,9,Friday,9,0.6
2016-09-10,Olympic Park,2016,9,Saturday,10,9.4
2016-09-11,Olympic Park,2016,9,Sunday,11,1.2
2016-09-12,Olympic Park,2016,9,Monday,12,1.6
2016-09-13,Olympic Park,2016,9,Tuesday,13,9.0
2016-09-14,Olympic Park,2016,9,Wednesday,14,20.6
2016-09-15,Olympic Park,2016,9,Thursday,15,2.0
2016-09-16,Olympic Park,2016,9,Friday,16,13.4
2016-09-17,Olympic Park,2016,9,Saturday,17,0.0
2016-09-18,Olympic Park,2016,9,Sunday,18,0.4
2016-09-19,Olympic Park,2016,9,Monday,19,0.2
2016-09-20,Olympic Park,2016,9,Tuesday,20,0.0
2016-09-21,Olympic Park,2016,9,Wednesday,21,1.2
2016-09-22,Olympic Park,2016,9,Thursday,22,1.2
2016-09-23,Olympic Park,2016,9,Friday,23,0.6
2016-09-24,Olympic Park,2016,9,Saturday,24,0.0
2016-09-25,Olympic Park,2016,9,Sunday,25,5.8
2016-09-26,Olympic Park,2016,9,Monday,26,0.6
2016-09-27,Olympic Park,2016,9,Tuesday,27,12.6
2016-09-28,Olympic Park,2016,9,Wednesday,28,2.2
2016-09-29,Olympic Park,2016,9,Thursday,29,1.8
2016-09-30,Olympic Park,2016,9,Friday,30,2.0
2016-10-01,Olympic Park,2016,10,Saturday,1,1.6
2016-10-02,Olympic Park,2016,10,Sunday,2,0.0
2016-10-03,Olympic Park,2016,10,Monday,3,9.2
2016-10-04,Olympic Park,2016,10,Tuesday,4,2.0
2016-10-05,Olympic Park,2016,10,Wednesday,5,2.8
2016-10-06,Olympic Park,2016,10,Thursday,6,0.0
2016-10-07,Olympic Park,2016,10,Friday,7,0.0
2016-10-08,Olympic Park,2016,10,Saturday,8,0.0
2016-10-09,Olympic Park,2016,10,Sunday,9,0.0
2016-10-10,Olympic Park,2016,10,Monday,10,0.8
2016-10-11,Olympic Park,2016,10,Tuesday,11,1.4
2016-10-12,Olympic Park,2016,10,Wednesday,12,0.0
2016-10-13,Olympic Park,2016,10,Thursday,13,4.2
2016-10-14,Olympic Park,2016,10,Friday,14,0.2
2016-10-15,Olympic Park,2016,10,Saturday,15,0.0
2016-10-16,Olympic Park,2016,10,Sunday,16,0.0
2016-10-17,Olympic Park,2016,10,Monday,17,9.8
2016-10-18,Olympic Park,2016,10,Tuesday,18,1.0
2016-10-19,Olympic Park,2016,10,Wednesday,19,2.6
2016-10-20,Olympic Park,2016,10,Thursday,20,0.0
2016-10-21,Olympic Park,2016,10,Friday,21,0.0
2016-10-22,Olympic Park,2016,10,Saturday,22,16.4
2016-10-23,Olympic Park,2016,10,Sunday,23,8.8
2016-10-24,Olympic Park,2016,10,Monday,24,0.4
2016-10-25,Olympic Park,2016,10,Tuesday,25,0.2
2016-10-26,Olympic Park,2016,10,Wednesday,26,0.0
2016-10-27,Olympic Park,2016,10,Thursday,27,0.2
2016-10-28,Olympic Park,2016,10,Friday,28,0.0
2016-10-29,Olympic Park,2016,10,Saturday,29,0.0
2016-10-30,Olympic Park,2016,10,Sunday,30,0.0
2016-10-31,Olympic Park,2016,10,Monday,31,1.8
2016-11-01,Olympic Park,2016,11,Tuesday,1,0.4
2016-11-02,Olympic Park,2016,11,Wednesday,2,0.4
2016-11-03,Olympic Park,2016,11,Thursday,3,0.0
2016-11-04,Olympic Park,2016,11,Friday,4,0.0
2016-11-05,Olympic Park,2016,11,Saturday,5,0.0
2016-11-06,Olympic Park,2016,11,Sunday,6,0.0
2016-11-07,Olympic Park,2016,11,Monday,7,0.0
2016-11-08,Olympic Park,2016,11,Tuesday,8,0.2
2016-11-09,Olympic Park,2016,11,Wednesday,9,0.0
2016-11-10,Olympic Park,2016,11,Thursday,10,0.0
2016-11-11,Olympic Park,2016,11,Friday,11,0.0
2016-11-12,Olympic Park,2016,11,Saturday,12,2.0
2016-11-13,Olympic Park,2016,11,Sunday,13,2.0
2016-11-14,Olympic Park,2016,11,Monday,14,8.6
2016-11-15,Olympic Park,2016,11,Tuesday,15,0.0
2016-11-16,Olympic Park,2016,11,Wednesday,16,0.0
2016-11-17,Olympic Park,2016,11,Thursday,17,0.0
2016-11-18,Olympic Park,2016,11,Friday,18,0.0
2016-11-19,Olympic Park,2016,11,Saturday,19,0.0
2016-11-20,Olympic Park,2016,11,Sunday,20,0.0
2016-11-21,Olympic Park,2016,11,Monday,21,0.0
2016-11-22,Olympic Park,2016,11,Tuesday,22,8.6
2016-11-23,Olympic Park,2016,11,Wednesday,23,5.4
2016-11-24,Olympic Park,2016,11,Thursday,24,2.2
2016-11-25,Olympic Park,2016,11,Friday,25,0.8
2016-11-26,Olympic Park,2016,11,Saturday,26,0.0
2016-11-27,Olympic Park,2016,11,Sunday,27,0.4
2016-11-28,Olympic Park,2016,11,Monday,28,0.2
2016-11-29,Olympic Park,2016,11,Tuesday,29,0.2
2016-11-30,Olympic Park,2016,11,Wednesday,30,0.0
2016-12-01,Olympic Park,2016,12,Thursday,1,0.0
2016-12-02,Olympic Park,2016,12,Friday,2,0.0
2016-12-03,Olympic Park,2016,12,Saturday,3,0.0
2016-12-04,Olympic Park,2016,12,Sunday,4,0.0
2016-12-05,Olympic Park,2016,12,Monday,5,2.4
2016-12-06,Olympic Park,2016,12,Tuesday,6,0.0
2016-12-07,Olympic Park,2016,12,Wednesday,7,0.0
2016-12-08,Olympic Park,2016,12,Thursday,8,2.2
2016-12-09,Olympic Park,2016,12,Friday,9,6.6
2016-12-10,Olympic Park,2016,12,Saturday,10,0.2
2016-12-11,Olympic Park,2016,12,Sunday,11,1.0
2016-12-12,Olympic Park,2016,12,Monday,12,0.0
2016-12-13,Olympic Park,2016,12,Tuesday,13,0.0
2016-12-14,Olympic Park,2016,12,Wednesday,14,0.0
2016-12-15,Olympic Park,2016,12,Thursday,15,0.0
2016-12-16,Olympic Park,2016,12,Friday,16,0.0
2016-12-17,Olympic Park,2016,12,Saturday,17,0.0
2016-12-18,Olympic Park,2016,12,Sunday,18,0.0
2016-12-19,Olympic Park,2016,12,Monday,19,0.0
2016-12-20,Olympic Park,2016,12,Tuesday,20,3.0
2016-12-21,Olympic Park,2016,12,Wednesday,21,0.2
2016-12-22,Olympic Park,2016,12,Thursday,22,0.0
2016-12-23,Olympic Park,2016,12,Friday,23,0.0
2016-12-24,Olympic Park,2016,12,Saturday,24,0.8
2016-12-25,Olympic Park,2016,12,Sunday,25,0.2
2016-12-26,Olympic Park,2016,12,Monday,26,0.0
2016-12-27,Olympic Park,2016,12,Tuesday,27,1.6
2016-12-28,Olympic Park,2016,12,Wednesday,28,1.0
2016-12-29,Olympic Park,2016,12,Thursday,29,0.0
2016-12-30,Olympic Park,2016,12,Friday,30,20.4
2016-12-31,Olympic Park,2016,12,Saturday,31,0.0
2017-01-01,Olympic Park,2017,1,Sunday,1,0.0
2017-01-02,Olympic Park,2017,1,Monday,2,0.4
2017-01-03,Olympic Park,2017,1,Tuesday,3,0.4
2017-01-04,Olympic Park,2017,1,Wednesday,4,0.0
2017-01-05,Olympic Park,2017,1,Thursday,5,0.0
2017-01-06,Olympic Park,2017,1,Friday,6,0.0
2017-01-07,Olympic Park,2017,1,Saturday,7,0.0
2017-01-08,Olympic Park,2017,1,Sunday,8,0.0
2017-01-09,Olympic Park,2017,1,Monday,9,0.0
2017-01-10,Olympic Park,2017,1,Tuesday,10,0.0
2017-01-11,Olympic Park,2017,1,Wednesday,11,0.0
2017-01-12,Olympic Park,2017,1,Thursday,12,0.0
2017-01-13,Olympic Park,2017,1,Friday,13,1.4
2017-01-14,Olympic Park,2017,1,Saturday,14,2.6
2017-01-15,Olympic Park,2017,1,Sunday,15,0.0
2017-01-16,Olympic Park,2017,1,Monday,16,0.0
2017-01-17,Olympic Park,2017,1,Tuesday,17,0.0
2017-01-18,Olympic Park,2017,1,Wednesday,18,0.0
2017-01-19,Olympic Park,2017,1,Thursday,19,0.0
2017-01-20,Olympic Park,2017,1,Friday,20,22.6
2017-01-21,Olympic Park,2017,1,Saturday,21,0.6
2017-01-22,Olympic Park,2017,1,Sunday,22,0.0
2017-01-23,Olympic Park,2017,1,Monday,23,0.0
2017-01-24,Olympic Park,2017,1,Tuesday,24,0.6
2017-01-25,Olympic Park,2017,1,Wednesday,25,0.0
2017-01-26,Olympic Park,2017,1,Thursday,26,0.0
2017-01-27,Olympic Park,2017,1,Friday,27,0.0
2017-01-28,Olympic Park,2017,1,Saturday,28,0.0
2017-01-29,Olympic Park,2017,1,Sunday,29,0.0
2017-01-30,Olympic Park,2017,1,Monday,30,0.0
2017-01-31,Olympic Park,2017,1,Tuesday,31,3.0
2017-02-01,Olympic Park,2017,2,Wednesday,1,0.0
2017-02-02,Olympic Park,2017,2,Thursday,2,0.0
2017-02-03,Olympic Park,2017,2,Friday,3,0.0
2017-02-04,Olympic Park,2017,2,Saturday,4,0.0
2017-02-05,Olympic Park,2017,2,Sunday,5,0.0
2017-02-06,Olympic Park,2017,2,Monday,6,32.4
2017-02-07,Olympic Park,2017,2,Tuesday,7,0.0
2017-02-08,Olympic Park,2017,2,Wednesday,8,0.0
2017-02-09,Olympic Park,2017,2,Thursday,9,0.0
2017-02-10,Olympic Park,2017,2,Friday,10,0.0
2017-02-11,Olympic Park,2017,2,Saturday,11,0.0
2017-02-12,Olympic Park,2017,2,Sunday,12,2.0
2017-02-13,Olympic Park,2017,2,Monday,13,0.0
2017-02-14,Olympic Park,2017,2,Tuesday,14,0.6
2017-02-15,Olympic Park,2017,2,Wednesday,15,0.0
2017-02-16,Olympic Park,2017,2,Thursday,16,0.0
2017-02-17,Olympic Park,2017,2,Friday,17,0.0
2017-02-18,Olympic Park,2017,2,Saturday,18,0.0
2017-02-19,Olympic Park,2017,2,Sunday,19,0.0
2017-02-20,Olympic Park,2017,2,Monday,20,3.6
2017-02-21,Olympic Park,2017,2,Tuesday,21,0.2
2017-02-22,Olympic Park,2017,2,Wednesday,22,0.0
2017-02-23,Olympic Park,2017,2,Thursday,23,0.0
2017-02-24,Olympic Park,2017,2,Friday,24,1.4
2017-02-25,Olympic Park,2017,2,Saturday,25,0.0
2017-02-26,Olympic Park,2017,2,Sunday,26,0.0
2017-02-27,Olympic Park,2017,2,Monday,27,0.0
2017-02-28,Olympic Park,2017,2,Tuesday,28,0.0
2017-03-01,Olympic Park,2017,3,Wednesday,1,0.0
2017-03-02,Olympic Park,2017,3,Thursday,2,0.0
2017-03-03,Olympic Park,2017,3,Friday,3,0.0
2017-03-04,Olympic Park,2017,3,Saturday,4,0.0
2017-03-05,Olympic Park,2017,3,Sunday,5,0.2
2017-03-06,Olympic Park,2017,3,Monday,6,0.0
2017-03-07,Olympic Park,2017,3,Tuesday,7,0.0
2017-03-08,Olympic Park,2017,3,Wednesday,8,0.0
2017-03-09,Olympic Park,2017,3,Thursday,9,0.0
2017-03-10,Olympic Park,2017,3,Friday,10,0.0
2017-03-11,Olympic Park,2017,3,Saturday,11,0.0
2017-03-12,Olympic Park,2017,3,Sunday,12,0.0
2017-03-13,Olympic Park,2017,3,Monday,13,0.2
2017-03-14,Olympic Park,2017,3,Tuesday,14,0.0
2017-03-15,Olympic Park,2017,3,Wednesday,15,0.0
2017-03-16,Olympic Park,2017,3,Thursday,16,1.8
2017-03-17,Olympic Park,2017,3,Friday,17,0.0
2017-03-18,Olympic Park,2017,3,Saturday,18,0.0
2017-03-19,Olympic Park,2017,3,Sunday,19,0.0
2017-03-20,Olympic Park,2017,3,Monday,20,0.0
2017-03-21,Olympic Park,2017,3,Tuesday,21,4.4
2017-03-22,Olympic Park,2017,3,Wednesday,22,9.2
2017-03-23,Olympic Park,2017,3,Thursday,23,0.0
2017-03-24,Olympic Park,2017,3,Friday,24,0.0
2017-03-25,Olympic Park,2017,3,Saturday,25,0.0
2017-03-26,Olympic Park,2017,3,Sunday,26,0.0
2017-03-27,Olympic Park,2017,3,Monday,27,0.0
2017-03-28,Olympic Park,2017,3,Tuesday,28,4.2
2017-03-29,Olympic Park,2017,3,Wednesday,29,0.2
2017-03-30,Olympic Park,2017,3,Thursday,30,3.4
2017-03-31,Olympic Park,2017,3,Friday,31,2.8
2017-04-01,Olympic Park,2017,4,Saturday,1,0.0
2017-04-02,Olympic Park,2017,4,Sunday,2,0.4
2017-04-03,Olympic Park,2017,4,Monday,3,0.0
2017-04-04,Olympic Park,2017,4,Tuesday,4,0.0
2017-04-05,Olympic Park,2017,4,Wednesday,5,0.0
2017-04-06,Olympic Park,2017,4,Thursday,6,0.0
2017-04-07,Olympic Park,2017,4,Friday,7,0.0
2017-04-08,Olympic Park,2017,4,Saturday,8,0.0
2017-04-09,Olympic Park,2017,4,Sunday,9,10.6
2017-04-10,Olympic Park,2017,4,Monday,10,25.4
2017-04-11,Olympic Park,2017,4,Tuesday,11,15.4
2017-04-12,Olympic Park,2017,4,Wednesday,12,0.0
2017-04-13,Olympic Park,2017,4,Thursday,13,0.0
2017-04-14,Olympic Park,2017,4,Friday,14,0.0
2017-04-15,Olympic Park,2017,4,Saturday,15,0.0
2017-04-16,Olympic Park,2017,4,Sunday,16,0.0
2017-04-17,Olympic Park,2017,4,Monday,17,0.0
2017-04-18,Olympic Park,2017,4,Tuesday,18,0.0
2017-04-19,Olympic Park,2017,4,Wednesday,19,0.0
2017-04-20,Olympic Park,2017,4,Thursday,20,0.0
2017-04-21,Olympic Park,2017,4,Friday,21,9.4
2017-04-22,Olympic Park,2017,4,Saturday,22,4.6
2017-04-23,Olympic Park,2017,4,Sunday,23,0.0
2017-04-24,Olympic Park,2017,4,Monday,24,0.0
2017-04-25,Olympic Park,2017,4,Tuesday,25,21.6
2017-04-26,Olympic Park,2017,4,Wednesday,26,20.0
2017-04-27,Olympic Park,2017,4,Thursday,27,15.4
2017-04-28,Olympic Park,2017,4,Friday,28,0.4
2017-04-29,Olympic Park,2017,4,Saturday,29,0.2
2017-04-30,Olympic Park,2017,4,Sunday,30,0.0
2017-05-01,Olympic Park,2017,5,Monday,1,0.0
2017-05-02,Olympic Park,2017,5,Tuesday,2,2.4
2017-05-03,Olympic Park,2017,5,Wednesday,3,0.8
2017-05-04,Olympic Park,2017,5,Thursday,4,0.0
2017-05-05,Olympic Park,2017,5,Friday,5,0.0
2017-05-06,Olympic Park,2017,5,Saturday,6,0.2
2017-05-07,Olympic Park,2017,5,Sunday,7,1.4
2017-05-08,Olympic Park,2017,5,Monday,8,1.8
2017-05-09,Olympic Park,2017,5,Tuesday,9,1.6
2017-05-10,Olympic Park,2017,5,Wednesday,10,0.0
2017-05-11,Olympic Park,2017,5,Thursday,11,0.0
2017-05-12,Olympic Park,2017,5,Friday,12,0.0
2017-05-13,Olympic Park,2017,5,Saturday,13,0.2
2017-05-14,Olympic Park,2017,5,Sunday,14,0.0
2017-05-15,Olympic Park,2017,5,Monday,15,0.0
2017-05-16,Olympic Park,2017,5,Tuesday,16,0.0
2017-05-17,Olympic Park,2017,5,Wednesday,17,0.0
2017-05-18,Olympic Park,2017,5,Thursday,18,0.8
2017-05-19,Olympic Park,2017,5,Friday,19,0.0
2017-05-20,Olympic Park,2017,5,Saturday,20,0.0
2017-05-21,Olympic Park,2017,5,Sunday,21,0.0
2017-05-22,Olympic Park,2017,5,Monday,22,0.0
2017-05-23,Olympic Park,2017,5,Tuesday,23,0.0
2017-05-24,Olympic Park,2017,5,Wednesday,24,0.0
2017-05-25,Olympic Park,2017,5,Thursday,25,0.0
2017-05-26,Olympic Park,2017,5,Friday,26,0.0
2017-05-27,Olympic Park,2017,5,Saturday,27,0.0
2017-05-28,Olympic Park,2017,5,Sunday,28,6.8
2017-05-29,Olympic Park,2017,5,Monday,29,1.4
2017-05-30,Olympic Park,2017,5,Tuesday,30,2.2
2017-05-31,Olympic Park,2017,5,Wednesday,31,5.4
2017-06-01,Olympic Park,2017,6,Thursday,1,0.4
2017-06-02,Olympic Park,2017,6,Friday,2,0.0
2017-06-03,Olympic Park,2017,6,Saturday,3,0.0
2017-06-04,Olympic Park,2017,6,Sunday,4,0.0
2017-06-05,Olympic Park,2017,6,Monday,5,0.0
2017-06-06,Olympic Park,2017,6,Tuesday,6,6.4
2017-06-07,Olympic Park,2017,6,Wednesday,7,0.0
2017-06-08,Olympic Park,2017,6,Thursday,8,0.0
2017-06-09,Olympic Park,2017,6,Friday,9,1.8
2017-06-10,Olympic Park,2017,6,Saturday,10,0.0
2017-06-11,Olympic Park,2017,6,Sunday,11,0.2
2017-06-12,Olympic Park,2017,6,Monday,12,0.0
2017-06-13,Olympic Park,2017,6,Tuesday,13,0.0
2017-06-14,Olympic Park,2017,6,Wednesday,14,0.0
2017-06-15,Olympic Park,2017,6,Thursday,15,0.0
2017-06-16,Olympic Park,2017,6,Friday,16,0.0
2017-06-17,Olympic Park,2017,6,Saturday,17,0.0
2017-06-18,Olympic Park,2017,6,Sunday,18,0.0
2017-06-19,Olympic Park,2017,6,Monday,19,0.0
2017-06-20,Olympic Park,2017,6,Tuesday,20,0.0
2017-06-21,Olympic Park,2017,6,Wednesday,21,0.6
2017-06-22,Olympic Park,2017,6,Thursday,22,0.2
2017-06-23,Olympic Park,2017,6,Friday,23,0.0
2017-06-24,Olympic Park,2017,6,Saturday,24,1.4
2017-06-25,Olympic Park,2017,6,Sunday,25,0.0
2017-06-26,Olympic Park,2017,6,Monday,26,1.4
2017-06-27,Olympic Park,2017,6,Tuesday,27,0.0
2017-06-28,Olympic Park,2017,6,Wednesday,28,0.0
2017-06-29,Olympic Park,2017,6,Thursday,29,0.0
2017-06-30,Olympic Park,2017,6,Friday,30,4.4
2017-07-01,Olympic Park,2017,7,Saturday,1,0.0
2017-07-02,Olympic Park,2017,7,Sunday,2,0.0
2017-07-03,Olympic Park,2017,7,Monday,3,0.0
2017-07-04,Olympic Park,2017,7,Tuesday,4,3.0
2017-07-05,Olympic Park,2017,7,Wednesday,5,0.0
2017-07-06,Olympic Park,2017,7,Thursday,6,0.0
2017-07-07,Olympic Park,2017,7,Friday,7,0.0
2017-07-08,Olympic Park,2017,7,Saturday,8,0.0
2017-07-09,Olympic Park,2017,7,Sunday,9,0.8
2017-07-10,Olympic Park,2017,7,Monday,10,0.0
2017-07-11,Olympic Park,2017,7,Tuesday,11,0.4
2017-07-12,Olympic Park,2017,7,Wednesday,12,0.0
2017-07-13,Olympic Park,2017,7,Thursday,13,0.0
2017-07-14,Olympic Park,2017,7,Friday,14,2.0
2017-07-15,Olympic Park,2017,7,Saturday,15,0.0
2017-07-16,Olympic Park,2017,7,Sunday,16,0.0
2017-07-17,Olympic Park,2017,7,Monday,17,0.0
