,Date,day,monthly_index,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
1706,2019-09-03,2,9,Not a public holiday,1.0,9.2,19.6,16.4,796292
1707,2019-09-04,3,9,Not a public holiday,0.0,8.2,18.7,15.1,780565
1708,2019-09-05,4,9,Not a public holiday,3.2,8.7,21.2,14.8,805749
1709,2019-09-06,5,9,Not a public holiday,3.0,11.3,16.0,10.4,891940
1710,2019-09-07,6,9,Not a public holiday,2.2,8.8,12.9,11.3,613002
1711,2019-09-08,7,9,Not a public holiday,4.0,8.2,15.1,9.5,465220
1712,2019-09-09,1,9,Not a public holiday,5.8,6.8,12.8,14.4,686046
1713,2019-09-10,2,9,Not a public holiday,2.2,7.7,14.8,16.1,740234
1714,2019-09-11,3,9,Not a public holiday,0.0,5.0,20.8,17.8,776748
1715,2019-09-12,4,9,Not a public holiday,0.0,11.1,20.8,11.8,781524
1716,2019-09-13,5,9,Not a public holiday,0.0,7.7,18.6,14.0,911881
1717,2019-09-14,6,9,Not a public holiday,0.2,9.3,20.0,18.3,707891
1718,2019-09-15,7,9,Not a public holiday,2.0,12.4,21.8,8.4,477097
1719,2019-09-16,1,9,Not a public holiday,16.8,9.7,12.8,17.7,716250
1720,2019-09-17,2,9,Not a public holiday,0.0,3.6,14.8,19.0,719355
1721,2019-09-18,3,9,Not a public holiday,0.0,4.3,18.9,19.2,755497
1722,2019-09-19,4,9,Not a public holiday,0.0,8.2,24.0,19.4,774466
1723,2019-09-20,5,9,Not a public holiday,0.0,15.7,26.2,14.4,952824
1724,2019-09-21,6,9,Not a public holiday,0.2,14.5,19.4,10.5,566683
1725,2019-09-22,7,9,Not a public holiday,4.4,7.9,15.5,13.6,514555
1726,2019-09-23,1,9,Not a public holiday,2.8,8.9,15.2,13.9,675055
1727,2019-09-24,2,9,Not a public holiday,1.2,8.3,15.1,13.3,730663
1728,2019-09-25,3,9,Not a public holiday,0.0,8.7,16.6,13.1,775666
1729,2019-09-26,4,9,Not a public holiday,0.0,8.3,20.3,19.6,924169
1730,2019-09-27,5,9,Public Holiday,0.0,12.3,18.8,7.4,564241
1731,2019-09-28,6,9,Not a public holiday,0.0,7.2,14.9,17.7,586258
1732,2019-09-29,7,9,Not a public holiday,0.0,9.1,15.8,19.0,508293
1733,2019-09-30,1,9,Not a public holiday,0.0,10.1,14.1,14.4,667134
1734,2019-10-01,2,10,Not a public holiday,0.0,4.2,20.5,21.7,820375
1735,2019-10-02,3,10,Not a public holiday,0.0,9.3,26.5,18.5,850179
1736,2019-10-03,4,10,Not a public holiday,0.0,15.1,29.7,22.0,885373
1737,2019-10-04,5,10,Not a public holiday,0.0,12.5,15.2,11.0,838920
1738,2019-10-05,6,10,Not a public holiday,2.1,7.6,24.3,17.4,775279
1739,2019-10-06,7,10,Not a public holiday,0.0,12.9,24.8,17.4,659508
1740,2019-10-07,1,10,Not a public holiday,0.0,11.6,16.4,15.1,813739
1741,2019-10-08,2,10,Not a public holiday,3.2,9.5,14.2,17.0,762589
1742,2019-10-09,3,10,Not a public holiday,6.2,8.5,15.0,19.3,811329
1743,2019-10-10,4,10,Not a public holiday,0.6,10.2,14.7,12.6,837773
1744,2019-10-11,5,10,Not a public holiday,0.0,9.5,18.9,17.5,1015001
1745,2019-10-12,6,10,Not a public holiday,0.0,8.2,20.4,20.1,891714
1746,2019-10-13,7,10,Not a public holiday,0.0,9.4,23.1,19.6,748319
1747,2019-10-14,1,10,Not a public holiday,0.6,13.6,26.7,20.2,793265
1748,2019-10-15,2,10,Not a public holiday,0.0,13.0,18.0,20.6,828278
1749,2019-10-16,3,10,Not a public holiday,0.0,13.3,20.4,11.4,788110
1750,2019-10-17,4,10,Not a public holiday,4.4,9.5,15.2,9.6,781214
1751,2019-10-18,5,10,Not a public holiday,0.0,7.3,22.1,23.2,952819
1752,2019-10-19,6,10,Not a public holiday,1.6,9.4,15.3,15.8,690292
1753,2019-10-20,7,10,Not a public holiday,0.7,10.0,16.4,14.7,589576
1754,2019-10-21,1,10,Not a public holiday,0.0,11.5,17.0,19.6,794146
1755,2019-10-22,2,10,Not a public holiday,0.0,11.9,19.6,23.7,853214
1756,2019-10-23,3,10,Not a public holiday,0.0,8.2,27.9,26.0,890755
1757,2019-10-24,4,10,Not a public holiday,0.0,13.0,33.8,26.1,849250
1758,2019-10-25,5,10,Not a public holiday,0.6,16.8,21.6,10.0,857501
1759,2019-10-26,6,10,Not a public holiday,4.1,9.6,15.5,17.2,613391
1760,2019-10-27,7,10,Not a public holiday,2.4,10.3,17.0,10.1,542059
1761,2019-10-28,1,10,Not a public holiday,1.2,8.7,21.6,26.3,767990
1762,2019-10-29,2,10,Not a public holiday,0.0,9.7,30.5,27.0,811981
1763,2019-10-30,3,10,Not a public holiday,0.0,13.8,25.1,27.2,832623
1764,2019-10-31,4,10,Not a public holiday,0.0,14.2,33.7,25.5,791985
1765,2019-11-01,5,11,Not a public holiday,0.0,20.0,34.3,22.8,825948
1766,2019-11-02,6,11,Not a public holiday,10.0,15.8,18.9,2.2,524477
1767,2019-11-03,7,11,Not a public holiday,10.2,12.8,20.7,7.8,510692
1768,2019-11-04,1,11,Not a public holiday,1.2,9.5,16.2,11.2,688207
1769,2019-11-05,2,11,Public Holiday,11.2,7.7,19.6,27.4,526734
1770,2019-11-06,3,11,Not a public holiday,0.0,10.5,24.1,19.9,753064
1771,2019-11-07,4,11,Not a public holiday,0.0,11.5,17.7,8.3,726160
1772,2019-11-08,5,11,Not a public holiday,6.8,10.3,15.0,16.1,795093
1773,2019-11-09,6,11,Not a public holiday,7.6,7.6,14.2,9.8,649751
1774,2019-11-10,7,11,Not a public holiday,0.4,10.8,18.1,13.5,575873
1775,2019-11-11,1,11,Not a public holiday,0.0,10.0,29.6,27.4,821511
1776,2019-11-12,2,11,Not a public holiday,0.0,11.5,17.4,12.7,761853
1777,2019-11-13,3,11,Not a public holiday,1.4,9.1,17.3,12.0,813262
1778,2019-11-14,4,11,Not a public holiday,1.0,12.1,22.4,19.7,910529
1779,2019-11-15,5,11,Not a public holiday,0.0,13.0,18.5,12.4,1006649
1780,2019-11-16,6,11,Not a public holiday,0.0,9.2,17.2,23.9,784745
1781,2019-11-17,7,11,Not a public holiday,0.0,10.8,16.2,24.1,666196
1782,2019-11-18,1,11,Not a public holiday,0.0,8.5,26.9,29.9,844785
1783,2019-11-19,2,11,Not a public holiday,0.0,11.4,18.6,27.9,875345
1784,2019-11-20,3,11,Not a public holiday,0.0,9.4,34.7,30.1,923790
1785,2019-11-21,4,11,Not a public holiday,0.0,14.0,40.9,18.8,826092
1786,2019-11-22,5,11,Not a public holiday,0.0,13.6,20.0,28.3,982851
1787,2019-11-23,6,11,Not a public holiday,0.0,10.1,23.8,24.6,802003
1788,2019-11-24,7,11,Not a public holiday,0.0,11.9,23.7,30.6,704113
1789,2019-11-25,1,11,Not a public holiday,0.0,11.4,27.4,18.0,806101
1790,2019-11-26,2,11,Not a public holiday,1.8,11.4,16.4,22.2,777190
1791,2019-11-27,3,11,Not a public holiday,0.0,8.6,24.8,31.0,885819
1792,2019-11-28,4,11,Not a public holiday,0.0,11.4,21.1,30.7,941384
1793,2019-11-29,5,11,Not a public holiday,0.0,11.9,19.7,21.9,997949
1794,2019-11-30,6,11,Not a public holiday,9.2,10.3,18.4,26.7,779345
1795,2019-12-01,7,12,Not a public holiday,0.0,12.2,16.8,9.8,546495
1796,2019-12-02,1,12,Not a public holiday,3.6,9.8,15.5,18.2,749690
1797,2019-12-03,2,12,Not a public holiday,0.0,11.0,22.2,19.2,808277
1798,2019-12-04,3,12,Not a public holiday,0.0,12.1,23.0,20.3,855511
1799,2019-12-05,4,12,Not a public holiday,0.0,12.3,23.9,20.4,919269
1800,2019-12-06,5,12,Not a public holiday,0.0,13.3,20.8,18.2,974729
1801,2019-12-07,6,12,Not a public holiday,0.0,11.2,21.0,30.3,852666
1802,2019-12-08,7,12,Not a public holiday,0.0,13.8,27.6,30.8,720321
1803,2019-12-09,1,12,Not a public holiday,0.0,16.3,38.0,28.6,790868
1804,2019-12-10,2,12,Not a public holiday,0.0,14.3,17.2,22.2,855754
1805,2019-12-11,3,12,Not a public holiday,0.0,13.4,18.1,21.8,881085
1806,2019-12-12,4,12,Not a public holiday,0.0,13.4,18.4,22.7,912221
1807,2019-12-13,5,12,Not a public holiday,0.0,11.4,20.9,24.8,987362
1808,2019-12-14,6,12,Not a public holiday,0.2,14.1,20.1,10.4,813339
1809,2019-12-15,7,12,Not a public holiday,0.0,15.1,21.7,16.4,714535
1810,2019-12-16,1,12,Not a public holiday,0.0,13.0,22.6,21.7,872395
1811,2019-12-17,2,12,Not a public holiday,0.6,12.6,26.3,29.5,899134
1812,2019-12-18,3,12,Not a public holiday,0.0,15.9,40.1,29.3,866384
1813,2019-12-19,4,12,Not a public holiday,0.0,17.2,23.3,29.3,949898
1814,2019-12-20,5,12,Not a public holiday,0.0,13.7,43.5,31.4,743775
1815,2019-12-21,6,12,Not a public holiday,0.0,16.9,20.2,28.3,747902
1816,2019-12-22,7,12,Not a public holiday,0.0,13.1,19.6,31.5,743645
1817,2019-12-23,1,12,Not a public holiday,0.0,12.1,20.0,29.2,879107
1818,2019-12-24,2,12,Not a public holiday,0.0,14.1,24.5,31.4,812729
1819,2019-12-25,3,12,Public Holiday,0.0,14.0,27.9,32.0,526177
1820,2019-12-26,4,12,Public Holiday,0.0,16.5,20.5,26.2,856341
1821,2019-12-27,5,12,Not a public holiday,0.0,13.6,23.9,31.6,796947
1822,2019-12-28,6,12,Not a public holiday,0.0,16.7,28.4,20.6,707433
1823,2019-12-29,7,12,Not a public holiday,0.0,16.8,33.2,31.9,661813
1824,2019-12-30,1,12,Not a public holiday,0.0,19.7,40.8,18.8,534883
1825,2019-12-31,2,12,Not a public holiday,0.0,15.3,21.2,29.3,950487
1826,2020-01-01,3,1,Public Holiday,0.0,11.8,24.9,31.6,710047
1827,2020-01-02,4,1,Not a public holiday,0.0,12.8,25.0,31.6,761505
1828,2020-01-03,5,1,Not a public holiday,0.0,13.7,36.6,30.7,706476
1829,2020-01-04,6,1,Not a public holiday,0.0,18.6,26.8,22.8,638730
1830,2020-01-05,7,1,Not a public holiday,6.0,12.7,16.7,5.1,509848
1831,2020-01-06,1,1,Not a public holiday,7.4,11.9,18.0,2.7,674972
1832,2020-01-07,2,1,Not a public holiday,1.4,12.6,20.1,7.7,757060
1833,2020-01-08,3,1,Not a public holiday,0.0,16.8,23.8,26.9,848374
1834,2020-01-09,4,1,Not a public holiday,0.0,17.9,31.9,29.8,795312
1835,2020-01-10,5,1,Not a public holiday,0.0,20.1,32.9,10.1,765037
1836,2020-01-11,6,1,Not a public holiday,18.0,13.5,19.3,18.2,678899
1837,2020-01-12,7,1,Not a public holiday,0.0,14.2,19.9,21.9,594960
1838,2020-01-13,1,1,Not a public holiday,0.0,12.7,32.2,28.1,776131
1839,2020-01-14,2,1,Not a public holiday,0.0,16.7,33.8,27.4,732120
1840,2020-01-15,3,1,Not a public holiday,0.0,19.5,36.8,20.8,678680
1841,2020-01-16,4,1,Not a public holiday,21.8,15.7,19.6,18.6,826978
1842,2020-01-17,5,1,Not a public holiday,0.0,14.4,24.8,24.4,925091
1843,2020-01-18,6,1,Not a public holiday,0.0,13.9,29.4,27.2,748440
1844,2020-01-19,7,1,Not a public holiday,0.0,17.5,25.5,23.9,641021
1845,2020-01-20,1,1,Not a public holiday,1.0,19.1,21.8,8.8,705198
1846,2020-01-21,2,1,Not a public holiday,47.6,14.8,23.5,28.4,930068
1847,2020-01-22,3,1,Not a public holiday,0.0,14.1,31.7,12.4,863529
1848,2020-01-23,4,1,Not a public holiday,24.8,12.9,22.6,13.4,863262
1849,2020-01-24,5,1,Not a public holiday,1.4,11.7,24.1,20.6,995450
1850,2020-01-25,6,1,Not a public holiday,0.0,13.0,27.4,30.0,804121
1851,2020-01-26,7,1,Not a public holiday,0.0,15.8,23.6,24.0,742737
1852,2020-01-27,1,1,Public Holiday,0.0,12.8,23.1,26.1,543482
1853,2020-01-28,2,1,Not a public holiday,0.0,13.6,25.4,26.5,789363
1854,2020-01-29,3,1,Not a public holiday,0.0,15.2,31.5,29.5,769773
1855,2020-01-30,4,1,Not a public holiday,0.0,16.4,39.4,29.3,742172
1856,2020-01-31,5,1,Not a public holiday,0.0,21.5,42.9,18.3,670285
1857,2020-02-01,6,2,Not a public holiday,1.0,23.5,29.3,1.8,486862
1858,2020-02-02,7,2,Not a public holiday,16.2,14.2,25.1,21.0,569239
1859,2020-02-03,1,2,Not a public holiday,0.2,13.2,17.7,22.7,722177
1860,2020-02-04,2,2,Not a public holiday,0.0,11.3,19.7,28.6,749447
1861,2020-02-05,3,2,Not a public holiday,0.0,10.8,20.1,27.1,780769
1862,2020-02-06,4,2,Not a public holiday,0.0,13.7,25.5,25.0,779050
1863,2020-02-07,5,2,Not a public holiday,0.0,16.5,23.2,18.4,820281
1864,2020-02-08,6,2,Not a public holiday,0.0,17.4,29.4,27.5,650093
1865,2020-02-09,7,2,Not a public holiday,0.0,19.6,28.2,19.9,525946
1866,2020-02-10,1,2,Not a public holiday,1.0,18.5,27.7,15.0,728118
1867,2020-02-11,2,2,Not a public holiday,0.0,19.5,25.9,19.1,775734
1868,2020-02-12,3,2,Not a public holiday,0.0,19.1,27.7,17.3,809328
1869,2020-02-13,4,2,Not a public holiday,0.0,19.4,31.7,26.7,819376
1870,2020-02-14,5,2,Not a public holiday,0.0,20.3,33.7,10.6,848409
1871,2020-02-15,6,2,Not a public holiday,6.2,18.9,19.3,2.4,594842
1872,2020-02-16,7,2,Not a public holiday,2.6,16.9,26.4,23.8,582700
1873,2020-02-17,1,2,Not a public holiday,0.0,15.2,25.6,26.4,837995
1874,2020-02-18,2,2,Not a public holiday,0.2,17.6,21.8,7.3,717675
1875,2020-02-19,3,2,Not a public holiday,38.4,13.3,19.7,12.9,795921
1876,2020-02-20,4,2,Not a public holiday,0.0,14.2,18.7,15.2,906567
1877,2020-02-21,5,2,Not a public holiday,0.0,13.5,19.6,17.1,910750
1878,2020-02-22,6,2,Not a public holiday,0.2,11.4,21.1,25.4,746653
1879,2020-02-23,7,2,Not a public holiday,0.0,13.3,34.0,21.6,596945
1880,2020-02-24,1,2,Not a public holiday,4.8,16.8,23.7,5.4,753323
1881,2020-02-25,2,2,Not a public holiday,5.0,18.4,31.6,10.6,799583
1882,2020-02-26,3,2,Not a public holiday,0.0,16.2,19.2,19.3,885189
1883,2020-02-27,4,2,Not a public holiday,0.0,11.0,19.7,11.1,858469
1884,2020-02-28,5,2,Not a public holiday,0.0,13.1,20.1,17.6,1008015
1885,2020-02-29,6,2,Not a public holiday,3.6,14.7,22.4,22.8,793912
1886,2020-03-01,7,3,Not a public holiday,3.6,13.2,32.1,20.8,604775
1887,2020-03-02,1,3,Not a public holiday,3.6,14.2,18.4,21.1,836533
1888,2020-03-03,2,3,Not a public holiday,0.0,14.7,19.5,15.9,870774
1889,2020-03-04,3,3,Not a public holiday,0.0,13.6,23.5,7.1,859593
1890,2020-03-05,4,3,Not a public holiday,57.2,15.4,20.3,4.3,760767
1891,2020-03-06,5,3,Not a public holiday,8.2,15.9,19.0,12.7,957335
1892,2020-03-07,6,3,Not a public holiday,0.8,15.4,20.0,17.1,804682
1893,2020-03-08,7,3,Not a public holiday,0.0,13.9,22.4,19.5,815622
1894,2020-03-09,1,3,Public Holiday,0.0,12.3,21.0,19.7,696327
1895,2020-03-10,2,3,Not a public holiday,0.0,10.3,22.3,21.9,830344
1896,2020-03-11,3,3,Not a public holiday,0.0,12.6,29.5,15.7,859953
1897,2020-03-12,4,3,Not a public holiday,0.0,16.6,29.5,19.5,868573
1898,2020-03-13,5,3,Not a public holiday,0.0,19.1,26.8,7.3,839718
1899,2020-03-14,6,3,Not a public holiday,1.0,13.1,17.9,12.3,626220
1900,2020-03-15,7,3,Not a public holiday,0.0,12.7,18.8,10.2,483823
1901,2020-03-16,1,3,Not a public holiday,0.0,9.3,26.5,20.6,687934
1902,2020-03-17,2,3,Not a public holiday,0.0,11.6,28.2,19.9,605226
1903,2020-03-18,3,3,Not a public holiday,0.0,17.7,28.3,9.1,508208
1904,2020-03-19,4,3,Not a public holiday,0.0,18.7,30.4,8.2,455613
1905,2020-03-20,5,3,Not a public holiday,0.0,16.1,22.7,12.6,443190
1906,2020-03-21,6,3,Not a public holiday,0.4,14.6,18.4,10.8,300313
1907,2020-03-22,7,3,Not a public holiday,0.2,12.1,18.3,15.2,225833
1908,2020-03-23,1,3,Not a public holiday,0.4,12.7,17.1,9.9,301095
1909,2020-03-24,2,3,Not a public holiday,0.0,8.5,17.9,15.8,222804
1910,2020-03-25,3,3,Not a public holiday,0.0,10.8,17.5,7.6,187953
1911,2020-03-26,4,3,Not a public holiday,0.0,13.7,19.8,15.5,187395
1912,2020-03-27,5,3,Not a public holiday,0.0,13.6,27.6,17.8,185253
1913,2020-03-28,6,3,Not a public holiday,6.4,14.8,27.5,16.9,145835
1914,2020-03-29,7,3,Not a public holiday,6.4,16.5,26.4,9.5,106605
1915,2020-03-30,1,3,Not a public holiday,6.4,15.9,21.7,13.3,151531
1916,2020-03-31,2,3,Not a public holiday,,12.2,21.4,16.9,146546
1917,2020-04-01,3,4,Not a public holiday,0.0,11.0,23.1,15.2,140370
1918,2020-04-02,4,4,Not a public holiday,24.6,12.4,20.7,4.2,109338
1919,2020-04-03,5,4,Not a public holiday,16.4,13.7,23.2,12.0,144579
1920,2020-04-04,6,4,Not a public holiday,36.0,12.8,16.6,6.1,88016
1921,2020-04-05,7,4,Not a public holiday,0.0,9.5,16.9,4.5,78956
1922,2020-04-06,1,4,Not a public holiday,6.4,10.7,16.5,11.5,131227
1923,2020-04-07,2,4,Not a public holiday,1.4,11.9,16.4,9.5,131812
1924,2020-04-08,3,4,Not a public holiday,1.2,11.7,18.6,10.7,134045
1925,2020-04-09,4,4,Not a public holiday,0.0,8.9,21.2,15.8,160315
1926,2020-04-10,5,4,Public Holiday,0.4,12.7,22.0,9.5,95903
1927,2020-04-10,5,4,Public Holiday,0.4,12.7,22.0,9.5,95903
1928,2020-04-11,6,4,Public Holiday,3.0,13.0,15.7,11.3,104551
1929,2020-04-12,7,4,Public Holiday,3.0,11.0,15.3,7.7,92175
1930,2020-04-13,1,4,Public Holiday,0.0,12.2,18.3,14.3,110739
1931,2020-04-14,2,4,Not a public holiday,0.8,12.1,23.4,11.1,137733
1932,2020-04-15,3,4,Not a public holiday,0.0,15.6,23.5,11.8,140878
1933,2020-04-16,4,4,Not a public holiday,0.4,15.4,21.5,11.3,141992
1934,2020-04-17,5,4,Not a public holiday,0.0,11.4,18.4,10.1,147498
1935,2020-04-18,6,4,Not a public holiday,0.0,12.9,16.4,7.9,134233
1936,2020-04-19,7,4,Not a public holiday,0.0,11.2,19.4,11.3,132400
1937,2020-04-20,1,4,Not a public holiday,3.8,12.0,20.8,8.1,137402
1938,2020-04-21,2,4,Not a public holiday,0.0,8.5,19.6,9.8,153021
1939,2020-04-22,3,4,Not a public holiday,0.0,12.8,18.2,8.8,148798
1940,2020-04-23,4,4,Not a public holiday,0.0,9.6,19.7,9.7,148066
1941,2020-04-24,5,4,Not a public holiday,0.8,15.1,22.3,12.7,172623
1942,2020-04-25,6,4,Public Holiday,0.0,10.5,21.7,10.4,148266
1943,2020-04-26,7,4,Not a public holiday,18.0,15.4,17.7,6.6,129543
1944,2020-04-27,1,4,Not a public holiday,0.6,8.1,18.1,12.5,156664
1945,2020-04-28,2,4,Not a public holiday,0.0,7.1,18.9,10.4,157524
1946,2020-04-29,3,4,Not a public holiday,4.4,11.2,19.8,3.6,113181
1947,2020-04-30,4,4,Not a public holiday,24.4,8.9,15.5,5.4,143780
1948,2020-05-01,5,5,Not a public holiday,7.0,7.6,13.0,5.1,141674
1949,2020-05-02,6,5,Not a public holiday,2.6,8.3,14.2,6.2,145380
1950,2020-05-03,7,5,Not a public holiday,2.0,9.8,15.0,8.3,147257
1951,2020-05-04,1,5,Not a public holiday,0.4,9.4,14.8,7.0,159790
1952,2020-05-05,2,5,Not a public holiday,0.0,8.0,19.5,11.6,186163
1953,2020-05-06,3,5,Not a public holiday,0.0,10.2,20.1,9.7,172842
1954,2020-05-07,4,5,Not a public holiday,0.0,15.1,21.1,6.2,176481
1955,2020-05-08,5,5,Not a public holiday,0.0,12.6,19.6,10.7,202277
1956,2020-05-09,6,5,Not a public holiday,7.6,12.6,14.0,5.4,141747
1957,2020-05-10,7,5,Not a public holiday,1.0,7.2,14.5,9.0,155927
1958,2020-05-11,1,5,Not a public holiday,0.0,7.8,17.1,7.5,173860
1959,2020-05-12,2,5,Not a public holiday,0.0,10.3,14.8,8.5,188782
1960,2020-05-13,3,5,Not a public holiday,2.8,10.4,14.5,8.9,189478
1961,2020-05-14,4,5,Not a public holiday,3.0,6.6,14.7,9.8,204745
1962,2020-05-15,5,5,Not a public holiday,0.0,4.5,15.3,10.8,220671
1963,2020-05-16,6,5,Not a public holiday,0.0,4.5,18.0,10.7,243777
1964,2020-05-17,7,5,Not a public holiday,0.0,5.1,18.5,10.6,209891
1965,2020-05-18,1,5,Not a public holiday,0.0,5.5,19.4,10.5,212654
1966,2020-05-19,2,5,Not a public holiday,0.0,8.1,17.7,4.9,206803
1967,2020-05-20,3,5,Not a public holiday,16.8,10.3,15.8,7.8,212677
1968,2020-05-21,4,5,Not a public holiday,15.2,9.4,13.7,6.6,180951
1969,2020-05-22,5,5,Not a public holiday,12.6,9.1,13.6,7.8,237926
1970,2020-05-23,6,5,Not a public holiday,7.0,9.4,13.5,5.8,191495
1971,2020-05-24,7,5,Not a public holiday,4.2,10.9,13.8,7.9,220919
1972,2020-05-25,1,5,Not a public holiday,0.0,5.5,16.0,10.0,235486
1973,2020-05-26,2,5,Not a public holiday,0.0,5.4,18.5,9.4,240028
1974,2020-05-27,3,5,Not a public holiday,0.0,5.9,17.1,7.8,236249
1975,2020-05-28,4,5,Not a public holiday,0.0,12.1,17.6,6.7,243175
1976,2020-05-29,5,5,Not a public holiday,0.0,7.2,17.1,9.6,269224
1977,2020-05-30,6,5,Not a public holiday,0.0,8.1,17.1,9.3,280741
1978,2020-05-31,7,5,Not a public holiday,0.6,12.4,17.8,8.0,228556
1979,2020-06-01,1,6,Not a public holiday,5.2,9.3,11.2,2.6,182143
1980,2020-06-02,2,6,Not a public holiday,11.2,8.4,15.6,4.9,262218
1981,2020-06-03,3,6,Not a public holiday,0.6,10.5,14.1,7.3,263772
1982,2020-06-04,4,6,Not a public holiday,0.0,9.3,13.8,9.3,283864
1983,2020-06-05,5,6,Not a public holiday,0.0,4.1,14.6,9.4,316827
1984,2020-06-06,6,6,Not a public holiday,0.0,6.0,13.3,6.6,359986
1985,2020-06-07,7,6,Not a public holiday,0.4,7.9,11.8,6.3,264443
1986,2020-06-08,1,6,Public Holiday,0.0,4.5,12.6,8.8,249712
1987,2020-06-09,2,6,Not a public holiday,0.0,2.0,15.3,9.3,265769
1988,2020-06-10,3,6,Not a public holiday,0.0,3.9,16.7,8.8,275125
1989,2020-06-11,4,6,Not a public holiday,0.0,4.5,16.9,9.1,278315
1990,2020-06-12,5,6,Not a public holiday,0.0,4.2,15.3,9.2,318808
1991,2020-06-13,6,6,Not a public holiday,0.0,5.7,16.4,3.4,319338
1992,2020-06-14,7,6,Not a public holiday,5.8,10.4,15.2,8.0,273561
1993,2020-06-15,1,6,Not a public holiday,0.4,11.6,18.4,8.0,274560
1994,2020-06-16,2,6,Not a public holiday,0.0,13.0,17.9,6.7,269431
1995,2020-06-17,3,6,Not a public holiday,0.6,10.2,14.6,8.5,291197
1996,2020-06-18,4,6,Not a public holiday,0.0,4.6,16.9,9.1,309546
1997,2020-06-19,5,6,Not a public holiday,0.0,6.4,17.8,8.6,352116
1998,2020-06-20,6,6,Not a public holiday,2.0,12.8,16.9,8.5,369257
1999,2020-06-21,7,6,Not a public holiday,0.2,6.9,12.0,4.9,242993
2000,2020-06-22,1,6,Not a public holiday,0.0,8.1,13.0,5.5,239458
2001,2020-06-23,2,6,Not a public holiday,2.8,9.0,14.4,8.4,287369
2002,2020-06-24,3,6,Not a public holiday,0.4,10.1,14.9,8.0,287822
2003,2020-06-25,4,6,Not a public holiday,0.0,10.2,15.9,5.0,276787
2004,2020-06-26,5,6,Not a public holiday,1.2,7.9,13.8,8.8,320547
2005,2020-06-27,6,6,Not a public holiday,0.0,6.2,13.1,7.9,324347
2006,2020-06-28,7,6,Not a public holiday,0.0,1.7,12.5,9.3,270759
2007,2020-06-29,1,6,Not a public holiday,0.0,2.2,15.4,9.3,275117
2008,2020-06-30,2,6,Not a public holiday,0.0,3.0,15.2,7.7,268592
2009,2020-07-01,3,7,Not a public holiday,0.0,9.8,17.4,9.1,286445
2010,2020-07-02,4,7,Not a public holiday,1.2,10.2,15.1,7.3,275972
2011,2020-07-03,5,7,Not a public holiday,0.2,7.7,10.3,4.1,229911
2012,2020-07-04,6,7,Not a public holiday,8.8,6.5,14.5,5.7,244462
2013,2020-07-05,7,7,Not a public holiday,5.2,8.9,12.5,6.5,206853
2014,2020-07-06,1,7,Not a public holiday,1.2,8.1,13.1,5.8,223914
2015,2020-07-07,2,7,Not a public holiday,1.6,8.9,11.8,4.8,235809
2016,2020-07-08,3,7,Not a public holiday,0.2,4.9,15.7,9.4,286385
2017,2020-07-09,4,7,Not a public holiday,0.0,5.7,17.2,8.5,168416
2018,2020-07-10,5,7,Not a public holiday,0.0,6.4,16.9,7.9,179151
2019,2020-07-11,6,7,Not a public holiday,0.4,7.3,11.4,3.3,104606
2020,2020-07-12,7,7,Not a public holiday,6.0,9.0,14.2,8.3,125107
2021,2020-07-13,1,7,Not a public holiday,2.4,8.7,15.1,7.4,165339
2022,2020-07-14,2,7,Not a public holiday,0.0,7.7,14.2,7.6,171574
2023,2020-07-15,3,7,Not a public holiday,0.0,6.2,14.7,9.4,171848
2024,2020-07-16,4,7,Not a public holiday,0.0,4.2,11.5,8.7,166468
2025,2020-07-17,5,7,Not a public holiday,0.0,3.1,12.8,7.4,165596
2026,2020-07-18,6,7,Not a public holiday,0.6,4.0,12.5,8.3,134137
2027,2020-07-19,7,7,Not a public holiday,0.0,8.2,15.3,7.6,118789
2028,2020-07-20,1,7,Not a public holiday,1.0,7.6,13.8,8.2,140749
2029,2020-07-21,2,7,Not a public holiday,0.8,7.2,12.9,8.1,153368
2030,2020-07-22,3,7,Not a public holiday,0.0,8.1,13.3,8.4,146985
2031,2020-07-23,4,7,Not a public holiday,2.4,8.1,12.0,7.5,141065
2032,2020-07-24,5,7,Not a public holiday,0.0,6.1,13.5,10.5,153554
2033,2020-07-25,6,7,Not a public holiday,0.0,4.3,12.2,9.6,137900
2034,2020-07-26,7,7,Not a public holiday,0.0,5.0,12.8,7.2,117338
2035,2020-07-27,1,7,Not a public holiday,0.0,7.4,13.5,7.3,131252
2036,2020-07-28,2,7,Not a public holiday,0.4,9.6,15.6,8.0,148614
2037,2020-07-29,3,7,Not a public holiday,0.0,8.6,16.3,9.0,152917
2038,2020-07-30,4,7,Not a public holiday,0.0,8.0,14.2,11.3,153188
2039,2020-07-31,5,7,Not a public holiday,0.0,3.4,17.1,11.3,157252
2040,2020-08-01,6,8,Not a public holiday,0.0,5.7,16.4,11.1,143025
2041,2020-08-02,7,8,Not a public holiday,0.0,9.0,18.2,11.7,135447
2042,2020-08-03,1,8,Not a public holiday,0.0,7.5,16.0,10.2,108170
2043,2020-08-04,2,8,Not a public holiday,1.2,5.1,10.5,10.0,105627
2044,2020-08-05,3,8,Not a public holiday,0.0,4.7,11.3,9.6,111230
