,Date,day,monthly_index,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
681,2016-11-12,6,11,Not a public holiday,2.2,13.2,25.5,17.0,552046
682,2016-11-13,7,11,Not a public holiday,2.4,11.7,19.0,9.7,401012
683,2016-11-14,1,11,Not a public holiday,9.2,11.5,15.9,14.8,540300
684,2016-11-15,2,11,Not a public holiday,0.0,11.0,19.2,17.1,595708
685,2016-11-16,3,11,Not a public holiday,0.0,11.9,21.6,25.8,634224
686,2016-11-17,4,11,Not a public holiday,0.0,12.0,31.4,28.8,695865
687,2016-11-18,5,11,Not a public holiday,0.0,15.3,18.9,15.6,698643
688,2016-11-19,6,11,Not a public holiday,0.0,11.7,19.4,29.9,603565
689,2016-11-20,7,11,Not a public holiday,0.0,11.9,33.3,22.1,489189
690,2016-11-21,1,11,Not a public holiday,0.0,17.9,35.0,19.8,526122
691,2016-11-22,2,11,Not a public holiday,9.8,14.5,14.9,1.5,525429
692,2016-11-23,3,11,Not a public holiday,8.4,11.0,16.8,16.9,591795
693,2016-11-24,4,11,Not a public holiday,8.4,10.3,17.0,21.6,628981
694,2016-11-25,5,11,Not a public holiday,1.2,10.9,17.9,15.7,703727
695,2016-11-26,6,11,Not a public holiday,0.0,12.2,17.4,18.8,596664
696,2016-11-27,7,11,Not a public holiday,0.8,11.6,16.3,10.1,472314
697,2016-11-28,1,11,Not a public holiday,0.4,12.2,19.6,24.4,641418
698,2016-11-29,2,11,Not a public holiday,0.2,10.4,20.0,31.0,625369
699,2016-11-30,3,11,Not a public holiday,0.0,13.3,18.9,9.6,616452
700,2016-12-01,4,12,Not a public holiday,0.0,12.9,21.9,28.0,646101
701,2016-12-02,5,12,Not a public holiday,0.0,13.0,21.6,29.7,719944
702,2016-12-03,6,12,Not a public holiday,0.0,9.9,23.9,31.2,602893
703,2016-12-04,7,12,Not a public holiday,0.0,12.7,31.7,14.1,420349
704,2016-12-05,1,12,Not a public holiday,2.8,16.9,21.5,21.6,590254
705,2016-12-06,2,12,Not a public holiday,2.6,12.8,20.8,24.2,631488
706,2016-12-07,3,12,Not a public holiday,0.0,10.5,28.3,30.8,704094
707,2016-12-08,4,12,Not a public holiday,2.6,15.4,23.2,11.6,679139
708,2016-12-09,5,12,Not a public holiday,7.2,10.0,17.3,23.2,768011
709,2016-12-10,6,12,Not a public holiday,0.6,11.2,18.8,24.2,643880
710,2016-12-11,7,12,Not a public holiday,1.2,12.9,19.3,27.0,545013
711,2016-12-12,1,12,Not a public holiday,0.0,10.7,32.8,30.0,647059
712,2016-12-13,2,12,Not a public holiday,0.0,16.5,36.3,14.1,615701
713,2016-12-14,3,12,Not a public holiday,0.0,15.7,19.3,21.3,655230
714,2016-12-15,4,12,Not a public holiday,0.0,11.7,18.6,30.8,691219
715,2016-12-16,5,12,Not a public holiday,0.0,9.7,25.5,20.5,761279
716,2016-12-17,6,12,Not a public holiday,0.0,15.1,20.9,22.5,578366
717,2016-12-18,7,12,Not a public holiday,0.0,10.0,17.5,30.3,504656
718,2016-12-19,1,12,Not a public holiday,0.0,8.8,30.2,29.3,641861
719,2016-12-20,2,12,Not a public holiday,3.4,14.4,21.5,26.0,658083
720,2016-12-21,3,12,Not a public holiday,0.0,13.5,19.9,28.8,716383
721,2016-12-22,4,12,Not a public holiday,0.0,14.6,20.0,29.6,730382
722,2016-12-23,5,12,Not a public holiday,0.0,12.5,26.3,28.7,688455
723,2016-12-24,6,12,Not a public holiday,1.1,16.2,34.9,26.3,444984
724,2016-12-25,7,12,Public Holiday,0.0,16.4,36.3,32.3,308541
725,2016-12-26,1,12,Public Holiday,0.0,25.4,29.3,10.2,499610
726,2016-12-27,2,12,Public Holiday,2.0,18.0,29.8,5.8,459541
727,2016-12-28,3,12,Not a public holiday,1.4,20.3,38.2,15.1,505524
728,2016-12-29,4,12,Not a public holiday,0.0,27.0,33.5,15.7,423814
729,2016-12-30,5,12,Not a public holiday,22.8,20.1,27.8,28.8,529935
730,2016-12-31,6,12,Not a public holiday,0.0,17.3,23.8,30.8,626809
731,2017-01-01,7,1,Public Holiday,0.0,16.8,21.1,8.5,492152
732,2017-01-02,1,1,Public Holiday,0.8,14.8,17.8,7.8,355156
733,2017-01-03,2,1,Not a public holiday,0.4,14.6,19.5,25.9,529411
734,2017-01-04,3,1,Not a public holiday,0.0,13.3,29.3,31.6,539839
735,2017-01-05,4,1,Not a public holiday,0.0,18.5,31.7,29.7,530787
736,2017-01-06,5,1,Not a public holiday,0.0,18.3,35.2,30.1,483188
737,2017-01-07,6,1,Not a public holiday,0.0,20.9,36.7,28.5,347200
738,2017-01-08,7,1,Not a public holiday,0.0,28.0,33.1,29.3,326441
739,2017-01-09,1,1,Not a public holiday,0.0,18.5,24.4,14.3,497620
740,2017-01-10,2,1,Not a public holiday,0.0,17.7,26.2,28.6,503211
741,2017-01-11,3,1,Not a public holiday,0.0,16.6,24.3,25.9,527067
742,2017-01-12,4,1,Not a public holiday,0.0,14.9,26.5,30.7,564571
743,2017-01-13,5,1,Not a public holiday,1.8,17.5,28.8,1.3,532048
744,2017-01-14,6,1,Not a public holiday,3.2,15.2,23.5,16.5,456663
745,2017-01-15,7,1,Not a public holiday,0.0,15.2,21.5,22.7,465708
746,2017-01-16,1,1,Not a public holiday,0.0,12.2,32.7,30.5,543821
747,2017-01-17,2,1,Not a public holiday,0.0,16.4,37.8,25.5,526535
748,2017-01-18,3,1,Not a public holiday,0.0,15.6,20.8,27.5,600457
749,2017-01-19,4,1,Not a public holiday,0.0,11.0,23.4,29.7,620063
750,2017-01-20,5,1,Not a public holiday,22.6,16.1,20.8,13.2,642266
751,2017-01-21,6,1,Not a public holiday,0.6,15.3,22.6,25.1,539631
752,2017-01-22,7,1,Not a public holiday,0.0,12.7,29.6,30.3,445390
753,2017-01-23,1,1,Not a public holiday,0.0,17.8,36.7,19.2,514257
754,2017-01-24,2,1,Not a public holiday,0.8,19.1,22.0,27.6,567696
755,2017-01-25,3,1,Not a public holiday,0.0,13.5,21.1,29.8,632096
756,2017-01-26,4,1,Public Holiday,0.0,16.4,21.2,16.9,512310
757,2017-01-27,5,1,Not a public holiday,0.0,17.0,23.6,29.3,587002
758,2017-01-28,6,1,Not a public holiday,0.0,15.0,29.2,29.2,533550
759,2017-01-29,7,1,Not a public holiday,0.0,15.1,27.0,29.4,482085
760,2017-01-30,1,1,Not a public holiday,0.0,17.8,30.0,3.7,478125
761,2017-01-31,2,1,Not a public holiday,3.0,16.5,22.1,26.8,530324
762,2017-02-01,3,2,Not a public holiday,0.0,14.3,20.6,9.3,528084
763,2017-02-02,4,2,Not a public holiday,0.0,14.2,24.1,28.2,554782
764,2017-02-03,5,2,Not a public holiday,0.0,15.4,27.6,28.1,616024
765,2017-02-04,6,2,Not a public holiday,0.0,14.6,35.9,27.3,446105
766,2017-02-05,7,2,Not a public holiday,0.0,18.5,30.7,9.3,327077
767,2017-02-06,1,2,Not a public holiday,38.4,15.1,18.0,3.9,467318
768,2017-02-07,2,2,Not a public holiday,0.0,15.4,27.6,27.9,535170
769,2017-02-08,3,2,Not a public holiday,0.0,16.5,36.0,27.7,523366
770,2017-02-09,4,2,Not a public holiday,0.0,20.3,36.0,24.4,493460
771,2017-02-10,5,2,Not a public holiday,0.0,18.7,27.1,21.3,603611
772,2017-02-11,6,2,Not a public holiday,0.0,18.5,24.6,21.0,475673
773,2017-02-12,7,2,Not a public holiday,2.2,15.1,19.9,12.6,370499
774,2017-02-13,1,2,Not a public holiday,0.0,14.0,21.0,20.5,514714
775,2017-02-14,2,2,Not a public holiday,0.4,14.5,19.5,15.6,594850
776,2017-02-15,3,2,Not a public holiday,0.0,10.0,31.5,26.0,574688
777,2017-02-16,4,2,Not a public holiday,0.0,14.9,23.6,23.2,565850
778,2017-02-17,5,2,Not a public holiday,0.0,13.7,25.5,18.4,640067
779,2017-02-18,6,2,Not a public holiday,0.0,13.3,18.9,16.1,634328
780,2017-02-19,7,2,Not a public holiday,0.0,11.7,17.3,9.9,451979
781,2017-02-20,1,2,Not a public holiday,4.4,11.6,20.3,22.4,543044
782,2017-02-21,2,2,Not a public holiday,0.0,10.1,24.0,25.0,587453
783,2017-02-22,3,2,Not a public holiday,0.0,12.8,33.3,23.1,586389
784,2017-02-23,4,2,Not a public holiday,0.0,15.9,25.0,23.5,609664
785,2017-02-24,5,2,Not a public holiday,1.6,15.8,20.0,13.2,632265
786,2017-02-25,6,2,Not a public holiday,0.0,13.7,19.4,23.9,533816
787,2017-02-26,7,2,Not a public holiday,0.0,13.2,29.8,24.2,482188
788,2017-02-27,1,2,Not a public holiday,0.0,15.6,33.1,23.9,565819
789,2017-02-28,2,2,Not a public holiday,0.0,17.3,33.6,23.6,585790
790,2017-03-01,3,3,Not a public holiday,0.0,16.6,30.5,23.7,589251
791,2017-03-02,4,3,Not a public holiday,0.0,17.7,23.3,22.0,607676
792,2017-03-03,5,3,Not a public holiday,0.0,18.1,28.6,18.1,656703
793,2017-03-04,6,3,Not a public holiday,0.0,16.1,27.4,23.0,500791
794,2017-03-05,7,3,Not a public holiday,0.4,17.6,25.4,16.8,389513
795,2017-03-06,1,3,Not a public holiday,0.0,17.7,27.4,22.3,577509
796,2017-03-07,2,3,Not a public holiday,0.0,15.0,28.2,22.4,602277
797,2017-03-08,3,3,Not a public holiday,0.0,14.2,31.5,22.1,610525
798,2017-03-09,4,3,Not a public holiday,0.0,15.0,32.3,21.1,609418
799,2017-03-10,5,3,Not a public holiday,0.0,18.5,23.8,19.4,724976
800,2017-03-11,6,3,Not a public holiday,0.0,18.0,26.4,13.9,620789
801,2017-03-12,7,3,Not a public holiday,0.0,17.9,27.1,19.6,629251
802,2017-03-13,1,3,Public Holiday,0.0,15.7,24.3,20.7,566090
803,2017-03-14,2,3,Not a public holiday,0.0,18.8,32.7,20.8,558199
804,2017-03-15,3,3,Not a public holiday,0.0,20.8,33.2,18.9,536590
805,2017-03-16,4,3,Not a public holiday,2.4,21.7,23.0,4.8,552435
806,2017-03-17,5,3,Not a public holiday,0.0,15.8,22.1,20.1,665697
807,2017-03-18,6,3,Not a public holiday,0.0,12.4,30.8,19.9,534489
808,2017-03-19,7,3,Not a public holiday,0.0,14.5,33.5,19.7,425861
809,2017-03-20,1,3,Not a public holiday,0.0,19.3,28.0,11.3,511016
810,2017-03-21,2,3,Not a public holiday,4.6,19.9,26.1,6.1,506996
811,2017-03-22,3,3,Not a public holiday,10.4,17.8,21.8,7.3,528266
812,2017-03-23,4,3,Not a public holiday,0.0,16.2,25.1,17.2,606242
813,2017-03-24,5,3,Not a public holiday,0.0,13.9,24.7,16.1,678432
814,2017-03-25,6,3,Not a public holiday,0.0,15.3,29.7,13.5,538991
815,2017-03-26,7,3,Not a public holiday,0.0,19.3,26.7,14.6,422543
816,2017-03-27,1,3,Not a public holiday,0.0,19.3,31.9,7.6,491361
817,2017-03-28,2,3,Not a public holiday,5.8,11.9,24.3,17.8,555793
818,2017-03-29,3,3,Not a public holiday,0.0,13.9,27.2,14.7,546584
819,2017-03-30,4,3,Not a public holiday,2.8,10.2,17.9,13.0,568509
820,2017-03-31,5,3,Not a public holiday,2.8,10.1,17.9,12.3,676940
821,2017-04-01,6,4,Not a public holiday,0.0,10.0,19.0,13.5,542796
822,2017-04-02,7,4,Not a public holiday,0.2,11.7,18.2,10.1,486547
823,2017-04-03,1,4,Not a public holiday,0.0,8.2,21.5,16.8,601181
824,2017-04-04,2,4,Not a public holiday,0.0,10.0,24.4,16.4,662872
825,2017-04-05,3,4,Not a public holiday,0.0,11.0,25.4,15.8,670232
826,2017-04-06,4,4,Not a public holiday,0.0,12.0,26.6,13.5,695848
827,2017-04-07,5,4,Not a public holiday,0.0,12.7,26.2,15.6,760918
828,2017-04-08,6,4,Not a public holiday,0.0,18.6,28.1,13.8,505220
829,2017-04-09,7,4,Not a public holiday,14.2,11.7,15.2,6.5,424488
830,2017-04-10,1,4,Not a public holiday,25.6,9.0,17.0,3.0,511858
831,2017-04-11,2,4,Not a public holiday,14.4,12.3,18.5,13.5,623054
832,2017-04-12,3,4,Not a public holiday,0.0,10.8,19.3,14.0,656443
833,2017-04-13,4,4,Not a public holiday,0.0,10.9,22.2,13.9,699563
834,2017-04-14,5,4,Public Holiday,0.0,13.0,17.9,8.9,471177
835,2017-04-15,6,4,Public Holiday,0.0,11.8,17.3,9.7,539783
836,2017-04-16,7,4,Public Holiday,0.0,9.9,22.6,10.1,472596
837,2017-04-17,1,4,Public Holiday,0.0,11.1,18.3,10.9,401430
838,2017-04-18,2,4,Not a public holiday,0.0,9.5,20.4,13.7,563015
839,2017-04-19,3,4,Not a public holiday,0.0,13.0,26.9,12.7,580933
840,2017-04-20,4,4,Not a public holiday,0.0,14.6,26.5,12.4,622035
841,2017-04-21,5,4,Not a public holiday,9.8,16.5,20.9,3.6,611644
842,2017-04-22,6,4,Not a public holiday,5.5,16.9,22.5,11.8,556652
843,2017-04-23,7,4,Not a public holiday,5.4,14.4,21.8,11.9,490646
844,2017-04-24,1,4,Not a public holiday,0.4,15.9,24.7,9.9,584798
845,2017-04-25,2,4,Public Holiday,27.8,16.2,17.7,5.8,416005
846,2017-04-26,3,4,Not a public holiday,20.6,10.1,14.5,6.4,518284
847,2017-04-27,4,4,Not a public holiday,18.0,8.3,15.6,7.1,534711
848,2017-04-28,5,4,Not a public holiday,0.8,9.4,19.8,6.0,636174
849,2017-04-29,6,4,Not a public holiday,0.0,14.9,18.1,7.9,507620
850,2017-04-30,7,4,Not a public holiday,0.0,13.6,17.8,7.3,427828
851,2017-05-01,1,5,Not a public holiday,0.0,13.6,20.4,8.7,500172
852,2017-05-02,2,5,Not a public holiday,2.8,10.4,15.2,9.4,521670
853,2017-05-03,3,5,Not a public holiday,1.2,7.4,15.3,10.8,559569
854,2017-05-04,4,5,Not a public holiday,0.0,5.8,16.9,12.0,600993
855,2017-05-05,5,5,Not a public holiday,0.0,6.2,20.5,10.6,668528
856,2017-05-06,6,5,Not a public holiday,0.0,9.6,20.0,6.1,491693
857,2017-05-07,7,5,Not a public holiday,2.0,8.9,14.8,9.4,402430
858,2017-05-08,1,5,Not a public holiday,2.6,10.1,15.8,7.2,492725
859,2017-05-09,2,5,Not a public holiday,1.2,10.9,15.9,7.3,538218
860,2017-05-10,3,5,Not a public holiday,0.0,8.1,17.7,11.3,568189
861,2017-05-11,4,5,Not a public holiday,0.0,6.1,16.5,8.6,567444
862,2017-05-12,5,5,Not a public holiday,0.0,5.9,19.5,9.9,642942
863,2017-05-13,6,5,Not a public holiday,0.0,8.4,15.6,10.1,532369
864,2017-05-14,7,5,Not a public holiday,0.0,6.4,15.1,7.7,454015
865,2017-05-15,1,5,Not a public holiday,0.0,6.3,16.9,8.2,510207
866,2017-05-16,2,5,Not a public holiday,0.0,5.6,18.2,9.0,540831
867,2017-05-17,3,5,Not a public holiday,0.4,7.6,17.0,3.8,572565
868,2017-05-18,4,5,Not a public holiday,0.0,10.7,20.2,9.8,577407
869,2017-05-19,5,5,Not a public holiday,1.0,10.2,17.8,2.5,616429
870,2017-05-20,6,5,Not a public holiday,0.2,10.2,19.3,9.8,550704
871,2017-05-21,7,5,Not a public holiday,0.0,10.8,18.7,6.8,425269
872,2017-05-22,1,5,Not a public holiday,0.0,10.4,20.3,10.1,530489
873,2017-05-23,2,5,Not a public holiday,0.0,12.8,19.3,7.4,532285
874,2017-05-24,3,5,Not a public holiday,0.0,11.7,17.1,8.0,553415
875,2017-05-25,4,5,Not a public holiday,0.0,13.7,18.5,5.7,558028
876,2017-05-26,5,5,Not a public holiday,0.0,13.1,18.0,8.2,639163
877,2017-05-27,6,5,Not a public holiday,0.0,11.9,17.8,8.3,511893
878,2017-05-28,7,5,Not a public holiday,8.0,10.2,15.3,7.6,361337
879,2017-05-29,1,5,Not a public holiday,1.6,7.7,14.8,8.0,494117
880,2017-05-30,2,5,Not a public holiday,3.0,9.3,13.1,6.9,490358
881,2017-05-31,3,5,Not a public holiday,5.6,6.7,13.0,8.5,474685
882,2017-06-01,4,6,Not a public holiday,1.2,7.9,13.9,4.7,509074
883,2017-06-02,5,6,Not a public holiday,0.0,8.0,14.7,7.3,625069
884,2017-06-03,6,6,Not a public holiday,1.0,9.9,14.3,8.3,515674
885,2017-06-04,7,6,Not a public holiday,0.0,4.4,15.8,9.3,409450
886,2017-06-05,1,6,Not a public holiday,0.0,5.6,17.5,5.0,510095
887,2017-06-06,2,6,Not a public holiday,6.4,8.7,13.9,6.3,518925
888,2017-06-07,3,6,Not a public holiday,0.0,5.9,14.3,9.2,570696
889,2017-06-08,4,6,Not a public holiday,0.0,3.6,15.0,7.2,553586
890,2017-06-09,5,6,Not a public holiday,2.4,6.6,15.0,7.8,720789
891,2017-06-10,6,6,Not a public holiday,0.0,7.0,15.8,8.9,575576
892,2017-06-11,7,6,Not a public holiday,0.0,3.4,15.5,8.6,518019
893,2017-06-12,1,6,Public Holiday,0.0,6.0,15.9,5.1,387743
894,2017-06-13,2,6,Not a public holiday,0.0,8.8,15.1,6.6,530279
895,2017-06-14,3,6,Not a public holiday,0.0,4.0,17.4,8.9,548934
896,2017-06-15,4,6,Not a public holiday,0.0,7.7,19.0,7.4,558423
897,2017-06-16,5,6,Not a public holiday,0.0,6.6,17.1,8.9,658843
898,2017-06-17,6,6,Not a public holiday,0.0,4.2,15.5,9.2,519084
899,2017-06-18,7,6,Not a public holiday,0.0,5.4,16.3,7.9,396715
900,2017-06-19,1,6,Not a public holiday,0.0,7.1,16.1,6.0,508138
901,2017-06-20,2,6,Not a public holiday,0.0,6.4,15.8,9.2,542160
902,2017-06-21,3,6,Not a public holiday,1.0,7.8,13.5,5.0,531468
903,2017-06-22,4,6,Not a public holiday,0.4,6.7,14.1,6.7,559088
904,2017-06-23,5,6,Not a public holiday,0.0,7.4,14.9,8.2,623355
905,2017-06-24,6,6,Not a public holiday,1.2,8.3,12.3,7.3,502193
906,2017-06-25,7,6,Not a public holiday,0.2,8.6,14.3,5.3,385792
907,2017-06-26,1,6,Not a public holiday,2.0,8.8,12.6,7.8,496982
908,2017-06-27,2,6,Not a public holiday,0.0,6.0,12.1,4.4,507611
909,2017-06-28,3,6,Not a public holiday,0.0,6.8,14.1,5.4,519149
910,2017-06-29,4,6,Not a public holiday,0.0,9.2,13.7,5.0,464468
911,2017-06-30,5,6,Not a public holiday,5.6,7.1,12.3,8.4,590486
912,2017-07-01,6,7,Not a public holiday,0.2,1.1,12.7,9.3,616019
913,2017-07-02,7,7,Not a public holiday,0.0,0.8,14.3,9.2,537761
914,2017-07-03,1,7,Not a public holiday,0.0,3.8,13.9,3.9,579373
915,2017-07-04,2,7,Not a public holiday,3.6,9.0,16.2,6.4,626490
916,2017-07-05,3,7,Not a public holiday,0.0,10.1,15.8,6.5,658694
917,2017-07-06,4,7,Not a public holiday,0.0,4.8,15.0,8.7,686601
918,2017-07-07,5,7,Not a public holiday,0.0,8.0,14.2,9.4,784079
919,2017-07-08,6,7,Not a public holiday,0.0,5.3,13.5,5.1,586585
920,2017-07-09,7,7,Not a public holiday,1.0,7.3,14.6,7.3,507736
921,2017-07-10,1,7,Not a public holiday,0.0,7.0,16.0,5.7,604159
922,2017-07-11,2,7,Not a public holiday,0.4,6.9,14.3,9.7,644573
923,2017-07-12,3,7,Not a public holiday,0.0,3.2,15.1,9.8,659620
924,2017-07-13,4,7,Not a public holiday,0.0,4.8,13.3,5.5,629153
925,2017-07-14,5,7,Not a public holiday,2.6,9.9,15.9,8.6,679518
926,2017-07-15,6,7,Not a public holiday,0.1,4.5,12.0,9.4,574596
927,2017-07-16,7,7,Not a public holiday,0.1,3.0,12.5,7.8,406334
928,2017-07-17,1,7,Not a public holiday,0.0,5.7,15.3,6.3,523005
929,2017-07-18,2,7,Not a public holiday,0.0,9.7,14.5,5.8,540192
930,2017-07-19,3,7,Not a public holiday,5.6,8.9,13.2,7.7,555027
931,2017-07-20,4,7,Not a public holiday,0.6,7.9,10.7,5.9,547041
932,2017-07-21,5,7,Not a public holiday,3.4,3.3,13.8,10.3,681935
933,2017-07-22,6,7,Not a public holiday,0.2,5.4,12.4,7.0,495025
934,2017-07-23,7,7,Not a public holiday,0.0,8.4,14.1,5.4,405805
935,2017-07-24,1,7,Not a public holiday,10.6,8.1,16.1,8.3,577529
936,2017-07-25,2,7,Not a public holiday,0.0,9.8,17.2,9.0,575038
937,2017-07-26,3,7,Not a public holiday,1.6,10.9,15.0,8.7,596492
938,2017-07-27,4,7,Not a public holiday,1.2,4.4,14.2,8.7,608917
939,2017-07-28,5,7,Not a public holiday,3.4,6.2,14.3,9.8,757744
940,2017-07-29,6,7,Not a public holiday,1.0,9.7,17.9,10.1,558579
941,2017-07-30,7,7,Not a public holiday,0.0,11.3,18.1,8.3,539554
942,2017-07-31,1,7,Not a public holiday,0.0,6.7,14.8,11.5,538126
943,2017-08-01,2,8,Not a public holiday,0.0,3.5,15.5,11.5,567873
944,2017-08-02,3,8,Not a public holiday,0.0,3.4,12.9,7.5,581568
945,2017-08-03,4,8,Not a public holiday,0.0,3.1,9.0,4.4,541575
946,2017-08-04,5,8,Not a public holiday,7.6,4.3,12.1,7.2,678298
947,2017-08-05,6,8,Not a public holiday,0.0,8.8,14.2,11.7,566359
948,2017-08-06,7,8,Not a public holiday,0.2,9.0,13.0,8.2,407353
949,2017-08-07,1,8,Not a public holiday,5.0,7.7,12.3,7.3,536863
950,2017-08-08,2,8,Not a public holiday,3.0,7.9,15.0,7.5,596215
951,2017-08-09,3,8,Not a public holiday,0.0,8.9,16.8,11.5,611458
952,2017-08-10,4,8,Not a public holiday,0.0,11.4,18.8,8.4,613531
953,2017-08-11,5,8,Not a public holiday,0.0,10.3,16.4,9.3,693400
954,2017-08-12,6,8,Not a public holiday,0.0,10.3,17.9,9.9,539856
955,2017-08-13,7,8,Not a public holiday,0.0,9.4,18.7,11.1,505625
956,2017-08-14,1,8,Not a public holiday,0.2,12.3,20.1,12.6,586612
957,2017-08-15,2,8,Not a public holiday,0.0,10.4,17.5,3.2,565622
958,2017-08-16,3,8,Not a public holiday,1.4,12.1,18.1,10.9,600683
959,2017-08-17,4,8,Not a public holiday,4.8,9.3,15.6,9.1,575320
960,2017-08-18,5,8,Not a public holiday,4.8,8.0,12.2,9.4,617533
961,2017-08-19,6,8,Not a public holiday,7.0,5.9,11.8,11.6,559997
962,2017-08-20,7,8,Not a public holiday,1.8,5.1,13.3,13.9,515892
963,2017-08-21,1,8,Not a public holiday,1.2,6.8,12.7,7.9,524362
964,2017-08-22,2,8,Not a public holiday,2.2,5.7,16.8,11.1,588137
965,2017-08-23,3,8,Not a public holiday,0.0,8.3,18.1,9.7,559107
966,2017-08-24,4,8,Not a public holiday,8.8,5.2,13.3,13.0,599851
967,2017-08-25,5,8,Not a public holiday,0.0,4.9,15.0,13.3,723943
968,2017-08-26,6,8,Not a public holiday,0.0,9.9,15.3,8.5,633871
969,2017-08-27,7,8,Not a public holiday,,5.8,10.7,11.8,437941
970,2017-08-28,1,8,Not a public holiday,0.8,5.8,11.8,14.6,588781
971,2017-08-29,2,8,Not a public holiday,0.0,5.4,12.9,9.1,584852
972,2017-08-30,3,8,Not a public holiday,1.0,7.7,13.8,12.3,604017
973,2017-08-31,4,8,Not a public holiday,0.0,4.0,16.7,15.9,639756
974,2017-09-01,5,9,Not a public holiday,0.0,3.7,17.0,14.4,705140
975,2017-09-02,6,9,Not a public holiday,3.0,7.3,18.4,6.3,536908
976,2017-09-03,7,9,Not a public holiday,0.4,13.4,17.2,6.3,413123
977,2017-09-04,1,9,Not a public holiday,0.0,8.8,13.7,13.4,504647
978,2017-09-05,2,9,Not a public holiday,5.4,6.5,13.3,11.0,516970
979,2017-09-06,3,9,Not a public holiday,5.4,6.7,15.1,11.0,529974
980,2017-09-07,4,9,Not a public holiday,4.6,7.9,15.2,9.5,545018
981,2017-09-08,5,9,Not a public holiday,4.6,8.0,13.5,13.1,665810
982,2017-09-09,6,9,Not a public holiday,1.6,7.1,14.9,15.9,540443
983,2017-09-10,7,9,Not a public holiday,0.0,5.3,16.1,12.3,455550
984,2017-09-11,1,9,Not a public holiday,0.0,8.1,18.1,7.0,548230
985,2017-09-12,2,9,Not a public holiday,1.6,12.2,19.9,3.5,569329
986,2017-09-13,3,9,Not a public holiday,2.8,13.3,16.4,8.2,585817
987,2017-09-14,4,9,Not a public holiday,1.2,5.8,15.3,10.8,610491
988,2017-09-15,5,9,Not a public holiday,0.0,9.6,16.7,7.0,667928
989,2017-09-16,6,9,Not a public holiday,21.9,7.4,13.3,16.7,542549
990,2017-09-17,7,9,Not a public holiday,0.2,4.0,18.1,19.0,520078
991,2017-09-18,1,9,Not a public holiday,0.0,10.5,22.0,15.7,603385
992,2017-09-19,2,9,Not a public holiday,0.0,9.0,13.9,16.6,645505
993,2017-09-20,3,9,Not a public holiday,0.0,6.0,19.2,17.3,682738
994,2017-09-21,4,9,Not a public holiday,0.0,11.6,23.6,13.0,693047
995,2017-09-22,5,9,Not a public holiday,0.0,12.8,25.6,15.6,811585
996,2017-09-23,6,9,Not a public holiday,0.0,14.8,30.6,17.3,674681
997,2017-09-24,7,9,Not a public holiday,0.0,12.9,19.9,12.0,510931
998,2017-09-25,1,9,Not a public holiday,1.8,10.3,14.2,10.9,633979
999,2017-09-26,2,9,Not a public holiday,0.0,5.0,15.1,20.4,722429
1000,2017-09-27,3,9,Not a public holiday,0.0,9.6,24.6,11.7,749021
1001,2017-09-28,4,9,Not a public holiday,0.0,10.4,18.5,12.8,741544
1002,2017-09-29,5,9,Public Holiday,0.8,10.6,18.4,14.5,629526
1003,2017-09-30,6,9,Not a public holiday,1.4,11.0,15.4,16.1,591288
1004,2017-10-01,7,10,Not a public holiday,0.0,9.7,17.2,9.2,491805
1005,2017-10-02,1,10,Not a public holiday,0.0,9.5,16.4,16.4,650927
1006,2017-10-03,2,10,Not a public holiday,0.0,6.8,22.3,21.8,700162
1007,2017-10-04,3,10,Not a public holiday,0.0,8.5,20.8,21.6,743727
1008,2017-10-05,4,10,Not a public holiday,0.0,11.7,19.4,10.4,673736
1009,2017-10-06,5,10,Not a public holiday,2.6,10.1,15.0,16.8,763346
1010,2017-10-07,6,10,Not a public holiday,0.2,7.2,23.7,17.3,637972
1011,2017-10-08,7,10,Not a public holiday,0.0,11.1,25.3,19.5,499737
1012,2017-10-09,1,10,Not a public holiday,2.8,14.0,18.7,16.7,586012
1013,2017-10-10,2,10,Not a public holiday,0.0,8.0,18.8,23.6,660856
1014,2017-10-11,3,10,Not a public holiday,0.0,9.8,25.6,7.5,614791
1015,2017-10-12,4,10,Not a public holiday,10.6,10.5,19.2,15.6,677026
1016,2017-10-13,5,10,Not a public holiday,0.0,13.1,16.7,12.5,746482
1017,2017-10-14,6,10,Not a public holiday,0.0,8.2,16.1,23.6,684670
1018,2017-10-15,7,10,Not a public holiday,0.0,6.8,17.6,24.5,609065
1019,2017-10-16,1,10,Not a public holiday,0.0,11.3,28.6,23.8,645915
1020,2017-10-17,2,10,Not a public holiday,0.0,12.8,30.2,24.9,684129
1021,2017-10-18,3,10,Not a public holiday,0.0,14.5,30.9,25.1,677324
1022,2017-10-19,4,10,Not a public holiday,0.0,21.7,25.6,9.8,631220
1023,2017-10-20,5,10,Not a public holiday,0.0,11.3,16.2,24.0,781822
1024,2017-10-21,6,10,Not a public holiday,0.4,11.0,15.4,12.8,562875
1025,2017-10-22,7,10,Not a public holiday,0.2,11.1,16.0,13.0,505697
1026,2017-10-23,1,10,Not a public holiday,0.2,11.9,19.0,21.8,661345
1027,2017-10-24,2,10,Not a public holiday,0.0,12.1,20.5,18.7,667831
