Date,day,monthly_index,Covid Restrictions,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
13-08-2019,2,8,No restriction,Not a public holiday,0,8.8,13.1,7,744991
14-08-2019,3,8,No restriction,Not a public holiday,0.4,9.1,13.8,6.7,810382
15-08-2019,4,8,No restriction,Not a public holiday,0,7.3,16.2,10.5,814376
16-08-2019,5,8,No restriction,Not a public holiday,0.4,10.6,16.9,6.3,859268
17-08-2019,6,8,No restriction,Not a public holiday,4,7,16.5,13.4,803517
18-08-2019,7,8,No restriction,Not a public holiday,0.1,8.8,19.4,9.3,568923
19-08-2019,1,8,No restriction,Not a public holiday,4.4,5.8,12.3,12.8,723336
20-08-2019,2,8,No restriction,Not a public holiday,0.4,7.6,17,7.2,757905
21-08-2019,3,8,No restriction,Not a public holiday,0.2,11.5,16.6,11.5,794772
22-08-2019,4,8,No restriction,Not a public holiday,1.6,9.6,13,11.3,954658
23-08-2019,5,8,No restriction,Not a public holiday,0,3.8,15.1,14.5,1149216
24-08-2019,6,8,No restriction,Not a public holiday,0.6,7.9,18,13,941789
25-08-2019,7,8,No restriction,Not a public holiday,1.2,6.5,12.9,13.9,633063
26-08-2019,1,8,No restriction,Not a public holiday,0,5.3,14.4,14.7,757644
27-08-2019,2,8,No restriction,Not a public holiday,0,4.2,15.3,12.9,758238
28-08-2019,3,8,No restriction,Not a public holiday,0,8.3,13.4,5,673163
29-08-2019,4,8,No restriction,Not a public holiday,7.4,6.1,13,13.2,770434
30-08-2019,5,8,No restriction,Not a public holiday,0,2.3,15.3,15.6,914914
31-08-2019,6,8,No restriction,Not a public holiday,0,5,18.2,15.8,696180
01-09-2019,7,9,No restriction,Not a public holiday,0,11.1,19.6,9.4,509416
02-09-2019,1,9,No restriction,Not a public holiday,2.4,10.2,17.6,13.8,733078
03-09-2019,2,9,No restriction,Not a public holiday,1,9.2,19.6,16.4,796292
04-09-2019,3,9,No restriction,Not a public holiday,0,8.2,18.7,15.1,780565
05-09-2019,4,9,No restriction,Not a public holiday,3.2,8.7,21.2,14.8,805749
06-09-2019,5,9,No restriction,Not a public holiday,3,11.3,16,10.4,891940
07-09-2019,6,9,No restriction,Not a public holiday,2.2,8.8,12.9,11.3,613002
08-09-2019,7,9,No restriction,Not a public holiday,4,8.2,15.1,9.5,465220
09-09-2019,1,9,No restriction,Not a public holiday,5.8,6.8,12.8,14.4,686046
10-09-2019,2,9,No restriction,Not a public holiday,2.2,7.7,14.8,16.1,740234
11-09-2019,3,9,No restriction,Not a public holiday,0,5,20.8,17.8,776748
12-09-2019,4,9,No restriction,Not a public holiday,0,11.1,20.8,11.8,781524
13-09-2019,5,9,No restriction,Not a public holiday,0,7.7,18.6,14,911881
14-09-2019,6,9,No restriction,Not a public holiday,0.2,9.3,20,18.3,707891
15-09-2019,7,9,No restriction,Not a public holiday,2,12.4,21.8,8.4,477097
16-09-2019,1,9,No restriction,Not a public holiday,16.8,9.7,12.8,17.7,716250
17-09-2019,2,9,No restriction,Not a public holiday,0,3.6,14.8,19,719355
18-09-2019,3,9,No restriction,Not a public holiday,0,4.3,18.9,19.2,755497
19-09-2019,4,9,No restriction,Not a public holiday,0,8.2,24,19.4,774466
20-09-2019,5,9,No restriction,Not a public holiday,0,15.7,26.2,14.4,952824
21-09-2019,6,9,No restriction,Not a public holiday,0.2,14.5,19.4,10.5,566683
22-09-2019,7,9,No restriction,Not a public holiday,4.4,7.9,15.5,13.6,514555
23-09-2019,1,9,No restriction,Not a public holiday,2.8,8.9,15.2,13.9,675055
24-09-2019,2,9,No restriction,Not a public holiday,1.2,8.3,15.1,13.3,730663
25-09-2019,3,9,No restriction,Not a public holiday,0,8.7,16.6,13.1,775666
26-09-2019,4,9,No restriction,Not a public holiday,0,8.3,20.3,19.6,924169
27-09-2019,5,9,No restriction,Public Holiday,0,12.3,18.8,7.4,564241
28-09-2019,6,9,No restriction,Not a public holiday,0,7.2,14.9,17.7,586258
29-09-2019,7,9,No restriction,Not a public holiday,0,9.1,15.8,19,508293
30-09-2019,1,9,No restriction,Not a public holiday,0,10.1,14.1,14.4,667134
01-10-2019,2,10,No restriction,Not a public holiday,0,4.2,20.5,21.7,820375
02-10-2019,3,10,No restriction,Not a public holiday,0,9.3,26.5,18.5,850179
03-10-2019,4,10,No restriction,Not a public holiday,0,15.1,29.7,22,885373
04-10-2019,5,10,No restriction,Not a public holiday,0,12.5,15.2,11,838920
05-10-2019,6,10,No restriction,Not a public holiday,2.1,7.6,24.3,17.4,775279
06-10-2019,7,10,No restriction,Not a public holiday,0,12.9,24.8,17.4,659508
07-10-2019,1,10,No restriction,Not a public holiday,0,11.6,16.4,15.1,813739
08-10-2019,2,10,No restriction,Not a public holiday,3.2,9.5,14.2,17,762589
09-10-2019,3,10,No restriction,Not a public holiday,6.2,8.5,15,19.3,811329
10-10-2019,4,10,No restriction,Not a public holiday,0.6,10.2,14.7,12.6,837773
11-10-2019,5,10,No restriction,Not a public holiday,0,9.5,18.9,17.5,1015001
12-10-2019,6,10,No restriction,Not a public holiday,0,8.2,20.4,20.1,891714
13-10-2019,7,10,No restriction,Not a public holiday,0,9.4,23.1,19.6,748319
14-10-2019,1,10,No restriction,Not a public holiday,0.6,13.6,26.7,20.2,793265
15-10-2019,2,10,No restriction,Not a public holiday,0,13,18,20.6,828278
16-10-2019,3,10,No restriction,Not a public holiday,0,13.3,20.4,11.4,788110
17-10-2019,4,10,No restriction,Not a public holiday,4.4,9.5,15.2,9.6,781214
18-10-2019,5,10,No restriction,Not a public holiday,0,7.3,22.1,23.2,952819
19-10-2019,6,10,No restriction,Not a public holiday,1.6,9.4,15.3,15.8,690292
20-10-2019,7,10,No restriction,Not a public holiday,0.7,10,16.4,14.7,589576
21-10-2019,1,10,No restriction,Not a public holiday,0,11.5,17,19.6,794146
22-10-2019,2,10,No restriction,Not a public holiday,0,11.9,19.6,23.7,853214
23-10-2019,3,10,No restriction,Not a public holiday,0,8.2,27.9,26,890755
24-10-2019,4,10,No restriction,Not a public holiday,0,13,33.8,26.1,849250
25-10-2019,5,10,No restriction,Not a public holiday,0.6,16.8,21.6,10,857501
26-10-2019,6,10,No restriction,Not a public holiday,4.1,9.6,15.5,17.2,613391
27-10-2019,7,10,No restriction,Not a public holiday,2.4,10.3,17,10.1,542059
28-10-2019,1,10,No restriction,Not a public holiday,1.2,8.7,21.6,26.3,767990
29-10-2019,2,10,No restriction,Not a public holiday,0,9.7,30.5,27,811981
30-10-2019,3,10,No restriction,Not a public holiday,0,13.8,25.1,27.2,832623
31-10-2019,4,10,No restriction,Not a public holiday,0,14.2,33.7,25.5,791985
01-11-2019,5,11,No restriction,Not a public holiday,0,20,34.3,22.8,825948
02-11-2019,6,11,No restriction,Not a public holiday,10,15.8,18.9,2.2,524477
03-11-2019,7,11,No restriction,Not a public holiday,10.2,12.8,20.7,7.8,510692
04-11-2019,1,11,No restriction,Not a public holiday,1.2,9.5,16.2,11.2,688207
05-11-2019,2,11,No restriction,Public Holiday,11.2,7.7,19.6,27.4,526734
06-11-2019,3,11,No restriction,Not a public holiday,0,10.5,24.1,19.9,753064
07-11-2019,4,11,No restriction,Not a public holiday,0,11.5,17.7,8.3,726160
08-11-2019,5,11,No restriction,Not a public holiday,6.8,10.3,15,16.1,795093
09-11-2019,6,11,No restriction,Not a public holiday,7.6,7.6,14.2,9.8,649751
10-11-2019,7,11,No restriction,Not a public holiday,0.4,10.8,18.1,13.5,575873
11-11-2019,1,11,No restriction,Not a public holiday,0,10,29.6,27.4,821511
12-11-2019,2,11,No restriction,Not a public holiday,0,11.5,17.4,12.7,761853
13-11-2019,3,11,No restriction,Not a public holiday,1.4,9.1,17.3,12,813262
14-11-2019,4,11,No restriction,Not a public holiday,1,12.1,22.4,19.7,910529
15-11-2019,5,11,No restriction,Not a public holiday,0,13,18.5,12.4,1006649
16-11-2019,6,11,No restriction,Not a public holiday,0,9.2,17.2,23.9,784745
17-11-2019,7,11,No restriction,Not a public holiday,0,10.8,16.2,24.1,666196
18-11-2019,1,11,No restriction,Not a public holiday,0,8.5,26.9,29.9,844785
19-11-2019,2,11,No restriction,Not a public holiday,0,11.4,18.6,27.9,875345
20-11-2019,3,11,No restriction,Not a public holiday,0,9.4,34.7,30.1,923790
21-11-2019,4,11,No restriction,Not a public holiday,0,14,40.9,18.8,826092
22-11-2019,5,11,No restriction,Not a public holiday,0,13.6,20,28.3,982851
23-11-2019,6,11,No restriction,Not a public holiday,0,10.1,23.8,24.6,802003
24-11-2019,7,11,No restriction,Not a public holiday,0,11.9,23.7,30.6,704113
25-11-2019,1,11,No restriction,Not a public holiday,0,11.4,27.4,18,806101
26-11-2019,2,11,No restriction,Not a public holiday,1.8,11.4,16.4,22.2,777190
27-11-2019,3,11,No restriction,Not a public holiday,0,8.6,24.8,31,885819
28-11-2019,4,11,No restriction,Not a public holiday,0,11.4,21.1,30.7,941384
29-11-2019,5,11,No restriction,Not a public holiday,0,11.9,19.7,21.9,997949
30-11-2019,6,11,No restriction,Not a public holiday,9.2,10.3,18.4,26.7,779345
01-12-2019,7,12,No restriction,Not a public holiday,0,12.2,16.8,9.8,546495
02-12-2019,1,12,No restriction,Not a public holiday,3.6,9.8,15.5,18.2,749690
03-12-2019,2,12,No restriction,Not a public holiday,0,11,22.2,19.2,808277
04-12-2019,3,12,No restriction,Not a public holiday,0,12.1,23,20.3,855511
05-12-2019,4,12,No restriction,Not a public holiday,0,12.3,23.9,20.4,919269
06-12-2019,5,12,No restriction,Not a public holiday,0,13.3,20.8,18.2,974729
07-12-2019,6,12,No restriction,Not a public holiday,0,11.2,21,30.3,852666
08-12-2019,7,12,No restriction,Not a public holiday,0,13.8,27.6,30.8,720321
09-12-2019,1,12,No restriction,Not a public holiday,0,16.3,38,28.6,790868
10-12-2019,2,12,No restriction,Not a public holiday,0,14.3,17.2,22.2,855754
11-12-2019,3,12,No restriction,Not a public holiday,0,13.4,18.1,21.8,881085
12-12-2019,4,12,No restriction,Not a public holiday,0,13.4,18.4,22.7,912221
13-12-2019,5,12,No restriction,Not a public holiday,0,11.4,20.9,24.8,987362
14-12-2019,6,12,No restriction,Not a public holiday,0.2,14.1,20.1,10.4,813339
15-12-2019,7,12,No restriction,Not a public holiday,0,15.1,21.7,16.4,714535
16-12-2019,1,12,No restriction,Not a public holiday,0,13,22.6,21.7,872395
17-12-2019,2,12,No restriction,Not a public holiday,0.6,12.6,26.3,29.5,899134
18-12-2019,3,12,No restriction,Not a public holiday,0,15.9,40.1,29.3,866384
19-12-2019,4,12,No restriction,Not a public holiday,0,17.2,23.3,29.3,949898
20-12-2019,5,12,No restriction,Not a public holiday,0,13.7,43.5,31.4,743775
21-12-2019,6,12,No restriction,Not a public holiday,0,16.9,20.2,28.3,747902
22-12-2019,7,12,No restriction,Not a public holiday,0,13.1,19.6,31.5,743645
23-12-2019,1,12,No restriction,Not a public holiday,0,12.1,20,29.2,879107
24-12-2019,2,12,No restriction,Not a public holiday,0,14.1,24.5,31.4,812729
25-12-2019,3,12,No restriction,Public Holiday,0,14,27.9,32,526177
26-12-2019,4,12,No restriction,Public Holiday,0,16.5,20.5,26.2,856341
27-12-2019,5,12,No restriction,Not a public holiday,0,13.6,23.9,31.6,796947
28-12-2019,6,12,No restriction,Not a public holiday,0,16.7,28.4,20.6,707433
29-12-2019,7,12,No restriction,Not a public holiday,0,16.8,33.2,31.9,661813
30-12-2019,1,12,No restriction,Not a public holiday,0,19.7,40.8,18.8,534883
31-12-2019,2,12,No restriction,Not a public holiday,0,15.3,21.2,29.3,950487
01-01-2020,3,1,No restriction,Public Holiday,0,11.8,24.9,31.6,710047
02-01-2020,4,1,No restriction,Not a public holiday,0,12.8,25,31.6,761505
03-01-2020,5,1,No restriction,Not a public holiday,0,13.7,36.6,30.7,706476
04-01-2020,6,1,No restriction,Not a public holiday,0,18.6,26.8,22.8,638730
05-01-2020,7,1,No restriction,Not a public holiday,6,12.7,16.7,5.1,509848
06-01-2020,1,1,No restriction,Not a public holiday,7.4,11.9,18,2.7,674972
07-01-2020,2,1,No restriction,Not a public holiday,1.4,12.6,20.1,7.7,757060
08-01-2020,3,1,No restriction,Not a public holiday,0,16.8,23.8,26.9,848374
09-01-2020,4,1,No restriction,Not a public holiday,0,17.9,31.9,29.8,795312
10-01-2020,5,1,No restriction,Not a public holiday,0,20.1,32.9,10.1,765037
11-01-2020,6,1,No restriction,Not a public holiday,18,13.5,19.3,18.2,678899
12-01-2020,7,1,No restriction,Not a public holiday,0,14.2,19.9,21.9,594960
13-01-2020,1,1,No restriction,Not a public holiday,0,12.7,32.2,28.1,776131
14-01-2020,2,1,No restriction,Not a public holiday,0,16.7,33.8,27.4,732120
15-01-2020,3,1,No restriction,Not a public holiday,0,19.5,36.8,20.8,678680
16-01-2020,4,1,No restriction,Not a public holiday,21.8,15.7,19.6,18.6,826978
17-01-2020,5,1,No restriction,Not a public holiday,0,14.4,24.8,24.4,925091
18-01-2020,6,1,No restriction,Not a public holiday,0,13.9,29.4,27.2,748440
19-01-2020,7,1,No restriction,Not a public holiday,0,17.5,25.5,23.9,641021
20-01-2020,1,1,No restriction,Not a public holiday,1,19.1,21.8,8.8,705198
21-01-2020,2,1,No restriction,Not a public holiday,47.6,14.8,23.5,28.4,930068
22-01-2020,3,1,No restriction,Not a public holiday,0,14.1,31.7,12.4,863529
23-01-2020,4,1,No restriction,Not a public holiday,24.8,12.9,22.6,13.4,863262
24-01-2020,5,1,No restriction,Not a public holiday,1.4,11.7,24.1,20.6,995450
25-01-2020,6,1,No restriction,Not a public holiday,0,13,27.4,30,804121
26-01-2020,7,1,No restriction,Not a public holiday,0,15.8,23.6,24,742737
27-01-2020,1,1,No restriction,Public Holiday,0,12.8,23.1,26.1,543482
28-01-2020,2,1,No restriction,Not a public holiday,0,13.6,25.4,26.5,789363
29-01-2020,3,1,No restriction,Not a public holiday,0,15.2,31.5,29.5,769773
30-01-2020,4,1,No restriction,Not a public holiday,0,16.4,39.4,29.3,742172
31-01-2020,5,1,No restriction,Not a public holiday,0,21.5,42.9,18.3,670285
01-02-2020,6,2,No restriction,Not a public holiday,1,23.5,29.3,1.8,486862
02-02-2020,7,2,No restriction,Not a public holiday,16.2,14.2,25.1,21,569239
03-02-2020,1,2,No restriction,Not a public holiday,0.2,13.2,17.7,22.7,722177
04-02-2020,2,2,No restriction,Not a public holiday,0,11.3,19.7,28.6,749447
05-02-2020,3,2,No restriction,Not a public holiday,0,10.8,20.1,27.1,780769
06-02-2020,4,2,No restriction,Not a public holiday,0,13.7,25.5,25,779050
07-02-2020,5,2,No restriction,Not a public holiday,0,16.5,23.2,18.4,820281
08-02-2020,6,2,No restriction,Not a public holiday,0,17.4,29.4,27.5,650093
09-02-2020,7,2,No restriction,Not a public holiday,0,19.6,28.2,19.9,525946
10-02-2020,1,2,No restriction,Not a public holiday,1,18.5,27.7,15,728118
11-02-2020,2,2,No restriction,Not a public holiday,0,19.5,25.9,19.1,775734
12-02-2020,3,2,No restriction,Not a public holiday,0,19.1,27.7,17.3,809328
13-02-2020,4,2,No restriction,Not a public holiday,0,19.4,31.7,26.7,819376
14-02-2020,5,2,No restriction,Not a public holiday,0,20.3,33.7,10.6,848409
15-02-2020,6,2,No restriction,Not a public holiday,6.2,18.9,19.3,2.4,594842
16-02-2020,7,2,No restriction,Not a public holiday,2.6,16.9,26.4,23.8,582700
17-02-2020,1,2,No restriction,Not a public holiday,0,15.2,25.6,26.4,837995
18-02-2020,2,2,No restriction,Not a public holiday,0.2,17.6,21.8,7.3,717675
19-02-2020,3,2,No restriction,Not a public holiday,38.4,13.3,19.7,12.9,795921
20-02-2020,4,2,No restriction,Not a public holiday,0,14.2,18.7,15.2,906567
21-02-2020,5,2,No restriction,Not a public holiday,0,13.5,19.6,17.1,910750
22-02-2020,6,2,No restriction,Not a public holiday,0.2,11.4,21.1,25.4,746653
23-02-2020,7,2,No restriction,Not a public holiday,0,13.3,34,21.6,596945
24-02-2020,1,2,No restriction,Not a public holiday,4.8,16.8,23.7,5.4,753323
25-02-2020,2,2,No restriction,Not a public holiday,5,18.4,31.6,10.6,799583
26-02-2020,3,2,No restriction,Not a public holiday,0,16.2,19.2,19.3,885189
27-02-2020,4,2,No restriction,Not a public holiday,0,11,19.7,11.1,858469
28-02-2020,5,2,No restriction,Not a public holiday,0,13.1,20.1,17.6,1008015
29-02-2020,6,2,No restriction,Not a public holiday,3.6,14.7,22.4,22.8,793912
01-03-2020,7,3,No restriction,Not a public holiday,3.6,13.2,32.1,20.8,604775
02-03-2020,1,3,No restriction,Not a public holiday,3.6,14.2,18.4,21.1,836533
03-03-2020,2,3,No restriction,Not a public holiday,0,14.7,19.5,15.9,870774
04-03-2020,3,3,No restriction,Not a public holiday,0,13.6,23.5,7.1,859593
05-03-2020,4,3,No restriction,Not a public holiday,57.2,15.4,20.3,4.3,760767
06-03-2020,5,3,No restriction,Not a public holiday,8.2,15.9,19,12.7,957335
07-03-2020,6,3,No restriction,Not a public holiday,0.8,15.4,20,17.1,804682
08-03-2020,7,3,No restriction,Not a public holiday,0,13.9,22.4,19.5,815622
09-03-2020,1,3,No restriction,Public Holiday,0,12.3,21,19.7,696327
10-03-2020,2,3,No restriction,Not a public holiday,0,10.3,22.3,21.9,830344
11-03-2020,3,3,No restriction,Not a public holiday,0,12.6,29.5,15.7,859953
12-03-2020,4,3,No restriction,Not a public holiday,0,16.6,29.5,19.5,868573
13-03-2020,5,3,No restriction,Not a public holiday,0,19.1,26.8,7.3,839718
14-03-2020,6,3,No restriction,Not a public holiday,1,13.1,17.9,12.3,626220
15-03-2020,7,3,No restriction,Not a public holiday,0,12.7,18.8,10.2,483823
16-03-2020,1,3,Restrictions,Not a public holiday,0,9.3,26.5,20.6,687934
17-03-2020,2,3,Restrictions,Not a public holiday,0,11.6,28.2,19.9,605226
18-03-2020,3,3,Restrictions,Not a public holiday,0,17.7,28.3,9.1,508208
19-03-2020,4,3,Restrictions,Not a public holiday,0,18.7,30.4,8.2,455613
20-03-2020,5,3,Restrictions,Not a public holiday,0,16.1,22.7,12.6,443190
21-03-2020,6,3,Restrictions,Not a public holiday,0.4,14.6,18.4,10.8,300313
22-03-2020,7,3,Restrictions,Not a public holiday,0.2,12.1,18.3,15.2,225833
23-03-2020,1,3,Restrictions,Not a public holiday,0.4,12.7,17.1,9.9,301095
24-03-2020,2,3,Restrictions,Not a public holiday,0,8.5,17.9,15.8,222804
25-03-2020,3,3,Restrictions,Not a public holiday,0,10.8,17.5,7.6,187953
26-03-2020,4,3,Restrictions,Not a public holiday,0,13.7,19.8,15.5,187395
27-03-2020,5,3,Restrictions,Not a public holiday,0,13.6,27.6,17.8,185253
28-03-2020,6,3,Restrictions,Not a public holiday,6.4,14.8,27.5,16.9,145835
29-03-2020,7,3,Restrictions,Not a public holiday,6.4,16.5,26.4,9.5,106605
30-03-2020,1,3,Restrictions,Not a public holiday,6.4,15.9,21.7,13.3,151531
31-03-2020,2,3,Restrictions,Not a public holiday,,12.2,21.4,16.9,146546
01-04-2020,3,4,Restrictions,Not a public holiday,0,11,23.1,15.2,140370
02-04-2020,4,4,Restrictions,Not a public holiday,24.6,12.4,20.7,4.2,109338
03-04-2020,5,4,Restrictions,Not a public holiday,16.4,13.7,23.2,12,144579
04-04-2020,6,4,Restrictions,Not a public holiday,36,12.8,16.6,6.1,88016
05-04-2020,7,4,Restrictions,Not a public holiday,0,9.5,16.9,4.5,78956
06-04-2020,1,4,Restrictions,Not a public holiday,6.4,10.7,16.5,11.5,131227
07-04-2020,2,4,Restrictions,Not a public holiday,1.4,11.9,16.4,9.5,131812
08-04-2020,3,4,Restrictions,Not a public holiday,1.2,11.7,18.6,10.7,134045
09-04-2020,4,4,Restrictions,Not a public holiday,0,8.9,21.2,15.8,160315
10-04-2020,5,4,Restrictions,Public Holiday,0.4,12.7,22,9.5,95903
10-04-2020,5,4,Restrictions,Public Holiday,0.4,12.7,22,9.5,95903
11-04-2020,6,4,Restrictions,Public Holiday,3,13,15.7,11.3,104551
12-04-2020,7,4,Restrictions,Public Holiday,3,11,15.3,7.7,92175
13-04-2020,1,4,Restrictions,Public Holiday,0,12.2,18.3,14.3,110739
14-04-2020,2,4,Restrictions,Not a public holiday,0.8,12.1,23.4,11.1,137733
15-04-2020,3,4,Restrictions,Not a public holiday,0,15.6,23.5,11.8,140878
16-04-2020,4,4,Restrictions,Not a public holiday,0.4,15.4,21.5,11.3,141992
17-04-2020,5,4,Restrictions,Not a public holiday,0,11.4,18.4,10.1,147498
18-04-2020,6,4,Restrictions,Not a public holiday,0,12.9,16.4,7.9,134233
19-04-2020,7,4,Restrictions,Not a public holiday,0,11.2,19.4,11.3,132400
20-04-2020,1,4,Restrictions,Not a public holiday,3.8,12,20.8,8.1,137402
21-04-2020,2,4,Restrictions,Not a public holiday,0,8.5,19.6,9.8,153021
22-04-2020,3,4,Restrictions,Not a public holiday,0,12.8,18.2,8.8,148798
23-04-2020,4,4,Restrictions,Not a public holiday,0,9.6,19.7,9.7,148066
24-04-2020,5,4,Restrictions,Not a public holiday,0.8,15.1,22.3,12.7,172623
25-04-2020,6,4,Restrictions,Public Holiday,0,10.5,21.7,10.4,148266
26-04-2020,7,4,Restrictions,Not a public holiday,18,15.4,17.7,6.6,129543
27-04-2020,1,4,Restrictions,Not a public holiday,0.6,8.1,18.1,12.5,156664
28-04-2020,2,4,Restrictions,Not a public holiday,0,7.1,18.9,10.4,157524
29-04-2020,3,4,Restrictions,Not a public holiday,4.4,11.2,19.8,3.6,113181
30-04-2020,4,4,Restrictions,Not a public holiday,24.4,8.9,15.5,5.4,143780
01-05-2020,5,5,Restrictions,Not a public holiday,7,7.6,13,5.1,141674
02-05-2020,6,5,Restrictions,Not a public holiday,2.6,8.3,14.2,6.2,145380
03-05-2020,7,5,Restrictions,Not a public holiday,2,9.8,15,8.3,147257
04-05-2020,1,5,Restrictions,Not a public holiday,0.4,9.4,14.8,7,159790
05-05-2020,2,5,Restrictions,Not a public holiday,0,8,19.5,11.6,186163
06-05-2020,3,5,Restrictions,Not a public holiday,0,10.2,20.1,9.7,172842
07-05-2020,4,5,Restrictions,Not a public holiday,0,15.1,21.1,6.2,176481
08-05-2020,5,5,Restrictions,Not a public holiday,0,12.6,19.6,10.7,202277
09-05-2020,6,5,Restrictions,Not a public holiday,7.6,12.6,14,5.4,141747
10-05-2020,7,5,Restrictions,Not a public holiday,1,7.2,14.5,9,155927
11-05-2020,1,5,Restrictions,Not a public holiday,0,7.8,17.1,7.5,173860
12-05-2020,2,5,Restrictions,Not a public holiday,0,10.3,14.8,8.5,188782
13-05-2020,3,5,Restrictions,Not a public holiday,2.8,10.4,14.5,8.9,189478
14-05-2020,4,5,Restrictions,Not a public holiday,3,6.6,14.7,9.8,204745
15-05-2020,5,5,Restrictions,Not a public holiday,0,4.5,15.3,10.8,220671
16-05-2020,6,5,Restrictions,Not a public holiday,0,4.5,18,10.7,243777
17-05-2020,7,5,Restrictions,Not a public holiday,0,5.1,18.5,10.6,209891
18-05-2020,1,5,Restrictions,Not a public holiday,0,5.5,19.4,10.5,212654
19-05-2020,2,5,Restrictions,Not a public holiday,0,8.1,17.7,4.9,206803
20-05-2020,3,5,Restrictions,Not a public holiday,16.8,10.3,15.8,7.8,212677
21-05-2020,4,5,Restrictions,Not a public holiday,15.2,9.4,13.7,6.6,180951
22-05-2020,5,5,Restrictions,Not a public holiday,12.6,9.1,13.6,7.8,237926
23-05-2020,6,5,Restrictions,Not a public holiday,7,9.4,13.5,5.8,191495
24-05-2020,7,5,Restrictions,Not a public holiday,4.2,10.9,13.8,7.9,220919
25-05-2020,1,5,Restrictions,Not a public holiday,0,5.5,16,10,235486
26-05-2020,2,5,Restrictions,Not a public holiday,0,5.4,18.5,9.4,240028
27-05-2020,3,5,Restrictions,Not a public holiday,0,5.9,17.1,7.8,236249
28-05-2020,4,5,Restrictions,Not a public holiday,0,12.1,17.6,6.7,243175
29-05-2020,5,5,Restrictions,Not a public holiday,0,7.2,17.1,9.6,269224
30-05-2020,6,5,Restrictions,Not a public holiday,0,8.1,17.1,9.3,280741
31-05-2020,7,5,Restrictions,Not a public holiday,0.6,12.4,17.8,8,228556
01-06-2020,1,6,Restrictions,Not a public holiday,5.2,9.3,11.2,2.6,182143
02-06-2020,2,6,Restrictions,Not a public holiday,11.2,8.4,15.6,4.9,262218
03-06-2020,3,6,Restrictions,Not a public holiday,0.6,10.5,14.1,7.3,263772
04-06-2020,4,6,Restrictions,Not a public holiday,0,9.3,13.8,9.3,283864
05-06-2020,5,6,Restrictions,Not a public holiday,0,4.1,14.6,9.4,316827
06-06-2020,6,6,Restrictions,Not a public holiday,0,6,13.3,6.6,359986
07-06-2020,7,6,Restrictions,Not a public holiday,0.4,7.9,11.8,6.3,264443
08-06-2020,1,6,Restrictions,Public Holiday,0,4.5,12.6,8.8,249712
09-06-2020,2,6,Restrictions,Not a public holiday,0,2,15.3,9.3,265769
10-06-2020,3,6,Restrictions,Not a public holiday,0,3.9,16.7,8.8,275125
11-06-2020,4,6,Restrictions,Not a public holiday,0,4.5,16.9,9.1,278315
12-06-2020,5,6,Restrictions,Not a public holiday,0,4.2,15.3,9.2,318808
13-06-2020,6,6,Restrictions,Not a public holiday,0,5.7,16.4,3.4,319338
14-06-2020,7,6,Restrictions,Not a public holiday,5.8,10.4,15.2,8,273561
15-06-2020,1,6,Restrictions,Not a public holiday,0.4,11.6,18.4,8,274560
16-06-2020,2,6,Restrictions,Not a public holiday,0,13,17.9,6.7,269431
17-06-2020,3,6,Restrictions,Not a public holiday,0.6,10.2,14.6,8.5,291197
18-06-2020,4,6,Restrictions,Not a public holiday,0,4.6,16.9,9.1,309546
19-06-2020,5,6,Restrictions,Not a public holiday,0,6.4,17.8,8.6,352116
20-06-2020,6,6,Restrictions,Not a public holiday,2,12.8,16.9,8.5,369257
21-06-2020,7,6,Restrictions,Not a public holiday,0.2,6.9,12,4.9,242993
22-06-2020,1,6,Restrictions,Not a public holiday,0,8.1,13,5.5,239458
23-06-2020,2,6,Restrictions,Not a public holiday,2.8,9,14.4,8.4,287369
24-06-2020,3,6,Restrictions,Not a public holiday,0.4,10.1,14.9,8,287822
25-06-2020,4,6,Restrictions,Not a public holiday,0,10.2,15.9,5,276787
26-06-2020,5,6,Restrictions,Not a public holiday,1.2,7.9,13.8,8.8,320547
27-06-2020,6,6,Restrictions,Not a public holiday,0,6.2,13.1,7.9,324347
28-06-2020,7,6,Restrictions,Not a public holiday,0,1.7,12.5,9.3,270759
29-06-2020,1,6,Restrictions,Not a public holiday,0,2.2,15.4,9.3,275117
30-06-2020,2,6,Restrictions,Not a public holiday,0,3,15.2,7.7,268592
01-07-2020,3,7,Restrictions,Not a public holiday,0,9.8,17.4,9.1,286445
02-07-2020,4,7,Restrictions,Not a public holiday,1.2,10.2,15.1,7.3,275972
03-07-2020,5,7,Restrictions,Not a public holiday,0.2,7.7,10.3,4.1,229911
04-07-2020,6,7,Restrictions,Not a public holiday,8.8,6.5,14.5,5.7,244462
05-07-2020,7,7,Restrictions,Not a public holiday,5.2,8.9,12.5,6.5,206853
06-07-2020,1,7,Restrictions,Not a public holiday,1.2,8.1,13.1,5.8,223914
07-07-2020,2,7,Restrictions,Not a public holiday,1.6,8.9,11.8,4.8,235809
08-07-2020,3,7,Restrictions,Not a public holiday,0.2,4.9,15.7,9.4,286385
09-07-2020,4,7,Restrictions,Not a public holiday,0,5.7,17.2,8.5,168416
10-07-2020,5,7,Restrictions,Not a public holiday,0,6.4,16.9,7.9,179151
11-07-2020,6,7,Restrictions,Not a public holiday,0.4,7.3,11.4,3.3,104606
