Date,day,monthly_index,Covid Restrictions,Public_Holiday,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m),Total_Pedestrian_Count_per_day
29-10-2016,6,10,No restriction,Not a public holiday,0,9.3,25.6,25.8,538461
30-10-2016,7,10,No restriction,Not a public holiday,0,12.7,28,19.5,402352
31-10-2016,1,10,No restriction,Not a public holiday,1.6,7.9,17.5,19,613210
01-11-2016,2,11,No restriction,Public Holiday,0.8,9.4,18.4,17.7,350967
02-11-2016,3,11,No restriction,Not a public holiday,0.8,9.7,18.5,13.3,576381
03-11-2016,4,11,No restriction,Not a public holiday,0,10,19.1,28,624483
04-11-2016,5,11,No restriction,Not a public holiday,0,10.2,29.2,24.9,686466
05-11-2016,6,11,No restriction,Not a public holiday,0,10,16.8,10.8,470935
06-11-2016,7,11,No restriction,Not a public holiday,0,11.5,21.4,25.2,436948
07-11-2016,1,11,No restriction,Not a public holiday,0,14.6,25.9,15.9,542015
08-11-2016,2,11,No restriction,Not a public holiday,0.2,11,18.2,28.9,592874
09-11-2016,3,11,No restriction,Not a public holiday,0,9.2,17.4,22,576560
10-11-2016,4,11,No restriction,Not a public holiday,0,11.9,17.5,20.3,632071
11-11-2016,5,11,No restriction,Not a public holiday,0,8.4,23.8,29.1,730145
12-11-2016,6,11,No restriction,Not a public holiday,2.2,13.2,25.5,17,552046
13-11-2016,7,11,No restriction,Not a public holiday,2.4,11.7,19,9.7,401012
14-11-2016,1,11,No restriction,Not a public holiday,9.2,11.5,15.9,14.8,540300
15-11-2016,2,11,No restriction,Not a public holiday,0,11,19.2,17.1,595708
16-11-2016,3,11,No restriction,Not a public holiday,0,11.9,21.6,25.8,634224
17-11-2016,4,11,No restriction,Not a public holiday,0,12,31.4,28.8,695865
18-11-2016,5,11,No restriction,Not a public holiday,0,15.3,18.9,15.6,698643
19-11-2016,6,11,No restriction,Not a public holiday,0,11.7,19.4,29.9,603565
20-11-2016,7,11,No restriction,Not a public holiday,0,11.9,33.3,22.1,489189
21-11-2016,1,11,No restriction,Not a public holiday,0,17.9,35,19.8,526122
22-11-2016,2,11,No restriction,Not a public holiday,9.8,14.5,14.9,1.5,525429
23-11-2016,3,11,No restriction,Not a public holiday,8.4,11,16.8,16.9,591795
24-11-2016,4,11,No restriction,Not a public holiday,8.4,10.3,17,21.6,628981
25-11-2016,5,11,No restriction,Not a public holiday,1.2,10.9,17.9,15.7,703727
26-11-2016,6,11,No restriction,Not a public holiday,0,12.2,17.4,18.8,596664
27-11-2016,7,11,No restriction,Not a public holiday,0.8,11.6,16.3,10.1,472314
28-11-2016,1,11,No restriction,Not a public holiday,0.4,12.2,19.6,24.4,641418
29-11-2016,2,11,No restriction,Not a public holiday,0.2,10.4,20,31,625369
30-11-2016,3,11,No restriction,Not a public holiday,0,13.3,18.9,9.6,616452
01-12-2016,4,12,No restriction,Not a public holiday,0,12.9,21.9,28,646101
02-12-2016,5,12,No restriction,Not a public holiday,0,13,21.6,29.7,719944
03-12-2016,6,12,No restriction,Not a public holiday,0,9.9,23.9,31.2,602893
04-12-2016,7,12,No restriction,Not a public holiday,0,12.7,31.7,14.1,420349
05-12-2016,1,12,No restriction,Not a public holiday,2.8,16.9,21.5,21.6,590254
06-12-2016,2,12,No restriction,Not a public holiday,2.6,12.8,20.8,24.2,631488
07-12-2016,3,12,No restriction,Not a public holiday,0,10.5,28.3,30.8,704094
08-12-2016,4,12,No restriction,Not a public holiday,2.6,15.4,23.2,11.6,679139
09-12-2016,5,12,No restriction,Not a public holiday,7.2,10,17.3,23.2,768011
10-12-2016,6,12,No restriction,Not a public holiday,0.6,11.2,18.8,24.2,643880
11-12-2016,7,12,No restriction,Not a public holiday,1.2,12.9,19.3,27,545013
12-12-2016,1,12,No restriction,Not a public holiday,0,10.7,32.8,30,647059
13-12-2016,2,12,No restriction,Not a public holiday,0,16.5,36.3,14.1,615701
14-12-2016,3,12,No restriction,Not a public holiday,0,15.7,19.3,21.3,655230
15-12-2016,4,12,No restriction,Not a public holiday,0,11.7,18.6,30.8,691219
16-12-2016,5,12,No restriction,Not a public holiday,0,9.7,25.5,20.5,761279
17-12-2016,6,12,No restriction,Not a public holiday,0,15.1,20.9,22.5,578366
18-12-2016,7,12,No restriction,Not a public holiday,0,10,17.5,30.3,504656
19-12-2016,1,12,No restriction,Not a public holiday,0,8.8,30.2,29.3,641861
20-12-2016,2,12,No restriction,Not a public holiday,3.4,14.4,21.5,26,658083
21-12-2016,3,12,No restriction,Not a public holiday,0,13.5,19.9,28.8,716383
22-12-2016,4,12,No restriction,Not a public holiday,0,14.6,20,29.6,730382
23-12-2016,5,12,No restriction,Not a public holiday,0,12.5,26.3,28.7,688455
24-12-2016,6,12,No restriction,Not a public holiday,1.1,16.2,34.9,26.3,444984
25-12-2016,7,12,No restriction,Public Holiday,0,16.4,36.3,32.3,308541
26-12-2016,1,12,No restriction,Public Holiday,0,25.4,29.3,10.2,499610
27-12-2016,2,12,No restriction,Public Holiday,2,18,29.8,5.8,459541
28-12-2016,3,12,No restriction,Not a public holiday,1.4,20.3,38.2,15.1,505524
29-12-2016,4,12,No restriction,Not a public holiday,0,27,33.5,15.7,423814
30-12-2016,5,12,No restriction,Not a public holiday,22.8,20.1,27.8,28.8,529935
31-12-2016,6,12,No restriction,Not a public holiday,0,17.3,23.8,30.8,626809
01-01-2017,7,1,No restriction,Public Holiday,0,16.8,21.1,8.5,492152
02-01-2017,1,1,No restriction,Public Holiday,0.8,14.8,17.8,7.8,355156
03-01-2017,2,1,No restriction,Not a public holiday,0.4,14.6,19.5,25.9,529411
04-01-2017,3,1,No restriction,Not a public holiday,0,13.3,29.3,31.6,539839
05-01-2017,4,1,No restriction,Not a public holiday,0,18.5,31.7,29.7,530787
06-01-2017,5,1,No restriction,Not a public holiday,0,18.3,35.2,30.1,483188
07-01-2017,6,1,No restriction,Not a public holiday,0,20.9,36.7,28.5,347200
08-01-2017,7,1,No restriction,Not a public holiday,0,28,33.1,29.3,326441
09-01-2017,1,1,No restriction,Not a public holiday,0,18.5,24.4,14.3,497620
10-01-2017,2,1,No restriction,Not a public holiday,0,17.7,26.2,28.6,503211
11-01-2017,3,1,No restriction,Not a public holiday,0,16.6,24.3,25.9,527067
12-01-2017,4,1,No restriction,Not a public holiday,0,14.9,26.5,30.7,564571
13-01-2017,5,1,No restriction,Not a public holiday,1.8,17.5,28.8,1.3,532048
14-01-2017,6,1,No restriction,Not a public holiday,3.2,15.2,23.5,16.5,456663
15-01-2017,7,1,No restriction,Not a public holiday,0,15.2,21.5,22.7,465708
16-01-2017,1,1,No restriction,Not a public holiday,0,12.2,32.7,30.5,543821
17-01-2017,2,1,No restriction,Not a public holiday,0,16.4,37.8,25.5,526535
18-01-2017,3,1,No restriction,Not a public holiday,0,15.6,20.8,27.5,600457
19-01-2017,4,1,No restriction,Not a public holiday,0,11,23.4,29.7,620063
20-01-2017,5,1,No restriction,Not a public holiday,22.6,16.1,20.8,13.2,642266
21-01-2017,6,1,No restriction,Not a public holiday,0.6,15.3,22.6,25.1,539631
22-01-2017,7,1,No restriction,Not a public holiday,0,12.7,29.6,30.3,445390
23-01-2017,1,1,No restriction,Not a public holiday,0,17.8,36.7,19.2,514257
24-01-2017,2,1,No restriction,Not a public holiday,0.8,19.1,22,27.6,567696
25-01-2017,3,1,No restriction,Not a public holiday,0,13.5,21.1,29.8,632096
26-01-2017,4,1,No restriction,Public Holiday,0,16.4,21.2,16.9,512310
27-01-2017,5,1,No restriction,Not a public holiday,0,17,23.6,29.3,587002
28-01-2017,6,1,No restriction,Not a public holiday,0,15,29.2,29.2,533550
29-01-2017,7,1,No restriction,Not a public holiday,0,15.1,27,29.4,482085
30-01-2017,1,1,No restriction,Not a public holiday,0,17.8,30,3.7,478125
31-01-2017,2,1,No restriction,Not a public holiday,3,16.5,22.1,26.8,530324
01-02-2017,3,2,No restriction,Not a public holiday,0,14.3,20.6,9.3,528084
02-02-2017,4,2,No restriction,Not a public holiday,0,14.2,24.1,28.2,554782
03-02-2017,5,2,No restriction,Not a public holiday,0,15.4,27.6,28.1,616024
04-02-2017,6,2,No restriction,Not a public holiday,0,14.6,35.9,27.3,446105
05-02-2017,7,2,No restriction,Not a public holiday,0,18.5,30.7,9.3,327077
06-02-2017,1,2,No restriction,Not a public holiday,38.4,15.1,18,3.9,467318
07-02-2017,2,2,No restriction,Not a public holiday,0,15.4,27.6,27.9,535170
08-02-2017,3,2,No restriction,Not a public holiday,0,16.5,36,27.7,523366
09-02-2017,4,2,No restriction,Not a public holiday,0,20.3,36,24.4,493460
10-02-2017,5,2,No restriction,Not a public holiday,0,18.7,27.1,21.3,603611
11-02-2017,6,2,No restriction,Not a public holiday,0,18.5,24.6,21,475673
12-02-2017,7,2,No restriction,Not a public holiday,2.2,15.1,19.9,12.6,370499
13-02-2017,1,2,No restriction,Not a public holiday,0,14,21,20.5,514714
14-02-2017,2,2,No restriction,Not a public holiday,0.4,14.5,19.5,15.6,594850
15-02-2017,3,2,No restriction,Not a public holiday,0,10,31.5,26,574688
16-02-2017,4,2,No restriction,Not a public holiday,0,14.9,23.6,23.2,565850
17-02-2017,5,2,No restriction,Not a public holiday,0,13.7,25.5,18.4,640067
18-02-2017,6,2,No restriction,Not a public holiday,0,13.3,18.9,16.1,634328
19-02-2017,7,2,No restriction,Not a public holiday,0,11.7,17.3,9.9,451979
20-02-2017,1,2,No restriction,Not a public holiday,4.4,11.6,20.3,22.4,543044
21-02-2017,2,2,No restriction,Not a public holiday,0,10.1,24,25,587453
22-02-2017,3,2,No restriction,Not a public holiday,0,12.8,33.3,23.1,586389
23-02-2017,4,2,No restriction,Not a public holiday,0,15.9,25,23.5,609664
24-02-2017,5,2,No restriction,Not a public holiday,1.6,15.8,20,13.2,632265
25-02-2017,6,2,No restriction,Not a public holiday,0,13.7,19.4,23.9,533816
26-02-2017,7,2,No restriction,Not a public holiday,0,13.2,29.8,24.2,482188
27-02-2017,1,2,No restriction,Not a public holiday,0,15.6,33.1,23.9,565819
28-02-2017,2,2,No restriction,Not a public holiday,0,17.3,33.6,23.6,585790
01-03-2017,3,3,No restriction,Not a public holiday,0,16.6,30.5,23.7,589251
02-03-2017,4,3,No restriction,Not a public holiday,0,17.7,23.3,22,607676
03-03-2017,5,3,No restriction,Not a public holiday,0,18.1,28.6,18.1,656703
04-03-2017,6,3,No restriction,Not a public holiday,0,16.1,27.4,23,500791
05-03-2017,7,3,No restriction,Not a public holiday,0.4,17.6,25.4,16.8,389513
06-03-2017,1,3,No restriction,Not a public holiday,0,17.7,27.4,22.3,577509
07-03-2017,2,3,No restriction,Not a public holiday,0,15,28.2,22.4,602277
08-03-2017,3,3,No restriction,Not a public holiday,0,14.2,31.5,22.1,610525
09-03-2017,4,3,No restriction,Not a public holiday,0,15,32.3,21.1,609418
10-03-2017,5,3,No restriction,Not a public holiday,0,18.5,23.8,19.4,724976
11-03-2017,6,3,No restriction,Not a public holiday,0,18,26.4,13.9,620789
12-03-2017,7,3,No restriction,Not a public holiday,0,17.9,27.1,19.6,629251
13-03-2017,1,3,No restriction,Public Holiday,0,15.7,24.3,20.7,566090
14-03-2017,2,3,No restriction,Not a public holiday,0,18.8,32.7,20.8,558199
15-03-2017,3,3,No restriction,Not a public holiday,0,20.8,33.2,18.9,536590
16-03-2017,4,3,No restriction,Not a public holiday,2.4,21.7,23,4.8,552435
17-03-2017,5,3,No restriction,Not a public holiday,0,15.8,22.1,20.1,665697
18-03-2017,6,3,No restriction,Not a public holiday,0,12.4,30.8,19.9,534489
19-03-2017,7,3,No restriction,Not a public holiday,0,14.5,33.5,19.7,425861
20-03-2017,1,3,No restriction,Not a public holiday,0,19.3,28,11.3,511016
21-03-2017,2,3,No restriction,Not a public holiday,4.6,19.9,26.1,6.1,506996
22-03-2017,3,3,No restriction,Not a public holiday,10.4,17.8,21.8,7.3,528266
23-03-2017,4,3,No restriction,Not a public holiday,0,16.2,25.1,17.2,606242
24-03-2017,5,3,No restriction,Not a public holiday,0,13.9,24.7,16.1,678432
25-03-2017,6,3,No restriction,Not a public holiday,0,15.3,29.7,13.5,538991
26-03-2017,7,3,No restriction,Not a public holiday,0,19.3,26.7,14.6,422543
27-03-2017,1,3,No restriction,Not a public holiday,0,19.3,31.9,7.6,491361
28-03-2017,2,3,No restriction,Not a public holiday,5.8,11.9,24.3,17.8,555793
29-03-2017,3,3,No restriction,Not a public holiday,0,13.9,27.2,14.7,546584
30-03-2017,4,3,No restriction,Not a public holiday,2.8,10.2,17.9,13,568509
31-03-2017,5,3,No restriction,Not a public holiday,2.8,10.1,17.9,12.3,676940
01-04-2017,6,4,No restriction,Not a public holiday,0,10,19,13.5,542796
02-04-2017,7,4,No restriction,Not a public holiday,0.2,11.7,18.2,10.1,486547
03-04-2017,1,4,No restriction,Not a public holiday,0,8.2,21.5,16.8,601181
04-04-2017,2,4,No restriction,Not a public holiday,0,10,24.4,16.4,662872
05-04-2017,3,4,No restriction,Not a public holiday,0,11,25.4,15.8,670232
06-04-2017,4,4,No restriction,Not a public holiday,0,12,26.6,13.5,695848
07-04-2017,5,4,No restriction,Not a public holiday,0,12.7,26.2,15.6,760918
08-04-2017,6,4,No restriction,Not a public holiday,0,18.6,28.1,13.8,505220
09-04-2017,7,4,No restriction,Not a public holiday,14.2,11.7,15.2,6.5,424488
10-04-2017,1,4,No restriction,Not a public holiday,25.6,9,17,3,511858
11-04-2017,2,4,No restriction,Not a public holiday,14.4,12.3,18.5,13.5,623054
12-04-2017,3,4,No restriction,Not a public holiday,0,10.8,19.3,14,656443
13-04-2017,4,4,No restriction,Not a public holiday,0,10.9,22.2,13.9,699563
14-04-2017,5,4,No restriction,Public Holiday,0,13,17.9,8.9,471177
15-04-2017,6,4,No restriction,Public Holiday,0,11.8,17.3,9.7,539783
16-04-2017,7,4,No restriction,Public Holiday,0,9.9,22.6,10.1,472596
17-04-2017,1,4,No restriction,Public Holiday,0,11.1,18.3,10.9,401430
18-04-2017,2,4,No restriction,Not a public holiday,0,9.5,20.4,13.7,563015
19-04-2017,3,4,No restriction,Not a public holiday,0,13,26.9,12.7,580933
20-04-2017,4,4,No restriction,Not a public holiday,0,14.6,26.5,12.4,622035
21-04-2017,5,4,No restriction,Not a public holiday,9.8,16.5,20.9,3.6,611644
22-04-2017,6,4,No restriction,Not a public holiday,5.5,16.9,22.5,11.8,556652
23-04-2017,7,4,No restriction,Not a public holiday,5.4,14.4,21.8,11.9,490646
24-04-2017,1,4,No restriction,Not a public holiday,0.4,15.9,24.7,9.9,584798
25-04-2017,2,4,No restriction,Public Holiday,27.8,16.2,17.7,5.8,416005
26-04-2017,3,4,No restriction,Not a public holiday,20.6,10.1,14.5,6.4,518284
27-04-2017,4,4,No restriction,Not a public holiday,18,8.3,15.6,7.1,534711
28-04-2017,5,4,No restriction,Not a public holiday,0.8,9.4,19.8,6,636174
29-04-2017,6,4,No restriction,Not a public holiday,0,14.9,18.1,7.9,507620
30-04-2017,7,4,No restriction,Not a public holiday,0,13.6,17.8,7.3,427828
01-05-2017,1,5,No restriction,Not a public holiday,0,13.6,20.4,8.7,500172
02-05-2017,2,5,No restriction,Not a public holiday,2.8,10.4,15.2,9.4,521670
03-05-2017,3,5,No restriction,Not a public holiday,1.2,7.4,15.3,10.8,559569
04-05-2017,4,5,No restriction,Not a public holiday,0,5.8,16.9,12,600993
05-05-2017,5,5,No restriction,Not a public holiday,0,6.2,20.5,10.6,668528
06-05-2017,6,5,No restriction,Not a public holiday,0,9.6,20,6.1,491693
07-05-2017,7,5,No restriction,Not a public holiday,2,8.9,14.8,9.4,402430
08-05-2017,1,5,No restriction,Not a public holiday,2.6,10.1,15.8,7.2,492725
09-05-2017,2,5,No restriction,Not a public holiday,1.2,10.9,15.9,7.3,538218
10-05-2017,3,5,No restriction,Not a public holiday,0,8.1,17.7,11.3,568189
11-05-2017,4,5,No restriction,Not a public holiday,0,6.1,16.5,8.6,567444
12-05-2017,5,5,No restriction,Not a public holiday,0,5.9,19.5,9.9,642942
13-05-2017,6,5,No restriction,Not a public holiday,0,8.4,15.6,10.1,532369
14-05-2017,7,5,No restriction,Not a public holiday,0,6.4,15.1,7.7,454015
15-05-2017,1,5,No restriction,Not a public holiday,0,6.3,16.9,8.2,510207
16-05-2017,2,5,No restriction,Not a public holiday,0,5.6,18.2,9,540831
17-05-2017,3,5,No restriction,Not a public holiday,0.4,7.6,17,3.8,572565
18-05-2017,4,5,No restriction,Not a public holiday,0,10.7,20.2,9.8,577407
19-05-2017,5,5,No restriction,Not a public holiday,1,10.2,17.8,2.5,616429
20-05-2017,6,5,No restriction,Not a public holiday,0.2,10.2,19.3,9.8,550704
21-05-2017,7,5,No restriction,Not a public holiday,0,10.8,18.7,6.8,425269
22-05-2017,1,5,No restriction,Not a public holiday,0,10.4,20.3,10.1,530489
23-05-2017,2,5,No restriction,Not a public holiday,0,12.8,19.3,7.4,532285
24-05-2017,3,5,No restriction,Not a public holiday,0,11.7,17.1,8,553415
25-05-2017,4,5,No restriction,Not a public holiday,0,13.7,18.5,5.7,558028
26-05-2017,5,5,No restriction,Not a public holiday,0,13.1,18,8.2,639163
27-05-2017,6,5,No restriction,Not a public holiday,0,11.9,17.8,8.3,511893
28-05-2017,7,5,No restriction,Not a public holiday,8,10.2,15.3,7.6,361337
29-05-2017,1,5,No restriction,Not a public holiday,1.6,7.7,14.8,8,494117
30-05-2017,2,5,No restriction,Not a public holiday,3,9.3,13.1,6.9,490358
31-05-2017,3,5,No restriction,Not a public holiday,5.6,6.7,13,8.5,474685
01-06-2017,4,6,No restriction,Not a public holiday,1.2,7.9,13.9,4.7,509074
02-06-2017,5,6,No restriction,Not a public holiday,0,8,14.7,7.3,625069
03-06-2017,6,6,No restriction,Not a public holiday,1,9.9,14.3,8.3,515674
04-06-2017,7,6,No restriction,Not a public holiday,0,4.4,15.8,9.3,409450
05-06-2017,1,6,No restriction,Not a public holiday,0,5.6,17.5,5,510095
06-06-2017,2,6,No restriction,Not a public holiday,6.4,8.7,13.9,6.3,518925
07-06-2017,3,6,No restriction,Not a public holiday,0,5.9,14.3,9.2,570696
08-06-2017,4,6,No restriction,Not a public holiday,0,3.6,15,7.2,553586
09-06-2017,5,6,No restriction,Not a public holiday,2.4,6.6,15,7.8,720789
10-06-2017,6,6,No restriction,Not a public holiday,0,7,15.8,8.9,575576
11-06-2017,7,6,No restriction,Not a public holiday,0,3.4,15.5,8.6,518019
12-06-2017,1,6,No restriction,Public Holiday,0,6,15.9,5.1,387743
13-06-2017,2,6,No restriction,Not a public holiday,0,8.8,15.1,6.6,530279
14-06-2017,3,6,No restriction,Not a public holiday,0,4,17.4,8.9,548934
15-06-2017,4,6,No restriction,Not a public holiday,0,7.7,19,7.4,558423
16-06-2017,5,6,No restriction,Not a public holiday,0,6.6,17.1,8.9,658843
17-06-2017,6,6,No restriction,Not a public holiday,0,4.2,15.5,9.2,519084
18-06-2017,7,6,No restriction,Not a public holiday,0,5.4,16.3,7.9,396715
19-06-2017,1,6,No restriction,Not a public holiday,0,7.1,16.1,6,508138
20-06-2017,2,6,No restriction,Not a public holiday,0,6.4,15.8,9.2,542160
21-06-2017,3,6,No restriction,Not a public holiday,1,7.8,13.5,5,531468
22-06-2017,4,6,No restriction,Not a public holiday,0.4,6.7,14.1,6.7,559088
23-06-2017,5,6,No restriction,Not a public holiday,0,7.4,14.9,8.2,623355
24-06-2017,6,6,No restriction,Not a public holiday,1.2,8.3,12.3,7.3,502193
25-06-2017,7,6,No restriction,Not a public holiday,0.2,8.6,14.3,5.3,385792
26-06-2017,1,6,No restriction,Not a public holiday,2,8.8,12.6,7.8,496982
27-06-2017,2,6,No restriction,Not a public holiday,0,6,12.1,4.4,507611
28-06-2017,3,6,No restriction,Not a public holiday,0,6.8,14.1,5.4,519149
29-06-2017,4,6,No restriction,Not a public holiday,0,9.2,13.7,5,464468
30-06-2017,5,6,No restriction,Not a public holiday,5.6,7.1,12.3,8.4,590486
01-07-2017,6,7,No restriction,Not a public holiday,0.2,1.1,12.7,9.3,616019
02-07-2017,7,7,No restriction,Not a public holiday,0,0.8,14.3,9.2,537761
03-07-2017,1,7,No restriction,Not a public holiday,0,3.8,13.9,3.9,579373
04-07-2017,2,7,No restriction,Not a public holiday,3.6,9,16.2,6.4,626490
05-07-2017,3,7,No restriction,Not a public holiday,0,10.1,15.8,6.5,658694
06-07-2017,4,7,No restriction,Not a public holiday,0,4.8,15,8.7,686601
07-07-2017,5,7,No restriction,Not a public holiday,0,8,14.2,9.4,784079
08-07-2017,6,7,No restriction,Not a public holiday,0,5.3,13.5,5.1,586585
09-07-2017,7,7,No restriction,Not a public holiday,1,7.3,14.6,7.3,507736
10-07-2017,1,7,No restriction,Not a public holiday,0,7,16,5.7,604159
11-07-2017,2,7,No restriction,Not a public holiday,0.4,6.9,14.3,9.7,644573
12-07-2017,3,7,No restriction,Not a public holiday,0,3.2,15.1,9.8,659620
13-07-2017,4,7,No restriction,Not a public holiday,0,4.8,13.3,5.5,629153
14-07-2017,5,7,No restriction,Not a public holiday,2.6,9.9,15.9,8.6,679518
15-07-2017,6,7,No restriction,Not a public holiday,0.1,4.5,12,9.4,574596
16-07-2017,7,7,No restriction,Not a public holiday,0.1,3,12.5,7.8,406334
17-07-2017,1,7,No restriction,Not a public holiday,0,5.7,15.3,6.3,523005
18-07-2017,2,7,No restriction,Not a public holiday,0,9.7,14.5,5.8,540192
19-07-2017,3,7,No restriction,Not a public holiday,5.6,8.9,13.2,7.7,555027
20-07-2017,4,7,No restriction,Not a public holiday,0.6,7.9,10.7,5.9,547041
21-07-2017,5,7,No restriction,Not a public holiday,3.4,3.3,13.8,10.3,681935
22-07-2017,6,7,No restriction,Not a public holiday,0.2,5.4,12.4,7,495025
23-07-2017,7,7,No restriction,Not a public holiday,0,8.4,14.1,5.4,405805
24-07-2017,1,7,No restriction,Not a public holiday,10.6,8.1,16.1,8.3,577529
25-07-2017,2,7,No restriction,Not a public holiday,0,9.8,17.2,9,575038
26-07-2017,3,7,No restriction,Not a public holiday,1.6,10.9,15,8.7,596492
27-07-2017,4,7,No restriction,Not a public holiday,1.2,4.4,14.2,8.7,608917
28-07-2017,5,7,No restriction,Not a public holiday,3.4,6.2,14.3,9.8,757744
29-07-2017,6,7,No restriction,Not a public holiday,1,9.7,17.9,10.1,558579
30-07-2017,7,7,No restriction,Not a public holiday,0,11.3,18.1,8.3,539554
31-07-2017,1,7,No restriction,Not a public holiday,0,6.7,14.8,11.5,538126
01-08-2017,2,8,No restriction,Not a public holiday,0,3.5,15.5,11.5,567873
02-08-2017,3,8,No restriction,Not a public holiday,0,3.4,12.9,7.5,581568
03-08-2017,4,8,No restriction,Not a public holiday,0,3.1,9,4.4,541575
04-08-2017,5,8,No restriction,Not a public holiday,7.6,4.3,12.1,7.2,678298
05-08-2017,6,8,No restriction,Not a public holiday,0,8.8,14.2,11.7,566359
06-08-2017,7,8,No restriction,Not a public holiday,0.2,9,13,8.2,407353
07-08-2017,1,8,No restriction,Not a public holiday,5,7.7,12.3,7.3,536863
08-08-2017,2,8,No restriction,Not a public holiday,3,7.9,15,7.5,596215
09-08-2017,3,8,No restriction,Not a public holiday,0,8.9,16.8,11.5,611458
10-08-2017,4,8,No restriction,Not a public holiday,0,11.4,18.8,8.4,613531
11-08-2017,5,8,No restriction,Not a public holiday,0,10.3,16.4,9.3,693400
12-08-2017,6,8,No restriction,Not a public holiday,0,10.3,17.9,9.9,539856
13-08-2017,7,8,No restriction,Not a public holiday,0,9.4,18.7,11.1,505625
14-08-2017,1,8,No restriction,Not a public holiday,0.2,12.3,20.1,12.6,586612
15-08-2017,2,8,No restriction,Not a public holiday,0,10.4,17.5,3.2,565622
16-08-2017,3,8,No restriction,Not a public holiday,1.4,12.1,18.1,10.9,600683
17-08-2017,4,8,No restriction,Not a public holiday,4.8,9.3,15.6,9.1,575320
18-08-2017,5,8,No restriction,Not a public holiday,4.8,8,12.2,9.4,617533
19-08-2017,6,8,No restriction,Not a public holiday,7,5.9,11.8,11.6,559997
20-08-2017,7,8,No restriction,Not a public holiday,1.8,5.1,13.3,13.9,515892
21-08-2017,1,8,No restriction,Not a public holiday,1.2,6.8,12.7,7.9,524362
22-08-2017,2,8,No restriction,Not a public holiday,2.2,5.7,16.8,11.1,588137
23-08-2017,3,8,No restriction,Not a public holiday,0,8.3,18.1,9.7,559107
24-08-2017,4,8,No restriction,Not a public holiday,8.8,5.2,13.3,13,599851
25-08-2017,5,8,No restriction,Not a public holiday,0,4.9,15,13.3,723943
26-08-2017,6,8,No restriction,Not a public holiday,0,9.9,15.3,8.5,633871
27-08-2017,7,8,No restriction,Not a public holiday,,5.8,10.7,11.8,437941
28-08-2017,1,8,No restriction,Not a public holiday,0.8,5.8,11.8,14.6,588781
29-08-2017,2,8,No restriction,Not a public holiday,0,5.4,12.9,9.1,584852
30-08-2017,3,8,No restriction,Not a public holiday,1,7.7,13.8,12.3,604017
31-08-2017,4,8,No restriction,Not a public holiday,0,4,16.7,15.9,639756
01-09-2017,5,9,No restriction,Not a public holiday,0,3.7,17,14.4,705140
02-09-2017,6,9,No restriction,Not a public holiday,3,7.3,18.4,6.3,536908
03-09-2017,7,9,No restriction,Not a public holiday,0.4,13.4,17.2,6.3,413123
04-09-2017,1,9,No restriction,Not a public holiday,0,8.8,13.7,13.4,504647
05-09-2017,2,9,No restriction,Not a public holiday,5.4,6.5,13.3,11,516970
06-09-2017,3,9,No restriction,Not a public holiday,5.4,6.7,15.1,11,529974
07-09-2017,4,9,No restriction,Not a public holiday,4.6,7.9,15.2,9.5,545018
08-09-2017,5,9,No restriction,Not a public holiday,4.6,8,13.5,13.1,665810
09-09-2017,6,9,No restriction,Not a public holiday,1.6,7.1,14.9,15.9,540443
10-09-2017,7,9,No restriction,Not a public holiday,0,5.3,16.1,12.3,455550
11-09-2017,1,9,No restriction,Not a public holiday,0,8.1,18.1,7,548230
12-09-2017,2,9,No restriction,Not a public holiday,1.6,12.2,19.9,3.5,569329
13-09-2017,3,9,No restriction,Not a public holiday,2.8,13.3,16.4,8.2,585817
14-09-2017,4,9,No restriction,Not a public holiday,1.2,5.8,15.3,10.8,610491
15-09-2017,5,9,No restriction,Not a public holiday,0,9.6,16.7,7,667928
16-09-2017,6,9,No restriction,Not a public holiday,21.9,7.4,13.3,16.7,542549
17-09-2017,7,9,No restriction,Not a public holiday,0.2,4,18.1,19,520078
18-09-2017,1,9,No restriction,Not a public holiday,0,10.5,22,15.7,603385
19-09-2017,2,9,No restriction,Not a public holiday,0,9,13.9,16.6,645505
20-09-2017,3,9,No restriction,Not a public holiday,0,6,19.2,17.3,682738
21-09-2017,4,9,No restriction,Not a public holiday,0,11.6,23.6,13,693047
22-09-2017,5,9,No restriction,Not a public holiday,0,12.8,25.6,15.6,811585
23-09-2017,6,9,No restriction,Not a public holiday,0,14.8,30.6,17.3,674681
24-09-2017,7,9,No restriction,Not a public holiday,0,12.9,19.9,12,510931
25-09-2017,1,9,No restriction,Not a public holiday,1.8,10.3,14.2,10.9,633979
26-09-2017,2,9,No restriction,Not a public holiday,0,5,15.1,20.4,722429
27-09-2017,3,9,No restriction,Not a public holiday,0,9.6,24.6,11.7,749021
28-09-2017,4,9,No restriction,Not a public holiday,0,10.4,18.5,12.8,741544
29-09-2017,5,9,No restriction,Public Holiday,0.8,10.6,18.4,14.5,629526
30-09-2017,6,9,No restriction,Not a public holiday,1.4,11,15.4,16.1,591288
01-10-2017,7,10,No restriction,Not a public holiday,0,9.7,17.2,9.2,491805
02-10-2017,1,10,No restriction,Not a public holiday,0,9.5,16.4,16.4,650927
