Category,Start_date,End_date,Latitude,Longitude,Location
Public Event - Memorial,2017-04-18,2017-04-25,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.825915800000004,144.97438634674612," Kings Domain, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.8063859,144.9582787,"Queen Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Memorial,2017-04-18,2017-04-25,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Music Event,2014-01-10,2014-01-13,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2014-01-11,2014-01-12,-37.812684000000004,144.98050537922455,"Fitzroy Gardens, Melbourne, Australia"
Public Event - Music Event,2014-01-11,2014-01-12,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Music Event,2014-10-02,2015-02-22,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2014-10-02,2015-02-22,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Music Event,2014-11-20,2014-11-22,-38.3152374,145.0008477,"Somerset Place, Melbourne, Australia"
Public Event - Music Event,2015-03-17,2015-03-18,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Music Event,2015-12-21,2015-12-25,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2015-12-21,2015-12-25,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Music Event,2016-01-21,2016-01-25,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Music Event,2016-03-09,2016-03-09,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Music Event,2016-03-09,2016-03-09,-37.8117601,144.9712728,"Crossley Street, Melbourne, Australia"
Public Event - Music Event,2014-01-21,2014-01-23,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2014-02-12,2014-02-14,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2014-02-14,2014-02-23,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2014-03-19,2014-03-20,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Music Event,2014-08-23,2014-08-23,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Music Event,2014-09-30,2014-10-07,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2015-06-21,2015-06-21,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Music Event,2015-10-16,2015-11-13,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2015-11-19,2015-11-20,-37.8119444,144.9653562,"Stevenson Lane, Melbourne, Australia"
Public Event - Music Event,2015-11-19,2015-11-20,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Music Event,2015-11-21,2015-11-21,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Music Event,2015-11-21,2015-11-21,-37.7147008,145.0078338,"Spring Street, Melbourne, Australia"
Public Event - Music Event,2016-01-29,2016-04-03,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Music Event,2016-04-15,2016-04-15,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Music Event,2016-08-18,2016-08-18,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Music Event,2016-11-25,2016-11-25,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Music Event,2017-01-18,2017-01-23,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Music Event,2017-01-25,2017-01-27,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Music Event,2014-06-12,2014-06-12,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Music Event,2014-11-19,2014-11-21,-37.8119444,144.9653562,"Stevenson Lane, Melbourne, Australia"
Public Event - Music Event,2014-11-19,2014-11-21,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Music Event,2014-12-01,2014-12-01,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Music Event,2015-01-22,2015-01-25,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Music Event,2015-04-18,2015-04-18,-37.8177839,144.9660202,"Campbell Arcade, Melbourne, Australia"
Public Event - Music Event,2015-11-10,2015-11-27,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Music Event,2015-11-19,2015-11-20,-37.7068648,144.7044042635613,"Westwood Place, Melbourne, Australia"
Public Event - Music Event,2015-11-19,2015-11-19,-37.809521131914906,144.97168456715806,"Meyers Place (Green Laneway), Melbourne, Australia"
Public Event - Music Event,2015-12-20,2015-12-20,-37.802375999999995,144.96588939072774,"Piazza Italia, Melbourne, Australia"
Public Event - Music Event,2016-11-17,2016-11-18,-37.8119444,144.9653562,"Stevenson Lane, Melbourne, Australia"
Public Event - Music Event,2016-11-17,2016-11-18,-37.8118954,144.9655785,"Tattersalls Lane, Melbourne, Australia"
Public Event - Music Event,2016-12-10,2016-12-10,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-15,2014-01-22,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-15,2014-01-22,-37.810299,144.9728121,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-15,2014-01-22,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.8153503,144.9708117,"Flinders Lane, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.818185650000004,144.9664771839778,"Flinders Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-24,2014-01-26,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-26,2014-01-26,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-26,2014-01-26,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-26,2014-01-26,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-27,2014-01-27,-37.80624775,144.97123179005268,"Carlton Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-28,2014-02-03,-37.810299,144.9728121,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-28,2014-02-03,-37.8137438,144.9686999,"Little Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-28,2014-02-03,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-28,2014-02-03,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-30,2014-02-09,-37.810299,144.9728121,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-01-30,2014-02-09,-37.8112436,144.9656244,"Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-30,2014-05-31,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-02,2014-02-03,-37.810299,144.9728121,"Little Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-02,2014-02-03,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-02,2014-02-03,-37.8104681,144.9689134,"Cohen Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-09,2014-02-17,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-09,2014-02-09,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-20,2014-02-20,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-22,2014-02-22,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-24,2014-03-14,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-28,2014-03-01,-37.84146095,144.98186833591586,"Fawkner Park, Melbourne, Australia"
Public Event - Non-ticketed,2014-02-28,2014-03-01,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-01,2014-03-01,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-01,2014-03-01,-37.78126845,144.951681481633,"Royal Park, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-17,2014-03-17,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-22,2014-03-22,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-23,2014-03-23,-37.8091572,144.9691182,"Little Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-23,2014-03-23,-37.8143075,144.9701809,"Alfred Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.6870565,144.7547125,"Balcombe Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.8148595,144.9650046,"Carson Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.8150733,144.9653075,"Howey Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.814961,144.9656922,"Presgrave Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-03-29,2014-03-30,-37.8139832,144.9645678,"Union Lane, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-27,2014-04-27,-37.78375115,144.96183124319754,"Princes Park, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-30,2014-04-30,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-30,2014-04-30,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-30,2014-04-30,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-30,2014-04-30,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-30,2014-04-30,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2014-04-30,2014-04-30,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-06,2014-06-06,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-06,2014-06-06,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-06,2014-06-06,-37.81415385,144.97319374625505,"Collins Place, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-30,2014-05-31,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-30,2014-05-31,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-31,2014-05-31,-37.7147008,145.0078338,"Spring Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-05-31,2014-05-31,-37.8127127,144.9734669,"Parliament Station, Melbourne, Australia"
Public Event - Non-ticketed,2014-07-17,2014-07-17,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-07-18,2014-07-26,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-08-10,2014-08-10,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-08-17,2014-08-17,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-08-17,2014-08-17,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-08-17,2014-08-17,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Public Event - Non-ticketed,2014-08-17,2014-08-17,-37.8095426,144.9640442,"Melbourne Central Station - Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-08-17,2014-08-17,-37.8102437,144.9615621,"Melbourne Central Station - Elizabeth Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-09-07,2014-09-07,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2014-09-07,2014-09-07,-37.8199197,144.9664768,"Southbank Promenade, Melbourne, Australia"
Public Event - Non-ticketed,2014-09-07,2014-09-07,-37.8196329,144.9651295751562,"Evan Walker Bridge, Melbourne, Australia"
Public Event - Non-ticketed,2014-09-25,2014-09-29,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2014-10-04,2014-10-04,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-10-04,2014-10-04,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-10-04,2014-10-04,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-10-04,2014-10-04,-37.7147008,145.0078338,"Spring Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-10-04,2014-10-04,-37.8108792,144.9546074728014,"Flagstaff Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-08,2014-11-08,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-08,2014-11-08,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-10,2014-11-24,-37.8063859,144.9582787,"Queen Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-10,2014-11-24,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-14,2014-11-15,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-14,2014-11-15,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-16,2014-11-16,-37.79914165,144.94140856222083,"North Melbourne Recreation Reserve, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-20,2014-11-21,-37.8117982,144.9643441,"Caledonian Lane, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-21,2014-11-21,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-22,2014-11-22,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-26,2014-11-30,-37.8162521,144.969026,"Hosier Lane, Melbourne, Australia"
Public Event - Non-ticketed,2014-11-26,2014-11-30,-37.8165959,144.9689514,"Rutledge Lane, Melbourne, Australia"
Public Event - Non-ticketed,2014-12-05,2014-12-06,-37.78126845,144.951681481633,"Royal Park, Melbourne, Australia"
Public Event - Non-ticketed,2014-12-12,2014-12-12,-37.88408435,145.19164133394895,"Parks, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-14,2015-01-21,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-14,2015-01-21,-37.81740602754738,144.9729885581025,"AG - Riverslide Skate Park, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-24,2015-01-27,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-24,2015-01-27,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-24,2015-01-27,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-24,2015-01-27,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-24,2015-01-27,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-24,2015-01-27,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2015-01-26,2015-01-26,-37.8142946,144.9760055472433,"Treasury Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-08,2015-02-16,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-15,2015-02-15,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-15,2015-02-15,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-15,2015-02-15,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-15,2015-02-15,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.825915800000004,144.97438634674612,"Kings Domain, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.821972450000004,144.97172138901482,"Queen Victoria Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2015-02-23,2015-03-17,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-08,2015-03-08,-37.8155405,144.9705723,"ACDC Lane, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-08,2015-03-08,-37.8156698,144.9714399,"Duckboard Place, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-14,2015-03-14,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-22,2015-03-22,-37.8091572,144.9691182,"Little Lonsdale Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-22,2015-03-22,-37.8532803,145.0033029,"Russell Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-22,2015-03-22,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-22,2015-03-22,-37.8117982,144.9643441,"Caledonian Lane, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-24,2015-04-16,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-24,2015-04-16,-37.7977858,144.9330243,"Elizabeth Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-24,2015-04-16,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-29,2015-03-29,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2015-03-29,2015-03-29,-37.8565869,144.9831917,"St Kilda Road, Melbourne, Australia"
Public Event - Non-ticketed,2015-04-03,2015-04-03,-37.8249254,144.97160681435184,"Tom's Block, Melbourne, Australia"
Public Event - Non-ticketed,2015-04-08,2015-04-10,-37.8165959,144.9689514,"Rutledge Lane, Melbourne, Australia"
Public Event - Non-ticketed,2015-04-29,2015-04-29,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-05-01,2015-05-01,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-05-08,2015-05-08,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-05-08,2015-05-08,-37.852686,145.68001159293397,"Bridges, Melbourne, Australia"
Public Event - Non-ticketed,2015-05-08,2015-05-08,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-05-08,2015-05-08,-37.818185650000004,144.9664771839778,"Flinders St Station, Melbourne, Australia"
Public Event - Non-ticketed,2015-05-08,2015-05-08,-37.8212116,144.9619189982564,"Queensbridge Square , Melbourne, Australia"
Public Event - Non-ticketed,2015-05-09,2015-05-16,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-07-01,2015-07-01,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-07-01,2015-07-01,-37.6963508,145.058544,"City Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-07-26,2015-08-05,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-08-15,2015-08-17,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2015-08-28,2015-09-04,-37.816049,144.9570548,"Bourke Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-08-28,2015-09-04,-37.8176366,144.9589069,"Collins Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-08-28,2015-09-04,-38.1259739,145.3313995,"Swanston Street, Melbourne, Australia"
Public Event - Non-ticketed,2015-08-28,2015-09-04,-37.811425719556375,144.9642798285428,"Bourke St Mall - next to Tourism booth, Melbourne, Australia"
Public Event - Non-ticketed,2015-08-29,2015-08-29,-37.8212116,144.9619189982564,"Queensbridge Square, Melbourne, Australia"
Public Event - Non-ticketed,2015-09-13,2015-09-13,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2015-09-24,2015-09-26,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2015-09-29,2015-10-10,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2015-10-10,2015-10-10,-37.78126845,144.951681481633,"Royal Park, Melbourne, Australia"
Public Event - Non-ticketed,2015-10-11,2015-10-11,-37.809521131914906,144.97168456715806,"Meyers Place (Green Laneway), Melbourne, Australia"
Public Event - Non-ticketed,2015-10-17,2015-10-17,-37.812684000000004,144.98050537922455,"Fitzroy Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-10-18,2015-10-18,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2015-10-22,2015-10-25,-37.79994933523437,144.9668979307423,"Argyle Square Stage Only, Melbourne, Australia"
Public Event - Non-ticketed,2015-10-22,2015-10-25,-37.798004076503936,144.96662295572335,"Inner Suburb Locations, Melbourne, Australia"
Public Event - Non-ticketed,2015-10-31,2015-10-31,-37.812684000000004,144.98050537922455,"Fitzroy Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-11-01,2015-11-01,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2015-11-09,2015-12-03,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2015-11-11,2015-11-11,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-11-27,2015-11-28,-37.82124215,144.97366341791786,"Alexandra Gardens, Melbourne, Australia"
Public Event - Non-ticketed,2015-12-04,2015-12-23,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2016-01-05,2016-02-02,-37.819057900000004,144.9743266242395,"Birrarung Marr, Melbourne, Australia"
Public Event - Non-ticketed,2016-01-05,2016-02-02,-37.989031,145.199246,"BM, Melbourne, Australia"
