School_Name,School_Type,LGA_Name,nearest_stop_name,nearest_stop_distance_m
Heany Park Primary School,Primary,Knox (C),Buckingham Dr/Liberty Ave,157.95497503080648
Kilberry Valley Primary School,Primary,Casey (C),Kilberry Valley PS/Kilberry Bvd,73.54053640991161
Killara Primary School,Primary,Hume (C),Killara PS/Rees Rd,70.75063286774628
Surfside Primary School,Primary,Greater Geelong (C),Bellarine Secondary College Ocean Grove Campus/Shell Rd ,231.64087135269384
Orchard Park Primary School,Primary,Cardinia (S),Timbertop Bvd/Princes Hwy,356.7562994231362
Riverwalk Primary School,Primary,Wyndham (C),Dutchelm Ave/Newmarket Rd,460.91818764455905
Niddrie Autistic School (interim name),Special,Moonee Valley (C),Ida St/Garnet St,166.0357305356707
Oatlands Primary School,Primary,Casey (C),Oatlands Primary School/Kurrajong Rd,53.31773313031389
Westgrove Primary School,Primary,Wyndham (C),Westgrove PS/Thames Bvd,162.58648418620294
Pentland Primary School,Primary,Moorabool (S),Durham St/Hallets Way,141.91356758279727
Pakenham Hills Primary School,Primary,Cardinia (S),Pakenham Hills PS/Army Rd,203.29786460932473
Courtenay Gardens Primary School,Primary,Casey (C),Courtenay Gardens PS/Courtenay Ave,140.55691767412569
Somerville Rise Primary School,Primary,Mornington Peninsula (S),Somerville Recreation Reserve/Park Lane,625.3474498764576
Grayling Primary School,Primary,Casey (C),Treefern Lane/Skylark Bvd,138.9647079529236
Niddrie Primary School,Primary,Moonee Valley (C),Hanson St/Keilor Rd,151.94442587225885
Keelonith Primary School,Primary,Hume (C),Ventura Way/Blossom Dr,109.04010574348658
Toolern Vale and District Primary School,Primary,Melton (C),Foxzami Lane/Dalray Cres,5562.728750408744
Parkhill Primary School,Primary,Monash (C),Cleveland Rd/High Street Rd,482.7149590401786
Kananook Primary School,Primary,Frankston (C),Kananook Primary School/Boonong Ave,139.51294377867364
Roberts McCubbin Primary School,Primary,Whitehorse (C),Devon St/Haig St,103.78141590922067
Le Page Primary School,Primary,Kingston (C),Cavanagh St/Friendship Sq,134.6417497713007
Glen Waverley Primary School,Primary,Monash (C),Springvale Rd/High Street Rd,63.165208365004204
Carrington Primary School,Primary,Knox (C),Carrington Primary School/Laura Rd,134.22808520321652
Albany Rise Primary School,Primary,Monash (C),Albany Rise Primary School/Albany Dr,58.887894857857034
Amsleigh Park Primary School,Primary,Monash (C),Shafton St/Princes Hwy,273.62652774876545
Knox Central Primary School,Primary,Knox (C),Lewis Rd/Coleman Rd,295.2255714995168
Mount Waverley North Primary School,Primary,Monash (C),Josephine Ave/High Street Rd,369.1419267728461
Rangeview Primary School,Primary,Whitehorse (C),Rangeview PS/Churinga Ave,62.455503611354
Carwatha College P-12,Pri/Sec,Greater Dandenong (C),Ahern St/Jacksons Rd,308.3308013232761
Glen Waverley South Primary School,Primary,Monash (C),Capella Ct/Watsons Rd,153.5562412797864
Streeton Primary School,Primary,Banyule (C),Amaroo Way/Elonera Ave,154.16968780795506
Roxburgh Homestead Primary School,Primary,Hume (C),Donald Cameron Dr/Roxburgh Park Dr,264.4817550081705
Dinjerra Primary School,Primary,Maribyrnong (C),Melon St/South Rd,102.33178015912489
Belle Vue Park Primary School,Primary,Moreland (C),May St/Evell St,127.17791427668877
Doncaster Gardens Primary School,Primary,Manningham (C),Rieschiecks Reserve/George St,155.70692409327015
Strathaird Primary School,Primary,Casey (C),Strathaird Primary School/Community Pde ,91.45662585986676
Marnebek School Cranbourne,Special,Casey (C),Broad Oak Dr/Bradford Dr,472.273341735796
Great Ryrie Primary School,Primary,Maroondah (C),Aquinas College/Great Ryrie St,79.53471965506114
Timbarra P-9 College,Pri/Sec,Casey (C),Timbarra Primary School/Parkhill Dr ,36.90994332364062
Parkwood Green Primary School,Primary,Melton (C),Parkwood Green PS/Gourlay Rd,156.32944029155877
Hillsmeade Primary School,Primary,Casey (C),Hillsmeade PS/Littlecroft Ave,80.77083569764491
Roxburgh Park Primary School,Primary,Hume (C),Roxburgh Park Primary School/Thomas Brunton Pde,204.08780144875465
Carranballac P-9 College,Pri/Sec,Wyndham (C),Carranballac P-9 College/Dunnings Rd,127.49856560708989
Benton Junior College,Primary,Mornington Peninsula (S),Benton Junior College/Racecourse Rd,63.139877905117196
Caulfield Primary School,Primary,Glen Eira (C),Glenhuntly Rd/Hawthorn Rd #57,192.93253811392967
Roxburgh Rise Primary School,Primary,Hume (C),Wattleview Rd/Bridgewater Rd,256.5394338348574
Lynbrook Primary School,Primary,Casey (C),Paterson Dr/Lynbrook Bvd,328.60891754351593
Laurimar Primary School,Primary,Whittlesea (C),Bulimba Dr/Hazel Glen Dr,121.29282566784444
Truganina South Primary School,Primary,Wyndham (C),Federation Bvd/Forsyth Rd,581.2373424187259
Kororoit Creek Primary School,Primary,Melton (C),Harrison Ct/Westwood Dr,491.9409851213464
Harvest Home Primary School,Primary,Whittlesea (C),Harvest Home Rd/Edgars Rd,302.7364178569158
Truganina P-9 College,Pri/Sec,Wyndham (C),Truganina P-9 College/Leakes Rd,183.3377337432584
Burnside Primary School,Primary,Melton (C),Lexington Dr/Westwood Dr,322.18500915945503
Berwick Chase Primary School,Primary,Casey (C),Irving Cl/Bridgewater Bvd,301.54704886471956
Pakenham Lakeside Primary School,Primary,Cardinia (S),Cardinia Road Station/The Parkway,241.25740101095585
Davis Creek Primary School,Primary,Wyndham (C),Amelie Pde/Bethany Rd,471.0183962227267
Pakenham Springs Primary School,Primary,Cardinia (S),Livingstone Bvd/Heritage Bvd,100.18274363992644
Taylors Hill Primary School,Primary,Melton (C),Loddon Dr/Watervale Bvd,115.96689545795252
Cranbourne Carlisle Primary School,Primary,Casey (C),Courtenay Ave/Thompsons Rd,426.21574628758316
Aurora School,Special,Whitehorse (C),Holland Rd/Fulton Rd,355.5909072607783
Derrimut Primary School,Primary,Brimbank (C),Lennon Pkwy/Windsor Bvd,246.6345165754595
Epping Views Primary School,Primary,Whittlesea (C),Epping Views PS/Lyndarum Dr,107.26417381055067
Cranbourne East Primary School,Primary,Casey (C),Avalon Cres/Broad Oak Dr,251.48583200394762
Lyndhurst Primary School,Primary,Casey (C),Marriott Waters SC/Marriott Bvd,358.6148501162559
Aitken Creek Primary School,Primary,Hume (C),Grevillea St/Waterview Bvd,184.90566007892818
Reservoir Views Primary School,Primary,Darebin (C),Banff St/Hickford St,26.31409823634316
Meadows Primary School,Primary,Hume (C),Holberry St/Camp Rd,118.7014176991877
Mernda Park Primary School,Primary,Whittlesea (C),The Parkway/Riverdale Bvd,239.9802138856783
Sunshine Harvester Primary School,Primary,Brimbank (C),Sunshine Harvester Primary School/Duke St ,72.6419223992875
Alamanda K-9 College,Pri/Sec,Wyndham (C),Alamanda College/Alamanda Bvd,87.4870599956778
Whitehorse Primary School,Primary,Whitehorse (C),Barnsley St/Junction Rd,105.49548529115039
Lalor Gardens Primary School,Primary,Whittlesea (C),Lalor Gardens PS/Kingsway Dr,72.40795615521895
Chandler Park Primary School,Primary,Greater Dandenong (C),Cheltenham Rd/Chandler Rd,211.80764312924484
Keysborough Primary School,Primary,Greater Dandenong (C),Northgate Dr/Paterson Rd,385.11371158501134
Lyndale Greens Primary School,Primary,Greater Dandenong (C),Lyndale Greens PS/Oakwood Ave,70.20234491977148
Athol Road Primary School,Primary,Greater Dandenong (C),Athol Road Primary School/Athol Rd,37.89533600144402
Springvale Rise Primary School,Primary,Greater Dandenong (C),Gove St/Princes Hwy,270.8237722010639
Spring Parks Primary School,Primary,Greater Dandenong (C),Clarke Rd/Heatherton Rd,212.60787651165617
Keilor Views Primary School,Primary,Brimbank (C),Keilor Downs Sec Col/Odessa Ave,246.7890326884534
Wyndham Park Primary School,Primary,Wyndham (C),Nightingale Dr/Kookaburra Ave,79.64044861870221
Glenroy Central Primary School,Primary,Moreland (C),St Agnes Ct/Melbourne Ave,128.57604856803377
William Ruthven Primary School,Primary,Darebin (C),William Ruthven Secondary College/Mahoneys Rd ,286.5660382303826
Newbury Primary School,Primary,Hume (C),Melville Rd/Grand Bvd,81.59533351916909
Dallas Brooks Community Primary School,Primary,Hume (C),391 Barry Rd,486.5542142652939
Wyndham Vale Primary School,Primary,Wyndham (C),Ribblesdale Ave/Haines Dr,103.44292877178037
Officer Specialist School,Special,Cardinia (S),Officer Sec Col/Parker St,41.187939893167105
Epping Primary School,Primary,Whittlesea (C),Memorial Ave/High St,84.31924721860972
Hazel Glen College,Pri/Sec,Whittlesea (C),Hazel Glen College/Eminence Bvd,231.4947418716958
Tulliallan Primary School,Primary,Casey (C),Featherbrook Cct/Arbourlea Bvd,197.7036902791862
Coolaroo South Primary School,Primary,Hume (C),Exford St/Longford Cres,256.77697012759666
Jacana School for Autism,Special,Hume (C),Northern School for Autism/Lichfield Ave,36.64916623454825
Arnolds Creek Primary School,Primary,Melton (C),Arnolds Creek Primary School/Claret Ash Bvd ,103.78593752830352
Wilandra Rise Primary School,Primary,Casey (C),St Peter's College/Heather Gr,299.76475992874964
South Melbourne Primary School,Primary,Port Phillip (C),City Rd/Light Rail #126,78.7489188902014
Barton Primary School,Primary,Casey (C),Barton PS/Everlasting Bvd,135.02658674006605
John Henry Primary School,Primary,Cardinia (S),Sun Orchid Dr/Henry Rd,27.86103058785075
South Melbourne Park Primary School,Primary,Port Phillip (C),Melbourne Sports & Aquatic Centre/Albert Rd #131,109.29989679065866
Bridgewood Primary School,Primary,Cardinia (S),Officer Sec Col/Parker St,762.0205065914461
Aitken Hill Primary School,Primary,Hume (C),Waterview Bvd/Elevation Bvd,61.3618134327064
Ashley Park Primary School,Primary,Whittlesea (C),Orchard Rd/Elation Bvd,145.41406842511114
Casey Fields Primary School,Primary,Casey (C),Casey Complex/Berwick-Cranbourne Rd,558.3815478088283
Keysborough Gardens Primary School,Primary,Greater Dandenong (C),Homeleigh Rd/Chapel Rd,144.2285376792369
Docklands Primary School,Primary,Melbourne (C),NewQuay Prom/Docklands Dr #D10,107.18189967586272
Garrang Wilam Primary School,Primary,Wyndham (C),Aphrodite Dr/Leakes St,945.8132389059507
Aintree Primary School,Primary,Melton (C),Timbertop Pde/Fields St,228.78120799744593
Gaayip-Yagila Primary School,Primary,Hume (C),Holy Cross Catholic Primary School/St Georges Bvd,208.23311246992748
Riverbend Primary School,Primary,Wyndham (C),Evergreen Dr/Ballan Rd,599.2340329790434
Ramlegh Park Primary School,Primary,Casey (C),Thoroughbred Dr/Heather Gr,336.50012053438724
Collingwood College,Pri/Sec,Yarra (C),Vere St/Hoddle St,187.540061905435
Macleod College,Pri/Sec,Banyule (C),Macleod Rail Replacement Bus Stop,281.9226304980865
Pakenham Consolidated School,Primary,Cardinia (S),Rundell Way/Princes Hwy,48.6310448473782
Red Hill Consolidated School,Primary,Mornington Peninsula (S),Nepean Hwy/Dromana Pde,4547.142090211305
Sherbrooke Community School,Pri/Sec,Yarra Ranges (S),The Crescent/Mt Dandenong Tourist Rd,120.29258617805651
Virtual School Victoria,Pri/Sec,Darebin (C),Clarendon St/Station St,403.71789368032756
Victorian School Of Languages,Pri/Sec,Darebin (C),Clarendon St/Station St,413.8926439333167
Avenues Education,Special,Kingston (C),Moorabbin Station/Nepean Hwy,8.25374847202591
Monash Children's Hospital School,Special,Monash (C),Monash Specialist Centre/Clayton Rd,296.0112133359803
Mount Erin Secondary College,Secondary,Frankston (C),Mount Erin College/Golf Links Rd,207.6768962516301
Box Hill Senior Secondary College,Secondary,Whitehorse (C),Malvern Rd/Melrose St,169.73106807895294
Edgars Creek Secondary College,Secondary,Whittlesea (C),Edgars Creek Secondary College/Edgars Rd,108.963456373901
Elevation Secondary College,Secondary,Hume (C),Aston Village Shopping Mall/Vantage Bvd,278.34823097198
Lyndhurst Secondary College,Secondary,Casey (C),Lyndhurst Sec Col/Wentworth St,117.23244845011415
Dromana Secondary College,Secondary,Mornington Peninsula (S),Prescott Ave/Dromana Pde,3312.882803782442
Peter Lalor Secondary College,Secondary,Whittlesea (C),Linoak Ave/Kingsway Dr,184.61785306291546
Lilydale Heights College,Secondary,Yarra Ranges (S),Plaza Ct/Cave Hill Rd,336.44288939003746
Staughton College,Secondary,Melton (C),Staughton College/Wilson Rd,53.16923271971918
Bentleigh Secondary College,Secondary,Glen Eira (C),Jackson Lane/East Boundary Rd,156.39027627590124
Rosehill Secondary College,Secondary,Moonee Valley (C),Rosehill Sec Col/Ida St,140.73473212891057
Northern College of the Arts and Technology,Secondary,Darebin (C),Northern College Arts & Tech/Murray Rd,62.44877405686929
Swinburne Senior Secondary College,Secondary,Boroondara (C),Auburn Station/Auburn Rd,381.20193813106545
Victorian College Of The Arts Secondary School,Secondary,Melbourne (C),Miles St/Sturt St #19,89.81652753598522
Wyndham Central Secondary College,Secondary,Wyndham (C),Wyndham Central College/Shaws Rd,92.94367472215636
Whittlesea Secondary College,Secondary,Whittlesea (C),James St/Laurel St,272.24302967096685
Auburn High School,Secondary,Boroondara (C),Auburn South PS/Tooronga Rd,112.61648398604116
Balwyn High School,Secondary,Boroondara (C),Buchanan Ave/Doncaster Rd #49,442.8720847858212
Bayswater Secondary College,Secondary,Knox (C),Bayswater Sec Col/Orchard Rd,23.419536870544192
Beaumaris Secondary College,Secondary,Bayside (C),Beaumaris  Secondary College/Reserve Rd ,22.995075269050215
Berwick Secondary College,Secondary,Casey (C),Manuka Rd/Brisbane St,476.09732420520885
Blackburn High School,Secondary,Whitehorse (C),Blackburn High School/Springfield Rd,29.785053931455998
Box Hill High School,Secondary,Whitehorse (C),Box Hill HS/Whitehorse Rd,58.484311343690486
Braybrook College,Secondary,Maribyrnong (C),Braybrook College/Ballarat Rd,80.93668062717832
Brentwood Secondary College,Secondary,Monash (C),Heath St/Watsons Rd,194.19008687593353
Brighton Secondary College,Secondary,Bayside (C),Burwah Ave/Marriage Rd,83.54755742751283
Buckley Park College,Secondary,Moonee Valley (C),Nimmo St/Mary St,248.37236945437274
Camberwell High School,Secondary,Boroondara (C),Carinda Rd/Prospect Hill Rd,19.105297664093982
Canterbury Girls Secondary College,Secondary,Boroondara (C),Canterbury Girls Sec Col/Malacca Rd,51.48269766654283
Cheltenham Secondary College,Secondary,Kingston (C),Cheltenham Sec Col/Bernard St,62.381061186633204
Cranbourne Secondary College,Secondary,Casey (C),Cranbourne Park SC/Lyall St,239.86982428327195
Cranbourne West Secondary College,Secondary,Casey (C),Bradman Dr/Hall Rd,246.13299244321283
Croydon Community School,Secondary,Maroondah (C),Anzac St/Mt Dandenong Rd,87.07306628797149
Mount Alexander 7-12 College,Secondary,Moonee Valley (C),25-Mount Alexander College/Mt Alexander Rd,69.80966879355528
East Doncaster Secondary College,Secondary,Manningham (C),East Doncaster Sec Col/George St,54.37520696877827
Doncaster Secondary College,Secondary,Manningham (C),Church Rd/Doncaster Rd,198.1027276265077
Eltham High School,Secondary,Nillumbik (S),Eltham High School/Ely St,227.8908572058819
Elwood College,Secondary,Port Phillip (C),Spray St/Glen Huntly Rd,61.35024536955977
Epping Secondary College,Secondary,Whittlesea (C),Scarborough Rd/McDonalds Rd,149.5789374401862
Fairhills High School,Secondary,Knox (C),Fairhills High School/Scoresby Rd,46.346657965790975
Footscray High School,Secondary,Maribyrnong (C),Footscray City College/Farnsworth Ave,96.37692566474944
Frankston High School,Secondary,Frankston (C),Towerhill Rd/Foot St,155.42624126957202
Gisborne Secondary College,Secondary,Macedon Ranges (S),Gisborne Sec Col/Gisborne Melton Rd,268.2537398587061
Gladstone Park Secondary College,Secondary,Hume (C),School of the Good Shepherd/South Circular Rd,246.05001906226218
Bundoora Secondary College,Secondary,Banyule (C),Noorong Ave/Greenwood Dr,257.9046617773773
Western Port Secondary College,Secondary,Mornington Peninsula (S),Phillip Ct/Frankston-Flinders Rd,641.7916179051001
Highvale Secondary College,Secondary,Monash (C),Vigil Ave/Camelot Dr,414.69800607662125
Kensington Community High School,Secondary,Melbourne (C),Smithfield Rd/Racecourse Rd #28,27.66794267806513
Kew High School,Secondary,Boroondara (C),Kew High School/Burke Rd,37.88958707568326
Koonung Secondary College,Secondary,Whitehorse (C),Horfield Ave/Elgar Rd,35.563729265112656
Koo Wee Rup Secondary College,Secondary,Cardinia (S),Koo Wee Rup Bus Interchange/Rossiter Rd,580.1298804648281
Lalor Secondary College,Secondary,Whittlesea (C),Deakin Ave/Dalton Rd,112.18289078972508
Lalor North Secondary College,Secondary,Whittlesea (C),Lalor North Secondary College/Childs Rd,93.3408374123144
Lilydale High School,Secondary,Yarra Ranges (S),Lilydale Marketplace/Hutchinson St,306.56448195394677
Lyndale Secondary College,Secondary,Greater Dandenong (C),Carlton Rd/Gladstone Rd,88.3337021960601
Lynall Hall Community School,Secondary,Yarra (C),Highett St/Church St #62,233.14500273865514
Maribyrnong Secondary College,Secondary,Maribyrnong (C),Maribyrnong College/River St #53,12.971117527431216
Melbourne High School,Secondary,Stonnington (C),Malcolm St/Chapel St #51,63.76369839909629
Melton Secondary College,Secondary,Melton (C),Melton Secondary College/Coburns Rd ,100.75740895344488
Mentone Girls Secondary College,Secondary,Kingston (C),Mentone Girls Secondary College/Balcombe Rd ,34.58549748766956
Monbulk College,Secondary,Yarra Ranges (S),Monbulk Secondary College/Cavey Rd,26.535439094931796
Montmorency Secondary College,Secondary,Banyule (C),Montmorency Secondary College/Para Rd ,135.0037673488531
Mooroolbark College,Secondary,Yarra Ranges (S),Shirley St/Manchester Rd,146.01542335541333
Mordialloc College,Secondary,Kingston (C),Attenborough Rd/Station St,79.18253912062767
Mount Eliza Secondary College,Secondary,Mornington Peninsula (S),Mount Eliza Secondary College,117.30711253012518
Mount Waverley Secondary College,Secondary,Monash (C),Stephensons Rd/High Street Rd,166.63048811938842
McKinnon Secondary College,Secondary,Glen Eira (C),McKinnon Sec Col/McKinnon Rd,64.29898494295433
MacRobertson Girls High School,Secondary,Port Phillip (C),Anzac Station/St Kilda Rd ,262.55574513875877
Northcote High School,Secondary,Darebin (C),Westbourne Gr/St Georges Rd #27,54.551390403728355
Norwood Secondary College,Secondary,Maroondah (C),Byron St/Wonga Rd,166.24681495528185
Pakenham Secondary College,Secondary,Cardinia (S),Pakenham Secondary College/Princes Hwy,59.94575860663075
Edenbrook Secondary College,Secondary,Cardinia (S),Sun Orchid Dr/Henry Rd,185.32231910421825
Parkdale Secondary College,Secondary,Kingston (C),Warren Rd/Morris St,399.96538567436613
Pascoe Vale Girls Secondary College,Secondary,Moreland (C),Westbreen PS/Pascoe St,136.74499778802
Prahran High School,Secondary,Stonnington (C),Prahran Station/High St #30,134.5737453730542
Preston High School,Secondary,Darebin (C),David St/Plenty Rd #47,217.0523895597364
Princes Hill Secondary College,Secondary,Yarra (C),Richardson St/Lygon St #117,418.7471949123529
Homestead Senior Secondary College,Secondary,Wyndham (C),Brookdale Rd/Saltwater Prom,546.8271464673031
Bellarine Secondary College,Secondary,Greater Geelong (C),Hackwill Pl/Portarlington Rd,886.049625657212
Ringwood Secondary College,Secondary,Maroondah (C),Lena Gr/Bedford Rd,61.185046219568264
Richmond High School,Secondary,Yarra (C),Coppin St/Bridge Rd #20,186.74756370870546
Rosebud Secondary College,Secondary,Mornington Peninsula (S),Eastbourne Rd/Boneo Rd,204.4964401422784
Saltwater P-9 College,Pri/Sec,Wyndham (C),Warunda Pde/Saltwater Prom,66.5429471660266
Scoresby Secondary College,Secondary,Knox (C),Scoresby Sec Col/Zerfas St ,200.66255045802714
St Albans Secondary College,Secondary,Brimbank (C),Lester Ave/Main Rd East,159.70932472401506
Oakwood School,Secondary,Glen Eira (C),Kambrook Rd/Balaclava Rd #54,144.82495576667333
Strathmore Secondary College,Secondary,Moonee Valley (C),Pascoe Vale Rd/Pascoe Ave,360.05825738451273
Sunbury College,Secondary,Hume (C),Sunbury Sec Col/Racecourse Rd,42.4144671525938
Sydney Road Community School,Secondary,Moreland (C),Albert St/Sydney Rd #22,83.71968669051516
Thomastown Secondary College,Secondary,Whittlesea (C),Simpson St/Main St,31.182825418073953
Dohertys Creek P-9 College,Pri/Sec,Wyndham (C),Mainview Bvd/Leakes Rd,509.9673733037899
University High School,Secondary,Melbourne (C),Royal Melbourne Hospital/Royal Pde,213.0672984132037
Roxburgh College,Secondary,Hume (C),Roxburgh College/Donald Cameron Dr,120.5260405143468
Upwey High School,Secondary,Yarra Ranges (S),Chosen Ave/Burwood Hwy,120.185053336126
Vermont Secondary College,Secondary,Whitehorse (C),Vermont Sec Col/Morack Rd,66.98459092787012
Kambrya College,Secondary,Casey (C),Kambrya College/Bemersyde Dr,105.07735546911466
Carrum Downs Secondary College,Secondary,Frankston (C),Stable Gr/McCormicks Rd,154.5935408215799
Wantirna College,Secondary,Knox (C),Salford Park Ret Village/Harold St,154.2500101974922
Warrandyte High School,Secondary,Manningham (C),Warrandyte High School,35.181456732567256
Wellington Secondary College,Secondary,Monash (C),Wellington Sec College/Police Rd,18.0568511135066
Werribee Secondary College,Secondary,Wyndham (C),Werribee Sec Col/Duncans Rd,68.53179322057294
Westall Secondary College,Secondary,Kingston (C),Brady Ave/Rosebank Ave,186.82999281654807
Wheelers Hill Secondary College,Secondary,Monash (C),St Matthews Anglican Church/Earlwood Dr,312.83252893204155
Williamstown High School,Secondary,Hobsons Bay (C),Williamstown Beach Rail Replacement Bus Stop,111.22086996673521
Glen Eira College,Secondary,Glen Eira (C),Glen Eira College/Booran Rd,105.75713534021376
Craigieburn Secondary College,Secondary,Hume (C),Hothlyn Drive Reserve/Hothlyn Dr,129.23853917996055
Emerald Secondary College,Secondary,Cardinia (S),Emerald Secondary College/Belgrave-Gembrook Rd,111.89616282596819
Reservoir High School,Secondary,Darebin (C),Reservoir High School/Plenty Rd,53.27851723620023
Hampton Park Secondary College,Secondary,Casey (C),Hampton Park SC/Fordholm Rd,412.92293067327165
Hoppers Crossing Secondary College,Secondary,Wyndham (C),Stella Way/Pannam Dr,240.1584739630231
Keilor Downs Secondary College,Secondary,Brimbank (C),Keilor Downs Sec Col/Odessa Ave,58.17034047084253
Kurunjang Secondary College,Secondary,Melton (C),Kurunjang Dr/Centenary Ave,201.8508034834639
Elisabeth Murdoch College,Secondary,Frankston (C),Elisabeth Murdoch College/Warrandyte Rd,39.860409220040495
Sunbury Downs Secondary College,Secondary,Hume (C),Sunbury Downs Sec Col/Mitchells Lane,46.283970914072206
Forest Hill College,Secondary,Whitehorse (C),Burwood Heights PS/Hawthorn Rd,204.89234496210682
Patterson River Secondary College,Secondary,Frankston (C),Eel Race Rd/Whatley St,149.78903301920153
St Helena Secondary College,Secondary,Banyule (C),St Helena Secondary College/Wallowa Rd ,49.78157390857906
Rowville Secondary College,Secondary,Knox (C),Turramurra Dr/Stud Rd,267.2144939754711
Sandringham College,Secondary,Bayside (C),Victoria St/Bluff Rd,275.3964069532848
Fitzroy High School,Secondary,Yarra (C),Fitzroy High School/Michael St,79.23038602496395
Ashwood High School,Secondary,Monash (C),Vannam Dr/High Street Rd,269.0149182711447
Mullauna Secondary College,Secondary,Whitehorse (C),Mullauna College/Springfield Rd,39.75075268278527
Diamond Valley College,Secondary,Nillumbik (S),Diamond Valley College/Main Hurstbridge Rd,62.705760109312834
Blackburn English Language School,Language,Whitehorse (C),Blackburn English Language School/Bonview Cres,84.99465130974673
Collingwood English Language School,Language,Yarra (C),Smith St/Victoria Pde,129.9506299122492
Noble Park English Language School,Language,Greater Dandenong (C),Bloomfield Rd/Rich St,253.4295730784959
Greensborough Secondary College,Secondary,Banyule (C),Medbury Ave/Delta Rd,429.4183909278307
Mill Park Secondary College,Secondary,Whittlesea (C),Moorhead Dr/Redleap Ave,148.64124921065286
Bacchus Marsh College,Secondary,Moorabool (S),Bacchus Marsh College/Griffith St,175.4656177555657
The Grange P-12 College,Pri/Sec,Wyndham (C),The Grange Secondary Campus/Bethany Rd,207.68784819986772
Springside West Secondary College,Secondary,Melton (C),Royale Dr/City Vista Ct,46.829632645453216
Taylors Lakes Secondary College,Secondary,Brimbank (C),Chichester Dr/Apollo Rd,102.58816440008185
Sunshine College,Secondary,Brimbank (C),Dalpura Dr/Wright St,240.99798635038385
Wallan Secondary College,Secondary,Mitchell (S),High St/Duke St,323.54638618652365
Thornbury High School,Secondary,Darebin (C),Thornbury High School/Dundas St,170.2383986327134
Copperfield College,Secondary,Brimbank (C),Copperfield College/Copperfield Dr,145.6314440705524
Bayside P-12 College,Pri/Sec,Hobsons Bay (C),Bayside College/Kororoit Creek Rd,95.11553511504069
South Oakleigh Secondary College,Secondary,Monash (C),Pitt St/Cameron Ave,216.65516861040612
Mornington Secondary College,Secondary,Mornington Peninsula (S),Peninsula Home SC/Nepean Hwy,283.01757344554386
Essendon Keilor College,Secondary,Moonee Valley (C),Dennis Ave/Quinn Gr,63.45422657363305
Brunswick Secondary College,Secondary,Moreland (C),Brunswick Secondary College/Dawson St ,29.461676851258364
Glen Waverley Secondary College,Secondary,Monash (C),Glen Waverley Station/Railway Pde,127.17016785845139
Monterey Secondary College,Secondary,Frankston (C),Eric Bell Reserve/Forest Dr,255.58648642412498
Viewbank College,Secondary,Banyule (C),Viewbank  College,181.06878450632314
Noble Park Secondary College,Secondary,Greater Dandenong (C),Ellendale Rd/Heatherton Rd,444.5367923750993
Yarra Hills Secondary College,Secondary,Yarra Ranges (S),Yarra Hills Sec Col/Cambridge Rd,302.61744142903643
Heathmont College,Secondary,Maroondah (C),Clarke Dr/Wantirna Rd,479.58928332051045
Melbourne Girls College,Secondary,Yarra (C),Yarra Bvd/Bridge Rd #22,269.21617227068015
Templestowe College,Secondary,Manningham (C),Conifer Pl/Lynnwood Pde,196.59737186450883
McClelland Secondary College,Secondary,Frankston (C),Bogong Ct/Karingal Dr,362.9296029462762
Western English Language School,Language,Maribyrnong (C),Rochester St/South Rd,98.17552048400823
Narre Warren South P-12 College,Pri/Sec,Casey (C),Narre Warren South College/Ormond Rd ,62.59698697147872
Lara Secondary College,Secondary,Greater Geelong (C),The Centreway/Waverley Rd,472.1645435908738
The Lakes South Morang College,Pri/Sec,Whittlesea (C),The Lakes South Morang College/Jardier Tce,112.61321346682392
Point Cook Senior Secondary College,Secondary,Wyndham (C),Point Cook Secondary College/Boardwalk Bvd ,63.15694947046328
Manor Lakes P-12 College,Pri/Sec,Wyndham (C),Manor Lakes College/Manor Lakes Bvd,386.6419266723749
Coburg High School,Secondary,Moreland (C),Pentridge Bvd/Bell St,179.66363662902336
Mount Ridley P-12 College,Pri/Sec,Hume (C),Mount Ridley College/Windrock Ave,187.68711807607514
Tarneit Senior College,Secondary,Wyndham (C),Tarneit Senior College/Leakes Rd,57.20911773556777
John Monash Science School,Secondary,Monash (C),Wellington Rd/Princes Hwy,112.40857488716944
Altona College,Pri/Sec,Hobsons Bay (C),Belmar Ave/Grieve Pde,79.43981010576071
Dandenong High School,Secondary,Greater Dandenong (C),Dandenong High School/James St,139.9052461027581
Laverton P-12 College,Pri/Sec,Hobsons Bay (C),Laverton College/Bladin St,18.53511682327607
Hume Central Secondary College,Secondary,Hume (C),Broadmeadows Basketball Association/Dimboola Rd,135.98979551022927
Nossal High School,Secondary,Casey (C),Federation University Berwick/Clyde Rd,496.4376330912007
Suzanne Cory High School,Secondary,Wyndham (C),Victoria University Sports Complex/Hoppers Lane,76.79121414771264
Keysborough Secondary College,Secondary,Greater Dandenong (C),Heatherhill Primary School/Heatherton Rd,411.20940476672524
Hallam Senior Secondary College,Secondary,Casey (C),Hallam Senior Sec Col/Frawley Rd,19.328650291206632
Gleneagles Secondary College,Secondary,Casey (C),Brando Ct/Reema Bvd,35.81935073458403
Fountain Gate Secondary College,Secondary,Casey (C),Fountain Gate Sec Col/Victoria Rd,160.73373960948484
Alkira Secondary College,Secondary,Casey (C),Merrowland Ave/Glasscocks Rd,319.2954363307241
Somerville Secondary College,Secondary,Mornington Peninsula (S),Graf Rd/Eramosa Rd,480.6922784451414
