date,demand,RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,
4/02/2015,117398.03,27.8091342,14.8,4.358898944,1.070754717,0,Y,N,
5/02/2015,122279.425,31.38457074,13.3,4.91934955,0.736111111,0,Y,N,
6/02/2015,141837.005,38.84018027,14.5,5.974947699,1.014084507,0,Y,N,
7/02/2015,132138.365,28.76170678,18.8,5.916079783,1.763975155,0,Y,N,
8/02/2015,112108.215,23.9741066,18.9,4.636809248,0.969879518,0,Y,N,
9/02/2015,126813.075,28.90913471,13.6,5.319774431,0.58041958,0,Y,N,
10/02/2015,145948.565,37.52259998,16.4,5.272570531,1.032490975,0,Y,N,
11/02/2015,149322.85,32.6554543,18.1,5.176871642,1.149377593,0,Y,N,
12/02/2015,131376.78,26.57663494,17.8,4.679743583,1.012605042,0,Y,N,
13/02/2015,136070.62,18.73697061,16.1,5.692099788,1.597315436,0,Y,N,
14/02/2015,119692.025,20.24010323,19,5.00999002,0.716346154,19.6,Y,N,
15/02/2015,125287.71,24.58418694,18.2,5.865151319,0.809338521,0.4,Y,N,
16/02/2015,131832.63,31.9490406,17.4,4.959838707,0.977186312,0,Y,N,
17/02/2015,127666.01,30.25014939,17.6,4.538722287,3.168674699,0,Y,N,
18/02/2015,125972.765,30.23579275,17.7,4.604345773,1.064102564,0,Y,N,
19/02/2015,139399.69,33.59896068,18.2,5.186520992,0.315789474,0,Y,N,
20/02/2015,139465.675,33.53867153,17.4,5.029910536,1,0,Y,N,
21/02/2015,136283.03,31.25281984,18.1,6.008327554,1.235,0,Y,N,
22/02/2015,138016.35,32.40972721,20.3,5.941380311,1.709401709,1.6,Y,N,
23/02/2015,135255.815,28.41722913,21.1,5.412947441,2.489361702,0,Y,N,
24/02/2015,120263.515,26.5590119,15.9,4.483302354,0.219626168,3.2,Y,N,
25/02/2015,130062.755,33.32324959,14,5.196152423,0.887966805,0,Y,N,
26/02/2015,131525.855,39.08657834,16,4.816637832,1.302702703,0,Y,N,
27/02/2015,131069.4,36.33901155,14.8,4.929503018,0.852534562,0,Y,N,
28/02/2015,116275.73,25.14313073,17.9,5.683308895,3.144927536,0,Y,N,
1/03/2015,103462.78,24.58614815,15.2,4.5607017,0.296137339,15.8,Y,N,
2/03/2015,123301.835,33.16652623,11.6,4.795831523,1.059090909,0,Y,N,
3/03/2015,126750.29,43.73945714,15.5,4.7644517,1.037735849,0,Y,N,
4/03/2015,120764.185,37.25248391,15.4,4.847679857,0.92173913,0,Y,N,
5/03/2015,114967.345,25.3228281,12.6,4.312771731,1.022222222,0.8,Y,N,
6/03/2015,117053.75,27.75052169,14.1,4.593473631,2.083333333,0.2,Y,N,
7/03/2015,108344.575,22.11321454,15.4,4.75394573,1,0.2,Y,N,
8/03/2015,106348.78,20.57443413,16.2,4.939635614,0.529411765,0,Y,N,
9/03/2015,108282.48,23.80806827,14.4,4.878524367,1.096774194,0,Y,Y,
10/03/2015,125828.53,31.76374918,16.2,4.65832588,0.841628959,0,Y,N,
11/03/2015,124418.415,33.59649288,11.2,4.878524367,0.99103139,0,Y,N,
12/03/2015,121683.65,26.04050589,13,4.460941605,1.192513369,0,Y,N,
13/03/2015,120929.815,24.19536323,14.4,4.516635916,0.882075472,0,Y,N,
14/03/2015,108738.82,17.39452956,9.4,5.48634669,1.06,0,Y,N,
15/03/2015,100170.295,14.3730994,13.1,4.277849927,1.142857143,2.2,Y,N,
16/03/2015,123787.075,22.66079993,10.5,5.049752469,1.206896552,0,Y,N,
17/03/2015,125600.86,21.38556947,13,5.118593557,3.020833333,0,Y,N,
18/03/2015,127975.815,24.43863773,17.8,4.939635614,0.510638298,1.4,Y,N,
19/03/2015,128319.45,24.56824098,16.5,5.787918451,0.622516556,0,Y,N,
20/03/2015,119491.32,24.06816285,14.2,4.427188724,0.75879397,0,Y,N,
21/03/2015,106754.8,20.47371461,11.9,4.7644517,0.956730769,0,Y,N,
22/03/2015,106555.03,18.91869559,11.3,5.366563146,1.045226131,0,Y,N,
23/03/2015,122810.05,26.68562798,13.6,5.196152423,5.102564103,0,Y,N,
24/03/2015,123234.935,34.05849946,12.6,3.911521443,1.026315789,1.4,Y,N,
25/03/2015,122268.86,28.54875424,13,4.516635916,0.275362319,0.4,Y,N,
26/03/2015,121998.2,21.9713629,9.8,4.242640687,1.393939394,0.4,Y,N,
27/03/2015,122346.335,25.77160038,11.6,4.254409477,0.883928571,0.2,N,N,
28/03/2015,112187.715,29.27136869,12.7,4.370354677,0.777777778,0,N,N,
29/03/2015,106418.665,24.67271635,8.5,4.7644517,0.774193548,0,N,N,
30/03/2015,123061.87,33.7503627,10.6,4.806245936,1.027624309,0,N,N,
31/03/2015,125795.325,31.83656958,11.2,5.029910536,1,0,N,N,
1/04/2015,122042.265,26.16780586,13.3,5.385164807,1.691588785,0,N,N,
2/04/2015,113838.41,23.46025058,12.8,4.147288271,0.611428571,0.2,N,N,
3/04/2015,98891.06,20.9393785,8,4.57165178,1.005747126,0,N,Y,
4/04/2015,103999.17,23.18805617,8.5,4.847679857,1.074074074,0,N,Y,
5/04/2015,103685.45,20.50865038,10.2,4.301162634,1.653061224,0,N,N,
6/04/2015,107383.37,17.04855264,11.2,4.289522118,0.753846154,0,N,Y,
7/04/2015,120235.505,21.35945999,12.4,4.159326869,3.333333333,0,N,N,
8/04/2015,122129.775,25.20801652,13.3,4.207136794,0.30952381,5.6,N,N,
9/04/2015,123990.76,25.20780037,8.7,4.370354677,1.155963303,0,N,N,
10/04/2015,121753.115,25.6771108,8.6,4.324349662,0.685534591,0,N,N,
11/04/2015,110034.165,23.05591231,11.6,4.868264578,1.067114094,0,N,N,
12/04/2015,103760.225,22.05303719,12.1,4.277849927,1.111940299,0,N,N,
13/04/2015,125107.78,29.40828908,7.3,4.370354677,0.899328859,0,N,N,
14/04/2015,127793.38,30.99517563,10.5,4.969909456,1.773809524,1.6,Y,N,
15/04/2015,126673.935,31.09055848,13.9,5.253570215,0.65625,2.4,Y,N,
16/04/2015,126937.94,40.68150885,15.6,4.219004622,1.174311927,0,Y,N,
17/04/2015,131031.415,33.98750482,10.1,4.135214626,1.453333333,0,Y,N,
18/04/2015,109763.985,26.14012894,13.5,4.679743583,0.757575758,3.6,Y,N,
19/04/2015,107160.54,24.54069444,9.7,3.834057903,0.9,6.4,Y,N,
20/04/2015,126696.19,33.67717583,7,4.024922359,0.866141732,1.4,Y,N,
21/04/2015,127973.585,30.4731569,6.5,4.207136794,0.920289855,0,Y,N,
22/04/2015,128598.495,36.69528357,9.1,4.415880433,1.943661972,0,Y,N,
23/04/2015,126483.805,35.42248474,12.2,4.38178046,0.946666667,0,Y,N,
24/04/2015,126230.785,36.4979363,14.4,4.593473631,0.961538462,0,Y,N,
25/04/2015,111803.625,25.97830858,11.6,3.872983346,2.228571429,3,Y,Y,
26/04/2015,108217.82,28.95541976,10.4,3.924283374,0.593220339,7,Y,N,
27/04/2015,127855.22,48.67306836,10.5,3.885871846,0.710843373,4,Y,N,
28/04/2015,132642.14,46.2680344,10.1,4,0.93258427,1.6,Y,N,
29/04/2015,132814.615,39.82982089,7.4,4.135214626,0.706349206,0,Y,N,
30/04/2015,132669.58,39.09265231,6.4,4.427188724,1.024390244,0,Y,N,
1/05/2015,126304.445,47.4744621,7.9,4.806245936,1.016528926,0,Y,N,
2/05/2015,108487.975,25.8520399,11.6,4.711687596,1.983606557,0,Y,N,
3/05/2015,109233.34,30.62706307,9.7,4.266145802,0.544642857,0,Y,N,
4/05/2015,122375.47,28.80303794,7.5,4.722287581,0.965517241,0,Y,N,
5/05/2015,123734.865,27.38334397,9.2,4.254409477,1.633802817,0.6,Y,N,
6/05/2015,129121.86,26.02258938,9.5,4.024922359,0.934210526,1.4,Y,N,
7/05/2015,131237.185,29.08203003,10.3,3.949683532,1.101449275,2.2,Y,N,
8/05/2015,131138.73,29.07560905,10.5,3.987480407,1.169491525,0.2,Y,N,
9/05/2015,108377.05,19.60236047,12.8,4.324349662,0.808219178,0,Y,N,
10/05/2015,103811.28,13.27984076,12.8,4.074309757,1.237288136,8.6,Y,N,
11/05/2015,123740.245,28.47548938,12.4,3.987480407,0.746835443,2.6,Y,N,
12/05/2015,129312.58,28.35535897,12.8,4.171330723,1.338983051,0,Y,N,
13/05/2015,136903.27,33.6029018,6.3,3.577708764,0.67816092,6.8,Y,N,
14/05/2015,135217.65,36.08497609,7.3,3.820994635,1.298507463,4.4,Y,N,
15/05/2015,135172.41,32.88820189,11.5,3.807886553,1.080645161,1.8,Y,N,
16/05/2015,117136.63,35.11935553,11.3,4.024922359,0.596153846,0,Y,N,
17/05/2015,111897.085,30.54759947,7.4,4.527692569,1.009708738,0,Y,N,
18/05/2015,127524.8,39.33371288,7.2,4.516635916,1.009803922,0,Y,N,
19/05/2015,133235.48,34.03831774,9.9,4.024922359,3.1875,0,Y,N,
20/05/2015,127522.71,30.97608603,13.6,4.254409477,0.533333333,2.4,Y,N,
21/05/2015,135361.195,35.62199843,10.3,3.687817783,1.714285714,6.2,Y,N,
22/05/2015,133422.46,34.61410533,9.1,3.754996671,0.52238806,0.4,Y,N,
23/05/2015,119331.85,31.22698432,10.4,3.646916506,0.87012987,0,Y,N,
24/05/2015,118783.085,31.49325856,6,3.949683532,0.895348837,0,Y,N,
25/05/2015,136690.92,51.61033015,7.4,4.135214626,1.061728395,0,Y,N,
26/05/2015,140886.995,46.40181363,5.4,3.949683532,1.191176471,0,Y,N,
27/05/2015,133103.37,29.88407137,7.9,4.324349662,0.918918919,0,Y,N,
28/05/2015,127900.235,26.09688903,13.1,4.438468204,0.880952381,0,Y,N,
29/05/2015,132338.94,29.80358005,9.5,3.974921383,1.272727273,0,Y,N,
30/05/2015,114669.79,19.04882579,11,4.159326869,0.825,0,Y,N,
31/05/2015,113261.26,18.57271408,12.3,4.098780306,1.632653061,0,Y,N,
1/06/2015,140919.995,36.92812664,5.2,3.492849839,0.604938272,8.2,Y,N,
2/06/2015,148534.505,59.85603338,7.1,3.376388603,1.760869565,4.2,Y,N,
3/06/2015,146902.95,50.5626836,8.1,3.687817783,0.56097561,0.8,Y,N,
4/06/2015,147155.265,33.05028479,4.4,3.361547263,1.490909091,0,Y,N,
5/06/2015,142625.035,37.96653889,7,3.872983346,0.785714286,4.2,Y,N,
6/06/2015,120128.295,30.18134685,9.2,4.074309757,1.09375,0.2,Y,N,
7/06/2015,109609.685,23.38038485,11.2,3.807886553,0.927536232,0,Y,N,
8/06/2015,110715.815,24.3576365,11.1,4.301162634,0.841463415,0,Y,Y,
9/06/2015,132854.135,36.71427512,10.3,3.674234614,0.953488372,4,Y,N,
10/06/2015,144125.525,39.76613747,7.5,3.660601044,1.211267606,0,Y,N,
11/06/2015,143465.445,37.48182938,5.7,3.741657387,0.855421687,0,Y,N,
12/06/2015,145005.62,37.53937282,5.2,3.619392214,1.202898551,0,Y,N,
13/06/2015,123754.55,29.86858815,6,4.266145802,0.8625,0,Y,N,
14/06/2015,119125.62,31.59818231,5.8,4.171330723,1,0,Y,N,
15/06/2015,136054.145,36.01098153,7.1,4.110960958,1.212121212,0,Y,N,
16/06/2015,139073.785,36.94281938,9.5,4.01248053,2,5,Y,N,
17/06/2015,134290.46,39.27859913,11.7,3.714835124,0.70212766,0,Y,N,
18/06/2015,137073.775,37.45776352,10.7,3.563705936,1.119047619,1,Y,N,
19/06/2015,139781.245,38.55071374,7,3.521363372,0.53164557,0.2,Y,N,
20/06/2015,129576.36,41.09768311,4.1,3.405877273,1.112676056,0,Y,N,
21/06/2015,124910.57,33.90238984,2.2,3.591656999,0.825581395,0,Y,N,
22/06/2015,140431.36,30.47783118,3.6,3.754996671,1.387096774,0,Y,N,
23/06/2015,133171.4,30.2380616,9.6,4.195235393,1.068965517,0,Y,N,
24/06/2015,135407.57,32.21777895,12.2,4,0.753246753,0,Y,N,
25/06/2015,137379.23,33.05483817,9.6,3.741657387,1.222222222,0,Y,N,
26/06/2015,135562.075,31.92862512,10.5,4.110960958,0.887323944,0,N,N,
27/06/2015,124587.43,28.29254035,8,3.754996671,1.42,0,N,N,
28/06/2015,119277.48,31.00149176,9.6,3.807886553,1.219512195,0,N,N,
29/06/2015,139468.155,35.77539876,6.9,3.507135583,0.732142857,0,N,N,
30/06/2015,143170.055,37.6252582,5,3.768288736,0.708860759,0,N,N,
1/07/2015,138931,29.52094616,7.4,3.872983346,1.144927536,0,N,N,
2/07/2015,138972.425,35.6183138,10.3,3.449637662,0.985714286,0.6,N,N,
3/07/2015,145713.81,42.62957624,5.9,3.464101615,1.4,2.6,N,N,
4/07/2015,130073.27,29.12782527,7.3,3.255764119,1.785714286,0,N,N,
5/07/2015,117312.925,24.00328983,8.2,3.860051813,0.341463415,2,N,N,
6/07/2015,143176.335,36.04178884,7.5,3.391164992,1.863636364,1.6,N,N,
7/07/2015,143984.39,37.29751745,7.4,3.768288736,0.628571429,2.2,N,N,
8/07/2015,141696.295,40.58380685,4.9,3.847076812,0.823529412,0.2,N,N,
9/07/2015,141994.375,38.51727354,6.5,3.660601044,2.428571429,0,N,N,
10/07/2015,136884.095,32.28845537,7.6,3.78153408,0.603448276,0,N,N,
11/07/2015,123971.705,30.62181991,10.9,3.619392214,1.567567568,0.2,N,N,
12/07/2015,124790.695,33.15211905,3.4,3.507135583,1.275862069,1.6,N,N,
13/07/2015,138680.335,47.52630153,6.1,3.563705936,0.69047619,28.4,N,N,
14/07/2015,150671.105,45.25558281,8.1,3.130495168,0.875,3.8,Y,N,
15/07/2015,151270.54,50.4974182,5.8,3.240370349,0.648648649,3.6,Y,N,
16/07/2015,144797.98,40.47170764,6.6,3.507135583,0.913580247,0.2,Y,N,
17/07/2015,142965.48,49.21850696,7.3,3.507135583,1.246153846,2.4,Y,N,
18/07/2015,130187.445,44.09776708,6.1,3.391164992,0.684210526,0.4,Y,N,
19/07/2015,131141.355,43.57342248,0.6,3.478505426,0.979381443,0,Y,N,
20/07/2015,146154.37,41.79671269,1.8,3.834057903,1,0,Y,N,
21/07/2015,138931.81,28.89548968,4.2,4.123105626,1.127906977,0,Y,N,
22/07/2015,138418.835,33.70727752,11.4,4.074309757,1.433333333,1.6,Y,N,
23/07/2015,142316.295,33.97518484,5.1,4.01248053,0.631578947,0,Y,N,
24/07/2015,136837.155,27.6698245,7.6,3.872983346,2.159090909,1.2,Y,N,
25/07/2015,121021.425,22.2391885,9.4,3.646916506,0.571428571,0.8,Y,N,
26/07/2015,120396.735,22.38424622,8.1,3.405877273,0.905882353,3.2,Y,N,
27/07/2015,142470.43,35.17621745,6.2,3.728270376,0.885416667,0.8,Y,N,
28/07/2015,144008.37,40.75298793,7.9,3.794733192,0.941176471,0,Y,N,
29/07/2015,142637.76,37.23752124,8.4,3.741657387,1.133333333,0,Y,N,
30/07/2015,143544.11,29.12283736,8.6,3.507135583,2,0,Y,N,
31/07/2015,139584.955,35.05977109,4.1,3.741657387,0.416666667,0.6,Y,N,
1/08/2015,125032.57,29.88013959,6.5,3.376388603,2.571428571,0.2,Y,N,
2/08/2015,117638.065,23.37418658,7.8,3.860051813,0.506024096,0,Y,N,
3/08/2015,141451.725,38.12797815,7.3,3.286335345,0.882978723,6.4,Y,N,
4/08/2015,147550.185,44.67333638,3.5,3.361547263,1.323943662,0,Y,N,
5/08/2015,142325.99,42.5957224,6.6,3.286335345,0.8875,1,Y,N,
6/08/2015,143642.355,48.94517285,7.1,3.577708764,1.142857143,1.6,Y,N,
7/08/2015,143060.33,42.78284919,9,3.619392214,0.777777778,1.4,Y,N,
8/08/2015,125830.535,39.11605998,8.8,3.54964787,1.363636364,0.4,Y,N,
9/08/2015,120008.455,29.44132945,7.7,3.646916506,0.956521739,0,Y,N,
10/08/2015,130978.095,30.09105237,8.3,4,0.644859813,0.2,Y,N,
11/08/2015,135616.125,31.94331353,7.8,3.847076812,0.914529915,0.8,Y,N,
12/08/2015,138900.5,37.33841387,9.3,3.847076812,1.27173913,0,Y,N,
13/08/2015,140905.85,36.73054058,8.4,3.605551275,1.314285714,0.2,Y,N,
14/08/2015,137838.925,35.43773739,10.4,3.911521443,0.95890411,0,Y,N,
15/08/2015,122088.76,34.08615436,10,3.860051813,0.669724771,0.4,Y,N,
16/08/2015,116648.77,25.31764941,4.7,4.123105626,1.147368421,0.2,Y,N,
17/08/2015,137008.71,31.79373023,6.8,3.492849839,0.95959596,2.4,Y,N,
18/08/2015,148093.96,45.28668706,6.1,3.33166625,1.010204082,0.6,Y,N,
19/08/2015,144024.66,39.23515304,5.5,3.563705936,0.960784314,0,Y,N,
20/08/2015,131575.79,30.54500061,6.1,4.135214626,0.803149606,0,Y,N,
21/08/2015,126570.47,38.88847204,10.9,4.324349662,3.097560976,0,Y,N,
22/08/2015,112275.15,32.23832167,11.8,4.335896678,0.347457627,0,Y,N,
23/08/2015,111793.015,29.44134872,7.9,4.037325848,0.900763359,0,Y,N,
24/08/2015,128868.255,26.61266289,8.5,3.807886553,1.364583333,0,Y,N,
25/08/2015,135051.545,28.80467771,9.5,3.78153408,1.185185185,0,Y,N,
26/08/2015,135914.68,37.13177468,9.2,3.820994635,1.038461538,0.2,Y,N,
27/08/2015,141159.77,41.60533545,9.8,3.420526275,2.888888889,0.8,Y,N,
28/08/2015,134755.505,38.17912007,8.1,3.633180425,0.221311475,17.4,Y,N,
29/08/2015,124448.5,35.47451361,6.3,3.420526275,1.340659341,1.8,Y,N,
30/08/2015,116744.215,42.41417956,7.9,3.535533906,0.636363636,2.2,Y,N,
31/08/2015,137724.895,50.27328749,8.1,3.605551275,1.243478261,0,Y,N,
1/09/2015,134116.77,50.14578439,5.1,4.024922359,0.732484076,0,Y,N,
2/09/2015,132794.715,49.03831254,8,4.335896678,1.495238095,0,Y,N,
3/09/2015,132096.335,45.54626467,10.6,3.741657387,1.3125,4.4,Y,N,
4/09/2015,131384.88,65.73690671,8.7,3.701351105,0.615384615,0,Y,N,
5/09/2015,115799.32,57.1775692,10.2,3.741657387,0.878378378,0,Y,N,
6/09/2015,109641.375,40.58176552,5.8,4.074309757,1.254237288,0,Y,N,
7/09/2015,131619.365,38.52697878,8.9,3.687817783,1.282608696,3.6,Y,N,
8/09/2015,136340.7,41.71038161,8.8,3.577708764,0.828828829,2,Y,N,
9/09/2015,132977.45,48.12810484,10,3.911521443,0.973684211,0,Y,N,
10/09/2015,133541.98,48.91956662,10,3.962322551,0.658959538,0,Y,N,
11/09/2015,123968.9,36.08846518,5.1,4.483302354,0.97740113,0,Y,N,
12/09/2015,108790.005,37.65455156,12.2,4.65832588,1.735294118,0,Y,N,
13/09/2015,99161.765,30.35960587,13.2,5.049752469,0.596491228,0,Y,N,
14/09/2015,116574.17,32.34565421,15.4,5.167204273,0.960674157,0,Y,N,
15/09/2015,123750.5,34.50652241,10.8,3.987480407,1.186666667,15.8,Y,N,
16/09/2015,131795.485,38.96606247,8.9,3.847076812,0.852272727,0,Y,N,
17/09/2015,131050.675,40.63926437,9,3.78153408,1.419354839,0.4,Y,N,
18/09/2015,130764.585,40.63008102,10.5,3.834057903,1.530864198,0,N,N,
19/09/2015,112377.185,47.82671203,6.5,4.615192304,0.476470588,0,N,N,
20/09/2015,103708.925,32.85772784,8.5,4.785394446,0.98265896,0,N,N,
21/09/2015,120096.71,44.95597741,14,4.254409477,2.582089552,0,N,N,
22/09/2015,127755.095,99.47616671,7.6,3.563705936,0.385057471,4.4,N,N,
23/09/2015,131866.73,49.76861067,8.5,3.54964787,0.857142857,0,N,N,
24/09/2015,130937.625,54.98052681,5.1,3.78153408,1.115384615,0,N,N,
25/09/2015,124278.93,51.08100179,5.8,4.370354677,0.900990099,0,N,N,
26/09/2015,111064.49,48.78936994,6.6,4.23083916,1.004975124,0,N,N,
27/09/2015,106431.815,43.93161371,9.8,4.494441011,1.025510204,0,N,N,
28/09/2015,121796.715,42.02601538,8.3,4.626013402,1.441176471,0,N,N,
29/09/2015,126691.8,37.64010125,9,4.110960958,1.007407407,0,N,N,
30/09/2015,129641.245,41.98096898,11.5,3.987480407,0.803571429,0,N,N,
1/10/2015,124356.415,34.80976299,6,4.647580015,0.774193548,0,N,N,
2/10/2015,107544.145,38.30698393,9.9,5.347896783,1,0,N,Y,
3/10/2015,100598.55,30.78069241,16.3,5.594640292,0.977477477,0,N,N,
4/10/2015,103828.88,36.56069849,13.9,4.98998998,1,0,N,N,
5/10/2015,125194.87,38.97200519,12.7,5.865151319,1.009090909,0,N,N,
6/10/2015,127225.245,36.24445144,15.5,5.983310121,1.164021164,0,Y,N,
7/10/2015,117282.765,31.59640663,11.8,4.024922359,0.800847458,0,Y,N,
8/10/2015,122121.325,36.14098237,7.6,4.312771731,1.012875536,0,Y,N,
9/10/2015,126989.905,41.41507492,10.9,5.468089246,1.059090909,0,Y,N,
10/10/2015,112604.825,34.80317686,17.5,5.403702434,1.848739496,0,Y,N,
11/10/2015,105376.335,29.90281083,16.9,4.38178046,0.607142857,0.4,Y,N,
12/10/2015,120916.215,36.35362381,11.3,4.01248053,1.462686567,0.6,Y,N,
13/10/2015,122830.38,41.49816809,7.9,4.195235393,0.551440329,0.4,Y,N,
14/10/2015,126919.195,45.5634402,11.2,5.347896783,0.995901639,0,Y,N,
15/10/2015,130260.37,39.06694868,14.4,5.830951895,1.099099099,0,Y,N,
16/10/2015,123985.97,43.80436083,17,4.878524367,2.642857143,0,Y,N,
17/10/2015,104916.345,29.67361006,11.5,4.527692569,0.411764706,0,Y,N,
18/10/2015,100812.04,29.12086757,12.6,4.207136794,0.842975207,0,Y,N,
19/10/2015,120795,43.51067632,8.3,5.167204273,0.937984496,0,Y,N,
20/10/2015,126655.49,43.3328692,12.9,5.639148872,1.791666667,0,Y,N,
21/10/2015,122368.885,39.68189403,17.6,4.277849927,1.97260274,2.4,Y,N,
22/10/2015,121471.64,44.03304646,11.4,4.086563348,0.858823529,7,Y,N,
23/10/2015,120420.7,48.1698968,11.8,4.049691346,0.404761905,0,Y,N,
24/10/2015,106813.03,32.19205197,9.2,4.415880433,0.836653386,0,Y,N,
25/10/2015,102279.745,17.4659695,10.2,5.594640292,1.248756219,0,Y,N,
26/10/2015,115297.34,29.39851628,14,3.987480407,1.386206897,0.2,Y,N,
27/10/2015,116619.57,31.32939962,10.4,4.827007354,0.516014235,0.2,Y,N,
28/10/2015,122887.41,39.51380992,10.1,5.176871642,1.018115942,0,Y,N,
29/10/2015,124222.935,62.32012828,13.7,5.10881591,1.029850746,0,Y,N,
30/10/2015,121256.97,35.87555035,12.6,5.234500931,1.185840708,0,Y,N,
31/10/2015,106353.44,18.37479011,15.7,5.08920426,1.674074074,1,Y,N,
1/11/2015,103629.645,14.68483973,16.4,5.099019514,1.35,4.4,Y,N,
2/11/2015,113791.75,25.01784896,14.5,4,1.219512195,0,Y,N,
3/11/2015,101793.035,14.15794771,8,4.23083916,0.322834646,0.2,Y,Y,
4/11/2015,120177.945,29.23763309,10.9,5.215361924,1.295918367,0,Y,N,
5/11/2015,125985.465,34.57679076,16.2,4.969909456,1.195121951,12.2,Y,N,
6/11/2015,120505.585,30.64286687,16.6,4.324349662,4.432432432,17.6,Y,N,
7/11/2015,104269.79,18.27265483,11.9,4.098780306,0.146825397,1.2,Y,N,
8/11/2015,103793.085,21.09536038,8.5,4.979959839,1.003984064,0,Y,N,
9/11/2015,127234.72,35.05480023,13.6,5.753259945,0.950757576,0,Y,N,
10/11/2015,121617.28,32.06707648,15.2,4.049691346,4.981132075,0,Y,N,
11/11/2015,121566.645,35.22410385,11.5,4.483302354,0.33125,2,Y,N,
12/11/2015,123775.16,38.48525874,13.7,4.604345773,0.833333333,0,Y,N,
13/11/2015,117078.585,32.82309665,13.5,4.266145802,0.735632184,0.4,Y,N,
14/11/2015,103646.635,33.56093861,12.1,4.277849927,0.949090909,0.2,Y,N,
15/11/2015,99761.81,28.29807106,13,4.301162634,0.996376812,0.2,Y,N,
16/11/2015,124557.225,39.12737374,11.4,5.128352562,0.93877551,0.2,Y,N,
17/11/2015,131442.2,36.02454725,15.7,5.770615219,1.225,0,Y,N,
18/11/2015,132353.755,60.68023827,14.7,5.431390246,0.821917808,0,Y,N,
19/11/2015,138118.705,78.29096807,15.6,5.61248608,1.417475728,0,Y,N,
20/11/2015,123412.685,38.02649768,15.4,4.370354677,3.21875,0.4,Y,N,
21/11/2015,102647.905,27.41362241,12.2,4.183300133,0.306220096,3.6,Y,N,
22/11/2015,98621.62,32.34590077,13.5,4.472135955,0.765567766,0,Y,N,
23/11/2015,114406.825,41.36877245,13.8,4.549725266,1,0,Y,N,
24/11/2015,118894.305,48.52152976,13.6,4.949747468,0.91,0,Y,N,
25/11/2015,124728.875,60.69203392,13.5,5.770615219,3.225806452,0,Y,N,
26/11/2015,112907.145,30.49417411,10.8,4.171330723,0.399141631,0,Y,N,
27/11/2015,117492.82,40.36654546,9,4.266145802,1.386904762,0.4,Y,N,
