id,data_upd_at,pv_last_wk,pv_last_mth,pv_total,download_count,log_time
2ph9-es73,2015-05-07 06:48:07+00:00,0,6,1026,1317,2021-11-25 19:00:26.155771
inah-t6kx,2021-05-21 03:37:13+00:00,2,10,1024,775,2021-11-25 19:00:26.155771
g8gz-fuiv,2018-10-25 00:50:36+00:00,4,12,1010,851,2021-11-25 19:00:26.155771
a52j-vb2e,2018-09-27 05:08:46+00:00,1,8,1008,719,2021-11-25 19:00:26.155771
74id-aqj9,2018-09-04 21:55:19+00:00,2,18,1007,731,2021-11-25 19:00:26.155771
4spx-8bh5,2021-08-23 16:03:50+00:00,1,13,986,1041,2021-11-25 19:00:26.155771
fyes-zqbt,2017-04-04 03:40:26+00:00,2,4,960,295872,2021-11-25 19:00:26.155771
6rkf-zake,2019-02-19 23:04:54+00:00,0,4,947,679,2021-11-25 19:00:26.155771
96gt-j9ix,2021-09-30 16:45:01+00:00,1,2,942,2229339,2021-11-25 19:00:26.155771
5dx2-u4mf,2021-09-22 16:50:01+00:00,1,6,934,979,2021-11-25 19:00:26.155771
gyfq-h9jk,2018-09-27 05:03:00+00:00,4,17,921,666,2021-11-25 19:00:26.155771
v4zv-yqtp,2021-08-23 16:38:17+00:00,1,10,904,1123,2021-11-25 19:00:26.155771
xmnz-a7qy,,1,2,895,17606,2021-11-25 19:00:26.155771
svux-bada,,1,9,894,5415168,2021-11-25 19:00:26.155771
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,3,884,1215,2021-11-25 19:00:26.155771
x4k3-uj4j,2020-12-15 04:38:19+00:00,3,20,883,98,2021-11-25 19:00:26.155771
bevb-vgiu,2015-10-16 05:28:52+00:00,0,2,855,1217,2021-11-25 19:00:26.155771
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-11-25 19:00:26.155771
th7x-7gv7,2021-05-26 04:57:50+00:00,18,74,832,43,2021-11-25 19:00:26.155771
99qa-f55d,2016-10-24 02:40:38+00:00,0,1,802,1305,2021-11-25 19:00:26.155771
reaf-a4my,2021-11-02 22:29:27+00:00,0,7,788,161,2021-11-25 19:00:26.155771
55z9-zqzu,2021-08-23 16:15:10+00:00,2,11,781,1020,2021-11-25 19:00:26.155771
c2cr-5q87,2017-07-28 06:40:41+00:00,0,3,773,1652,2021-11-25 19:00:26.155771
awcz-wi9e,2015-05-07 06:34:45+00:00,1,3,737,2053,2021-11-25 19:00:26.155771
nnx5-w29b,2015-05-07 07:36:31+00:00,1,5,735,1334,2021-11-25 19:00:26.155771
xfa5-gt4u,2018-09-27 02:44:06+00:00,1,3,728,730,2021-11-25 19:00:26.155771
cawe-uats,2017-05-22 05:41:43+00:00,0,4,712,964,2021-11-25 19:00:26.155771
9usq-v437,2015-10-16 05:49:34+00:00,0,3,711,1063,2021-11-25 19:00:26.155771
t6hb-9uf2,2019-04-16 11:26:16+00:00,1,5,704,1763,2021-11-25 19:00:26.155771
gquc-eex2,2018-08-21 22:09:34+00:00,0,5,702,905,2021-11-25 19:00:26.155771
vkxi-k7ps,2019-04-09 06:20:02+00:00,1,10,700,1051,2021-11-25 19:00:26.155771
gznb-6fq3,2021-11-02 22:39:47+00:00,1,29,694,127,2021-11-25 19:00:26.155771
npd7-23gm,2017-05-03 06:17:56+00:00,0,2,683,942,2021-11-25 19:00:26.155771
wdtk-npar,2021-11-02 22:13:48+00:00,2,9,678,320,2021-11-25 19:00:26.155771
apua-t2tb,2019-04-17 02:11:07+00:00,3,7,677,1414,2021-11-25 19:00:26.155771
rsgn-pgkc,2018-09-27 05:14:42+00:00,3,12,674,844,2021-11-25 19:00:26.155771
nug6-empf,2021-11-02 22:51:36+00:00,2,57,674,85,2021-11-25 19:00:26.155771
fthi-zajy,2016-11-21 04:11:12+00:00,0,4,643,1066,2021-11-25 19:00:26.155771
5532-ig9r,2020-04-02 20:11:40+00:00,5,21,606,87,2021-11-25 19:00:26.155771
rqdu-ieaj,2017-04-27 03:22:55+00:00,2,3,596,639350,2021-11-25 19:00:26.155771
mv4n-8k4v,2021-11-25 07:31:55+00:00,4,24,591,33,2021-11-25 19:00:26.155771
7je2-yydd,2021-11-02 22:19:04+00:00,1,10,588,117,2021-11-25 19:00:26.155771
s7e6-a6bm,2017-04-19 03:05:52+00:00,1,8,585,40664,2021-11-25 19:00:26.155771
necc-34pz,2017-05-12 06:23:24+00:00,0,6,571,1004,2021-11-25 19:00:26.155771
wxa3-hxd3,2021-11-02 22:51:36+00:00,0,38,563,159,2021-11-25 19:00:26.155771
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,4,556,627,2021-11-25 19:00:26.155771
8c5t-6gxs,2017-05-12 06:23:24+00:00,0,2,549,889,2021-11-25 19:00:26.155771
pkqa-bdit,2015-05-07 06:27:15+00:00,0,9,539,1171,2021-11-25 19:00:26.155771
nzkf-kgud,2015-05-07 06:40:06+00:00,0,1,539,1183,2021-11-25 19:00:26.155771
kv9p-crx6,2017-05-04 05:55:17+00:00,1,3,531,594,2021-11-25 19:00:26.155771
hfxu-z5ii,2018-09-27 02:59:26+00:00,0,6,525,636,2021-11-25 19:00:26.155771
7nkv-ni4n,2021-11-02 22:38:58+00:00,3,30,522,102,2021-11-25 19:00:26.155771
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,4,511,644,2021-11-25 19:00:26.155771
vbe9-m4tk,2019-04-11 04:33:05+00:00,1,5,509,1278,2021-11-25 19:00:26.155771
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,495,894,2021-11-25 19:00:26.155771
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,5,477,880407,2021-11-25 19:00:26.155771
q67c-6wjt,2021-11-02 22:44:13+00:00,1,23,468,75,2021-11-25 19:00:26.155771
625k-qaqp,2019-11-12 01:58:45+00:00,1,8,448,0,2021-11-25 19:00:26.155771
7jq6-k9kf,2019-04-16 03:19:33+00:00,4,10,439,1237,2021-11-25 19:00:26.155771
krg7-hmyt,2021-08-11 02:53:57+00:00,1,86,414,28,2021-11-25 19:00:26.155771
2b75-x6et,2021-11-02 22:38:58+00:00,1,20,414,266,2021-11-25 19:00:26.155771
w8cz-guri,2015-05-07 06:42:26+00:00,0,2,404,1214,2021-11-25 19:00:26.155771
hpzc-vi8m,2021-08-23 16:37:29+00:00,1,2,394,726,2021-11-25 19:00:26.155771
7kjb-25ry,2017-05-04 05:48:40+00:00,1,1,368,1043,2021-11-25 19:00:26.155771
jwq3-hkg3,2017-05-12 06:23:28+00:00,0,2,357,860,2021-11-25 19:00:26.155771
cm7k-9aj4,2021-08-26 16:01:11+00:00,0,3,350,1068,2021-11-25 19:00:26.155771
a9sc-9jxz,2021-11-02 22:44:13+00:00,1,20,343,219,2021-11-25 19:00:26.155771
hfm2-46au,2017-04-19 03:08:02+00:00,1,1,343,537596,2021-11-25 19:00:26.155771
erbg-hj42,2017-04-19 03:09:39+00:00,1,1,330,526304,2021-11-25 19:00:26.155771
fsfa-5ye5,2017-04-19 03:11:15+00:00,1,2,321,670,2021-11-25 19:00:26.155771
dxvp-runr,2021-11-25 02:09:44+00:00,2,6,319,31,2021-11-25 19:00:26.155771
n57n-9wqc,2015-05-07 06:38:30+00:00,0,1,311,1166,2021-11-25 19:00:26.155771
y7km-5r6f,2020-12-15 04:38:24+00:00,0,8,308,111,2021-11-25 19:00:26.155771
m8kf-ur3f,2017-05-12 06:13:42+00:00,0,3,265,788,2021-11-25 19:00:26.155771
mcf9-snjr,2017-05-12 06:20:10+00:00,0,2,235,831,2021-11-25 19:00:26.155771
hisn-tyup,2017-05-12 06:23:18+00:00,0,2,225,849,2021-11-25 19:00:26.155771
sp4r-xphj,2021-08-12 06:45:16+00:00,28,68,137,20,2021-11-25 19:00:26.155771
73qa-862u,2021-08-12 07:19:52+00:00,5,30,57,14,2021-11-25 19:00:26.155771
jizx-9ayp,2021-08-12 07:01:29+00:00,1,14,48,8,2021-11-25 19:00:26.155771
ssm6-4b38,2021-08-12 07:27:00+00:00,1,9,38,7,2021-11-25 19:00:26.155771
b2ak-trbp,2021-11-04 22:38:23+00:00,80,626,73930,8838,2021-11-26 19:00:10.134504
y79a-us3f,,2,26,66901,3178,2021-11-26 19:00:10.134504
fp38-wiyy,2021-09-30 16:06:54+00:00,54,238,39888,6396,2021-11-26 19:00:10.134504
vh2v-4nfs,2021-11-26 07:58:29+00:00,141,649,38744,12089662,2021-11-26 19:00:10.134504
7q9g-yyvg,2018-03-02 01:46:14+00:00,138,489,32213,1830,2021-11-26 19:00:10.134504
i8px-csib,2017-05-12 05:48:58+00:00,213,841,30606,3330,2021-11-26 19:00:10.134504
crvt-b4kt,2021-08-23 16:04:33+00:00,138,553,25491,39776,2021-11-26 19:00:10.134504
xt2y-tnn9,2021-11-02 22:16:33+00:00,83,256,24748,16172,2021-11-26 19:00:10.134504
gh7s-qda8,2021-09-29 06:47:23+00:00,32,141,23451,6265,2021-11-26 19:00:10.134504
r5bg-2hj8,2020-09-22 05:30:26+00:00,145,603,20459,2607,2021-11-26 19:00:10.134504
pmhb-s6pn,2021-11-02 22:05:44+00:00,21,261,19609,3340,2021-11-26 19:00:10.134504
ntht-5rk7,2021-09-14 16:04:00+00:00,74,302,17995,605249,2021-11-26 19:00:10.134504
qe9w-cym8,,14,47,17020,127163,2021-11-26 19:00:10.134504
ez6b-syvw,2015-06-15 05:55:16+00:00,22,86,14208,3520,2021-11-26 19:00:10.134504
def8-4wbt,2021-09-30 00:09:06+00:00,33,120,13880,1007540,2021-11-26 19:00:10.134504
8fgn-5q6t,2021-08-13 16:53:00+00:00,11,41,13276,2269,2021-11-26 19:00:10.134504
e56b-j9mj,2021-09-23 16:08:47+00:00,45,228,13093,2212262,2021-11-26 19:00:10.134504
a7rp-xtya,2021-09-30 16:46:36+00:00,78,261,11440,163068,2021-11-26 19:00:10.134504
67fb-mvax,2017-05-12 05:53:17+00:00,50,275,11440,1286,2021-11-26 19:00:10.134504
44kh-ty54,2021-11-02 22:25:14+00:00,56,146,10662,2006,2021-11-26 19:00:10.134504
j5vt-ppat,2017-04-06 05:48:40+00:00,11,57,10482,3224,2021-11-26 19:00:10.134504
krh5-hhjn,2021-11-02 22:29:27+00:00,4,52,10063,1580,2021-11-26 19:00:10.134504
bs7n-5veh,2021-11-02 22:13:48+00:00,5,52,10018,2268,2021-11-26 19:00:10.134504
aia8-ryiq,2021-03-18 04:20:13+00:00,14,162,9620,3197896,2021-11-26 19:00:10.134504
2dqj-9ydd,2018-08-17 04:41:48+00:00,38,163,9523,0,2021-11-26 19:00:10.134504
t3zn-qgfx,,15,140,8705,3474376,2021-11-26 19:00:10.134504
mq3i-cbxd,2015-05-12 06:33:58+00:00,5,23,8590,3572,2021-11-26 19:00:10.134504
xzxc-g5i9,2015-01-20 23:37:21+00:00,3,14,8109,1593,2021-11-26 19:00:10.134504
d6mv-s43h,2021-11-26 07:47:22+00:00,8,76,7942,20917,2021-11-26 19:00:10.134504
pv8y-ihee,2017-07-28 07:03:49+00:00,11,68,7911,160697,2021-11-26 19:00:10.134504
h57g-5234,2021-09-21 16:44:14+00:00,30,201,7607,2198,2021-11-26 19:00:10.134504
gei8-3w86,,9,74,7316,7362378,2021-11-26 19:00:10.134504
d5tb-r7a6,2018-08-17 03:10:01+00:00,51,168,7277,0,2021-11-26 19:00:10.134504
mffi-m9yn,2021-11-02 22:19:04+00:00,17,135,6999,2757,2021-11-26 19:00:10.134504
qksr-hqee,2017-07-28 06:53:42+00:00,7,39,6967,1862,2021-11-26 19:00:10.134504
3927-sgfc,2015-11-09 05:22:47+00:00,7,30,6242,476705,2021-11-26 19:00:10.134504
u9sa-j86i,2019-04-18 02:42:21+00:00,11,50,6223,1425,2021-11-26 19:00:10.134504
b36j-kiy4,2021-11-02 22:38:03+00:00,5,48,6203,2854,2021-11-26 19:00:10.134504
m7yp-p495,,50,178,5873,13530346,2021-11-26 19:00:10.134504
pq2z-35fu,2019-10-07 02:22:25+00:00,15,71,5869,1209,2021-11-26 19:00:10.134504
mgkp-67ad,2018-02-12 03:47:12+00:00,13,126,5498,721680,2021-11-26 19:00:10.134504
cwpe-ugri,2019-11-10 23:49:52+00:00,39,204,5340,0,2021-11-26 19:00:10.134504
234q-gg83,2021-11-02 22:49:34+00:00,0,44,5316,1547,2021-11-26 19:00:10.134504
e6er-4cb3,2016-02-09 03:54:32+00:00,5,26,5167,1565,2021-11-26 19:00:10.134504
s8dq-xd4g,,1,24,5037,2971982,2021-11-26 19:00:10.134504
qabw-suvb,2021-11-02 22:05:44+00:00,5,85,4924,893,2021-11-26 19:00:10.134504
c3gt-hrz6,2021-11-02 22:32:26+00:00,0,28,4906,2679,2021-11-26 19:00:10.134504
gh9v-yqwz,2020-06-25 01:57:53+00:00,3,26,4865,1933,2021-11-26 19:00:10.134504
9mdh-8yau,2021-09-23 16:45:49+00:00,6,43,4625,7206912,2021-11-26 19:00:10.134504
3bff-vaa5,2016-05-10 04:25:02+00:00,50,196,4350,11802,2021-11-26 19:00:10.134504
jtcb-iab6,2015-04-28 06:25:46+00:00,3,10,4321,1773,2021-11-26 19:00:10.134504
khvg-gtaq,2017-05-31 00:33:10+00:00,6,14,4308,1554,2021-11-26 19:00:10.134504
j4qc-4tib,2021-08-23 16:02:40+00:00,22,89,4228,1144,2021-11-26 19:00:10.134504
2x56-ai8r,2021-09-23 16:47:48+00:00,14,42,4094,9808179,2021-11-26 19:00:10.134504
5nb5-w7hq,2021-08-13 16:54:24+00:00,4,45,3948,2898,2021-11-26 19:00:10.134504
8wi9-ysz4,2019-01-24 00:57:42+00:00,15,60,3931,0,2021-11-26 19:00:10.134504
u4vh-84j8,2021-11-26 07:30:16+00:00,37,133,3917,468,2021-11-26 19:00:10.134504
rpt3-2axt,,5,29,3847,7813,2021-11-26 19:00:10.134504
ru3z-44we,2021-09-30 16:07:52+00:00,4,27,3598,2554,2021-11-26 19:00:10.134504
vdsi-4gtj,2021-09-23 16:01:43+00:00,5,23,3480,2394,2021-11-26 19:00:10.134504
dyqx-cfn5,2021-11-02 22:16:33+00:00,12,60,3369,650,2021-11-26 19:00:10.134504
6fzs-45an,2014-05-02 03:02:11+00:00,3,13,3332,1924,2021-11-26 19:00:10.134504
pih2-628i,2017-03-02 03:34:39+00:00,3,24,3315,1372,2021-11-26 19:00:10.134504
2eyd-p5ws,2015-05-07 06:20:43+00:00,0,5,3260,2777,2021-11-26 19:00:10.134504
ck33-yh8z,,11,84,3224,5013334,2021-11-26 19:00:10.134504
wqka-kyhz,,9,19,3090,1820910,2021-11-26 19:00:10.134504
ss79-v558,,9,60,3022,1647126,2021-11-26 19:00:10.134504
k64i-2xff,2015-01-20 23:24:00+00:00,2,11,2963,1377,2021-11-26 19:00:10.134504
g48j-sdah,,3,11,2908,1954,2021-11-26 19:00:10.134504
su97-b2at,2020-07-05 16:23:59+00:00,2,16,2868,75490,2021-11-26 19:00:10.134504
jzfa-q3k3,2021-09-27 16:32:26+00:00,4,31,2836,3404400,2021-11-26 19:00:10.134504
h4ih-tzqs,2021-08-23 16:50:10+00:00,0,9,2805,2815,2021-11-26 19:00:10.134504
24aw-nd3i,2021-08-23 16:00:21+00:00,5,27,2686,709262,2021-11-26 19:00:10.134504
qa5h-sfgh,2018-09-20 05:11:49+00:00,2,10,2614,0,2021-11-26 19:00:10.134504
txcy-uafv,2021-09-30 16:47:56+00:00,0,16,2586,984,2021-11-26 19:00:10.134504
wwkr-v8s7,2018-03-02 03:21:33+00:00,9,34,2572,1810,2021-11-26 19:00:10.134504
a945-pqqr,2017-05-19 03:25:03+00:00,2,6,2531,1283,2021-11-26 19:00:10.134504
4id4-tydi,2019-02-14 05:10:58+00:00,6,33,2347,1078,2021-11-26 19:00:10.134504
vesm-c7r2,2021-11-02 22:13:48+00:00,5,65,2345,757,2021-11-26 19:00:10.134504
mxsp-c8nh,2019-02-19 05:58:26+00:00,0,2,2301,1140,2021-11-26 19:00:10.134504
d34a-re98,2018-02-22 23:37:02+00:00,4,42,2287,1397,2021-11-26 19:00:10.134504
ht4h-vqbu,2016-11-09 04:18:08+00:00,0,5,2286,2888,2021-11-26 19:00:10.134504
tqjk-32d9,,3,17,2270,1608,2021-11-26 19:00:10.134504
rm92-h5tq,2021-11-02 22:25:14+00:00,4,35,2193,565,2021-11-26 19:00:10.134504
axts-5eu4,2015-01-20 23:50:04+00:00,0,4,2193,1629,2021-11-26 19:00:10.134504
be3i-empa,2021-11-02 22:05:44+00:00,1,7,2171,256,2021-11-26 19:00:10.134504
7pgd-bdf2,2020-04-14 00:10:03+00:00,8,60,2167,228,2021-11-26 19:00:10.134504
dj7e-rdx9,2019-04-17 08:02:55+00:00,4,15,2153,1492,2021-11-26 19:00:10.134504
x69f-uxmj,2017-05-12 05:58:01+00:00,2,17,2129,1622,2021-11-26 19:00:10.134504
rwbd-626w,2021-08-23 16:47:08+00:00,5,22,2019,1726860,2021-11-26 19:00:10.134504
vrwc-rwgm,2018-10-15 03:54:32+00:00,2,20,2011,1252,2021-11-26 19:00:10.134504
qnju-it8g,2021-11-02 22:38:03+00:00,4,30,2002,455,2021-11-26 19:00:10.134504
nyr3-sees,2019-09-12 05:00:14+00:00,6,29,1992,374,2021-11-26 19:00:10.134504
4n3a-s6rn,2020-06-01 08:35:48+00:00,2,45,1987,278,2021-11-26 19:00:10.134504
n6sz-6nb6,,6,16,1960,5564262,2021-11-26 19:00:10.134504
nmnx-3ct3,,1,5,1907,4551653,2021-11-26 19:00:10.134504
e63d-rbu7,2019-01-14 00:47:27+00:00,0,1,1905,2762,2021-11-26 19:00:10.134504
6yxs-smdz,,1,11,1878,3135136,2021-11-26 19:00:10.134504
dmpt-2xdw,2021-08-23 16:45:41+00:00,1,8,1875,5049596,2021-11-26 19:00:10.134504
mayw-9gb5,2021-11-02 22:49:34+00:00,1,35,1866,442,2021-11-26 19:00:10.134504
n9ie-cp6t,2018-10-12 00:40:22+00:00,0,5,1842,1033,2021-11-26 19:00:10.134504
dh3m-ckxm,,8,19,1766,6644363,2021-11-26 19:00:10.134504
v9mu-dvfu,2019-03-18 04:50:39+00:00,1,9,1745,930,2021-11-26 19:00:10.134504
mgqj-necz,2020-03-05 03:52:54+00:00,4,28,1721,540,2021-11-26 19:00:10.134504
irqv-hjr4,2021-11-26 07:30:14+00:00,2,31,1675,206,2021-11-26 19:00:10.134504
3v7r-q3ds,2015-04-28 07:22:49+00:00,0,6,1669,1615,2021-11-26 19:00:10.134504
3bxw-t8fk,2019-02-06 04:34:39+00:00,3,13,1631,726,2021-11-26 19:00:10.134504
md5d-vpap,2021-11-02 22:32:26+00:00,1,27,1629,301,2021-11-26 19:00:10.134504
uyp8-7ii8,2019-03-18 03:17:17+00:00,3,13,1627,907,2021-11-26 19:00:10.134504
ambt-72qg,2018-03-02 04:10:30+00:00,5,20,1617,926,2021-11-26 19:00:10.134504
4j42-79hg,2021-08-23 16:00:54+00:00,0,8,1609,1062,2021-11-26 19:00:10.134504
hg8j-vcww,,1,11,1606,8649,2021-11-26 19:00:10.134504
g9am-cna5,2021-11-02 22:29:27+00:00,3,22,1588,421,2021-11-26 19:00:10.134504
psq9-yz4x,2021-09-28 16:39:09+00:00,2,27,1577,1094,2021-11-26 19:00:10.134504
2x87-fe4u,2014-05-02 04:25:14+00:00,1,7,1489,1367,2021-11-26 19:00:10.134504
wcd7-bvh4,2021-11-18 00:49:27+00:00,0,21,1466,1622,2021-11-26 19:00:10.134504
grmi-2ew3,2021-09-30 16:40:19+00:00,2,13,1431,2280595,2021-11-26 19:00:10.134504
47ai-9yup,2017-05-18 04:25:26+00:00,0,5,1412,1037,2021-11-26 19:00:10.134504
jsun-ttri,2021-11-02 22:39:47+00:00,0,22,1398,848,2021-11-26 19:00:10.134504
uqhf-q5h7,2014-05-02 02:40:39+00:00,1,8,1371,1655,2021-11-26 19:00:10.134504
rdi4-j8zh,2021-09-30 16:44:14+00:00,3,14,1363,4588,2021-11-26 19:00:10.134504
sex6-6426,2018-02-22 03:19:28+00:00,4,15,1361,2884,2021-11-26 19:00:10.134504
mi2q-4527,2021-11-02 22:40:43+00:00,1,39,1331,1046,2021-11-26 19:00:10.134504
6cxw-5y4y,2019-01-09 03:20:29+00:00,0,5,1325,867,2021-11-26 19:00:10.134504
ew6k-chz4,2017-05-19 01:57:49+00:00,0,1,1291,1209,2021-11-26 19:00:10.134504
55up-8nwa,2015-05-07 06:30:36+00:00,0,3,1289,1258,2021-11-26 19:00:10.134504
vzb2-a2kz,2021-08-23 16:46:03+00:00,4,8,1275,1699963,2021-11-26 19:00:10.134504
84bf-dihi,,1,3,1263,4851824,2021-11-26 19:00:10.134504
q3ni-rkmu,2021-06-28 01:55:48+00:00,3,15,1235,142,2021-11-26 19:00:10.134504
r6ug-jmg3,2017-05-12 06:07:26+00:00,0,7,1227,1290,2021-11-26 19:00:10.134504
arvc-7u8d,2021-11-02 22:25:14+00:00,2,9,1182,200,2021-11-26 19:00:10.134504
rhc3-j4bg,2017-05-04 05:47:33+00:00,1,11,1168,16103,2021-11-26 19:00:10.134504
tq3k-d7n7,2019-12-01 21:31:05+00:00,0,10,1167,280,2021-11-26 19:00:10.134504
rpdm-je7s,,3,8,1163,4808644,2021-11-26 19:00:10.134504
fzjr-9nrn,2021-09-30 17:21:58+00:00,5,13,1161,735,2021-11-26 19:00:10.134504
9hjf-8i2d,2021-11-02 22:19:04+00:00,8,38,1147,297,2021-11-26 19:00:10.134504
kmtd-nvqr,2018-05-08 00:04:44+00:00,1,5,1131,1039,2021-11-26 19:00:10.134504
23k2-cnm2,2021-08-23 16:47:45+00:00,1,4,1107,1502235,2021-11-26 19:00:10.134504
w2pi-36nk,2021-11-02 22:16:33+00:00,2,13,1073,206,2021-11-26 19:00:10.134504
nw38-8y7g,2021-11-02 22:40:43+00:00,3,26,1049,202,2021-11-26 19:00:10.134504
xgce-vkbh,,2,12,1033,3150728,2021-11-26 19:00:10.134504
2ph9-es73,2015-05-07 06:48:07+00:00,0,6,1026,1318,2021-11-26 19:00:10.134504
inah-t6kx,2021-05-21 03:37:13+00:00,3,11,1025,775,2021-11-26 19:00:10.134504
a52j-vb2e,2018-09-27 05:08:46+00:00,4,11,1011,719,2021-11-26 19:00:10.134504
g8gz-fuiv,2018-10-25 00:50:36+00:00,2,11,1010,851,2021-11-26 19:00:10.134504
74id-aqj9,2018-09-04 21:55:19+00:00,1,18,1007,731,2021-11-26 19:00:10.134504
4spx-8bh5,2021-08-23 16:03:50+00:00,1,13,987,1043,2021-11-26 19:00:10.134504
fyes-zqbt,2017-04-04 03:40:26+00:00,1,5,961,295872,2021-11-26 19:00:10.134504
6rkf-zake,2019-02-19 23:04:54+00:00,1,5,948,679,2021-11-26 19:00:10.134504
96gt-j9ix,2021-09-30 16:45:01+00:00,1,2,942,2229339,2021-11-26 19:00:10.134504
5dx2-u4mf,2021-09-22 16:50:01+00:00,2,7,935,979,2021-11-26 19:00:10.134504
gyfq-h9jk,2018-09-27 05:03:00+00:00,4,17,921,666,2021-11-26 19:00:10.134504
v4zv-yqtp,2021-08-23 16:38:17+00:00,1,9,904,1123,2021-11-26 19:00:10.134504
xmnz-a7qy,,1,2,895,17606,2021-11-26 19:00:10.134504
svux-bada,,1,9,894,5415168,2021-11-26 19:00:10.134504
5kg2-fg9r,2015-05-14 01:22:49+00:00,0,3,884,1215,2021-11-26 19:00:10.134504
x4k3-uj4j,2020-12-15 04:38:19+00:00,3,18,883,98,2021-11-26 19:00:10.134504
bevb-vgiu,2015-10-16 05:28:52+00:00,0,2,855,1217,2021-11-26 19:00:10.134504
pyua-izk6,2017-04-04 03:56:11+00:00,2,3,846,40917,2021-11-26 19:00:10.134504
th7x-7gv7,2021-05-26 04:57:50+00:00,20,78,839,45,2021-11-26 19:00:10.134504
99qa-f55d,2016-10-24 02:40:38+00:00,0,1,802,1305,2021-11-26 19:00:10.134504
reaf-a4my,2021-11-02 22:29:27+00:00,0,7,788,161,2021-11-26 19:00:10.134504
55z9-zqzu,2021-08-23 16:15:10+00:00,2,11,781,1020,2021-11-26 19:00:10.134504
c2cr-5q87,2017-07-28 06:40:41+00:00,0,3,773,1653,2021-11-26 19:00:10.134504
awcz-wi9e,2015-05-07 06:34:45+00:00,0,3,737,2053,2021-11-26 19:00:10.134504
nnx5-w29b,2015-05-07 07:36:31+00:00,0,5,735,1334,2021-11-26 19:00:10.134504
xfa5-gt4u,2018-09-27 02:44:06+00:00,1,3,728,731,2021-11-26 19:00:10.134504
cawe-uats,2017-05-22 05:41:43+00:00,0,4,712,964,2021-11-26 19:00:10.134504
9usq-v437,2015-10-16 05:49:34+00:00,0,3,711,1063,2021-11-26 19:00:10.134504
t6hb-9uf2,2019-04-16 11:26:16+00:00,1,5,704,1763,2021-11-26 19:00:10.134504
gquc-eex2,2018-08-21 22:09:34+00:00,0,5,702,905,2021-11-26 19:00:10.134504
vkxi-k7ps,2019-04-09 06:20:02+00:00,1,9,700,1051,2021-11-26 19:00:10.134504
gznb-6fq3,2021-11-02 22:39:47+00:00,1,28,694,127,2021-11-26 19:00:10.134504
npd7-23gm,2017-05-03 06:17:56+00:00,0,2,683,942,2021-11-26 19:00:10.134504
wdtk-npar,2021-11-02 22:13:48+00:00,3,10,679,320,2021-11-26 19:00:10.134504
apua-t2tb,2019-04-17 02:11:07+00:00,3,7,677,1414,2021-11-26 19:00:10.134504
rsgn-pgkc,2018-09-27 05:14:42+00:00,3,12,674,844,2021-11-26 19:00:10.134504
nug6-empf,2021-11-02 22:51:36+00:00,2,56,674,85,2021-11-26 19:00:10.134504
fthi-zajy,2016-11-21 04:11:12+00:00,0,4,643,1066,2021-11-26 19:00:10.134504
5532-ig9r,2020-04-02 20:11:40+00:00,5,21,606,87,2021-11-26 19:00:10.134504
rqdu-ieaj,2017-04-27 03:22:55+00:00,2,3,596,639350,2021-11-26 19:00:10.134504
mv4n-8k4v,2021-11-26 07:32:12+00:00,4,24,591,33,2021-11-26 19:00:10.134504
7je2-yydd,2021-11-02 22:19:04+00:00,1,10,588,117,2021-11-26 19:00:10.134504
s7e6-a6bm,2017-04-19 03:05:52+00:00,1,8,585,40664,2021-11-26 19:00:10.134504
necc-34pz,2017-05-12 06:23:24+00:00,0,5,571,1004,2021-11-26 19:00:10.134504
wxa3-hxd3,2021-11-02 22:51:36+00:00,0,36,563,159,2021-11-26 19:00:10.134504
ue3p-kdsu,2017-08-07 05:36:15+00:00,1,4,556,627,2021-11-26 19:00:10.134504
8c5t-6gxs,2017-05-12 06:23:24+00:00,0,2,549,889,2021-11-26 19:00:10.134504
pkqa-bdit,2015-05-07 06:27:15+00:00,0,9,539,1171,2021-11-26 19:00:10.134504
nzkf-kgud,2015-05-07 06:40:06+00:00,0,1,539,1183,2021-11-26 19:00:10.134504
kv9p-crx6,2017-05-04 05:55:17+00:00,1,3,531,594,2021-11-26 19:00:10.134504
hfxu-z5ii,2018-09-27 02:59:26+00:00,0,6,525,636,2021-11-26 19:00:10.134504
7nkv-ni4n,2021-11-02 22:38:58+00:00,2,28,522,102,2021-11-26 19:00:10.134504
u3gs-y2xi,2018-09-27 00:55:08+00:00,0,4,511,644,2021-11-26 19:00:10.134504
vbe9-m4tk,2019-04-11 04:33:05+00:00,1,4,509,1278,2021-11-26 19:00:10.134504
75qa-syb4,2017-04-04 03:53:05+00:00,1,1,495,894,2021-11-26 19:00:10.134504
xy7t-cwm2,2017-04-04 03:55:01+00:00,2,5,477,880407,2021-11-26 19:00:10.134504
q67c-6wjt,2021-11-02 22:44:13+00:00,1,22,468,75,2021-11-26 19:00:10.134504
625k-qaqp,2019-11-12 01:58:45+00:00,1,8,448,0,2021-11-26 19:00:10.134504
7jq6-k9kf,2019-04-16 03:19:33+00:00,5,11,440,1237,2021-11-26 19:00:10.134504
