date,Year,Month,day of week,Rainfall amount (millimetres)
2020-01-08,2020,Jan,Wednesday,0.0
2020-01-09,2020,Jan,Thursday,0.0
2020-01-10,2020,Jan,Friday,0.0
2020-01-11,2020,Jan,Saturday,15.6
2020-01-12,2020,Jan,Sunday,0.0
2020-01-13,2020,Jan,Monday,0.0
2020-01-14,2020,Jan,Tuesday,0.0
2020-01-15,2020,Jan,Wednesday,0.0
2020-01-16,2020,Jan,Thursday,19.6
2020-01-17,2020,Jan,Friday,0.0
2020-01-18,2020,Jan,Saturday,0.0
2020-01-19,2020,Jan,Sunday,0.0
2020-01-20,2020,Jan,Monday,0.4
2020-01-21,2020,Jan,Tuesday,44.0
2020-01-22,2020,Jan,Wednesday,0.0
2020-01-23,2020,Jan,Thursday,22.8
2020-01-24,2020,Jan,Friday,1.2
2020-01-25,2020,Jan,Saturday,0.0
2020-01-26,2020,Jan,Sunday,0.0
2020-01-27,2020,Jan,Monday,0.0
2020-01-28,2020,Jan,Tuesday,0.0
2020-01-29,2020,Jan,Wednesday,0.0
2020-01-30,2020,Jan,Thursday,0.0
2020-01-31,2020,Jan,Friday,0.0
2020-02-01,2020,Feb,Saturday,0.8
2020-02-02,2020,Feb,Sunday,14.8
2020-02-03,2020,Feb,Monday,0.0
2020-02-04,2020,Feb,Tuesday,0.0
2020-02-05,2020,Feb,Wednesday,0.0
2020-02-06,2020,Feb,Thursday,0.0
2020-02-07,2020,Feb,Friday,0.0
2020-02-08,2020,Feb,Saturday,0.0
2020-02-09,2020,Feb,Sunday,0.0
2020-02-10,2020,Feb,Monday,0.6
2020-02-11,2020,Feb,Tuesday,0.0
2020-02-12,2020,Feb,Wednesday,0.0
2020-02-13,2020,Feb,Thursday,0.0
2020-02-14,2020,Feb,Friday,0.0
2020-02-15,2020,Feb,Saturday,5.4
2020-02-16,2020,Feb,Sunday,2.8
2020-02-17,2020,Feb,Monday,0.0
2020-02-18,2020,Feb,Tuesday,0.0
2020-02-19,2020,Feb,Wednesday,38.0
2020-02-20,2020,Feb,Thursday,3.2
2020-02-21,2020,Feb,Friday,2.8
2020-02-22,2020,Feb,Saturday,0.0
2020-02-23,2020,Feb,Sunday,0.0
2020-02-24,2020,Feb,Monday,0.0
2020-02-25,2020,Feb,Tuesday,3.6
2020-02-26,2020,Feb,Wednesday,4.0
2020-02-27,2020,Feb,Thursday,0.2
2020-02-28,2020,Feb,Friday,0.0
2020-02-29,2020,Feb,Saturday,0.0
2020-03-01,2020,Mar,Sunday,0.0
2020-03-02,2020,Mar,Monday,3.0
2020-03-03,2020,Mar,Tuesday,0.0
2020-03-04,2020,Mar,Wednesday,0.0
2020-03-05,2020,Mar,Thursday,54.6
2020-03-06,2020,Mar,Friday,7.0
2020-03-07,2020,Mar,Saturday,0.2
2020-03-08,2020,Mar,Sunday,0.0
2020-03-09,2020,Mar,Monday,0.0
2020-03-10,2020,Mar,Tuesday,0.0
2020-03-11,2020,Mar,Wednesday,0.0
2020-03-12,2020,Mar,Thursday,0.0
2020-03-13,2020,Mar,Friday,0.0
2020-03-14,2020,Mar,Saturday,0.6
2020-03-15,2020,Mar,Sunday,0.0
2020-03-16,2020,Mar,Monday,0.0
2020-03-17,2020,Mar,Tuesday,0.0
2020-03-18,2020,Mar,Wednesday,0.0
2020-03-19,2020,Mar,Thursday,0.0
2020-03-20,2020,Mar,Friday,0.0
2020-03-21,2020,Mar,Saturday,0.0
2020-03-22,2020,Mar,Sunday,0.0
2020-03-23,2020,Mar,Monday,0.4
2020-03-24,2020,Mar,Tuesday,0.0
2020-03-25,2020,Mar,Wednesday,0.0
2020-03-26,2020,Mar,Thursday,0.0
2020-03-27,2020,Mar,Friday,0.0
2020-03-28,2020,Mar,Saturday,0.0
2020-03-29,2020,Mar,Sunday,0.0
2020-03-30,2020,Mar,Monday,5.2
2020-03-31,2020,Mar,Tuesday,0.0
2020-04-01,2020,Apr,Wednesday,0.0
2020-04-02,2020,Apr,Thursday,23.0
2020-04-03,2020,Apr,Friday,15.8
2020-04-04,2020,Apr,Saturday,35.2
2020-04-05,2020,Apr,Sunday,4.4
2020-04-06,2020,Apr,Monday,6.2
2020-04-07,2020,Apr,Tuesday,1.4
2020-04-08,2020,Apr,Wednesday,1.2
2020-04-09,2020,Apr,Thursday,0.0
2020-04-10,2020,Apr,Friday,0.2
2020-04-11,2020,Apr,Saturday,2.4
2020-04-12,2020,Apr,Sunday,2.4
2020-04-13,2020,Apr,Monday,0.0
2020-04-14,2020,Apr,Tuesday,0.6
2020-04-15,2020,Apr,Wednesday,0.0
2020-04-16,2020,Apr,Thursday,0.2
2020-04-17,2020,Apr,Friday,0.0
2020-04-18,2020,Apr,Saturday,0.0
2020-04-19,2020,Apr,Sunday,0.0
2020-04-20,2020,Apr,Monday,3.4
2020-04-21,2020,Apr,Tuesday,0.0
2020-04-22,2020,Apr,Wednesday,0.0
2020-04-23,2020,Apr,Thursday,0.0
2020-04-24,2020,Apr,Friday,0.4
2020-04-25,2020,Apr,Saturday,0.0
2020-04-26,2020,Apr,Sunday,14.0
2020-04-27,2020,Apr,Monday,0.6
2020-04-28,2020,Apr,Tuesday,0.0
2020-04-29,2020,Apr,Wednesday,3.4
2020-04-30,2020,Apr,Thursday,23.6
2020-05-01,2020,May,Friday,8.0
2020-05-02,2020,May,Saturday,1.4
2020-05-03,2020,May,Sunday,1.8
2020-05-04,2020,May,Monday,0.2
2020-05-05,2020,May,Tuesday,0.4
2020-05-06,2020,May,Wednesday,0.0
2020-05-07,2020,May,Thursday,0.0
2020-05-08,2020,May,Friday,0.0
2020-05-09,2020,May,Saturday,0.6
2020-05-10,2020,May,Sunday,7.0
2020-05-11,2020,May,Monday,0.6
2020-05-12,2020,May,Tuesday,0.2
2020-05-13,2020,May,Wednesday,1.4
2020-05-14,2020,May,Thursday,2.8
2020-05-15,2020,May,Friday,0.0
2020-05-16,2020,May,Saturday,0.0
2020-05-17,2020,May,Sunday,0.0
2020-05-18,2020,May,Monday,0.0
2020-05-19,2020,May,Tuesday,0.0
2020-05-20,2020,May,Wednesday,15.6
2020-05-21,2020,May,Thursday,12.4
2020-05-22,2020,May,Friday,11.4
2020-05-23,2020,May,Saturday,0.0
2020-05-24,2020,May,Sunday,3.0
2020-05-25,2020,May,Monday,0.0
2020-05-26,2020,May,Tuesday,0.0
2020-05-27,2020,May,Wednesday,0.0
2020-05-28,2020,May,Thursday,0.0
2020-05-29,2020,May,Friday,0.0
2020-05-30,2020,May,Saturday,0.0
2020-05-31,2020,May,Sunday,0.0
2020-06-01,2020,Jun,Monday,5.0
2020-06-02,2020,Jun,Tuesday,11.6
2020-06-03,2020,Jun,Wednesday,0.6
2020-06-04,2020,Jun,Thursday,0.0
2020-06-05,2020,Jun,Friday,0.0
2020-06-06,2020,Jun,Saturday,0.0
2020-06-07,2020,Jun,Sunday,0.0
2020-06-08,2020,Jun,Monday,0.0
2020-06-09,2020,Jun,Tuesday,0.2
2020-06-10,2020,Jun,Wednesday,0.0
2020-06-11,2020,Jun,Thursday,0.0
2020-06-12,2020,Jun,Friday,0.0
2020-06-13,2020,Jun,Saturday,0.0
2020-06-14,2020,Jun,Sunday,5.8
2020-06-15,2020,Jun,Monday,0.0
2020-06-16,2020,Jun,Tuesday,0.0
2020-06-17,2020,Jun,Wednesday,0.4
2020-06-18,2020,Jun,Thursday,0.0
2020-06-19,2020,Jun,Friday,0.0
2020-06-20,2020,Jun,Saturday,1.4
2020-06-21,2020,Jun,Sunday,0.0
2020-06-22,2020,Jun,Monday,0.0
2020-06-23,2020,Jun,Tuesday,2.2
2020-06-24,2020,Jun,Wednesday,0.4
2020-06-25,2020,Jun,Thursday,0.0
2020-06-26,2020,Jun,Friday,1.2
2020-06-27,2020,Jun,Saturday,0.0
2020-06-28,2020,Jun,Sunday,0.2
2020-06-29,2020,Jun,Monday,0.0
2020-06-30,2020,Jun,Tuesday,0.0
2020-07-01,2020,Jul,Wednesday,0.0
2020-07-02,2020,Jul,Thursday,1.2
2020-07-03,2020,Jul,Friday,0.0
2020-07-04,2020,Jul,Saturday,7.8
2020-07-05,2020,Jul,Sunday,4.6
2020-07-06,2020,Jul,Monday,1.0
2020-07-07,2020,Jul,Tuesday,1.4
2020-07-08,2020,Jul,Wednesday,0.0
2020-07-09,2020,Jul,Thursday,0.0
2020-07-10,2020,Jul,Friday,0.0
2020-07-11,2020,Jul,Saturday,0.0
2020-07-12,2020,Jul,Sunday,6.8
2020-07-13,2020,Jul,Monday,3.4
2020-07-14,2020,Jul,Tuesday,0.0
2020-07-15,2020,Jul,Wednesday,0.2
2020-07-16,2020,Jul,Thursday,0.0
2020-07-17,2020,Jul,Friday,0.0
2020-07-18,2020,Jul,Saturday,0.0
2020-07-19,2020,Jul,Sunday,0.0
2020-07-20,2020,Jul,Monday,0.6
2020-07-21,2020,Jul,Tuesday,0.4
2020-07-22,2020,Jul,Wednesday,0.0
2020-07-23,2020,Jul,Thursday,2.2
2020-07-24,2020,Jul,Friday,0.0
2020-07-25,2020,Jul,Saturday,0.0
2020-07-26,2020,Jul,Sunday,0.0
2020-07-27,2020,Jul,Monday,0.0
2020-07-28,2020,Jul,Tuesday,0.4
2020-07-29,2020,Jul,Wednesday,0.0
2020-07-30,2020,Jul,Thursday,0.0
2020-07-31,2020,Jul,Friday,0.0
2020-08-01,2020,Aug,Saturday,0.0
2020-08-02,2020,Aug,Sunday,0.0
2020-08-03,2020,Aug,Monday,0.0
2020-08-04,2020,Aug,Tuesday,1.2
2020-08-05,2020,Aug,Wednesday,5.8
2020-08-06,2020,Aug,Thursday,0.8
2020-08-07,2020,Aug,Friday,0.0
2020-08-08,2020,Aug,Saturday,6.8
2020-08-09,2020,Aug,Sunday,0.2
2020-08-10,2020,Aug,Monday,0.0
2020-08-11,2020,Aug,Tuesday,0.0
2020-08-12,2020,Aug,Wednesday,0.8
2020-08-13,2020,Aug,Thursday,1.2
2020-08-14,2020,Aug,Friday,0.8
2020-08-15,2020,Aug,Saturday,2.8
2020-08-16,2020,Aug,Sunday,0.4
2020-08-17,2020,Aug,Monday,0.0
2020-08-18,2020,Aug,Tuesday,0.2
2020-08-19,2020,Aug,Wednesday,1.2
2020-08-20,2020,Aug,Thursday,3.8
2020-08-21,2020,Aug,Friday,0.4
2020-08-22,2020,Aug,Saturday,4.4
2020-08-23,2020,Aug,Sunday,25.6
2020-08-24,2020,Aug,Monday,2.8
2020-08-25,2020,Aug,Tuesday,0.0
2020-08-26,2020,Aug,Wednesday,0.0
2020-08-27,2020,Aug,Thursday,0.0
2020-08-28,2020,Aug,Friday,1.4
2020-08-29,2020,Aug,Saturday,0.0
2020-08-30,2020,Aug,Sunday,0.0
2020-08-31,2020,Aug,Monday,1.0
2020-09-01,2020,Sep,Tuesday,0.0
2020-09-02,2020,Sep,Wednesday,0.0
2020-09-03,2020,Sep,Thursday,0.0
2020-09-04,2020,Sep,Friday,0.0
2020-09-05,2020,Sep,Saturday,0.2
2020-09-06,2020,Sep,Sunday,0.2
2020-09-07,2020,Sep,Monday,0.0
2020-09-08,2020,Sep,Tuesday,0.0
2020-09-09,2020,Sep,Wednesday,1.0
2020-09-10,2020,Sep,Thursday,0.0
2020-09-11,2020,Sep,Friday,0.0
2020-09-12,2020,Sep,Saturday,1.6
2020-09-13,2020,Sep,Sunday,11.8
2020-09-14,2020,Sep,Monday,0.0
2020-09-15,2020,Sep,Tuesday,0.0
2020-09-16,2020,Sep,Wednesday,0.0
2020-09-17,2020,Sep,Thursday,0.8
2020-09-18,2020,Sep,Friday,0.0
2020-09-19,2020,Sep,Saturday,0.0
2020-09-20,2020,Sep,Sunday,0.0
2020-09-21,2020,Sep,Monday,0.0
2020-09-22,2020,Sep,Tuesday,0.0
2020-09-23,2020,Sep,Wednesday,0.2
2020-09-24,2020,Sep,Thursday,1.6
2020-09-25,2020,Sep,Friday,3.2
2020-09-26,2020,Sep,Saturday,9.4
2020-09-27,2020,Sep,Sunday,3.0
2020-09-28,2020,Sep,Monday,0.0
2020-09-29,2020,Sep,Tuesday,0.0
2020-09-30,2020,Sep,Wednesday,0.6
2020-10-01,2020,Oct,Thursday,1.8
2020-10-02,2020,Oct,Friday,0.0
2020-10-03,2020,Oct,Saturday,0.0
2020-10-04,2020,Oct,Sunday,0.0
2020-10-05,2020,Oct,Monday,12.8
2020-10-06,2020,Oct,Tuesday,1.0
2020-10-07,2020,Oct,Wednesday,3.2
2020-10-08,2020,Oct,Thursday,5.4
2020-10-09,2020,Oct,Friday,1.2
2020-10-10,2020,Oct,Saturday,0.0
2020-10-11,2020,Oct,Sunday,0.0
2020-10-12,2020,Oct,Monday,0.0
2020-10-13,2020,Oct,Tuesday,0.2
2020-10-14,2020,Oct,Wednesday,0.0
2020-10-15,2020,Oct,Thursday,0.0
2020-10-16,2020,Oct,Friday,1.4
2020-10-17,2020,Oct,Saturday,8.4
2020-10-18,2020,Oct,Sunday,0.2
2020-10-19,2020,Oct,Monday,0.0
2020-10-20,2020,Oct,Tuesday,0.0
2020-10-21,2020,Oct,Wednesday,0.0
2020-10-22,2020,Oct,Thursday,0.0
2020-10-23,2020,Oct,Friday,0.0
2020-10-24,2020,Oct,Saturday,32.2
2020-10-25,2020,Oct,Sunday,6.4
2020-10-26,2020,Oct,Monday,0.0
2020-10-27,2020,Oct,Tuesday,0.0
2020-10-28,2020,Oct,Wednesday,0.0
2020-10-29,2020,Oct,Thursday,0.0
2020-10-30,2020,Oct,Friday,0.0
2020-10-31,2020,Oct,Saturday,0.0
2020-11-01,2020,Nov,Sunday,0.0
2020-11-02,2020,Nov,Monday,0.0
2020-11-03,2020,Nov,Tuesday,0.0
2020-11-04,2020,Nov,Wednesday,0.0
2020-11-05,2020,Nov,Thursday,2.8
2020-11-06,2020,Nov,Friday,0.2
2020-11-07,2020,Nov,Saturday,1.6
2020-11-08,2020,Nov,Sunday,0.0
2020-11-09,2020,Nov,Monday,0.0
2020-11-10,2020,Nov,Tuesday,0.0
2020-11-11,2020,Nov,Wednesday,0.0
2020-11-12,2020,Nov,Thursday,4.0
2020-11-13,2020,Nov,Friday,0.0
2020-11-14,2020,Nov,Saturday,0.2
2020-11-15,2020,Nov,Sunday,0.0
2020-11-16,2020,Nov,Monday,0.0
2020-11-17,2020,Nov,Tuesday,0.0
2020-11-18,2020,Nov,Wednesday,0.0
2020-11-19,2020,Nov,Thursday,0.0
2020-11-20,2020,Nov,Friday,0.0
2020-11-21,2020,Nov,Saturday,0.0
2020-11-22,2020,Nov,Sunday,0.0
2020-11-23,2020,Nov,Monday,30.2
2020-11-24,2020,Nov,Tuesday,6.0
2020-11-25,2020,Nov,Wednesday,0.0
2020-11-26,2020,Nov,Thursday,0.0
2020-11-27,2020,Nov,Friday,0.0
2020-11-28,2020,Nov,Saturday,0.0
2020-11-29,2020,Nov,Sunday,2.8
2020-11-30,2020,Nov,Monday,1.0
2020-12-01,2020,Dec,Tuesday,0.0
2020-12-02,2020,Dec,Wednesday,0.2
2020-12-03,2020,Dec,Thursday,0.0
2020-12-04,2020,Dec,Friday,0.0
2020-12-05,2020,Dec,Saturday,0.0
2020-12-06,2020,Dec,Sunday,1.4
2020-12-07,2020,Dec,Monday,2.6
2020-12-08,2020,Dec,Tuesday,6.0
2020-12-09,2020,Dec,Wednesday,0.0
2020-12-10,2020,Dec,Thursday,0.6
2020-12-11,2020,Dec,Friday,0.0
2020-12-12,2020,Dec,Saturday,0.0
2020-12-13,2020,Dec,Sunday,0.0
2020-12-14,2020,Dec,Monday,0.0
2020-12-15,2020,Dec,Tuesday,0.0
2020-12-16,2020,Dec,Wednesday,0.0
2020-12-17,2020,Dec,Thursday,0.0
2020-12-18,2020,Dec,Friday,7.6
2020-12-19,2020,Dec,Saturday,0.2
2020-12-20,2020,Dec,Sunday,0.0
2020-12-21,2020,Dec,Monday,0.0
2020-12-22,2020,Dec,Tuesday,13.2
2020-12-23,2020,Dec,Wednesday,6.0
2020-12-24,2020,Dec,Thursday,1.0
2020-12-25,2020,Dec,Friday,0.0
2020-12-26,2020,Dec,Saturday,0.0
2020-12-27,2020,Dec,Sunday,0.0
2020-12-28,2020,Dec,Monday,3.2
2020-12-29,2020,Dec,Tuesday,0.0
2020-12-30,2020,Dec,Wednesday,0.0
2020-12-31,2020,Dec,Thursday,0.0
2021-01-01,2021,Jan,Friday,0.0
2021-01-02,2021,Jan,Saturday,0.0
2021-01-03,2021,Jan,Sunday,12.6
2021-01-04,2021,Jan,Monday,2.6
2021-01-05,2021,Jan,Tuesday,11.2
2021-01-06,2021,Jan,Wednesday,1.2
2021-01-07,2021,Jan,Thursday,0.0
2021-01-08,2021,Jan,Friday,0.0
2021-01-09,2021,Jan,Saturday,0.0
2021-01-10,2021,Jan,Sunday,0.0
2021-01-11,2021,Jan,Monday,0.0
2021-01-12,2021,Jan,Tuesday,0.0
2021-01-13,2021,Jan,Wednesday,0.0
2021-01-14,2021,Jan,Thursday,0.0
2021-01-15,2021,Jan,Friday,0.0
2021-01-16,2021,Jan,Saturday,2.6
2021-01-17,2021,Jan,Sunday,0.0
2021-01-18,2021,Jan,Monday,0.0
2021-01-19,2021,Jan,Tuesday,0.0
2021-01-20,2021,Jan,Wednesday,0.0
2021-01-21,2021,Jan,Thursday,0.0
2021-01-22,2021,Jan,Friday,0.0
2021-01-23,2021,Jan,Saturday,0.0
2021-01-24,2021,Jan,Sunday,0.0
2021-01-25,2021,Jan,Monday,0.0
2021-01-26,2021,Jan,Tuesday,10.6
2021-01-27,2021,Jan,Wednesday,0.4
2021-01-28,2021,Jan,Thursday,0.0
2021-01-29,2021,Jan,Friday,3.6
2021-01-30,2021,Jan,Saturday,43.2
2021-01-31,2021,Jan,Sunday,0.0
2021-02-01,2021,Feb,Monday,0.0
2021-02-02,2021,Feb,Tuesday,0.0
2021-02-03,2021,Feb,Wednesday,0.0
2021-02-04,2021,Feb,Thursday,0.0
2021-02-05,2021,Feb,Friday,0.4
2021-02-06,2021,Feb,Saturday,1.6
2021-02-07,2021,Feb,Sunday,1.8
2021-02-08,2021,Feb,Monday,0.4
2021-02-09,2021,Feb,Tuesday,0.0
2021-02-10,2021,Feb,Wednesday,0.0
2021-02-11,2021,Feb,Thursday,0.0
2021-02-12,2021,Feb,Friday,4.6
2021-02-13,2021,Feb,Saturday,0.0
2021-02-14,2021,Feb,Sunday,0.0
2021-02-15,2021,Feb,Monday,0.0
2021-02-16,2021,Feb,Tuesday,0.0
2021-02-17,2021,Feb,Wednesday,0.0
2021-02-18,2021,Feb,Thursday,0.0
2021-02-19,2021,Feb,Friday,0.0
2021-02-20,2021,Feb,Saturday,0.0
2021-02-21,2021,Feb,Sunday,0.0
2021-02-22,2021,Feb,Monday,0.0
2021-02-23,2021,Feb,Tuesday,0.0
2021-02-24,2021,Feb,Wednesday,0.0
2021-02-25,2021,Feb,Thursday,0.0
2021-02-26,2021,Feb,Friday,0.4
2021-02-27,2021,Feb,Saturday,0.0
2021-02-28,2021,Feb,Sunday,0.0
