service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"MF11-82-496-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF11-82-497-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF11-82-498-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-18-901-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-18-902-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-18-903-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-19-681-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-19-696-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-19-734-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-19-753-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-19-754-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-20-701-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-703-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-704-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-706-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-733-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-766-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-767-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-20-900-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-21-201-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-21-663-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-664-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-670-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-21-671-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-672-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-675-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-677-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-679-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-680-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-681-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-682-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-688-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-689-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-690-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-691-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-693-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF1-21-694-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-695-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-697-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-699-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF12-17-200-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-202-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-207-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-234-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-235-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-236-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-237-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-246-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-250-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-251-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-270-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-279-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-284-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-285-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-293-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-302-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-304-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-305-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-309-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF1-21-732-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-734-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF12-17-350-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF1-21-735-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-736-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-737-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-738-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-740-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-742-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-745-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF12-17-510-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-512-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF1-21-753-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-754-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-755-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-757-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-758-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-21-765-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF12-17-903-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-905-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-906-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-907-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-17-908-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF1-21-967-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-22-663-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-664-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-670-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-675-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-693-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-694-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-695-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-22-695-F-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-22-696-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-697-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-22-699-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-732-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-742-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-753-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-22-754-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF12-35-215-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-216-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-220-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-223-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-232-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-234-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-235-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-236-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-237-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-426-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-429-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF12-35-903-aus","0","0","1","0","0","0","0","20250328","20250629"
"MF1-26-627-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-631-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-705-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-708-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-709-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-800-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-802-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-804-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-811-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-812-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-813-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-816-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-822-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-823-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-824-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-825-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-828-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-843-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-844-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-845-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-848-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-850-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-857-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-858-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-861-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-862-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-863-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-26-885-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF12-82-150-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-151-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-152-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-153-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-160-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-161-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-166-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-167-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-170-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-180-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-181-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-182-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-190-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-191-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-192-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-411-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-412-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-415-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-417-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-441-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-443-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-494-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-495-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-496-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-497-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF12-82-498-aus","1","1","1","1","0","0","0","20250328","20250629"
"MF1-29-663-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-664-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-670-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-671-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-672-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-675-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-677-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-679-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-680-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-681-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-689-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-690-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-693-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-694-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-695-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-697-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-699-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-732-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-736-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-737-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-738-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-740-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-742-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF1-29-765-aus","0","0","0","1","1","0","0","20250328","20250629"
"MF13-13-460-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-13-463-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-13-476-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-17-200-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-202-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-207-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-234-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-235-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-236-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-237-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-246-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-250-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-251-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-270-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-279-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-284-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-285-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-293-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-302-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-304-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-305-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-309-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-350-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-510-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-512-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-903-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-905-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-906-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-907-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-17-908-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF1-32-600-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-32-603-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-32-604-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-32-922-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-32-923-aus","0","1","0","0","0","0","0","20250328","20250629"
"MF1-33-200-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF1-33-207-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF1-33-250-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF1-33-251-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF1-33-350-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF13-35-215-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-216-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-220-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-223-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-232-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-234-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-235-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-236-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-237-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-426-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-429-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF13-35-903-aus","0","0","0","1","0","0","0","20250328","20250629"
"MF1-33-901-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF1-33-902-aus","1","0","0","0","0","0","0","20250328","20250629"
"MF13-82-150-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-151-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-152-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-153-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-160-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-161-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-166-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-167-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-170-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-180-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-181-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-182-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-190-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-191-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-192-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-411-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-412-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-415-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-417-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-441-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-443-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-494-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-495-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-496-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-497-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF13-82-498-aus","0","0","0","0","1","0","0","20250328","20250629"
"MF1-39-301-aus","1","1","1","1","1","0","0","20250328","20250629"
"MF1-39-503-aus","1","1","1","1","1","0","0","20250328","20250629"
