census_year,clue_small_area,Total_cafe,accommodation_and_food_services,administrative_and_support_services,agriculture_forestry_and_fishing,arts_and_recreation_services,construction,education_and_training,electricity_gas_water_and_waste_services,financial_and_insurance_services,health_care_and_social_assistance,information_media_and_telecommunications,manufacturing,mining,other_services,professional_scientific_and_technical_services,public_administration_and_safety,rental_hiring_and_real_estate_services,retail_trade,transport_postal_and_warehousing,wholesale_trade,total_establishments_in_block,Total_Dwel,New_Cafe
2004,Port Melbourne,11,3.0,8.8,0.0,4.8,2.6,0.9,1.5,2.4000000000000004,0.0,8.0,31.5,0.1,0.6000000000000001,27.200000000000003,3.2,2.4,13.0,13.2,21.5,108.0,0.0,0
2004,South Yarra,13,8.0,0.0,0.0,2.4,0.0,10.8,1.7999999999999998,0.0,4.0,0.8,0.0,0.0,2.0,2.4000000000000004,0.8,0.0,10.0,0.0,0.0,33.5,0.0,0
2004,Southbank,107,52.0,17.6,0.6000000000000001,25.2,1.6,9.0,6.3,12.8,15.0,28.0,10.8,0.6000000000000001,10.0,66.4,7.2,10.799999999999999,98.0,6.0,11.0,292.0,814.0,0
2004,West Melbourne (Industrial),13,5.0,4.0,0.2,4.2,1.0,0.0,2.6999999999999997,0.8,0.0,1.6,17.1,0.0,1.4000000000000001,2.4000000000000004,1.6,9.0,7.0,52.199999999999996,109.0,199.0,0.0,0
2004,West Melbourne (Residential),55,24.0,20.8,0.0,12.6,1.8,7.2,2.4,15.200000000000001,18.0,14.4,35.1,0.1,13.8,71.2,7.2,4.2,52.0,13.799999999999999,22.5,254.5,22.0,5
2005,Carlton,300,109.0,28.8,0.0,22.2,2.4000000000000004,59.4,4.8,34.4,101.0,20.0,28.8,0.0,30.6,126.4,14.4,12.0,166.0,6.0,13.5,569.0,394.0,0
2005,Docklands,108,47.0,13.600000000000001,0.4,10.2,1.6,2.7,1.7999999999999998,7.2,7.0,7.2,4.5,0.0,5.800000000000001,30.400000000000002,8.8,9.0,108.0,22.2,1.5,209.0,746.0,0
2005,East Melbourne,60,29.0,10.4,0.0,27.599999999999998,0.6000000000000001,13.5,2.1,8.8,171.0,8.0,5.4,0.0,9.8,63.2,16.8,3.5999999999999996,18.0,1.7999999999999998,3.5,261.5,428.0,0
2005,Kensington,11,5.5,1.6,0.0,36.0,0.6000000000000001,0.9,1.5,1.6,11.0,0.0,22.5,0.0,2.6,7.2,2.4000000000000004,1.2,7.0,3.0,9.5,89.0,141.0,1
2005,Melbourne (CBD),1298,581.5,396.0,1.8,60.0,13.8,162.9,16.5,506.40000000000003,352.0,176.0,244.8,3.6,120.60000000000001,1168.8,135.20000000000002,92.39999999999999,1557.0,72.0,69.0,3893.5,441.0,75
2005,Melbourne (Remainder),46,14.5,17.6,0.2,22.2,1.2000000000000002,6.3,0.8999999999999999,24.8,49.0,8.8,5.4,0.30000000000000004,6.6000000000000005,58.400000000000006,4.0,4.2,19.0,5.3999999999999995,3.5,179.0,0.0,2
2005,North Melbourne,116,49.5,19.200000000000003,0.4,25.2,4.0,16.2,6.3,16.8,47.0,31.200000000000003,63.9,0.1,27.200000000000003,108.0,4.800000000000001,14.399999999999999,98.0,22.8,29.0,450.0,465.0,0
2005,Parkville,34,24.5,2.4000000000000004,0.4,12.0,0.0,12.6,2.6999999999999997,4.0,43.0,2.4000000000000004,1.8,0.0,4.800000000000001,8.8,3.2,0.6,18.0,2.4,0.5,106.5,0.0,0
2005,Port Melbourne,11,3.0,8.8,0.0,4.8,2.6,0.9,1.5,2.4000000000000004,0.0,8.0,31.5,0.1,0.6000000000000001,27.200000000000003,3.2,2.4,13.0,13.2,21.5,108.0,0.0,4
2005,South Yarra,13,8.0,0.0,0.0,2.4,0.0,10.8,1.7999999999999998,0.0,4.0,0.8,0.0,0.0,2.0,2.4000000000000004,0.8,0.0,10.0,0.0,0.0,33.5,0.0,2
2005,Southbank,107,52.0,17.6,0.6000000000000001,25.2,1.6,9.0,6.3,12.8,15.0,28.0,10.8,0.6000000000000001,10.0,66.4,7.2,10.799999999999999,98.0,6.0,11.0,292.0,532.0,24
2005,West Melbourne (Industrial),13,4.5,2.4000000000000004,0.2,6.0,0.8,0.0,3.0,0.8,0.0,2.4000000000000004,16.2,0.0,1.4000000000000001,3.2,3.2,9.6,9.0,49.8,117.5,208.5,0.0,0
2005,West Melbourne (Residential),60,26.5,19.200000000000003,0.0,13.799999999999999,2.0,9.0,2.6999999999999997,12.8,18.0,20.0,30.6,0.0,14.4,68.8,8.8,4.8,53.0,15.6,24.0,263.0,118.0,0
2006,Carlton,300,109.0,28.8,0.0,22.2,2.4000000000000004,59.4,4.8,34.4,101.0,20.0,28.8,0.0,30.6,126.4,14.4,12.0,166.0,6.0,13.5,569.0,310.0,16
2006,Docklands,108,47.0,13.600000000000001,0.4,10.2,1.6,2.7,1.7999999999999998,7.2,7.0,7.2,4.5,0.0,5.800000000000001,30.400000000000002,8.8,9.0,108.0,22.2,1.5,209.0,448.0,31
2006,East Melbourne,60,29.0,10.4,0.0,27.599999999999998,0.6000000000000001,13.5,2.1,8.8,171.0,8.0,5.4,0.0,9.8,63.2,16.8,3.5999999999999996,18.0,1.7999999999999998,3.5,261.5,17.0,10
2006,Kensington,12,5.0,1.6,0.0,35.4,0.6000000000000001,0.9,1.5,1.6,10.0,1.6,18.900000000000002,0.0,2.8000000000000003,7.2,1.6,1.2,11.0,3.0,7.5,86.5,88.0,0
2006,Melbourne (CBD),1373,629.0,412.8,1.4000000000000001,67.8,15.0,184.5,16.5,542.4,350.0,181.60000000000002,240.3,4.1000000000000005,124.2,1262.4,136.0,99.0,1590.0,70.2,68.0,4084.5,610.0,30
2006,Melbourne (Remainder),48,13.5,18.400000000000002,0.2,25.2,1.4000000000000001,5.4,0.8999999999999999,30.400000000000002,63.0,8.0,8.1,0.1,6.6000000000000005,71.2,8.0,2.4,22.0,4.8,5.0,203.0,300.0,0
2006,North Melbourne,116,49.5,19.200000000000003,0.4,25.2,4.0,16.2,6.3,16.8,47.0,31.200000000000003,63.9,0.1,27.200000000000003,108.0,4.800000000000001,14.399999999999999,98.0,22.8,29.0,450.0,52.0,5
2006,Parkville,34,24.5,2.4000000000000004,0.4,12.0,0.0,12.6,2.6999999999999997,4.0,43.0,2.4000000000000004,1.8,0.0,4.800000000000001,8.8,3.2,0.6,18.0,2.4,0.5,106.5,178.0,0
2006,Port Melbourne,15,4.0,8.0,0.2,4.8,3.8000000000000003,1.8,1.7999999999999998,6.4,2.0,15.200000000000001,54.0,0.2,1.4000000000000001,42.400000000000006,4.0,2.4,22.0,22.8,27.0,164.0,0.0,0
2006,South Yarra,15,8.5,0.8,0.0,3.0,0.0,11.700000000000001,1.5,0.0,3.0,0.8,0.0,0.0,2.0,0.0,0.8,0.0,10.0,0.0,0.0,33.0,0.0,0
2006,Southbank,131,61.0,22.400000000000002,0.8,25.2,2.4000000000000004,8.1,7.5,20.8,17.0,26.400000000000002,18.0,0.5,12.200000000000001,79.2,8.8,17.4,100.0,7.199999999999999,8.5,336.0,549.0,0
2006,West Melbourne (Industrial),13,4.5,2.4000000000000004,0.2,6.0,0.8,0.0,3.0,0.8,0.0,2.4000000000000004,16.2,0.0,1.4000000000000001,3.2,3.2,9.6,9.0,49.8,117.5,208.5,0.0,0
2006,West Melbourne (Residential),60,26.5,19.200000000000003,0.0,13.799999999999999,2.0,9.0,2.6999999999999997,12.8,18.0,20.0,30.6,0.0,14.4,68.8,8.8,4.8,53.0,15.6,24.0,263.0,0.0,4
2007,Carlton,316,119.5,21.6,0.2,22.8,2.4000000000000004,76.5,4.5,29.6,93.0,18.400000000000002,27.900000000000002,0.0,30.400000000000002,121.60000000000001,16.8,9.6,168.0,4.2,13.5,572.0,676.0,0
