date_new,Public Holiday?,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),CollinsPlaceNorth
2018-10-14,0,12.4,27.3,22.1,0.0,1419.0
2018-10-15,0,19.5,27.5,19.4,0.0,11578.0
2018-10-16,0,20.0,23.1,6.1,0.2,11764.0
2018-10-17,0,16.1,22.6,15.1,5.2,11068.0
2018-10-18,0,14.7,20.7,10.5,2.0,11572.0
2018-10-19,0,12.8,27.4,23.0,0.0,11065.0
2018-10-20,0,11.7,16.1,9.8,5.0,2066.0
2018-10-21,0,7.6,19.2,22.7,5.6,1625.0
2018-10-22,0,8.9,27.0,25.7,0.0,11219.0
2018-10-23,0,13.0,18.8,16.7,0.0,11884.0
2018-10-24,0,9.2,15.5,19.7,0.0,11328.0
2018-10-25,0,6.4,19.5,25.0,0.0,11624.0
2018-10-26,0,9.6,18.3,23.7,0.0,10975.0
2018-10-27,0,11.3,19.6,20.5,0.0,2136.0
2018-10-28,0,9.3,15.9,22.8,0.0,1387.0
2018-10-29,0,9.1,17.0,25.6,0.0,11150.0
2018-10-30,0,8.3,25.2,25.8,0.0,11827.0
2018-10-31,0,13.0,19.5,16.7,0.0,11753.0
2018-11-01,0,12.8,34.3,14.2,0.0,11462.0
2018-11-02,0,16.3,31.6,13.4,0.0,10774.0
2018-11-03,0,12.6,20.9,19.9,0.2,2201.0
2018-11-04,0,9.2,20.9,19.7,0.0,1535.0
2018-11-05,0,14.5,28.6,15.8,2.8,7867.0
2018-11-06,1,16.3,21.4,7.8,4.4,1509.0
2018-11-07,0,11.1,17.2,18.2,35.8,11354.0
2018-11-08,0,7.7,17.0,22.7,3.0,11433.0
2018-11-09,0,8.0,20.0,14.8,0.0,11435.0
2018-11-10,0,9.0,20.3,27.3,0.0,2485.0
2018-11-11,0,9.3,19.6,29.1,0.2,1899.0
2018-11-12,0,10.9,30.2,17.5,0.0,10985.0
2018-11-13,0,16.9,30.5,18.4,0.0,12110.0
2018-11-14,0,14.8,17.3,7.2,6.2,11415.0
2018-11-15,0,13.7,18.1,23.8,0.2,11798.0
2018-11-16,0,8.3,19.0,29.8,0.0,11389.0
2018-11-17,0,9.6,18.1,29.9,0.0,2639.0
2018-11-18,0,9.8,26.6,30.1,0.0,1811.0
2018-11-19,0,15.4,30.9,27.5,0.0,11948.0
2018-11-20,0,22.5,27.6,5.5,0.0,12641.0
2018-11-21,0,12.3,23.2,24.2,24.2,11966.0
2018-11-22,0,9.7,16.4,20.3,6.2,12138.0
2018-11-23,0,11.0,14.5,3.5,6.0,10869.0
2018-11-24,0,11.1,16.9,15.8,7.0,2263.0
2018-11-25,0,12.7,18.8,20.5,0.8,1702.0
2018-11-26,0,11.9,18.6,25.5,0.0,11394.0
2018-11-27,0,14.4,20.0,23.3,0.2,12234.0
2018-11-28,0,14.4,20.8,18.0,0.0,11814.0
2018-11-29,0,13.9,18.7,21.1,0.6,11418.0
2018-11-30,0,14.7,20.8,28.0,0.0,12342.0
2018-12-01,0,10.3,31.7,30.8,0.0,3041.0
2018-12-02,0,12.2,19.5,18.9,10.4,1761.0
2018-12-03,0,13.3,23.6,13.4,0.0,11869.0
2018-12-04,0,13.4,20.5,28.2,0.0,12452.0
2018-12-05,0,13.4,25.2,31.1,0.0,12229.0
2018-12-06,0,14.5,35.5,31.3,0.0,12033.0
2018-12-07,0,25.1,38.0,27.1,0.0,10575.0
2018-12-08,0,22.7,30.3,11.0,0.0,2496.0
2018-12-09,0,16.0,20.1,11.8,1.2,1686.0
2018-12-10,0,15.8,20.6,28.5,0.0,12173.0
2018-12-11,0,13.0,23.6,31.6,0.0,12634.0
2018-12-12,0,16.0,33.6,29.4,0.0,12201.0
2018-12-13,0,16.9,21.1,6.0,16.2,13430.0
2018-12-14,0,16.4,22.7,13.7,16.6,12333.0
2018-12-15,0,17.2,24.8,17.5,41.2,2633.0
2018-12-16,0,15.8,23.5,16.3,3.8,1718.0
2018-12-17,0,15.6,21.8,23.2,2.0,11804.0
2018-12-18,0,16.7,20.8,21.1,0.0,11901.0
2018-12-19,0,16.8,26.9,16.6,0.0,11811.0
2018-12-20,0,16.9,21.2,14.8,0.0,11565.0
2018-12-21,0,15.4,20.9,9.6,1.0,9439.0
2018-12-22,0,14.1,19.1,27.8,9.8,2058.0
2018-12-23,0,11.5,26.9,32.3,0.0,1691.0
2018-12-24,0,14.3,34.2,32.3,0.0,4287.0
2018-12-25,1,15.8,23.9,32.2,0.0,1094.0
2018-12-26,1,13.3,23.8,32.3,0.0,1988.0
2018-12-27,0,16.2,37.4,29.3,0.0,4257.0
2018-12-28,0,21.9,36.4,19.1,0.0,4235.0
2018-12-29,0,21.0,23.9,5.7,1.2,2067.0
2018-12-30,0,18.2,22.7,9.9,0.6,1554.0
2018-12-31,0,17.3,23.5,31.3,0.8,4855.0
2019-01-01,1,15.5,26.2,31.7,0.0,2041.0
2019-01-02,0,18.4,22.2,26.3,0.0,5654.0
2019-01-03,0,15.9,29.5,27.6,0.0,6109.0
2019-01-04,0,18.0,42.6,27.4,0.0,4810.0
2019-01-05,0,17.4,21.2,12.9,0.4,1852.0
2019-01-06,0,14.6,22.1,30.9,1.4,1477.0
2019-01-07,0,17.1,23.1,30.2,0.0,8646.0
2019-01-08,0,16.7,24.1,28.9,0.0,8541.0
2019-01-09,0,16.1,20.5,28.4,0.6,8597.0
2019-01-10,0,13.5,21.4,25.8,0.0,8725.0
2019-01-11,0,12.9,30.4,31.5,0.0,8118.0
2019-01-12,0,17.7,24.7,28.6,0.0,2168.0
2019-01-13,0,14.4,30.5,31.3,0.0,1583.0
2019-01-14,0,18.7,32.3,31.1,0.0,10708.0
2019-01-15,0,19.4,30.4,22.3,0.0,10692.0
2019-01-16,0,19.8,26.7,17.5,0.0,10804.0
2019-01-17,0,20.7,32.5,6.0,0.0,11094.0
2019-01-18,0,22.3,28.7,2.6,0.2,10399.0
2019-01-19,0,16.5,23.5,30.2,2.0,2673.0
2019-01-20,0,15.2,22.9,29.2,0.0,2026.0
2019-01-21,0,18.4,25.1,28.2,0.0,11201.0
2019-01-22,0,19.0,26.8,29.3,0.0,11514.0
2019-01-23,0,18.7,23.9,27.4,0.0,11495.0
2019-01-24,0,17.3,40.8,30.0,0.0,11410.0
2019-01-25,0,21.1,42.8,25.3,0.0,8981.0
2019-01-26,1,19.9,26.1,27.7,0.0,3114.0
2019-01-27,0,18.4,27.8,21.1,0.0,2132.0
2019-01-28,1,15.5,34.5,29.4,0.0,1485.0
2019-01-29,0,17.5,36.8,27.7,0.0,11483.0
2019-01-30,0,18.0,38.1,19.9,0.0,11364.0
2019-01-31,0,17.2,21.5,27.8,6.6,11562.0
2019-02-01,0,12.6,24.2,28.8,0.0,11377.0
2019-02-02,0,15.0,34.4,27.5,0.0,2311.0
2019-02-03,0,19.1,38.2,26.1,0.0,1312.0
2019-02-04,0,20.0,22.7,9.3,0.0,11671.0
2019-02-05,0,17.7,26.9,14.6,0.0,11894.0
2019-02-06,0,18.5,34.7,22.8,0.0,11817.0
2019-02-07,0,20.7,28.3,25.1,11.0,12222.0
2019-02-08,0,18.1,23.1,21.1,0.0,11469.0
2019-02-09,0,14.6,19.7,13.6,0.0,2327.0
2019-02-10,0,13.0,23.3,23.5,4.8,1895.0
2019-02-11,0,14.4,27.5,18.6,0.0,11826.0
2019-02-12,0,18.4,21.5,12.4,0.0,11737.0
2019-02-13,0,11.8,19.2,23.7,2.8,12221.0
2019-02-14,0,12.3,23.2,24.2,0.0,13008.0
2019-02-15,0,14.8,22.8,23.1,0.0,11694.0
2019-02-16,0,16.1,23.2,24.2,0.0,2859.0
2019-02-17,0,15.0,29.0,20.0,0.0,2080.0
2019-02-18,0,18.0,23.6,16.9,0.0,11914.0
2019-02-19,0,13.7,20.2,21.4,0.0,12355.0
2019-02-20,0,13.5,23.2,20.8,0.0,12235.0
2019-02-21,0,14.0,20.4,16.2,0.0,12088.0
2019-02-22,0,15.5,21.2,23.9,0.0,12007.0
2019-02-23,0,16.4,25.8,24.0,0.0,2507.0
2019-02-24,0,13.8,32.9,24.6,0.0,2143.0
2019-02-25,0,18.0,34.2,24.4,0.0,12194.0
2019-02-26,0,17.9,22.3,21.0,0.0,12210.0
2019-02-27,0,12.9,25.7,24.0,0.0,12476.0
2019-02-28,0,16.3,36.8,23.4,0.0,12469.0
2019-03-01,0,22.6,38.1,22.3,0.0,11146.0
2019-03-02,0,22.3,36.3,23.4,0.0,2460.0
2019-03-03,0,25.1,36.0,14.4,0.0,1775.0
2019-03-04,0,19.0,24.6,21.8,0.0,12162.0
2019-03-05,0,18.0,24.3,15.5,0.0,12098.0
2019-03-06,0,13.2,17.2,19.5,1.6,11457.0
2019-03-07,0,9.7,22.1,21.2,2.0,12245.0
2019-03-08,0,11.3,26.8,10.2,0.0,10793.0
2019-03-09,0,13.9,24.7,20.0,0.0,2514.0
2019-03-10,0,14.3,23.7,10.1,0.0,2211.0
2019-03-11,1,15.9,21.8,18.6,0.2,1944.0
2019-03-12,0,15.8,19.2,10.8,0.0,12058.0
2019-03-13,0,11.9,18.6,15.1,0.0,12101.0
2019-03-14,0,12.1,20.8,20.6,0.2,12707.0
2019-03-15,0,11.7,22.2,18.7,0.0,16745.0
2019-03-16,0,12.2,25.6,20.1,0.0,3118.0
2019-03-17,0,14.2,25.6,19.2,0.0,2235.0
2019-03-18,0,16.5,28.2,18.9,0.0,12286.0
2019-03-19,0,16.9,23.4,12.7,0.0,12213.0
2019-03-20,0,19.3,23.4,11.1,0.0,11756.0
2019-03-21,0,18.2,24.3,12.5,0.0,11996.0
2019-03-22,0,18.7,28.6,15.3,0.0,12335.0
2019-03-23,0,19.9,31.3,13.6,1.8,2565.0
2019-03-24,0,16.5,29.3,16.9,2.0,1758.0
2019-03-25,0,14.8,19.0,13.6,0.2,11471.0
2019-03-26,0,12.3,20.3,15.9,0.0,12691.0
2019-03-27,0,11.1,21.7,17.8,0.0,12420.0
2019-03-28,0,11.6,27.9,17.8,0.0,12147.0
2019-03-29,0,14.6,28.5,4.9,0.0,11939.0
2019-03-30,0,9.1,15.6,11.4,1.8,2573.0
2019-03-31,0,9.4,18.5,8.0,2.2,2020.0
2019-04-01,0,13.0,17.1,6.6,0.2,11756.0
2019-04-02,0,7.4,25.9,16.6,0.0,12457.0
2019-04-03,0,9.4,24.7,10.9,0.0,12258.0
2019-04-04,0,13.3,21.9,13.9,0.0,12008.0
2019-04-05,0,14.4,28.5,15.3,0.0,11618.0
2019-04-06,0,16.5,20.1,12.4,0.0,2936.0
2019-04-07,0,9.5,26.5,15.9,0.0,2158.0
2019-04-08,0,12.5,23.1,9.0,0.0,10606.0
2019-04-09,0,11.1,16.3,13.9,1.6,10475.0
2019-04-10,0,10.7,15.8,4.8,1.4,12464.0
2019-04-11,0,11.3,17.3,14.4,0.0,11607.0
2019-04-12,0,6.7,24.9,15.3,0.2,10349.0
2019-04-13,0,10.5,20.7,10.0,0.0,3196.0
2019-04-14,0,11.8,22.5,14.4,0.0,2050.0
2019-04-15,0,12.9,27.4,10.9,0.0,10456.0
2019-04-16,0,17.1,30.3,14.4,0.0,11110.0
2019-04-17,0,22.1,30.0,12.8,0.0,10841.0
2019-04-18,0,13.2,17.7,12.8,0.0,10290.0
2019-04-19,1,8.6,22.1,14.0,0.0,2126.0
2019-04-20,1,10.2,30.2,13.9,0.0,2406.0
2019-04-21,1,14.8,27.0,7.5,0.0,1801.0
2019-04-22,1,13.7,17.6,6.0,0.8,1613.0
2019-04-23,0,11.1,18.5,8.0,0.0,8810.0
2019-04-24,0,14.6,23.2,8.2,0.0,10140.0
2019-04-25,1,10.2,21.5,10.6,0.0,2495.0
2019-04-26,0,11.9,15.8,6.9,3.0,8511.0
2019-04-27,0,8.7,16.2,8.5,0.0,2247.0
2019-04-28,0,12.4,17.4,5.2,0.0,1666.0
2019-04-29,0,11.5,18.1,8.4,0.0,11453.0
2019-04-30,0,7.9,23.1,11.7,0.0,11740.0
2019-05-01,0,15.6,22.8,7.8,0.0,11749.0
2019-05-02,0,17.1,20.2,6.2,3.6,11867.0
2019-05-03,0,11.8,20.7,9.0,0.2,11934.0
2019-05-04,0,13.0,16.4,8.2,0.2,2565.0
2019-05-05,0,11.3,16.3,6.5,2.0,1753.0
2019-05-06,0,11.7,16.7,8.5,0.2,11748.0
2019-05-07,0,7.4,18.7,11.7,0.0,12135.0
2019-05-08,0,10.3,17.4,7.3,5.2,11533.0
2019-05-09,0,9.7,16.2,5.3,0.6,11335.0
2019-05-10,0,10.2,14.2,2.8,7.2,10544.0
2019-05-11,0,10.2,16.4,7.7,8.2,2823.0
2019-05-12,0,12.2,17.7,6.6,0.0,1688.0
2019-05-13,0,12.7,18.1,8.3,0.0,11271.0
2019-05-14,0,11.3,20.2,9.0,0.0,12579.0
2019-05-15,0,12.0,15.8,8.0,0.0,11849.0
2019-05-16,0,10.5,16.1,9.8,0.0,11924.0
2019-05-17,0,6.5,18.6,10.7,0.0,11338.0
2019-05-18,0,6.2,21.5,10.6,0.0,2793.0
2019-05-19,0,8.9,21.8,10.0,0.2,1598.0
2019-05-20,0,12.0,19.6,3.1,0.4,11111.0
2019-05-21,0,11.1,20.4,6.9,0.4,11635.0
2019-05-22,0,10.7,22.3,10.3,0.0,11729.0
2019-05-23,0,9.9,21.3,10.2,0.0,11892.0
2019-05-24,0,13.8,20.2,4.4,0.0,11498.0
2019-05-25,0,13.7,19.8,9.1,1.6,2511.0
2019-05-26,0,9.5,15.1,8.6,6.6,1681.0
2019-05-27,0,7.8,14.0,7.2,8.2,11176.0
2019-05-28,0,8.2,15.7,3.3,0.2,12018.0
2019-05-29,0,8.7,10.6,7.9,1.2,11150.0
2019-05-30,0,6.7,13.3,5.8,5.8,11464.0
2019-05-31,0,8.5,14.3,5.7,1.4,10625.0
2019-06-01,0,11.7,14.6,5.8,2.4,2416.0
2019-06-02,0,11.0,14.5,6.7,0.0,1524.0
2019-06-03,0,8.2,12.0,3.8,15.4,10462.0
2019-06-04,0,8.4,12.9,7.9,3.2,11421.0
2019-06-05,0,8.6,13.0,5.7,0.0,11183.0
2019-06-06,0,10.2,14.8,7.9,0.0,11656.0
2019-06-07,0,11.7,16.6,8.0,0.0,10959.0
2019-06-08,0,6.7,18.7,9.3,0.0,2469.0
2019-06-09,0,7.8,18.0,8.0,0.0,2047.0
2019-06-10,1,12.0,19.2,7.6,3.0,1711.0
2019-06-11,0,9.6,17.9,9.2,0.0,11341.0
2019-06-12,0,11.9,16.5,1.3,0.6,10987.0
2019-06-13,0,8.8,17.4,8.9,2.6,11461.0
2019-06-14,0,10.0,17.3,7.0,2.2,10871.0
2019-06-15,0,9.0,15.2,6.4,2.6,2123.0
2019-06-16,0,8.6,16.7,7.5,0.0,1379.0
2019-06-17,0,6.3,17.9,8.6,3.4,11143.0
2019-06-18,0,8.0,13.7,5.2,0.0,11492.0
2019-06-19,0,6.6,11.9,7.0,0.8,11065.0
2019-06-20,0,6.4,11.3,6.4,1.6,11616.0
2019-06-21,0,6.5,12.6,8.5,3.0,11082.0
2019-06-22,0,6.8,11.8,7.3,0.4,2522.0
2019-06-23,0,3.6,9.6,5.9,1.2,1543.0
2019-06-24,0,4.2,16.0,9.0,0.0,11105.0
2019-06-25,0,3.5,17.0,8.9,0.0,11922.0
2019-06-26,0,4.6,18.0,9.2,0.2,11778.0
2019-06-27,0,5.9,17.5,9.2,0.0,11551.0
2019-06-28,0,10.7,19.5,9.2,0.0,11095.0
2019-06-29,0,13.0,17.6,2.6,0.8,2020.0
2019-06-30,0,8.1,14.5,8.5,6.4,1501.0
2019-07-01,0,9.5,14.1,8.3,0.0,10739.0
2019-07-02,0,8.6,15.9,6.6,0.0,11399.0
2019-07-03,0,8.2,13.7,7.5,0.0,11713.0
2019-07-04,0,5.3,13.5,6.9,0.0,11087.0
2019-07-05,0,3.5,19.1,9.0,0.0,10894.0
2019-07-06,0,6.0,19.4,9.3,0.0,2745.0
2019-07-07,0,9.0,18.2,6.1,0.2,1629.0
2019-07-08,0,11.0,16.0,8.2,5.2,9535.0
2019-07-09,0,6.8,15.0,7.2,0.2,10177.0
2019-07-10,0,9.5,15.4,6.7,0.2,9855.0
2019-07-11,0,7.8,14.3,4.6,6.4,9701.0
2019-07-12,0,10.1,15.7,6.2,2.4,9561.0
2019-07-13,0,7.0,12.0,8.3,4.4,2594.0
2019-07-14,0,7.1,13.1,3.8,0.8,1581.0
2019-07-15,0,8.9,14.3,7.6,4.4,10943.0
2019-07-16,0,9.9,13.9,6.4,1.8,11455.0
2019-07-17,0,9.7,13.7,3.6,0.0,11495.0
2019-07-18,0,9.0,14.3,7.9,0.4,11591.0
2019-07-19,0,7.5,15.7,9.6,1.6,11024.0
2019-07-20,0,8.0,17.1,10.3,0.0,2739.0
2019-07-21,0,11.3,16.6,8.1,0.0,2082.0
2019-07-22,0,7.9,15.6,10.6,0.0,10941.0
2019-07-23,0,9.9,15.2,8.2,1.6,11596.0
2019-07-24,0,7.0,14.4,7.8,8.0,11592.0
2019-07-25,0,9.2,14.8,5.2,0.0,11173.0
2019-07-26,0,11.0,14.0,5.9,0.0,11286.0
2019-07-27,0,9.8,15.3,8.7,6.8,3262.0
2019-07-28,0,6.6,15.1,10.2,0.0,1875.0
2019-07-29,0,8.9,14.6,9.9,0.0,10910.0
2019-07-30,0,7.9,12.5,8.7,0.8,11364.0
2019-07-31,0,3.0,12.5,11.3,0.0,11405.0
2019-08-01,0,5.8,13.8,8.6,0.0,11174.0
2019-08-02,0,9.7,12.7,7.4,0.4,10984.0
2019-08-03,0,10.0,13.9,6.2,0.0,2623.0
2019-08-04,0,9.2,13.1,7.2,1.0,1895.0
2019-08-05,0,10.0,15.8,10.7,0.0,11454.0
2019-08-06,0,9.1,13.5,4.5,0.4,11503.0
2019-08-07,0,9.3,14.1,7.5,0.0,11518.0
2019-08-08,0,6.7,13.9,9.6,10.8,11219.0
2019-08-09,0,7.8,10.1,7.3,2.0,10248.0
2019-08-10,0,5.2,12.5,6.6,4.2,2531.0
2019-08-11,0,4.8,12.9,11.4,6.0,1748.0
2019-08-12,0,6.3,12.0,9.9,8.8,10637.0
2019-08-13,0,8.8,13.1,7.0,0.0,11364.0
2019-08-14,0,9.1,13.8,6.7,0.2,11597.0
2019-08-15,0,7.3,16.2,10.5,0.0,11440.0
2019-08-16,0,10.6,16.9,6.3,0.0,10734.0
2019-08-17,0,7.0,16.5,13.4,3.8,3025.0
2019-08-18,0,8.8,19.4,9.3,0.0,1979.0
2019-08-19,0,5.8,12.3,12.8,4.0,10692.0
2019-08-20,0,7.6,17.0,7.2,0.4,11482.0
2019-08-21,0,11.5,16.6,11.5,0.2,11095.0
2019-08-22,0,9.6,13.0,11.3,1.6,11509.0
2019-08-23,0,3.8,15.1,14.5,0.0,13041.0
2019-08-24,0,7.9,18.0,13.0,0.0,5011.0
2019-08-25,0,6.5,12.9,13.9,1.2,2167.0
2019-08-26,0,5.3,14.4,14.7,0.0,11378.0
2019-08-27,0,4.2,15.3,12.9,0.0,11510.0
2019-08-28,0,8.3,13.4,5.0,0.0,11176.0
2019-08-29,0,6.1,13.0,13.2,6.2,11446.0
2019-08-30,0,2.3,15.3,15.6,0.2,11260.0
2019-08-31,0,5.0,18.2,15.8,0.0,2179.0
2019-09-01,0,11.1,19.6,9.4,0.0,1457.0
2019-09-02,0,10.2,17.6,13.8,2.4,11442.0
2019-09-03,0,9.2,19.6,16.4,0.6,11838.0
2019-09-04,0,8.2,18.7,15.1,0.0,11970.0
2019-09-05,0,8.7,21.2,14.8,3.4,12023.0
2019-09-06,0,11.3,16.0,10.4,2.0,11157.0
2019-09-07,0,8.8,12.9,11.3,1.0,2494.0
2019-09-08,0,8.2,15.1,9.5,0.6,1466.0
2019-09-09,0,6.8,12.8,14.4,5.6,10775.0
2019-09-10,0,7.7,14.8,16.1,2.6,11842.0
2019-09-11,0,5.0,20.8,17.8,0.0,11695.0
2019-09-12,0,11.1,20.8,11.8,0.0,11410.0
2019-09-13,0,7.7,18.6,14.0,0.0,11151.0
2019-09-14,0,9.3,20.0,18.3,0.0,2514.0
2019-09-15,0,12.4,21.8,8.4,1.6,1549.0
2019-09-16,0,9.7,12.8,17.7,13.0,11085.0
2019-09-17,0,3.6,14.8,19.0,0.0,11682.0
2019-09-18,0,4.3,18.9,19.2,0.0,11447.0
2019-09-19,0,8.2,24.0,19.4,0.0,11892.0
2019-09-20,0,15.7,26.2,14.4,0.0,18762.0
2019-09-21,0,14.5,19.4,10.5,0.0,2862.0
2019-09-22,0,7.9,15.5,13.6,4.6,1894.0
2019-09-23,0,8.9,15.2,13.9,2.0,10662.0
2019-09-24,0,8.3,15.1,13.3,1.4,11556.0
2019-09-25,0,8.7,16.6,13.1,0.0,11233.0
2019-09-26,0,8.3,20.3,19.6,0.0,12028.0
2019-09-27,1,12.3,18.8,7.4,0.0,5463.0
2019-09-28,0,7.2,14.9,17.7,0.2,2892.0
2019-09-29,0,9.1,15.8,19.0,0.0,1515.0
2019-09-30,0,10.1,14.1,14.4,0.0,9695.0
2019-10-01,0,4.2,20.5,21.7,0.0,11548.0
2019-10-02,0,9.3,26.5,18.5,0.0,11550.0
2019-10-03,0,15.1,29.7,22.0,0.0,11665.0
2019-10-04,0,12.5,15.2,11.0,0.0,10379.0
2019-10-05,0,7.6,24.3,17.4,1.8,3581.0
2019-10-06,0,12.9,24.8,17.4,0.0,1738.0
2019-10-07,0,11.6,16.4,15.1,0.0,11884.0
2019-10-08,0,9.5,14.2,17.0,2.6,12397.0
2019-10-09,0,8.5,15.0,19.3,5.8,10617.0
2019-10-10,0,10.2,14.7,12.6,0.2,10859.0
2019-10-11,0,9.5,18.9,17.5,0.0,10631.0
2019-10-12,0,8.2,20.4,20.1,0.0,3028.0
2019-10-13,0,9.4,23.1,19.6,0.0,1787.0
2019-10-14,0,13.6,26.7,20.2,0.2,10854.0
2019-10-15,0,13.0,18.0,20.6,0.0,11308.0
2019-10-16,0,13.3,20.4,11.4,0.0,11124.0
2019-10-17,0,9.5,15.2,9.6,4.4,10913.0
2019-10-18,0,7.3,22.1,23.2,0.8,10331.0
2019-10-19,0,9.4,15.3,15.8,0.8,2937.0
2019-10-20,0,10.0,16.4,14.7,0.8,1511.0
2019-10-21,0,11.5,17.0,19.6,0.0,10986.0
2019-10-22,0,11.9,19.6,23.7,0.0,11703.0
2019-10-23,0,8.2,27.9,26.0,0.0,11843.0
2019-10-24,0,13.0,33.8,26.1,0.2,11224.0
2019-10-25,0,16.8,21.6,10.0,0.0,10828.0
2019-10-26,0,9.6,15.5,17.2,3.8,2026.0
2019-10-27,0,10.3,17.0,10.1,1.2,1459.0
2019-10-28,0,8.7,21.6,26.3,1.4,10935.0
2019-10-29,0,9.7,30.5,27.0,0.0,11743.0
2019-10-30,0,13.8,25.1,27.2,0.0,11227.0
2019-10-31,0,14.2,33.7,25.5,0.0,11238.0
2019-11-01,0,20.0,34.3,22.8,0.0,10763.0
2019-11-02,0,15.8,18.9,2.2,4.2,1848.0
2019-11-03,0,12.8,20.7,7.8,12.4,1768.0
2019-11-04,0,9.5,16.2,11.2,1.2,7442.0
2019-11-05,1,7.7,19.6,27.4,10.2,1725.0
2019-11-06,0,10.5,24.1,19.9,0.0,11697.0
2019-11-07,0,11.5,17.7,8.3,0.0,11538.0
2019-11-08,0,10.3,15.0,16.1,6.8,10875.0
2019-11-09,0,7.6,14.2,9.8,6.4,2638.0
2019-11-10,0,10.8,18.1,13.5,0.2,1807.0
2019-11-11,0,10.0,29.6,27.4,0.0,11968.0
2019-11-12,0,11.5,17.4,12.7,0.6,11755.0
2019-11-13,0,9.1,17.3,12.0,1.6,11267.0
2019-11-14,0,12.1,22.4,19.7,0.8,12112.0
2019-11-15,0,13.0,18.5,12.4,0.0,11181.0
2019-11-16,0,9.2,17.2,23.9,0.0,2952.0
2019-11-17,0,10.8,16.2,24.1,0.0,2020.0
2019-11-18,0,8.5,26.9,29.9,0.0,12036.0
2019-11-19,0,11.4,18.6,27.9,0.0,11971.0
2019-11-20,0,9.4,34.7,30.1,0.0,12109.0
2019-11-21,0,14.0,40.9,18.8,0.0,11822.0
2019-11-22,0,13.6,20.0,28.3,0.0,11115.0
2019-11-23,0,10.1,23.8,24.6,0.0,3208.0
2019-11-24,0,11.9,23.7,30.6,0.0,1868.0
2019-11-25,0,11.4,27.4,18.0,0.0,12552.0
2019-11-26,0,11.4,16.4,22.2,2.0,12395.0
2019-11-27,0,8.6,24.8,31.0,0.0,12373.0
2019-11-28,0,11.4,21.1,30.7,0.0,13284.0
2019-11-29,0,11.9,19.7,21.9,0.0,11502.0
2019-11-30,0,10.3,18.4,26.7,8.0,3301.0
2019-12-01,0,12.2,16.8,9.8,0.0,1916.0
2019-12-02,0,9.8,15.5,18.2,3.4,11529.0
2019-12-03,0,11.0,22.2,19.2,0.4,12547.0
2019-12-04,0,12.1,23.0,20.3,0.0,12472.0
2019-12-05,0,12.3,23.9,20.4,0.0,12601.0
2019-12-06,0,13.3,20.8,18.2,0.0,11546.0
2019-12-07,0,11.2,21.0,30.3,0.0,2714.0
2019-12-08,0,13.8,27.6,30.8,0.0,1863.0
2019-12-09,0,16.3,38.0,28.6,0.0,11795.0
2019-12-10,0,14.3,17.2,22.2,0.0,11886.0
2019-12-11,0,13.4,18.1,21.8,0.0,12136.0
2019-12-12,0,13.4,18.4,22.7,0.0,11972.0
2019-12-13,0,11.4,20.9,24.8,0.0,11640.0
2019-12-14,0,14.1,20.1,10.4,0.0,2621.0
2019-12-15,0,15.1,21.7,16.4,0.0,2171.0
2019-12-16,0,13.0,22.6,21.7,0.0,11652.0
2019-12-17,0,12.6,26.3,29.5,0.0,12220.0
2019-12-18,0,15.9,40.1,29.3,0.0,11358.0
2019-12-19,0,17.2,23.3,29.3,0.0,12514.0
2019-12-20,0,13.7,43.5,31.4,0.0,9634.0
2019-12-21,0,16.9,20.2,28.3,0.0,2347.0
2019-12-22,0,13.1,19.6,31.5,0.0,1823.0
2019-12-23,0,12.1,20.0,29.2,0.0,7665.0
2019-12-24,0,14.1,24.5,31.4,0.0,5605.0
2019-12-25,1,14.0,27.9,32.0,0.0,1081.0
2019-12-26,1,16.5,20.5,26.2,0.0,1987.0
2019-12-27,0,13.6,23.9,31.6,0.0,4238.0
2019-12-28,0,16.7,28.4,20.6,0.0,2455.0
2019-12-29,0,16.8,33.2,31.9,0.0,1814.0
2019-12-30,0,19.7,40.8,18.8,0.0,4237.0
2019-12-31,0,15.3,21.2,29.3,2.4,5010.0
2020-01-01,1,11.8,24.9,31.6,0.0,2207.0
2020-01-02,0,12.8,25.0,31.6,0.0,5217.0
2020-01-03,0,13.7,36.6,30.7,0.0,4986.0
2020-01-04,0,18.6,26.8,22.8,0.0,1901.0
2020-01-05,0,12.7,16.7,5.1,2.2,1338.0
2020-01-06,0,11.9,18.0,2.7,8.2,7827.0
2020-01-07,0,12.6,20.1,7.7,1.2,7966.0
2020-01-08,0,16.8,23.8,26.9,0.0,8870.0
2020-01-09,0,17.9,31.9,29.8,0.0,8755.0
2020-01-10,0,20.1,32.9,10.1,0.0,7957.0
2020-01-11,0,13.5,19.3,18.2,15.6,2133.0
2020-01-12,0,14.2,19.9,21.9,0.0,1518.0
2020-01-13,0,12.7,32.2,28.1,0.0,9397.0
2020-01-14,0,16.7,33.8,27.4,0.0,9480.0
2020-01-15,0,19.5,36.8,20.8,0.0,9878.0
2020-01-16,0,15.7,19.6,18.6,19.6,9547.0
2020-01-17,0,14.4,24.8,24.4,0.0,9351.0
2020-01-18,0,13.9,29.4,27.2,0.0,2521.0
2020-01-19,0,17.5,25.5,23.9,0.0,1774.0
2020-01-20,0,19.1,21.8,8.8,0.4,9813.0
