Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,"Prep Total""""","Year 1 Total""""","Year 2 Total""""","Year 3 Total""""","Year 4 Total""""","Year 5 Total""""","Year 6 Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Total""""","Year 8 Total""""","Year 9 Total""""","Year 10 Total""""","Year 11 Total""""","Year 12 Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total""""",Year,CENSUS_TYPE
Government,1,4811,St Albans North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,22,23,30,24,21.6,36,35,0,191.6,0,0,0,0,0,0,0,0,191.6,2024,F
Government,1,4812,Avondale Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,67,56,55,73,70,65,67,0,453,0,0,0,0,0,0,0,0,453,2024,F
Government,1,4813,Beverley Hills Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,95,111,118,114,131,100,138,0,807,0,0,0,0,0,0,0,0,807,2024,F
Government,1,4814,Wodonga West Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wodonga (C),Ovens Murray,36,31,32,43,39,37,30,0,248,0,0,0,0,0,0,0,0,248,2024,F
Government,1,4815,Frankston Heights Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,60,68,85,70,73,75,72,0,503,0,0,0,0,0,0,0,0,503,2024,F
Government,1,4816,Kerrimuir Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,68,81,78,76,94,84,83,0,564,0,0,0,0,0,0,0,0,564,2024,F
Government,1,4819,Heathmont East Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,72,73,85,82,72,91,96,0,571,0,0,0,0,0,0,0,0,571,2024,F
Government,1,4821,Strathmore North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,78,91,101,104,99,90,84,0,647,0,0,0,0,0,0,0,0,647,2024,F
Government,1,4823,Oakleigh South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,139,144,163,147,158,148,147,0,1046,0,0,0,0,0,0,0,0,1046,2024,F
Government,1,4827,Thomastown East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,49,43,57,43,44,54,42,0,332,0,0,0,0,0,0,0,0,332,2024,F
Government,1,4832,Mount Waverley Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,50,70,64,73.6,66.2,54,47,0,424.8,0,0,0,0,0,0,0,0,424.8,2024,F
Government,1,4837,East Bentleigh Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,31,54,48,40,58,52,51,0,334,0,0,0,0,0,0,0,0,334,2024,F
Government,1,4838,Watsonia Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,11,15,6,10,12,7,1,0,62,0,0,0,0,0,0,0,0,62,2024,F
Government,1,4843,Parktone Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,42.4,76.2,61,58,77,72,49.5,0,436.1,0,0,0,0,0,0,0,0,436.1,2024,F
Government,1,4844,Antonio Park Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,72,81,71,77,76.4,73,65,0,515.4,0,0,0,0,0,0,0,0,515.4,2024,F
Government,1,4845,Kingsbury Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,25,28,16,18,14,20,15,0,136,0,0,0,0,0,0,0,0,136,2024,F
Government,1,4848,Ardeer Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,21,22,16,19,16.4,18,15,0,127.4,0,0,0,0,0,0,0,0,127.4,2024,F
Government,1,4851,Westall Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,55,34,36,44.6,32,39,50,0,290.6,0,0,0,0,0,0,0,0,290.6,2024,F
Government,1,4852,Tullamarine Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,18,34,40,29,38,25,41,0,225,0,0,0,0,0,0,0,0,225,2024,F
Government,1,4853,Guthridge Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,57,34.4,30,43,41,36.6,35,0,277,0,0,0,0,0,0,0,0,277,2024,F
Government,1,4854,Park Orchards Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,39,43,59,59,51.5,61,53,0,365.5,0,0,0,0,0,0,0,0,365.5,2024,F
Government,1,4855,Albion North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,33,25,28,29,36,23,42,0,216,0,0,0,0,0,0,0,0,216,2024,F
Government,1,4860,Blackburn Lake Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,80,72,78,91,78,87,66,0,552,0,0,0,0,0,0,0,0,552,2024,F
Government,1,4863,Laburnum Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,72,74,112,89,95,112,119,0,673,0,0,0,0,0,0,0,0,673,2024,F
Government,1,4867,Rollins Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,53.5,55,39,40.5,46,48,38,0,320,0,0,0,0,0,0,0,0,320,2024,F
Government,1,4871,Heatherwood School,Special,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,228,2024,F
Government,1,4873,Bellaire Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,71,75,81,109,91,94,95,0,616,0,0,0,0,0,0,0,0,616,2024,F
Government,1,4874,Pinewood Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,107,132,168,143,146,133,144,0,973,0,0,0,0,0,0,0,0,973,2024,F
Government,1,4875,Broadmeadows Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,37,37,33,35.4,39,34,42,0,257.4,0,0,0,0,0,0,0,0,257.4,2024,F
Government,1,4876,Moomba Park Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,35,25.4,37,30,32,32.4,30,0,221.8,0,0,0,0,0,0,0,0,221.8,2024,F
Government,1,4877,Keilor Heights Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,28,35,49,40,39,59,50,0,300,0,0,0,0,0,0,0,0,300,2024,F
Government,1,4879,Ainslie Parklands Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,12,13,10,19,12,22,18,0,106,0,0,0,0,0,0,0,0,106,2024,F
Government,1,4881,Parkmore Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,10,13,15,20,21,12.6,21,0,112.6,0,0,0,0,0,0,0,0,112.6,2024,F
Government,1,4885,Lara Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,49,65,69,69,79,64,64,0,459,0,0,0,0,0,0,0,0,459,2024,F
Government,1,4886,Mullum Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,47,35,40,34,36,25,27,0,244,0,0,0,0,0,0,0,0,244,2024,F
Government,1,4887,Cranbourne Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,45,40,37,40,44,38,34,0,278,0,0,0,0,0,0,0,0,278,2024,F
Government,1,4892,Viewbank Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,84,79,80,95,103,90.6,114,0,645.6,0,0,0,0,0,0,0,0,645.6,2024,F
Government,1,4893,Greenhills Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,76,56,69,82,65,81,57,0,486,0,0,0,0,0,0,0,0,486,2024,F
Government,1,4894,Upwey South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,67,49,47,40,34,41.5,41,0,319.5,0,0,0,0,0,0,0,0,319.5,2024,F
Government,1,4895,Simpson Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Corangamite (S),Wimmera South West,11,6,9,10,4,8,8,0,56,0,0,0,0,0,0,0,0,56,2024,F
Government,1,4897,Eltham East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,88,102,112,94,95,89,86,0,666,0,0,0,0,0,0,0,0,666,2024,F
Government,1,4902,Belvedere Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,40,44,38,59,38,46,44,0,309,0,0,0,0,0,0,0,0,309,2024,F
Government,1,4903,Essex Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,77,92,91,71,96,89,89.6,0,605.6,0,0,0,0,0,0,0,0,605.6,2024,F
Government,1,4905,Mountain Gate Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,51,88,65,53,61,62,57,0,437,0,0,0,0,0,0,0,0,437,2024,F
Government,1,4906,Fairhills Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,14,15,25,23,13,16,19,0,125,0,0,0,0,0,0,0,0,125,2024,F
Government,1,4908,Boronia West Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,1,7,8,4,5,4,2,0,31,0,0,0,0,0,0,0,0,31,2024,F
Government,1,4910,Southmoor Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,51,52,56,57,56,68,54,0,394,0,0,0,0,0,0,0,0,394,2024,F
Government,1,4911,Ringwood Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,24,30,29,36,37,31,44,0,231,0,0,0,0,0,0,0,0,231,2024,F
Government,1,4915,Glenroy Specialist School,Special,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,0,0,0,0,0,0,0,80.8,80.8,0,0,0,0,0,0,56,56,136.8,2024,F
Government,1,4916,Ruskin Park Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,70,73,79,60,79,61,59,0,481,0,0,0,0,0,0,0,0,481,2024,F
Government,1,4918,Emerson School,Special,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,0,0,0,0,0,0,0,123,123,0,0,0,0,0,0,239,239,362,2024,F
Government,1,4919,Fyans Park Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,50,51,55,65.4,57,61,48,0,387.4,0,0,0,0,0,0,0,0,387.4,2024,F
Government,1,4922,Karingal Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,31,35,26,34,29,38,37,0,230,0,0,0,0,0,0,0,0,230,2024,F
Government,1,4923,Mount View Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,102,145,132,135,142,145,158,0,959,0,0,0,0,0,0,0,0,959,2024,F
Government,1,4924,Syndal South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,35,32,58.4,51,53,53,58,0,340.4,0,0,0,0,0,0,0,0,340.4,2024,F
Government,1,4925,Montmorency South Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,65,101,84,82,96,96,91,0,615,0,0,0,0,0,0,0,0,615,2024,F
Government,1,4931,Altona North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,50,35,25,23,35,32,29,0,229,0,0,0,0,0,0,0,0,229,2024,F
Government,1,4932,Burwood Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,68,72,50,72,45,62,56,0,425,0,0,0,0,0,0,0,0,425,2024,F
Government,1,4934,Stawell West Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Northern Grampians (S),Wimmera South West,9,9,10,17,16,15,15,0,91,0,0,0,0,0,0,0,0,91,2024,F
Government,1,4935,Watsonia Heights Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,64,87,77,75,75,73,49,0,500,0,0,0,0,0,0,0,0,500,2024,F
Government,1,4936,Forest Street Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,41,24,38,44,37,34,45,0,263,0,0,0,0,0,0,0,0,263,2024,F
Government,1,4937,Pembroke Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,9,9,11,11,9,12,8,0,69,0,0,0,0,0,0,0,0,69,2024,F
Government,1,4939,Mahogany Rise Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,23,19,17,23,20,16,20,0,138,0,0,0,0,0,0,0,0,138,2024,F
Government,1,4943,Wilmot Road Primary School Shepparton,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,30.4,38,30,34,33.2,20,38,0,223.6,0,0,0,0,0,0,0,0,223.6,2024,F
Government,1,4944,Bundoora Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,30,55,45,43,43.4,46,42,0,304.4,0,0,0,0,0,0,0,0,304.4,2024,F
Government,1,4945,University Park Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,28,40,29,34,44,37,42,0,254,0,0,0,0,0,0,0,0,254,2024,F
Government,1,4948,St Albans Heights Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,24,24,35,37,29,34,40,0,223,0,0,0,0,0,0,0,0,223,2024,F
Government,1,4949,Kerang South Primary School,Primary,O,NORTH-WESTERN VICTORIA,Gannawarra (S),Mallee,17,15,16,13,17,15,16,0,109,0,0,0,0,0,0,0,0,109,2024,F
Government,1,4950,Hume Valley School,Special,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,0,0,0,0,0,0,0,153.2,153.2,0,0,0,0,0,0,189.4,189.4,342.6,2024,F
Government,1,4955,Mentone Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,37,29,25,23,24,28,20,0,186,0,0,0,0,0,0,0,0,186,2024,F
Government,1,4961,Donvale Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,30,42,29,57,49,45,46,0,298,0,0,0,0,0,0,0,0,298,2024,F
Government,1,4962,Bell Park North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,55,49,57,37,30,31,24,0,283,0,0,0,0,0,0,0,0,283,2024,F
Government,1,4967,Boronia Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,74,68,77,83,69,80,60,0,511,0,0,0,0,0,0,0,0,511,2024,F
Government,1,4968,Glenallen School,Special,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,5,0,0,0,0,0,0,65.4,70.4,0,0,0,0,0,0,86.2,86.2,156.6,2024,F
Government,1,4970,Churchill Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,27,28.4,24,36,26,32,26,0,199.4,0,0,0,0,0,0,0,0,199.4,2024,F
Government,1,4972,Montpellier Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,79,70,90,80,97,89,104,0,609,0,0,0,0,0,0,0,0,609,2024,F
Government,1,4973,Bayswater South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,69,39,55,48,52,54,40,0,357,0,0,0,0,0,0,0,0,357,2024,F
Government,1,4974,Seaford North Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,57,59,77,74,77,60,68,0,472,0,0,0,0,0,0,0,0,472,2024,F
Government,1,4975,Morwell Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,37,57,34,52,52,57,46,0,335,0,0,0,0,0,0,0,0,335,2024,F
Government,1,4976,Lalor East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,31,44,31,21,32,24,30,0,213,0,0,0,0,0,0,0,0,213,2024,F
Government,1,4979,Jackson School,Special,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,18,14,17,15,22,38,20,0,144,30,28,29,30,34,23,0,174,318,2024,F
Government,1,4980,Carlton Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Melbourne (C),Western Melbourne,31,17,21,15,17,14,12,0,127,0,0,0,0,0,0,0,0,127,2024,F
Government,1,4983,Wangala Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,25,16,11,7,9,6,9,0,83,0,0,0,0,0,0,0,0,83,2024,F
Government,1,4985,Templestowe Valley Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,27,39,33.4,63,53.4,46.4,42.4,0,304.6,0,0,0,0,0,0,0,0,304.6,2024,F
Government,1,4986,Highvale Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,44,45,51,53,50,48,63,0,354,0,0,0,0,0,0,0,0,354,2024,F
Government,1,4988,Watsonia North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,76,64,83.4,90,79,81,88,0,561.4,0,0,0,0,0,0,0,0,561.4,2024,F
Government,1,4989,Wooranna Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,35,30,28,45,39,35,44,0,256,0,0,0,0,0,0,0,0,256,2024,F
Government,1,4990,Knox Park Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,51,47,37,47,43,47,44,0,316,0,0,0,0,0,0,0,0,316,2024,F
Government,1,4991,Birralee Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,80,85,83,83,84,77,96,0,588,0,0,0,0,0,0,0,0,588,2024,F
Government,1,4995,Ararat North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ararat (RC),Central Highlands,16,3,5,7,9,6,12,0,58,0,0,0,0,0,0,0,0,58,2024,F
Government,1,4996,Derinya Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,94,120,125,129,118,128,127,0,841,0,0,0,0,0,0,0,0,841,2024,F
Government,1,4999,Thomastown West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,24,32,24,33,30,41,41.4,0,225.4,0,0,0,0,0,0,0,0,225.4,2024,F
Government,1,5000,Rowville Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,55,67,81,45,59,54,56,0,417,0,0,0,0,0,0,0,0,417,2024,F
Government,1,5002,Mossfiel Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,54,40,42,52,66,54,55,0,363,0,0,0,0,0,0,0,0,363,2024,F
Government,1,5004,Templestowe Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,104,72,76,64,65,58,53,0,492,0,0,0,0,0,0,0,0,492,2024,F
Government,1,5005,Ballam Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,19,23,11,18,31,23,31,0,156,0,0,0,0,0,0,0,0,156,2024,F
Government,1,5006,Sunbury West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,29,37,34,29,25,38,22,0,214,0,0,0,0,0,0,0,0,214,2024,F
Government,1,5007,Gladstone Park Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,52,45,56,52,71,61,65,0,402,0,0,0,0,0,0,0,0,402,2024,F
Government,1,5009,Manchester Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,21,19,30,27,30,29,33,0,189,0,0,0,0,0,0,0,0,189,2024,F
Government,1,5010,Glendal Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,88,110,135,131,153,130,139,0,886,0,0,0,0,0,0,0,0,886,2024,F
Government,1,5011,Bimbadeen Heights Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,84,91.2,78,79.4,74,54,52,0,512.6,0,0,0,0,0,0,0,0,512.6,2024,F
Government,1,5012,Wattle View Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,36,40,39,37,36,33,35,0,256,0,0,0,0,0,0,0,0,256,2024,F
Government,1,5013,Sherbourne Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,6,5,7,11,10.6,10,9,0,58.6,0,0,0,0,0,0,0,0,58.6,2024,F
Government,1,5019,Donburn Primary School,Primary,O,NORTH-EASTERN VICTORIA,Manningham (C),Inner Eastern Melbourne,61,75,84,70,82,78,94,0,544,0,0,0,0,0,0,0,0,544,2024,F
Government,1,5020,Guthrie Street Primary School Shepparton,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,65,86.2,59.4,64.6,77,54,58,0,464.2,0,0,0,0,0,0,0,0,464.2,2024,F
Government,1,5021,Araluen Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,21,15,14,10,16,14,17,0,107,0,0,0,0,0,0,0,0,107,2024,F
Government,1,5025,Vermont South Special School,Special,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,147.6,147.6,0,0,0,0,0,0,1,1,148.6,2024,F
Government,1,5027,Concord School,Special,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,19.6,17.6,22,17.2,22.8,30.2,33.2,0,162.6,44.6,41,42,51,44,41,0,263.6,426.2,2024,F
Government,1,5032,Deer Park West Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,45,46,61,61,56,62,71,0,402,0,0,0,0,0,0,0,0,402,2024,F
Government,1,5034,Campbellfield Heights Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,20,18,17.4,28,21,11,21,0,136.4,0,0,0,0,0,0,0,0,136.4,2024,F
Government,1,5035,Lalor North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,51,46,41,44,35,45,33,0,295,0,0,0,0,0,0,0,0,295,2024,F
Government,1,5036,Melton West Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Melton (C),Brimbank Melton,75,77,75,75,74,67,90,0,533,0,0,0,0,0,0,0,0,533,2024,F
Government,1,5037,Diamond Creek East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,71,66,78,56,65,64,63,0,463,0,0,0,0,0,0,0,0,463,2024,F
Government,1,5038,Brandon Park Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,69,73,66,85,76,93,114,0,576,0,0,0,0,0,0,0,0,576,2024,F
Government,1,5039,Bayswater West Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,25,23,33,32,31,44,31,0,219,0,0,0,0,0,0,0,0,219,2024,F
Government,1,5040,Mornington Park Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,37,35,27,35,26,40,24,0,224,0,0,0,0,0,0,0,0,224,2024,F
Government,1,5042,Wodonga South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wodonga (C),Ovens Murray,64,49,53,76,64,79,74,0,459,0,0,0,0,0,0,0,0,459,2024,F
Government,1,5043,Aldercourt Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,25,44,33,30.6,27,34,23,0,216.6,0,0,0,0,0,0,0,0,216.6,2024,F
Government,1,5044,Richmond West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Yarra (C),North Eastern Melbourne,35,35,38,40,53,37,53,0,291,0,0,0,0,0,0,0,0,291,2024,F
Government,1,5045,Marlborough Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,11,15,12,20,27,24,34,0,143,0,0,0,0,0,0,0,0,143,2024,F
Government,1,5047,Stevensville Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,22,30,30,41,26,26,32,0,207,0,0,0,0,0,0,0,0,207,2024,F
Government,1,5048,Birmingham Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,102,102,88,107,74,100,99,0,672,0,0,0,0,0,0,0,0,672,2024,F
Government,1,5049,Woodville Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,54,41,42,57,52.4,62,62,0,370.4,0,0,0,0,0,0,0,0,370.4,2024,F
Government,1,5050,Glengala Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,19,18,22,21,16,29,25,0,150,0,0,0,0,0,0,0,0,150,2024,F
Government,1,5053,Karingal Heights Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,11,16,11,14,13,7,9,0,81,0,0,0,0,0,0,0,0,81,2024,F
Government,1,5055,Wallarano Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,68,82.4,88,88,93,100,90,0,609.4,0,0,0,0,0,0,0,0,609.4,2024,F
Government,1,5057,Victoria Road Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,29,32,34,31,29,37,26,0,218,0,0,0,0,0,0,0,0,218,2024,F
Government,1,5059,Mooroolbark East Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,82,78,81.4,88,95,90,66,0,580.4,0,0,0,0,0,0,0,0,580.4,2024,F
Government,1,5064,Ardeer South Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,14,26,14,28,21,28,22,0,153,0,0,0,0,0,0,0,0,153,2024,F
Government,1,5066,Gladesville Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,7,7,15,7,9,19,12,0,76,0,0,0,0,0,0,0,0,76,2024,F
Government,1,5067,Falls Creek Primary School,Primary,O,NORTH-EASTERN VICTORIA,Unincorporated Vic,Ovens Murray,1,0,3,2,5,1,3,0,15,0,0,0,0,0,0,0,0,15,2024,F
Government,1,5068,Debney Meadows Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,27,30,10,13,14,11,7,0,112,0,0,0,0,0,0,0,0,112,2024,F
