Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,DE_Admin_Region,LGA_Name,DE_Admin_AREA,"Prep Total""""","Year 1 Total""""","Year 2 Total""""","Year 3 Total""""","Year 4 Total""""","Year 5 Total""""","Year 6 Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Total""""","Year 8 Total""""","Year 9 Total""""","Year 10 Total""""","Year 11 Total""""","Year 12 Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total""""",Year,CENSUS_TYPE
Government,1,4120,Ringwood North Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,62,68,54,68,68,64,52,0,436,0,0,0,0,0,0,0,0,436,2024,F
Government,1,4123,Red Cliffs East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,22,12,23,15,24,18,14,0,128,0,0,0,0,0,0,0,0,128,2024,F
Government,1,4139,Lloyd Street Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Stonnington (C),Bayside Peninsula,53,69,49,51,65,53,62,0,402,0,0,0,0,0,0,0,0,402,2024,F
Government,1,4143,Bayswater North Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,25,33,33,36.4,41,32,35,0,235.4,0,0,0,0,0,0,0,0,235.4,2024,F
Government,1,4158,Westbreen Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,61,65,64,66,65,49,45,0,415,0,0,0,0,0,0,0,0,415,2024,F
Government,1,4159,Point Cook Prep - Year 9 College,Pri/Sec,O,SOUTH-WESTERN VICTORIA,Wyndham (C),Western Melbourne,106,126.2,134,135,121,140,167,0,929.2,122,154,114.3,0,0,0,0,390.3,1319.5,2024,F
Government,1,4160,Footscray North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,86,89,105,101,93,74,78,0,626,0,0,0,0,0,0,0,0,626,2024,F
Government,1,4169,Airly Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,3,1,1,7,2,5,5,0,24,0,0,0,0,0,0,0,0,24,2024,F
Government,1,4170,Camberwell South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,69,77,64,75,58,44,64,0,451,0,0,0,0,0,0,0,0,451,2024,F
Government,1,4171,Parkdale Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,92,68,89,97,98,97,109,0,650,0,0,0,0,0,0,0,0,650,2024,F
Government,1,4176,Hughesdale Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,74,80,79,100,79,77,82,0,571,0,0,0,0,0,0,0,0,571,2024,F
Government,1,4177,Westgarth Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,78,70,87,70,97,60,82,0,544,0,0,0,0,0,0,0,0,544,2024,F
Government,1,4183,Auburn South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,58,90,104,90,82,70,75,0,569,0,0,0,0,0,0,0,0,569,2024,F
Government,1,4193,Aspendale Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,56,65,69,70,81,73,91,0,505,0,0,0,0,0,0,0,0,505,2024,F
Government,1,4212,Eltham North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Nillumbik (S),North Eastern Melbourne,65,72,64,80,72,86,80,0,519,0,0,0,0,0,0,0,0,519,2024,F
Government,1,4215,Merrivale Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Warrnambool (C),Wimmera South West,17,22,28,26,34,29,28,0,184,0,0,0,0,0,0,0,0,184,2024,F
Government,1,4217,Dandenong West Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,52,52,36,36,39,36,48,0,299,0,0,0,0,0,0,0,0,299,2024,F
Government,1,4219,Yarra Road Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,41,20,36,36,44,39,37,0,253,0,0,0,0,0,0,0,0,253,2024,F
Government,1,4220,Aberfeldie Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,40,60.9,62,47,55,57,62,0,383.9,0,0,0,0,0,0,0,0,383.9,2024,F
Government,1,4224,Manifold Heights Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,68,65,69,61.2,66,56,70,0,455.2,0,0,0,0,0,0,0,0,455.2,2024,F
Government,1,4226,Nungurner Primary School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,6,5,3,5,5,7,3,0,34,0,0,0,0,0,0,0,0,34,2024,F
Government,1,4257,Dingley Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,44,50,65.8,52,53,57,63,0,384.8,0,0,0,0,0,0,0,0,384.8,2024,F
Government,1,4263,Cardross Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,17,14,13,13,17,16,17,0,107,0,0,0,0,0,0,0,0,107,2024,F
Government,1,4265,Albion Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,37,22,33,29,25,27,28,0,201,0,0,0,0,0,0,0,0,201,2024,F
Government,1,4269,Lemnos Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,1,2,4,0,4,2,2,0,15,0,0,0,0,0,0,0,0,15,2024,F
Government,1,4275,Tarwin Lower Primary School,Primary,O,SOUTH-EASTERN VICTORIA,South Gippsland (S),Inner Gippsland,4,3,7,6,9,3,5,0,37,0,0,0,0,0,0,0,0,37,2024,F
Government,1,4290,Nepean Special School,Special,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,0,0,0,0,0,0,0,91.8,91.8,0,0,0,0,0,0,57.4,57.4,149.2,2024,F
Government,1,4304,Brunswick South West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,50,70,61,75,55,67,55,0,433,0,0,0,0,0,0,0,0,433,2024,F
Government,1,4309,Bell Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,74,68,64,44,65,54,80,0,449,0,0,0,0,0,0,0,0,449,2024,F
Government,1,4314,Chatham Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,18,30,29,38,46,45,30,0,236,0,0,0,0,0,0,0,0,236,2024,F
Government,1,4315,Caulfield South Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,74,75,61,98,76,58,56,0,498,0,0,0,0,0,0,0,0,498,2024,F
Government,1,4317,Ashburton Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,64,41,80,68,77,62,69,0,461,0,0,0,0,0,0,0,0,461,2024,F
Government,1,4318,Bentleigh West Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,98,101,98,111.6,95,110,107,0,720.6,0,0,0,0,0,0,0,0,720.6,2024,F
Government,1,4332,Anglesea Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Surf Coast (S),Barwon,20,25,18,27,23,19,22,0,154,0,0,0,0,0,0,0,0,154,2024,F
Government,1,4341,Briar Hill Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,31,38,32,44,24,25,22,0,216,0,0,0,0,0,0,0,0,216,2024,F
Government,1,4359,Zeerust Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,0,2,0,4,1,2,2,0,11,0,0,0,0,0,0,0,0,11,2024,F
Government,1,4366,McKinnon Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,86,96,105,89,105,142,148,0,771,0,0,0,0,0,0,0,0,771,2024,F
Government,1,4384,Clayton South Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,13,11,16,16,14,13,16,0,99,0,0,0,0,0,0,0,0,99,2024,F
Government,1,4386,Ivanhoe East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,77,65,67,72.2,69,59,59,0,468.2,0,0,0,0,0,0,0,0,468.2,2024,F
Government,1,4387,Cobains Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Wellington (S),Outer Gippsland,9,7,7,3,10,4,9,0,49,0,0,0,0,0,0,0,0,49,2024,F
Government,1,4389,Mildura South Primary School,Primary,O,NORTH-WESTERN VICTORIA,Mildura (RC),Mallee,64,81,66,76,67,63,48,0,465,0,0,0,0,0,0,0,0,465,2024,F
Government,1,4398,Tate Street Primary School Geelong,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,35,22,16,28,20,30,23,0,174,0,0,0,0,0,0,0,0,174,2024,F
Government,1,4399,Brunswick North West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,56,43,54,44,60,46,76,0,379,0,0,0,0,0,0,0,0,379,2024,F
Government,1,4401,Katandra West Primary School,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,6,12,17,8,15,9,8,0,75,0,0,0,0,0,0,0,0,75,2024,F
Government,1,4407,Fleetwood Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,37,36,45,29,38,39,37,0,261,0,0,0,0,0,0,0,0,261,2024,F
Government,1,4429,Sandringham East Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,48,68,57,68,67,69,72,0,449,0,0,0,0,0,0,0,0,449,2024,F
Government,1,4440,Seaholme Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,37,45,37,47,49,43,60,0,318,0,0,0,0,0,0,0,0,318,2024,F
Government,1,4458,Somers Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,48,18,39,26.8,29.8,25,20,0,206.6,0,0,0,0,0,0,0,0,206.6,2024,F
Government,1,4530,Upwey Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,24,13,24,18,17,19,16,0,131,0,0,0,0,0,0,0,0,131,2024,F
Government,1,4543,Coburg North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,77,68,80,78,74,76,92,0,545,0,0,0,0,0,0,0,0,545,2024,F
Government,1,4568,Rosanna Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,42,60,40,51,46,54,46,0,339,0,0,0,0,0,0,0,0,339,2024,F
Government,1,4582,Wantirna South Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,20,28,38,39,46,41,56,0,268,0,0,0,0,0,0,0,0,268,2024,F
Government,1,4612,Strathmore Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Moonee Valley (C),Western Melbourne,32,41,41,36.6,52,44,49,0,295.6,0,0,0,0,0,0,0,0,295.6,2024,F
Government,1,4638,Balwyn North Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,61,59,84,75,106,87,108,0,580,0,0,0,0,0,0,0,0,580,2024,F
Government,1,4641,Solway Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,48,50,54,48,52,50.6,68,0,370.6,0,0,0,0,0,0,0,0,370.6,2024,F
Government,1,4642,Wangaratta West Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,62,84,61,79,70,71,68,0,495,0,0,0,0,0,0,0,0,495,2024,F
Government,1,4644,Mount Beauty Primary School,Primary,O,NORTH-EASTERN VICTORIA,Alpine (S),Ovens Murray,14,14,15,14,17,20,16,0,110,0,0,0,0,0,0,0,0,110,2024,F
Government,1,4646,Newlands Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,75,68,68,70,54.4,29,33,0,397.4,0,0,0,0,0,0,0,0,397.4,2024,F
Government,1,4650,Newborough Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,16,14,15,11,20,12,18,0,106,0,0,0,0,0,0,0,0,106,2024,F
Government,1,4652,Traralgon (Stockdale Road) Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,45,65,91.6,63,58.6,66.8,62,0,452,0,0,0,0,0,0,0,0,452,2024,F
Government,1,4657,Gowrie Street Primary School Shepparton,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,23,28,26,31,26,31,29,0,194,0,0,0,0,0,0,0,0,194,2024,F
Government,1,4661,Tootgarook Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),Bayside Peninsula,21,16,12,16,30,22,24.6,0,141.6,0,0,0,0,0,0,0,0,141.6,2024,F
Government,1,4662,Moe (South Street) Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,33,22,37,24.2,32,47,39.6,0,234.8,0,0,0,0,0,0,0,0,234.8,2024,F
Government,1,4663,Roslyn Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,34,42,28,33,34,33,31,0,235,0,0,0,0,0,0,0,0,235,2024,F
Government,1,4665,Newport Gardens Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),Western Melbourne,54,77,79,76,81,79,95,0,541,0,0,0,0,0,0,0,0,541,2024,F
Government,1,4666,St Georges Road Primary School Shepparton,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,51,49,55,42,66,65,76,0,404,14,10,12,13,13,1,0,63,467,2024,F
Government,1,4669,Malvern Valley Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Stonnington (C),Bayside Peninsula,48,39,42,40,37,30,42,0,278,0,0,0,0,0,0,0,0,278,2024,F
Government,1,4670,Newborough East Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,39,40,46,44,44,47,60,0,320,0,0,0,0,0,0,0,0,320,2024,F
Government,1,4675,Belmore School,Special,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,20.4,20.4,43.4,2024,F
Government,1,4679,Croxton Special School,Special,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,0,0,0,0,0,0,0,55.6,55.6,0,0,0,0,0,0,68.9,68.9,124.5,2024,F
Government,1,4681,Herne Hill Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,34,44,41,44,39,31,31,0,264,0,0,0,0,0,0,0,0,264,2024,F
Government,1,4682,Frankston East Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,25,31,18,32,17,25,18,0,166,0,0,0,0,0,0,0,0,166,2024,F
Government,1,4685,Selby Primary School,Primary,O,NORTH-EASTERN VICTORIA,Yarra Ranges (S),Outer Eastern Melbourne,18,17,25,21,18,27,21,0,147,0,0,0,0,0,0,0,0,147,2024,F
Government,1,4686,Reservoir East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,59,42,41,35,27,33,33.4,0,270.4,0,0,0,0,0,0,0,0,270.4,2024,F
Government,1,4687,Tucker Road Bentleigh Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,48,61,62,44,62,58,72,0,407,0,0,0,0,0,0,0,0,407,2024,F
Government,1,4689,Katunga Primary School,Primary,O,NORTH-EASTERN VICTORIA,Moira (S),Goulburn,20,10,6,13,11,9,22,0,91,0,0,0,0,0,0,0,0,91,2024,F
Government,1,4690,Ballarat North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,49,54,50,48,54,50,50,0,355,0,0,0,0,0,0,0,0,355,2024,F
Government,1,4691,Bandiana Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wodonga (C),Ovens Murray,53,38,38,42,42,35,36,0,284,0,0,0,0,0,0,0,0,284,2024,F
Government,1,4694,Greythorn Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,55,48,60,51,83,53,80,0,430,0,0,0,0,0,0,0,0,430,2024,F
Government,1,4695,Warragul North Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Baw Baw (S),Inner Gippsland,65,70,71,89,81,101,77,0,554,0,0,0,0,0,0,0,0,554,2024,F
Government,1,4697,Horsham West and Haven Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Horsham (RC),Wimmera South West,78,96,96,80,99,96,76,0,621,0,0,0,0,0,0,0,0,621,2024,F
Government,1,4699,Traralgon (Kosciuszko Street) Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,42,44,46.4,49,34,52,42,0,309.4,0,0,0,0,0,0,0,0,309.4,2024,F
Government,1,4700,Traralgon (Liddiard Road) Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,26,43,40.4,35,39.6,44,41,0,269,0,0,0,0,0,0,0,0,269,2024,F
Government,1,4702,Eastwood Primary School,Primary,O,NORTH-EASTERN VICTORIA,Maroondah (C),Outer Eastern Melbourne,66,83,92,85,90,73.2,92,0,581.2,0,0,0,0,0,0,0,0,581.2,2024,F
Government,1,4704,Pascoe Vale South Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,36,48,51,42,44,42,54,0,317,0,0,0,0,0,0,0,0,317,2024,F
Government,1,4709,Lalor Primary School,Primary,O,NORTH-WESTERN VICTORIA,Whittlesea (C),North Eastern Melbourne,30,33,29,32,37,30,39,0,230,0,0,0,0,0,0,0,0,230,2024,F
Government,1,4711,Reservoir West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,91,82,96,98.2,84,81,80,0,612.2,0,0,0,0,0,0,0,0,612.2,2024,F
Government,1,4712,Coatesville Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,115,99,104,116,118,121,96,0,769,0,0,0,0,0,0,0,0,769,2024,F
Government,1,4715,Old Orchard Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,46,49,68,80,81,56,78,0,458,0,0,0,0,0,0,0,0,458,2024,F
Government,1,4716,Huntingdale Primary School,Primary,O,NORTH-EASTERN VICTORIA,Monash (C),Inner Eastern Melbourne,65,65,71,53,53,51,51,0,409,0,0,0,0,0,0,0,0,409,2024,F
Government,1,4717,Box Hill North Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,27,36,24,37,32.6,32.6,48,0,237.2,0,0,0,0,0,0,0,0,237.2,2024,F
Government,1,4718,Ferntree Gully North Primary School,Primary,O,NORTH-EASTERN VICTORIA,Knox (C),Outer Eastern Melbourne,47,43,50,33,34,45,50,0,302,0,0,0,0,0,0,0,0,302,2024,F
Government,1,4720,Ararat West Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Ararat (RC),Central Highlands,51,42,31,37,27,40,35,0,263,0,0,0,0,0,0,0,0,263,2024,F
Government,1,4721,Oak Park Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,64,52,66,57,45,56,60.2,0,400.2,0,0,0,0,0,0,0,0,400.2,2024,F
Government,1,4723,Dandenong North Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,115,108,129,106,119,97,113,0,787,0,0,0,0,0,0,0,0,787,2024,F
Government,1,4725,Bairnsdale West Primary School,Primary,O,SOUTH-EASTERN VICTORIA,East Gippsland (S),Outer Gippsland,38,42,47,48,49,52,55,0,331,0,0,0,0,0,0,0,0,331,2024,F
Government,1,4728,Kalianna Special School,Special,O,NORTH-WESTERN VICTORIA,Greater Bendigo (C),Loddon Campaspe,0,0,0,0,0,0,0,80.2,80.2,0,0,0,0,0,0,126,126,206.2,2024,F
Government,1,4730,Harrisfield Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,36,39,46,38,27,34,23,0,243,0,0,0,0,0,0,0,0,243,2024,F
Government,1,4731,Pascoe Vale North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,39,54,57,54,57,58,48,0,367,0,0,0,0,0,0,0,0,367,2024,F
Government,1,4733,Belle Vue Primary School,Primary,O,NORTH-EASTERN VICTORIA,Boroondara (C),Inner Eastern Melbourne,7,18,18,22,24,18,30,0,137,0,0,0,0,0,0,0,0,137,2024,F
Government,1,4735,Oberon Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,19,40,30,42,36,28,35,0,230,0,0,0,0,0,0,0,0,230,2024,F
Government,1,4740,Moe Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Latrobe (C),Inner Gippsland,11,9,10,9,15,9,7,0,70,0,0,0,0,0,0,0,0,70,2024,F
Government,1,4741,St Albans East Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,44,54,51,59,51,58,57,0,374,0,0,0,0,0,0,0,0,374,2024,F
Government,1,4742,Bourchier Street Primary School Shepparton,Primary,O,NORTH-EASTERN VICTORIA,Greater Shepparton (C),Goulburn,89,74,71,80,77,107,65,0,563,0,0,0,0,0,0,0,0,563,2024,F
Government,1,4743,Swan Hill North Primary School,Primary,O,NORTH-WESTERN VICTORIA,Swan Hill (RC),Mallee,23,24,26,32,16,44,28,0,193,0,0,0,0,0,0,0,0,193,2024,F
Government,1,4744,Sunshine Heights Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,61,58,47,55,52,47,51,0,371,0,0,0,0,0,0,0,0,371,2024,F
Government,1,4745,Sunshine North Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Brimbank (C),Brimbank Melton,37,43,35,39,40,36,42,0,272,0,0,0,0,0,0,0,0,272,2024,F
Government,1,4746,Banyule Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,77,76,91,83,123,87,100,0,637,0,0,0,0,0,0,0,0,637,2024,F
Government,1,4750,Portland South Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Glenelg (S),Wimmera South West,11,28,19,21,21,25,19,0,144,0,0,0,0,0,0,0,0,144,2024,F
Government,1,4753,Rosanna Golf Links Primary School,Primary,O,NORTH-WESTERN VICTORIA,Banyule (C),North Eastern Melbourne,75,102,70,87,75,75.4,75,0,559.4,0,0,0,0,0,0,0,0,559.4,2024,F
Government,1,4754,Cheltenham East Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,35,65,50,61,71,58,54,0,394,0,0,0,0,0,0,0,0,394,2024,F
Government,1,4755,Cranbourne South Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Casey (C),Southern Melbourne,46.4,52,53,50.4,47,46.6,45,0,340.4,0,0,0,0,0,0,0,0,340.4,2024,F
Government,1,4761,Yarrunga Primary School,Primary,O,NORTH-EASTERN VICTORIA,Wangaratta (RC),Ovens Murray,15,21,17,19,21,28,19,0,140,0,0,0,0,0,0,0,0,140,2024,F
Government,1,4762,Ballarat Specialist School,Special,O,SOUTH-WESTERN VICTORIA,Ballarat (C),Central Highlands,20,15,28,24,24,29,23,0,163,36,40,44,46,54,45,0,265,428,2024,F
Government,1,4764,Preston North East Primary School,Primary,O,NORTH-WESTERN VICTORIA,Darebin (C),North Eastern Melbourne,30,29,30.4,29,25,31,33,0,207.4,0,0,0,0,0,0,0,0,207.4,2024,F
Government,1,4768,Nelson Park School,Special,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,8,14.6,20,18,16,16,26,0,118.6,38.6,26,32.4,27,31,22,0,177,295.6,2024,F
Government,1,4770,Craigieburn Primary School,Primary,O,NORTH-WESTERN VICTORIA,Hume (C),Hume Merri-bek,61,65.1,60.4,75,85,87,112.5,0,546,0,0,0,0,0,0,0,0,546,2024,F
Government,1,4773,Warrnambool East Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Warrnambool (C),Wimmera South West,71,59,77,66,66.1,75,72,0,486.1,0,0,0,0,0,0,0,0,486.1,2024,F
Government,1,4775,Colac South West Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Colac-Otway (S),Barwon,19,13,15,19,21,17,25,0,129,0,0,0,0,0,0,0,0,129,2024,F
Government,1,4777,George Street Primary School - Hamilton,Primary,O,SOUTH-WESTERN VICTORIA,Southern Grampians (S),Wimmera South West,9,7,8.4,20,16,18,12,0,90.4,0,0,0,0,0,0,0,0,90.4,2024,F
Government,1,4778,Valkstone Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Glen Eira (C),Bayside Peninsula,69,69,83,102,111,121,130,0,685,0,0,0,0,0,0,0,0,685,2024,F
Government,1,4780,Overport Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Frankston (C),Bayside Peninsula,78,86,97,114,90,114.2,115,0,694.2,0,0,0,0,0,0,0,0,694.2,2024,F
Government,1,4788,Wembley Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,98,91,94,93,96,96,78,0,646,0,0,0,0,0,0,0,0,646,2024,F
Government,1,4792,Rosamond Special School,Special,O,SOUTH-WESTERN VICTORIA,Maribyrnong (C),Western Melbourne,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,70.4,70.4,141.4,2024,F
Government,1,4798,Bonbeach Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Kingston (C),Bayside Peninsula,55,50,59,55,54,45,52,0,370,0,0,0,0,0,0,0,0,370,2024,F
Government,1,4802,Heatherhill Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,30,25,32,34,30,17,39,0,207,0,0,0,0,0,0,0,0,207,2024,F
Government,1,4803,Beaumaris North Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Bayside (C),Bayside Peninsula,51,60,73,64,82,73,89,0,492,0,0,0,0,0,0,0,0,492,2024,F
Government,1,4804,Hamlyn Banks Primary School,Primary,O,SOUTH-WESTERN VICTORIA,Greater Geelong (C),Barwon,40,29,45,46,45,48,43,0,296,0,0,0,0,0,0,0,0,296,2024,F
Government,1,4807,Yarraman Oaks Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,29,32,35,34,18,22,16,0,186,0,0,0,0,0,0,0,0,186,2024,F
Government,1,4808,Mount Pleasant Road Nunawading Primary School,Primary,O,NORTH-EASTERN VICTORIA,Whitehorse (C),Inner Eastern Melbourne,59,60,57,55,63,63,61,0,418,0,0,0,0,0,0,0,0,418,2024,F
Government,1,4809,Glenroy West Primary School,Primary,O,NORTH-WESTERN VICTORIA,Merri-bek (C),Hume Merri-bek,59,49.4,53,50,43,39,52,0,345.4,0,0,0,0,0,0,0,0,345.4,2024,F
Government,1,4810,Dandenong South Primary School,Primary,O,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),Southern Melbourne,94,82,88,91,87,80,68,0,590,0,0,0,0,0,0,0,0,590,2024,F
