date,Rainfall amount (millimetres),Minimum temperature (Degree C),Maximum temperature (Degree C),Daily global solar exposure (MJ/m*m)
2018-05-05,2.2,12.1,21.6,6.5
2018-05-06,0.0,9.9,21.7,11.0
2018-05-07,0.2,12.0,19.5,6.2
2018-05-08,0.3,13.4,17.9,10.6
2018-05-09,0.0,8.0,18.4,7.5
2018-05-10,8.8,9.0,12.8,8.5
2018-05-11,19.6,7.4,15.1,3.7
2018-05-12,8.4,11.0,16.9,9.0
2018-05-13,3.7,13.0,16.2,10.8
2018-05-14,0.0,6.8,15.9,8.2
2018-05-15,0.0,8.9,14.6,4.6
2018-05-16,2.2,9.4,14.3,7.6
2018-05-17,0.0,11.7,15.0,6.9
2018-05-18,0.6,12.3,17.7,8.0
2018-05-19,3.6,10.6,15.5,6.5
2018-05-20,0.2,11.8,16.2,1.7
2018-05-21,2.6,12.6,16.7,5.0
2018-05-22,6.2,13.0,17.0,3.6
2018-05-23,6.2,11.8,15.3,6.5
2018-05-24,0.2,12.9,16.1,5.1
2018-05-25,0.0,9.4,14.9,9.5
2018-05-26,0.0,5.2,20.5,9.9
2018-05-27,0.0,7.3,20.7,8.0
2018-05-28,1.2,12.9,20.5,6.0
2018-05-29,1.2,13.7,17.9,8.1
2018-05-30,0.0,7.7,15.1,7.9
2018-05-31,5.0,9.6,14.8,7.6
2018-06-01,0.0,4.1,13.3,9.6
2018-06-02,0.0,3.5,13.6,9.6
2018-06-03,0.0,4.3,13.8,8.5
2018-06-04,0.0,4.5,14.4,9.3
2018-06-05,2.0,7.5,15.0,8.8
2018-06-06,0.0,5.6,19.1,9.4
2018-06-07,0.0,7.7,17.8,5.7
2018-06-08,1.0,12.4,13.6,3.3
2018-06-09,4.0,11.3,15.6,8.0
2018-06-10,0.2,4.1,15.3,9.3
2018-06-11,0.0,5.3,17.6,8.9
2018-06-12,0.8,7.9,16.6,6.7
2018-06-13,0.2,9.5,14.1,7.1
2018-06-14,6.6,8.6,14.5,7.8
2018-06-15,3.4,9.6,14.0,4.4
2018-06-16,2.2,6.9,13.1,7.1
2018-06-17,18.8,8.0,13.1,5.1
2018-06-18,6.2,9.5,12.0,5.9
2018-06-19,0.6,3.0,14.5,9.0
2018-06-20,0.0,4.3,15.3,8.0
2018-06-21,0.0,4.0,15.1,9.1
2018-06-22,0.0,4.3,15.0,8.5
2018-06-23,0.0,6.0,12.8,3.9
2018-06-24,0.0,9.0,13.1,5.7
2018-06-25,0.0,8.4,12.6,7.8
2018-06-26,0.0,8.4,14.1,6.6
2018-06-27,0.0,4.8,11.2,6.0
2018-06-28,0.0,5.3,10.6,5.2
2018-06-29,0.0,6.1,12.5,6.1
2018-06-30,1.2,9.4,14.2,4.9
2018-07-01,0.6,3.5,14.7,8.8
2018-07-02,0.0,2.4,14.6,9.4
2018-07-03,0.0,4.1,14.3,6.7
2018-07-04,0.0,10.4,17.1,6.0
2018-07-05,0.0,12.7,18.7,2.8
2018-07-06,0.0,12.5,15.2,8.3
2018-07-07,0.0,9.6,12.9,6.5
2018-07-08,0.0,9.3,13.9,6.2
2018-07-09,0.0,10.1,13.8,8.1
2018-07-10,0.0,9.3,11.5,5.4
2018-07-11,0.0,6.6,11.6,6.0
2018-07-12,0.0,4.3,11.3,7.5
2018-07-13,0.0,5.8,13.9,9.3
2018-07-14,0.0,4.4,15.5,10.0
2018-07-15,0.0,6.0,13.8,9.8
2018-07-16,0.4,7.9,12.6,4.5
2018-07-17,0.0,9.1,17.5,9.2
2018-07-18,1.6,6.2,15.2,10.3
2018-07-19,0.0,8.7,17.6,8.5
2018-07-20,5.4,7.2,12.1,7.2
2018-07-21,0.8,6.7,14.0,7.2
2018-07-22,0.0,8.0,14.8,10.5
2018-07-23,0.6,8.4,15.4,6.9
2018-07-24,0.0,8.6,15.6,7.1
2018-07-25,7.6,8.3,15.7,9.3
2018-07-26,0.0,7.7,15.1,8.9
2018-07-27,0.0,9.2,19.5,10.3
2018-07-28,0.8,8.4,18.6,9.3
2018-07-29,3.4,10.8,14.6,10.0
2018-07-30,0.8,8.2,12.6,7.3
2018-07-31,0.0,8.3,16.2,10.2
2018-08-01,1.4,9.9,14.8,11.4
2018-08-02,0.0,4.9,16.1,11.7
2018-08-03,0.0,7.8,18.4,6.3
2018-08-04,2.2,8.0,15.3,8.7
2018-08-05,0.2,10.6,17.6,11.2
2018-08-06,0.0,9.4,13.8,8.5
2018-08-07,0.0,7.3,14.8,9.6
2018-08-08,1.6,9.6,16.0,7.2
2018-08-09,3.4,5.6,15.4,8.6
2018-08-10,0.0,9.4,20.0,11.8
2018-08-11,10.2,8.1,14.7,7.4
2018-08-12,6.8,5.4,14.8,10.4
2018-08-13,0.4,7.9,14.9,8.6
2018-08-14,0.0,9.4,16.7,13.2
2018-08-15,0.0,11.5,18.4,10.1
2018-08-16,0.0,8.7,14.7,9.2
2018-08-17,1.0,7.7,15.9,12.2
2018-08-18,0.4,8.9,13.8,10.4
2018-08-19,10.8,6.7,11.9,9.3
2018-08-20,2.4,5.5,12.4,6.5
2018-08-21,1.6,8.6,12.4,7.7
2018-08-22,1.0,8.7,14.0,8.5
2018-08-23,0.0,5.6,16.0,11.1
2018-08-24,0.0,4.8,15.4,14.7
2018-08-25,0.0,3.9,15.2,14.9
2018-08-26,0.0,4.9,14.7,12.3
2018-08-27,3.6,6.8,12.9,12.4
2018-08-28,0.0,1.9,11.2,11.7
2018-08-29,0.0,0.8,12.5,15.5
2018-08-30,0.0,4.8,16.7,5.1
2018-08-31,2.4,8.9,16.0,6.8
2018-09-01,3.0,10.5,13.4,7.4
2018-09-02,3.4,5.0,12.3,11.2
2018-09-03,0.2,5.0,13.1,14.7
2018-09-04,0.0,3.4,19.5,14.7
2018-09-05,0.0,8.1,20.2,14.5
2018-09-06,0.2,13.8,20.6,9.5
2018-09-07,3.6,8.7,15.1,14.7
2018-09-08,0.0,4.2,17.5,16.2
2018-09-09,0.0,8.6,18.1,7.3
2018-09-10,0.2,13.4,18.0,10.2
2018-09-11,0.0,9.1,24.2,17.7
2018-09-12,0.0,11.7,18.5,15.8
2018-09-13,0.0,7.1,19.7,18.2
2018-09-14,0.0,10.9,22.7,18.2
2018-09-15,0.6,10.2,13.7,6.3
2018-09-16,2.5,5.5,14.0,15.3
2018-09-17,0.0,6.7,18.1,18.7
2018-09-18,0.0,11.0,20.3,8.0
2018-09-19,3.0,8.5,14.7,16.1
2018-09-20,0.4,3.8,17.4,18.5
2018-09-21,0.0,8.3,18.9,16.6
2018-09-22,0.0,6.8,17.3,19.7
2018-09-23,0.2,10.4,13.7,11.6
2018-09-24,0.0,4.6,14.9,17.2
2018-09-25,0.0,8.6,13.6,12.2
2018-09-26,0.0,6.4,17.6,20.8
2018-09-27,0.0,9.2,24.2,20.8
2018-09-28,0.0,10.7,15.2,10.2
2018-09-29,1.7,5.5,14.0,17.0
2018-09-30,0.0,6.8,16.5,19.8
2018-10-01,0.0,4.7,23.3,21.4
2018-10-02,0.0,11.4,25.8,13.4
2018-10-03,0.0,14.7,18.1,10.9
2018-10-04,0.0,10.9,14.6,12.5
2018-10-05,0.0,9.1,20.5,22.5
2018-10-06,0.0,8.3,23.8,22.7
2018-10-07,0.0,10.3,24.7,21.2
2018-10-08,0.0,13.5,28.2,22.7
2018-10-09,0.4,16.1,17.9,7.2
2018-10-10,3.4,10.1,16.5,20.0
2018-10-11,0.0,6.4,20.7,23.7
2018-10-12,0.0,8.7,22.7,23.9
2018-10-13,0.0,10.5,24.9,23.2
2018-10-14,0.0,12.4,27.3,22.1
2018-10-15,0.0,19.5,27.5,19.4
2018-10-16,0.6,20.0,23.1,6.1
2018-10-17,5.2,16.1,22.6,15.1
2018-10-18,2.8,14.7,20.7,10.5
2018-10-19,0.0,12.8,27.4,23.0
2018-10-20,10.0,11.7,16.1,9.8
2018-10-21,2.3,7.6,19.2,22.7
2018-10-22,0.0,8.9,27.0,25.7
2018-10-23,0.0,13.0,18.8,16.7
2018-10-24,0.0,9.2,15.5,19.7
2018-10-25,0.2,6.4,19.5,25.0
2018-10-26,0.0,9.6,18.3,23.7
2018-10-27,0.0,11.3,19.6,20.5
2018-10-28,0.0,9.3,15.9,22.8
2018-10-29,0.0,9.1,17.0,25.6
2018-10-30,0.0,8.3,25.2,25.8
2018-10-31,0.0,13.0,19.5,16.7
2018-11-01,0.0,12.8,34.3,14.2
2018-11-02,0.6,16.3,31.6,13.4
2018-11-03,0.2,12.6,20.9,19.9
2018-11-04,0.0,9.2,20.9,19.7
2018-11-05,3.0,14.5,28.6,15.8
2018-11-06,0.0,16.3,21.4,7.8
2018-11-07,0.8,11.1,17.2,18.2
2018-11-08,3.8,7.7,17.0,22.7
2018-11-09,0.0,8.0,20.0,14.8
2018-11-10,4.0,9.0,20.3,27.3
2018-11-11,0.0,9.3,19.6,29.1
2018-11-12,0.0,10.9,30.2,17.5
2018-11-13,0.0,16.9,30.5,18.4
2018-11-14,7.2,14.8,17.3,7.2
2018-11-15,0.0,13.7,18.1,23.8
2018-11-16,0.0,8.3,19.0,29.8
2018-11-17,0.0,9.6,18.1,29.9
2018-11-18,0.0,9.8,26.6,30.1
2018-11-19,0.0,15.4,30.9,27.5
2018-11-20,0.0,22.5,27.6,5.5
2018-11-21,25.6,12.3,23.2,24.2
2018-11-22,7.0,9.7,16.4,20.3
2018-11-23,7.2,11.0,14.5,3.5
2018-11-24,8.2,11.1,16.9,15.8
2018-11-25,0.8,12.7,18.8,20.5
2018-11-26,0.2,11.9,18.6,25.5
2018-11-27,0.0,14.4,20.0,23.3
2018-11-28,0.0,14.4,20.8,18.0
2018-11-29,1.0,13.9,18.7,21.1
2018-11-30,0.0,14.7,20.8,28.0
2018-12-01,0.0,10.3,31.7,30.8
2018-12-02,12.2,12.2,19.5,18.9
2018-12-03,0.0,13.3,23.6,13.4
2018-12-04,0.0,13.4,20.5,28.2
2018-12-05,0.0,13.4,25.2,31.1
2018-12-06,0.0,14.5,35.5,31.3
2018-12-07,0.0,25.1,38.0,27.1
2018-12-08,0.0,22.7,30.3,11.0
2018-12-09,0.0,16.0,20.1,11.8
2018-12-10,0.0,15.8,20.6,28.5
2018-12-11,0.0,13.0,23.6,31.6
2018-12-12,0.0,16.0,33.6,29.4
2018-12-13,21.2,16.9,21.1,6.0
2018-12-14,15.0,16.4,22.7,13.7
2018-12-15,47.0,17.2,24.8,17.5
2018-12-16,4.5,15.8,23.5,16.3
2018-12-17,2.0,15.6,21.8,23.2
2018-12-18,0.0,16.7,20.8,21.1
2018-12-19,0.0,16.8,26.9,16.6
2018-12-20,0.0,16.9,21.2,14.8
2018-12-21,1.0,15.4,20.9,9.6
2018-12-22,11.0,14.1,19.1,27.8
2018-12-23,0.0,11.5,26.9,32.3
2018-12-24,0.0,14.3,34.2,32.3
2018-12-25,0.0,15.8,23.9,32.2
2018-12-26,0.0,13.3,23.8,32.3
2018-12-27,0.0,16.2,37.4,29.3
2018-12-28,0.0,21.9,36.4,19.1
2018-12-29,1.6,21.0,23.9,5.7
2018-12-30,1.6,18.2,22.7,9.9
2018-12-31,0.2,17.3,23.5,31.3
2019-01-01,0.0,15.5,26.2,31.7
2019-01-02,0.0,18.4,22.2,26.3
2019-01-03,0.0,15.9,29.5,27.6
2019-01-04,0.0,18.0,42.6,27.4
2019-01-05,0.8,17.4,21.2,12.9
2019-01-06,1.8,14.6,22.1,30.9
2019-01-07,0.0,17.1,23.1,30.2
2019-01-08,0.0,16.7,24.1,28.9
2019-01-09,0.6,16.1,20.5,28.4
2019-01-10,0.0,13.5,21.4,25.8
2019-01-11,0.0,12.9,30.4,31.5
2019-01-12,0.0,17.7,24.7,28.6
2019-01-13,0.0,14.4,30.5,31.3
2019-01-14,0.0,18.7,32.3,31.1
2019-01-15,0.0,19.4,30.4,22.3
2019-01-16,0.0,19.8,26.7,17.5
2019-01-17,0.0,20.7,32.5,6.0
2019-01-18,0.0,22.3,28.7,2.6
2019-01-19,3.2,16.5,23.5,30.2
2019-01-20,0.0,15.2,22.9,29.2
2019-01-21,0.0,18.4,25.1,28.2
2019-01-22,0.0,19.0,26.8,29.3
2019-01-23,0.0,18.7,23.9,27.4
2019-01-24,0.0,17.3,40.8,30.0
2019-01-25,0.0,21.1,42.8,25.3
2019-01-26,0.0,19.9,26.1,27.7
2019-01-27,0.0,18.4,27.8,21.1
2019-01-28,0.0,15.5,34.5,29.4
2019-01-29,0.0,17.5,36.8,27.7
2019-01-30,0.0,18.0,38.1,19.9
2019-01-31,6.2,17.2,21.5,27.8
2019-02-01,0.0,12.6,24.2,28.8
2019-02-02,0.0,15.0,34.4,27.5
2019-02-03,0.0,19.1,38.2,26.1
2019-02-04,0.0,20.0,22.7,9.3
2019-02-05,0.0,17.7,26.9,14.6
2019-02-06,0.0,18.5,34.7,22.8
2019-02-07,11.2,20.7,28.3,25.1
2019-02-08,0.0,18.1,23.1,21.1
2019-02-09,4.9,14.6,19.7,13.6
2019-02-10,1.0,13.0,23.3,23.5
2019-02-11,0.0,14.4,27.5,18.6
2019-02-12,0.0,18.4,21.5,12.4
2019-02-13,3.2,11.8,19.2,23.7
2019-02-14,0.0,12.3,23.2,24.2
2019-02-15,0.0,14.8,22.8,23.1
2019-02-16,0.0,16.1,23.2,24.2
2019-02-17,0.0,15.0,29.0,20.0
2019-02-18,0.0,18.0,23.6,16.9
2019-02-19,0.0,13.7,20.2,21.4
2019-02-20,0.0,13.5,23.2,20.8
2019-02-21,0.0,14.0,20.4,16.2
2019-02-22,0.0,15.5,21.2,23.9
2019-02-23,0.0,16.4,25.8,24.0
2019-02-24,0.0,13.8,32.9,24.6
2019-02-25,0.0,18.0,34.2,24.4
2019-02-26,0.0,17.9,22.3,21.0
2019-02-27,0.0,12.9,25.7,24.0
2019-02-28,0.0,16.3,36.8,23.4
2019-03-01,0.0,22.6,38.1,22.3
2019-03-02,0.0,22.3,36.3,23.4
2019-03-03,0.0,25.1,36.0,14.4
2019-03-04,0.0,19.0,24.6,21.8
2019-03-05,0.0,18.0,24.3,15.5
2019-03-06,2.0,13.2,17.2,19.5
2019-03-07,1.4,9.7,22.1,21.2
2019-03-08,0.0,11.3,26.8,10.2
2019-03-09,0.0,13.9,24.7,20.0
2019-03-10,0.0,14.3,23.7,10.1
2019-03-11,0.4,15.9,21.8,18.6
2019-03-12,0.0,15.8,19.2,10.8
2019-03-13,0.4,11.9,18.6,15.1
2019-03-14,0.0,12.1,20.8,20.6
2019-03-15,0.0,11.7,22.2,18.7
2019-03-16,0.0,12.2,25.6,20.1
2019-03-17,0.0,14.2,25.6,19.2
2019-03-18,0.0,16.5,28.2,18.9
2019-03-19,0.0,16.9,23.4,12.7
2019-03-20,0.0,19.3,23.4,11.1
2019-03-21,0.0,18.2,24.3,12.5
2019-03-22,0.0,18.7,28.6,15.3
2019-03-23,5.0,19.9,31.3,13.6
2019-03-24,1.2,16.5,29.3,16.9
2019-03-25,0.0,14.8,19.0,13.6
2019-03-26,0.0,12.3,20.3,15.9
2019-03-27,0.0,11.1,21.7,17.8
2019-03-28,0.0,11.6,27.9,17.8
2019-03-29,0.0,14.6,28.5,4.9
2019-03-30,2.2,9.1,15.6,11.4
2019-03-31,2.0,9.4,18.5,8.0
2019-04-01,0.2,13.0,17.1,6.6
2019-04-02,0.0,7.4,25.9,16.6
2019-04-03,0.0,9.4,24.7,10.9
2019-04-04,0.0,13.3,21.9,13.9
2019-04-05,0.0,14.4,28.5,15.3
2019-04-06,0.0,16.5,20.1,12.4
2019-04-07,0.0,9.5,26.5,15.9
2019-04-08,0.0,12.5,23.1,9.0
2019-04-09,2.2,11.1,16.3,13.9
2019-04-10,1.8,10.7,15.8,4.8
2019-04-11,0.0,11.3,17.3,14.4
2019-04-12,0.0,6.7,24.9,15.3
2019-04-13,0.0,10.5,20.7,10.0
2019-04-14,0.0,11.8,22.5,14.4
2019-04-15,0.0,12.9,27.4,10.9
2019-04-16,0.0,17.1,30.3,14.4
2019-04-17,0.0,22.1,30.0,12.8
2019-04-18,0.4,13.2,17.7,12.8
2019-04-19,0.0,8.6,22.1,14.0
2019-04-20,0.0,10.2,30.2,13.9
2019-04-21,0.0,14.8,27.0,7.5
2019-04-22,1.0,13.7,17.6,6.0
2019-04-23,0.0,11.1,18.5,8.0
2019-04-24,0.0,14.6,23.2,8.2
2019-04-25,0.0,10.2,21.5,10.6
2019-04-26,0.0,11.9,15.8,6.9
2019-04-27,4.0,8.7,16.2,8.5
2019-04-28,2.0,12.4,17.4,5.2
2019-04-29,,11.5,18.1,8.4
2019-04-30,,7.9,23.1,11.7
2019-05-01,0.0,15.6,22.8,7.8
2019-05-02,4.2,17.1,20.2,6.2
2019-05-03,0.2,11.8,20.7,9.0
2019-05-04,0.4,13.0,16.4,8.2
2019-05-05,2.2,11.3,16.3,6.5
2019-05-06,0.2,11.7,16.7,8.5
2019-05-07,0.0,7.4,18.7,11.7
2019-05-08,5.6,10.3,17.4,7.3
2019-05-09,0.6,9.7,16.2,5.3
2019-05-10,8.6,10.2,14.2,2.8
2019-05-11,9.8,10.2,16.4,7.7
2019-05-12,0.1,12.2,17.7,6.6
2019-05-13,0.0,12.7,18.1,8.3
2019-05-14,0.0,11.3,20.2,9.0
2019-05-15,0.0,12.0,15.8,8.0
2019-05-16,0.0,10.5,16.1,9.8
2019-05-17,0.0,6.5,18.6,10.7
2019-05-18,0.0,6.2,21.5,10.6
2019-05-19,0.0,8.9,21.8,10.0
2019-05-20,0.6,12.0,19.6,3.1
2019-05-21,0.4,11.1,20.4,6.9
2019-05-22,0.0,10.7,22.3,10.3
2019-05-23,0.0,9.9,21.3,10.2
2019-05-24,0.0,13.8,20.2,4.4
2019-05-25,2.4,13.7,19.8,9.1
2019-05-26,8.0,9.5,15.1,8.6
2019-05-27,9.2,7.8,14.0,7.2
2019-05-28,0.0,8.2,15.7,3.3
2019-05-29,1.0,8.7,10.6,7.9
2019-05-30,7.6,6.7,13.3,5.8
2019-05-31,2.4,8.5,14.3,5.7
2019-06-01,2.2,11.7,14.6,5.8
2019-06-02,0.2,11.0,14.5,6.7
2019-06-03,17.4,8.2,12.0,3.8
2019-06-04,4.0,8.4,12.9,7.9
2019-06-05,0.0,8.6,13.0,5.7
2019-06-06,0.0,10.2,14.8,7.9
2019-06-07,0.0,11.7,16.6,8.0
2019-06-08,0.1,6.7,18.7,9.3
2019-06-09,0.0,7.8,18.0,8.0
2019-06-10,4.6,12.0,19.2,7.6
2019-06-11,0.0,9.6,17.9,9.2
2019-06-12,0.0,11.9,16.5,1.3
2019-06-13,4.0,8.8,17.4,8.9
2019-06-14,2.2,10.0,17.3,7.0
2019-06-15,3.6,9.0,15.2,6.4
2019-06-16,0.0,8.6,16.7,7.5
2019-06-17,1.4,6.3,17.9,8.6
2019-06-18,0.2,8.0,13.7,5.2
2019-06-19,1.2,6.6,11.9,7.0
2019-06-20,1.8,6.4,11.3,6.4
2019-06-21,4.4,6.5,12.6,8.5
2019-06-22,1.8,6.8,11.8,7.3
2019-06-23,0.0,3.6,9.6,5.9
2019-06-24,0.0,4.2,16.0,9.0
2019-06-25,0.0,3.5,17.0,8.9
2019-06-26,0.0,4.6,18.0,9.2
2019-06-27,0.0,5.9,17.5,9.2
2019-06-28,0.0,10.7,19.5,9.2
2019-06-29,1.2,13.0,17.6,2.6
2019-06-30,7.2,8.1,14.5,8.5
2019-07-01,0.0,9.5,14.1,8.3
2019-07-02,0.0,8.6,15.9,6.6
2019-07-03,0.0,8.2,13.7,7.5
2019-07-04,0.0,5.3,13.5,6.9
2019-07-05,0.0,3.5,19.1,9.0
2019-07-06,0.4,6.0,19.4,9.3
2019-07-07,0.0,9.0,18.2,6.1
2019-07-08,6.2,11.0,16.0,8.2
2019-07-09,0.0,6.8,15.0,7.2
2019-07-10,0.2,9.5,15.4,6.7
2019-07-11,7.8,7.8,14.3,4.6
2019-07-12,2.6,10.1,15.7,6.2
2019-07-13,3.0,7.0,12.0,8.3
2019-07-14,1.4,7.1,13.1,3.8
2019-07-15,5.2,8.9,14.3,7.6
2019-07-16,2.0,9.9,13.9,6.4
2019-07-17,0.0,9.7,13.7,3.6
2019-07-18,1.0,9.0,14.3,7.9
2019-07-19,1.4,7.5,15.7,9.6
2019-07-20,0.0,8.0,17.1,10.3
2019-07-21,0.0,11.3,16.6,8.1
2019-07-22,0.0,7.9,15.6,10.6
2019-07-23,2.4,9.9,15.2,8.2
2019-07-24,8.2,7.0,14.4,7.8
2019-07-25,0.0,9.2,14.8,5.2
2019-07-26,0.0,11.0,14.0,5.9
2019-07-27,8.0,9.8,15.3,8.7
2019-07-28,2.0,6.6,15.1,10.2
2019-07-29,0.0,8.9,14.6,9.9
2019-07-30,1.0,7.9,12.5,8.7
2019-07-31,,3.0,12.5,11.3
2019-08-01,0.0,5.8,13.8,8.6
2019-08-02,0.6,9.7,12.7,7.4
2019-08-03,0.2,10.0,13.9,6.2
2019-08-04,1.2,9.2,13.1,7.2
2019-08-05,0.2,10.0,15.8,10.7
2019-08-06,0.0,9.1,13.5,4.5
2019-08-07,0.6,9.3,14.1,7.5
2019-08-08,12.6,6.7,13.9,9.6
2019-08-09,2.2,7.8,10.1,7.3
2019-08-10,4.8,5.2,12.5,6.6
2019-08-11,6.8,4.8,12.9,11.4
2019-08-12,14.4,6.3,12.0,9.9
2019-08-13,0.0,8.8,13.1,7.0
2019-08-14,0.4,9.1,13.8,6.7
2019-08-15,0.0,7.3,16.2,10.5
2019-08-16,0.4,10.6,16.9,6.3
2019-08-17,4.0,7.0,16.5,13.4
2019-08-18,0.1,8.8,19.4,9.3
2019-08-19,4.4,5.8,12.3,12.8
2019-08-20,0.4,7.6,17.0,7.2
2019-08-21,0.2,11.5,16.6,11.5
2019-08-22,1.6,9.6,13.0,11.3
2019-08-23,0.0,3.8,15.1,14.5
2019-08-24,0.6,7.9,18.0,13.0
2019-08-25,1.2,6.5,12.9,13.9
2019-08-26,0.0,5.3,14.4,14.7
2019-08-27,0.0,4.2,15.3,12.9
2019-08-28,0.0,8.3,13.4,5.0
2019-08-29,7.4,6.1,13.0,13.2
2019-08-30,0.0,2.3,15.3,15.6
2019-08-31,0.0,5.0,18.2,15.8
2019-09-01,0.0,11.1,19.6,9.4
2019-09-02,2.4,10.2,17.6,13.8
2019-09-03,1.0,9.2,19.6,16.4
2019-09-04,0.0,8.2,18.7,15.1
2019-09-05,3.2,8.7,21.2,14.8
2019-09-06,3.0,11.3,16.0,10.4
2019-09-07,2.2,8.8,12.9,11.3
2019-09-08,4.0,8.2,15.1,9.5
2019-09-09,5.8,6.8,12.8,14.4
2019-09-10,2.2,7.7,14.8,16.1
2019-09-11,0.0,5.0,20.8,17.8
2019-09-12,0.0,11.1,20.8,11.8
2019-09-13,0.0,7.7,18.6,14.0
2019-09-14,0.2,9.3,20.0,18.3
2019-09-15,2.0,12.4,21.8,8.4
2019-09-16,16.8,9.7,12.8,17.7
2019-09-17,0.0,3.6,14.8,19.0
2019-09-18,0.0,4.3,18.9,19.2
2019-09-19,0.0,8.2,24.0,19.4
2019-09-20,0.0,15.7,26.2,14.4
2019-09-21,0.2,14.5,19.4,10.5
2019-09-22,4.4,7.9,15.5,13.6
2019-09-23,2.8,8.9,15.2,13.9
2019-09-24,1.2,8.3,15.1,13.3
2019-09-25,0.0,8.7,16.6,13.1
2019-09-26,0.0,8.3,20.3,19.6
2019-09-27,0.0,12.3,18.8,7.4
2019-09-28,0.0,7.2,14.9,17.7
2019-09-29,0.0,9.1,15.8,19.0
2019-09-30,0.0,10.1,14.1,14.4
2019-10-01,0.0,4.2,20.5,21.7
2019-10-02,0.0,9.3,26.5,18.5
2019-10-03,0.0,15.1,29.7,22.0
2019-10-04,0.0,12.5,15.2,11.0
2019-10-05,2.1,7.6,24.3,17.4
2019-10-06,0.0,12.9,24.8,17.4
2019-10-07,0.0,11.6,16.4,15.1
2019-10-08,3.2,9.5,14.2,17.0
2019-10-09,6.2,8.5,15.0,19.3
2019-10-10,0.6,10.2,14.7,12.6
2019-10-11,0.0,9.5,18.9,17.5
2019-10-12,0.0,8.2,20.4,20.1
2019-10-13,0.0,9.4,23.1,19.6
2019-10-14,0.6,13.6,26.7,20.2
2019-10-15,0.0,13.0,18.0,20.6
2019-10-16,0.0,13.3,20.4,11.4
2019-10-17,4.4,9.5,15.2,9.6
2019-10-18,0.0,7.3,22.1,23.2
2019-10-19,1.6,9.4,15.3,15.8
2019-10-20,0.7,10.0,16.4,14.7
2019-10-21,0.0,11.5,17.0,19.6
2019-10-22,0.0,11.9,19.6,23.7
2019-10-23,0.0,8.2,27.9,26.0
2019-10-24,0.0,13.0,33.8,26.1
2019-10-25,0.6,16.8,21.6,10.0
2019-10-26,4.1,9.6,15.5,17.2
2019-10-27,2.4,10.3,17.0,10.1
2019-10-28,1.2,8.7,21.6,26.3
2019-10-29,0.0,9.7,30.5,27.0
2019-10-30,0.0,13.8,25.1,27.2
2019-10-31,0.0,14.2,33.7,25.5
2019-11-01,0.0,20.0,34.3,22.8
2019-11-02,10.0,15.8,18.9,2.2
2019-11-03,10.2,12.8,20.7,7.8
2019-11-04,1.2,9.5,16.2,11.2
2019-11-05,11.2,7.7,19.6,27.4
2019-11-06,0.0,10.5,24.1,19.9
2019-11-07,0.0,11.5,17.7,8.3
2019-11-08,6.8,10.3,15.0,16.1
2019-11-09,7.6,7.6,14.2,9.8
2019-11-10,0.4,10.8,18.1,13.5
2019-11-11,0.0,10.0,29.6,27.4
2019-11-12,0.0,11.5,17.4,12.7
2019-11-13,1.4,9.1,17.3,12.0
2019-11-14,1.0,12.1,22.4,19.7
2019-11-15,0.0,13.0,18.5,12.4
2019-11-16,0.0,9.2,17.2,23.9
2019-11-17,0.0,10.8,16.2,24.1
2019-11-18,0.0,8.5,26.9,29.9
2019-11-19,0.0,11.4,18.6,27.9
2019-11-20,0.0,9.4,34.7,30.1
2019-11-21,0.0,14.0,40.9,18.8
2019-11-22,0.0,13.6,20.0,28.3
2019-11-23,0.0,10.1,23.8,24.6
2019-11-24,0.0,11.9,23.7,30.6
2019-11-25,0.0,11.4,27.4,18.0
2019-11-26,1.8,11.4,16.4,22.2
2019-11-27,0.0,8.6,24.8,31.0
2019-11-28,0.0,11.4,21.1,30.7
2019-11-29,0.0,11.9,19.7,21.9
2019-11-30,9.2,10.3,18.4,26.7
2019-12-01,0.0,12.2,16.8,9.8
2019-12-02,3.6,9.8,15.5,18.2
2019-12-03,0.0,11.0,22.2,19.2
2019-12-04,0.0,12.1,23.0,20.3
2019-12-05,0.0,12.3,23.9,20.4
2019-12-06,0.0,13.3,20.8,18.2
2019-12-07,0.0,11.2,21.0,30.3
2019-12-08,0.0,13.8,27.6,30.8
2019-12-09,0.0,16.3,38.0,28.6
2019-12-10,0.0,14.3,17.2,22.2
2019-12-11,0.0,13.4,18.1,21.8
2019-12-12,0.0,13.4,18.4,22.7
2019-12-13,0.0,11.4,20.9,24.8
2019-12-14,0.2,14.1,20.1,10.4
2019-12-15,0.0,15.1,21.7,16.4
2019-12-16,0.0,13.0,22.6,21.7
2019-12-17,0.6,12.6,26.3,29.5
2019-12-18,0.0,15.9,40.1,29.3
2019-12-19,0.0,17.2,23.3,29.3
2019-12-20,0.0,13.7,43.5,31.4
2019-12-21,0.0,16.9,20.2,28.3
2019-12-22,0.0,13.1,19.6,31.5
2019-12-23,0.0,12.1,20.0,29.2
2019-12-24,0.0,14.1,24.5,31.4
2019-12-25,0.0,14.0,27.9,32.0
2019-12-26,0.0,16.5,20.5,26.2
2019-12-27,0.0,13.6,23.9,31.6
2019-12-28,0.0,16.7,28.4,20.6
2019-12-29,0.0,16.8,33.2,31.9
2019-12-30,0.0,19.7,40.8,18.8
2019-12-31,0.0,15.3,21.2,29.3
