Date,Time,Location,Value
04-04-2020,16:00,Coolaroo,NULL
04-04-2020,17:00,Coolaroo,6.4
04-04-2020,18:00,Coolaroo,7.3
04-04-2020,19:00,Coolaroo,2.7
04-04-2020,20:00,Coolaroo,3.2
04-04-2020,21:00,Coolaroo,4.1
04-04-2020,22:00,Coolaroo,3.2
04-04-2020,23:00,Coolaroo,3.6
05-04-2020,00:00,Coolaroo,3.7
05-04-2020,01:00,Coolaroo,2.5
05-04-2020,02:00,Coolaroo,2.4
05-04-2020,03:00,Coolaroo,1.7
05-04-2020,04:00,Coolaroo,0.89
05-04-2020,05:00,Coolaroo,0.97
05-04-2020,06:00,Coolaroo,1
05-04-2020,07:00,Coolaroo,1.5
05-04-2020,08:00,Coolaroo,1.9
05-04-2020,09:00,Coolaroo,2.9
05-04-2020,10:00,Coolaroo,1.5
05-04-2020,11:00,Coolaroo,1.4
05-04-2020,12:00,Coolaroo,2
05-04-2020,13:00,Coolaroo,1.3
05-04-2020,14:00,Coolaroo,2.1
05-04-2020,15:00,Coolaroo,1.9
05-04-2020,16:00,Coolaroo,1.5
05-04-2020,17:00,Coolaroo,1.5
05-04-2020,18:00,Coolaroo,1
05-04-2020,19:00,Coolaroo,1.3
05-04-2020,20:00,Coolaroo,1
05-04-2020,21:00,Coolaroo,2.2
05-04-2020,22:00,Coolaroo,2.5
05-04-2020,23:00,Coolaroo,1.6
06-04-2020,00:00,Coolaroo,2.3
06-04-2020,01:00,Coolaroo,2.4
06-04-2020,02:00,Coolaroo,3
06-04-2020,03:00,Coolaroo,3.8
06-04-2020,04:00,Coolaroo,3.4
06-04-2020,05:00,Coolaroo,3.4
06-04-2020,06:00,Coolaroo,3.4
06-04-2020,07:00,Coolaroo,3.3
06-04-2020,08:00,Coolaroo,2.5
06-04-2020,09:00,Coolaroo,2.6
06-04-2020,10:00,Coolaroo,3.7
06-04-2020,11:00,Coolaroo,3.5
06-04-2020,12:00,Coolaroo,3.7
06-04-2020,13:00,Coolaroo,4.1
06-04-2020,14:00,Coolaroo,4.5
06-04-2020,15:00,Coolaroo,3.9
06-04-2020,16:00,Coolaroo,3.4
06-04-2020,17:00,Coolaroo,3.2
06-04-2020,18:00,Coolaroo,3
06-04-2020,19:00,Coolaroo,1.9
06-04-2020,20:00,Coolaroo,1.5
06-04-2020,21:00,Coolaroo,2.9
06-04-2020,22:00,Coolaroo,2.5
06-04-2020,23:00,Coolaroo,3.1
07-04-2020,00:00,Coolaroo,4.6
07-04-2020,01:00,Coolaroo,2.6
07-04-2020,02:00,Coolaroo,4.8
07-04-2020,03:00,Coolaroo,3.6
07-04-2020,04:00,Coolaroo,2.5
07-04-2020,05:00,Coolaroo,3.4
07-04-2020,06:00,Coolaroo,3.6
07-04-2020,07:00,Coolaroo,3.9
07-04-2020,08:00,Coolaroo,3.2
07-04-2020,09:00,Coolaroo,3.4
07-04-2020,10:00,Coolaroo,2.4
07-04-2020,11:00,Coolaroo,2.4
07-04-2020,12:00,Coolaroo,2.2
07-04-2020,13:00,Coolaroo,2.5
07-04-2020,14:00,Coolaroo,3.3
07-04-2020,15:00,Coolaroo,3.6
07-04-2020,16:00,Coolaroo,4.7
07-04-2020,17:00,Coolaroo,5.7
07-04-2020,18:00,Coolaroo,8.6
07-04-2020,19:00,Coolaroo,10.4
07-04-2020,20:00,Coolaroo,9.2
07-04-2020,21:00,Coolaroo,5.5
07-04-2020,22:00,Coolaroo,4.4
07-04-2020,23:00,Coolaroo,4
08-04-2020,00:00,Coolaroo,2.4
08-04-2020,01:00,Coolaroo,2
08-04-2020,02:00,Coolaroo,3.4
08-04-2020,03:00,Coolaroo,2.9
08-04-2020,04:00,Coolaroo,2.9
08-04-2020,05:00,Coolaroo,4.2
08-04-2020,06:00,Coolaroo,4
08-04-2020,07:00,Coolaroo,5.1
08-04-2020,08:00,Coolaroo,3.5
08-04-2020,09:00,Coolaroo,6.8
08-04-2020,10:00,Coolaroo,5.9
08-04-2020,11:00,Coolaroo,7.9
08-04-2020,12:00,Coolaroo,8.2
08-04-2020,13:00,Coolaroo,9.7
08-04-2020,14:00,Coolaroo,9.1
08-04-2020,15:00,Coolaroo,10.5
08-04-2020,16:00,Coolaroo,9.8
08-04-2020,17:00,Coolaroo,8.6
08-04-2020,18:00,Coolaroo,7.5
08-04-2020,19:00,Coolaroo,8.5
08-04-2020,20:00,Coolaroo,11.3
08-04-2020,21:00,Coolaroo,15.5
08-04-2020,22:00,Coolaroo,21.2
08-04-2020,23:00,Coolaroo,16.9
09-04-2020,00:00,Coolaroo,13.5
09-04-2020,01:00,Coolaroo,12.5
09-04-2020,02:00,Coolaroo,8.6
09-04-2020,03:00,Coolaroo,7.2
09-04-2020,04:00,Coolaroo,6.2
09-04-2020,05:00,Coolaroo,6.8
09-04-2020,06:00,Coolaroo,5.2
09-04-2020,07:00,Coolaroo,4.4
09-04-2020,08:00,Coolaroo,10.5
09-04-2020,09:00,Coolaroo,7.4
09-04-2020,10:00,Coolaroo,10.9
09-04-2020,11:00,Coolaroo,15.9
09-04-2020,12:00,Coolaroo,18.5
09-04-2020,13:00,Coolaroo,17.7
09-04-2020,14:00,Coolaroo,15.8
09-04-2020,15:00,Coolaroo,14.2
09-04-2020,16:00,Coolaroo,10.9
09-04-2020,17:00,Coolaroo,10.3
09-04-2020,18:00,Coolaroo,9.8
09-04-2020,19:00,Coolaroo,9.5
09-04-2020,20:00,Coolaroo,6.4
09-04-2020,21:00,Coolaroo,3.4
09-04-2020,22:00,Coolaroo,4.2
09-04-2020,23:00,Coolaroo,5.4
10-04-2020,00:00,Coolaroo,5.2
10-04-2020,01:00,Coolaroo,3.4
10-04-2020,02:00,Coolaroo,2.1
10-04-2020,03:00,Coolaroo,1.5
10-04-2020,04:00,Coolaroo,1.6
10-04-2020,05:00,Coolaroo,1.3
10-04-2020,06:00,Coolaroo,1.7
10-04-2020,07:00,Coolaroo,2.9
10-04-2020,08:00,Coolaroo,2.6
10-04-2020,09:00,Coolaroo,3.5
10-04-2020,10:00,Coolaroo,3.7
10-04-2020,11:00,Coolaroo,NULL
10-04-2020,12:00,Coolaroo,NULL
10-04-2020,13:00,Coolaroo,NULL
10-04-2020,14:00,Coolaroo,NULL
10-04-2020,15:00,Coolaroo,NULL
10-04-2020,16:00,Coolaroo,NULL
10-04-2020,17:00,Coolaroo,NULL
10-04-2020,18:00,Coolaroo,NULL
10-04-2020,19:00,Coolaroo,NULL
10-04-2020,20:00,Coolaroo,NULL
10-04-2020,21:00,Coolaroo,NULL
10-04-2020,22:00,Coolaroo,NULL
10-04-2020,23:00,Coolaroo,NULL
11-04-2020,00:00,Coolaroo,NULL
11-04-2020,01:00,Coolaroo,NULL
11-04-2020,02:00,Coolaroo,NULL
11-04-2020,03:00,Coolaroo,NULL
11-04-2020,04:00,Coolaroo,NULL
11-04-2020,05:00,Coolaroo,NULL
11-04-2020,06:00,Coolaroo,NULL
11-04-2020,07:00,Coolaroo,NULL
11-04-2020,08:00,Coolaroo,NULL
11-04-2020,09:00,Coolaroo,NULL
11-04-2020,10:00,Coolaroo,NULL
11-04-2020,11:00,Coolaroo,NULL
11-04-2020,12:00,Coolaroo,NULL
11-04-2020,13:00,Coolaroo,NULL
11-04-2020,14:00,Coolaroo,NULL
11-04-2020,15:00,Coolaroo,NULL
11-04-2020,16:00,Coolaroo,NULL
11-04-2020,17:00,Coolaroo,NULL
11-04-2020,18:00,Coolaroo,NULL
11-04-2020,19:00,Coolaroo,NULL
11-04-2020,20:00,Coolaroo,NULL
11-04-2020,21:00,Coolaroo,NULL
11-04-2020,22:00,Coolaroo,NULL
11-04-2020,23:00,Coolaroo,NULL
12-04-2020,00:00,Coolaroo,NULL
12-04-2020,01:00,Coolaroo,NULL
12-04-2020,02:00,Coolaroo,NULL
12-04-2020,03:00,Coolaroo,NULL
12-04-2020,04:00,Coolaroo,NULL
12-04-2020,05:00,Coolaroo,NULL
12-04-2020,06:00,Coolaroo,NULL
12-04-2020,07:00,Coolaroo,NULL
12-04-2020,08:00,Coolaroo,NULL
12-04-2020,09:00,Coolaroo,NULL
12-04-2020,10:00,Coolaroo,NULL
12-04-2020,11:00,Coolaroo,NULL
12-04-2020,12:00,Coolaroo,NULL
12-04-2020,13:00,Coolaroo,NULL
12-04-2020,14:00,Coolaroo,NULL
12-04-2020,15:00,Coolaroo,NULL
12-04-2020,16:00,Coolaroo,NULL
12-04-2020,17:00,Coolaroo,NULL
12-04-2020,18:00,Coolaroo,NULL
12-04-2020,19:00,Coolaroo,NULL
12-04-2020,20:00,Coolaroo,NULL
12-04-2020,21:00,Coolaroo,NULL
12-04-2020,22:00,Coolaroo,NULL
12-04-2020,23:00,Coolaroo,NULL
13-04-2020,00:00,Coolaroo,NULL
13-04-2020,01:00,Coolaroo,NULL
13-04-2020,02:00,Coolaroo,NULL
13-04-2020,03:00,Coolaroo,NULL
13-04-2020,04:00,Coolaroo,NULL
13-04-2020,05:00,Coolaroo,NULL
13-04-2020,06:00,Coolaroo,NULL
13-04-2020,07:00,Coolaroo,NULL
13-04-2020,08:00,Coolaroo,NULL
13-04-2020,09:00,Coolaroo,NULL
13-04-2020,10:00,Coolaroo,NULL
13-04-2020,11:00,Coolaroo,NULL
13-04-2020,12:00,Coolaroo,NULL
13-04-2020,13:00,Coolaroo,NULL
13-04-2020,14:00,Coolaroo,NULL
13-04-2020,15:00,Coolaroo,NULL
13-04-2020,16:00,Coolaroo,NULL
13-04-2020,17:00,Coolaroo,NULL
13-04-2020,18:00,Coolaroo,NULL
13-04-2020,19:00,Coolaroo,NULL
13-04-2020,20:00,Coolaroo,NULL
13-04-2020,21:00,Coolaroo,NULL
13-04-2020,22:00,Coolaroo,NULL
13-04-2020,23:00,Coolaroo,NULL
14-04-2020,00:00,Coolaroo,NULL
14-04-2020,01:00,Coolaroo,9.3
14-04-2020,02:00,Coolaroo,10.7
14-04-2020,03:00,Coolaroo,10.1
14-04-2020,04:00,Coolaroo,9.8
14-04-2020,05:00,Coolaroo,11.4
14-04-2020,06:00,Coolaroo,12.3
14-04-2020,07:00,Coolaroo,9.7
14-04-2020,08:00,Coolaroo,8.5
14-04-2020,09:00,Coolaroo,8.4
14-04-2020,10:00,Coolaroo,8.2
14-04-2020,11:00,Coolaroo,7.4
14-04-2020,12:00,Coolaroo,7.4
14-04-2020,13:00,Coolaroo,8.1
14-04-2020,14:00,Coolaroo,8.3
14-04-2020,15:00,Coolaroo,8.2
14-04-2020,16:00,Coolaroo,8.6
14-04-2020,17:00,Coolaroo,8.1
14-04-2020,18:00,Coolaroo,10.1
14-04-2020,19:00,Coolaroo,9.6
14-04-2020,20:00,Coolaroo,9.2
14-04-2020,21:00,Coolaroo,10.7
14-04-2020,22:00,Coolaroo,16.6
14-04-2020,23:00,Coolaroo,19.2
15-04-2020,00:00,Coolaroo,17.2
15-04-2020,01:00,Coolaroo,11.7
15-04-2020,02:00,Coolaroo,10.5
15-04-2020,03:00,Coolaroo,11
15-04-2020,04:00,Coolaroo,11.8
15-04-2020,05:00,Coolaroo,12.4
15-04-2020,06:00,Coolaroo,13.8
15-04-2020,07:00,Coolaroo,9.5
15-04-2020,08:00,Coolaroo,5.7
15-04-2020,09:00,Coolaroo,5.5
15-04-2020,10:00,Coolaroo,6.2
15-04-2020,11:00,Coolaroo,4.4
15-04-2020,12:00,Coolaroo,4.5
15-04-2020,13:00,Coolaroo,3.7
15-04-2020,14:00,Coolaroo,3.3
15-04-2020,15:00,Coolaroo,3.1
15-04-2020,16:00,Coolaroo,3.4
15-04-2020,17:00,Coolaroo,2.9
15-04-2020,18:00,Coolaroo,3
15-04-2020,19:00,Coolaroo,2.5
15-04-2020,20:00,Coolaroo,2.8
15-04-2020,21:00,Coolaroo,3.8
15-04-2020,22:00,Coolaroo,8.5
15-04-2020,23:00,Coolaroo,4.6
16-04-2020,00:00,Coolaroo,4.1
16-04-2020,01:00,Coolaroo,3.3
16-04-2020,02:00,Coolaroo,3.2
16-04-2020,03:00,Coolaroo,4.1
16-04-2020,04:00,Coolaroo,3.7
16-04-2020,05:00,Coolaroo,5.1
16-04-2020,06:00,Coolaroo,3.1
16-04-2020,07:00,Coolaroo,5.3
16-04-2020,08:00,Coolaroo,5.1
16-04-2020,09:00,Coolaroo,3.9
16-04-2020,10:00,Coolaroo,3.2
16-04-2020,11:00,Coolaroo,3.5
16-04-2020,12:00,Coolaroo,4.2
16-04-2020,13:00,Coolaroo,4.2
16-04-2020,14:00,Coolaroo,3.8
16-04-2020,15:00,Coolaroo,3.5
16-04-2020,16:00,Coolaroo,2.9
16-04-2020,17:00,Coolaroo,2.4
16-04-2020,18:00,Coolaroo,5.8
16-04-2020,19:00,Coolaroo,2.7
16-04-2020,20:00,Coolaroo,2.8
16-04-2020,21:00,Coolaroo,4.5
16-04-2020,22:00,Coolaroo,4.4
16-04-2020,23:00,Coolaroo,2.2
17-04-2020,00:00,Coolaroo,2.1
17-04-2020,01:00,Coolaroo,2
17-04-2020,02:00,Coolaroo,2.9
17-04-2020,03:00,Coolaroo,3.5
17-04-2020,04:00,Coolaroo,2.7
17-04-2020,05:00,Coolaroo,4.6
17-04-2020,06:00,Coolaroo,3.9
17-04-2020,07:00,Coolaroo,4.1
17-04-2020,08:00,Coolaroo,3.4
17-04-2020,09:00,Coolaroo,3.1
17-04-2020,10:00,Coolaroo,6.3
17-04-2020,11:00,Coolaroo,5.6
17-04-2020,12:00,Coolaroo,3.9
17-04-2020,13:00,Coolaroo,2.1
17-04-2020,14:00,Coolaroo,2
17-04-2020,15:00,Coolaroo,2.3
17-04-2020,16:00,Coolaroo,2.1
17-04-2020,17:00,Coolaroo,2.5
17-04-2020,18:00,Coolaroo,2.2
17-04-2020,19:00,Coolaroo,2.4
17-04-2020,20:00,Coolaroo,2.2
17-04-2020,21:00,Coolaroo,3.4
17-04-2020,22:00,Coolaroo,3.4
17-04-2020,23:00,Coolaroo,2.9
18-04-2020,00:00,Coolaroo,2.2
18-04-2020,01:00,Coolaroo,2.6
18-04-2020,02:00,Coolaroo,6.6
18-04-2020,03:00,Coolaroo,3
18-04-2020,04:00,Coolaroo,2.4
18-04-2020,05:00,Coolaroo,3.5
18-04-2020,06:00,Coolaroo,2.2
18-04-2020,07:00,Coolaroo,2.1
18-04-2020,08:00,Coolaroo,3.1
18-04-2020,09:00,Coolaroo,3.7
18-04-2020,10:00,Coolaroo,4.8
18-04-2020,11:00,Coolaroo,3.3
18-04-2020,12:00,Coolaroo,2.8
18-04-2020,13:00,Coolaroo,3.8
18-04-2020,14:00,Coolaroo,3.4
18-04-2020,15:00,Coolaroo,3.9
18-04-2020,16:00,Coolaroo,3.7
18-04-2020,17:00,Coolaroo,16.3
18-04-2020,18:00,Coolaroo,3.8
18-04-2020,19:00,Coolaroo,5.6
18-04-2020,20:00,Coolaroo,4.9
18-04-2020,21:00,Coolaroo,5.7
18-04-2020,22:00,Coolaroo,5.9
18-04-2020,23:00,Coolaroo,5.3
19-04-2020,00:00,Coolaroo,6.1
19-04-2020,01:00,Coolaroo,2.6
19-04-2020,02:00,Coolaroo,3.1
19-04-2020,03:00,Coolaroo,5.1
19-04-2020,04:00,Coolaroo,4.5
19-04-2020,05:00,Coolaroo,4.6
19-04-2020,06:00,Coolaroo,5.6
19-04-2020,07:00,Coolaroo,3
19-04-2020,08:00,Coolaroo,2.4
19-04-2020,09:00,Coolaroo,3.5
19-04-2020,10:00,Coolaroo,5.4
19-04-2020,11:00,Coolaroo,5.9
19-04-2020,12:00,Coolaroo,6.1
19-04-2020,13:00,Coolaroo,4.6
19-04-2020,14:00,Coolaroo,6.2
19-04-2020,15:00,Coolaroo,7.6
19-04-2020,16:00,Coolaroo,4.8
19-04-2020,17:00,Coolaroo,3.7
19-04-2020,18:00,Coolaroo,3.2
19-04-2020,19:00,Coolaroo,2.4
19-04-2020,20:00,Coolaroo,2.2
19-04-2020,21:00,Coolaroo,2.4
19-04-2020,22:00,Coolaroo,4.4
19-04-2020,23:00,Coolaroo,5.4
20-04-2020,00:00,Coolaroo,4.9
20-04-2020,01:00,Coolaroo,4.7
20-04-2020,02:00,Coolaroo,3.4
20-04-2020,03:00,Coolaroo,4.7
20-04-2020,04:00,Coolaroo,4.5
20-04-2020,05:00,Coolaroo,4.4
20-04-2020,06:00,Coolaroo,5.6
20-04-2020,07:00,Coolaroo,4.8
20-04-2020,08:00,Coolaroo,6
20-04-2020,09:00,Coolaroo,13.2
20-04-2020,10:00,Coolaroo,12.8
20-04-2020,11:00,Coolaroo,15.2
20-04-2020,12:00,Coolaroo,14.8
20-04-2020,13:00,Coolaroo,10.3
20-04-2020,14:00,Coolaroo,12.6
20-04-2020,15:00,Coolaroo,8.9
20-04-2020,16:00,Coolaroo,8.7
20-04-2020,17:00,Coolaroo,9.3
20-04-2020,18:00,Coolaroo,8.7
20-04-2020,19:00,Coolaroo,8.4
20-04-2020,20:00,Coolaroo,8.7
20-04-2020,21:00,Coolaroo,9.9
20-04-2020,22:00,Coolaroo,11.5
20-04-2020,23:00,Coolaroo,9.4
21-04-2020,00:00,Coolaroo,9.1
21-04-2020,01:00,Coolaroo,5.3
21-04-2020,02:00,Coolaroo,3.9
21-04-2020,03:00,Coolaroo,4.9
21-04-2020,04:00,Coolaroo,4.2
21-04-2020,05:00,Coolaroo,4.6
21-04-2020,06:00,Coolaroo,4.7
21-04-2020,07:00,Coolaroo,5.9
21-04-2020,08:00,Coolaroo,6.2
21-04-2020,09:00,Coolaroo,7.8
21-04-2020,10:00,Coolaroo,8.2
21-04-2020,11:00,Coolaroo,6.9
21-04-2020,12:00,Coolaroo,6.3
21-04-2020,13:00,Coolaroo,7.3
21-04-2020,14:00,Coolaroo,7.2
21-04-2020,15:00,Coolaroo,5
21-04-2020,16:00,Coolaroo,4
21-04-2020,17:00,Coolaroo,4
21-04-2020,18:00,Coolaroo,3.9
21-04-2020,19:00,Coolaroo,4.2
21-04-2020,20:00,Coolaroo,4.9
21-04-2020,21:00,Coolaroo,8.6
21-04-2020,22:00,Coolaroo,8.1
21-04-2020,23:00,Coolaroo,5.5
22-04-2020,00:00,Coolaroo,5.7
22-04-2020,01:00,Coolaroo,3.9
22-04-2020,02:00,Coolaroo,3.4
22-04-2020,03:00,Coolaroo,3.5
22-04-2020,04:00,Coolaroo,2.5
22-04-2020,05:00,Coolaroo,4.6
22-04-2020,06:00,Coolaroo,2.9
22-04-2020,07:00,Coolaroo,3.5
22-04-2020,08:00,Coolaroo,3.6
22-04-2020,09:00,Coolaroo,6.7
22-04-2020,10:00,Coolaroo,7.8
22-04-2020,11:00,Coolaroo,9.7
22-04-2020,12:00,Coolaroo,16.9
22-04-2020,13:00,Coolaroo,15.2
22-04-2020,14:00,Coolaroo,10.7
22-04-2020,15:00,Coolaroo,8.9
22-04-2020,16:00,Coolaroo,8.6
22-04-2020,17:00,Coolaroo,8.7
22-04-2020,18:00,Coolaroo,8.9
22-04-2020,19:00,Coolaroo,13.5
22-04-2020,20:00,Coolaroo,10.7
22-04-2020,21:00,Coolaroo,8.8
22-04-2020,22:00,Coolaroo,10.6
22-04-2020,23:00,Coolaroo,9.2
23-04-2020,00:00,Coolaroo,7.8
23-04-2020,01:00,Coolaroo,7.9
23-04-2020,02:00,Coolaroo,9.4
23-04-2020,03:00,Coolaroo,10.2
23-04-2020,04:00,Coolaroo,8.9
23-04-2020,05:00,Coolaroo,7.3
23-04-2020,06:00,Coolaroo,9.8
23-04-2020,07:00,Coolaroo,11.4
23-04-2020,08:00,Coolaroo,8.8
23-04-2020,09:00,Coolaroo,8.1
23-04-2020,10:00,Coolaroo,8.1
23-04-2020,11:00,Coolaroo,7.5
23-04-2020,12:00,Coolaroo,7.7
23-04-2020,13:00,Coolaroo,8.3
23-04-2020,14:00,Coolaroo,8.3
23-04-2020,15:00,Coolaroo,4.8
23-04-2020,16:00,Coolaroo,3
23-04-2020,17:00,Coolaroo,4.5
23-04-2020,18:00,Coolaroo,3.6
23-04-2020,19:00,Coolaroo,4.2
23-04-2020,20:00,Coolaroo,4.5
23-04-2020,21:00,Coolaroo,4.2
23-04-2020,22:00,Coolaroo,5.3
23-04-2020,23:00,Coolaroo,4.4
24-04-2020,00:00,Coolaroo,3.3
24-04-2020,01:00,Coolaroo,3.4
24-04-2020,02:00,Coolaroo,2.9
24-04-2020,03:00,Coolaroo,3.8
24-04-2020,04:00,Coolaroo,3.2
24-04-2020,05:00,Coolaroo,2.9
24-04-2020,06:00,Coolaroo,3.2
24-04-2020,07:00,Coolaroo,5.4
24-04-2020,08:00,Coolaroo,4.7
24-04-2020,09:00,Coolaroo,4.3
24-04-2020,10:00,Coolaroo,6
24-04-2020,11:00,Coolaroo,7.1
24-04-2020,12:00,Coolaroo,NULL
24-04-2020,13:00,Coolaroo,NULL
24-04-2020,14:00,Coolaroo,NULL
24-04-2020,15:00,Coolaroo,NULL
24-04-2020,16:00,Coolaroo,NULL
24-04-2020,17:00,Coolaroo,NULL
24-04-2020,18:00,Coolaroo,NULL
24-04-2020,19:00,Coolaroo,NULL
24-04-2020,20:00,Coolaroo,NULL
24-04-2020,21:00,Coolaroo,NULL
24-04-2020,22:00,Coolaroo,NULL
24-04-2020,23:00,Coolaroo,NULL
25-04-2020,00:00,Coolaroo,NULL
25-04-2020,01:00,Coolaroo,NULL
25-04-2020,02:00,Coolaroo,NULL
25-04-2020,03:00,Coolaroo,NULL
25-04-2020,04:00,Coolaroo,NULL
25-04-2020,05:00,Coolaroo,NULL
25-04-2020,06:00,Coolaroo,NULL
25-04-2020,07:00,Coolaroo,NULL
25-04-2020,08:00,Coolaroo,NULL
25-04-2020,09:00,Coolaroo,NULL
25-04-2020,10:00,Coolaroo,NULL
25-04-2020,11:00,Coolaroo,NULL
25-04-2020,12:00,Coolaroo,NULL
25-04-2020,13:00,Coolaroo,NULL
25-04-2020,14:00,Coolaroo,NULL
25-04-2020,15:00,Coolaroo,NULL
25-04-2020,16:00,Coolaroo,NULL
25-04-2020,17:00,Coolaroo,NULL
25-04-2020,18:00,Coolaroo,NULL
25-04-2020,19:00,Coolaroo,NULL
25-04-2020,20:00,Coolaroo,NULL
25-04-2020,21:00,Coolaroo,NULL
25-04-2020,22:00,Coolaroo,NULL
25-04-2020,23:00,Coolaroo,NULL
26-04-2020,00:00,Coolaroo,NULL
26-04-2020,01:00,Coolaroo,NULL
26-04-2020,02:00,Coolaroo,NULL
26-04-2020,03:00,Coolaroo,NULL
26-04-2020,04:00,Coolaroo,NULL
26-04-2020,05:00,Coolaroo,NULL
26-04-2020,06:00,Coolaroo,NULL
26-04-2020,07:00,Coolaroo,NULL
26-04-2020,08:00,Coolaroo,NULL
26-04-2020,09:00,Coolaroo,NULL
26-04-2020,10:00,Coolaroo,NULL
26-04-2020,11:00,Coolaroo,NULL
26-04-2020,12:00,Coolaroo,NULL
26-04-2020,13:00,Coolaroo,NULL
26-04-2020,14:00,Coolaroo,NULL
26-04-2020,15:00,Coolaroo,NULL
26-04-2020,16:00,Coolaroo,NULL
26-04-2020,17:00,Coolaroo,NULL
26-04-2020,18:00,Coolaroo,NULL
26-04-2020,19:00,Coolaroo,NULL
26-04-2020,20:00,Coolaroo,NULL
26-04-2020,21:00,Coolaroo,NULL
26-04-2020,22:00,Coolaroo,NULL
26-04-2020,23:00,Coolaroo,5.4
27-04-2020,00:00,Coolaroo,4
27-04-2020,01:00,Coolaroo,4
27-04-2020,02:00,Coolaroo,3.1
27-04-2020,03:00,Coolaroo,3.9
27-04-2020,04:00,Coolaroo,3.1
27-04-2020,05:00,Coolaroo,4.3
27-04-2020,06:00,Coolaroo,3.5
27-04-2020,07:00,Coolaroo,3.4
27-04-2020,08:00,Coolaroo,NULL
27-04-2020,09:00,Coolaroo,3.9
27-04-2020,10:00,Coolaroo,6.9
27-04-2020,11:00,Coolaroo,6.4
27-04-2020,12:00,Coolaroo,7.6
27-04-2020,13:00,Coolaroo,7.3
27-04-2020,14:00,Coolaroo,9.1
27-04-2020,15:00,Coolaroo,6.5
27-04-2020,16:00,Coolaroo,8.4
27-04-2020,17:00,Coolaroo,5.8
27-04-2020,18:00,Coolaroo,10.3
27-04-2020,19:00,Coolaroo,20.3
27-04-2020,20:00,Coolaroo,16.5
27-04-2020,21:00,Coolaroo,5.5
27-04-2020,22:00,Coolaroo,6.9
27-04-2020,23:00,Coolaroo,5.7
28-04-2020,00:00,Coolaroo,10.7
28-04-2020,01:00,Coolaroo,6.2
28-04-2020,02:00,Coolaroo,4.7
28-04-2020,03:00,Coolaroo,4.7
28-04-2020,04:00,Coolaroo,5.1
28-04-2020,05:00,Coolaroo,6.3
28-04-2020,06:00,Coolaroo,8.2
28-04-2020,07:00,Coolaroo,7.5
28-04-2020,08:00,Coolaroo,5.8
28-04-2020,09:00,Coolaroo,5.8
28-04-2020,10:00,Coolaroo,5.8
28-04-2020,11:00,Coolaroo,6.1
28-04-2020,12:00,Coolaroo,NULL
28-04-2020,13:00,Coolaroo,NULL
28-04-2020,14:00,Coolaroo,NULL
28-04-2020,15:00,Coolaroo,NULL
28-04-2020,16:00,Coolaroo,NULL
28-04-2020,17:00,Coolaroo,NULL
28-04-2020,18:00,Coolaroo,NULL
28-04-2020,19:00,Coolaroo,NULL
28-04-2020,20:00,Coolaroo,NULL
28-04-2020,21:00,Coolaroo,NULL
28-04-2020,22:00,Coolaroo,NULL
28-04-2020,23:00,Coolaroo,NULL
29-04-2020,00:00,Coolaroo,NULL
29-04-2020,01:00,Coolaroo,NULL
29-04-2020,02:00,Coolaroo,NULL
29-04-2020,03:00,Coolaroo,3.5
29-04-2020,04:00,Coolaroo,8.3
29-04-2020,05:00,Coolaroo,4.5
29-04-2020,06:00,Coolaroo,2.1
29-04-2020,07:00,Coolaroo,2.8
29-04-2020,08:00,Coolaroo,3.3
29-04-2020,09:00,Coolaroo,5.5
29-04-2020,10:00,Coolaroo,8.1
29-04-2020,11:00,Coolaroo,NULL
29-04-2020,12:00,Coolaroo,NULL
29-04-2020,13:00,Coolaroo,NULL
29-04-2020,14:00,Coolaroo,NULL
29-04-2020,15:00,Coolaroo,NULL
29-04-2020,16:00,Coolaroo,NULL
29-04-2020,17:00,Coolaroo,NULL
29-04-2020,18:00,Coolaroo,2.8
29-04-2020,19:00,Coolaroo,3.4
29-04-2020,20:00,Coolaroo,4.1
29-04-2020,21:00,Coolaroo,3.8
29-04-2020,22:00,Coolaroo,4.9
29-04-2020,23:00,Coolaroo,3.3
30-04-2020,00:00,Coolaroo,2.5
30-04-2020,01:00,Coolaroo,3
30-04-2020,02:00,Coolaroo,2.5
30-04-2020,03:00,Coolaroo,2.7
30-04-2020,04:00,Coolaroo,2.1
30-04-2020,05:00,Coolaroo,3.3
30-04-2020,06:00,Coolaroo,1.7
30-04-2020,07:00,Coolaroo,1.8
30-04-2020,08:00,Coolaroo,2.3
30-04-2020,09:00,Coolaroo,2.8
30-04-2020,10:00,Coolaroo,2.4
30-04-2020,11:00,Coolaroo,3
30-04-2020,12:00,Coolaroo,1
30-04-2020,13:00,Coolaroo,0.8
30-04-2020,14:00,Coolaroo,0.99
30-04-2020,15:00,Coolaroo,1
30-04-2020,16:00,Coolaroo,0.83
30-04-2020,17:00,Coolaroo,0.06
30-04-2020,18:00,Coolaroo,0
30-04-2020,19:00,Coolaroo,0.03
30-04-2020,20:00,Coolaroo,0.99
30-04-2020,21:00,Coolaroo,3.7
30-04-2020,22:00,Coolaroo,4.3
30-04-2020,23:00,Coolaroo,3.9
01-05-2020,00:00,Coolaroo,2.4
01-05-2020,01:00,Coolaroo,2
01-05-2020,02:00,Coolaroo,1.6
01-05-2020,03:00,Coolaroo,2
01-05-2020,04:00,Coolaroo,2.3
01-05-2020,05:00,Coolaroo,2.4
