,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,location,longitude,latitude
QVM-Queen St (East),5.1,1.9,3.5,2.6,3.9,7.5,20.0,34.2,58.6,109.5,174.7,268.5,384.3,404.9,324.3,234.6,155.3,82.8,63.7,40.6,16.0,15.6,10.0,5.9,"(-37.80631581, 144.95866698)",144.95866698,-37.80631581
QVM-Therry St (South),59.9,67.1,49.4,40.0,34.0,37.4,35.3,42.3,66.7,112.5,152.2,201.8,234.5,241.2,205.8,185.6,102.7,82.8,88.3,108.5,92.8,86.9,64.6,60.3,"(-37.80730067, 144.95956055)",144.95956055,-37.80730067
Queen St (West),1.8,0.9,1.2,0.5,0.5,7.9,8.5,11.8,17.8,20.1,31.5,41.9,47.2,48.8,48.3,43.8,42.0,34.3,25.0,20.3,7.5,7.1,6.0,4.7,"(-37.81652527, 144.96121063)",144.96121063,-37.81652527
RMIT Building 14,5.4,2.6,2.1,0.7,1.5,5.9,10.7,13.1,31.3,53.0,87.1,106.8,131.3,151.2,160.0,172.8,165.8,142.4,100.8,52.5,15.3,9.9,12.1,5.7,"(-37.80767455, 144.96309115)",144.96309115,-37.80767455
Royal Pde - Grattan St,4.0,1.5,1.3,0.7,1.7,1.8,8.8,16.9,25.8,35.8,49.4,56.3,61.6,60.6,68.9,70.2,65.4,55.1,33.4,22.0,8.5,8.1,6.0,2.2,"(-37.79949544, 144.95792282)",144.95792282,-37.79949544
Sandridge Bridge,1.1,0.2,0.9,1.9,0.8,5.9,10.2,12.2,17.3,25.4,43.3,51.8,57.7,67.3,69.9,60.6,67.8,54.6,36.8,22.4,5.1,4.4,5.4,2.4,"(-37.82011242, 144.96291898)",144.96291898,-37.82011242
Southbank,9.5,3.6,2.7,1.2,0.7,11.1,28.7,92.2,157.0,267.2,348.9,457.1,499.9,543.4,582.8,591.3,522.3,394.1,200.6,87.1,20.3,15.5,11.7,4.4,"(-37.82017828, 144.96508877)",144.96508877,-37.82017828
Southern Cross Station,1.8,1.2,0.9,0.4,1.4,7.3,14.1,14.6,12.4,24.1,31.0,32.7,40.3,42.2,54.6,44.2,56.1,46.3,34.5,22.7,6.9,6.0,6.5,2.5,"(-37.81982992, 144.95102556)",144.95102556,-37.81982992
Spencer St-Collins St (North),22.8,8.6,12.2,8.0,9.7,28.5,54.9,74.8,74.4,96.8,118.2,145.7,167.2,174.8,186.2,189.1,185.4,166.2,169.3,142.7,67.3,51.6,48.6,21.7,"(-37.81887962, 144.95449198)",144.95449198,-37.81887962
Spencer St-Collins St (South),5.7,4.0,6.0,3.3,7.5,11.0,11.5,18.8,20.2,27.5,34.9,44.8,56.6,54.5,58.5,57.3,50.9,52.6,43.0,42.8,18.9,19.8,11.2,5.7,"(-37.81909256, 144.95452749)",144.95452749,-37.81909256
St Kilda Rd-Alexandra Gardens,0.9,1.8,1.7,0.8,0.9,2.4,9.5,19.6,42.1,72.0,104.8,141.9,145.3,155.1,170.5,175.7,171.6,111.5,54.5,20.1,2.6,2.4,1.8,0.5,"(-37.81965808, 144.96863453)",144.96863453,-37.81965808
State Library - New,6.0,4.0,2.1,2.6,3.6,12.0,12.7,20.7,38.4,77.4,131.9,209.8,265.6,311.6,383.1,401.4,386.3,342.0,222.9,111.9,44.6,26.5,25.8,13.0,"(-37.81057845, 144.96444294)",144.96444294,-37.81057845
Swanston St - City Square,3.1,2.3,1.6,2.2,1.0,5.5,13.9,13.1,18.8,28.9,47.3,61.0,68.4,97.2,114.7,103.2,95.6,81.7,54.8,33.7,11.0,9.3,10.4,7.2,"(-37.81569416, 144.96680641)",144.96680641,-37.81569416
The Arts Centre,20.7,15.1,14.5,22.5,17.2,33.0,36.6,40.3,59.5,96.9,163.7,187.1,191.9,224.4,218.3,205.8,203.7,172.9,109.9,58.1,23.2,27.2,19.4,13.3,"(-37.82129924, 144.96879309)",144.96879309,-37.82129924
Tin Alley-Swanston St (West),0.6,0.9,0.3,0.1,0.3,0.5,1.0,3.1,5.3,10.8,19.0,18.8,21.7,27.8,32.2,37.4,38.4,29.2,20.2,10.2,2.2,1.4,0.9,0.7,"(-37.79690473, 144.96440378)",144.96440378,-37.79690473
Town Hall (West),8.8,7.7,7.5,6.0,8.6,20.5,34.1,48.8,73.2,114.5,185.5,245.5,295.5,339.4,339.9,334.6,308.5,261.8,155.1,80.9,32.0,32.0,25.6,16.0,"(-37.81487988, 144.9660878)",144.9660878,-37.81487988
Victoria Point,2.0,1.6,1.3,0.6,1.3,2.4,5.1,8.5,15.7,18.9,29.8,32.4,36.8,42.9,35.3,33.5,33.4,41.2,35.3,28.1,10.1,7.4,5.1,1.7,"(-37.81876473, 144.94710545)",144.94710545,-37.81876473
Waterfront City,1.1,0.4,0.5,0.6,1.3,0.7,4.3,7.5,18.8,34.5,53.4,69.7,70.7,83.4,91.0,95.5,100.7,94.8,67.8,47.9,4.9,3.1,3.1,2.6,"(-37.81564989, 144.93970695)",144.93970695,-37.81564989
Webb Bridge,2.3,2.0,1.1,0.8,0.7,4.6,10.2,32.5,72.1,119.6,194.7,259.8,264.7,287.8,283.1,298.9,295.2,250.5,124.1,57.3,11.6,6.1,3.4,3.9,"(-37.82293543, 144.94717511)",144.94717511,-37.82293543
