Date,Time,Location,Value,New Value
26/03/20,14:00,Macleod,8.0,8.0
26/03/20,15:00,Macleod,,7.2
26/03/20,16:00,Macleod,6.4,6.4
26/03/20,17:00,Macleod,7.8,7.8
26/03/20,18:00,Macleod,8.8,8.8
26/03/20,19:00,Macleod,13.1,13.1
26/03/20,20:00,Macleod,16.4,16.4
26/03/20,21:00,Macleod,16.9,16.9
26/03/20,22:00,Macleod,16.5,16.5
26/03/20,23:00,Macleod,16.5,16.5
27/03/20,0:00,Macleod,10.7,10.7
27/03/20,1:00,Macleod,5.3,5.3
27/03/20,2:00,Macleod,5.4,5.4
27/03/20,3:00,Macleod,5.4,5.4
27/03/20,4:00,Macleod,5.8,5.8
27/03/20,5:00,Macleod,5.9,5.9
27/03/20,6:00,Macleod,5.8,5.8
27/03/20,7:00,Macleod,5.7,5.7
27/03/20,8:00,Macleod,5.6,5.6
27/03/20,9:00,Macleod,6.0,6.0
27/03/20,10:00,Macleod,6.4,6.4
27/03/20,11:00,Macleod,7.2,7.2
27/03/20,12:00,Macleod,7.3,7.3
27/03/20,13:00,Macleod,7.8,7.8
27/03/20,14:00,Macleod,8.2,8.2
27/03/20,15:00,Macleod,,7.75
27/03/20,16:00,Macleod,7.3,7.3
27/03/20,17:00,Macleod,7.2,7.2
27/03/20,18:00,Macleod,8.0,8.0
27/03/20,19:00,Macleod,10.2,10.2
27/03/20,20:00,Macleod,11.4,11.4
27/03/20,21:00,Macleod,10.1,10.1
27/03/20,22:00,Macleod,8.4,8.4
27/03/20,23:00,Macleod,7.4,7.4
28/03/20,0:00,Macleod,6.1,6.1
28/03/20,1:00,Macleod,6.5,6.5
28/03/20,2:00,Macleod,6.5,6.5
28/03/20,3:00,Macleod,6.0,6.0
28/03/20,4:00,Macleod,5.6,5.6
28/03/20,5:00,Macleod,5.3,5.3
28/03/20,6:00,Macleod,5.0,5.0
28/03/20,7:00,Macleod,4.9,4.9
28/03/20,8:00,Macleod,5.1,5.1
28/03/20,9:00,Macleod,5.5,5.5
28/03/20,10:00,Macleod,5.3,5.3
28/03/20,11:00,Macleod,5.1,5.1
28/03/20,12:00,Macleod,5.5,5.5
28/03/20,13:00,Macleod,5.1,5.1
28/03/20,14:00,Macleod,5.2,5.2
28/03/20,15:00,Macleod,,5.300000000000001
28/03/20,16:00,Macleod,5.4,5.4
28/03/20,17:00,Macleod,6.0,6.0
28/03/20,18:00,Macleod,5.4,5.4
28/03/20,19:00,Macleod,5.3,5.3
28/03/20,20:00,Macleod,5.4,5.4
28/03/20,21:00,Macleod,5.4,5.4
28/03/20,22:00,Macleod,5.4,5.4
28/03/20,23:00,Macleod,5.3,5.3
29/03/20,0:00,Macleod,5.4,5.4
29/03/20,1:00,Macleod,5.7,5.7
29/03/20,2:00,Macleod,5.7,5.7
29/03/20,3:00,Macleod,5.7,5.7
29/03/20,4:00,Macleod,5.6,5.6
29/03/20,5:00,Macleod,4.8,4.8
29/03/20,6:00,Macleod,4.8,4.8
29/03/20,7:00,Macleod,4.8,4.8
29/03/20,8:00,Macleod,4.9,4.9
29/03/20,9:00,Macleod,4.8,4.8
29/03/20,10:00,Macleod,4.6,4.6
29/03/20,11:00,Macleod,4.2,4.2
29/03/20,12:00,Macleod,4.2,4.2
29/03/20,13:00,Macleod,4.5,4.5
29/03/20,14:00,Macleod,5.0,5.0
29/03/20,15:00,Macleod,,6.2
29/03/20,16:00,Macleod,7.4,7.4
29/03/20,17:00,Macleod,8.6,8.6
29/03/20,18:00,Macleod,9.2,9.2
29/03/20,19:00,Macleod,9.4,9.4
29/03/20,20:00,Macleod,9.2,9.2
29/03/20,21:00,Macleod,9.4,9.4
29/03/20,22:00,Macleod,9.4,9.4
29/03/20,23:00,Macleod,7.9,7.9
30/03/20,0:00,Macleod,5.7,5.7
30/03/20,1:00,Macleod,4.7,4.7
30/03/20,2:00,Macleod,4.2,4.2
30/03/20,3:00,Macleod,4.1,4.1
30/03/20,4:00,Macleod,4.0,4.0
30/03/20,5:00,Macleod,4.1,4.1
30/03/20,6:00,Macleod,4.0,4.0
30/03/20,7:00,Macleod,3.9,3.9
30/03/20,8:00,Macleod,4.1,4.1
30/03/20,9:00,Macleod,4.3,4.3
30/03/20,10:00,Macleod,5.1,5.1
30/03/20,11:00,Macleod,5.1,5.1
30/03/20,12:00,Macleod,5.1,5.1
30/03/20,13:00,Macleod,5.5,5.5
30/03/20,14:00,Macleod,5.5,5.5
30/03/20,15:00,Macleod,,5.8
30/03/20,16:00,Macleod,6.1,6.1
30/03/20,17:00,Macleod,6.1,6.1
30/03/20,18:00,Macleod,5.8,5.8
30/03/20,19:00,Macleod,5.5,5.5
30/03/20,20:00,Macleod,6.0,6.0
30/03/20,21:00,Macleod,6.2,6.2
30/03/20,22:00,Macleod,7.6,7.6
30/03/20,23:00,Macleod,7.2,7.2
31/03/20,0:00,Macleod,5.9,5.9
31/03/20,1:00,Macleod,,6.0125
31/03/20,2:00,Macleod,,6.125
31/03/20,3:00,Macleod,,6.237500000000001
31/03/20,4:00,Macleod,,6.3500000000000005
31/03/20,5:00,Macleod,,6.4625
31/03/20,6:00,Macleod,,6.575
31/03/20,7:00,Macleod,,6.6875
31/03/20,8:00,Macleod,,6.8
31/03/20,9:00,Macleod,,6.9125
31/03/20,10:00,Macleod,,7.025
31/03/20,11:00,Macleod,,7.1375
31/03/20,12:00,Macleod,,7.25
31/03/20,13:00,Macleod,,7.3625
31/03/20,14:00,Macleod,,7.475
31/03/20,15:00,Macleod,,7.5875
31/03/20,16:00,Macleod,,7.7
31/03/20,17:00,Macleod,,7.8125
31/03/20,18:00,Macleod,,7.925
31/03/20,19:00,Macleod,,8.0375
31/03/20,20:00,Macleod,,8.15
31/03/20,21:00,Macleod,,8.2625
31/03/20,22:00,Macleod,,8.375
31/03/20,23:00,Macleod,,8.4875
01/04/20,0:00,Macleod,8.6,8.6
01/04/20,1:00,Macleod,8.2,8.2
01/04/20,2:00,Macleod,7.7,7.7
01/04/20,3:00,Macleod,6.6,6.6
01/04/20,4:00,Macleod,6.1,6.1
01/04/20,5:00,Macleod,6.2,6.2
01/04/20,6:00,Macleod,6.0,6.0
01/04/20,7:00,Macleod,6.1,6.1
01/04/20,8:00,Macleod,7.1,7.1
01/04/20,9:00,Macleod,13.7,13.7
01/04/20,10:00,Macleod,13.9,13.9
01/04/20,11:00,Macleod,14.7,14.7
01/04/20,12:00,Macleod,15.9,15.9
01/04/20,13:00,Macleod,16.1,16.1
01/04/20,14:00,Macleod,16.7,16.7
01/04/20,15:00,Macleod,,14.5
01/04/20,16:00,Macleod,12.3,12.3
01/04/20,17:00,Macleod,12.6,12.6
01/04/20,18:00,Macleod,15.3,15.3
01/04/20,19:00,Macleod,14.5,14.5
01/04/20,20:00,Macleod,9.9,9.9
01/04/20,21:00,Macleod,5.8,5.8
01/04/20,22:00,Macleod,7.1,7.1
01/04/20,23:00,Macleod,9.2,9.2
02/04/20,0:00,Macleod,12.5,12.5
02/04/20,1:00,Macleod,11.5,11.5
02/04/20,2:00,Macleod,4.9,4.9
02/04/20,3:00,Macleod,4.8,4.8
02/04/20,4:00,Macleod,4.7,4.7
02/04/20,5:00,Macleod,3.8,3.8
02/04/20,6:00,Macleod,3.9,3.9
02/04/20,7:00,Macleod,9.2,9.2
02/04/20,8:00,Macleod,13.1,13.1
02/04/20,9:00,Macleod,10.4,10.4
02/04/20,10:00,Macleod,9.4,9.4
02/04/20,11:00,Macleod,7.4,7.4
02/04/20,12:00,Macleod,7.8,7.8
02/04/20,13:00,Macleod,8.8,8.8
02/04/20,14:00,Macleod,9.0,9.0
02/04/20,15:00,Macleod,,8.35
02/04/20,16:00,Macleod,7.7,7.7
02/04/20,17:00,Macleod,7.4,7.4
02/04/20,18:00,Macleod,7.0,7.0
02/04/20,19:00,Macleod,6.9,6.9
02/04/20,20:00,Macleod,7.1,7.1
02/04/20,21:00,Macleod,7.3,7.3
02/04/20,22:00,Macleod,7.7,7.7
02/04/20,23:00,Macleod,7.0,7.0
03/04/20,0:00,Macleod,6.8,6.8
03/04/20,1:00,Macleod,7.2,7.2
03/04/20,2:00,Macleod,6.4,6.4
03/04/20,3:00,Macleod,5.7,5.7
03/04/20,4:00,Macleod,5.8,5.8
03/04/20,5:00,Macleod,5.9,5.9
03/04/20,6:00,Macleod,5.9,5.9
03/04/20,7:00,Macleod,5.8,5.8
03/04/20,8:00,Macleod,5.7,5.7
03/04/20,9:00,Macleod,5.0,5.0
03/04/20,10:00,Macleod,4.9,4.9
03/04/20,11:00,Macleod,4.9,4.9
03/04/20,12:00,Macleod,4.9,4.9
03/04/20,13:00,Macleod,5.1,5.1
03/04/20,14:00,Macleod,4.4,4.4
03/04/20,15:00,Macleod,,4.2
03/04/20,16:00,Macleod,4.0,4.0
03/04/20,17:00,Macleod,4.1,4.1
03/04/20,18:00,Macleod,4.0,4.0
03/04/20,19:00,Macleod,4.1,4.1
03/04/20,20:00,Macleod,4.2,4.2
03/04/20,21:00,Macleod,4.8,4.8
03/04/20,22:00,Macleod,5.5,5.5
03/04/20,23:00,Macleod,4.8,4.8
04/04/20,0:00,Macleod,4.3,4.3
04/04/20,1:00,Macleod,4.7,4.7
04/04/20,2:00,Macleod,4.7,4.7
04/04/20,3:00,Macleod,3.8,3.8
04/04/20,4:00,Macleod,4.0,4.0
04/04/20,5:00,Macleod,3.9,3.9
04/04/20,6:00,Macleod,3.7,3.7
04/04/20,7:00,Macleod,3.7,3.7
04/04/20,8:00,Macleod,3.8,3.8
04/04/20,9:00,Macleod,3.8,3.8
04/04/20,10:00,Macleod,4.2,4.2
04/04/20,11:00,Macleod,4.3,4.3
04/04/20,12:00,Macleod,4.3,4.3
04/04/20,13:00,Macleod,4.6,4.6
04/04/20,14:00,Macleod,4.5,4.5
04/04/20,15:00,Macleod,,4.5
04/04/20,16:00,Macleod,,4.5
04/04/20,17:00,Macleod,4.5,4.5
04/04/20,18:00,Macleod,4.6,4.6
04/04/20,19:00,Macleod,4.7,4.7
04/04/20,20:00,Macleod,4.8,4.8
04/04/20,21:00,Macleod,4.8,4.8
04/04/20,22:00,Macleod,4.8,4.8
04/04/20,23:00,Macleod,4.4,4.4
05/04/20,0:00,Macleod,4.4,4.4
05/04/20,1:00,Macleod,4.1,4.1
05/04/20,2:00,Macleod,4.2,4.2
05/04/20,3:00,Macleod,4.2,4.2
05/04/20,4:00,Macleod,4.1,4.1
05/04/20,5:00,Macleod,4.0,4.0
05/04/20,6:00,Macleod,4.3,4.3
05/04/20,7:00,Macleod,4.3,4.3
05/04/20,8:00,Macleod,4.5,4.5
05/04/20,9:00,Macleod,4.4,4.4
05/04/20,10:00,Macleod,4.2,4.2
05/04/20,11:00,Macleod,4.5,4.5
05/04/20,12:00,Macleod,4.4,4.4
05/04/20,13:00,Macleod,4.5,4.5
05/04/20,14:00,Macleod,4.5,4.5
05/04/20,15:00,Macleod,4.6,4.6
05/04/20,16:00,Macleod,,4.5
05/04/20,17:00,Macleod,4.4,4.4
05/04/20,18:00,Macleod,4.4,4.4
05/04/20,19:00,Macleod,4.5,4.5
05/04/20,20:00,Macleod,4.4,4.4
05/04/20,21:00,Macleod,4.3,4.3
05/04/20,22:00,Macleod,4.6,4.6
05/04/20,23:00,Macleod,4.8,4.8
06/04/20,0:00,Macleod,4.7,4.7
06/04/20,1:00,Macleod,4.7,4.7
06/04/20,2:00,Macleod,4.4,4.4
06/04/20,3:00,Macleod,4.3,4.3
06/04/20,4:00,Macleod,4.6,4.6
06/04/20,5:00,Macleod,4.8,4.8
06/04/20,6:00,Macleod,5.0,5.0
06/04/20,7:00,Macleod,4.7,4.7
06/04/20,8:00,Macleod,4.7,4.7
06/04/20,9:00,Macleod,4.9,4.9
06/04/20,10:00,Macleod,5.2,5.2
06/04/20,11:00,Macleod,5.7,5.7
06/04/20,12:00,Macleod,6.6,6.6
06/04/20,13:00,Macleod,6.6,6.6
06/04/20,14:00,Macleod,6.6,6.6
06/04/20,15:00,Macleod,6.8,6.8
06/04/20,16:00,Macleod,,6.75
06/04/20,17:00,Macleod,6.7,6.7
06/04/20,18:00,Macleod,6.5,6.5
06/04/20,19:00,Macleod,4.9,4.9
06/04/20,20:00,Macleod,4.5,4.5
06/04/20,21:00,Macleod,4.6,4.6
06/04/20,22:00,Macleod,4.8,4.8
06/04/20,23:00,Macleod,4.9,4.9
07/04/20,0:00,Macleod,4.5,4.5
07/04/20,1:00,Macleod,4.3,4.3
07/04/20,2:00,Macleod,4.2,4.2
07/04/20,3:00,Macleod,4.4,4.4
07/04/20,4:00,Macleod,4.6,4.6
07/04/20,5:00,Macleod,5.2,5.2
07/04/20,6:00,Macleod,5.4,5.4
07/04/20,7:00,Macleod,4.9,4.9
07/04/20,8:00,Macleod,4.5,4.5
07/04/20,9:00,Macleod,4.6,4.6
07/04/20,10:00,Macleod,4.7,4.7
07/04/20,11:00,Macleod,5.1,5.1
07/04/20,12:00,Macleod,5.3,5.3
07/04/20,13:00,Macleod,5.2,5.2
07/04/20,14:00,Macleod,5.6,5.6
07/04/20,15:00,Macleod,5.6,5.6
07/04/20,16:00,Macleod,,5.449999999999999
07/04/20,17:00,Macleod,5.3,5.3
07/04/20,18:00,Macleod,5.3,5.3
07/04/20,19:00,Macleod,5.8,5.8
07/04/20,20:00,Macleod,6.0,6.0
07/04/20,21:00,Macleod,5.4,5.4
07/04/20,22:00,Macleod,6.1,6.1
07/04/20,23:00,Macleod,5.4,5.4
08/04/20,0:00,Macleod,5.1,5.1
08/04/20,1:00,Macleod,3.9,3.9
08/04/20,2:00,Macleod,3.9,3.9
08/04/20,3:00,Macleod,4.3,4.3
08/04/20,4:00,Macleod,4.1,4.1
08/04/20,5:00,Macleod,4.6,4.6
08/04/20,6:00,Macleod,5.8,5.8
08/04/20,7:00,Macleod,5.5,5.5
08/04/20,8:00,Macleod,4.8,4.8
08/04/20,9:00,Macleod,5.3,5.3
08/04/20,10:00,Macleod,5.5,5.5
08/04/20,11:00,Macleod,6.0,6.0
08/04/20,12:00,Macleod,6.8,6.8
08/04/20,13:00,Macleod,6.5,6.5
08/04/20,14:00,Macleod,6.4,6.4
08/04/20,15:00,Macleod,5.5,5.5
08/04/20,16:00,Macleod,,6.95
08/04/20,17:00,Macleod,8.4,8.4
08/04/20,18:00,Macleod,8.4,8.4
08/04/20,19:00,Macleod,8.9,8.9
08/04/20,20:00,Macleod,8.8,8.8
08/04/20,21:00,Macleod,8.4,8.4
08/04/20,22:00,Macleod,10.4,10.4
08/04/20,23:00,Macleod,11.9,11.9
09/04/20,0:00,Macleod,12.2,12.2
09/04/20,1:00,Macleod,10.9,10.9
09/04/20,2:00,Macleod,9.5,9.5
09/04/20,3:00,Macleod,6.8,6.8
09/04/20,4:00,Macleod,6.4,6.4
09/04/20,5:00,Macleod,6.4,6.4
09/04/20,6:00,Macleod,6.6,6.6
09/04/20,7:00,Macleod,6.8,6.8
09/04/20,8:00,Macleod,6.2,6.2
09/04/20,9:00,Macleod,7.6,7.6
09/04/20,10:00,Macleod,11.5,11.5
09/04/20,11:00,Macleod,11.1,11.1
09/04/20,12:00,Macleod,12.6,12.6
09/04/20,13:00,Macleod,13.1,13.1
09/04/20,14:00,Macleod,14.7,14.7
09/04/20,15:00,Macleod,12.6,12.6
09/04/20,16:00,Macleod,,12.35
09/04/20,17:00,Macleod,12.1,12.1
09/04/20,18:00,Macleod,13.3,13.3
09/04/20,19:00,Macleod,12.8,12.8
09/04/20,20:00,Macleod,12.7,12.7
09/04/20,21:00,Macleod,10.5,10.5
09/04/20,22:00,Macleod,6.1,6.1
09/04/20,23:00,Macleod,5.5,5.5
10/04/20,0:00,Macleod,5.1,5.1
10/04/20,1:00,Macleod,4.8,4.8
10/04/20,2:00,Macleod,4.5,4.5
10/04/20,3:00,Macleod,4.1,4.1
10/04/20,4:00,Macleod,4.0,4.0
10/04/20,5:00,Macleod,3.9,3.9
10/04/20,6:00,Macleod,4.1,4.1
10/04/20,7:00,Macleod,4.4,4.4
10/04/20,8:00,Macleod,4.5,4.5
10/04/20,9:00,Macleod,5.3,5.3
10/04/20,10:00,Macleod,5.2,5.2
10/04/20,11:00,Macleod,5.1,5.1
10/04/20,12:00,Macleod,4.9,4.9
10/04/20,13:00,Macleod,4.8,4.8
10/04/20,14:00,Macleod,5.1,5.1
10/04/20,15:00,Macleod,5.9,5.9
10/04/20,16:00,Macleod,,5.7
10/04/20,17:00,Macleod,5.5,5.5
10/04/20,18:00,Macleod,5.5,5.5
10/04/20,19:00,Macleod,5.0,5.0
10/04/20,20:00,Macleod,4.7,4.7
10/04/20,21:00,Macleod,5.1,5.1
10/04/20,22:00,Macleod,5.0,5.0
10/04/20,23:00,Macleod,6.6,6.6
11/04/20,0:00,Macleod,7.4,7.4
11/04/20,1:00,Macleod,6.9,6.9
11/04/20,2:00,Macleod,5.1,5.1
11/04/20,3:00,Macleod,5.2,5.2
11/04/20,4:00,Macleod,6.0,6.0
11/04/20,5:00,Macleod,5.9,5.9
11/04/20,6:00,Macleod,5.4,5.4
11/04/20,7:00,Macleod,6.7,6.7
11/04/20,8:00,Macleod,6.9,6.9
11/04/20,9:00,Macleod,6.7,6.7
11/04/20,10:00,Macleod,6.4,6.4
11/04/20,11:00,Macleod,5.9,5.9
11/04/20,12:00,Macleod,6.0,6.0
11/04/20,13:00,Macleod,6.9,6.9
11/04/20,14:00,Macleod,7.0,7.0
11/04/20,15:00,Macleod,6.3,6.3
11/04/20,16:00,Macleod,,5.699999999999999
11/04/20,17:00,Macleod,5.1,5.1
11/04/20,18:00,Macleod,5.4,5.4
11/04/20,19:00,Macleod,5.6,5.6
11/04/20,20:00,Macleod,5.3,5.3
11/04/20,21:00,Macleod,5.1,5.1
11/04/20,22:00,Macleod,4.9,4.9
11/04/20,23:00,Macleod,5.0,5.0
12/04/20,0:00,Macleod,5.2,5.2
12/04/20,1:00,Macleod,5.4,5.4
12/04/20,2:00,Macleod,5.5,5.5
12/04/20,3:00,Macleod,5.7,5.7
12/04/20,4:00,Macleod,5.1,5.1
12/04/20,5:00,Macleod,4.8,4.8
12/04/20,6:00,Macleod,5.1,5.1
12/04/20,7:00,Macleod,5.0,5.0
12/04/20,8:00,Macleod,5.8,5.8
12/04/20,9:00,Macleod,7.0,7.0
12/04/20,10:00,Macleod,6.1,6.1
12/04/20,11:00,Macleod,6.1,6.1
12/04/20,12:00,Macleod,6.1,6.1
12/04/20,13:00,Macleod,5.4,5.4
12/04/20,14:00,Macleod,5.1,5.1
12/04/20,15:00,Macleod,4.9,4.9
12/04/20,16:00,Macleod,,4.85
12/04/20,17:00,Macleod,4.8,4.8
12/04/20,18:00,Macleod,4.8,4.8
12/04/20,19:00,Macleod,5.0,5.0
12/04/20,20:00,Macleod,4.7,4.7
12/04/20,21:00,Macleod,4.4,4.4
12/04/20,22:00,Macleod,4.4,4.4
12/04/20,23:00,Macleod,4.3,4.3
13/04/20,0:00,Macleod,4.1,4.1
13/04/20,1:00,Macleod,4.6,4.6
13/04/20,2:00,Macleod,5.0,5.0
13/04/20,3:00,Macleod,5.4,5.4
13/04/20,4:00,Macleod,5.5,5.5
13/04/20,5:00,Macleod,5.6,5.6
13/04/20,6:00,Macleod,5.9,5.9
13/04/20,7:00,Macleod,6.0,6.0
13/04/20,8:00,Macleod,6.2,6.2
13/04/20,9:00,Macleod,7.0,7.0
13/04/20,10:00,Macleod,9.2,9.2
13/04/20,11:00,Macleod,11.3,11.3
13/04/20,12:00,Macleod,15.6,15.6
13/04/20,13:00,Macleod,18.5,18.5
13/04/20,14:00,Macleod,20.2,20.2
13/04/20,15:00,Macleod,8.6,8.6
13/04/20,16:00,Macleod,,8.15
13/04/20,17:00,Macleod,7.7,7.7
13/04/20,18:00,Macleod,6.3,6.3
13/04/20,19:00,Macleod,6.3,6.3
13/04/20,20:00,Macleod,6.5,6.5
13/04/20,21:00,Macleod,6.7,6.7
13/04/20,22:00,Macleod,7.2,7.2
13/04/20,23:00,Macleod,7.1,7.1
14/04/20,0:00,Macleod,6.9,6.9
14/04/20,1:00,Macleod,7.2,7.2
14/04/20,2:00,Macleod,7.3,7.3
14/04/20,3:00,Macleod,7.3,7.3
14/04/20,4:00,Macleod,7.8,7.8
14/04/20,5:00,Macleod,8.3,8.3
14/04/20,6:00,Macleod,8.6,8.6
14/04/20,7:00,Macleod,8.2,8.2
14/04/20,8:00,Macleod,8.8,8.8
14/04/20,9:00,Macleod,9.4,9.4
14/04/20,10:00,Macleod,9.0,9.0
14/04/20,11:00,Macleod,9.0,9.0
14/04/20,12:00,Macleod,8.6,8.6
14/04/20,13:00,Macleod,8.7,8.7
14/04/20,14:00,Macleod,8.7,8.7
14/04/20,15:00,Macleod,8.3,8.3
14/04/20,16:00,Macleod,,8.3
14/04/20,17:00,Macleod,8.3,8.3
14/04/20,18:00,Macleod,8.0,8.0
14/04/20,19:00,Macleod,7.9,7.9
14/04/20,20:00,Macleod,8.4,8.4
14/04/20,21:00,Macleod,8.5,8.5
14/04/20,22:00,Macleod,9.3,9.3
14/04/20,23:00,Macleod,9.2,9.2
15/04/20,0:00,Macleod,7.8,7.8
15/04/20,1:00,Macleod,6.8,6.8
15/04/20,2:00,Macleod,6.2,6.2
15/04/20,3:00,Macleod,5.7,5.7
15/04/20,4:00,Macleod,6.4,6.4
15/04/20,5:00,Macleod,6.4,6.4
15/04/20,6:00,Macleod,6.3,6.3
15/04/20,7:00,Macleod,6.8,6.8
15/04/20,8:00,Macleod,7.0,7.0
15/04/20,9:00,Macleod,6.5,6.5
15/04/20,10:00,Macleod,6.0,6.0
15/04/20,11:00,Macleod,5.7,5.7
15/04/20,12:00,Macleod,4.9,4.9
15/04/20,13:00,Macleod,4.6,4.6
15/04/20,14:00,Macleod,4.5,4.5
15/04/20,15:00,Macleod,5.0,5.0
15/04/20,16:00,Macleod,,4.95
15/04/20,17:00,Macleod,4.9,4.9
15/04/20,18:00,Macleod,5.0,5.0
15/04/20,19:00,Macleod,5.4,5.4
15/04/20,20:00,Macleod,5.3,5.3
15/04/20,21:00,Macleod,5.3,5.3
15/04/20,22:00,Macleod,5.7,5.7
15/04/20,23:00,Macleod,6.9,6.9
16/04/20,0:00,Macleod,6.1,6.1
16/04/20,1:00,Macleod,5.6,5.6
16/04/20,2:00,Macleod,5.9,5.9
16/04/20,3:00,Macleod,5.9,5.9
16/04/20,4:00,Macleod,5.5,5.5
16/04/20,5:00,Macleod,5.8,5.8
16/04/20,6:00,Macleod,6.9,6.9
16/04/20,7:00,Macleod,7.9,7.9
16/04/20,8:00,Macleod,7.6,7.6
16/04/20,9:00,Macleod,8.0,8.0
16/04/20,10:00,Macleod,6.5,6.5
16/04/20,11:00,Macleod,6.0,6.0
16/04/20,12:00,Macleod,5.9,5.9
16/04/20,13:00,Macleod,6.0,6.0
16/04/20,14:00,Macleod,6.2,6.2
16/04/20,15:00,Macleod,6.2,6.2
16/04/20,16:00,Macleod,,5.7
16/04/20,17:00,Macleod,5.2,5.2
16/04/20,18:00,Macleod,4.9,4.9
16/04/20,19:00,Macleod,4.8,4.8
16/04/20,20:00,Macleod,4.7,4.7
16/04/20,21:00,Macleod,4.9,4.9
16/04/20,22:00,Macleod,5.2,5.2
16/04/20,23:00,Macleod,4.9,4.9
17/04/20,0:00,Macleod,4.5,4.5
17/04/20,1:00,Macleod,4.4,4.4
17/04/20,2:00,Macleod,4.7,4.7
17/04/20,3:00,Macleod,4.7,4.7
17/04/20,4:00,Macleod,4.7,4.7
17/04/20,5:00,Macleod,5.1,5.1
17/04/20,6:00,Macleod,5.5,5.5
17/04/20,7:00,Macleod,5.6,5.6
17/04/20,8:00,Macleod,5.6,5.6
17/04/20,9:00,Macleod,5.7,5.7
17/04/20,10:00,Macleod,6.2,6.2
17/04/20,11:00,Macleod,6.4,6.4
17/04/20,12:00,Macleod,6.2,6.2
17/04/20,13:00,Macleod,5.4,5.4
17/04/20,14:00,Macleod,4.8,4.8
17/04/20,15:00,Macleod,5.0,5.0
17/04/20,16:00,Macleod,,5.0
17/04/20,17:00,Macleod,5.0,5.0
17/04/20,18:00,Macleod,5.2,5.2
17/04/20,19:00,Macleod,5.2,5.2
17/04/20,20:00,Macleod,5.3,5.3
17/04/20,21:00,Macleod,5.5,5.5
17/04/20,22:00,Macleod,5.6,5.6
17/04/20,23:00,Macleod,5.2,5.2
18/04/20,0:00,Macleod,5.1,5.1
18/04/20,1:00,Macleod,4.7,4.7
18/04/20,2:00,Macleod,4.5,4.5
18/04/20,3:00,Macleod,4.4,4.4
18/04/20,4:00,Macleod,4.6,4.6
18/04/20,5:00,Macleod,4.6,4.6
18/04/20,6:00,Macleod,4.6,4.6
18/04/20,7:00,Macleod,4.5,4.5
18/04/20,8:00,Macleod,4.8,4.8
18/04/20,9:00,Macleod,5.8,5.8
18/04/20,10:00,Macleod,6.1,6.1
18/04/20,11:00,Macleod,5.5,5.5
18/04/20,12:00,Macleod,5.6,5.6
18/04/20,13:00,Macleod,5.6,5.6
18/04/20,14:00,Macleod,5.7,5.7
18/04/20,15:00,Macleod,6.2,6.2
18/04/20,16:00,Macleod,6.0,6.0
18/04/20,17:00,Macleod,6.0,6.0
18/04/20,18:00,Macleod,6.5,6.5
18/04/20,19:00,Macleod,7.0,7.0
18/04/20,20:00,Macleod,6.8,6.8
18/04/20,21:00,Macleod,6.6,6.6
18/04/20,22:00,Macleod,6.7,6.7
18/04/20,23:00,Macleod,6.9,6.9
19/04/20,0:00,Macleod,6.6,6.6
19/04/20,1:00,Macleod,6.5,6.5
19/04/20,2:00,Macleod,5.4,5.4
19/04/20,3:00,Macleod,5.0,5.0
19/04/20,4:00,Macleod,5.5,5.5
19/04/20,5:00,Macleod,5.9,5.9
19/04/20,6:00,Macleod,6.8,6.8
19/04/20,7:00,Macleod,6.4,6.4
19/04/20,8:00,Macleod,5.7,5.7
19/04/20,9:00,Macleod,7.2,7.2
19/04/20,10:00,Macleod,7.5,7.5
19/04/20,11:00,Macleod,7.9,7.9
19/04/20,12:00,Macleod,6.9,6.9
19/04/20,13:00,Macleod,6.1,6.1
19/04/20,14:00,Macleod,6.0,6.0
19/04/20,15:00,Macleod,5.6,5.6
19/04/20,16:00,Macleod,,5.3
19/04/20,17:00,Macleod,5.0,5.0
19/04/20,18:00,Macleod,4.8,4.8
19/04/20,19:00,Macleod,4.8,4.8
19/04/20,20:00,Macleod,4.2,4.2
19/04/20,21:00,Macleod,4.2,4.2
19/04/20,22:00,Macleod,4.5,4.5
19/04/20,23:00,Macleod,4.7,4.7
20/04/20,0:00,Macleod,4.6,4.6
20/04/20,1:00,Macleod,4.6,4.6
20/04/20,2:00,Macleod,4.8,4.8
20/04/20,3:00,Macleod,5.3,5.3
20/04/20,4:00,Macleod,5.7,5.7
20/04/20,5:00,Macleod,6.2,6.2
20/04/20,6:00,Macleod,6.1,6.1
20/04/20,7:00,Macleod,6.1,6.1
20/04/20,8:00,Macleod,7.7,7.7
20/04/20,9:00,Macleod,8.1,8.1
20/04/20,10:00,Macleod,8.9,8.9
20/04/20,11:00,Macleod,9.8,9.8
20/04/20,12:00,Macleod,10.1,10.1
20/04/20,13:00,Macleod,10.8,10.8
20/04/20,14:00,Macleod,10.4,10.4
20/04/20,15:00,Macleod,10.4,10.4
20/04/20,16:00,Macleod,,9.9
20/04/20,17:00,Macleod,9.4,9.4
20/04/20,18:00,Macleod,9.4,9.4
20/04/20,19:00,Macleod,8.8,8.8
20/04/20,20:00,Macleod,8.3,8.3
20/04/20,21:00,Macleod,8.3,8.3
20/04/20,22:00,Macleod,8.9,8.9
20/04/20,23:00,Macleod,9.1,9.1
21/04/20,0:00,Macleod,8.3,8.3
21/04/20,1:00,Macleod,6.9,6.9
