ASSET_ID,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,MATERIAL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,DATE_OF_CONSTRUCTION,SERVICE_STATUS,PIPE_AGE
M350,MAINBG,T,WESTERN TRANSFER MAIN,MS,169.26,1350,CLAY,1/1/1984 12:00:00 AM,1984-01-01,IN,42.0
B190,MAINBG,T,AQUEDUCT RD LANGWARRIN PRV,MS,1.9,600,CLAY,1/1/1959 12:00:00 AM,1959-01-01,IN,67.0
Z021,MAINAG,S,PRESTON RES MINI HYDRO,MS,2.45,300,,,2009-07-20,IN,17.0
P251,MAINBG,S,GREENVALE PS,MSCL,4.7,1350,UNKN,,2005-07-01,IN,21.0
M131,BYPASS,S,MT VIEW-DANDENONG MAIN,MSCL,5.63,225,CRK,1/1/1958 12:00:00 AM,1988-01-01,IN,38.0
M479,BYPASS,S,BITTERN RES BYPASS MAIN,MSCL,5.5,150,SAND,1/1/1999 12:00:00 AM,1999-01-01,IN,27.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,1.5,450,,,1980-01-01,IN,46.0
M193,OFTAKE,S,KENNY ST-BROADMEADOWS MAIN,CICL,4.16,150,CLAY,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
T066,OUTLET,S,EAST BITTERN SURGE TANK,RC,3.43,300,CLAY,,1965-12-01,IN,61.0
R067,OUTLET,S,YUROKE RESERVOIR,MS,0.9,900,,,1980-01-01,IN,46.0
R064,OUTLET,S,SYDENHAM RESERVOIR,MS,25.99,825,,,1980-01-01,IN,46.0
M333,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,MS,470.51,1150,CRK,1/1/1978 12:00:00 AM,1978-01-01,IN,48.0
M441,MAINBG,T,LANGWARRIN - BITTERN NO 2 MAIN,RC,117.75,825,CLAY,,1959-01-01,IN,67.0
P245,MAINBG,T,KALLISTA PS,MS,1.22,300,UNKN,1/1/1994 12:00:00 AM,1998-06-01,IN,28.0
R143,OUTLET,S,MORNINGTON RESERVOIR,MS,0.86,900,,,1980-01-01,IN,46.0
M264,SIPHBG,T,,MS,53.98,1350,CLAY,1/1/1939 12:00:00 AM,1930-01-01,IN,96.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,MS,2.33,1150,UNKN,,,IN,
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,93.67,1150,CLAY,1/1/1965 12:00:00 AM,1971-01-01,IN,55.0
M131,MAINBG,T,MT VIEW-DANDENONG MAIN,MS,600.24,825,CRK,1/1/1958 12:00:00 AM,1958-01-01,IN,68.0
M159,CROSS,S,MT WAVERLY-NOTTING HILL MAIN,MSCL,3.78,450,SAND,1/1/1955 12:00:00 AM,1976-01-01,IN,50.0
M372,MAINBG,T,LUSATIA PARK MAIN,MS,1.58,300,SAND,1/1/1986 12:00:00 AM,1986-01-01,IN,40.0
M078,BRANCH,S,ROSANNA - PRESTON MAIN,MSCL,1.23,900,CRK,1/1/1976 12:00:00 AM,1976-01-01,IN,50.0
M474,BRANCH,T,ST GEORGES RD REPLACEMENT MAIN,MS,8.24,1350,SAND,1/1/1995 12:00:00 AM,1996-08-01,IN,30.0
M484,MAINBG,S,YEA - SUGARLOAF MAIN,MSCL,1.31,100,,,2010-02-01,IN,16.0
H040,MAINBG,S,UPPER YARRA DAM,MS,1.52,1350,,,1980-01-01,IN,46.0
M055,CROSS,S,NO 1 OLINDA-MITCHAM MAIN,MSCL,2.61,450,CLAY,1/1/1927 12:00:00 AM,1983-02-01,IN,43.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,1.17,750,,,1980-01-01,IN,46.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,4.02,1350,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M427,MAINBG,T,LANGWARRIN-FRANKSTON NO 1 MAIN,CONC,44.53,1050,CLAY,,1953-01-01,IN,73.0
M378,MAINBG,T,CARDINIA - BERWICK MAIN,MS,27.3,1350,SAND,1/1/1989 12:00:00 AM,1989-01-01,IN,37.0
M232,BYPASS,S,HARRIS GULLY MAIN,MSCL,0.97,150,MS,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
P245,MAINBG,S,KALLISTA PS,MS,1.45,600,,1/1/1994 12:00:00 AM,1998-06-01,IN,28.0
R006,MAINBG,S,ESSENDON NORTH RESERVOIR,MS,71.56,900,,,1980-01-01,IN,46.0
M483,MAINBG,T,ST ALBANS - WERRIBEE MAIN,MS,2.21,1404,,,2010-02-02,IN,16.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MS,2.46,825,CRK,1/1/1992 12:00:00 AM,1992-01-01,IN,34.0
M194,MAINBG,T,EPPING-PRESTON MAIN,MS,1.7,1150,CLAY,1/1/1960 12:00:00 AM,2010-01-21,IN,16.0
M281,BYPASS,S,CARDINIA-DAND'G-NOTTING HILL M,MSCL,1.5,225,SAND,1/1/1974 12:00:00 AM,1981-01-01,IN,45.0
M197,MAINBG,S,SILVAN-PRESTON MAIN,MS,2.0,1350,SAND,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M131,CONN,S,MT VIEW-DANDENONG MAIN,MSCL,1.23,600,CRK,1/1/1958 12:00:00 AM,1988-01-01,IN,38.0
M160,CROSS,S,PRESTON - FOOTSCRAY MAIN,MSCL,26.15,150,CLAY,1/1/1958 12:00:00 AM,1958-03-01,IN,68.0
M258,MAINBG,S,MAROONDAH AQUADUCT REPLACEMENT,MS,2.28,1700,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M132,MAINBG,T,SILVA-MT WAVERLY MAIN,MS,1033.11,1700,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
M131,MAINBG,T,MT VIEW-DANDENONG MAIN,MS,103.49,825,CRK,1/1/1958 12:00:00 AM,1958-01-01,IN,68.0
H040,BYPASS,S,UPPER YARRA DAM,MS,16.61,225,,,1980-01-01,IN,46.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,,0.25,750,,,1979-01-01,IN,47.0
B072,MAINBG,S,COTCHIN RES PRV,MS,2.07,900,UNKN,,1984-01-01,IN,42.0
B190,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,MS,0.56,900,UNKN,,1967-01-01,IN,59.0
P245,MAINBG,S,KALLISTA PS,MS,0.8,100,,,2001-11-22,IN,25.0
M131,CONN,S,MT VIEW-DANDENONG MAIN,MSCL,1.44,300,CRK,1/1/1958 12:00:00 AM,1958-01-01,IN,68.0
M113,MAINBG,T,MITCHAM - SURREY HILLS DUP.,MS,416.2,1150,CLAY,1/1/1984 12:00:00 AM,1939-01-01,IN,87.0
M104,CONN,S,MORANG OUTLET,MSCL,1.82,375,CRK,1/1/1987 12:00:00 AM,1988-12-19,IN,38.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,1.24,300,CLAY,1/1/1962 12:00:00 AM,1975-01-01,IN,51.0
P069,MAINBG,S,(NOT OP) GALLAGHERS RD PS,MS,0.99,900,UNKN,,1970-01-01,IN,56.0
P168,MAINBG,S,YERING GORGE PS,MS,0.63,100,,,1980-01-01,IN,46.0
H040,OFTAKE,S,UPPER YARRA DAM,UPVC,276.15,100,,,1980-01-01,IN,46.0
R144,MAINBG,S,TYABB RESERVOIR,MS,8.58,900,,,1980-01-01,IN,46.0
M275,MAINBG,T,MCMAHONS CK DIVERSION MAIN,MS,0.87,900,CRK,1/1/1968 12:00:00 AM,1968-01-01,IN,58.0
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,774.88,1150,CLAY,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M104,MAINBG,T,MORANG OUTLET,MS,19.99,900,CRK,1/1/1987 12:00:00 AM,1988-01-01,IN,38.0
M474,CROSS,T,ST GEORGES RD REPLACEMENT MAIN,MS,1.55,1150,SAND,1/1/1995 12:00:00 AM,1996-08-01,IN,30.0
R033,INLET,S,MORANG SOUTH RESERVOIR,MS,33.92,1350,,,1980-01-01,IN,46.0
M230,CROSS,S,O'SHANNASSY-U/YARRA CONDUIT MA,MSCL,1.1,225,SAND,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
P257,MAINAG,S,PRESTON PUMP STATION,MSCL,2.46,1200,,,2010-02-04,IN,16.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,3.26,825,CRK,1/1/1989 12:00:00 AM,1990-01-01,IN,36.0
M131,MAINBG,T,MT VIEW-DANDENONG MAIN,MS,595.29,825,CRK,1/1/1958 12:00:00 AM,1958-01-01,IN,68.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,1.17,225,CRK,,2010-10-18,IN,16.0
M054,MAINBG,T,OLINDA-MITCHAM NO.2,MS,1.76,1150,CLAY,1/1/1984 12:00:00 AM,1926-01-01,IN,100.0
R004,BYPASS,S,DANDENONG NORTH RESERVOIR,MS,4.41,150,,,1980-01-01,IN,46.0
M197,CONN,S,SILVAN-PRESTON MAIN,CICL,0.92,150,SAND,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M441,MAINBG,T,LANGWARRIN - BITTERN NO 2 MAIN,RC,0.61,825,CLAY,,1959-01-01,IN,67.0
M478,CROSS,S,CARDINIA - PEARCEDALE DUP,MSCL,2.17,600,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M039,CROSS,S,NORTHCOTE - PUNT RD,MSCL,1.52,225,SAND,1/1/1967 12:00:00 AM,1971-07-20,IN,55.0
M056,MAINBG,T,OLINDA-MITCHAM NO.3,MS,1.2,1150,CLAY,1/1/1984 12:00:00 AM,2013-12-02,IN,13.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,500.67,1700,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M132,MAINBG,T,SILVA-MT WAVERLY MAIN,MS,36.96,1700,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,1.69,750,,,1980-01-01,IN,46.0
M198,MAINBG,T,SOMERTON HIGH LEVEL MAIN,MS,1045.34,600,CRK,1/1/1968 12:00:00 AM,1968-01-01,IN,58.0
Z019,MAINBG,S,OLINDA RES MINI HYDRO,MSCL,12.42,1200,CLAY,,2009-08-24,IN,17.0
M280,OFTAKE,S,GREENVALE RESERVOIR OUTLET,MSCL,1.81,300,CLAY,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
M273,MAINBG,,CARDINIA BYPASS,MS,0.73,600,,,1980-01-01,IN,46.0
M257,OFTAKE,S,ST ALBANS OUTLET MAIN,MSCL,2.27,225,CRK,1/1/1966 12:00:00 AM,1973-10-02,IN,53.0
M333,OUTLET,S,GREENVALE-YUROKE-SYDENHAM,MS,0.15,50,CRK,1/1/1978 12:00:00 AM,2005-02-28,IN,21.0
H060,OUTLET,S,CARDINIA DAM,MS,5.67,1150,,,1980-01-01,IN,46.0
H040,OUTLET,S,UPPER YARRA DAM,MS,1.5,1050,,,1980-01-01,IN,46.0
M158,BYPASS,S,SURREY HILLS - ROSANNA,MSCL,1.02,225,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
R143,BYPASS,S,MORNINGTON RESERVOIR,MS,1.89,150,,,1980-01-01,IN,46.0
P245,BYPASS,S,KALLISTA PS,MS,0.16,50,,,1980-01-01,IN,46.0
M319,MAINBG,S,QUARRY HILL RISING MAIN,MS,3.08,1150,C&BS,1/1/1977 12:00:00 AM,1978-01-01,IN,48.0
B199,MAINBG,S,CRANBOURNE PRV,MS,1.5,750,CRK,,2009-05-08,IN,17.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,,6.66,600,,,2013-03-04,IN,13.0
SL08,MAINBG,S,CARDINIA BYPASS SURGE VESSEL,MS,1.37,600,UNKN,,2011-10-17,IN,15.0
M057,MAINBG,T,MORANG-PRESTON NO 1&3 MAIN,MS,1.05,800,CRK,10/30/2006 12:00:00 AM,2006-10-30,IN,20.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,135.07,800,UNKN,7/1/2005 12:00:00 AM,2005-07-01,IN,21.0
P254,MAINBG,S,GOULBURN RIVER PUMPING STATION,MSCL,0.83,750,,,2010-02-01,IN,16.0
R043,CROSS,S,COWIES HILL RESERVOIR,MS,1.71,225,,,1980-01-01,IN,46.0
R019,CROSS,S,OLINDA RESERVOIR,MS,8.31,1350,,,1980-01-01,IN,46.0
R045,INLET,S,SOMERTON HL RESERVOIR,MS,57.44,825,UNKN,,1968-01-01,IN,58.0
B062,MAINBG,S,PRESTON RES VALVES US/UT PRV,MS,1.32,1150,UNKN,,,IN,
M387,MAINBG,T,SILVAN SEVILLE MAIN,MS,35.24,450,CRK,1/1/1996 12:00:00 AM,1995-01-01,IN,31.0
M132,MAINBG,T,SILVA-MT WAVERLY MAIN,MS,79.23,1700,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
R086,INLET,S,PLENTY RESERVOIR,MS,2.1,600,,,1980-01-01,IN,46.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,14.52,1150,,,1980-01-01,IN,46.0
R001,MAINBG,S,BROADMEADOWS RESERVOIR,MS,0.85,825,,,1980-01-01,IN,46.0
M378,MAINBG,T,CARDINIA - BERWICK MAIN,MS,888.94,1350,SAND,1/1/1981 12:00:00 AM,1981-01-01,IN,45.0
M378,MAINBG,S,CARDINIA - BERWICK MAIN,MSCL,16.62,750,UNKN,,,IN,
M468,OFTAKE,S,JOHNS HILL INLET MAIN,MSCL,0.8,450,UNKN,1/1/1994 12:00:00 AM,1998-06-01,IN,28.0
P073,OUTLET,S,CARDINIA RES DRAINAGE PS,MSCL,0.6,225,UNKN,,1973-01-01,IN,53.0
R017,OUTLET,S,NOTTING HILL RESERVOIR,MS,0.55,1350,,,1980-01-01,IN,46.0
M402,MAINBG,T,GREENVALE - OUTLET NO 2 MAIN,MS,4.63,1150,CRK,1/1/1989 12:00:00 AM,1989-01-01,IN,37.0
R033,OUTLET,S,MORANG SOUTH RESERVOIR,MS,13.86,900,,,1980-01-01,IN,46.0
A014,SIPHBG,T,TARAGO MAIN RACE,RC,29.94,900,,,1966-03-06,IN,60.0
B069,MAINBG,S,MITCHAM RES BYPASS PRV,MS,0.74,825,UNKN,,,IN,
B053,MAINBG,S,WATSONIA PRV,MS,1.05,450,UNKN,,,IN,
M041,MAINBG,T,MERRI CK - NORTHCOTE-PUNT RD,MS,0.88,800,CLAY,1/1/1928 12:00:00 AM,1927-06-21,IN,99.0
P168,MAINBG,S,YERING GORGE PS,MS,5.16,1100,,,1980-01-01,IN,46.0
R006,MAINBG,S,ESSENDON NORTH RESERVOIR,MS,0.52,1150,,,1980-01-01,IN,46.0
M009,MAINBG,S,PRESTON-NORTH ESSENDON MAIN,MSCL,0.68,600,CLAY,,2011-12-16,IN,15.0
M440,BYPASS,S,TYABB MORNINGTON MAIN,MS,0.3,273,CLAY,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M197,BYPASS,S,SILVAN-PRESTON MAIN,MSCL,0.74,225,TOPS,1/1/1962 12:00:00 AM,1980-01-01,IN,46.0
M291,MAINBG,T,SILVAN - OLINDA MAIN,MS,6.83,2100,CRK,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
M485,MAINBG,T,CARDINIA RES.DESALINATION MAIN,MS,127.36,1700,,,2011-02-25,IN,15.0
M104,BYPASS,S,MORANG OUTLET,MSCL,2.44,225,CLAY,,1989-01-01,IN,37.0
R020,BYPASS,S,PRESTON NO1 RESERVOIR,MS,0.21,75,SAND,,1980-01-01,IN,46.0
R032,BYPASS,S,ST ALBANS RESERVOIR,MS,0.74,150,,,1980-01-01,IN,46.0
M009,MAINBG,T,PRESTON-NORTH ESSENDON MAIN,MS,3.25,600,CLAY,,2011-12-16,IN,15.0
M232,MAINBG,S,HARRIS GULLY MAIN,MSCL,1.43,225,CLAY,,2006-10-03,IN,20.0
M022,CONN,S,MITCHAM-NOTTING HILL MAIN,MSCL,1.67,375,CLAY,1/1/1968 12:00:00 AM,1927-01-01,IN,99.0
M268,CONN,S,MT VIEW OUTLET MAIN,CICL,1.93,150,CLAY,1/1/1965 12:00:00 AM,1968-01-01,IN,58.0
B197,CROSS,S,PAKENHAM RES PRV,MS,0.54,450,UNKN,,1997-11-25,IN,29.0
M161,MAINBG,T,YARRA-SILVAN CONDUIT NO 1,MS,39.16,1700,SS&C,1/1/1946 12:00:00 AM,1946-01-01,IN,80.0
M056,MAINBG,T,OLINDA-MITCHAM NO.3,MS,176.15,1350,CLAY,1/1/1981 12:00:00 AM,1936-01-01,IN,90.0
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,MSR,31.25,900,UNKN,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,3.06,900,CRK,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M132,CROSS,S,SILVA-MT WAVERLY MAIN,MSCL,2.49,600,SAND,1/1/1983 12:00:00 AM,1983-01-01,IN,43.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,0.73,450,,,1980-01-01,IN,46.0
R048,INLET,S,HALLAM NORTH RESERVOIR,MS,1.79,600,UNKN,,1976-01-01,IN,50.0
M474,MAINBG,S,ST GEORGES RD REPLACEMENT MAIN,MS,4.2,1150,SAND,1/1/1995 12:00:00 AM,1995-01-01,IN,31.0
H100,INLET,S,BITTERN DAM,MSCL,1.3,300,CLAY,,1940-01-01,IN,86.0
R038,INLET,S,WANTIRNA SOUTH RESERVOIR,MS,0.72,600,UNKN,,1988-01-01,IN,38.0
R010,INLET,S,MITCHAM RESERVOIR,MS,3.45,600,,,1980-01-01,IN,46.0
B200,MAINBG,S,"EDINBURGH RD, OLINDA RES PRV",MSCL,3.33,600,SAND,,2010-02-01,IN,16.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,22.88,1350,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,3.03,900,CLAY,1/1/1976 12:00:00 AM,1914-01-01,IN,112.0
M289,MAINBG,T,HALLAM NTH. INLET MAIN,MS,3.51,1150,CRK,1/1/1976 12:00:00 AM,1976-01-01,IN,50.0
M273,MAINBG,T,CARDINIA BYPASS,MS,982.75,1700,CRK,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,0.12,1150,CRK,,2009-05-08,IN,17.0
M258,MAINBG,T,MAROONDAH AQUADUCT REPLACEMENT,MS,70.43,2100,SAND,1/1/1977 12:00:00 AM,1980-01-01,IN,46.0
M478,MAINBG,T,CARDINIA - PEARCEDALE DUP,MS,1.5,1150,CRK,,2009-05-08,IN,17.0
M103,MAINBG,T,CORANDERRK WEIR TO DICKS BASIN,MS,17.84,1150,CLAY,1/1/1931 12:00:00 AM,1930-09-05,IN,96.0
A011,AQDUCT,T,UPPER YARRA,CONC,812.38,0,,,1933-01-01,IN,93.0
M022,MAINBG,T,MITCHAM-NOTTING HILL MAIN,MS,4.07,1150,CLAY,1/1/1966 12:00:00 AM,1927-01-01,IN,99.0
M478,BRANCH,S,CARDINIA - PEARCEDALE DUP,MSCL,0.75,150,CRK,,2010-10-18,IN,16.0
M346,BRANCH,S,SYDENHAM OUTLET MAIN,MSCL,46.75,900,CRK,1/1/1977 12:00:00 AM,1983-01-01,IN,43.0
P255,MAINBG,S,SUGARLOAF HIGH LIFT PUMP ST'N,MSCL,1.73,1750,,,2010-02-01,IN,16.0
R006,MAINBG,S,ESSENDON NORTH RESERVOIR,MS,1.45,300,,,1980-01-01,IN,46.0
M273,BYPASS,S,CARDINIA BYPASS,MSCL,3.89,225,MS&C,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
P168,MAINBG,S,YERING GORGE PS,MS,0.57,150,,,1980-01-01,IN,46.0
M258,MAINBG,S,MAROONDAH AQUADUCT REPLACEMENT,MS,1.55,300,,,2009-07-20,IN,17.0
M440,BYPASS,S,TYABB MORNINGTON MAIN,MS,0.3,273,CLAY,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
R032,MAINBG,S,ST ALBANS RESERVOIR,MS,32.58,900,,,1980-01-01,IN,46.0
R086,INLET,S,PLENTY RESERVOIR,MS,3.08,600,,,1980-01-01,IN,46.0
R011,INLET,S,MONTROSE RESERVOIR,MS,18.78,225,,,1980-01-01,IN,46.0
M054,MAINBG,T,OLINDA-MITCHAM NO.2,MS,95.84,1150,CLAY,1/1/1926 12:00:00 AM,1926-01-01,IN,100.0
M046,BYPASS,S,MITCHAM-SURREY HILLS MAIN,MS,5.56,225,CLAY,1/1/1912 12:00:00 AM,1988-01-01,IN,38.0
M281,MAINBG,T,CARDINIA-DAND'G-NOTTING HILL M,MS,163.91,1700,SAND,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M375,BYPASS,S,CARDINIA - HALLAM NO 2 MAIN,MSCL,3.12,225,UNKN,1/1/1988 12:00:00 AM,1988-01-01,IN,38.0
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,14.65,1700,SAND,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M378,BYPASS,S,CARDINIA - BERWICK MAIN,MSCL,1.1,300,SAND,1/1/1981 12:00:00 AM,1981-01-01,IN,45.0
R064,INLET,S,SYDENHAM RESERVOIR,MS,1.01,450,,,1980-01-01,IN,46.0
H110,INLET,S,DEVILBEND DAM,MSCL,4.8,900,UNKN,,1964-01-01,IN,62.0
M273,MAINBG,T,CARDINIA BYPASS,MS,2.66,2100,CRK,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
M055,BYPASS,S,NO 1 OLINDA-MITCHAM MAIN,MSCL,2.53,225,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
R020,BYPASS,S,PRESTON NO1 RESERVOIR,,1.13,225,,,1980-01-01,IN,46.0
R020,MAINBG,S,PRESTON NO1 RESERVOIR,,1.43,900,,,2013-03-04,IN,13.0
H080,MAINBG,S,THOMSON DAM,UPVC,12.69,150,,,1986-01-01,IN,40.0
M197,MAINBG,S,SILVAN-PRESTON MAIN,MSCL,0.35,600,TOPS,,2010-02-01,IN,16.0
R086,BYPASS,S,PLENTY RESERVOIR,MS,2.22,600,,,1980-01-01,IN,46.0
M354,CROSS,S,SILVAN - MT WAVERLY NO 2 MAIN,MSEL,1.78,1150,UNKN,,1983-01-01,IN,43.0
M160,CROSS,S,PRESTON - FOOTSCRAY MAIN,MSCL,5.03,150,CLAY,1/1/1958 12:00:00 AM,1958-02-01,IN,68.0
P254,MAINBG,S,GOULBURN RIVER PUMPING STATION,MSCL,1.5,750,,,2010-02-01,IN,16.0
M104,CROSS,S,MORANG OUTLET,MSCL,0.95,300,CLAY,1/1/1959 12:00:00 AM,1929-01-01,IN,97.0
B199,MAINBG,S,CRANBOURNE PRV,MS,0.5,600,CRK,,2009-05-08,IN,17.0
M131,CONN,S,MT VIEW-DANDENONG MAIN,MSCL,1.14,375,CRK,1/1/1958 12:00:00 AM,1978-01-01,IN,48.0
M193,MAINBG,T,KENNY ST-BROADMEADOWS MAIN,MS,1394.02,1150,CRK,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,26.97,1350,SAND,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
P168,MAINBG,S,YERING GORGE PS,MS,41.42,2100,,,1980-01-01,IN,46.0
R001,INLET,S,BROADMEADOWS RESERVOIR,MS,2.5,300,,,1980-01-01,IN,46.0
R167,INLET,S,CRANBOURNE RESERVOIR,MS,1.86,300,,,1980-01-01,IN,46.0
M055,OFTAKE,S,NO 1 OLINDA-MITCHAM MAIN,MSCL,1.71,150,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
R010,INLET,S,MITCHAM RESERVOIR,MS,0.66,600,,,1980-01-01,IN,46.0
M103,MAINBG,T,CORANDERRK WEIR TO DICKS BASIN,MS,5.25,1150,CLAY,1/1/1931 12:00:00 AM,1931-01-01,IN,95.0
M039,MAINBG,T,NORTHCOTE - PUNT RD,MS,1.34,600,SAND,1/1/1967 12:00:00 AM,2006-12-12,IN,20.0
M197,MAINBG,S,SILVAN-PRESTON MAIN,MSEL,4.54,1350,SAND,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M041,OFTAKE,S,MERRI CK - NORTHCOTE-PUNT RD,MSCL,1.2,300,CRK,1/1/2004 12:00:00 AM,2004-05-10,IN,22.0
R004,INLET,S,DANDENONG NORTH RESERVOIR,MS,5.1,1350,,,1980-01-01,IN,46.0
M418,MAINAG,T,BEACONSFIELD - LANGWARRIN MAIN,MS,147.95,1050,CLAY,1/1/1959 12:00:00 AM,1959-01-01,IN,67.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,570.84,900,CLAY,1/1/1978 12:00:00 AM,1914-01-01,IN,112.0
M158,MAINBG,T,SURREY HILLS - ROSANNA,MS,269.42,1150,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
H080,MAINBG,S,THOMSON DAM,MS,5.86,900,,,1986-01-01,IN,40.0
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,5.89,1350,SAND,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
R020,CROSS,S,PRESTON NO1 RESERVOIR,MS,1.54,600,,,1984-03-01,IN,42.0
P251,MAINAG,S,GREENVALE PS,MSCL,2.0,600,UNKN,,2005-07-01,IN,21.0
P251,MAINAG,S,GREENVALE PS,MSCL,1.58,600,UNKN,,2005-07-01,IN,21.0
R016,CROSS,S,MT WAVERLEY RESERVOIR,MS,4.51,150,,,1980-01-01,IN,46.0
M258,MAINBG,T,MAROONDAH AQUADUCT REPLACEMENT,MS,2.2,2100,SAND,1/1/1979 12:00:00 AM,2010-02-01,IN,16.0
M046,OFTAKE,S,MITCHAM-SURREY HILLS MAIN,MSCL,0.65,150,CLAY,1/1/1912 12:00:00 AM,1953-01-01,IN,73.0
M104,OFTAKE,S,MORANG OUTLET,DICL,1.33,300,CLAY,,1984-10-19,IN,42.0
M462,MAINBG,T,LANGWARRIN-FRANKSTON NO 2 MAIN,MS,34.11,750,SAND,1/1/1967 12:00:00 AM,1967-01-01,IN,59.0
A014,AQDUCT,T,TARAGO MAIN RACE,RC,521.02,1000,UNKN,,1955-01-01,IN,71.0
M056,BRANCH,S,OLINDA-MITCHAM NO.3,MSCL,3.56,1150,CLAY,1/1/1984 12:00:00 AM,1936-01-01,IN,90.0
M104,MAINBG,T,MORANG OUTLET,MS,1.51,600,CLAY,,2007-08-08,IN,19.0
M423,MAINBG,T,DEVILBEND RISING MAIN,MS,1.95,900,CLAY,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
P108,INLET,S,(NOT OP) MONTROSE RES PS,MS,1.08,450,UNKN,,1959-01-01,IN,67.0
R086,INLET,S,PLENTY RESERVOIR,MS,2.8,900,,,1980-01-01,IN,46.0
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,WI,105.38,900,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,0.75,1150,CRK,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M333,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,MS,1.48,1150,CRK,1/1/1978 12:00:00 AM,1978-01-01,IN,48.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,41.97,1150,,,1980-01-01,IN,46.0
R064,INLET,S,SYDENHAM RESERVOIR,MS,15.54,1150,,,1980-01-01,IN,46.0
