ASSET_ID,MAIN_LINE_TYPE,MAIN_CLASS,MAIN_NAME,MATERIAL,PIPE_LENGTH,PIPE_WIDTH,SOIL_TYPE,DATE_RELINED,DATE_OF_CONSTRUCTION,SERVICE_STATUS,PIPE_AGE
R067,OUTLET,S,YUROKE RESERVOIR,MS,3.28,900,,,1980-01-01,IN,46.0
R067,OUTLET,S,YUROKE RESERVOIR,MS,10.6,900,,,1980-01-01,IN,46.0
R067,OUTLET,S,YUROKE RESERVOIR,MS,1.76,1350,,,1980-01-01,IN,46.0
R067,OFTAKE,S,YUROKE RESERVOIR,MS,2.0,150,,,2016-05-01,IN,10.0
M190,BYPASS,S,YAN YEAN-EPPING MAIN,MSCL,1.78,450,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,34.88,1700,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,BYPASS,S,YAN YEAN-EPPING MAIN,MSCL,4.12,450,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,CONN,S,YAN YEAN-EPPING MAIN,MSCL,3.17,825,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,21.0,1700,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,CONN,S,YAN YEAN-EPPING MAIN,MSCL,3.2,825,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,MAINBG,S,YAN YEAN-EPPING MAIN,MS,30.0,300,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,RC,158.27,2100,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,5.35,1700,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M190,MAINBG,T,YAN YEAN-EPPING MAIN,MS,4.68,1700,CLAY,1/1/1960 12:00:00 AM,1976-07-19,IN,50.0
M054,MAINBG,T,OLINDA-MITCHAM NO.2,MS,985.7,1150,CLAY,1/1/1984 12:00:00 AM,1926-01-01,IN,100.0
M054,MAINBG,T,OLINDA-MITCHAM NO.2,MS,337.66,1150,CLAY,1/1/1984 12:00:00 AM,1926-01-01,IN,100.0
R143,OUTLET,S,MORNINGTON RESERVOIR,MSCL,0.77,300,UNKN,,2006-03-17,IN,20.0
M263,SIPHBG,T,,MS,3.29,1800,CLAY,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M333,BYPASS,S,GREENVALE-YUROKE-SYDENHAM,MSCL,1.03,225,,,2011-10-27,IN,15.0
M333,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,MS,0.6,1150,CRK,1/1/1978 12:00:00 AM,1978-01-01,IN,48.0
A002,AQDUCT,T,WALLABY CREEK,BSTONE,1906.19,0,,,1886-01-01,IN,140.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,6.926,600,UNKN,,1960-01-01,IN,66.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,0.528,600,UNKN,,1960-01-01,IN,66.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,3.744,600,UNKN,,1960-01-01,IN,66.0
M194,MAINBG,S,EPPING-PRESTON MAIN,MS,2.322,600,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M258,OFTAKE,S,MAROONDAH AQUADUCT REPLACEMENT,MS,1.98,225,SAND,1/1/1975 12:00:00 AM,1974-12-03,IN,52.0
M258,OFTAKE,S,MAROONDAH AQUADUCT REPLACEMENT,MS,2.03,225,SAND,1/1/1975 12:00:00 AM,1974-12-03,IN,52.0
M258,CROSS,S,MAROONDAH AQUADUCT REPLACEMENT,MSCL,6.7,450,SAND,1/1/1968 12:00:00 AM,1983-01-01,IN,43.0
M258,OFTAKE,S,MAROONDAH AQUADUCT REPLACEMENT,MS,6.24,300,SAND,1/1/1975 12:00:00 AM,1974-12-03,IN,52.0
M258,OFTAKE,S,MAROONDAH AQUADUCT REPLACEMENT,MSCL,0.51,225,SAND,1/1/1967 12:00:00 AM,2003-06-01,IN,23.0
,MAINSW,,1W PIPELINE,,56.921,25,,,,IN,
,MAINSW,,1W PIPELINE,,52.23,100,,,,IN,
,MAINSW,,1W PIPELINE,,82.437,100,,,,IN,
,MAINSW,,1W PIPELINE,UPVC,45.39,100,,,,IN,
,MAINSW,,1W PIPELINE,,62.147,200,,,,IN,
,MAINSW,,1W PIPELINE,,94.413,25,,,,IN,
,MAINSW,,1W PIPELINE,,685.725,0,,,,IN,
,MAINSW,,1W PIPELINE,,31.738,50,,,,IN,
,MAINSW,,1W PIPELINE,,76.1,25,,,,IN,
,MAINSW,,1W PIPELINE,,37.672,100,,,,IN,
,MAINSW,,1W PIPELINE,,48.816,100,,,,IN,
,MAINSW,,1W PIPELINE,,29.257,100,,,,IN,
,MAINSW,,1W PIPELINE,,116.905,25,,,,IN,
,MAINSW,,1W PIPELINE,,90.52,0,,,,IN,
,MAINSW,,1W PIPELINE,,5.748,100,,,,IN,
,MAINSW,,1W PIPELINE,UPVC,132.749,80,,,,IN,
,MAINSW,,1W PIPELINE,,11.484,40,,,,IN,
M258,MAINBG,T,MAROONDAH AQUADUCT REPLACEMENT,MS,276.23,2100,SAND,1/1/1976 12:00:00 AM,1976-01-01,IN,50.0
M258,BYPASS,S,MAROONDAH AQUADUCT REPLACEMENT,MS,1.5,225,SAND,1/1/1980 12:00:00 AM,1980-01-01,IN,46.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MSCL,48.69,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,0.62,100,UNKN,,,IN,
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,1.12,300,UNKN,,,IN,
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,0.46,300,UNKN,,,IN,
,MAINSW,,1W PIPELINE,,189.703,0,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,255.4,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,32.2,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,267.7,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,32.6,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,425.1,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,24.7,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,636.4,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,18.8,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,240.2,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,8.1,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,883.2,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,825.0,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,15.9,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,814.7,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,3244.0,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,821.4,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,772.2,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,78.3,75,,,,IN,
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,1.04,300,UNKN,,,IN,
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,2.0,300,UNKN,,,IN,
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,1.74,300,UNKN,,,IN,
B193,MAINBG,S,GARFIELD OFF TAKE FRM M420 PRV,MSCL,0.96,300,UNKN,,,IN,
B193,MAINAG,S,GARFIELD OFF TAKE FRM M420 PRV,SS,4.56,300,UNKN,,1999-01-01,IN,27.0
B193,MAINAG,S,GARFIELD OFF TAKE FRM M420 PRV,SS,9.0,300,UNKN,,1999-01-01,IN,27.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MSCL,8.84,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MSCL,1.14,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MSCL,0.5,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MSCL,0.5,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M420,MAINBG,T,TARAGO - WESTERN PORT MAIN,MSCL,1.18,1050,SAND,1/1/1979 12:00:00 AM,1979-01-01,IN,47.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,1.1,300,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,3.9,300,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,1.08,300,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,0.84,300,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,2.52,300,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,4.46,225,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,0.96,225,UNKN,,2018-10-19,IN,8.0
M420,MAINBG,S,TARAGO - WESTERN PORT MAIN,MSCL,0.96,225,UNKN,,2018-10-19,IN,8.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,3.158,600,UNKN,,1960-01-01,IN,66.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,2.059,600,UNKN,,1960-01-01,IN,66.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,1.911,600,UNKN,,1960-01-01,IN,66.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,4.116,600,UNKN,,1960-01-01,IN,66.0
R022,MAINBG,S,PRESTON NO3 RESERVOIR,MSCL,4.378,600,UNKN,,1960-01-01,IN,66.0
WTPW,WATMN,,WTP WATER SUPPLY,DICL,83.2,225,,,1985-02-01,IN,41.0
,MAINSW,,1W PIPELINE,,0.817,100,,,,IN,
,MAINSW,,1W PIPELINE,UPVC,173.713,100,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,1088.3,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,GWI,127.1,50,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,700.1,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,395.8,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,66.7,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,378.7,75,,,,IN,
WTPW,WATMN,,WTP WATER SUPPLY,AC,19.2,75,,,,IN,
,MAINSW,,1W PIPELINE,,9.807,25,,,,IN,
,MAINSW,,1W PIPELINE,,50.182,100,,,,IN,
,MAINSW,,1W PIPELINE,UPVC,53.014,100,,,,IN,
B068,MAINBG,S,EASTFIELD RD PRV,MS,6.05,600,UNKN,,,IN,
P107,MAINBG,S,(NOT OP) NOTTING HILL PS,MS,4.81,600,UNKN,,1977-01-01,IN,49.0
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,4.09,1700,TOPS,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M289,MAINBG,S,HALLAM NTH. INLET MAIN,MSCL,2.88,225,S&C,1/1/1976 12:00:00 AM,1977-01-01,IN,49.0
M418,OFTAKE,S,BEACONSFIELD - LANGWARRIN MAIN,MS,2.16,300,CLAY,,1957-01-01,IN,69.0
M237,OFTAKE,S,NTH ESSENDON BCH GREENVALE MAI,MSCL,0.7,300,SAND,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
M190,OFTAKE,S,YAN YEAN-EPPING MAIN,MSCL,0.72,600,CLAY,1/1/1960 12:00:00 AM,2007-12-23,IN,19.0
R139,OUTLET,S,JOHN HILL (KALLISTA) RESERVOIR,MS,3.64,600,UNKN,,2002-02-12,IN,24.0
R016,OUTLET,S,MT WAVERLEY RESERVOIR,MSLB,10.96,900,,,1980-01-01,IN,46.0
M350,MAINBG,T,WESTERN TRANSFER MAIN,MS,19.79,1350,CLAY,1/1/1984 12:00:00 AM,1984-01-01,IN,42.0
M197,CONN,S,SILVAN-PRESTON MAIN,MSCL,2.03,150,TOPS,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M281,CROSS,S,CARDINIA-DAND'G-NOTTING HILL M,MSCL,6.41,225,CLAY,1/1/1958 12:00:00 AM,1982-08-01,IN,44.0
M197,MAINBG,T,SILVAN-PRESTON MAIN,MS,1154.24,1350,CLAY,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M132,MAINBG,T,SILVA-MT WAVERLY MAIN,MS,38.33,1700,CLAY,1/1/1957 12:00:00 AM,1957-01-01,IN,69.0
M257,CROSS,S,ST ALBANS OUTLET MAIN,MSCL,2.01,300,CRK,1/1/1966 12:00:00 AM,2001-04-05,IN,25.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,0.57,150,CLAY,1/1/1962 12:00:00 AM,1977-01-18,IN,49.0
M301,MAINBG,T,U/YARRA-O'SHANNASSY SIPHON MAI,MS,0.74,1700,CLAY,1/1/1938 12:00:00 AM,1938-01-01,IN,88.0
M283,MAINBG,T,YARRA VALLEY CONDUIT MAIN,MS,23.9,2100,SNC,1/1/1973 12:00:00 AM,1976-01-01,IN,50.0
M197,CROSS,S,SILVAN-PRESTON MAIN,MSCL,1.85,900,,,2010-02-01,IN,16.0
R045,IN/OUT,S,SOMERTON HL RESERVOIR,MS,3.5,600,UNKN,,1968-01-01,IN,58.0
R086,INLET,S,PLENTY RESERVOIR,MS,2.23,900,,,1980-01-01,IN,46.0
P255,MAINAG,S,SUGARLOAF HIGH LIFT PUMP ST'N,MSCL,8.51,750,,,2010-02-01,IN,16.0
P058,MAINBG,S,EPPING PS,MS,0.57,225,CLAY,,1960-01-01,IN,66.0
P101,MAINBG,S,(NOT OP) GREENVALE PS,MS,1.83,825,UNKN,,1978-01-01,IN,48.0
R148,OFTAKE,S,PAKENHAM RESERVOIR,MS,2.63,900,,,1980-01-01,IN,46.0
M192,OFTAKE,S,EPPING-GREENVALE MAIN,MSCL,1.42,375,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M055,OFTAKE,S,NO 1 OLINDA-MITCHAM MAIN,MSCL,3.98,450,CLAY,1/1/1978 12:00:00 AM,1914-01-01,IN,112.0
B089,MAINBG,S,MARTYR RD PRV,MS,2.85,100,UNKN,,1988-01-01,IN,38.0
B048,MAINBG,S,HALLAM NORTH PRV,MS,1.22,225,UNKN,,1977-01-01,IN,49.0
M347,MAINBG,S,SUGARLOAF RES WASTE DISPL MAIN,MSCL,229.171,300,CRK,,1980-01-01,IN,46.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,155.45,900,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,457.01,1350,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M160,MAINBG,T,PRESTON - FOOTSCRAY MAIN,MS,389.71,1350,CLAY,1/1/1958 12:00:00 AM,1958-02-01,IN,68.0
A013,AQDUCT,T,BUNYIP MAIN RACE,EARTH,304.59,0,UNKN,,1953-01-01,IN,73.0
P205,MAINBG,S,(NOT OP) BITTERN EAST PS,MS,7.65,300,,,1980-01-01,IN,46.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,3.09,900,,,1980-01-01,IN,46.0
M354,INLET,S,SILVAN - MT WAVERLY NO 2 MAIN,MS,0.58,450,CLAY,1/1/1983 12:00:00 AM,1983-01-01,IN,43.0
B199,MAINBG,S,CRANBOURNE PRV,MS,0.39,450,CRK,,2009-05-08,IN,17.0
M421,MAINBG,T,BITTERN - DROMANA NO 1 MAIN,RC,738.73,525,UNKN,,1940-01-01,IN,86.0
R004,INLET,S,DANDENONG NORTH RESERVOIR,MS,2.87,1150,,,1980-01-01,IN,46.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,24.65,900,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
M333,MAINBG,T,GREENVALE-YUROKE-SYDENHAM,MS,13.95,1150,CRK,1/1/1978 12:00:00 AM,1978-01-01,IN,48.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,24.22,1700,,,1980-01-01,IN,46.0
R043,INLET,S,COWIES HILL RESERVOIR,MS,11.56,825,,,1980-01-01,IN,46.0
R064,INLET,S,SYDENHAM RESERVOIR,MS,8.41,1150,,,1980-01-01,IN,46.0
Z010,MAINAG,S,SILVAN RES MINI HYDRO,MSCL,8.47,0,CRK,,2009-07-28,IN,17.0
M257,MAINBG,T,ST ALBANS OUTLET MAIN,MS,2.25,1150,CRK,1/1/1974 12:00:00 AM,1986-01-01,IN,40.0
M257,OFTAKE,S,ST ALBANS OUTLET MAIN,MSCL,3.37,300,CRK,1/1/1974 12:00:00 AM,1979-11-15,IN,47.0
R141,OUTLET,S,DROMANA RESERVOIR,CI,4.5,450,UNKN,,1940-01-01,IN,86.0
H080,OUTLET,S,THOMSON DAM,MS,0.33,1900,,,1986-01-01,IN,40.0
H040,OUTLET,S,UPPER YARRA DAM,MS,0.5,1700,,,1980-01-01,IN,46.0
M422,MAINBG,T,BITTERN - DROMANA NO 2 MAIN,MS,1.47,900,CLAY,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
M262,SIPHBG,T,(A011) MCMAHONS CREEK MAIN,MS,336.45,1350,CLAY,1/1/1958 12:00:00 AM,1939-01-01,IN,87.0
B072,MAINBG,S,COTCHIN RES PRV,MS,1.81,900,UNKN,,1984-01-01,IN,42.0
B197,MAINBG,S,PAKENHAM RES PRV,MS,0.98,600,UNKN,,1997-11-25,IN,29.0
B190,MAINBG,S,AQUEDUCT RD LANGWARRIN PRV,MS,2.0,300,UNKN,,1967-01-01,IN,59.0
M347,MAINBG,S,SUGARLOAF RES WASTE DISPL MAIN,MSCL,356.476,300,CRK,,1980-01-01,IN,46.0
M350,MAINBG,T,WESTERN TRANSFER MAIN,MS,218.13,1350,CLAY,1/1/1983 12:00:00 AM,1984-01-01,IN,42.0
M441,MAINBG,T,LANGWARRIN - BITTERN NO 2 MAIN,RC,1.01,600,CLAY,,1959-01-01,IN,67.0
R143,OUTLET,S,MORNINGTON RESERVOIR,MS,3.3,900,,,1980-01-01,IN,46.0
M262,SIPHBG,T,(A011) MCMAHONS CREEK MAIN,MS,125.07,1350,CLAY,1/1/1958 12:00:00 AM,1958-01-01,IN,68.0
B053,MAINBG,S,WATSONIA PRV,MS,0.9,600,UNKN,,,IN,
M195,MAINBG,T,MT WAVERLY OUTLET MAIN,MS,2.44,1150,SNC,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M291,MAINBG,S,SILVAN - OLINDA MAIN,MSEL,2.66,1350,CLAY,1/1/1971 12:00:00 AM,1971-01-01,IN,55.0
M257,OFTAKE,S,ST ALBANS OUTLET MAIN,MSCL,2.83,375,CRK,1/1/1974 12:00:00 AM,1974-01-01,IN,52.0
M484,MAINBG,S,YEA - SUGARLOAF MAIN,MSCL,1.48,300,,,2010-02-01,IN,16.0
M198,OFTAKE,S,SOMERTON HIGH LEVEL MAIN,MSCL,1.6,375,CRK,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
B048,MAINBG,S,HALLAM NORTH PRV,MS,1.83,900,UNKN,,1977-01-01,IN,49.0
B048,MAINBG,S,HALLAM NORTH PRV,MS,1.18,300,UNKN,,1977-01-01,IN,49.0
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,WI,113.42,900,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M195,MAINBG,T,MT WAVERLY OUTLET MAIN,MS,792.03,1150,SNC,1/1/1962 12:00:00 AM,1962-01-01,IN,64.0
M160,MAINBG,S,PRESTON - FOOTSCRAY MAIN,MSCL,1.23,450,CLAY,1/1/1958 12:00:00 AM,2003-01-01,IN,23.0
M103,MAINBG,T,CORANDERRK WEIR TO DICKS BASIN,MS,1340.23,1150,CLAY,1/1/1931 12:00:00 AM,1930-09-05,IN,96.0
M113,MAINBG,T,MITCHAM - SURREY HILLS DUP.,MS,3.03,900,CLAY,1/1/1984 12:00:00 AM,1985-01-01,IN,41.0
M160,MAINBG,T,PRESTON - FOOTSCRAY MAIN,MS,2.51,1150,CLAY,,2013-08-24,IN,13.0
M478,MAINBG,S,CARDINIA - PEARCEDALE DUP,MSCL,4.1,225,CRK,,2010-10-18,IN,16.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,24.3,900,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
M281,BYPASS,S,CARDINIA-DAND'G-NOTTING HILL M,MSCL,1.5,225,SAND,1/1/1974 12:00:00 AM,1981-01-01,IN,45.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,2.74,900,,,1980-01-01,IN,46.0
M478,BYPASS,S,CARDINIA - PEARCEDALE DUP,MSCL,1.8,225,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M193,BYPASS,S,KENNY ST-BROADMEADOWS MAIN,MSEL,0.83,225,CLAY,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
P257,MAINBG,S,PRESTON PUMP STATION,MSCL,1.4,225,,,2010-02-04,IN,16.0
M198,MAINBG,T,SOMERTON HIGH LEVEL MAIN,MS,419.83,600,CRK,1/1/1968 12:00:00 AM,1968-01-01,IN,58.0
M421,MAINBG,T,BITTERN - DROMANA NO 1 MAIN,RC,571.39,675,UNKN,,1940-01-01,IN,86.0
B199,MAINBG,S,CRANBOURNE PRV,MS,1.67,600,CRK,,2009-05-08,IN,17.0
B199,MAINBG,S,CRANBOURNE PRV,MS,3.56,150,CRK,,2009-05-08,IN,17.0
R017,INLET,S,NOTTING HILL RESERVOIR,MS,8.82,900,,,1980-01-01,IN,46.0
P002,MAINBG,S,MITCHAM RES PS,MS,2.54,1150,UNKN,,,IN,
P002,MAINBG,S,MITCHAM RES PS,MS,3.19,1150,UNKN,,,IN,
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,CI,1.51,800,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,288.7,900,CLAY,1/1/1976 12:00:00 AM,1914-01-01,IN,112.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,158.6,1350,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,MSR,367.89,900,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
P094,MAINBG,S,(NOT OP) DONVALE PS,MS,5.22,100,,,1980-01-01,IN,46.0
M193,MAINBG,S,KENNY ST-BROADMEADOWS MAIN,MS,1.088,600,CRK,,2013-04-15,IN,13.0
M078,BRANCH,S,ROSANNA - PRESTON MAIN,MSCL,101.12,900,CRK,1/1/1976 12:00:00 AM,1976-01-01,IN,50.0
M478,BRANCH,T,CARDINIA - PEARCEDALE DUP,MS,2.29,800,CRK,1/1/2001 12:00:00 AM,2001-01-01,IN,25.0
M484,MAINBG,S,YEA - SUGARLOAF MAIN,MSCL,0.45,80,,,2010-02-01,IN,16.0
H040,MAINBG,S,UPPER YARRA DAM,MS,0.54,2400,,,1980-01-01,IN,46.0
R038,BYPASS,S,WANTIRNA SOUTH RESERVOIR,MS,1.19,300,UNKN,,1988-01-01,IN,38.0
M281,BYPASS,S,CARDINIA-DAND'G-NOTTING HILL M,MSCL,1.17,300,SAND,1/1/1974 12:00:00 AM,1984-01-01,IN,42.0
M462,MAINBG,T,LANGWARRIN-FRANKSTON NO 2 MAIN,MS,2.0,600,SAND,1/1/1967 12:00:00 AM,1967-01-01,IN,59.0
M427,MAINBG,T,LANGWARRIN-FRANKSTON NO 1 MAIN,RC,203.4,900,CLAY,,1955-01-01,IN,71.0
M263,SIPHBG,T,,MS,300.62,1800,CLAY,1/1/1965 12:00:00 AM,1965-01-01,IN,61.0
H070,CROSS,S,GREENVALE DAM,MS,5.59,750,,,1980-01-01,IN,46.0
R032,CROSS,S,ST ALBANS RESERVOIR,MS,0.56,375,,,1980-01-01,IN,46.0
H070,CROSS,S,GREENVALE DAM,MS,1.67,225,,,1980-01-01,IN,46.0
P245,BYPASS,S,KALLISTA PS,MS,0.89,100,,,1980-01-01,IN,46.0
H040,BYPASS,S,UPPER YARRA DAM,MS,20.22,300,,,1980-01-01,IN,46.0
H040,BYPASS,S,UPPER YARRA DAM,MS,0.97,300,,,1980-01-01,IN,46.0
M056,MAINBG,T,OLINDA-MITCHAM NO.3,MS,108.8,1150,CLAY,1/1/1981 12:00:00 AM,2005-09-06,IN,21.0
P091,MAINBG,S,SOMERTON NO2 PS,MS,22.02,0,UNKN,,,IN,
M160,MAINBG,T,PRESTON - FOOTSCRAY MAIN,MS,5.86,900,CLAY,1/1/1958 12:00:00 AM,1958-03-01,IN,68.0
P242,OUTLET,S,SILVAN - SEVILLE PS,MS,0.43,200,UNKN,,1996-01-01,IN,30.0
P245,BYPASS,S,KALLISTA PS,MS,0.3,50,,,1980-01-01,IN,46.0
R010,OUTLET,S,MITCHAM RESERVOIR,CI,1.19,825,,,1980-01-01,IN,46.0
R011,OUTLET,S,MONTROSE RESERVOIR,MS,20.97,600,,,1980-01-01,IN,46.0
R025,OUTLET,S,SURRY HILLS NO1 RESERVOIR,CI,1.13,450,,,1980-01-01,IN,46.0
M103,SIPHBG,T,CORANDERRK WEIR TO DICKS BASIN,MS,1.0,1150,CLAY,1/1/1931 12:00:00 AM,1931-01-01,IN,95.0
P002,MAINBG,S,MITCHAM RES PS,MS,4.25,825,UNKN,,,IN,
P002,MAINBG,S,MITCHAM RES PS,MS,20.87,1350,UNKN,,,IN,
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,MS,43.02,900,CLAY,1/1/1912 12:00:00 AM,1912-01-01,IN,114.0
M055,MAINBG,T,NO 1 OLINDA-MITCHAM MAIN,MSLB,13.6,900,CLAY,1/1/1963 12:00:00 AM,1914-01-01,IN,112.0
M192,MAINBG,T,EPPING-GREENVALE MAIN,MS,6.65,1350,CLAY,1/1/1960 12:00:00 AM,1960-01-01,IN,66.0
M160,MAINBG,T,PRESTON - FOOTSCRAY MAIN,MS,477.89,1350,CLAY,1/1/1958 12:00:00 AM,1958-02-01,IN,68.0
M046,MAINBG,T,MITCHAM-SURREY HILLS MAIN,MS,35.56,900,SAND,1/1/1964 12:00:00 AM,1964-01-01,IN,62.0
M193,MAINBG,S,KENNY ST-BROADMEADOWS MAIN,MS,1.042,450,CRK,,2013-04-15,IN,13.0
M113,BRANCH,S,MITCHAM - SURREY HILLS DUP.,MS,2.25,900,CRK,1/1/1995 12:00:00 AM,1995-01-01,IN,31.0
B072,MAINBG,S,COTCHIN RES PRV,MS,1.67,900,UNKN,,1984-01-01,IN,42.0
