Geo Point,Geo Shape,seg_id,str_type,status_id,seg_descr,poly_area,gisid,street_id,seg_part
3607,788,23257,3,2,3360,2204,3914,120031,1
1618,1268,22678,3,2,18,1871,712,367,1
2125,3085,30509,9,4,2911,30,2447,2937,1
1226,2609,30213,9,4,3053,580,152,3214,1
2875,2463,20379,4,3,2170,544,3345,763,1
825,971,20905,3,2,1455,1662,2816,478,1
1045,768,21314,4,3,2797,14,2987,3102,1
2855,3344,20107,3,2,1594,919,3255,0,1
1159,422,21740,3,2,2634,3423,2315,947,1
1740,2615,20835,4,3,556,39,1911,1567,1
2227,2376,30507,9,4,2935,73,2445,2975,1
1318,9,22905,4,3,3316,285,3139,118780,1
4049,3833,22731,3,2,1800,119,1021,960,1
2937,1857,20014,3,2,2321,6149,3101,803,1
2927,2208,20060,3,2,2078,381,3065,0,1
1701,2053,30386,9,4,2919,18,303,2947,1
1684,1864,21105,3,2,1347,3345,2718,726,1
2466,2775,30726,9,4,3197,395,739,117924,1
2034,1376,23360,4,3,126,126,4153,1876,1
3214,3544,22642,2,13,172,346,3550,117741,4
1742,1974,21109,3,2,396,395,2722,482,1
641,819,23111,0,1,249,3515,526,453,1
3810,2462,22030,0,1,2794,725,3686,1592,1
2614,2818,20159,3,2,3520,2895,3475,1114,1
3671,887,22126,4,3,2335,275,4021,1370,1
1422,2033,22685,0,1,1605,1856,724,632,1
2832,1740,20048,3,2,2295,2544,3072,825,1
3075,2579,20385,4,3,776,200,3339,527,1
2,1079,22400,3,2,1799,616,2008,962,1
430,252,30560,9,4,2988,32,2469,3071,1
3492,2685,22811,6,6,3372,2063,3607,117877,1
633,2910,20519,3,2,409,5375,1588,483,1
3087,2866,30135,9,4,2395,19,91,868,1
2407,3380,20227,4,3,2253,243,3216,808,1
563,956,21242,3,2,2475,3000,2948,890,1
3354,4097,21995,4,3,646,302,1351,1519,1
459,3594,20627,0,1,3077,910,1745,999,1
3698,1760,23232,6,6,2466,134,3877,119774,3
1988,2493,23341,4,3,270,203,182,2993,1
1435,3518,20602,3,2,1411,407,1780,950,1
1614,938,21653,3,2,1699,702,3008,781,1
2471,3482,20204,3,2,3408,2868,3227,1088,1
2400,4103,21576,4,3,599,216,1452,150,1
1759,2691,30889,9,4,2122,16,4165,751,1
1945,773,30841,11,9,95,2279,4012,3220,1
1876,2749,20505,3,2,1471,919,1602,0,1
64,876,30705,9,4,2832,71,2588,1503,1
666,2828,20825,4,3,515,111,1922,2012,1
2044,2397,21625,0,1,3644,2991,1856,1152,1
3128,3173,20302,4,3,1340,551,3164,722,1
10,2342,22397,3,2,2747,13489,2101,962,1
364,447,23040,3,2,2458,773,553,119655,1
3509,3668,30845,11,9,2101,71496,4016,117875,1
2753,2485,20371,4,3,1281,681,3353,3226,1
730,459,21743,4,3,492,173,2318,1912,1
2434,2674,20335,4,3,2451,33,3387,855,1
3033,2622,20384,4,3,1088,42,3340,631,1
2578,3276,30193,9,4,2222,8,132,784,1
1466,1904,21127,4,3,2639,639,2736,951,1
2629,767,23224,3,2,2769,11205,3839,119108,1
2952,2596,30152,9,4,1156,1111,103,3160,1
100,933,30704,9,4,3018,82,2587,3128,1
1968,1712,22871,4,3,603,14,350,190,1
2528,3158,20271,4,3,2787,110,3174,977,1
3924,2971,22117,3,2,807,3573,3770,1360,1
191,476,23050,3,2,2756,1512,459,119642,1
1329,3379,20675,4,3,2251,721,1698,807,1
1725,992,21041,3,2,2561,6251,2867,920,1
3366,2062,30089,9,4,2964,356,54,3025,1
2384,1521,21481,4,3,596,160,1142,191,1
3314,1113,23299,13,16,3627,3987,3971,119527,2
3756,3719,22644,1,12,3377,18,2607,117764,3
3055,3738,30595,11,9,738,9293,2498,3189,1
1271,2833,30811,9,4,2355,759,3865,1995,1
112,1000,22413,3,2,2401,2642,2018,870,1
3878,4052,22645,1,12,2528,400,2120,3080,3
3639,2621,22071,0,1,477,4568,3726,1345,1
2296,1233,21472,4,3,589,85,1315,193,1
2932,3890,21936,4,3,560,254,1345,8,1
226,4,23028,3,2,2438,3228,571,119635,1
3596,2754,22064,0,1,1483,3331,3720,0,1
819,423,21729,4,3,1266,1882,2303,686,1
2565,1812,30512,9,4,2893,62,2448,2896,1
2007,1724,30527,9,4,2890,137,2461,2890,1
947,361,23281,4,3,735,541,3940,117932,1
909,1601,30374,9,4,3024,109,292,3136,1
2714,2643,20329,4,3,915,181,3393,581,1
914,113,22532,3,2,2169,836,2162,3234,1
2015,1061,21444,4,3,636,539,1289,246,1
2409,3862,20898,3,2,43,6026,850,375,1
1872,987,30461,9,4,2858,18,2410,2063,1
702,2999,23352,4,3,3567,122,4150,1541,1
1099,3230,20704,4,3,2415,113,1680,117818,1
3965,4022,22717,3,2,1381,153,1008,1032,1
3531,3061,22085,3,2,3495,4193,3740,364,1
3348,1662,22555,0,1,3783,7668,3588,117786,1
3806,27,22890,3,2,3276,8423,738,117933,1
1304,356,21735,3,2,3540,886,2309,1119,1
308,437,23177,4,3,321,713,659,119728,1
731,3398,30229,9,4,2970,17,167,3037,1
1724,2010,21110,3,2,1507,976,2723,0,1
2413,2964,20152,3,2,3271,2890,3482,1045,1
270,619,22984,3,2,758,1817,619,119630,1
3558,2556,30670,9,4,1150,1419,2554,117888,1
3111,2700,20113,3,2,1571,902,3024,0,1
36,988,22927,4,3,403,406,374,119264,1
1463,3508,20606,4,3,611,62,1776,270,1
2572,2586,20168,3,2,995,2913,3466,599,1
798,1784,22338,3,2,1629,415,2055,649,1
2581,3057,20052,3,2,1918,321,3071,0,1
355,525,23189,4,3,2645,113,672,119740,1
765,1128,30321,9,4,2997,32,243,3087,1
141,656,23009,0,1,1870,242,503,119624,1
2869,3258,30174,9,4,2875,24,119,2870,1
3564,3601,22692,0,1,1389,895,983,376,1
453,399,23173,4,3,327,44,656,119732,1
3855,225,22557,3,2,1924,804,3143,1393,1
3768,2955,22826,3,2,1224,3346,3811,1351,1
1467,3477,30222,9,4,2869,7,161,2859,1
3401,1949,30139,9,4,2819,106,93,1481,1
3433,1629,22819,3,2,771,98,4108,526,7
3192,1311,22452,3,2,1271,23144,3593,117766,1
2366,1381,21480,4,3,648,83,1321,230,1
2720,2473,20370,4,3,717,89,3354,103,1
337,1171,21248,4,3,2274,1121,2954,813,1
1282,325,21747,4,3,3794,296,2322,120170,1
665,168,21788,4,3,2423,864,2363,2044,2
4078,3648,22209,0,1,3586,3578,885,1127,1
990,505,21703,3,2,204,1461,2278,430,1
579,2162,30709,9,4,3016,83,2591,3125,1
3434,2142,20429,4,3,2482,246,3297,891,1
1892,2922,20523,3,2,1731,934,1585,0,1
3557,2234,22179,0,1,2160,5473,3781,3090,1
4141,3740,22760,0,1,1965,1685,1050,1056,1
3887,3152,22105,3,2,3726,1616,3758,1352,1
1003,2851,20815,3,2,975,3058,1932,598,1
3437,1018,23295,3,2,1435,563,3979,455,1
1298,1554,22864,4,3,499,10,345,1783,1
3879,2770,22461,3,2,2533,1990,3124,1350,1
3969,3917,30691,9,4,2996,90,2575,3086,1
892,404,21727,3,2,3775,5235,2301,1186,1
3124,2411,20356,4,3,3234,77,3368,1287,1
73,1546,30707,11,9,3727,10774,2589,3130,1
281,517,30782,9,4,2691,16,438,119706,1
1416,1460,21151,0,1,827,1554,2802,552,1
1130,147,21845,3,2,2130,3469,2207,753,1
2188,1952,21404,3,2,3754,1148,1114,1179,1
1311,1536,21175,4,3,498,103,2764,1783,1
3636,1705,23232,6,6,2466,184,3879,119774,1
3339,2364,20134,3,2,2074,732,3488,0,1
3979,3727,22224,3,2,1530,396,896,572,1
3057,1910,20063,3,2,2256,2021,3062,809,2
588,241,30562,9,4,2986,19,2470,3068,1
4052,3748,22847,4,3,2793,59,1474,1576,1
2248,1334,30443,9,4,2954,43,2393,3007,1
3446,2563,30674,12,8,3790,7785,2558,3094,1
3162,3517,22642,2,13,172,2524,3553,117741,2
999,597,21655,3,2,983,1282,2240,600,1
3007,877,22857,13,16,2584,1088,3961,117864,1
2595,2756,20007,3,2,2325,6061,3114,803,1
3420,2787,30649,12,8,3790,14799,2540,3094,1
3917,3913,22716,3,2,74,2513,1006,383,1
1121,2920,20790,4,3,3059,26,1953,117806,1
2090,2886,21603,0,1,3650,3125,1847,1152,1
439,1347,21251,0,1,1091,9704,2957,632,1
3378,2172,30866,9,4,3488,27,3302,1104,1
1985,969,21437,3,2,77,881,1282,385,1
383,1210,23366,4,3,2706,80,273,2924,1
414,99,21813,3,2,3468,1334,2175,1438,1
4022,3687,22202,3,2,1445,411,878,466,1
3127,2015,20089,0,1,1670,891,3040,0,1
2536,829,22453,10,10,1133,819,4166,640,1
53,854,22885,1,12,3593,63104,2605,1133,1
1802,2315,20864,3,2,3129,1370,1884,1008,1
2209,1894,21403,3,2,2517,1024,1113,901,1
2098,3021,21602,0,1,2041,948,1846,0,1
2114,1891,21385,3,2,3752,2280,1096,1179,1
1710,2097,21116,3,2,2617,2960,2725,939,1
3852,2178,22013,0,1,480,3280,3669,1345,1
1583,1428,21073,0,1,828,1224,2899,552,1
140,2319,22434,0,1,3257,10840,1870,1041,1
1367,3271,20677,3,2,155,6631,1696,415,1
1787,2166,20924,3,2,1861,758,2618,0,1
2495,2268,20025,3,2,1845,931,3092,0,1
1877,2099,30364,9,4,2681,19,282,2897,1
4,1084,22398,3,2,2741,8185,2006,962,1
2500,3457,20230,4,3,3594,177,3213,1135,1
1924,2081,20934,4,3,3081,118,2628,1286,1
3301,4076,21960,4,3,2404,795,1354,120061,1
7,893,22923,3,2,3487,3527,385,119261,1
929,3109,30233,9,4,2678,101,170,3033,1
2029,1094,30458,9,4,2861,8,2407,2823,1
1203,864,21295,3,2,1129,391,2971,639,1
3665,47,22163,0,1,3575,2405,3115,1385,1
1885,1877,20959,4,3,1346,184,2652,1301,1
697,247,22838,4,3,1148,180,2143,117796,1
3093,3598,22630,3,2,3714,9235,3537,1170,1
1368,1828,21135,4,3,3614,318,2744,1291,1
3134,3191,20303,4,3,3273,260,3163,1046,1
518,1349,20919,0,1,1604,3056,2824,632,1
3983,3759,22709,3,2,1531,129,999,572,1
1751,2569,20836,4,3,820,463,1910,1227,1
2105,1219,30449,9,4,2886,108,2398,2886,1
3350,2804,23286,6,6,1125,1120,1459,117860,1
1809,2354,20470,3,2,1428,689,1634,0,1
617,870,23120,3,2,1448,368,538,119651,1
3771,2191,22455,0,1,728,3383,3119,1366,1
125,595,23141,0,1,3158,1065,500,119624,1
2789,3977,21901,3,2,3068,3052,1403,994,1
209,628,22985,3,2,1805,278,468,119642,1
3992,65,22167,0,1,3573,17579,3661,1385,1
981,1159,21259,4,3,2606,231,2963,932,1
2429,2198,21522,4,3,680,183,1174,108,1
2723,3966,21885,3,2,1816,604,1416,0,1
3472,871,23314,3,2,761,2046,4059,526,1
2842,2359,30185,9,4,3423,74,127,1054,1
1423,2813,22506,3,2,1232,3028,1508,674,1
1551,2592,20467,3,2,1440,457,1637,456,1
1185,943,21329,0,1,2367,6031,3002,847,1
2038,1356,30463,9,4,124,13,2412,1876,1
1043,3314,20658,4,3,425,133,1715,117731,1
956,264,21739,3,2,66,3064,2313,381,2
2922,4145,21911,0,1,1651,449,1394,0,1
2808,3377,20106,3,2,772,6178,3256,526,1
1136,3595,20879,0,1,1567,474,1658,931,1
2043,1755,30523,9,4,2874,146,2458,2867,1
3062,2637,20383,4,3,1027,319,3341,606,1
2027,31,22771,0,1,3304,392,749,117858,2
3024,3848,21937,3,2,727,3087,806,515,1
986,205,22843,4,3,1252,377,2124,117837,1
3310,3756,21979,3,2,2104,487,786,745,1
3623,1401,30662,12,8,3790,907,2550,3094,1
1856,1476,30434,9,4,1028,52,338,608,1
4084,3700,22212,0,1,3579,1490,888,1127,1
975,1366,30308,9,4,3025,16,232,3137,1
3853,4032,22645,1,12,2528,86,3560,3080,13
3137,2404,20359,4,3,512,75,3365,2300,1
3615,577,22136,3,2,1364,6809,3635,1387,1
58,2251,22389,4,3,2497,1777,2097,897,1
643,446,21696,4,3,2181,101,2271,1558,1
2589,3487,20202,3,2,3413,2902,3229,1088,1
2342,1335,21474,3,2,1379,932,1317,0,1
4034,3809,22735,4,3,1976,57,1025,1058,1
3189,2723,20390,4,3,3455,282,3334,1093,1
1921,1562,20983,3,2,3656,3035,2676,1152,1
3125,3949,21944,0,1,2067,954,1370,0,1
1666,1586,21091,4,3,2204,368,2704,772,1
2283,3671,21567,3,2,2545,2069,839,913,1
1566,1350,21064,4,3,193,373,2890,1208,1
773,487,21700,3,2,1424,465,2275,0,1
1803,2577,20832,4,3,513,130,1914,1968,1
240,501,23164,4,3,339,136,645,119716,1
2282,1441,21475,3,2,3445,5488,1318,1089,1
1525,2594,30256,9,4,2844,20,190,1564,1
3630,3350,22695,3,2,1705,2895,986,798,1
1786,2993,20728,4,3,1077,395,1544,628,1
2137,2377,21631,3,2,989,3059,1226,599,1
3776,2424,22043,0,1,2162,4959,3699,1359,1
2402,3,30036,8,5,786,33044,26,532,1
824,2812,30235,9,4,2677,35,172,3030,1
43,2265,22390,4,3,2499,1107,2098,897,1
1711,2043,30363,9,4,3033,33,281,3147,1
1297,3066,22832,4,3,526,33,1972,1509,1
699,327,21691,4,3,693,228,2266,137,1
2252,1519,30528,9,4,2902,139,2462,2913,1
67,2126,22381,3,2,2057,880,2092,405,1
121,359,22981,3,2,375,976,592,119673,1
77,3210,22509,3,2,1727,325,1511,0,1
1085,1575,20878,0,1,1473,908,2610,0,1
3084,3411,20209,3,2,1596,927,3222,0,1
3238,2348,22612,3,2,775,2164,3504,526,1
307,507,23087,3,2,3339,1900,443,119639,1
3358,2394,20178,3,2,3756,2674,3456,1179,1
3984,3784,22710,3,2,891,1133,1000,572,1
3976,3726,22223,3,2,889,4447,895,572,1
3441,858,23320,9,4,3277,372,4093,120148,1
3426,3002,22808,6,6,3371,1841,3606,117877,1
4113,3970,22301,3,2,2738,2267,971,959,1
2129,1959,30500,9,4,2898,18,2439,2902,1
3633,860,30884,9,4,3356,638,4148,120031,1
2408,2694,22831,4,3,2174,251,3386,766,1
3382,2803,22911,6,6,1124,717,2596,117860,1
903,687,22520,3,2,217,1178,2128,440,1
3013,2739,20314,4,3,236,203,3406,448,1
3842,2363,30653,9,4,2994,38,2543,3083,1
3101,3732,21970,0,1,2103,1660,795,744,1
1996,2891,20522,3,2,2353,6149,1586,840,1
2965,1980,20061,3,2,2261,2750,3064,809,1
1958,1510,22834,3,2,2154,963,1496,761,1
190,947,23153,4,3,348,174,634,119726,1
1030,808,20899,3,2,1633,649,2810,669,1
1390,1930,21125,4,3,3778,137,2734,1188,1
510,342,21752,3,2,1589,317,2327,605,1
2357,1183,21545,3,2,3169,447,1333,1016,1
3784,1324,22005,0,1,2531,9462,3787,1371,1
128,2468,22512,3,2,3074,23193,1513,997,2
3818,2448,22029,3,2,1776,741,3685,0,1
3245,3750,21973,4,3,2100,1251,792,743,1
2751,3205,20261,4,3,795,471,3183,535,1
3667,3244,22080,3,2,3369,7720,3735,1343,1
3343,2446,20179,3,2,2413,2821,3455,1424,1
1573,2679,21558,3,2,1999,452,1842,1114,1
809,149,21827,3,2,2580,695,2189,2032,1
3400,2636,22911,9,4,1124,70,390,117860,1
2258,3419,21848,3,2,3415,2831,3280,1088,1
4025,3753,22849,4,3,507,203,1477,1573,2
3886,3932,22280,3,2,79,1682,952,383,1
2981,923,22783,13,16,2585,1749,3962,117864,1
3824,2858,22767,3,2,3496,5151,3797,364,1
2999,2541,20381,4,3,2455,696,3343,859,1
3982,3901,30696,9,4,2178,42,2580,767,1
1826,64,30056,11,9,3354,1557,36,3223,1
3884,4059,22645,1,12,2528,147,2122,3080,1
2818,2582,20374,4,3,3352,456,3350,1082,1
2729,3337,20092,3,2,1599,353,3259,0,1
4082,4017,22743,0,1,1826,223,1033,1004,1
3785,4072,22487,0,1,3098,9390,1343,1004,2
871,1967,22329,4,3,641,842,2046,49,1
1830,1439,30414,9,4,3023,181,328,3135,1
481,323,21766,3,2,1024,1374,2341,605,1
1197,3147,20695,4,3,3707,94,1551,117827,1
1465,3476,30237,9,4,2869,6,174,2859,1
783,198,21829,3,2,3284,1367,2191,2033,1
3726,2255,22177,3,2,3740,5187,3779,1344,1
3468,1939,20067,0,1,3395,2705,3060,1086,1
613,1361,30357,9,4,2674,86,276,2930,1
3284,1863,20072,0,1,1950,638,3055,1086,1
1838,1568,30393,9,4,2914,31,310,2940,1
365,1174,23365,4,3,2705,30,272,2923,1
1667,2023,21119,4,3,2450,103,2728,120096,1
2197,2259,30480,9,4,2981,112,2425,3063,1
2755,3859,21902,3,2,725,3070,811,515,1
574,3340,22788,3,2,2572,6850,1470,925,1
2978,2875,20317,4,3,1351,578,3403,727,1
2830,868,23252,3,2,881,3381,3906,117768,1
1844,1011,21028,3,2,2052,612,2854,0,1
1229,3365,20669,4,3,542,70,1704,204,1
1348,3169,20548,3,2,921,6070,1833,583,1
371,408,23039,3,2,2459,771,554,119655,1
4057,3820,22251,4,3,1126,269,910,119505,1
3425,1660,22819,3,2,771,1341,4035,526,5
2106,3149,21617,0,1,2045,910,1853,0,1
2325,2104,21527,3,2,1145,2961,1179,644,1
2047,1447,22667,3,2,1298,4858,1200,696,1
3968,3436,22708,3,2,896,5901,998,572,1
2480,2712,20040,3,2,2299,2097,3080,825,1
2085,1491,21433,3,2,3231,6099,1140,1035,1
1852,2558,20829,3,2,3149,3068,1918,1008,1
4028,3645,22205,4,3,616,149,881,298,1
1870,1610,20986,4,3,3623,205,2679,1150,1
93,1014,22411,4,3,3420,1184,2016,1052,1
3039,2631,20099,3,2,2266,2297,3034,812,1
2560,4155,21870,4,3,481,189,1431,2414,1
1452,3480,30240,9,4,2869,59,177,2859,1
615,1060,30341,9,4,2927,44,263,2960,1
2447,1221,21542,3,2,1878,346,1330,0,1
1548,1452,21075,4,3,3295,414,2689,1064,1
1177,1293,21166,3,2,1260,4294,2911,685,1
2491,2699,20333,4,3,912,163,3389,578,1
553,428,23170,4,3,2245,256,652,120158,1
15,833,30771,6,6,369,947,425,119688,1
1675,1703,30362,9,4,347,39,280,1851,1
1656,1237,21033,3,2,1851,928,2859,0,1
3791,3369,22702,0,1,3436,4672,994,1056,1
2292,3215,20035,3,2,1600,332,3269,0,1
3857,2771,22120,3,2,2502,1818,3773,1354,1
3550,1585,22862,3,2,2444,4441,2114,118680,1
2868,2528,20378,4,3,1280,697,3346,3226,1
3383,1093,22915,4,3,2486,1836,1460,117952,1
218,230,21798,3,2,2425,901,2374,117804,1
1051,1181,20909,3,2,1555,596,2820,585,1
2571,3875,21864,3,2,1246,6256,1437,677,1
150,721,23097,0,1,1874,310,504,119624,1
1114,809,21293,3,2,1310,3497,2969,702,1
2562,3159,20265,4,3,2767,64,3179,970,1
3286,2547,20131,3,2,1107,1101,3491,635,1
3053,4026,30609,9,4,2554,146,2509,3075,1
2920,962,22785,4,3,2581,386,3610,117864,1
1211,2879,20813,3,2,1069,3034,1934,621,1
1605,2356,20479,3,2,2784,1825,1625,975,1
2204,1526,21426,4,3,2402,803,1134,871,1
587,472,30781,9,4,2690,30,437,119705,1
3601,630,22131,0,1,2327,8457,3630,1370,1
577,1858,22342,3,2,1167,3026,2059,649,1
4046,3832,22732,3,2,2742,341,1022,960,1
561,429,23027,3,2,2435,739,580,119634,1
2142,1643,21427,0,1,2155,2972,1135,761,1
806,2089,22324,3,2,1777,613,2041,0,1
490,3546,20629,3,2,2571,1059,1743,925,1
382,303,21764,3,2,1585,277,2339,605,1
290,322,23182,4,3,343,323,668,119734,1
1031,2233,22513,0,1,1911,1836,1514,1041,1
1823,1842,30395,9,4,2910,187,312,2936,1
3645,849,23291,4,3,2513,723,3951,120025,1
278,490,23166,4,3,331,194,648,119718,1
3486,331,22155,0,1,1716,476,3652,1370,1
130,862,23118,0,1,251,2156,519,453,1
2284,1257,21471,4,3,572,156,1314,199,1
2900,3873,21934,4,3,679,79,808,1544,1
800,2870,20824,4,3,567,52,1923,1536,2
3707,3779,22643,1,12,175,4198,3548,422,1
3527,2686,22567,3,2,3220,1267,3153,1339,1
12,967,22922,3,2,3486,801,386,119261,1
1810,3185,20556,3,2,3193,6141,1825,1024,1
41,2477,22396,3,2,276,5395,1868,457,1
756,2156,22355,4,3,632,71,2072,23,1
1567,2861,22868,4,3,586,26,344,237,1
1184,745,21306,3,2,1692,443,2979,774,1
3582,1353,23302,6,6,130,3997,3973,120090,1
1144,2293,30210,9,4,1173,583,149,3211,1
262,222,21800,3,2,777,1249,2376,1406,1
546,1341,21237,3,2,293,4073,2943,467,1
2824,2503,30114,9,4,3045,59,75,1430,1
2039,978,21439,3,2,2084,1869,1284,737,1
884,1988,22336,3,2,214,2224,2053,436,1
538,1047,30342,9,4,2926,96,264,2959,1
3709,3731,22643,0,1,175,1705,4026,422,2
1765,2608,20834,4,3,524,17,1912,1568,1
85,136,23200,0,1,1022,2558,632,605,1
647,869,23125,3,2,432,2777,540,119653,1
960,3309,30296,9,4,2682,21,225,3230,1
1000,1984,22322,3,2,3476,2786,2039,1101,1
3669,1758,23232,6,6,2466,1294,3878,119774,2
1980,1665,21377,4,3,3772,165,1088,117820,1
398,3104,20541,0,1,1730,1743,1567,0,1
1744,1125,21025,4,3,2279,1996,2851,816,1
3342,2480,20396,4,3,1138,82,358,641,1
2682,2205,30875,9,4,3244,105,4098,120150,1
743,732,21320,3,2,2373,3483,2993,847,1
462,601,23076,3,2,3223,1277,482,119638,1
2446,1524,30505,9,4,2936,58,2444,2976,1
1565,1372,21065,4,3,733,56,2891,1221,1
1928,1412,21350,0,1,2145,1332,1271,761,1
3176,2465,30103,9,4,2889,115,65,2889,1
669,2597,30893,9,4,2544,2055,4173,119044,1
63,905,30703,9,4,2832,198,2586,1503,1
1909,1745,20978,4,3,2766,77,2671,969,1
79,891,22417,4,3,2452,622,2022,1559,1
375,562,22962,3,2,159,1754,615,119632,1
721,942,21219,3,2,2473,3397,2925,890,1
2297,2242,20922,3,2,1844,2751,1080,1010,1
360,411,30789,9,4,2696,6,691,120027,1
2886,2357,20346,4,3,2488,124,3377,892,1
745,200,21830,4,3,864,453,2192,2035,1
4138,3943,22482,0,1,3106,903,1073,1004,1
2370,24,30060,8,5,2368,10154,37,857,1
1880,2487,20867,4,3,2213,387,1882,777,1
2385,1184,21544,3,2,1877,346,1332,0,1
3938,10,30658,5,11,3729,1769,2547,2840,1
163,853,23117,0,1,1865,1502,505,119624,1
451,574,23074,3,2,3222,1189,481,119638,1
1084,515,30582,11,9,811,26138,2487,3218,1
2056,1044,21442,3,2,1553,674,1287,0,1
3212,2575,30140,9,4,2867,92,94,2857,1
3772,3315,22090,3,2,3670,2220,3743,1353,1
2838,2542,20376,4,3,3683,299,3348,1161,1
2812,2298,30099,9,4,2962,253,61,3020,1
2138,3274,21598,0,1,2046,4651,3277,0,1
2819,67,30030,12,8,3507,207973,23,3099,1
3906,3164,22112,3,2,809,5185,3765,1360,1
936,3579,30286,9,4,2823,50,216,1490,1
611,91,21818,3,2,3385,1576,2180,1435,1
3113,3849,21939,0,1,3720,6115,1373,1169,1
2804,3261,20258,4,3,2808,350,3186,985,1
1944,1622,20982,3,2,2047,1854,2675,0,1
961,1368,22888,4,3,2642,209,734,2935,1
1276,1716,21188,4,3,497,28,2776,1704,1
234,1004,23131,4,3,2430,299,533,119648,1
530,2979,20771,3,2,2357,3075,1968,841,1
2794,759,30797,9,4,3494,507,3842,119761,1
3168,3102,30173,9,4,447,421,118,1220,1
387,172,21808,4,3,1357,52,2385,1423,1
645,1850,22340,3,2,1627,405,2057,649,1
3247,586,30081,12,8,3624,331042,49,3095,1
305,178,21795,3,2,3347,603,2371,1434,1
3869,4049,22645,1,12,2528,441,2119,3080,4
1736,2011,21111,3,2,803,471,2724,541,1
2337,1274,21469,3,2,3230,4386,1312,1035,1
2997,2872,30190,9,4,1350,32,130,727,1
1222,3345,30277,9,4,2830,45,207,1500,1
705,1966,22349,4,3,633,158,2066,9,1
3885,4065,22645,1,12,2528,499,2121,3080,2
3508,679,23377,6,6,3214,1115,4156,117906,1
2848,1384,22551,3,2,2184,5981,3589,780,2
182,258,23084,4,3,3556,927,610,119676,1
2328,1150,21546,3,2,1876,351,1334,0,1
3080,3979,30616,9,4,2856,22,2514,1829,1
3397,1339,22817,3,2,3692,5402,3614,117879,1
1942,1039,21336,0,1,1770,946,1257,0,1
624,467,21697,3,2,2375,342,2272,847,1
2584,4152,21996,0,1,1324,1426,1350,714,1
1663,1681,21104,4,3,3274,124,2717,1047,1
2460,2045,21525,3,2,2070,670,1177,1179,1
774,1180,21228,3,2,931,3338,2934,585,1
2420,4143,30614,9,4,2989,259,2512,3073,1
2468,2434,22775,4,3,3419,215,3617,117898,1
3959,3891,22713,3,2,1395,510,1003,383,1
4009,3788,22258,3,2,2515,2526,915,900,1
1337,1269,21159,3,2,2619,1821,2905,949,1
887,3493,20585,3,2,390,1529,1797,479,1
713,1352,20918,3,2,1368,1021,2823,0,1
2127,1169,30437,9,4,2860,70,341,2806,1
2164,1917,21393,3,2,2072,1269,1104,0,1
1439,1806,21134,4,3,2125,72,2743,1262,1
3455,3012,22187,3,2,3379,2217,3629,1465,1
2364,2947,20037,3,2,1920,327,3083,0,1
2599,4154,21871,4,3,638,175,1430,94,1
988,2499,30201,9,4,3607,681,140,3207,1
1418,1230,21059,3,2,96,1840,2885,395,1
1601,68,21682,4,3,2798,1702,3575,3103,1
2563,1448,21493,3,2,1376,839,1252,371,1
869,370,21731,4,3,486,181,2305,1913,1
1104,911,21328,0,1,1734,597,3001,847,1
1526,2122,20594,0,1,1573,10934,1788,599,1
3026,3682,21966,0,1,2066,1166,799,0,1
98,986,22414,3,2,1747,344,2019,0,1
3175,2936,20304,4,3,748,107,3416,521,1
14,900,22940,3,2,153,888,388,119273,1
3249,2769,20162,3,2,988,2922,3472,599,1
3528,673,23349,4,3,428,513,4147,120162,1
203,278,23002,4,3,1055,400,606,119663,1
3800,2857,22644,1,12,3377,63355,2115,117764,5
868,3600,20882,0,1,2600,1889,1655,931,1
3904,3286,22102,4,3,83,433,3755,117847,1
2582,2930,20285,4,3,435,422,3512,496,1
814,406,30563,9,4,2814,132,2471,1470,1
963,739,21313,3,2,1694,238,2986,774,1
2124,1981,22828,4,3,2801,41,1498,117902,1
4000,3790,30675,9,4,3007,109,2559,3115,1
1489,39,22770,0,1,1336,1493,3600,117856,1
757,1922,22335,3,2,1796,819,2052,0,1
3215,3506,30626,11,9,2468,177,2523,117873,1
3719,1164,22950,4,3,1074,392,402,117949,1
3412,2217,20427,4,3,508,160,3299,2279,1
311,535,23068,3,2,1882,413,444,0,1
3040,1625,30082,11,9,3375,62356,50,3224,1
3877,3126,22107,3,2,2503,2114,3760,1354,1
1630,589,30071,11,9,2607,11465,3862,3219,1
2332,3620,20890,3,2,1630,1229,858,0,1
744,3328,20569,3,2,3192,1509,1812,1024,1
1413,2715,20489,3,2,1997,908,1615,0,1
3349,1196,30747,9,4,400,1354,3568,118875,1
3876,2274,30883,5,11,3729,16,4130,2840,1
183,812,23134,4,3,3046,297,530,119649,1
1018,802,21312,3,2,248,444,2985,453,1
848,336,23279,4,3,736,520,3939,117932,1
1562,2677,20839,3,2,2243,1536,1907,794,1
3136,604,23256,3,2,880,1268,4091,117768,3
3164,3486,22642,2,13,172,2725,3554,117741,1
2416,1201,21543,3,2,3171,445,1331,1016,1
770,3469,20648,4,3,667,152,1725,328,1
2435,2046,22653,3,2,4,1777,1186,368,1
3646,3666,22691,0,1,1391,2694,2001,376,1
223,450,22971,3,2,200,1114,562,430,1
215,499,22990,4,3,851,635,474,119641,1
1733,1328,21018,4,3,503,49,2844,1894,1
1702,2278,20857,4,3,523,230,1890,349,1
3370,1235,22801,3,2,262,5067,3611,455,1
