date,Year,Month,day of week,Rainfall_amount_(millimetres)
24/04/2020,2020,Apr,Friday,0.4
25/04/2020,2020,Apr,Saturday,0
26/04/2020,2020,Apr,Sunday,14
27/04/2020,2020,Apr,Monday,0.6
28/04/2020,2020,Apr,Tuesday,0
29/04/2020,2020,Apr,Wednesday,3.4
30/04/2020,2020,Apr,Thursday,23.6
1/05/2020,2020,May,Friday,8
2/05/2020,2020,May,Saturday,1.4
3/05/2020,2020,May,Sunday,1.8
4/05/2020,2020,May,Monday,0.2
5/05/2020,2020,May,Tuesday,0.4
6/05/2020,2020,May,Wednesday,0
7/05/2020,2020,May,Thursday,0
8/05/2020,2020,May,Friday,0
9/05/2020,2020,May,Saturday,0.6
10/05/2020,2020,May,Sunday,7
11/05/2020,2020,May,Monday,0.6
12/05/2020,2020,May,Tuesday,0.2
13/05/2020,2020,May,Wednesday,1.4
14/05/2020,2020,May,Thursday,2.8
15/05/2020,2020,May,Friday,0
16/05/2020,2020,May,Saturday,0
17/05/2020,2020,May,Sunday,0
18/05/2020,2020,May,Monday,0
19/05/2020,2020,May,Tuesday,0
20/05/2020,2020,May,Wednesday,15.6
21/05/2020,2020,May,Thursday,12.4
22/05/2020,2020,May,Friday,11.4
23/05/2020,2020,May,Saturday,0
24/05/2020,2020,May,Sunday,3
25/05/2020,2020,May,Monday,0
26/05/2020,2020,May,Tuesday,0
27/05/2020,2020,May,Wednesday,0
28/05/2020,2020,May,Thursday,0
29/05/2020,2020,May,Friday,0
30/05/2020,2020,May,Saturday,0
31/05/2020,2020,May,Sunday,0
1/06/2020,2020,Jun,Monday,5
2/06/2020,2020,Jun,Tuesday,11.6
3/06/2020,2020,Jun,Wednesday,0.6
4/06/2020,2020,Jun,Thursday,0
5/06/2020,2020,Jun,Friday,0
6/06/2020,2020,Jun,Saturday,0
7/06/2020,2020,Jun,Sunday,0
8/06/2020,2020,Jun,Monday,0
9/06/2020,2020,Jun,Tuesday,0.2
10/06/2020,2020,Jun,Wednesday,0
11/06/2020,2020,Jun,Thursday,0
12/06/2020,2020,Jun,Friday,0
13/06/2020,2020,Jun,Saturday,0
14/06/2020,2020,Jun,Sunday,5.8
15/06/2020,2020,Jun,Monday,0
16/06/2020,2020,Jun,Tuesday,0
17/06/2020,2020,Jun,Wednesday,0.4
18/06/2020,2020,Jun,Thursday,0
19/06/2020,2020,Jun,Friday,0
20/06/2020,2020,Jun,Saturday,1.4
21/06/2020,2020,Jun,Sunday,0
22/06/2020,2020,Jun,Monday,0
23/06/2020,2020,Jun,Tuesday,2.2
24/06/2020,2020,Jun,Wednesday,0.4
25/06/2020,2020,Jun,Thursday,0
26/06/2020,2020,Jun,Friday,1.2
27/06/2020,2020,Jun,Saturday,0
28/06/2020,2020,Jun,Sunday,0.2
29/06/2020,2020,Jun,Monday,0
30/06/2020,2020,Jun,Tuesday,0
1/07/2020,2020,Jul,Wednesday,0
2/07/2020,2020,Jul,Thursday,1.2
3/07/2020,2020,Jul,Friday,0
4/07/2020,2020,Jul,Saturday,7.8
5/07/2020,2020,Jul,Sunday,4.6
6/07/2020,2020,Jul,Monday,1
7/07/2020,2020,Jul,Tuesday,1.4
8/07/2020,2020,Jul,Wednesday,0
9/07/2020,2020,Jul,Thursday,0
10/07/2020,2020,Jul,Friday,0
11/07/2020,2020,Jul,Saturday,0
12/07/2020,2020,Jul,Sunday,6.8
13/07/2020,2020,Jul,Monday,3.4
14/07/2020,2020,Jul,Tuesday,0
15/07/2020,2020,Jul,Wednesday,0.2
16/07/2020,2020,Jul,Thursday,0
17/07/2020,2020,Jul,Friday,0
18/07/2020,2020,Jul,Saturday,0
19/07/2020,2020,Jul,Sunday,0
20/07/2020,2020,Jul,Monday,0.6
21/07/2020,2020,Jul,Tuesday,0.4
22/07/2020,2020,Jul,Wednesday,0
23/07/2020,2020,Jul,Thursday,2.2
24/07/2020,2020,Jul,Friday,0
25/07/2020,2020,Jul,Saturday,0
26/07/2020,2020,Jul,Sunday,0
27/07/2020,2020,Jul,Monday,0
28/07/2020,2020,Jul,Tuesday,0.4
29/07/2020,2020,Jul,Wednesday,0
30/07/2020,2020,Jul,Thursday,0
31/07/2020,2020,Jul,Friday,0
1/08/2020,2020,Aug,Saturday,0
2/08/2020,2020,Aug,Sunday,0
3/08/2020,2020,Aug,Monday,0
4/08/2020,2020,Aug,Tuesday,1.2
5/08/2020,2020,Aug,Wednesday,5.8
6/08/2020,2020,Aug,Thursday,0.8
7/08/2020,2020,Aug,Friday,0
8/08/2020,2020,Aug,Saturday,6.8
9/08/2020,2020,Aug,Sunday,0.2
10/08/2020,2020,Aug,Monday,0
11/08/2020,2020,Aug,Tuesday,0
12/08/2020,2020,Aug,Wednesday,0.8
13/08/2020,2020,Aug,Thursday,1.2
14/08/2020,2020,Aug,Friday,0.8
15/08/2020,2020,Aug,Saturday,2.8
16/08/2020,2020,Aug,Sunday,0.4
17/08/2020,2020,Aug,Monday,0
18/08/2020,2020,Aug,Tuesday,0.2
19/08/2020,2020,Aug,Wednesday,1.2
20/08/2020,2020,Aug,Thursday,3.8
21/08/2020,2020,Aug,Friday,0.4
22/08/2020,2020,Aug,Saturday,4.4
23/08/2020,2020,Aug,Sunday,25.6
24/08/2020,2020,Aug,Monday,2.8
25/08/2020,2020,Aug,Tuesday,0
26/08/2020,2020,Aug,Wednesday,0
27/08/2020,2020,Aug,Thursday,0
28/08/2020,2020,Aug,Friday,1.4
29/08/2020,2020,Aug,Saturday,0
30/08/2020,2020,Aug,Sunday,0
31/08/2020,2020,Aug,Monday,1
1/09/2020,2020,Sep,Tuesday,0
2/09/2020,2020,Sep,Wednesday,0
3/09/2020,2020,Sep,Thursday,0
4/09/2020,2020,Sep,Friday,0
5/09/2020,2020,Sep,Saturday,0.2
6/09/2020,2020,Sep,Sunday,0.2
7/09/2020,2020,Sep,Monday,0
8/09/2020,2020,Sep,Tuesday,0
9/09/2020,2020,Sep,Wednesday,1
10/09/2020,2020,Sep,Thursday,0
11/09/2020,2020,Sep,Friday,0
12/09/2020,2020,Sep,Saturday,1.6
13/09/2020,2020,Sep,Sunday,11.8
14/09/2020,2020,Sep,Monday,0
15/09/2020,2020,Sep,Tuesday,0
16/09/2020,2020,Sep,Wednesday,0
17/09/2020,2020,Sep,Thursday,0.8
18/09/2020,2020,Sep,Friday,0
19/09/2020,2020,Sep,Saturday,0
20/09/2020,2020,Sep,Sunday,0
21/09/2020,2020,Sep,Monday,0
22/09/2020,2020,Sep,Tuesday,0
23/09/2020,2020,Sep,Wednesday,0.2
24/09/2020,2020,Sep,Thursday,1.6
25/09/2020,2020,Sep,Friday,3.2
26/09/2020,2020,Sep,Saturday,9.4
27/09/2020,2020,Sep,Sunday,3
28/09/2020,2020,Sep,Monday,0
29/09/2020,2020,Sep,Tuesday,0
30/09/2020,2020,Sep,Wednesday,0.6
1/10/2020,2020,Oct,Thursday,1.8
2/10/2020,2020,Oct,Friday,0
3/10/2020,2020,Oct,Saturday,0
4/10/2020,2020,Oct,Sunday,0
5/10/2020,2020,Oct,Monday,12.8
6/10/2020,2020,Oct,Tuesday,1
7/10/2020,2020,Oct,Wednesday,3.2
8/10/2020,2020,Oct,Thursday,5.4
9/10/2020,2020,Oct,Friday,1.2
10/10/2020,2020,Oct,Saturday,0
11/10/2020,2020,Oct,Sunday,0
12/10/2020,2020,Oct,Monday,0
13/10/2020,2020,Oct,Tuesday,0.2
14/10/2020,2020,Oct,Wednesday,0
15/10/2020,2020,Oct,Thursday,0
16/10/2020,2020,Oct,Friday,1.4
17/10/2020,2020,Oct,Saturday,8.4
18/10/2020,2020,Oct,Sunday,0.2
19/10/2020,2020,Oct,Monday,0
20/10/2020,2020,Oct,Tuesday,0
21/10/2020,2020,Oct,Wednesday,0
22/10/2020,2020,Oct,Thursday,0
23/10/2020,2020,Oct,Friday,0
24/10/2020,2020,Oct,Saturday,32.2
25/10/2020,2020,Oct,Sunday,6.4
26/10/2020,2020,Oct,Monday,0
27/10/2020,2020,Oct,Tuesday,0
28/10/2020,2020,Oct,Wednesday,0
29/10/2020,2020,Oct,Thursday,0
30/10/2020,2020,Oct,Friday,0
31/10/2020,2020,Oct,Saturday,0
1/11/2020,2020,Nov,Sunday,0
2/11/2020,2020,Nov,Monday,0
3/11/2020,2020,Nov,Tuesday,0
4/11/2020,2020,Nov,Wednesday,0
5/11/2020,2020,Nov,Thursday,2.8
6/11/2020,2020,Nov,Friday,0.2
7/11/2020,2020,Nov,Saturday,1.6
8/11/2020,2020,Nov,Sunday,0
9/11/2020,2020,Nov,Monday,0
10/11/2020,2020,Nov,Tuesday,0
11/11/2020,2020,Nov,Wednesday,0
12/11/2020,2020,Nov,Thursday,4
13/11/2020,2020,Nov,Friday,0
14/11/2020,2020,Nov,Saturday,0.2
15/11/2020,2020,Nov,Sunday,0
16/11/2020,2020,Nov,Monday,0
17/11/2020,2020,Nov,Tuesday,0
18/11/2020,2020,Nov,Wednesday,0
19/11/2020,2020,Nov,Thursday,0
20/11/2020,2020,Nov,Friday,0
21/11/2020,2020,Nov,Saturday,0
22/11/2020,2020,Nov,Sunday,0
23/11/2020,2020,Nov,Monday,30.2
24/11/2020,2020,Nov,Tuesday,6
25/11/2020,2020,Nov,Wednesday,0
26/11/2020,2020,Nov,Thursday,0
27/11/2020,2020,Nov,Friday,0
28/11/2020,2020,Nov,Saturday,0
29/11/2020,2020,Nov,Sunday,2.8
30/11/2020,2020,Nov,Monday,1
1/12/2020,2020,Dec,Tuesday,0
2/12/2020,2020,Dec,Wednesday,0.2
3/12/2020,2020,Dec,Thursday,0
4/12/2020,2020,Dec,Friday,0
5/12/2020,2020,Dec,Saturday,0
6/12/2020,2020,Dec,Sunday,1.4
7/12/2020,2020,Dec,Monday,2.6
8/12/2020,2020,Dec,Tuesday,6
9/12/2020,2020,Dec,Wednesday,0
10/12/2020,2020,Dec,Thursday,0.6
11/12/2020,2020,Dec,Friday,0
12/12/2020,2020,Dec,Saturday,0
13/12/2020,2020,Dec,Sunday,0
14/12/2020,2020,Dec,Monday,0
15/12/2020,2020,Dec,Tuesday,0
16/12/2020,2020,Dec,Wednesday,0
17/12/2020,2020,Dec,Thursday,0
18/12/2020,2020,Dec,Friday,7.6
19/12/2020,2020,Dec,Saturday,0.2
20/12/2020,2020,Dec,Sunday,0
21/12/2020,2020,Dec,Monday,0
22/12/2020,2020,Dec,Tuesday,13.2
23/12/2020,2020,Dec,Wednesday,6
24/12/2020,2020,Dec,Thursday,1
25/12/2020,2020,Dec,Friday,0
26/12/2020,2020,Dec,Saturday,0
27/12/2020,2020,Dec,Sunday,0
28/12/2020,2020,Dec,Monday,3.2
29/12/2020,2020,Dec,Tuesday,0
30/12/2020,2020,Dec,Wednesday,0
31/12/2020,2020,Dec,Thursday,0
1/01/2021,2021,Jan,Friday,0
2/01/2021,2021,Jan,Saturday,0
3/01/2021,2021,Jan,Sunday,12.6
4/01/2021,2021,Jan,Monday,2.6
5/01/2021,2021,Jan,Tuesday,11.2
6/01/2021,2021,Jan,Wednesday,1.2
7/01/2021,2021,Jan,Thursday,0
8/01/2021,2021,Jan,Friday,0
9/01/2021,2021,Jan,Saturday,0
10/01/2021,2021,Jan,Sunday,0
11/01/2021,2021,Jan,Monday,0
12/01/2021,2021,Jan,Tuesday,0
13/01/2021,2021,Jan,Wednesday,0
14/01/2021,2021,Jan,Thursday,0
15/01/2021,2021,Jan,Friday,0
16/01/2021,2021,Jan,Saturday,2.6
17/01/2021,2021,Jan,Sunday,0
18/01/2021,2021,Jan,Monday,0
19/01/2021,2021,Jan,Tuesday,0
20/01/2021,2021,Jan,Wednesday,0
21/01/2021,2021,Jan,Thursday,0
22/01/2021,2021,Jan,Friday,0
23/01/2021,2021,Jan,Saturday,0
24/01/2021,2021,Jan,Sunday,0
25/01/2021,2021,Jan,Monday,0
26/01/2021,2021,Jan,Tuesday,10.6
27/01/2021,2021,Jan,Wednesday,0.4
28/01/2021,2021,Jan,Thursday,0
29/01/2021,2021,Jan,Friday,3.6
30/01/2021,2021,Jan,Saturday,43.2
31/01/2021,2021,Jan,Sunday,0
1/02/2021,2021,Feb,Monday,0
2/02/2021,2021,Feb,Tuesday,0
3/02/2021,2021,Feb,Wednesday,0
4/02/2021,2021,Feb,Thursday,0
5/02/2021,2021,Feb,Friday,0.4
6/02/2021,2021,Feb,Saturday,1.6
7/02/2021,2021,Feb,Sunday,1.8
8/02/2021,2021,Feb,Monday,0.4
9/02/2021,2021,Feb,Tuesday,0
10/02/2021,2021,Feb,Wednesday,0
11/02/2021,2021,Feb,Thursday,0
12/02/2021,2021,Feb,Friday,4.6
13/02/2021,2021,Feb,Saturday,0
14/02/2021,2021,Feb,Sunday,0
15/02/2021,2021,Feb,Monday,0
16/02/2021,2021,Feb,Tuesday,0
17/02/2021,2021,Feb,Wednesday,0
18/02/2021,2021,Feb,Thursday,0
19/02/2021,2021,Feb,Friday,0
20/02/2021,2021,Feb,Saturday,0
21/02/2021,2021,Feb,Sunday,0
22/02/2021,2021,Feb,Monday,0
23/02/2021,2021,Feb,Tuesday,0
24/02/2021,2021,Feb,Wednesday,0
25/02/2021,2021,Feb,Thursday,0
26/02/2021,2021,Feb,Friday,0.4
27/02/2021,2021,Feb,Saturday,0
28/02/2021,2021,Feb,Sunday,0
