Local_Time,ID,Site_ID,Sensor_ID,Value,Type,Units,Gatewayhub_ID,Site_Status
2023-07-27T06:00:02+10:00,7596161,1014,5c,1028.4,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T06:00:02+10:00,7596200,1016,5a,8.67,TPH.TEMP,C,arc1049,C
2023-07-27T06:00:02+10:00,7596205,1016,5b,77.73,TPH.RH,%,arc1049,C
2023-07-27T06:00:02+10:00,7596210,1016,5c,1026.3,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T06:00:03+10:00,7596085,1012,6,7.02,WS,km/h,arc1048,C
2023-07-27T06:00:11+10:00,7596054,1012,0b,38.9,PM10,ug/m^3,arc1048,C
2023-07-27T06:00:11+10:00,7596106,1014,0b,40.1,PM10,ug/m^3,arc1045,C
2023-07-27T06:00:11+10:00,7596182,1016,0b,36.6,PM10,ug/m^3,arc1049,C
2023-07-27T06:15:01+10:00,7596266,1011,5b,82.47,TPH.RH,%,arc1055,C
2023-07-27T06:15:01+10:00,7596271,1011,5c,1026.0,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T06:15:02+10:00,7596319,1012,6,6.59,WS,km/h,arc1048,C
2023-07-27T06:15:02+10:00,7596353,1014,5a,7.68,TPH.TEMP,C,arc1045,C
2023-07-27T06:15:02+10:00,7596358,1014,5b,89.3,TPH.RH,%,arc1045,C
2023-07-27T06:15:04+10:00,7596402,1016,5b,76.79,TPH.RH,%,arc1049,C
2023-07-27T06:15:10+10:00,7596244,1011,0b,36.6,PM10,ug\/m^3,arc1055,C
2023-07-27T06:15:13+10:00,7596380,1016,0b,39.0,PM10,ug/m^3,arc1049,C
2023-07-27T06:30:02+10:00,7596316,1012,5c,1025.7,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T06:30:11+10:00,7596245,1011,0b,37.1,PM10,ug\/m^3,arc1055,C
2023-07-27T06:30:11+10:00,7596280,1012,0a,11.9,PM2.5,ug/m^3,arc1048,C
2023-07-27T06:30:11+10:00,7596372,1016,0a,13.4,PM2.5,ug/m^3,arc1049,C
2023-07-27T06:30:11+10:00,7596381,1016,0b,33.3,PM10,ug/m^3,arc1049,C
2023-07-27T06:45:02+10:00,7596263,1011,5a,7.99,TPH.TEMP,C,arc1055,C
2023-07-27T06:45:02+10:00,7596273,1011,5c,1026.4,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T06:45:02+10:00,7596307,1012,5a,8.63,TPH.TEMP,C,arc1048,C
2023-07-27T06:45:11+10:00,7596246,1011,0b,39.4,PM10,ug\/m^3,arc1055,C
2023-07-27T06:45:11+10:00,7596281,1012,0a,13.4,PM2.5,ug/m^3,arc1048,C
2023-07-27T06:45:11+10:00,7596325,1014,0a,23.1,PM2.5,ug/m^3,arc1045,C
2023-07-27T06:45:11+10:00,7596382,1016,0b,36.7,PM10,ug/m^3,arc1049,C
2023-07-27T07:00:00+10:00,7596420,1009,0a.EPA-24h,10.7,PM2.5-EPA-24h,ug/m^3,arc1050,C
2023-07-27T07:00:00+10:00,7596440,1011,0a.EPA-1h.NOPK,16.5,PM2.5-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T07:00:00+10:00,7596448,1011,0b.EPA-1h,36.8,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T07:00:00+10:00,7596485,1012,0a.EPA-1h.NOPK.EPA-24h,11.4,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T07:00:00+10:00,7596487,1012,0a.EPA-24h,11.4,PM2.5-EPA-24h,ug/m^3,arc1048,C
2023-07-27T07:00:00+10:00,7596509,1012,5a.EPA-1h,8.58,TPH.TEMP-EPA-1h,C,arc1048,C
2023-07-27T07:00:00+10:00,7596528,1014,0a.EPA-1h.NOPK,20.1,PM2.5-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T07:00:00+10:00,7596529,1014,0a.EPA-1h.NOPK.EPA-24h,12.3,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T07:00:00+10:00,7596557,1014,5a.EPA-1h,8.41,TPH.TEMP-EPA-1h,C,arc1045,C
2023-07-27T07:00:00+10:00,7596577,1016,0a.EPA-1h.NOPK.EPA-24h,12.5,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T07:00:00+10:00,7596578,1016,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T07:00:00+10:00,7596579,1016,0a.EPA-24h,12.5,PM2.5-EPA-24h,ug/m^3,arc1049,C
2023-07-27T07:00:00+10:00,7596586,1016,0b.EPA-1h.NOPK.EPA-24h,33.2,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T07:00:00+10:00,7596587,1016,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1049,C
2023-07-27T07:00:00+10:00,7596588,1016,0b.EPA-24h,33.2,PM10-EPA-24h,ug/m^3,arc1049,C
2023-07-27T07:00:02+10:00,7596264,1011,5a,8.02,TPH.TEMP,C,arc1055,C
2023-07-27T07:00:02+10:00,7596269,1011,5b,82.12,TPH.RH,%,arc1055,C
2023-07-27T07:00:11+10:00,7596326,1014,0a,23.4,PM2.5,ug/m^3,arc1045,C
2023-07-27T07:15:01+10:00,7596553,1014,5a,8.33,TPH.TEMP,C,arc1045,C
2023-07-27T07:15:01+10:00,7596563,1014,5c,1028.8,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T07:15:02+10:00,7596603,1016,5b,75.09,TPH.RH,%,arc1049,C
2023-07-27T07:15:02+10:00,7596608,1016,5c,1027.0,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T07:15:03+10:00,7596461,1011,5a,8.13,TPH.TEMP,C,arc1055,C
2023-07-27T07:15:10+10:00,7596523,1014,0a,21.3,PM2.5,ug/m^3,arc1045,C
2023-07-27T07:15:12+10:00,7596435,1011,0a,18.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T07:30:02+10:00,7596467,1011,5b,80.04,TPH.RH,%,arc1055,C
2023-07-27T07:30:02+10:00,7596516,1012,5c,1025.8,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T07:30:02+10:00,7596559,1014,5b,84.71,TPH.RH,%,arc1045,C
2023-07-27T07:30:03+10:00,7596520,1012,6,6.37,WS,km/h,arc1048,C
2023-07-27T07:30:03+10:00,7596613,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T07:30:11+10:00,7596416,1009,0a,11.0,PM2.5,ug/m^3,arc1050,C
2023-07-27T07:30:11+10:00,7596422,1009,0b,27.3,PM10,ug/m^3,arc1050,C
2023-07-27T07:30:11+10:00,7596445,1011,0b,38.7,PM10,ug\/m^3,arc1055,C
2023-07-27T07:45:02+10:00,7596512,1012,5b,79.55,TPH.RH,%,arc1048,C
2023-07-27T07:45:02+10:00,7596565,1014,5c,1028.7,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T07:45:02+10:00,7596610,1016,5c,1026.8,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T07:45:03+10:00,7596521,1012,6,9.97,WS,km/h,arc1048,C
2023-07-27T07:45:11+10:00,7596481,1012,0a,15.2,PM2.5,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596620,1009,0a.EPA-1h,8.7,PM2.5-EPA-1h,ug/m^3,arc1050,C
2023-07-27T08:00:00+10:00,7596626,1009,0b.EPA-1h,24.5,PM10-EPA-1h,ug/m^3,arc1050,C
2023-07-27T08:00:00+10:00,7596642,1011,0a.EPA-1h.NOPK.EPA-24h,10.8,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596650,1011,0b.EPA-1h.NOPK,32.5,PM10-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596653,1011,0b.EPA-24h,28.3,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T08:00:00+10:00,7596686,1012,0a.EPA-1h.NOPK.EPA-24h,11.2,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596697,1012,0b.EPA-24h,29.0,PM10-EPA-24h,ug/m^3,arc1048,C
2023-07-27T08:00:00+10:00,7596710,1012,5a.EPA-1h,8.73,TPH.TEMP-EPA-1h,C,arc1048,C
2023-07-27T08:00:00+10:00,7596728,1014,0a.EPA-1h,13.2,PM2.5-EPA-1h,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596732,1014,0a.EPA-24h,12.2,PM2.5-EPA-24h,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596738,1014,0b.EPA-1h.NOPK,30.9,PM10-EPA-1h-NOPK,ug/m^3,arc1045,C
2023-07-27T08:00:00+10:00,7596758,1014,5a.EPA-1h,8.75,TPH.TEMP-EPA-1h,C,arc1045,C
2023-07-27T08:00:00+10:00,7596777,1016,0a.EPA-1h.NOPK,12.8,PM2.5-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596780,1016,0a.EPA-24h,12.2,PM2.5-EPA-24h,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596785,1016,0b.EPA-1h,34.4,PM10-EPA-1h,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596787,1016,0b.EPA-1h.NOPK.EPA-24h,32.6,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596789,1016,0b.EPA-24h,32.6,PM10-EPA-24h,ug/m^3,arc1049,C
2023-07-27T08:00:00+10:00,7596807,1016,5b.EPA-1h,72.81,TPH.RH-EPA-1h,%,arc1049,C
2023-07-27T08:00:02+10:00,7596464,1011,5a,8.63,TPH.TEMP,C,arc1055,C
2023-07-27T08:00:02+10:00,7596474,1011,5c,1026.1,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T08:00:02+10:00,7596508,1012,5a,8.27,TPH.TEMP,C,arc1048,C
2023-07-27T08:00:02+10:00,7596513,1012,5b,79.59,TPH.RH,%,arc1048,C
2023-07-27T08:00:02+10:00,7596566,1014,5c,1028.8,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T08:00:03+10:00,7596570,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T08:00:11+10:00,7596418,1009,0a,10.6,PM2.5,ug/m^3,arc1050,C
2023-07-27T08:00:11+10:00,7596438,1011,0a,15.6,PM2.5,ug\/m^3,arc1055,C
2023-07-27T08:15:01+10:00,7596798,1016,5a,9.26,TPH.TEMP,C,arc1049,C
2023-07-27T08:15:01+10:00,7596808,1016,5c,1026.4,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T08:15:02+10:00,7596706,1012,5a,8.09,TPH.TEMP,C,arc1048,C
2023-07-27T08:15:02+10:00,7596812,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T08:15:03+10:00,7596720,1012,6,10.48,WS,km/h,arc1048,C
2023-07-27T08:15:03+10:00,7596764,1014,5c,1028.7,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T08:15:04+10:00,7596768,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T08:15:12+10:00,7596616,1009,0a,9.8,PM2.5,ug/m^3,arc1050,C
2023-07-27T08:15:12+10:00,7596733,1014,0b,29.8,PM10,ug/m^3,arc1045,C
2023-07-27T08:30:02+10:00,7596663,1011,5a,8.83,TPH.TEMP,C,arc1055,C
2023-07-27T08:30:02+10:00,7596712,1012,5b,79.87,TPH.RH,%,arc1048,C
2023-07-27T08:30:02+10:00,7596755,1014,5a,8.52,TPH.TEMP,C,arc1045,C
2023-07-27T08:30:02+10:00,7596765,1014,5c,1028.5,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T08:30:02+10:00,7596804,1016,5b,73.77,TPH.RH,%,arc1049,C
2023-07-27T08:30:11+10:00,7596623,1009,0b,21.5,PM10,ug/m^3,arc1050,C
2023-07-27T08:30:11+10:00,7596734,1014,0b,30.1,PM10,ug/m^3,arc1045,C
2023-07-27T08:45:02+10:00,7596708,1012,5a,9.24,TPH.TEMP,C,arc1048,C
2023-07-27T08:45:02+10:00,7596766,1014,5c,1028.0,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T08:45:02+10:00,7596805,1016,5b,72.49,TPH.RH,%,arc1049,C
2023-07-27T08:45:02+10:00,7596810,1016,5c,1026.0,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T08:45:11+10:00,7596618,1009,0a,7.5,PM2.5,ug/m^3,arc1050,C
2023-07-27T08:45:11+10:00,7596624,1009,0b,23.1,PM10,ug/m^3,arc1050,C
2023-07-27T08:45:11+10:00,7596638,1011,0a,10.3,PM2.5,ug\/m^3,arc1055,C
2023-07-27T08:45:11+10:00,7596682,1012,0a,9.8,PM2.5,ug/m^3,arc1048,C
2023-07-27T09:00:02+10:00,7596709,1012,5a,9.56,TPH.TEMP,C,arc1048,C
2023-07-27T09:00:02+10:00,7596714,1012,5b,76.08,TPH.RH,%,arc1048,C
2023-07-27T09:00:02+10:00,7596757,1014,5a,9.34,TPH.TEMP,C,arc1045,C
2023-07-27T09:00:02+10:00,7596762,1014,5b,79.08,TPH.RH,%,arc1045,C
2023-07-27T09:00:02+10:00,7596801,1016,5a,10.27,TPH.TEMP,C,arc1049,C
2023-07-27T09:00:02+10:00,7596806,1016,5b,70.89,TPH.RH,%,arc1049,C
2023-07-27T09:00:03+10:00,7596679,1011,6,6.41,WS,km/h,arc1055,C
2023-07-27T09:00:03+10:00,7596723,1012,6,8.39,WS,km/h,arc1048,C
2023-07-27T09:00:03+10:00,7596771,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T09:00:11+10:00,7596619,1009,0a,8.2,PM2.5,ug/m^3,arc1050,C
2023-07-27T09:00:11+10:00,7596692,1012,0b,28.9,PM10,ug/m^3,arc1048,C
2023-07-27T09:00:11+10:00,7596775,1016,0a,11.0,PM2.5,ug/m^3,arc1049,C
2023-07-27T09:00:11+10:00,7596784,1016,0b,27.1,PM10,ug/m^3,arc1049,C
2023-07-27T00:15:02+10:00,7595160,1014,5a,8.33,TPH.TEMP,C,arc1045,C
2023-07-27T00:15:03+10:00,7595174,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T00:15:05+10:00,7595117,1012,5b,76.21,TPH.RH,%,arc1048,C
2023-07-27T00:15:05+10:00,7595122,1012,5c,1028.5,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T00:15:06+10:00,7595082,1011,6,6.01,WS,km/h,arc1055,C
2023-07-27T00:15:06+10:00,7595126,1012,6,6.05,WS,km/h,arc1048,C
2023-07-27T00:15:07+10:00,7595209,1016,5b,69.88,TPH.RH,%,arc1049,C
2023-07-27T00:15:10+10:00,7595028,1009,0b,22.5,PM10,ug/m^3,arc1050,C
2023-07-27T00:15:14+10:00,7595051,1011,0b,22.4,PM10,ug\/m^3,arc1055,C
2023-07-27T00:15:14+10:00,7595095,1012,0b,26.2,PM10,ug/m^3,arc1048,C
2023-07-27T00:30:02+10:00,7595069,1011,5a,8.29,TPH.TEMP,C,arc1055,C
2023-07-27T00:30:02+10:00,7595118,1012,5b,76.71,TPH.RH,%,arc1048,C
2023-07-27T00:30:02+10:00,7595123,1012,5c,1028.2,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T00:30:02+10:00,7595171,1014,5c,1031.3,TPH.PRESSURE,hPa,arc1045,C
2023-07-27T00:30:03+10:00,7595219,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T00:30:11+10:00,7595043,1011,0a,9.1,PM2.5,ug\/m^3,arc1055,C
2023-07-27T00:30:11+10:00,7595179,1016,0a,13.7,PM2.5,ug/m^3,arc1049,C
2023-07-27T00:30:11+10:00,7595188,1016,0b,36.4,PM10,ug/m^3,arc1049,C
2023-07-27T00:45:02+10:00,7595119,1012,5b,77.42,TPH.RH,%,arc1048,C
2023-07-27T00:45:02+10:00,7595124,1012,5c,1027.9,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T00:45:03+10:00,7595128,1012,6,6.23,WS,km/h,arc1048,C
2023-07-27T00:45:11+10:00,7595088,1012,0a,12.3,PM2.5,ug/m^3,arc1048,C
2023-07-27T00:45:11+10:00,7595097,1012,0b,28.3,PM10,ug/m^3,arc1048,C
2023-07-27T01:00:00+10:00,7595227,1009,0a.EPA-24h,10.6,PM2.5-EPA-24h,ug/m^3,arc1050,C
2023-07-27T01:00:00+10:00,7595247,1011,0a.EPA-1h.NOPK,13.5,PM2.5-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T01:00:00+10:00,7595250,1011,0a.EPA-24h,9.8,PM2.5-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T01:00:00+10:00,7595255,1011,0b.EPA-1h,32.1,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T01:00:00+10:00,7595257,1011,0b.EPA-1h.NOPK.EPA-24h,26.9,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T01:00:00+10:00,7595291,1012,0a.EPA-1h.NOPK,11.2,PM2.5-EPA-1h-NOPK,ug/m^3,arc1048,C
2023-07-27T01:00:00+10:00,7595294,1012,0a.EPA-24h,10.8,PM2.5-EPA-24h,ug/m^3,arc1048,C
2023-07-27T01:00:00+10:00,7595316,1012,5a.EPA-1h,8.68,TPH.TEMP-EPA-1h,C,arc1048,C
2023-07-27T01:00:00+10:00,7595336,1014,0a.EPA-1h.NOPK.EPA-24h,11.0,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595343,1014,0b.EPA-1h,33.2,PM10-EPA-1h,ug/m^3,arc1045,C
2023-07-27T01:00:00+10:00,7595383,1016,0a.EPA-1h.NOPK,13.2,PM2.5-EPA-1h-NOPK,ug/m^3,arc1049,C
2023-07-27T01:00:00+10:00,7595391,1016,0b.EPA-1h,32.3,PM10-EPA-1h,ug/m^3,arc1049,C
2023-07-27T01:00:00+10:00,7595393,1016,0b.EPA-1h.NOPK.EPA-24h,33.7,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T01:00:00+10:00,7595414,1016,5b.EPA-1h,73.52,TPH.RH-EPA-1h,%,arc1049,C
2023-07-27T01:00:02+10:00,7595120,1012,5b,77.21,TPH.RH,%,arc1048,C
2023-07-27T01:00:02+10:00,7595207,1016,5a,9.01,TPH.TEMP,C,arc1049,C
2023-07-27T01:00:02+10:00,7595212,1016,5b,72.25,TPH.RH,%,arc1049,C
2023-07-27T01:00:03+10:00,7595177,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T01:00:11+10:00,7595098,1012,0b,26.4,PM10,ug/m^3,arc1048,C
2023-07-27T01:00:11+10:00,7595133,1014,0a,15.2,PM2.5,ug/m^3,arc1045,C
2023-07-27T01:15:01+10:00,7595273,1011,5b,77.78,TPH.RH,%,arc1055,C
2023-07-27T01:15:01+10:00,7595317,1012,5b,77.9,TPH.RH,%,arc1048,C
2023-07-27T01:15:02+10:00,7595365,1014,5b,81.5,TPH.RH,%,arc1045,C
2023-07-27T01:15:02+10:00,7595405,1016,5a,8.93,TPH.TEMP,C,arc1049,C
2023-07-27T01:15:10+10:00,7595295,1012,0b,23.5,PM10,ug/m^3,arc1048,C
2023-07-27T01:30:02+10:00,7595269,1011,5a,8.2,TPH.TEMP,C,arc1055,C
2023-07-27T01:30:02+10:00,7595366,1014,5b,82.51,TPH.RH,%,arc1045,C
2023-07-27T01:30:02+10:00,7595411,1016,5b,73.51,TPH.RH,%,arc1049,C
2023-07-27T01:30:03+10:00,7595283,1011,6,6.16,WS,km/h,arc1055,C
2023-07-27T01:30:03+10:00,7595375,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T01:30:03+10:00,7595420,1016,6,0.0,WS,km/h,arc1049,C
2023-07-27T01:30:11+10:00,7595229,1009,0b,27.8,PM10,ug/m^3,arc1050,C
2023-07-27T01:30:11+10:00,7595379,1016,0a,13.0,PM2.5,ug/m^3,arc1049,C
2023-07-27T01:30:11+10:00,7595388,1016,0b,31.7,PM10,ug/m^3,arc1049,C
2023-07-27T01:45:02+10:00,7595270,1011,5a,8.18,TPH.TEMP,C,arc1055,C
2023-07-27T01:45:02+10:00,7595275,1011,5b,78.34,TPH.RH,%,arc1055,C
2023-07-27T01:45:02+10:00,7595367,1014,5b,83.06,TPH.RH,%,arc1045,C
2023-07-27T01:45:02+10:00,7595412,1016,5b,74.21,TPH.RH,%,arc1049,C
2023-07-27T01:45:02+10:00,7595417,1016,5c,1028.2,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T01:45:11+10:00,7595288,1012,0a,10.5,PM2.5,ug/m^3,arc1048,C
2023-07-27T01:45:11+10:00,7595297,1012,0b,26.2,PM10,ug/m^3,arc1048,C
2023-07-27T01:45:11+10:00,7595332,1014,0a,12.1,PM2.5,ug/m^3,arc1045,C
2023-07-27T01:45:11+10:00,7595389,1016,0b,31.2,PM10,ug/m^3,arc1049,C
2023-07-27T02:00:00+10:00,7595427,1009,0a.EPA-1h,11.8,PM2.5-EPA-1h,ug/m^3,arc1050,C
2023-07-27T02:00:00+10:00,7595433,1009,0b.EPA-1h,27.9,PM10-EPA-1h,ug/m^3,arc1050,C
2023-07-27T02:00:00+10:00,7595450,1011,0a.EPA-1h.NOPK.EPA-24h,10.0,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T02:00:00+10:00,7595451,1011,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1055,C
2023-07-27T02:00:00+10:00,7595461,1011,0b.EPA-24h,27.3,PM10-EPA-24h,ug\/m^3,arc1055,C
2023-07-27T02:00:00+10:00,7595479,1011,5b.EPA-1h,79.78,TPH.RH-EPA-1h,%,arc1055,C
2023-07-27T02:00:00+10:00,7595492,1012,0a.EPA-1h,18.0,PM2.5-EPA-1h,ug/m^3,arc1048,C
2023-07-27T02:00:00+10:00,7595494,1012,0a.EPA-1h.NOPK.EPA-24h,11.0,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1048,C
2023-07-27T02:00:00+10:00,7595495,1012,0a.EPA-1h.PKIND,1.0,PM2.5-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T02:00:00+10:00,7595504,1012,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1048,C
2023-07-27T02:00:00+10:00,7595505,1012,0b.EPA-24h,28.9,PM10-EPA-24h,ug/m^3,arc1048,C
2023-07-27T02:00:00+10:00,7595536,1014,0a.EPA-1h,17.9,PM2.5-EPA-1h,ug/m^3,arc1045,C
2023-07-27T02:00:00+10:00,7595540,1014,0a.EPA-24h,11.2,PM2.5-EPA-24h,ug/m^3,arc1045,C
2023-07-27T02:00:00+10:00,7595545,1014,0b.EPA-1h,37.2,PM10-EPA-1h,ug/m^3,arc1045,C
2023-07-27T02:00:00+10:00,7595547,1014,0b.EPA-1h.NOPK.EPA-24h,30.5,PM10-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1045,C
2023-07-27T02:00:00+10:00,7595548,1014,0b.EPA-1h.PKIND,1.0,PM10-EPA-1h-PKIND,0/1,arc1045,C
2023-07-27T02:00:00+10:00,7595549,1014,0b.EPA-24h,30.5,PM10-EPA-24h,ug/m^3,arc1045,C
2023-07-27T02:00:00+10:00,7595571,1014,5b.EPA-1h,84.06,TPH.RH-EPA-1h,%,arc1045,C
2023-07-27T02:00:00+10:00,7595584,1016,0a.EPA-1h,15.9,PM2.5-EPA-1h,ug/m^3,arc1049,C
2023-07-27T02:00:00+10:00,7595586,1016,0a.EPA-1h.NOPK.EPA-24h,12.4,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1049,C
2023-07-27T02:00:02+10:00,7595276,1011,5b,79.27,TPH.RH,%,arc1055,C
2023-07-27T02:00:02+10:00,7595325,1012,5c,1027.2,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T02:00:02+10:00,7595368,1014,5b,83.66,TPH.RH,%,arc1045,C
2023-07-27T02:00:02+10:00,7595413,1016,5b,74.69,TPH.RH,%,arc1049,C
2023-07-27T02:00:11+10:00,7595298,1012,0b,30.0,PM10,ug/m^3,arc1048,C
2023-07-27T02:00:11+10:00,7595381,1016,0a,14.3,PM2.5,ug/m^3,arc1049,C
2023-07-27T02:15:01+10:00,7595514,1012,5a,8.64,TPH.TEMP,C,arc1048,C
2023-07-27T02:15:02+10:00,7595475,1011,5b,79.58,TPH.RH,%,arc1055,C
2023-07-27T02:15:02+10:00,7595528,1012,6,6.26,WS,km/h,arc1048,C
2023-07-27T02:15:03+10:00,7595567,1014,5b,83.51,TPH.RH,%,arc1045,C
2023-07-27T02:15:04+10:00,7595576,1014,6,0.0,WS,km/h,arc1045,C
2023-07-27T02:15:05+10:00,7595611,1016,5b,75.08,TPH.RH,%,arc1049,C
2023-07-27T02:15:11+10:00,7595423,1009,0a,9.8,PM2.5,ug/m^3,arc1050,C
2023-07-27T02:15:11+10:00,7595429,1009,0b,24.5,PM10,ug/m^3,arc1050,C
2023-07-27T02:15:11+10:00,7595453,1011,0b,31.2,PM10,ug\/m^3,arc1055,C
2023-07-27T02:15:12+10:00,7595532,1014,0a,17.6,PM2.5,ug/m^3,arc1045,C
2023-07-27T02:30:02+10:00,7595476,1011,5b,80.35,TPH.RH,%,arc1055,C
2023-07-27T02:30:02+10:00,7595481,1011,5c,1027.7,TPH.PRESSURE,hPa,arc1055,C
2023-07-27T02:30:02+10:00,7595568,1014,5b,83.92,TPH.RH,%,arc1045,C
2023-07-27T02:30:02+10:00,7595617,1016,5c,1028.3,TPH.PRESSURE,hPa,arc1049,C
2023-07-27T02:30:11+10:00,7595430,1009,0b,32.2,PM10,ug/m^3,arc1050,C
2023-07-27T02:30:11+10:00,7595489,1012,0a,20.5,PM2.5,ug/m^3,arc1048,C
2023-07-27T02:30:11+10:00,7595533,1014,0a,19.7,PM2.5,ug/m^3,arc1045,C
2023-07-27T02:30:11+10:00,7595590,1016,0b,36.3,PM10,ug/m^3,arc1049,C
2023-07-27T02:45:02+10:00,7595521,1012,5b,80.23,TPH.RH,%,arc1048,C
2023-07-27T02:45:02+10:00,7595526,1012,5c,1026.5,TPH.PRESSURE,hPa,arc1048,C
2023-07-27T02:45:02+10:00,7595569,1014,5b,84.36,TPH.RH,%,arc1045,C
2023-07-27T02:45:02+10:00,7595608,1016,5a,8.83,TPH.TEMP,C,arc1049,C
2023-07-27T02:45:03+10:00,7595486,1011,6,7.38,WS,km/h,arc1055,C
2023-07-27T02:45:11+10:00,7595425,1009,0a,13.4,PM2.5,ug/m^3,arc1050,C
2023-07-27T02:45:11+10:00,7595490,1012,0a,19.2,PM2.5,ug/m^3,arc1048,C
2023-07-27T02:45:11+10:00,7595499,1012,0b,44.3,PM10,ug/m^3,arc1048,C
2023-07-27T03:00:00+10:00,7595628,1009,0a.EPA-1h,10.4,PM2.5-EPA-1h,ug/m^3,arc1050,C
2023-07-27T03:00:00+10:00,7595650,1011,0a.EPA-1h.NOPK.EPA-24h,10.2,PM2.5-EPA-1h-NOPK-EPA-24h,ug/m^3,arc1055,C
2023-07-27T03:00:00+10:00,7595657,1011,0b.EPA-1h,37.0,PM10-EPA-1h,ug\/m^3,arc1055,C
2023-07-27T03:00:00+10:00,7595658,1011,0b.EPA-1h.NOPK,37.0,PM10-EPA-1h-NOPK,ug/m^3,arc1055,C
2023-07-27T03:00:00+10:00,7595674,1011,5a.EPA-1h,7.83,TPH.TEMP-EPA-1h,C,arc1055,C
