OBJECTID,Wat Break Incident ID,Incident date,Type of Asset Broken,Does the road need to be closed?,Does the sidewalk need to be closed?,Estimated Hours for Repair,Estimated Number of Units Impacted,CW Service Request Number,Current status of the break,Status last updated date,CW Workorder #,Date operations was returned to normal service,Nature of Break,Apparent cause of break,Repair Type,Type of Planned Maintenance,List Valves Closed,List Valves Opened,List Hydrants Called Out,List Hydrants Called Back In,Categorization of the Break,Road Segment ID,Closest Civic Number,Street,Related Asset ID,Related Asset Depth (m),Depth of Frost (m),Asset Size (cm),Year Asset Installed,Asset Material,Asset Exists,GLOBALID,UPDATE_BY,UPDATE_DATE,x,y
8558,1959,1/26/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95351,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9142,59,RADCLIFFE DR,32020,,,200,1974,DI,Y,9cbc8060-3533-421e-8341-aeebbb688bf4,DAVIDV,8/8/2014 12:00:00 AM,540926.688,4806783.3186
8559,1960,1/25/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95343,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10442,326,EDWIN ST,11600,,,150,1950,CI,Y,c1aa1391-033d-437a-8988-89b545e181f8,DAVIDV,8/8/2014 12:00:00 AM,541367.4407,4813109.8008
8560,277,11/16/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15837,62,ISLINGTON AVE,20470,,,150,1955,CI,Y,5df1989e-bb19-4306-9315-ef14d2550a54,DAVIDV,12/15/2011 3:38:26 PM,543431.3759,4811889.6563
8561,221,2/21/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11272,155,MELROSE AVE,26270,,,150,1953,CI,Y,634c3ab1-c0d6-44b3-90c0-325a40bb53a5,DAVIDV,12/15/2011 3:38:26 PM,542823.9702,4811323.4113
8562,1394,6/6/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,12891,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1257,325,GAGE AVE,15840,,,300,1969,CI,Y,cb82c0bc-a0e0-4190-b8b8-3ad25e2dbfa6,DAVIDV,12/15/2011 3:38:28 PM,538953.5119,4810436.0099
8563,966,8/30/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21871,204,FARRIER DR,14090,,,200,1974,DI,Y,bbb19de6-d6e7-4f6a-b33c-116ab1c7c121,DAVIDV,12/15/2011 3:38:27 PM,545386.5649,4805175.0655
8564,1656,12/15/2011 3:38:26 PM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11419,441,HIGHLAND RD E,19090,,,300,1955,CI,Y,71047946-4e60-4327-87bc-2fd7ceefcc36,DAVIDV,12/15/2011 3:38:26 PM,541414.815,4808903.15
8565,679,11/28/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11025,121,BRADLEY DR,4000,,,150,1965,CI,Y,45b539d9-0778-40cb-9fca-629f63d2e268,DAVIDV,12/15/2011 3:38:27 PM,545133.3474,4810407.6127
8566,141,2/19/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6972,30,JOHNSTON ST,20620,,,150,1951,CI,Y,d54c3015-0624-42b3-a19e-d0bf07e49eb1,DAVIDV,12/15/2011 3:38:26 PM,542161.2212,4812249.3594
8567,471,11/21/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6578,64,YAGER AVE,44190,,,150,1959,CI,Y,91b79b8f-2e0c-43ec-b23b-d64f6ecc3818,DAVIDV,12/15/2011 3:38:26 PM,540991.0477,4808384.6384
8568,1300,2/8/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8790,55,BRAMM ST,139634,,,300,2018,PVC,N,2906febe-3f61-4fce-ba6d-c5c9090306ae,DAVIDV,12/15/2011 3:38:28 PM,540328,4810873
8569,1347,12/15/2011 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,3595,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8728,10,HAZELGLEN DR,18230,,,300,1968,DI,Y,84b46b9d-8fc5-4457-8a11-ac4a95067b5d,DAVIDV,12/15/2011 3:38:28 PM,538494.163,4809654.0612
8570,341,2/12/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13317,50,CORNELL AVE,8070,,,150,1957,CI,Y,cf12eadb-1346-4dee-830d-982aa42db3c0,DAVIDV,12/15/2011 3:38:26 PM,543554.3821,4809190.1876
8571,399,1/25/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21015,109,HEARTH CRES,86582,,,150,1958,CI,Y,fceed4bd-349c-4860-bef4-d57dcf7fe15d,DAVIDV,12/15/2011 3:38:26 PM,539649.4927,4809291.8835
8572,429,11/23/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13057,64,WOOLWICH ST,98350,,,200,2011,PVCO,N,79eb085a-bdf5-4c48-a07a-8795e57c04a8,DAVIDV,12/15/2011 3:38:26 PM,541694.2592,4814749.6753
8573,469,11/23/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6508,104,WESTMOUNT RD E,42530,,,150,1959,CI,Y,272f885a-bcfa-49ae-92ad-3c713102e68b,DAVIDV,12/15/2011 3:38:26 PM,539760.1796,4808790.8308
8574,220,2/8/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11280,111,MELROSE AVE,26260,,,150,1953,CI,Y,189234f9-d555-4798-84a3-9dbed0c6f036,DAVIDV,12/15/2011 3:38:26 PM,542717.1188,4811456.5467
8575,770,10/22/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,21017,82,OVERLEA DR,29830,,,150,1966,DI,Y,92c949b7-118c-4504-b6a9-73b96f669d29,DAVIDV,12/15/2011 3:38:27 PM,539239.4641,4809109.9122
8576,162,1/18/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11697,62,BRICK ST,4430,,,150,1952,DI,N,9d76975d-3b2d-4bff-9452-868d5a2a46f4,DAVIDV,12/15/2011 3:38:26 PM,543002.8479,4810101.2888
8577,928,7/12/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6161,50,GLEN AVON CRES,16540,,,150,1970,DI,Y,4bead76c-5755-43b0-8aa5-7b97a82c13b0,DAVIDV,12/15/2011 3:38:27 PM,538994.6069,4807426.6578
8578,1336,1/12/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,3089,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20951,15,ADMIRAL RD,81454,,,150,1956,CI,Y,c2717c60-4cfd-4a77-a3f2-c268f7981d82,DAVIDV,12/15/2011 3:38:28 PM,539959.6771,4809383.5225
8579,407,1/27/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22914,131,LYNDHURST DR,24610,,,150,1958,CI,Y,bb101c9c-0a50-4b67-a352-00e5b4c459fc,DAVIDV,12/15/2011 3:38:26 PM,543818.4756,4811030.3597
8580,288,2/22/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,40030,109,FIFE AVE,63540,,,,,,N,9aea7a98-8075-4dc0-b2bb-5935bdd5a416,DAVIDV,12/15/2011 3:38:26 PM,543156.7502,4811854.5781
8581,62,6/7/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9393,135,OTTAWA ST S,29620,,,150,1929,CI,N,83867d3d-24a8-427d-a230-808718926ec6,DAVIDV,12/15/2011 3:38:26 PM,542468.5123,4809646.4728
8582,1004,3/7/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13040,28,NELSON AVE,27650,,,150,1980,DI,Y,14584d5c-daab-4961-8a85-97b6422f3973,DAVIDV,12/15/2011 3:38:27 PM,543027.3384,4814565.5323
8583,600,1/16/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6284,303,STONYBROOK DR,36490,,,150,1962,CI,Y,762eb381-8161-4fa3-9a3d-fe52a759daf4,DAVIDV,12/15/2011 3:38:27 PM,539620.9615,4808064.4229
8584,987,2/20/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6700,55,DUKE ST W,10530,,,100,1976,DI,N,8664c7e9-106e-4483-b5f4-faf0d1071421,DAVIDV,12/15/2011 3:38:27 PM,541220.4159,4811107.2841
8585,452,2/26/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6220,64,GRAYSTONE AVE,17070,,,150,1959,CI,Y,fb58bece-8cc4-45af-9b45-3447e10d09b4,DAVIDV,12/15/2011 3:38:26 PM,539723.3914,4808583.9173
8586,1354,12/15/2011 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,3830,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6341,1050,QUEENS BLVD,31770,,,150,1949,CI,Y,2385179b-4e9a-4cb3-82be-08a05bdf24d7,DAVIDV,12/15/2011 3:38:28 PM,540125.8444,4809378.8323
8587,340,12/18/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13317,123,CORNELL AVE,92028,,,150,1957,CI,Y,a55dcef9-da4a-4cc5-9353-0a5cdb4acc05,DAVIDV,12/15/2011 3:38:26 PM,543446.672,4808989.2309
8588,1008,12/13/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13090,44,BRIDGE ST E,489,,,,,,N,fd851860-bd51-4183-ad59-2ea6f34537ca,DAVIDV,12/15/2011 3:38:27 PM,542232.0799,4814285.37
8589,379,12/13/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20667,140,FOREST HILL DR,14940,,,150,1958,CI,Y,6287d4b8-e8c4-4fc4-bae5-c91cc27e16b0,DAVIDV,12/15/2011 3:38:26 PM,539987.808,4808784.703
8590,1097,2/18/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,169774,,UNKNOWN,AGE,,,,,,,CATEGORY 1,9411,147,VANIER DR,39040,,,200,1953,CI,N,ef9beb38-2d12-4cf5-9937-c24501eec0fe,DAVIDV,12/15/2011 3:38:27 PM,543471.0112,4808418.9573
8591,280,3/14/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11482,200,STIRLING AVE N,133420,,,150,2014,PVCO,N,1d21fcca-4e3c-4dc4-80e0-e51ca9c30f33,DAVIDV,12/15/2011 3:38:26 PM,542815.3793,4810761.9925
8592,1209,3/9/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,189955,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13317,14,CORNELL AVE,8070,,,150,1957,CI,Y,6ccc8991-033e-4e1e-b097-8bb2047ad994,DAVIDV,12/15/2011 3:38:27 PM,543576.715,4809287.8606
8593,369,2/2/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6453,763,STIRLING AVE S,36240,,,300,1957,CI,Y,52689a8d-ff61-49a4-8a38-2fa67701e191,DAVIDV,12/15/2011 3:38:26 PM,540780.8655,4808567.0595
8594,66,8/28/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11343,217,MILL ST,97950,,,300,2012,PVC,N,e47fb5ab-21f0-4585-8b85-ceb0401e105a,DAVIDV,12/15/2011 3:38:26 PM,541440.8375,4809566.4928
8595,820,8/1/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10863,844,COURTLAND AVE E,8420,,,,,,N,1606f760-b3e6-4d6b-8858-96f139a013da,DAVIDV,12/15/2011 3:38:27 PM,543130.9994,4808492.1129
8596,1370,2/14/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,4902,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22328,99,JANSEN AVE,20570,,,150,1961,CI,N,b13ce28e-9e55-4da4-9ea5-0722cde5cd7b,DAVIDV,12/15/2011 3:38:28 PM,545846.9894,4808899.0554
8597,622,12/3/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6980,,UNION ST,97196,,,300,2015,PVC,N,e06fd8eb-f758-454c-95e3-9104d81a0f23,DAVIDV,12/15/2011 3:38:27 PM,541743.022,4813289.3804
8598,1360,2/3/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,4222,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20741,12,BONNYLYN DR,3770,,,150,1967,CI,Y,4b6b0729-88c9-4d55-86bb-ec95ec8e026f,DAVIDV,12/15/2011 3:38:28 PM,538979.9844,4808801.477
8599,473,1/29/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6512,18,EVERGREEN CRES,57990,,,150,1959,CI,Y,4648c631-5aae-46ba-af28-6ecd993e5795,DAVIDV,12/15/2011 3:38:26 PM,539919.7347,4808600.6064
8600,722,9/18/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22864,59,GRABER PL,61838,,,600,1969,CPP,Y,cc940f50-4483-4e57-9316-8cf1482caf9d,DAVIDV,12/15/2011 3:38:27 PM,544053.6358,4810523.2526
8601,31,2/2/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6907,22,PANDORA AVE S,30070,,,300,1978,DI,Y,27d7b762-c26c-4710-b3eb-612b693e7256,DAVIDV,12/15/2011 3:38:26 PM,542144.8285,4810353.227
8602,287,3/2/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9896,88,CAMBRIDGE AVE,57690,,,,,,N,cc75d1ad-2923-4c19-b93a-6b79043c6189,DAVIDV,12/15/2011 3:38:26 PM,543409.805,4811620.9415
8603,274,12/21/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8648,36,SANDRA AVE,33920,,,150,1954,CI,N,52806c68-b4cc-47d9-bc6e-19db584591a5,DAVIDV,12/15/2011 3:38:26 PM,539784.1011,4810070.4402
8604,1013,11/8/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11143,8,ST LEGER ST,35920,,,300,1981,DI,Y,efd67673-15e8-4881-8b7e-640ff88d539f,DAVIDV,10/25/2021 9:28:17 AM,541733.3355,4811643.7907
8605,29,2/16/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9213,24,SHELDON AVE N,34620,,,150,1922,CI,N,3cdced5f-cf82-4c10-ac7b-c0f3d483e758,DAVIDV,12/15/2011 3:38:26 PM,543055.52,4809941.0648
8606,1261,12/1/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,2326,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11284,159,BECKER ST,1780,,,,,,N,01e1de36-9e2a-465a-b153-b2eab7f65ee1,DAVIDV,12/15/2011 3:38:27 PM,543040.4849,4811535.3439
8607,385,2/4/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10859,170,CARWOOD AVE,5710,,,150,1958,CI,Y,49d1bf9f-f64c-4624-bc0e-dd38330f7c70,DAVIDV,12/15/2011 3:38:26 PM,543195.4272,4808964.1116
8608,112,3/10/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13068,26,LANG CRES,23480,,,150,1948,CI,N,2e6d7514-dfcc-48fa-8f1c-35155977551e,DAVIDV,12/15/2011 3:38:26 PM,541512.2234,4813984.7512
8609,157,5/5/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11697,58,BRICK ST,4430,,,150,1952,DI,N,361b2087-4470-4933-b478-e05680f90af2,DAVIDV,12/15/2011 3:38:26 PM,542990.9718,4810093.2294
8610,769,6/11/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23139,26,LORRAINE AVE,24220,,,150,1965,DI,Y,06cdc72f-3daf-4c98-accc-8e86375daa7e,DAVIDV,12/15/2011 3:38:27 PM,544616.4084,4811820.3675
8611,582,10/28/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6217,395,FOREST HILL DR,14870,,,200,1962,CI,Y,85335fa2-d257-4529-8274-39e088828b1c,DAVIDV,12/15/2011 3:38:27 PM,539361.1054,4808460.3411
8612,946,6/1/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5618,52,RAMBLEWOOD WAY,32070,,,150,1971,DI,Y,6d9648a0-788f-4b86-8e6e-75946b4f2ade,DAVIDV,12/15/2011 3:38:27 PM,538455.335,4807746.2413
8613,1635,12/15/2011 3:38:26 PM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1256,36-70,BRYBECK CRES,5000,,,250,1968,DI,Y,9a4fe688-4f3f-4c5e-8fd0-6ae160e35780,DAVIDV,12/15/2011 3:38:26 PM,539116.706,4810354.8444
8614,669,7/11/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8795,280,JOSEPH ST,20670,,,,,,N,10b6e764-9300-4a7d-8579-08c86131763c,DAVIDV,12/15/2011 3:38:27 PM,540385.5928,4811068.5677
8615,208,12/3/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9884,44,CAMBRIDGE AVE,5250,,,,,,N,2aec670f-5319-45e7-a3a8-7bacef2f7d0f,DAVIDV,12/15/2011 3:38:26 PM,543307.7762,4811744.6742
8616,804,11/18/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23157,7,PENROSE AVE,30520,,,150,1966,CI,Y,36734d7c-3f89-4750-934a-6b675371bd9b,DAVIDV,12/15/2011 3:38:27 PM,544535.1964,4810467.7784
8617,624,1/27/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8527,11,WEICHEL ST,41500,,,150,1963,CI,Y,6605084b-dfa7-44b2-b54d-3104919bb0af,DAVIDV,12/15/2011 3:38:27 PM,538921.1287,4810089.406
8618,278,12/10/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9921,228,SHERWOOD AVE,34860,,,150,1954,CI,Y,838943d6-8546-4e4d-9e56-fe1569ba1407,DAVIDV,12/15/2011 3:38:26 PM,543626.1631,4811798.6133
8619,1695,12/15/2011 3:38:26 PM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,40286,20,DAVID BERGEY DR,138614,,,300,1999,PVC,Y,207b4e4b-6e54-4953-8f5f-f98d280f38a4,DAVIDV,12/15/2011 3:38:26 PM,538663.5178,4806533.3997
8620,557,12/15/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12113,20,WINDOM RD,43740,,,,,,N,995944f8-c6dc-47b9-bed1-c083736e24f9,DAVIDV,12/15/2011 3:38:27 PM,546290.4053,4808860.3961
8621,431,10/1/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22884,156,WEDGEWOOD DR,41480,,,150,1958,CI,Y,b5dc0def-b32c-4ff4-8ca3-f635a321957d,DAVIDV,12/15/2011 3:38:26 PM,543869.1562,4811151.6693
8622,1961,1/24/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95342,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23267,92,CONWAY DR,7960,,,,,,N,bf86b59b-2b4c-4518-8f6e-99b90c5bdd61,DAVIDV,8/8/2014 12:00:00 AM,545372.6334,4810822.3283
8623,1962,1/23/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95281,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15817,96,CONFEDERATION DR,7770,,,150,1966,CI,Y,1be8a40c-109c-4a01-99ba-deafcdc1f929,DAVIDV,8/8/2014 12:00:00 AM,544977.0689,4812247.4776
8624,1963,1/21/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95145,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1283,405,UNION BLVD,38550,,,150,1954,CI,Y,1ef89b6c-a7a8-4bf4-a3b9-7a8d64503b0a,DAVIDV,8/8/2014 12:00:00 AM,538163.2441,4810993.636
8625,1964,1/21/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95147,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15747,71,ELKINGTON DR,11710,,,150,1959,CI,Y,c6ed8fec-47f4-48aa-9e99-2621ef466b64,DAVIDV,8/8/2014 12:00:00 AM,543826.7963,4812030.789
8626,1965,1/22/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95149,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10004,243,CONNAUGHT ST,7850,,,150,1953,CI,N,c43ec464-e153-4e0b-bf8b-2eff46b99764,DAVIDV,8/8/2014 12:00:00 AM,544145.2925,4808840.278
8627,1966,1/21/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95073,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23065,164,THALER AVE,37610,,,150,1967,CI,Y,420b0d6a-e3a3-4246-914a-54c1f735bbbe,DAVIDV,8/8/2014 12:00:00 AM,546073.1808,4809145.6337
8628,1967,1/19/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,94976,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22279,25,CHICOPEE TERR,7140,,,150,1965,DI,Y,7bf95834-ef00-42ab-abfb-da471d5a2bf0,DAVIDV,8/8/2014 12:00:00 AM,546580.2986,4809171.5132
8629,1968,1/16/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,94905,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6564,167,STONYBROOK DR,36530,,,150,1958,CI,Y,1e7eca4d-8bb2-44fd-8773-2713936a355f,DAVIDV,8/8/2014 12:00:00 AM,540109.4124,4808199.8136
8630,1969,1/16/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,94865,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22924,68,HICKSON DR,18660,,,150,1960,CI,Y,043841e8-4abe-4eae-9cc1-9360641c49ac,DAVIDV,8/8/2014 12:00:00 AM,544385.9609,4810999.7911
8631,1970,1/15/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,94832,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23238,10,WAYNE DR,40740,,,,,,N,899457b5-79c5-4e9e-824b-36bb7613821f,DAVIDV,8/8/2014 12:00:00 AM,545252.6515,4810653.0535
