OBJECTID,Wat Break Incident ID,Incident date,Type of Asset Broken,Does the road need to be closed?,Does the sidewalk need to be closed?,Estimated Hours for Repair,Estimated Number of Units Impacted,CW Service Request Number,Current status of the break,Status last updated date,CW Workorder #,Date operations was returned to normal service,Nature of Break,Apparent cause of break,Repair Type,Type of Planned Maintenance,List Valves Closed,List Valves Opened,List Hydrants Called Out,List Hydrants Called Back In,Categorization of the Break,Road Segment ID,Closest Civic Number,Street,Related Asset ID,Related Asset Depth (m),Depth of Frost (m),Asset Size (cm),Year Asset Installed,Asset Material,Asset Exists,GLOBALID,UPDATE_BY,UPDATE_DATE,x,y
8484,1985,4/18/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,99740,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6770,15,WEBER ST E,40760,,,,,,N,586b84e7-bedb-47be-ab17-0d46e61f7e3d,DAVIDV,1/14/2015 12:00:00 AM,541509.5696,4811102.6464
8485,1986,5/14/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,101223,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,70277,8,SHELLEY PL,34770,,,100,1968,DI,Y,19dafc7b-baf4-4c48-8a57-19a50acbdc1f,DAVIDV,1/14/2015 12:00:00 AM,543695.8901,4808825.1839
8486,1987,5/18/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,101423,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9226,526,CHARLES ST E,6710,,,100,1922,CI,N,2f4df6d7-8b9d-4482-b722-40d7f4a001f9,DAVIDV,1/14/2015 12:00:00 AM,542579.3587,4810018.3836
8487,1988,5/22/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,101571,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6330,159,BINSCARTH RD,136122,,,150,2017,PVCO,N,1b289fe0-5995-4235-bc6e-ade89413bd04,DAVIDV,1/14/2015 12:00:00 AM,540480.2347,4809467.2493
8488,1989,5/21/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,101571,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6330,159,BINSCARTH RD,136122,,,150,2017,PVCO,N,04cb3213-a6e2-47fc-afc8-694b62ff3824,DAVIDV,1/14/2015 12:00:00 AM,540482.3232,4809468.2789
8489,1990,5/21/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,101573,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,40297,,RIVER RD E,89828,,,150,1963,CI,Y,874e8926-c503-4d0c-926d-3ca60165dca6,DAVIDV,1/14/2015 12:00:00 AM,545394.9777,4810188.3906
8490,1991,5/23/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,101666,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1260,545,BELMONT AVE W,78900,,,300,1974,DI,Y,a8dd5089-2cc2-44bd-b593-c81ba0be6e7e,DAVIDV,1/14/2015 12:00:00 AM,539151.4584,4810940.562
8491,1992,6/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,102244,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9320,11,DEVONGLEN DR,94002,,,150,1974,DI,Y,9cbc5463-f8ae-4912-8c06-cf00f993e61d,DAVIDV,1/14/2015 12:00:00 AM,542675.249,4806632.1769
8492,1993,6/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,102280,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9678,43,SOUTHWOOD DR,35300,,,150,1974,DI,Y,d877b0d5-62b1-4c32-9100-8a4e719f2fa3,DAVIDV,1/14/2015 12:00:00 AM,542568.9769,4806298.4157
8493,1994,6/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,1/14/2015 12:00:00 AM,102279,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,70531,2,CHICOPEE TERR,7140,,,150,1965,DI,Y,dc0aa6f0-c960-4f82-9f4c-ed30e659b558,DAVIDV,1/14/2015 12:00:00 AM,546624.2752,4809102.2897
8494,800,1/27/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20778,12,KNELL DR,22620,,,200,1966,CI,Y,8a92e908-f7fd-405a-a514-b66a2d9ad6ec,DAVIDV,12/15/2011 3:38:27 PM,537853.698,4810382.4357
8495,933,12/11/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23060,181,JANSEN AVE,20580,,,150,1970,CI,Y,c09ca4d9-722e-4387-9c95-2591d5ee312d,DAVIDV,12/15/2011 3:38:27 PM,546028.8479,4808899.6619
8496,929,6/10/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5613,18,GLEN PARK CRES,86012,,,150,1970,DI,Y,2691ca62-db51-406b-aad0-b7f3ed5f31af,DAVIDV,12/15/2011 3:38:27 PM,538464.6798,4807270.7076
8497,1006,12/19/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13107,73,BRIDGE ST E,444,,,,,,N,e82d2806-040a-40aa-a8fa-ead2987f758b,DAVIDV,12/15/2011 3:38:27 PM,542443.4679,4814179.8278
8498,1065,1/25/2007 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,168979,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6341,1086,QUEENS BLVD,31770,,,150,1949,CI,Y,7781deed-14c5-4120-ae99-a1cacd52db26,DAVIDV,12/15/2011 3:38:27 PM,540053.0029,4809323.5641
8499,265,4/6/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9917,21,KENSINGTON AVE,21140,,,150,1954,CI,Y,ba8be8b0-85fe-4628-a208-dcf370984c8f,DAVIDV,12/15/2011 3:38:26 PM,543744.0453,4811758.6715
8500,121,1/26/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10172,435,EAST AVE,11070,,,300,1949,CI,Y,e66397da-7e62-4282-b8f5-21f10115de62,DAVIDV,12/15/2011 3:38:26 PM,543001.6399,4810518.139
8501,1273,8/31/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10169,435,EAST AVE,11060,,,300,1949,CI,Y,30216673-15e8-4cf5-8cf1-b4f457cc7d97,DAVIDV,12/15/2011 3:38:27 PM,542974.4938,4810575.0136
8502,559,12/12/2006 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6395,118,SWEETBRIAR DR,37220,,,150,1961,CI,Y,5011e26f-f208-4b2f-a8e0-3000aa349a86,DAVIDV,12/15/2011 3:38:27 PM,539895.1638,4807874.8441
8503,458,11/22/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10053,182,ROSS AVE,33540,,,150,1959,CI,Y,9563d220-46a0-484e-94e7-73716ce5dd1c,DAVIDV,12/15/2011 3:38:26 PM,544242.4268,4809943.4287
8504,71,1/29/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8795,188,JOSEPH ST,59980,,,,,,N,03301eb8-5541-4a62-816b-ffddf60bb10b,DAVIDV,12/15/2011 3:38:26 PM,540435.1497,4811038.2396
8505,105,1/20/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11698,,PRESTON ST,94754,,,300,2001,PVC,N,ad7b6c86-e33c-4a4e-9c0f-2e9f0062ca46,DAVIDV,12/15/2011 3:38:26 PM,543085.8803,4809821.9641
8506,922,7/27/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,7020,242,BREITHAUPT ST,76156,,,300,2008,PVC,N,b776bdcb-693f-4393-9031-56f30d89cf15,DAVIDV,12/15/2011 3:38:27 PM,541337,4811764
8507,601,12/16/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6233,207,STONYBROOK DR,36510,,,150,1962,CI,Y,c11c6873-ef2a-43f2-bbb7-5180516f7729,DAVIDV,12/15/2011 3:38:27 PM,539987.2767,4808125.2704
8508,42,11/26/1997 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9382,89,OTTAWA ST S,29630,,,150,1923,CI,N,f19ccdba-3680-401c-8252-05d0e73dafa3,DAVIDV,12/15/2011 3:38:26 PM,542578.9251,4809781.8164
8509,282,2/25/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10594,14,SUNSET PL,37140,,,100,1954,CI,Y,4e639f82-638f-4dca-89f4-c9ca37033690,DAVIDV,12/15/2011 3:38:26 PM,540888.2697,4813013.0051
8510,754,5/26/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13205,133,BRADLEY DR,4010,,,150,1965,CI,Y,9dbfd787-3f06-47c7-ac9c-73e20ea02bfc,DAVIDV,12/15/2011 3:38:27 PM,545179.5574,4810429.9593
8511,700,1/20/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13177,8,CARNABY CRES,5510,,,150,1967,CI,Y,96d3d66f-ae15-4724-b1fa-80394a585888,DAVIDV,12/15/2011 3:38:27 PM,545500.5818,4811147.8445
8512,1184,1/12/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,187785,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13044,12,SCHOFIELD DR,34030,,,150,1967,CI,Y,2e449c08-85f8-4d11-8546-6c97742250ad,DAVIDV,12/15/2011 3:38:27 PM,543521.0431,4814768.8397
8513,176,1/18/1998 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10015,777,WEBER ST E,41030,,,150,1952,CI,Y,b63fa86c-3670-45f8-9231-0a5ec0c0002d,DAVIDV,12/15/2011 3:38:26 PM,543596.0781,4809716.9586
8514,330,11/8/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11523,12,HOFFMAN ST,19660,,,150,1956,CI,N,17a58f57-72f9-4d7d-a7fb-d77b5056e346,DAVIDV,12/15/2011 3:38:26 PM,542235.9544,4808875.4788
8515,414,2/23/2002 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6564,121,STONYBROOK DR,36530,,,150,1958,CI,Y,7dbb0879-9e81-43a9-9b59-95f3e3c9b28a,DAVIDV,12/15/2011 3:38:26 PM,540257.0649,4808242.2762
8516,1409,11/6/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,19379,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8718,15,INWOOD CRES,20410,,,150,1966,DI,Y,d5819fb4-e547-417a-816d-22cd266661b3,DAVIDV,12/15/2011 3:38:28 PM,538330.6618,4810508.1502
8517,1357,1/29/2009 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,4029,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11278,234,CHAPEL ST,6500,,,150,1953,CI,Y,9cd2186f-d530-4287-bc64-00b747d2c2f6,DAVIDV,12/15/2011 3:38:28 PM,542716.1379,4811532.8833
8518,1193,2/3/2008 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,188846,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22201,,KING ST E,87566,,,300,2000,PVC,Y,ec797634-9305-4bb8-8d24-96da941b7a0d,DAVIDV,12/15/2011 3:38:27 PM,546323.8134,4808395.2391
8519,535,11/14/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22328,115,JANSEN AVE,20570,,,150,1961,CI,N,b91b9081-e36e-477d-b68d-b089db2320bb,DAVIDV,12/15/2011 3:38:27 PM,545872.2532,4808919.3733
8520,137,7/11/2001 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,7020,242,BREITHAUPT ST,76156,,,300,2008,PVC,N,fd6e0dce-be59-4fce-b34b-defba84b0f93,DAVIDV,12/15/2011 3:38:26 PM,541337,4811764
8521,500,1/27/2004 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10005,34,FOURTH AVE,133988,,,150,2017,PVC,N,e9d47bbe-5ac2-4388-b493-5a8d28967129,DAVIDV,12/15/2011 3:38:27 PM,544264.0841,4809137.6942
8522,237,2/2/2000 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10104,314,VANIER DR,69123,,,150,2009,PVC,N,2ba00b8a-6961-42d7-8ca1-4e8bd7fefe31,DAVIDV,12/15/2011 3:38:26 PM,543824,4808008
8523,595,10/24/2005 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6518,435,VILLAGE CRES,40140,,,150,1962,CI,Y,bbbe3eb9-0a68-49a3-bc4a-9b1b08f7267e,DAVIDV,12/15/2011 3:38:27 PM,539740.9933,4807899.6002
8524,1395,12/15/2011 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:28 PM,13509,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,1266,220,GLASGOW ST,79000,,,300,2013,PVCO,N,f941e78e-4522-4c0a-8efe-b8b8ff3a4dd4,DAVIDV,12/15/2011 3:38:28 PM,538997.0364,4811078.1296
8525,355,1/22/1999 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:26 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12659,980,GUELPH ST,17720,,,150,1957,CI,Y,170cc7a1-d88b-4e8b-9399-087359c3158f,DAVIDV,12/15/2011 3:38:26 PM,542389.4061,4812889.2524
8526,808,2/8/2003 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,12/15/2011 3:38:27 PM,,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,15094,107,QUEENSTON DR,31900,,,150,1966,CI,Y,fb6527b4-8463-4188-a52f-1eaf7af4dee0,DAVIDV,12/15/2011 3:38:27 PM,545359.0792,4811837.5441
8527,1927,2/16/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96613,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5717,15,WINSLOW DR,43830,,,150,1960,CI,N,743fb565-4d31-4857-8b2a-cf660858f9a8,DAVIDV,8/8/2014 12:00:00 AM,540696.3508,4809859.5051
8528,1928,2/14/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96591,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,11606,,STIRLING AVE S,36160,,,300,1932,CI,Y,5180698b-ee9e-4e23-b9f8-94142b03fc52,DAVIDV,8/8/2014 12:00:00 AM,541730.1363,4809980.5451
8529,1929,2/16/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96611,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6499,285,VILLAGE RD,40150,,,150,1962,CI,Y,65b4d0dc-afe2-4ed2-ae62-abcbc4503d4c,DAVIDV,8/8/2014 12:00:00 AM,539693.5404,4808248.56
8530,1930,2/13/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96562,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10313,8,GEORGIAN ST,16140,,,150,1976,PVC,Y,5b9fba32-508e-4d7d-a8d6-5cc578f5b6d1,DAVIDV,8/8/2014 12:00:00 AM,545419.4452,4812613.5368
8531,1931,2/13/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96530,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6255,12,STONYBROOK DR,36540,,,150,1958,CI,Y,219e557f-d323-473a-a32d-2460bd4aac49,DAVIDV,8/8/2014 12:00:00 AM,540303.3618,4808469.1256
8532,1932,2/12/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96498,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,23056,104,KINZIE AVE,22500,,,150,1961,CI,Y,da08b4c9-3973-4816-9165-d891fb78e778,DAVIDV,8/8/2014 12:00:00 AM,545644.9512,4809087.1946
8533,1933,2/12/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96461,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12415,495,LANCASTER ST W,23260,,,450,1968,DI,Y,9cae2ec8-2d79-4927-93dd-99c808c05480,DAVIDV,8/8/2014 12:00:00 AM,541694.4305,4813786.2028
8534,1934,2/12/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96477,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10076,34,DOON RD,83602,,,150,1945,CI,Y,91334efe-28c5-4154-9f94-ca243ca20899,DAVIDV,8/8/2014 12:00:00 AM,543486.5629,4809517.9337
8535,1936,2/10/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96402,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9781,216,CHAPEL ST,6490,,,150,1953,CI,Y,9881683d-ff18-4ae0-a803-47917946674e,DAVIDV,8/8/2014 12:00:00 AM,542659.41,4811491.437
8536,1937,2/10/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96331,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,12691,45,EDNA ST,59990,,,150,1950,CI,Y,ff88becb-30cb-4a03-b5e0-bfcbde269881,DAVIDV,8/8/2014 12:00:00 AM,542495.9799,4812030.6398
8537,1938,2/7/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96270,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6648,39,HEBEL PL,78014,,,,,,N,1f46bdf0-769b-47cd-9ad4-a3f4beaf3359,DAVIDV,8/8/2014 12:00:00 AM,541261.1482,4810365.3667
8538,1939,2/8/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96271,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13155,93,WILFRED AVE,43210,,,150,1953,CI,Y,fe0ae515-a6cb-4756-b53e-ef7f57c7fae6,DAVIDV,8/8/2014 12:00:00 AM,544298.8748,4809580.7922
8539,1940,2/6/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,96062,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22860,78,ARCHER PL,79346,,,150,1962,CI,Y,5c2cf07b-9b74-42bb-a76c-ce17504232bf,DAVIDV,8/8/2014 12:00:00 AM,543551.7035,4810724.7075
8540,1941,2/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95834,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5623,,WESTHEIGHTS DR,42160,,,300,1973,DI,Y,d5eb15f7-a919-4c4c-9bcb-d1e0482e25e1,DAVIDV,8/8/2014 12:00:00 AM,537985.2928,4807482.6673
8541,1942,2/4/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95833,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13039,28,DANIEL AVE,8940,,,150,1964,CI,Y,32607468-7078-48c3-a9fa-651530871c27,DAVIDV,8/8/2014 12:00:00 AM,543287.9293,4814704.885
8542,1943,2/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95709,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,602090,177,WINDALE CRES,82468,,,,,,N,ce18a554-7a6c-49c5-b7a3-a8037b6b421d,DAVIDV,8/8/2014 12:00:00 AM,539947.2842,4807582.2436
8543,1944,2/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95729,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9528,103,PARKLAND CRES,82686,,,150,1976,DI,Y,c9438b7e-9366-4d5f-a8d9-5330502c9a34,DAVIDV,8/8/2014 12:00:00 AM,537512.4028,4806863.7717
8544,1945,1/31/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95711,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22313,48,GUERIN AVE,17770,,,,,,N,fdf9296f-e887-43f3-9423-fdb64e6a0ba8,DAVIDV,10/25/2021 9:33:27 AM,545819.7267,4809011.7091
8545,1946,2/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95716,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,8727,74,HAZELGLEN DR,18310,,,300,1969,DI,Y,127a11d3-465d-496e-9bcf-412bfbab6042,DAVIDV,8/8/2014 12:00:00 AM,538379.8492,4809761.5315
8546,1947,2/3/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95717,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22906,16,LYNDHURST DR,24590,,,150,1958,CI,Y,2a19b787-bb8c-416c-85ec-8bbe5de54104,DAVIDV,8/8/2014 12:00:00 AM,543532.6214,4810751.2838
8547,1948,2/2/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95727,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,20775,585,GLASGOW ST,96914,,,450,2014,PVC,N,ca1633cb-7492-4e79-8dc8-4c7b58fefead,DAVIDV,8/8/2014 12:00:00 AM,537995.2595,4810576.8967
8548,1949,2/1/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95719,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,5410,7,WINDING WAY,43730,,,150,1975,DI,Y,61d7c391-d498-4c6c-a6a9-4828735fb2f7,DAVIDV,8/8/2014 12:00:00 AM,537520.265,4807389.8723
8549,1950,1/31/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95665,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,9572,1490,BATTLER RD,1650,,,300,1991,DI,Y,cf8388c4-402e-42df-9f90-d58df97319e5,DAVIDV,8/8/2014 12:00:00 AM,543242.713,4805209.6306
8550,1951,1/31/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95643,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10185,371,WEBER ST E,40960,,,,,,N,90ad9fff-3baa-4944-a162-a7c3ce45b4de,DAVIDV,8/8/2014 12:00:00 AM,542980.6108,4810347.6973
8551,1952,1/29/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95565,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10222,116,HICKSON DR,18670,,,200,1960,CI,Y,a1eda60b-b182-4e6c-a829-6878e44ee710,DAVIDV,8/8/2014 12:00:00 AM,544360.8046,4811208.2353
8552,1953,1/29/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95518,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13222,238,ROSS AVE,33550,,,150,1959,CI,Y,c573c157-3c98-44a5-ae52-ab6594cc1747,DAVIDV,8/8/2014 12:00:00 AM,544437.5572,4810015.621
8553,1954,1/28/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95448,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,602683,42,BROADVIEW AVE,4720,,,150,1953,CI,Y,839337e9-74fe-4c65-973b-a300857f4215,DAVIDV,8/8/2014 12:00:00 AM,544539.2821,4809238.8588
8554,1955,1/27/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95386,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,22971,245,WOODHAVEN RD,43900,,,150,1954,CI,Y,b43eb992-ce68-4107-a07c-572c87958825,DAVIDV,8/8/2014 12:00:00 AM,544074.8034,4808042.1115
8555,1956,1/27/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95370,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,6400,41,VALLEYVIEW RD,38970,,,150,1953,CI,Y,3e9ecddb-8170-4e12-99fa-35b89f53d410,DAVIDV,8/8/2014 12:00:00 AM,539594.768,4807457.3877
8556,1957,1/26/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95367,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,10184,160,OTTAWA ST N,95502,,,,,,N,5ee814fc-0feb-4fbc-be12-758a7b6e0943,DAVIDV,8/8/2014 12:00:00 AM,543117.8561,4810276.0212
8557,1958,1/26/2014 12:00:00 AM,MAIN,,,,,,REPAIR COMPLETED,8/8/2014 12:00:00 AM,95359,,UNKNOWN,OTHER,,,,,,,CATEGORY 1,13298,156,FOURTH AVE,15200,,,150,1960,CI,Y,f42f577e-850b-406f-ac8c-07e986bfa75a,DAVIDV,8/8/2014 12:00:00 AM,544116.6938,4808792.3859
