id,location_id,sensing_date,hourday,direction_1,direction_2,pedestriancount,sensor_name,location,total_foot_traffic,time_period,Latitude,Longitude,Nearest_Light_Index,Distance_to_Light,Nearest_Light_Lux,Suggested_Lux,Lux_Difference,efficiency_category,Zone
172220250116,17,2025-01-16,22,71,91,162,Col15_T,"-37.81362543, 144.97323591",162,Night,-37.81362543,144.97323591,2606,0.0012554267736601442,1.466,40,38.534,Underlit,0
762120250415,76,2025-04-15,21,6,17,23,KenMac_T,"-37.79453803, 144.93036194",23,Night,-37.79453803,144.93036194,3836,0.005431305960557308,1.075,20,18.925,Uncategorised,4
501120241003,50,2024-10-03,11,155,175,330,Lyg309_T,"-37.79808192, 144.96721013",330,Daytime,-37.79808192,144.96721013,60,0.004295125459160315,1.564,70,68.436,Underlit,3
352220250724,35,2025-07-24,22,248,801,1049,SouthB_T,"-37.82018685, 144.96508508",1049,Night,-37.82018685,144.96508508,2328,1.1349829265418704e-05,9.189,70,60.811,Underlit,0
109120260125,109,2026-01-25,1,11,18,29,LatWill_T,"-37.81193681, 144.95621105",29,Night,-37.81193681,144.95621105,1729,0.007124347978053481,5.181,20,14.818999999999999,Uncategorised,2
1091120260311,109,2026-03-11,11,126,112,238,LatWill_T,"-37.81193681, 144.95621105",238,Daytime,-37.81193681,144.95621105,1729,0.007124347978053481,5.181,40,34.819,Underlit,2
1092220241124,109,2024-11-24,22,39,91,130,LatWill_T,"-37.81193681, 144.95621105",130,Night,-37.81193681,144.95621105,1729,0.007124347978053481,5.181,40,34.819,Underlit,2
1091020250514,109,2025-05-14,10,94,150,244,LatWill_T,"-37.81193681, 144.95621105",244,Daytime,-37.81193681,144.95621105,1729,0.007124347978053481,5.181,40,34.819,Underlit,2
142520250104,142,2025-01-04,5,3,4,7,Hammer1584_T,"-37.81970749, 144.96795734",7,Night,-37.81970749,144.96795734,2341,0.0008525327140582673,44.086,20,-24.086,Overlit,0
117720250309,117,2025-03-09,7,18,25,43,Fli114F_T,"-37.81629332, 144.97090877",43,Morning,-37.81629332,144.97090877,3249,0.0022040117281215735,0.587,20,19.413,Uncategorised,0
117720240731,117,2024-07-31,7,111,47,158,Fli114F_T,"-37.81629332, 144.97090877",158,Morning,-37.81629332,144.97090877,3249,0.0022040117281215735,0.587,40,39.413,Underlit,0
117720251119,117,2025-11-19,7,130,56,186,Fli114F_T,"-37.81629332, 144.97090877",186,Morning,-37.81629332,144.97090877,3249,0.0022040117281215735,0.587,40,39.413,Underlit,0
661720250602,66,2025-06-02,17,1215,1516,2731,QVN_T,"-37.81057846, 144.96444294",2731,Evening,-37.81057846,144.96444294,4404,0.00013301788919673464,73.314,70,-3.313999999999993,Efficient,0
662320250124,66,2025-01-24,23,415,319,734,QVN_T,"-37.81057846, 144.96444294",734,Night,-37.81057846,144.96444294,4404,0.00013301788919673464,73.314,70,-3.313999999999993,Efficient,0
661320240712,66,2024-07-12,13,1406,1841,3247,QVN_T,"-37.81057846, 144.96444294",3247,Daytime,-37.81057846,144.96444294,4404,0.00013301788919673464,73.314,70,-3.313999999999993,Efficient,0
661120250310,66,2025-03-10,11,763,893,1656,QVN_T,"-37.81057846, 144.96444294",1656,Daytime,-37.81057846,144.96444294,4404,0.00013301788919673464,73.314,70,-3.313999999999993,Efficient,0
691720240427,69,2024-04-27,17,122,103,225,FLDegC_T,"-37.81687226, 144.96559144",225,Evening,-37.81687226,144.96559144,4382,0.0014484677856414568,5.67,40,34.33,Underlit,0
691720240531,69,2024-05-31,17,84,110,194,FLDegC_T,"-37.81687226, 144.96559144",194,Evening,-37.81687226,144.96559144,4382,0.0014484677856414568,5.67,40,34.33,Underlit,0
692320260330,69,2026-03-30,23,1,3,4,FLDegC_T,"-37.81687226, 144.96559144",4,Night,-37.81687226,144.96559144,4382,0.0014484677856414568,5.67,20,14.33,Uncategorised,0
841120251019,84,2025-10-19,11,931,631,1562,ElFi_T,"-37.81798049, 144.96503383",1562,Daytime,-37.81798049,144.96503383,16,0.0012126046420190067,30.499,70,39.501000000000005,Efficient,0
841120260321,84,2026-03-21,11,786,827,1613,ElFi_T,"-37.81798049, 144.96503383",1613,Daytime,-37.81798049,144.96503383,16,0.0012126046420190067,30.499,70,39.501000000000005,Efficient,0
70520250124,70,2025-01-24,5,2,7,9,Errol20_T,"-37.80456984, 144.94946228",9,Night,-37.80456984,144.94946228,1185,0.01023853516523153,12.512,20,7.4879999999999995,Uncategorised,1
702320260304,70,2026-03-04,23,9,17,26,Errol20_T,"-37.80456984, 144.94946228",26,Night,-37.80456984,144.94946228,1185,0.01023853516523153,12.512,20,7.4879999999999995,Uncategorised,1
701020250414,70,2025-04-14,10,108,99,207,Errol20_T,"-37.80456984, 144.94946228",207,Daytime,-37.80456984,144.94946228,1185,0.01023853516523153,12.512,40,27.488,Underlit,1
3520260401,3,2026-04-01,5,23,25,48,Swa295_T,"-37.81101524, 144.96429485",48,Night,-37.81101524,144.96429485,1692,0.0001989834634251166,27.175,20,-7.175000000000001,Overlit,0
32320241019,3,2024-10-19,23,741,672,1413,Swa295_T,"-37.81101524, 144.96429485",1413,Night,-37.81101524,144.96429485,1692,0.0001989834634251166,27.175,70,42.825,Efficient,0
422220240806,42,2024-08-06,22,44,66,110,UM1_T,"-37.80008566, 144.96386412",110,Night,-37.80008566,144.96386412,4908,0.002948671093906112,32.845,40,7.155000000000001,Efficient,3
421320240902,42,2024-09-02,13,267,311,578,UM1_T,"-37.80008566, 144.96386412",578,Daytime,-37.80008566,144.96386412,4908,0.002948671093906112,32.845,70,37.155,Efficient,3
77520240413,77,2024-04-13,5,5,0,5,HarEsP_T,"-37.81441438, 144.94433026",5,Night,-37.81441438,144.94433026,4311,0.0002736167759697356,9.091,20,10.909,Uncategorised,1
591220241114,59,2024-11-14,12,431,447,878,RMIT_T,"-37.80825648, 144.96304859",878,Daytime,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,70,-29.316000000000003,Efficient,3
59020250423,59,2025-04-23,0,25,27,52,RMIT_T,"-37.80825648, 144.96304859",52,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,40,-59.316,Efficient,3
59820241218,59,2024-12-18,8,163,117,280,RMIT_T,"-37.80825648, 144.96304859",280,Morning,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,40,-59.316,Efficient,3
59020250214,59,2025-02-14,0,41,37,78,RMIT_T,"-37.80825648, 144.96304859",78,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,40,-59.316,Efficient,3
59220241107,59,2024-11-07,2,12,6,18,RMIT_T,"-37.80825648, 144.96304859",18,Night,-37.80825648,144.96304859,412,0.00020948199343513317,99.316,20,-79.316,Overlit,3
28320250915,28,2025-09-15,3,5,14,19,VAC_T,"-37.82129925, 144.96879309",19,Night,-37.82129925,144.96879309,2341,0.0022405724358183178,44.086,20,-24.086,Overlit,0
28820250119,28,2025-01-19,8,136,87,223,VAC_T,"-37.82129925, 144.96879309",223,Morning,-37.82129925,144.96879309,2341,0.0022405724358183178,44.086,40,-4.0859999999999985,Efficient,0
282120240824,28,2024-08-24,21,380,776,1156,VAC_T,"-37.82129925, 144.96879309",1156,Night,-37.82129925,144.96879309,2341,0.0022405724358183178,44.086,70,25.914,Efficient,0
541020260401,54,2026-04-01,10,146,110,256,Swa607_T,"-37.804024, 144.96308399",256,Daytime,-37.804024,144.96308399,2797,0.002580483027332056,16.227,40,23.773,Underlit,3
542320260210,54,2026-02-10,23,37,20,57,Swa607_T,"-37.804024, 144.96308399",57,Night,-37.804024,144.96308399,2797,0.002580483027332056,16.227,40,23.773,Underlit,3
40520241003,40,2024-10-03,5,10,13,23,Spr201_T,"-37.80999341, 144.97227587",23,Night,-37.80999341,144.97227587,2090,0.0024991839830872022,18.866,20,1.1340000000000003,Uncategorised,0
402220250419,40,2025-04-19,22,72,31,103,Spr201_T,"-37.80999341, 144.97227587",103,Night,-37.80999341,144.97227587,2090,0.0024991839830872022,18.866,40,21.134,Underlit,0
40720250308,40,2025-03-08,7,30,38,68,Spr201_T,"-37.80999341, 144.97227587",68,Morning,-37.80999341,144.97227587,2090,0.0024991839830872022,18.866,40,21.134,Underlit,0
311220240826,31,2024-08-26,12,215,162,377,Lyg161_T,"-37.80169681, 144.96658911",377,Daytime,-37.80169681,144.96658911,2793,0.0008363493829599962,6.843,70,63.157,Underlit,3
311920250128,31,2025-01-28,19,158,115,273,Lyg161_T,"-37.80169681, 144.96658911",273,Evening,-37.80169681,144.96658911,2793,0.0008363493829599962,6.843,40,33.157,Underlit,3
36320241107,36,2024-11-07,3,4,3,7,Que85_T,"-37.81652527, 144.96121062",7,Night,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,20,9.052,Uncategorised,2
36520240625,36,2024-06-25,5,5,9,14,Que85_T,"-37.81652527, 144.96121062",14,Night,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,20,9.052,Uncategorised,2
361320250104,36,2025-01-04,13,78,88,166,Que85_T,"-37.81652527, 144.96121062",166,Daytime,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,40,29.052,Underlit,2
362120240628,36,2024-06-28,21,133,199,332,Que85_T,"-37.81652527, 144.96121062",332,Night,-37.81652527,144.96121062,2810,0.003546278249368713,10.948,70,59.052,Underlit,2
1321920241225,132,2024-12-25,19,175,184,359,King335_T,"-37.81267639, 144.95386444",359,Evening,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,70,-4.388999999999996,Efficient,2
1322220240805,132,2024-08-05,22,39,64,103,King335_T,"-37.81267639, 144.95386444",103,Night,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,40,-34.388999999999996,Efficient,2
1322220241115,132,2024-11-15,22,104,79,183,King335_T,"-37.81267639, 144.95386444",183,Night,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,40,-34.388999999999996,Efficient,2
1322220250417,132,2025-04-17,22,114,116,230,King335_T,"-37.81267639, 144.95386444",230,Night,-37.81267639,144.95386444,1326,0.00647638882819025,74.389,40,-34.388999999999996,Efficient,2
1332020241011,133,2024-10-11,20,460,317,777,Spen229_T,"-37.81531435, 144.95227769",777,Evening,-37.81531435,144.95227769,1324,0.00406348416246158,39.198,70,30.802,Efficient,2
1332320241125,133,2024-11-25,23,110,54,164,Spen229_T,"-37.81531435, 144.95227769",164,Night,-37.81531435,144.95227769,1324,0.00406348416246158,39.198,40,0.8019999999999996,Efficient,2
1331320250401,133,2025-04-01,13,537,501,1038,Spen229_T,"-37.81531435, 144.95227769",1038,Daytime,-37.81531435,144.95227769,1324,0.00406348416246158,39.198,70,30.802,Efficient,2
133420240725,133,2024-07-25,4,9,12,21,Spen229_T,"-37.81531435, 144.95227769",21,Night,-37.81531435,144.95227769,1324,0.00406348416246158,39.198,20,-19.198,Overlit,2
1342320240720,134,2024-07-20,23,134,382,516,Spen201_T,"-37.81694221, 144.95303935",516,Night,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,70,41.065,Efficient,2
1342320241203,134,2024-12-03,23,106,83,189,Spen201_T,"-37.81694221, 144.95303935",189,Night,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,40,11.065000000000001,Efficient,2
134520250714,134,2025-07-14,5,58,58,116,Spen201_T,"-37.81694221, 144.95303935",116,Night,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,40,11.065000000000001,Efficient,2
134820251022,134,2025-10-22,8,126,237,363,Spen201_T,"-37.81694221, 144.95303935",363,Morning,-37.81694221,144.95303935,3116,0.002321367496516157,28.935,70,41.065,Efficient,2
1181720260223,118,2026-02-23,17,7,34,41,Fli114C_T,"-37.81632783, 144.97090512",41,Evening,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
118720240515,118,2024-05-15,7,15,8,23,Fli114C_T,"-37.81632783, 144.97090512",23,Morning,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
1181020250326,118,2025-03-26,10,12,15,27,Fli114C_T,"-37.81632783, 144.97090512",27,Daytime,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
1181120250407,118,2025-04-07,11,9,13,22,Fli114C_T,"-37.81632783, 144.97090512",22,Daytime,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
118720250610,118,2025-06-10,7,18,9,27,Fli114C_T,"-37.81632783, 144.97090512",27,Morning,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
1181620240604,118,2024-06-04,16,18,22,40,Fli114C_T,"-37.81632783, 144.97090512",40,Daytime,-37.81632783,144.97090512,3249,0.0021695743908299327,0.587,20,19.413,Uncategorised,0
108220260213,108,2026-02-13,2,7,4,11,261Will_T,"-37.81295822, 144.95678789",11,Night,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,20,-44.809,Overlit,2
108520250407,108,2025-04-07,5,12,62,74,261Will_T,"-37.81295822, 144.95678789",74,Night,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,40,-24.808999999999997,Efficient,2
1081820250121,108,2025-01-21,18,583,135,718,261Will_T,"-37.81295822, 144.95678789",718,Evening,-37.81295822,144.95678789,3850,0.006817872607646301,64.809,70,5.1910000000000025,Efficient,2
1671320241125,167,2024-11-25,13,21,33,54,Lat526_T,"-37.81304149, 144.95155955",54,Daytime,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,40,1.3879999999999981,Efficient,1
1671020250313,167,2025-03-13,10,57,106,163,Lat526_T,"-37.81304149, 144.95155955",163,Daytime,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,40,1.3879999999999981,Efficient,1
167220250706,167,2025-07-06,2,2,1,3,Lat526_T,"-37.81304149, 144.95155955",3,Night,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,20,-18.612000000000002,Overlit,1
167320241118,167,2024-11-18,3,1,1,2,Lat526_T,"-37.81304149, 144.95155955",2,Night,-37.81304149,144.95155955,232,0.0060166096718911495,38.612,20,-18.612000000000002,Overlit,1
1621220241113,162,2024-11-13,12,204,242,446,Eli489_T,"-37.80740397, 144.95987909",446,Daytime,-37.80740397,144.95987909,1729,0.0028815721104536837,5.181,70,64.819,Underlit,3
162020240930,162,2024-09-30,0,50,32,82,Eli489_T,"-37.80740397, 144.95987909",82,Night,-37.80740397,144.95987909,1729,0.0028815721104536837,5.181,40,34.819,Underlit,3
1401620240708,140,2024-07-08,16,86,103,189,Boyd2837_T,"-37.82590962, 144.96185972",189,Daytime,-37.82590962,144.96185972,3986,0.004227748687845677,19.159,40,20.841,Underlit,2
671720250731,67,2025-07-31,17,439,650,1089,FLDegS_T,"-37.81688755, 144.96562569",1089,Evening,-37.81688755,144.96562569,4382,0.0014201958636997955,5.67,70,64.33,Underlit,0
671720250211,67,2025-02-11,17,436,663,1099,FLDegS_T,"-37.81688755, 144.96562569",1099,Evening,-37.81688755,144.96562569,4382,0.0014201958636997955,5.67,70,64.33,Underlit,0
672320260208,67,2026-02-08,23,24,39,63,FLDegS_T,"-37.81688755, 144.96562569",63,Night,-37.81688755,144.96562569,4382,0.0014201958636997955,5.67,40,34.33,Underlit,0
671720250903,67,2025-09-03,17,415,681,1096,FLDegS_T,"-37.81688755, 144.96562569",1096,Evening,-37.81688755,144.96562569,4382,0.0014201958636997955,5.67,70,64.33,Underlit,0
681720240919,68,2024-09-19,17,216,121,337,FLDegN_T,"-37.8168479, 144.96559789",337,Evening,-37.8168479,144.96559789,4382,0.001435512517973443,5.67,70,64.33,Underlit,0
62420241219,62,2024-12-19,4,12,16,28,Lat224_T,"-37.80996494, 144.96216521",28,Night,-37.80996494,144.96216521,2731,0.0012505056237757245,20.039,20,-0.03900000000000148,Overlit,3
62420251107,62,2025-11-07,4,8,12,20,Lat224_T,"-37.80996494, 144.96216521",20,Night,-37.80996494,144.96216521,2731,0.0012505056237757245,20.039,20,-0.03900000000000148,Overlit,3
63420240727,63,2024-07-27,4,7,30,37,Bou231_T,"-37.81333081, 144.96675571",37,Night,-37.81333081,144.96675571,4354,0.0008792833709415444,16.618,20,3.3820000000000014,Uncategorised,0
632020251108,63,2025-11-08,20,266,285,551,Bou231_T,"-37.81333081, 144.96675571",551,Evening,-37.81333081,144.96675571,4354,0.0008792833709415444,16.618,70,53.382000000000005,Underlit,0
181620241216,18,2024-12-16,16,361,82,443,Col12_T,"-37.81344862, 144.97305353",443,Daytime,-37.81344862,144.97305353,2606,0.0014576605770621643,1.466,70,68.534,Underlit,0
861120251001,86,2025-10-01,11,60,45,105,574Qub_T,"-37.80309992, 144.94908064",105,Daytime,-37.80309992,144.94908064,1185,0.011279723583822504,12.512,40,27.488,Underlit,1
862120240416,86,2024-04-16,21,10,26,36,574Qub_T,"-37.80309992, 144.94908064",36,Night,-37.80309992,144.94908064,1185,0.011279723583822504,12.512,20,7.4879999999999995,Uncategorised,1
861120250205,86,2025-02-05,11,45,47,92,574Qub_T,"-37.80309992, 144.94908064",92,Daytime,-37.80309992,144.94908064,1185,0.011279723583822504,12.512,40,27.488,Underlit,1
1420240706,1,2024-07-06,4,6,17,23,Bou292_T,"-37.81349441, 144.96515323",23,Night,-37.81349441,144.96515323,3450,0.00031076344457426535,5.963,20,14.036999999999999,Uncategorised,0
1420241119,1,2024-11-19,4,2,10,12,Bou292_T,"-37.81349441, 144.96515323",12,Night,-37.81349441,144.96515323,3450,0.00031076344457426535,5.963,20,14.036999999999999,Uncategorised,0
241220260322,24,2026-03-22,12,502,505,1007,Col620_T,"-37.81887963, 144.95449198",1007,Daytime,-37.81887963,144.95449198,3850,0.0005820794269124677,64.809,70,5.1910000000000025,Efficient,2
24620260403,24,2026-04-03,6,77,148,225,Col620_T,"-37.81887963, 144.95449198",225,Morning,-37.81887963,144.95449198,3850,0.0005820794269124677,64.809,40,-24.808999999999997,Efficient,2
241520260210,24,2026-02-10,15,447,1223,1670,Col620_T,"-37.81887963, 144.95449198",1670,Daytime,-37.81887963,144.95449198,3850,0.0005820794269124677,64.809,70,5.1910000000000025,Efficient,2
102220250822,10,2025-08-22,22,29,17,46,BouHbr_T,"-37.81876474, 144.94710545",46,Night,-37.81876474,144.94710545,4772,0.00028456059708209834,28.348,20,-8.347999999999999,Overlit,1
72520250503,72,2025-05-03,5,9,4,13,ACMI_T,"-37.81726338, 144.96872809",13,Night,-37.81726338,144.96872809,4492,0.0013120200260037238,8.7,20,11.3,Uncategorised,0
271220241225,27,2024-12-25,12,31,48,79,Vic_T,"-37.80606888, 144.95644692",79,Daytime,-37.80606888,144.95644692,1729,0.006561813098438132,5.181,40,34.819,Underlit,3
271220251027,27,2025-10-27,12,109,104,213,Vic_T,"-37.80606888, 144.95644692",213,Daytime,-37.80606888,144.95644692,1729,0.006561813098438132,5.181,40,34.819,Underlit,3
27620240530,27,2024-05-30,6,16,22,38,Vic_T,"-37.80606888, 144.95644692",38,Morning,-37.80606888,144.95644692,1729,0.006561813098438132,5.181,20,14.818999999999999,Uncategorised,3
6420240522,6,2024-05-22,4,28,6,34,FliS_T,"-37.81911705, 144.96558255",34,Night,-37.81911705,144.96558255,16,0.0005389281595326689,30.499,20,-10.498999999999999,Overlit,0
81020241005,8,2024-10-05,10,125,254,379,WebBN_T,"-37.82293543, 144.9471751",379,Daytime,-37.82293543,144.9471751,1861,0.0008163564741100897,11.73,70,58.269999999999996,Underlit,2
782120240802,78,2024-08-02,21,6,13,19,HarEsB_T,"-37.81471642, 144.9446508",19,Night,-37.81471642,144.9446508,1583,0.0001422030293731066,0.978,20,19.022,Uncategorised,1
471020250406,47,2025-04-06,10,511,554,1065,Eli250_T,"-37.81258467, 144.9625775",1065,Daytime,-37.81258467,144.9625775,3438,0.0023034126778221586,22.581,70,47.419,Efficient,0
47720241009,47,2024-10-09,7,130,254,384,Eli250_T,"-37.81258467, 144.9625775",384,Morning,-37.81258467,144.9625775,3438,0.0023034126778221586,22.581,70,47.419,Efficient,0
185920251018,185,2025-10-18,9,365,293,658,Eli197_T,"-37.81374643, 144.96276183",658,Morning,-37.81374643,144.96276183,2599,0.0015816866923376235,32.356,70,37.644,Efficient,0
1851420260106,185,2026-01-06,14,760,851,1611,Eli197_T,"-37.81374643, 144.96276183",1611,Daytime,-37.81374643,144.96276183,2599,0.0015816866923376235,32.356,70,37.644,Efficient,0
92220240822,9,2024-08-22,22,78,30,108,Col700_T,"-37.81982992, 144.95102555",108,Night,-37.81982992,144.95102555,1097,0.00019413098713850786,13.392,40,26.608,Underlit,2
79520240706,79,2024-07-06,5,18,23,41,FliSS_T,"-37.81794046, 144.96616678",41,Night,-37.81794046,144.96616678,2701,0.0013619647297286506,72.043,20,-52.043000000000006,Overlit,0
2420240731,2,2024-07-31,4,5,4,9,Bou283_T,"-37.81380668, 144.96516718",9,Night,-37.81380668,144.96516718,3451,0.0004859155975341269,4.888,20,15.112,Uncategorised,0
522120250106,52,2025-01-06,21,144,149,293,Eli263_T,"-37.81252157, 144.9619401",293,Night,-37.81252157,144.9619401,3438,0.0028546652582010263,22.581,40,17.419,Efficient,0
521820240726,52,2024-07-26,18,427,526,953,Eli263_T,"-37.81252157, 144.9619401",953,Evening,-37.81252157,144.9619401,3438,0.0028546652582010263,22.581,70,47.419,Efficient,0
232120250827,23,2025-08-27,21,67,150,217,Col623_T,"-37.81909256, 144.95452748",217,Night,-37.81909256,144.95452748,3850,0.0005429301978656529,64.809,40,-24.808999999999997,Efficient,2
301220250101,30,2025-01-01,12,163,307,470,Lon189_T,"-37.8112185, 144.96656806",470,Daytime,-37.8112185,144.96656806,675,0.00023358913127139564,2.737,70,67.263,Underlit,0
30120250517,30,2025-05-17,1,213,274,487,Lon189_T,"-37.8112185, 144.96656806",487,Night,-37.8112185,144.96656806,675,0.00023358913127139564,2.737,70,67.263,Underlit,0
511620240613,51,2024-06-13,16,77,73,150,Fra118_T,"-37.80841815, 144.95906316",150,Daytime,-37.80841815,144.95906316,1729,0.003444383488922958,5.181,40,34.819,Underlit,3
512120250514,51,2025-05-14,21,57,45,102,Fra118_T,"-37.80841815, 144.95906316",102,Night,-37.80841815,144.95906316,1729,0.003444383488922958,5.181,40,34.819,Underlit,3
491920241005,49,2024-10-05,19,196,214,410,Eli501_T,"-37.80730068, 144.95956055",410,Evening,-37.80730068,144.95956055,1729,0.0032145416711376706,5.181,70,64.819,Underlit,3
251820240601,25,2024-06-01,18,1632,426,2058,MCEC_T,"-37.82401776, 144.95604426",2058,Evening,-37.82401776,144.95604426,523,0.002475886107482462,2.639,70,67.361,Underlit,2
48920241123,48,2024-11-23,9,194,203,397,QVMQ_T,"-37.80631581, 144.95866697",397,Morning,-37.80631581,144.95866697,1729,0.004462043877673256,5.181,70,64.819,Underlit,3
481620240520,48,2024-05-20,16,111,142,253,QVMQ_T,"-37.80631581, 144.95866697",253,Daytime,-37.80631581,144.95866697,1729,0.004462043877673256,5.181,40,34.819,Underlit,3
1301920260330,130,2026-03-30,19,43,45,88,Bou892T,"-37.8204637, 144.94126826",88,Evening,-37.8204637,144.94126826,3271,0.00042803702662559917,22.874,40,17.126,Efficient,1
1302220250418,130,2025-04-18,22,10,4,14,Bou892T,"-37.8204637, 144.94126826",14,Night,-37.8204637,144.94126826,3271,0.00042803702662559917,22.874,20,-2.8739999999999988,Overlit,1
1611520250106,161,2025-01-06,15,131,106,237,BirArt1109_T,"-37.81851276, 144.97131336",237,Daytime,-37.81851276,144.97131336,1946,0.00010581966075970253,1.76,40,38.24,Underlit,0
161620250902,161,2025-09-02,6,67,62,129,BirArt1109_T,"-37.81851276, 144.97131336",129,Morning,-37.81851276,144.97131336,1946,0.00010581966075970253,1.76,40,38.24,Underlit,0
123420250118,123,2025-01-18,4,0,2,2,BirBridge_T,"-37.81753741, 144.97329734",2,Night,-37.81753741,144.97329734,1940,0.0008718788044796089,5.279,20,14.721,Uncategorised,0
123420240508,123,2024-05-08,4,0,1,1,BirBridge_T,"-37.81753741, 144.97329734",1,Night,-37.81753741,144.97329734,1940,0.0008718788044796089,5.279,20,14.721,Uncategorised,0
44320250627,44,2025-06-27,3,1,0,1,UM3_T,"-37.79698741, 144.96441306",1,Night,-37.79698741,144.96441306,2801,0.005468338544857194,0.0,20,20.0,Uncategorised,3
1371320250813,137,2025-08-13,13,53,75,128,BouHbr2353_T,"-37.81894815, 144.94612292",128,Daytime,-37.81894815,144.94612292,89,0.00014442901052829745,63.441,40,-23.441000000000003,Efficient,1
