the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc
"MULTIPOLYGON (((144.951895070116 -37.807108568877, 144.951903894175 -37.807059124374, 144.951931552455 -37.807062223342, 144.951922728019 -37.807111558799, 144.951895070116 -37.807108568877)))",,,6880,20201223122251,21381,Chetwynd Street between Rosslyn Street and Stanley Street
"MULTIPOLYGON (((144.955407312877 -37.813171201533, 144.955469204208 -37.813153611968, 144.955476648489 -37.813170185866, 144.955415023483 -37.813187962097, 144.955407312877 -37.813171201533)))",3529S,,22898,20210302120234,20046,Little Lonsdale Street between William Street and King Street
"MULTIPOLYGON (((144.966266569212 -37.804039607626, 144.966275448544 -37.803986002124, 144.966299307158 -37.803988603127, 144.966290344056 -37.804042199073, 144.966266569212 -37.804039607626)))",,,11773,20201208141054,20524,Lygon Street between Queensberry Street and Argyle Place South
"MULTIPOLYGON (((144.957625528294 -37.818004145508, 144.957555883798 -37.818023579742, 144.957547533471 -37.818005306866, 144.957616951802 -37.817985381178, 144.957625528294 -37.818004145508)))",,,23355,20210412110301,20118,Collins Street between William Street and King Street
"MULTIPOLYGON (((144.909818332616 -37.802438399564, 144.909787496912 -37.802428285411, 144.909795841413 -37.802415028625, 144.909820369948 -37.802380196724, 144.909837597854 -37.802360349655, 144.909880734609 -37.802309683745, 144.909899170383 -37.80229577789, 144.909869535666 -37.802347888325, 144.909818332616 -37.802438399564)))",,,5131,20201223122247,21685,Sims Street between Dynon Road and Footscray Road
"MULTIPOLYGON (((144.969094713642 -37.80318333202, 144.969091753889 -37.803200244753, 144.969013102743 -37.803191275139, 144.96901598322 -37.803174644912, 144.969094713642 -37.80318333202)))",,,10334,20210301145243,21556,Pelham Street between Rathdowne Street and Drummond Street
"MULTIPOLYGON (((144.94189136264 -37.779448998691, 144.941968357023 -37.779457841841, 144.941965308797 -37.779476250101, 144.941965274569 -37.779476419825, 144.941965235366 -37.77947656423, 144.941965186024 -37.779476705754, 144.941965126494 -37.779476846199, 144.941965057959 -37.779476983782, 144.941964980446 -37.779477117605, 144.941964893953 -37.779477247665, 144.941964798482 -37.779477373964, 144.941964694032 -37.779477496502, 144.941964580652 -37.779477613476, 144.941964460589 -37.779477725828, 144.941964332731 -37.779477832636, 144.941964197079 -37.779477933901, 144.941964055903 -37.779478029663, 144.941963906983 -37.77947811808, 144.941963753673 -37.779478201013, 144.941963593754 -37.779478276621, 144.94196342836 -37.779478344924, 144.941963259737 -37.779478406862, 144.941963086799 -37.779478460615, 144.941962910657 -37.779478507102, 144.941962731334 -37.779478545423, 144.941962548807 -37.779478576478, 144.94196236537 -37.779478599407, 144.941962181023 -37.779478614209, 144.941961994631 -37.779478620865, 144.941961809574 -37.779478620335, 144.941961623632 -37.779478610778, 144.941961408458 -37.779478590797, 144.941892806247 -37.779470675606, 144.941891970208 -37.779470566374, 144.941891795055 -37.779470536278, 144.941891622395 -37.779470498115, 144.941891453316 -37.779470453706, 144.941891286706 -37.779470402131, 144.9418911237 -37.77947034341, 144.941890965434 -37.779470277562, 144.941890810722 -37.779470206369, 144.941890661884 -37.77947012807, 144.941890517761 -37.779470043544, 144.941890380596 -37.779469953733, 144.941890248146 -37.779469857696, 144.941890122655 -37.779469756374, 144.941890004124 -37.779469649766, 144.941889892526 -37.779469538774, 144.941889788997 -37.779469423416, 144.941889693537 -37.779469303694, 144.941889604986 -37.779469180488, 144.941889525639 -37.779469052936, 144.941889454311 -37.779468922822, 144.941889392137 -37.779468790163, 144.941889337982 -37.779468654942, 144.941889294116 -37.779468517196, 144.941889258243 -37.779468377788, 144.941889232609 -37.779468237658, 144.941889214945 -37.779468096765, 144.941889207544 -37.77946795425, 144.941889210331 -37.779467812814, 144.941889222872 -37.779467647216, 144.94189136264 -37.779448998691)))",,,5762,20201223122248,22928,Garrard Street between Oak Street and Parkville Avenue
"MULTIPOLYGON (((144.971870807263 -37.811627544195, 144.971817611439 -37.811643154637, 144.971809225579 -37.811625244384, 144.971862430969 -37.811609657542, 144.971870807263 -37.811627544195)))",,,9220,20201208140803,20065,Bourke Street between Spring Street and Exhibition Street
"MULTIPOLYGON (((144.9531701905 -37.808950531067, 144.95310187052 -37.80897011016, 144.953092693913 -37.808949749, 144.953161015012 -37.808930169931, 144.9531701905 -37.808950531067)))",7098N,,13532,20201208141235,21411,Dudley Street between Milton Street and King Street
"MULTIPOLYGON (((144.970028876171 -37.796259077705, 144.97003621204 -37.796210103405, 144.9700627827 -37.796213321716, 144.970055709997 -37.796262100492, 144.970028876171 -37.796259077705)))",,,17607,20201223122254,20684,Palmerston Street between Rathdowne Street and Drummond Street
"MULTIPOLYGON (((144.971023207996 -37.829371163148, 144.971045755893 -37.829371107452, 144.971046137259 -37.829425164692, 144.971023418924 -37.829425220154, 144.971023207996 -37.829371163148)))",7815W,,14619,20201208141356,22092,St Kilda Road between Coventry Street and Dorcas Street
"MULTIPOLYGON (((144.958099523403 -37.805548350278, 144.958123070323 -37.80554145004, 144.958145790569 -37.805589633381, 144.958122078262 -37.805597671645, 144.958099523403 -37.805548350278)))",,,8384,20201223122252,20928,O'Connell Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.943842155694 -37.80753986736, 144.943857843474 -37.807517117196, 144.943912138014 -37.807540367494, 144.94389697955 -37.807562216722, 144.943842155694 -37.80753986736)))",,,3451,20201223122245,21452,Abbotsford Street between Adderley Street and Ireland Street
"MULTIPOLYGON (((144.958937840453 -37.805554344163, 144.958961108016 -37.805605151152, 144.958937628367 -37.805611920252, 144.958914360818 -37.805561113259, 144.958937840453 -37.805554344163)))",,,10895,20201208140951,21113,Elizabeth Street between Victoria Street and Queensberry Street
"MULTIPOLYGON (((144.955796783085 -37.818052719046, 144.955733763429 -37.818070788385, 144.955727163198 -37.818056543379, 144.955790134531 -37.818038372273, 144.955796783085 -37.818052719046)))",2097S,,9699,20201208140829,20433,Francis Street between King Street and Spencer Street
"MULTIPOLYGON (((144.954336085436 -37.800236706465, 144.954313292888 -37.800254679209, 144.954270075422 -37.80022016678, 144.954292867969 -37.800202194044, 144.954336085436 -37.800236706465)))",,,13006,20201208141206,21124,Wreckyn Street between Flemington Road and Courtney Street
"MULTIPOLYGON (((144.972270394716 -37.810498923353, 144.972195598417 -37.810520600022, 144.972187936382 -37.810503635879, 144.972262629597 -37.810481989882, 144.972270394716 -37.810498923353)))",,,21715,20201208142141,20049,Little Bourke Street between Spring Street and Exhibition Street
"MULTIPOLYGON (((144.959990053666 -37.807537494287, 144.959967277349 -37.807544028847, 144.959899461234 -37.80739593338, 144.959921958142 -37.807389273235, 144.959990053666 -37.807537494287)))",,,9465,20201208140816,21631,Elizabeth Street between Franklin Street and Therry Street
"MULTIPOLYGON (((144.966562155894 -37.804827744475, 144.966629648282 -37.804835131642, 144.966626206673 -37.804854763845, 144.966558714268 -37.804847376676, 144.966562155894 -37.804827744475)))",,,10851,20201208140943,22498,Queensberry Street between Drummond Street and Lygon Street
"MULTIPOLYGON (((144.943023139698 -37.820162776939, 144.942969827498 -37.820178298242, 144.942961613833 -37.820160544936, 144.943014924911 -37.820145022716, 144.943023139698 -37.820162776939)))",,,22068,20201208142205,22913,Bourke Street between Enterprize Way and Cumberland Street
"MULTIPOLYGON (((144.973363520669 -37.79420996925, 144.973372298825 -37.794156997554, 144.973395521196 -37.794159295959, 144.973386856321 -37.794212278619, 144.973363520669 -37.79420996925)))",,,1487,20201223122240,20589,Canning Street between Kay Street and Neill Street
"MULTIPOLYGON (((144.942328834213 -37.805767573241, 144.942334383269 -37.80573575783, 144.942388190554 -37.805767946258, 144.942382887555 -37.805798508832, 144.942328834213 -37.805767573241)))",,,6011,20201223122249,21438,Stawell Street between Ireland Street and Dynon Road
"MULTIPOLYGON (((144.949062224094 -37.808215292815, 144.949100510669 -37.808254646182, 144.949073862072 -37.808270915053, 144.949035640327 -37.808231517749, 144.949062224094 -37.808215292815)))",,,12607,20201208141144,21429,Stanley Street between King Street and Spencer Street
"MULTIPOLYGON (((144.902296310906 -37.827749479652, 144.902247802567 -37.827725434653, 144.902262578039 -37.827706863568, 144.902311219448 -37.827730782967, 144.902296310906 -37.827749479652)))",,,5728,20201223122248,22168,Lorimer Street between West Gate Bridge and Todd Road
"MULTIPOLYGON (((144.975425557804 -37.793977348235, 144.975448755481 -37.793979178999, 144.975438633715 -37.794038992062, 144.975415327247 -37.794037152216, 144.975425557804 -37.793977348235)))",,,975,20201223122239,20884,Nicholson Street between Kay Street and Princes Street
"MULTIPOLYGON (((144.972134624553 -37.799618124782, 144.9721262205 -37.799676042129, 144.972116311497 -37.7996816823, 144.972095244752 -37.799693440387, 144.972103637655 -37.79963559945, 144.972134624553 -37.799618124782)))",,,1690,20201223122240,20677,Barkly Street between Canning Street and Rathdowne Street
"MULTIPOLYGON (((144.970350850483 -37.811413267429, 144.970325201384 -37.811420580849, 144.970292896582 -37.81134926898, 144.970318665884 -37.81134192069, 144.970350850483 -37.811413267429)))",,,23123,20210325144616,20142,Exhibition Street between Bourke Street and Little Bourke Street
"MULTIPOLYGON (((144.953993389726 -37.80639763733, 144.953934552716 -37.806414554723, 144.953923823404 -37.80639094584, 144.953982667308 -37.806374024968, 144.953993389726 -37.80639763733)))",C5568,,12352,20201208141126,21384,William Street between Rosslyn Street and Victoria Street
"MULTIPOLYGON (((144.986319356364 -37.830584286795, 144.986329876478 -37.830531839804, 144.986352975737 -37.830534754578, 144.986342455639 -37.830587201572, 144.986319356364 -37.830584286795)))",20368E,,16041,20201223122254,22273,Walsh Street between Clowes Street and Alexandra Avenue
"MULTIPOLYGON (((144.964165199977 -37.802532921038, 144.964156045011 -37.802585432088, 144.964123212364 -37.802581828403, 144.964132367328 -37.802529318257, 144.964165199977 -37.802532921038)))",,,9730,20201208140830,20806,Pelham Street between Cardigan Street and Swanston Street
"MULTIPOLYGON (((144.957754525283 -37.818130048492, 144.957499194773 -37.8182033882, 144.957490994171 -37.818185453154, 144.957754565305 -37.81810938976, 144.957762924387 -37.818127635739, 144.957762843074 -37.818127659561, 144.957754525283 -37.818130048492)))","2057S,2055",,9106,20201208140757,20118,Collins Street between William Street and King Street
"MULTIPOLYGON (((144.967479412443 -37.82970527745, 144.96744622949 -37.829714948225, 144.967457240286 -37.829664643716, 144.967490417535 -37.829655014293, 144.967479412443 -37.82970527745)))",,,19083,20201208141849,22112,Coventry Street between Wells Street and Dodds Street
"MULTIPOLYGON (((144.964854096233 -37.798388364511, 144.96484441391 -37.798437331223, 144.9648142103 -37.798434128248, 144.964823846224 -37.798385156231, 144.964854096233 -37.798388364511)))",C9130,,11247,20201208141017,20812,Faraday Street between Cardigan Street and Swanston Street
"MULTIPOLYGON (((144.979485707282 -37.81831789541, 144.979481904718 -37.818340778644, 144.979413244529 -37.818333597658, 144.979417048249 -37.818310714446, 144.979485707282 -37.81831789541)))",15108N,,15398,20201223122253,21979,Jolimont Street between Agnes Street and Jolimont Lane
"MULTIPOLYGON (((144.976678311641 -37.816183138431, 144.976711846445 -37.816187772681, 144.976669405124 -37.816226630309, 144.976635800511 -37.816222097582, 144.976678311641 -37.816183138431)))",,,18187,20201208141755,22630,Wellington Parade South between Wellington Crescent and Flinders Street
"MULTIPOLYGON (((144.954345406125 -37.801763007847, 144.954165598456 -37.801904827595, 144.954146341418 -37.801889527209, 144.954326194327 -37.801747673131, 144.954345406125 -37.801763007847)))",,,12918,20201208141202,21122,Blackwood Street between Flemington Road and Courtney Street
"MULTIPOLYGON (((144.955690967996 -37.826660958522, 144.955654632257 -37.826709856969, 144.955633788745 -37.826699728126, 144.955670143549 -37.826650839028, 144.955690967996 -37.826660958522)))",,,13974,20201208141302,22008,Whiteman Street between Westgate Freeway and Clarendon Street
"MULTIPOLYGON (((144.907813061955 -37.783114065545, 144.907833616015 -37.783123367587, 144.907834660746 -37.783123887197, 144.907807021574 -37.7831604389, 144.907799900097 -37.783170338835, 144.907799875485 -37.783170325781, 144.90777850076 -37.783160651389, 144.907794461207 -37.783138894946, 144.907813061955 -37.783114065545)))",,,4032,20201208140220,22528,Leonard Crescent between Langs Road and Fisher Parade
"MULTIPOLYGON (((144.986204206082 -37.811032381834, 144.986231142123 -37.811034875551, 144.986222789409 -37.811084264232, 144.986195879416 -37.811081772761, 144.986204206082 -37.811032381834)))",,,4953,20201223122247,21863,Powlett Street between Grey Street and Albert Street
"MULTIPOLYGON (((144.961842426404 -37.803475008917, 144.961832779664 -37.803529437062, 144.961805770577 -37.803526551729, 144.961815418496 -37.803472122705, 144.961842426404 -37.803475008917)))",,,18414,20201208141808,20464,Bouverie Street between Queensberry Street and Lincoln Square South
"MULTIPOLYGON (((144.952237311657 -37.798388398427, 144.952189958787 -37.798425770472, 144.952171009423 -37.798410643641, 144.952218391209 -37.798373293734, 144.952237311657 -37.798388398427)))",,,13102,20201208141212,21180,Harcourt Street between Courtney Street and Flemington Road
"MULTIPOLYGON (((144.980454170032 -37.834902817508, 144.980479320519 -37.834905971399, 144.98046821591 -37.834959546838, 144.98044295972 -37.834956476742, 144.980454170032 -37.834902817508)))",,,4831,20201223122247,22258,Millswyn Street between Domain Road and St Martins Lane
"MULTIPOLYGON (((144.954828995126 -37.807499059166, 144.954833836142 -37.807471969197, 144.95489473266 -37.807478821395, 144.954889890555 -37.807505910446, 144.954828995126 -37.807499059166)))",,,11975,20201208141107,21392,Capel Street between William Street and Victoria Street
"MULTIPOLYGON (((144.969711714087 -37.82605824428, 144.969710899017 -37.826079857527, 144.969642777743 -37.826078243021, 144.969643591697 -37.826056629755, 144.969711714087 -37.82605824428)))",,,13870,20201208141257,22090,Wadey Street between St Kilda Road and Wells Street
"MULTIPOLYGON (((144.968698179561 -37.814134640744, 144.968683072431 -37.814138915748, 144.968677956763 -37.814127537555, 144.968704907102 -37.814119911719, 144.968709994908 -37.814131229052, 144.968708466396 -37.81413166769, 144.968698546546 -37.8141345137, 144.968698179561 -37.814134640744)))",,,9364,20201208140811,20148,Russell Street between Collins Street and Little Collins Street
"MULTIPOLYGON (((144.949034757509 -37.812233128465, 144.949014872828 -37.812247348689, 144.948976775205 -37.812213945434, 144.94899669443 -37.812199667241, 144.949021160722 -37.812221139423, 144.949030592631 -37.812229456631, 144.949034757509 -37.812233128465)))",,,12695,20201208141148,21503,Adderley Street between Jeffcott Street and Batman Street
"MULTIPOLYGON (((144.965616779651 -37.829500620665, 144.965644985415 -37.829505293103, 144.965632808714 -37.8295548987, 144.965632679786 -37.829555456101, 144.965604081048 -37.829551563594, 144.965604156169 -37.829551227853, 144.965616779651 -37.829500620665)))",,,5587,20201208140416,22118,Sturt Street between Miles Street and Coventry Street
"MULTIPOLYGON (((144.98856276599 -37.81881614556, 144.988553488048 -37.818871134697, 144.988525863489 -37.81886820166, 144.988535141475 -37.818813211625, 144.98856276599 -37.81881614556)))",15273W,,15314,20201223122253,21961,Berry Street between Wellington Parade South and Vale Street South
"MULTIPOLYGON (((144.967554715331 -37.827145806183, 144.967529130716 -37.82714091091, 144.96754259967 -37.827095738639, 144.967568291316 -37.827100542035, 144.967554715331 -37.827145806183)))",,,17745,20201208141721,22462,Dodds Street between Miles Street and Grant Street
"MULTIPOLYGON (((144.965296317454 -37.802159531626, 144.965305039702 -37.802109554319, 144.965322478703 -37.802111439002, 144.965313757602 -37.80216141633, 144.965296317454 -37.802159531626)))",,,15130,20201208141425,20509,Cardigan Street between Pelham Street and Argyle Place North
"MULTIPOLYGON (((144.966967983695 -37.79866627174, 144.966975422996 -37.798618332211, 144.967004332216 -37.798621281586, 144.966996328726 -37.798669336641, 144.966967983695 -37.79866627174)))",,,920,20201223122239,20813,Faraday Street between Lygon Street and Cardigan Street
"MULTIPOLYGON (((144.981177453572 -37.845073722949, 144.981173143554 -37.845094249875, 144.981103621767 -37.845085246187, 144.981107928346 -37.845064721007, 144.981177453572 -37.845073722949)))",,813C,19323,20201208141903,22308,Commercial Road between St Kilda Road and Punt Road
"MULTIPOLYGON (((144.966560892763 -37.803295406113, 144.966569702495 -37.803241800279, 144.966593883833 -37.803244469874, 144.966585074118 -37.803298075711, 144.966560892763 -37.803295406113)))",,,11796,20201208141056,20526,Lygon Street between Argyle Place South and Pelham Street
"MULTIPOLYGON (((144.969532818648 -37.829109846623, 144.969500291448 -37.829119322925, 144.969538199061 -37.829058970775, 144.969568263446 -37.829050224295, 144.969532818648 -37.829109846623)))",9294N,,13749,20201208141247,22103,Coventry Street between St Kilda Road and Wells Street
"MULTIPOLYGON (((144.921405280048 -37.823155018081, 144.921389916788 -37.823105138409, 144.921413170014 -37.823100683527, 144.921428575278 -37.823150564838, 144.921405280048 -37.823155018081)))",,,3348,20201223122245,22159,Salmon Street between Turner Street and Lorimer Street
"MULTIPOLYGON (((144.986538960008 -37.832977579448, 144.98654326719 -37.832955357101, 144.986612900237 -37.832963848404, 144.986608593099 -37.832986069852, 144.986538960008 -37.832977579448)))",,,17199,20201223122254,22719,The Righi between Airlie Street and Cl1491
"MULTIPOLYGON (((144.949369077049 -37.80565295453, 144.949388869026 -37.805706274765, 144.949361519123 -37.805713442256, 144.949340481972 -37.805659272153, 144.949369077049 -37.80565295453)))",7326E,,2003,20201223122240,22834,King Street between Roden Street and Victoria Street
"MULTIPOLYGON (((144.94783993093 -37.805350174107, 144.947830928795 -37.805400793022, 144.947804619597 -37.805397445355, 144.94781367257 -37.805347329283, 144.94783993093 -37.805350174107)))",,,15748,20201208141508,21346,Curzon Street between Miller Street and Victoria Street
"MULTIPOLYGON (((144.986343276662 -37.830101656098, 144.98635332111 -37.830045429539, 144.98637641526 -37.830048025203, 144.986366370829 -37.830104251765, 144.986343276662 -37.830101656098)))",20409W,,16046,20201223122254,22273,Walsh Street between Clowes Street and Alexandra Avenue
"MULTIPOLYGON (((144.946522876138 -37.79646743474, 144.946546490495 -37.796470047172, 144.946534811233 -37.796536526031, 144.94651119572 -37.796533913575, 144.946522876138 -37.79646743474)))",,,21616,20201208142135,20907,Intersection of Abbotsford Street and Molesworth Street
"MULTIPOLYGON (((144.986416098301 -37.830220070814, 144.986405578302 -37.830272517819, 144.986382479122 -37.830269603057, 144.986392999137 -37.830217156055, 144.986416098301 -37.830220070814)))",20380E,,16035,20201223122254,22273,Walsh Street between Clowes Street and Alexandra Avenue
"MULTIPOLYGON (((144.940429013728 -37.777685118, 144.940386632752 -37.777657076653, 144.940375234087 -37.777649488578, 144.94037504934 -37.77764939523, 144.940374867093 -37.777649211807, 144.940374684821 -37.777649029286, 144.940374500074 -37.777648935938, 144.940374412018 -37.777648754162, 144.940374229771 -37.77764857074, 144.94037414058 -37.777648388945, 144.940374052524 -37.77764820717, 144.940373870277 -37.777648023747, 144.940373781087 -37.777647841952, 144.940373786087 -37.777647661804, 144.940373698031 -37.777647480029, 144.94037361134 -37.77764720816, 144.940373616341 -37.777647028012, 144.940373621341 -37.777646847863, 144.940373626341 -37.777646667715, 144.940373633842 -37.777646397493, 144.940373638842 -37.777646217345, 144.940373643842 -37.777646037197, 144.940373743033 -37.777645858696, 144.94037384109 -37.777645680175, 144.94037384859 -37.777645409953, 144.940373947781 -37.777645231452, 144.940374140029 -37.777645054578, 144.940374238085 -37.777644876058, 144.940374337251 -37.777644698457, 144.940374526999 -37.777644611658, 144.940374625055 -37.777644433137, 144.940374817302 -37.777644256263, 144.940390346317 -37.777631193084, 144.940446331834 -37.777668301152, 144.940446683031 -37.777668533488, 144.940429013728 -37.777685118)))",,,5432,20201223122248,22932,Cade Way between Garrard Street and Garrard Street
"MULTIPOLYGON (((144.957572477651 -37.817004457068, 144.957523724608 -37.817018339274, 144.957515558088 -37.81700036697, 144.957564312257 -37.816986484787, 144.957572477651 -37.817004457068)))",2255S,,12719,20201208141151,20103,Little Collins Street between William Street and King Street
"MULTIPOLYGON (((144.987013706733 -37.831560351646, 144.987002862858 -37.83161410347, 144.986978586081 -37.831611022695, 144.986989429973 -37.831557270874, 144.987013706733 -37.831560351646)))",20471W,,16121,20201223122254,22290,Airlie Street between Clowes Street and The Righi
"MULTIPOLYGON (((144.950286243486 -37.781889056071, 144.950259180656 -37.78189840524, 144.950237798392 -37.781860124155, 144.950259861089 -37.781852404718, 144.950265459606 -37.781850445659, 144.950286243486 -37.781889056071)))",,,16947,20201208141632,,
"MULTIPOLYGON (((144.956415798962 -37.818513571301, 144.956355917896 -37.81853073299, 144.956347588242 -37.818512543299, 144.956407461793 -37.818495365263, 144.956415798962 -37.818513571301)))",,,22731,20210208154140,20120,Collins Street between King Street and Spencer Street
"MULTIPOLYGON (((144.919819993991 -37.794310938018, 144.919837838306 -37.794330610394, 144.919794699171 -37.794354206187, 144.919777851301 -37.794335690488, 144.919819993991 -37.794310938018)))",,,3724,20201223122245,,
"MULTIPOLYGON (((144.955303708294 -37.81515523475, 144.955281130748 -37.815161751989, 144.955205186626 -37.814996859158, 144.955227792224 -37.814990435241, 144.955303708294 -37.81515523475)))",,,9515,20201208140819,20193,King Street between Little Bourke Street and Lonsdale Street
"MULTIPOLYGON (((144.956344490078 -37.8046205516, 144.95635465286 -37.804564366612, 144.956379395869 -37.804567180529, 144.956369248974 -37.804623366696, 144.956344490078 -37.8046205516)))",,,23319,20210413090426,20938,Peel Street between Princess Street and Queensberry Street
"MULTIPOLYGON (((144.989202286286 -37.815750694085, 144.989208216534 -37.815709148259, 144.989236687739 -37.815712277621, 144.989230759058 -37.815753808156, 144.989202286286 -37.815750694085)))",,,4372,20201223122246,21919,George Street between Hoddle Street and Simpson Street
"MULTIPOLYGON (((144.943975169655 -37.807348586181, 144.94399015596 -37.807327085394, 144.944045179511 -37.807350052774, 144.94402975299 -37.80737215057, 144.943975169655 -37.807348586181)))",,,3364,20201223122245,21452,Abbotsford Street between Adderley Street and Ireland Street
"MULTIPOLYGON (((144.952349828334 -37.814835528665, 144.952324279265 -37.814843063353, 144.952166610462 -37.814506585848, 144.952192158293 -37.814499051172, 144.952349828334 -37.814835528665)))",,,15117,20201208141424,20077,Spencer Street between Lonsdale Street and Little Lonsdale Street
"MULTIPOLYGON (((144.973303303832 -37.795930422555, 144.973312667203 -37.795876285812, 144.9733388253 -37.79587914302, 144.973329050846 -37.795932739193, 144.973303303832 -37.795930422555)))",,,1560,20201223122240,20586,Intersection of Canning Street and Pitt Street
"MULTIPOLYGON (((144.958939654459 -37.826241955649, 144.958960880982 -37.8262882943, 144.958935217108 -37.826295461606, 144.958914019474 -37.826249188336, 144.958939654459 -37.826241955649)))",,,14242,20201208141326,22019,Clarke Street between Haig Street and City Road
"MULTIPOLYGON (((144.971102195037 -37.826532770232, 144.971109632703 -37.826586509321, 144.971084829969 -37.826588945837, 144.971077389679 -37.826535178765, 144.971102195037 -37.826532770232)))",7859W,,20672,20201208142036,22702,St Kilda Road between Wadey Street and Anzac Avenue
"MULTIPOLYGON (((144.956463110064 -37.777672863661, 144.956460169481 -37.777693516347, 144.956386942386 -37.777684584931, 144.956389877383 -37.7776639709, 144.956463110064 -37.777672863661)))",,,7774,20201223122252,22397,Park Street between West Coburg Tramway and Royal Parade
"MULTIPOLYGON (((144.966132031558 -37.827882556391, 144.966116005936 -37.827935647094, 144.966089474551 -37.827930675673, 144.966105485103 -37.827877637883, 144.966132031558 -37.827882556391)))",,,20114,20201208141952,22767,Sturt Street between Grant Street and Miles Street
"MULTIPOLYGON (((144.972430113173 -37.825312878376, 144.972455402681 -37.825304802285, 144.972476478901 -37.825347885468, 144.972479534905 -37.825355404335, 144.972453803508 -37.825362564436, 144.972450777257 -37.825355120878, 144.972430113173 -37.825312878376)))",,,22445,20201218134554,22089,Linlithgow Avenue between St Kilda Road and Government House Drive
"MULTIPOLYGON (((144.957211262593 -37.783272895813, 144.957238454193 -37.783275229261, 144.95719432481 -37.783599203773, 144.957167093379 -37.783597158, 144.957211262593 -37.783272895813)))",,,14738,20201208141402,22388,The Avenue between Walker Street and Ievers Street
"MULTIPOLYGON (((144.980092871765 -37.837735808572, 144.980080125664 -37.837714402348, 144.980130089477 -37.837695690603, 144.98014283559 -37.837717096822, 144.980092871765 -37.837735808572)))",,,20854,20201223122254,,
"MULTIPOLYGON (((144.980181072861 -37.837781314551, 144.980193817867 -37.837802720745, 144.98014385402 -37.837821431614, 144.980131107865 -37.837800026296, 144.980181072861 -37.837781314551)))",,,20858,20201223122254,,
"MULTIPOLYGON (((144.950762038332 -37.811411018731, 144.950736544235 -37.811418287299, 144.950713155945 -37.811367514519, 144.950738761247 -37.811360126233, 144.950762038332 -37.811411018731)))",1562E,,15272,20201208141434,21499,Spencer Street between Jeffcott Street and Batman Street
"MULTIPOLYGON (((144.969288499691 -37.804026894554, 144.969297173017 -37.803976956646, 144.969321892013 -37.803979581787, 144.969313252539 -37.804029569846, 144.969288499691 -37.804026894554)))",,,23499,20210412110301,20556,Rathdowne Street between Queensberry Street and Pelham Street
"MULTIPOLYGON (((144.946288716341 -37.809959894276, 144.946250136116 -37.809920053662, 144.946273029542 -37.809906245945, 144.946311564807 -37.809946233559, 144.946288716341 -37.809959894276)))",,,4074,20201223122246,21473,Stanley Street between Railway Place and Adderley Street
"MULTIPOLYGON (((144.956954611787 -37.809341755459, 144.95698383533 -37.809345098492, 144.956975508571 -37.809393301193, 144.956946286144 -37.809389958176, 144.956954611787 -37.809341755459)))",C6764,,18950,20201208141838,,
"MULTIPOLYGON (((144.98351366874 -37.814978227309, 144.983583359466 -37.814986095801, 144.983580644852 -37.815006748484, 144.983510958567 -37.814998841315, 144.983513524084 -37.814979326973, 144.98351366874 -37.814978227309)))",,,7738,20201223122252,21931,George Street between Powlett Street and Clarendon Street
"MULTIPOLYGON (((144.95156134871 -37.805304681408, 144.951565105371 -37.805281808239, 144.951627083947 -37.805288555665, 144.951623123117 -37.805311583892, 144.95156134871 -37.805304681408)))",,,5637,20201223122248,20979,Victoria Street between Chetwynd Street and Leveson Street
"MULTIPOLYGON (((144.961291180199 -37.818161027113, 144.961227044656 -37.818179275644, 144.961220340704 -37.818164632621, 144.961284516955 -37.818146473114, 144.961291180199 -37.818161027113)))",1809S,,21234,20201208142112,20131,Flinders Lane between Queen Street and Market Street
"MULTIPOLYGON (((144.97411196294 -37.796179765864, 144.974167456476 -37.796186082497, 144.974164075077 -37.796206013399, 144.974108400413 -37.796200215432, 144.97411196294 -37.796179765864)))",,,2530,20201223122242,20595,Station Street between Palmerston Street and Kay Street
"MULTIPOLYGON (((144.924932951501 -37.826820420457, 144.924925862836 -37.826797437372, 144.924975326925 -37.826785909999, 144.924982229219 -37.826808570782, 144.924982274011 -37.826808715759, 144.924932951501 -37.826820420457)))",,,5946,20201223122249,22147,Douglas Street between Turner Street and Cook Street
"MULTIPOLYGON (((144.954511634241 -37.783403845626, 144.954536786958 -37.783424323767, 144.954537068997 -37.783424554861, 144.95449888178 -37.783454210919, 144.954473246518 -37.783433196299, 144.954511634241 -37.783403845626)))",,,16435,20201208141605,,
"MULTIPOLYGON (((144.954681394276 -37.784540162926, 144.954719883234 -37.784571285742, 144.95469971312 -37.784586991776, 144.954661227469 -37.784555872615, 144.954681394276 -37.784540162926)))",,,16736,20201208141620,,
"MULTIPOLYGON (((144.979456550999 -37.846184512871, 144.979475478133 -37.846236439861, 144.979453648024 -37.846241443361, 144.979434719916 -37.846189510945, 144.979456550999 -37.846184512871)))",,,19646,20201208141920,22477,St Kilda Road between Commercial Road and Moubray Street
"MULTIPOLYGON (((144.959334365256 -37.818305976122, 144.959311946597 -37.818312434697, 144.959280941556 -37.818244870651, 144.95930335262 -37.818238398432, 144.959334365256 -37.818305976122)))",,,21930,20201208142157,20181,William Street between Flinders Lane and Collins Street
