Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"""Prep Total""","""Year 1 Total""","""Year 2 Total""","""Year 3 Total""","""Year 4 Total""","""Year 5 Total""","""Year 6 Total""","""Primary Ungraded Total""","""Primary Total""","""Year 7 Total""","""Year 8 Total""","""Year 9 Total""","""Year 10 Total""","""Year 11 Total""","""Year 12 Total""","""Secondary Ungraded Total""","""Secondary Total""","""Grand Total""",Year,CENSUS_TYPE
Government,1,4843,Parktone Primary School,Primary,O,81,68,62,80,77,48.6,85,0,501.6,0,0,0,0,0,0,0,0,501.6,2023,F
Government,1,4844,Antonio Park Primary School,Primary,O,80,71,73,73,74,67.4,70,0,508.4,0,0,0,0,0,0,0,0,508.4,2023,F
Government,1,4845,Kingsbury Primary School,Primary,O,24,16,19,12,15,19,13,0,118,0,0,0,0,0,0,0,0,118,2023,F
Government,1,4848,Ardeer Primary School,Primary,O,24,17,22,17,21,16,21,0,138,0,0,0,0,0,0,0,0,138,2023,F
Government,1,4851,Westall Primary School,Primary,O,28,30,40.6,27,36,44,31,0,236.6,0,0,0,0,0,0,0,0,236.6,2023,F
Government,1,4852,Tullamarine Primary School,Primary,O,39,39,32,37,29,44,31,0,251,0,0,0,0,0,0,0,0,251,2023,F
Government,1,4853,Guthridge Primary School,Primary,O,51.4,32,40,40,37,33,48,0,281.4,0,0,0,0,0,0,0,0,281.4,2023,F
Government,1,4854,Park Orchards Primary School,Primary,O,40,60,61,52.5,65,50,39,0,367.5,0,0,0,0,0,0,0,0,367.5,2023,F
Government,1,4855,Albion North Primary School,Primary,O,27,26,30,33,20,42,32,0,210,0,0,0,0,0,0,0,0,210,2023,F
Government,1,4860,Blackburn Lake Primary School,Primary,O,79,78,89,82,92,65,70,0,555,0,0,0,0,0,0,0,0,555,2023,F
Government,1,4863,Laburnum Primary School,Primary,O,73,102,88,93,109,123,105,0,693,0,0,0,0,0,0,0,0,693,2023,F
Government,1,4867,Rollins Primary School,Primary,O,58,38,42,48,49,40,36,0,311,0,0,0,0,0,0,0,0,311,2023,F
Government,1,4871,Heatherwood School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,2023,F
Government,1,4873,Bellaire Primary School,Primary,O,78,77,104,92,96,94,101,0,642,0,0,0,0,0,0,0,0,642,2023,F
Government,1,4874,Pinewood Primary School,Primary,O,128,164,132,143,133,137,125,0,962,0,0,0,0,0,0,0,0,962,2023,F
Government,1,4875,Broadmeadows Primary School,Primary,O,37,32,35.8,38,36,40,42,0,260.8,0,0,0,0,0,0,0,0,260.8,2023,F
Government,1,4876,Moomba Park Primary School,Primary,O,33,35,28,32,28.4,30,21,0,207.4,0,0,0,0,0,0,0,0,207.4,2023,F
Government,1,4877,Keilor Heights Primary School,Primary,O,36,52,41,42,66,52,59,0,348,0,0,0,0,0,0,0,0,348,2023,F
Government,1,4879,Ainslie Parklands Primary School,Primary,O,15,10,16,12,15,16,10,0,94,0,0,0,0,0,0,0,0,94,2023,F
Government,1,4881,Parkmore Primary School,Primary,O,14,11,18,14,14.6,20,19,0,110.6,0,0,0,0,0,0,0,0,110.6,2023,F
Government,1,4885,Lara Primary School,Primary,O,62,68,69,82,61,64,51,0,457,0,0,0,0,0,0,0,0,457,2023,F
Government,1,4886,Mullum Primary School,Primary,O,37,41,36,38,30,25,51.6,0,258.6,0,0,0,0,0,0,0,0,258.6,2023,F
Government,1,4887,Cranbourne Park Primary School,Primary,O,37,40,39,45,39,39,39,0,278,0,0,0,0,0,0,0,0,278,2023,F
Government,1,4892,Viewbank Primary School,Primary,O,79,74,94.4,100,87.4,103,106,0,643.8,0,0,0,0,0,0,0,0,643.8,2023,F
Government,1,4893,Greenhills Primary School,Primary,O,56,65,85,64,86,58,83,0,497,0,0,0,0,0,0,0,0,497,2023,F
Government,1,4894,Upwey South Primary School,Primary,O,47,43,38,32,36.5,39,35,0,270.5,0,0,0,0,0,0,0,0,270.5,2023,F
Government,1,4895,Simpson Primary School,Primary,O,5,10,10.4,6,7.4,7,7,0,52.8,0,0,0,0,0,0,0,0,52.8,2023,F
Government,1,4897,Eltham East Primary School,Primary,O,98,110,91,89,90,85,89,0,652,0,0,0,0,0,0,0,0,652,2023,F
Government,1,4902,Belvedere Park Primary School,Primary,O,45,40,59,39,49,49,39,0,320,0,0,0,0,0,0,0,0,320,2023,F
Government,1,4903,Essex Heights Primary School,Primary,O,93,90,64,93,87,91.6,80.2,0,598.8,0,0,0,0,0,0,0,0,598.8,2023,F
Government,1,4905,Mountain Gate Primary School,Primary,O,86,62,52,60,65,57,45,0,427,0,0,0,0,0,0,0,0,427,2023,F
Government,1,4906,Fairhills Primary School,Primary,O,19,27,23,20,22,23,17,0,151,0,0,0,0,0,0,0,0,151,2023,F
Government,1,4908,Boronia West Primary School,Primary,O,8,10,6,7,4,3,10,0,48,0,0,0,0,0,0,0,0,48,2023,F
Government,1,4910,Southmoor Primary School,Primary,O,50,58,58,58,74,56,76,0,430,0,0,0,0,0,0,0,0,430,2023,F
Government,1,4911,Ringwood Heights Primary School,Primary,O,30,27,34,38,33,41,38,0,241,0,0,0,0,0,0,0,0,241,2023,F
Government,1,4915,Glenroy Specialist School,Special,O,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,61,61,141,2023,F
Government,1,4916,Ruskin Park Primary School,Primary,O,70,75,57,79,62,62,51,0,456,0,0,0,0,0,0,0,0,456,2023,F
Government,1,4918,Emerson School,Special,O,0,0,0,0,0,0,0,116,116,0,0,0,0,0,0,250,250,366,2023,F
Government,1,4919,Fyans Park Primary School,Primary,O,52,54,61.4,62,63,51,47,0,390.4,0,0,0,0,0,0,0,0,390.4,2023,F
Government,1,4922,Karingal Primary School,Primary,O,38,25,34,26,35,32,35,0,225,0,0,0,0,0,0,0,0,225,2023,F
Government,1,4923,Mount View Primary School,Primary,O,140,131,126,134,141,153,147,0,972,0,0,0,0,0,0,0,0,972,2023,F
Government,1,4924,Syndal South Primary School,Primary,O,25,53,47,52,45,43,57,0,322,0,0,0,0,0,0,0,0,322,2023,F
Government,1,4925,Montmorency South Primary School,Primary,O,103,84,88,97,99,96.6,113,0,680.6,0,0,0,0,0,0,0,0,680.6,2023,F
Government,1,4931,Altona North Primary School,Primary,O,37,34,21,31,32,27,21,0,203,0,0,0,0,0,0,0,0,203,2023,F
Government,1,4932,Burwood Heights Primary School,Primary,O,77,49,69,45,60,51,48,0,399,0,0,0,0,0,0,0,0,399,2023,F
Government,1,4934,Stawell West Primary School,Primary,O,11,8,15,15,15,12,11,0,87,0,0,0,0,0,0,0,0,87,2023,F
Government,1,4935,Watsonia Heights Primary School,Primary,O,87,77,75,76,73,48,70,0,506,0,0,0,0,0,0,0,0,506,2023,F
Government,1,4936,Forest Street Primary School,Primary,O,26,41,43,37,35,46,40,0,268,0,0,0,0,0,0,0,0,268,2023,F
Government,1,4937,Pembroke Primary School,Primary,O,10,10,12,9,14,6,10,0,71,0,0,0,0,0,0,0,0,71,2023,F
Government,1,4939,Mahogany Rise Primary School,Primary,O,20,19,21,20,18,20,15,0,133,0,0,0,0,0,0,0,0,133,2023,F
Government,1,4943,Wilmot Road Primary School Shepparton,Primary,O,39,31,33,30,28,38,39,0,238,0,0,0,0,0,0,0,0,238,2023,F
Government,1,4944,Bundoora Primary School,Primary,O,55,43.6,46,42.2,45,45,46.8,0,323.6,0,0,0,0,0,0,0,0,323.6,2023,F
Government,1,4945,University Park Primary School,Primary,O,40,27,39,44,40,42,32,0,264,0,0,0,0,0,0,0,0,264,2023,F
Government,1,4948,St Albans Heights Primary School,Primary,O,24,33,37,28,28,38,34,0,222,0,0,0,0,0,0,0,0,222,2023,F
Government,1,4949,Kerang South Primary School,Primary,O,16,18,14,17,16,13,13,0,107,0,0,0,0,0,0,0,0,107,2023,F
Government,1,4950,Hume Valley School,Special,O,0,0,0,0,0,0,0,167.8,167.8,0,0,0,0,0,0,188,188,355.8,2023,F
Government,1,4955,Mentone Park Primary School,Primary,O,27,22,25,26,23,22,18,0,163,0,0,0,0,0,0,0,0,163,2023,F
Government,1,4961,Donvale Primary School,Primary,O,42,29,58,45,42,49.6,37,0,302.6,0,0,0,0,0,0,0,0,302.6,2023,F
Government,1,4962,Bell Park North Primary School,Primary,O,50,61,38,28,31,28,32,0,268,0,0,0,0,0,0,0,0,268,2023,F
Government,1,4967,Boronia Heights Primary School,Primary,O,70,75,84,69,77,60,69,0,504,0,0,0,0,0,0,0,0,504,2023,F
Government,1,4968,Glenallen School,Special,O,11.6,0,0,0,0,0,0,69.4,81,0,0,0,0,0,0,81.6,81.6,162.6,2023,F
Government,1,4970,Churchill Primary School,Primary,O,25,22,30,22,27,31,23,0,180,0,0,0,0,0,0,0,0,180,2023,F
Government,1,4972,Montpellier Primary School,Primary,O,68,95,87,99,87,101,87,0,624,0,0,0,0,0,0,0,0,624,2023,F
Government,1,4973,Bayswater South Primary School,Primary,O,39,56,47,53,56,41,46,0,338,0,0,0,0,0,0,0,0,338,2023,F
Government,1,4974,Seaford North Primary School,Primary,O,61,77,71,84,59,68,57,0,477,0,0,0,0,0,0,0,0,477,2023,F
Government,1,4975,Morwell Park Primary School,Primary,O,59,36,51,54.6,59,45,47,0,351.6,0,0,0,0,0,0,0,0,351.6,2023,F
Government,1,4976,Lalor East Primary School,Primary,O,42,30,24,32,25,31,33,0,217,0,0,0,0,0,0,0,0,217,2023,F
Government,1,4979,Jackson School,Special,O,14,17,11,13,36.6,18,17,0,126.6,27,29,29.6,32,24,13,0,154.6,281.2,2023,F
Government,1,4980,Carlton Primary School,Primary,O,21,24,11,17,12,12,20,0,117,0,0,0,0,0,0,0,0,117,2023,F
Government,1,4983,Wangala Primary School,Primary,O,15,11,5,11,5,9,11,0,67,0,0,0,0,0,0,0,0,67,2023,F
Government,1,4985,Templestowe Valley Primary School,Primary,O,38,36.4,65,55,48.4,42.4,76,0,361.2,0,0,0,0,0,0,0,0,361.2,2023,F
Government,1,4986,Highvale Primary School,Primary,O,42,48,47,50,45,60,46,0,338,0,0,0,0,0,0,0,0,338,2023,F
Government,1,4988,Watsonia North Primary School,Primary,O,66,82,88,82,85,86,78.6,0,567.6,0,0,0,0,0,0,0,0,567.6,2023,F
Government,1,4989,Wooranna Park Primary School,Primary,O,31,27,45,38,36,48,39,0,264,0,0,0,0,0,0,0,0,264,2023,F
Government,1,4990,Knox Park Primary School,Primary,O,48,30,46,43,45,45,25,0,282,0,0,0,0,0,0,0,0,282,2023,F
Government,1,4991,Birralee Primary School,Primary,O,84,85,83,82,83,96,75,0,588,0,0,0,0,0,0,0,0,588,2023,F
Government,1,4995,Ararat North Primary School,Primary,O,3,6,5,7,3,9,4,0,37,0,0,0,0,0,0,0,0,37,2023,F
Government,1,4996,Derinya Primary School,Primary,O,120,130,131,118,129,127,141,0,896,0,0,0,0,0,0,0,0,896,2023,F
Government,1,4999,Thomastown West Primary School,Primary,O,37,29,33,30,45,42,45,0,261,0,0,0,0,0,0,0,0,261,2023,F
Government,1,5000,Rowville Primary School,Primary,O,60,81,46,57,55,50,61,0,410,0,0,0,0,0,0,0,0,410,2023,F
Government,1,5002,Mossfiel Primary School,Primary,O,43,41,55,58,58,53,52,0,360,0,0,0,0,0,0,0,0,360,2023,F
Government,1,5004,Templestowe Heights Primary School,Primary,O,71,71,59,66,56,52,70,0,445,0,0,0,0,0,0,0,0,445,2023,F
Government,1,5005,Ballam Park Primary School,Primary,O,22,10,18,28,19,27,32,0,156,0,0,0,0,0,0,0,0,156,2023,F
Government,1,5006,Sunbury West Primary School,Primary,O,38,37,26,23,35,21,31,0,211,0,0,0,0,0,0,0,0,211,2023,F
Government,1,5007,Gladstone Park Primary School,Primary,O,43,55,51,63,57,63,62,0,394,0,0,0,0,0,0,0,0,394,2023,F
Government,1,5009,Manchester Primary School,Primary,O,16,29,29.4,37,35,33,39,0,218.4,0,0,0,0,0,0,0,0,218.4,2023,F
Government,1,5010,Glendal Primary School,Primary,O,96,130,128,139,127,139,136,0,895,0,0,0,0,0,0,0,0,895,2023,F
Government,1,5011,Bimbadeen Heights Primary School,Primary,O,93,78,83,74,57,53,59,0,497,0,0,0,0,0,0,0,0,497,2023,F
Government,1,5012,Wattle View Primary School,Primary,O,42,43,33,37,33,36,43,0,267,0,0,0,0,0,0,0,0,267,2023,F
Government,1,5013,Sherbourne Primary School,Primary,O,8,17,12,21,14,12,17,0,101,0,0,0,0,0,0,0,0,101,2023,F
Government,1,5019,Donburn Primary School,Primary,O,72,79,63,84,78,86,82,0,544,0,0,0,0,0,0,0,0,544,2023,F
Government,1,5020,Guthrie Street Primary School Shepparton,Primary,O,82,58.4,63.6,72,56,57,80,0,469,0,0,0,0,0,0,0,0,469,2023,F
Government,1,5021,Araluen Primary School,Primary,O,14,17,9,16,16,16,11,0,99,0,0,0,0,0,0,0,0,99,2023,F
Government,1,5025,Vermont South Special School,Special,O,0,0,0,0,0,0,0,146.6,146.6,0,0,0,0,0,0,0,0,146.6,2023,F
Government,1,5027,Concord School,Special,O,10,19.6,19.8,18.6,28.4,29.8,34.6,1,161.8,41,41,48,44,48,37,0,259,420.8,2023,F
Government,1,5032,Deer Park West Primary School,Primary,O,42,62,57,61,67,67,60,0,416,0,0,0,0,0,0,0,0,416,2023,F
Government,1,5034,Campbellfield Heights Primary School,Primary,O,23,21,24.2,22,13.2,21,30,0,154.4,0,0,0,0,0,0,0,0,154.4,2023,F
Government,1,5035,Lalor North Primary School,Primary,O,43,38,40,36,42,32,40,0,271,0,0,0,0,0,0,0,0,271,2023,F
Government,1,5036,Melton West Primary School,Primary,O,73,77,69,79,77,86,72,0,533,0,0,0,0,0,0,0,0,533,2023,F
Government,1,5037,Diamond Creek East Primary School,Primary,O,71,75,59,68,69,62,57,0,461,0,0,0,0,0,0,0,0,461,2023,F
Government,1,5038,Brandon Park Primary School,Primary,O,68,62,80,78,96,111,85,0,580,0,0,0,0,0,0,0,0,580,2023,F
Government,1,5039,Bayswater West Primary School,Primary,O,22,33,36,32,39.4,32,37,0,231.4,0,0,0,0,0,0,0,0,231.4,2023,F
Government,1,5040,Mornington Park Primary School,Primary,O,31,26,34,26,36,29,37,0,219,0,0,0,0,0,0,0,0,219,2023,F
Government,1,5042,Wodonga South Primary School,Primary,O,56,59,66,63,76,75.4,73,0,468.4,0,0,0,0,0,0,0,0,468.4,2023,F
Government,1,5043,Aldercourt Primary School,Primary,O,41,30,30.4,23,31,21,34,0,210.4,0,0,0,0,0,0,0,0,210.4,2023,F
Government,1,5044,Richmond West Primary School,Primary,O,30,39,39,47,37,51,47,0,290,0,0,0,0,0,0,0,0,290,2023,F
Government,1,5045,Marlborough Primary School,Primary,O,20,16,21,33,25,34,19,0,168,0,0,0,0,0,0,0,0,168,2023,F
Government,1,5047,Stevensville Primary School,Primary,O,26,29,40,25,25,32,21,0,198,0,0,0,0,0,0,0,0,198,2023,F
Government,1,5048,Birmingham Primary School,Primary,O,99,89,109,71,99,98,104,0,669,0,0,0,0,0,0,0,0,669,2023,F
Government,1,5049,Woodville Primary School,Primary,O,46,44,61,53.2,65.2,58,68,0,395.4,0,0,0,0,0,0,0,0,395.4,2023,F
Government,1,5050,Glengala Primary School,Primary,O,20,25,23,20,28,28,23,0,167,0,0,0,0,0,0,0,0,167,2023,F
Government,1,5053,Karingal Heights Primary School,Primary,O,14,10,14,14,7,9,13,0,81,0,0,0,0,0,0,0,0,81,2023,F
Government,1,5055,Wallarano Primary School,Primary,O,85,86,89,87,104,90,94,0,635,0,0,0,0,0,0,0,0,635,2023,F
Government,1,5057,Victoria Road Primary School,Primary,O,29,34,27,33,39,23,44,0,229,0,0,0,0,0,0,0,0,229,2023,F
Government,1,5059,Mooroolbark East Primary School,Primary,O,78,83,90,101,94,64,92,0,602,0,0,0,0,0,0,0,0,602,2023,F
Government,1,5064,Ardeer South Primary School,Primary,O,24,18,27,23,28,27,23,0,170,0,0,0,0,0,0,0,0,170,2023,F
Government,1,5066,Gladesville Primary School,Primary,O,9,16,6,7,20,12,5,0,75,0,0,0,0,0,0,0,0,75,2023,F
Government,1,5067,Falls Creek Primary School,Primary,O,0,3,1,2,0,1,1,0,8,0,0,0,0,0,0,0,0,8,2023,F
Government,1,5068,Debney Meadows Primary School,Primary,O,26,9,9,11,10,8,11,0,84,0,0,0,0,0,0,0,0,84,2023,F
Government,1,5072,Fountain Gate Primary School,Primary,O,85,64,51,61,78.4,70,80.4,0,489.8,0,0,0,0,0,0,0,0,489.8,2023,F
Government,1,5075,Tinternvale Primary School,Primary,O,42,42,57,43,44,48,44,0,320,0,0,0,0,0,0,0,0,320,2023,F
Government,1,5076,Grovedale West Primary School,Primary,O,39,41,51,48,39,55,69,0,342,0,0,0,0,0,0,0,0,342,2023,F
Government,1,5079,Baringa Special School,Special,O,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,98.4,98.4,159.4,2023,F
Government,1,5080,Naranga Special School,Special,O,0,0,0,0,0,0,0,79.4,79.4,0,0,0,0,0,0,95,95,174.4,2023,F
Government,1,5082,Kent Park Primary School,Primary,O,29,30,42.4,23,24.6,24,27,0,200,0,0,0,0,0,0,0,0,200,2023,F
Government,1,5084,Deer Park North Primary School,Primary,O,42,33,55,39,48,53,44,0,314,0,0,0,0,0,0,0,0,314,2023,F
Government,1,5087,Rosewood Downs Primary School,Primary,O,51,49,34,44,32,41,48,0,299,0,0,0,0,0,0,0,0,299,2023,F
Government,1,5088,Mooroopna Park Primary School,Primary,O,21,17,14,18,23,23,13,0,129,0,0,0,0,0,0,0,0,129,2023,F
Government,1,5090,Coburn Primary School,Primary,O,84,89,87,94,82,97,89,0,622,0,0,0,0,0,0,0,0,622,2023,F
Government,1,5091,Manorvale Primary School,Primary,O,29,43,41,45,35,47,36,0,276,0,0,0,0,0,0,0,0,276,2023,F
Government,1,5093,Gladstone Views Primary School,Primary,O,57,37,51,47.2,52,57.4,53,0,354.6,0,0,0,0,0,0,0,0,354.6,2023,F
Government,1,5094,Wheelers Hill Primary School,Primary,O,90,100,92,108,113,108,93,0,704,0,0,0,0,0,0,0,0,704,2023,F
Government,1,5097,Ashwood School,Special,O,0,0,0,0,0,0,0,37.6,37.6,0,0,0,0,0,0,95,95,132.6,2023,F
Government,1,5098,Broadmeadows Valley Primary School,Primary,O,22,27,21,35,30,33,36,0,204,0,0,0,0,0,0,0,0,204,2023,F
Government,1,5099,Bulleen Heights School,Special,O,0,0,0,0,0,0,0,122.2,122.2,0,0,0,0,0,0,106.6,106.6,228.8,2023,F
Government,1,5101,Kingston Heath Primary School,Primary,O,23,29,28,22,47,28,35,0,212,0,0,0,0,0,0,0,0,212,2023,F
Government,1,5104,Andersons Creek Primary School,Primary,O,20,20,36,19,41,25,33,0,194,0,0,0,0,0,0,0,0,194,2023,F
Government,1,5105,Waverley Meadows Primary School,Primary,O,12,16,14,17,18.6,20,12,0,109.6,0,0,0,0,0,0,0,0,109.6,2023,F
Government,1,5106,Kingswood Primary School,Primary,O,85,81,84,85.4,95,81,75,0,586.4,0,0,0,0,0,0,0,0,586.4,2023,F
Government,1,5109,Ascot Vale Heights School,Special,O,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,52,52,107,2023,F
Government,1,5111,Camelot Rise Primary School,Primary,O,63,63,55,54.4,42,65,55,0,397.4,0,0,0,0,0,0,0,0,397.4,2023,F
Government,1,5113,Livingstone Primary School,Primary,O,80,92,88,133,78,124,104,0,699,0,0,0,0,0,0,0,0,699,2023,F
Government,1,5117,Churchill North Primary School,Primary,O,10,21,17,21,13,26.2,26,0,134.2,0,0,0,0,0,0,0,0,134.2,2023,F
Government,1,5118,St Albans Meadows Primary School,Primary,O,66,51,62,66,61,78,57,0,441,0,0,0,0,0,0,0,0,441,2023,F
Government,1,5120,Silverton Primary School,Primary,O,59,67,59,66,63,68,63,0,445,0,0,0,0,0,0,0,0,445,2023,F
Government,1,5121,Kalinda Primary School,Primary,O,39,56.2,63,58,73,91,73,0,453.2,0,0,0,0,0,0,0,0,453.2,2023,F
Government,1,5123,Whittington Primary School,Primary,O,22,13,16,24,17,20,18,0,130,0,0,0,0,0,0,0,0,130,2023,F
Government,1,5127,Coldstream Primary School,Primary,O,15,18,9,12,8,15,11,0,88,0,0,0,0,0,0,0,0,88,2023,F
Government,1,5129,Templestowe Park Primary School,Primary,O,77,75,82,102,91,88,77,0,592,0,0,0,0,0,0,0,0,592,2023,F
Government,1,5130,River Gum Primary School,Primary,O,66,55,75,69,61,81,81,0,488,0,0,0,0,0,0,0,0,488,2023,F
Government,1,5131,Regency Park Primary School,Primary,O,82,82,65,80,75,75,91,0,550,0,0,0,0,0,0,0,0,550,2023,F
Government,1,5132,Dorset Primary School,Primary,O,65,81,77,72,80,67,64,0,506,0,0,0,0,0,0,0,0,506,2023,F
Government,1,5133,Eastbourne Primary School,Primary,O,40,38,38,49,25,41,49,0,280,0,0,0,0,0,0,0,0,280,2023,F
Government,1,5134,Thomastown Meadows Primary School,Primary,O,30,36,37,50,33.6,42.2,48,0,276.8,0,0,0,0,0,0,0,0,276.8,2023,F
Government,1,5135,Kingsley Park Primary School,Primary,O,62,54,71,41,51,44,52,0,375,0,0,0,0,0,0,0,0,375,2023,F
Government,1,5136,James Cook Primary School,Primary,O,32,25,33,29,21,28,35,0,203,0,0,0,0,0,0,0,0,203,2023,F
Government,1,5139,Movelle Primary School,Primary,O,11,15,19,25,28,24,27,0,149,0,0,0,0,0,0,0,0,149,2023,F
Government,1,5140,Mount Eliza North Primary School,Primary,O,72,75,83.4,87,79,74,93,0,563.4,0,0,0,0,0,0,0,0,563.4,2023,F
Government,1,5141,Melrose Primary School,Primary,O,39,55,49,56,64,39,64,0,366,0,0,0,0,0,0,0,0,366,2023,F
Government,1,5142,Yarrabah School,Special,O,0,0,0,0,0,0,0,95.8,95.8,0,0,0,0,0,0,78.9,78.9,174.7,2023,F
Government,1,5143,Frankston Special Developmental School,Special,O,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,47,47,123,2023,F
Government,1,5144,Waratah Special Developmental School,Special,O,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,33,33,69,2023,F
Government,1,5145,Port Phillip Specialist School,Special,O,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,32.5,32.5,90.5,2023,F
Government,1,5147,Cobram and District Specialist School,Special,O,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,30,30,59,2023,F
Government,1,5151,Monash Special Developmental School,Special,O,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,69.8,69.8,161.8,2023,F
Government,1,5152,Iramoo Primary School,Primary,O,78,81,66,73,90,94,90,0,572,0,0,0,0,0,0,0,0,572,2023,F
Government,1,5153,Verney Road School,Special,O,0,0,0,0,0,0,0,104.4,104.4,0,0,0,16.4,20,11,77.6,125,229.4,2023,F
Government,1,5157,Weeden Heights Primary School,Primary,O,12,20,23,24,23,31,21,0,154,0,0,0,0,0,0,0,0,154,2023,F
Government,1,5160,Mill Park Primary School,Primary,O,79,91,64,71,82,66,57.8,0,510.8,0,0,0,0,0,0,0,0,510.8,2023,F
Government,1,5161,Diamond Valley Special Developmental School,Special,O,0,0,0,0,0,0,0,65.4,65.4,0,0,0,0,0,0,57,57,122.4,2023,F
Government,1,5162,Melton Specialist School,Special,O,0,0,0,0,0,0,0,196,196,0,0,0,0,0,0,160,160,356,2023,F
Government,1,5164,Springvale Park Special Developmental School,Special,O,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,72,72,213,2023,F
Government,1,5165,Warringa Park School,Special,O,54,44.4,41.2,58.6,59.2,61.4,42.6,0,361.4,57.8,62.2,62,56,44.6,40,0,322.6,684,2023,F
Government,1,5168,Serpell Primary School,Primary,O,158,189.4,172,167,162,178,175,0,1201.4,0,0,0,0,0,0,0,0,1201.4,2023,F
Government,1,5171,Mount Martha Primary School,Primary,O,87,69,96,77,69,106,94,0,598,0,0,0,0,0,0,0,0,598,2023,F
Government,1,5172,Altona Meadows Primary School,Primary,O,42,26,38,47,46,29,49,0,277,0,0,0,0,0,0,0,0,277,2023,F
Government,1,5173,The Patch Primary School,Primary,O,39,45,48,31,48,34,41,0,286,0,0,0,0,0,0,0,0,286,2023,F
Government,1,5175,Sale and District Specialist School,Special,O,0,0,0,0,0,0,0,31.2,31.2,0,0,0,0,0,0,63.6,63.6,94.8,2023,F
Government,1,5176,Jells Park Primary School,Primary,O,70,90,71,72.4,97,74,70,0,544.4,0,0,0,0,0,0,0,0,544.4,2023,F
Government,1,5179,Albanvale Primary School,Primary,O,40,45,42,41,38,42,42,0,290,0,0,0,0,0,0,0,0,290,2023,F
Government,1,5180,Kismet Park Primary School,Primary,O,54,68,83,67,61,85,62,0,480,0,0,0,0,0,0,0,0,480,2023,F
Government,1,5182,Kunyung Primary School,Primary,O,101,125,108,113,115,121,104,0,787,0,0,0,0,0,0,0,0,787,2023,F
Government,1,5184,Apollo Parkways Primary School,Primary,O,107,92,84,102,100,88,104,0,677,0,0,0,0,0,0,0,0,677,2023,F
Government,1,5185,Mandama Primary School,Primary,O,46,58,56,49,51,60,48,0,368,0,0,0,0,0,0,0,0,368,2023,F
Government,1,5186,Bethal Primary School,Primary,O,44,44,39,44,40,36.4,51.4,0,298.8,0,0,0,0,0,0,0,0,298.8,2023,F
Government,1,5189,Cranbourne West Primary School,Primary,O,86,92,97.8,79,79,80,98,0,611.8,0,0,0,0,0,0,0,0,611.8,2023,F
Government,1,5190,Patterson Lakes Primary School,Primary,O,73,70,77,85,72,76,69,0,522,0,0,0,0,0,0,0,0,522,2023,F
Government,1,5191,Seaford Park Primary School,Primary,O,23,22,26,36,28,25,21,0,181,0,0,0,0,0,0,0,0,181,2023,F
Government,1,5193,Billanook Primary School,Primary,O,68,76,75,58,69,66,61,0,473,0,0,0,0,0,0,0,0,473,2023,F
Government,1,5194,Chirnside Park Primary School,Primary,O,69,47,55,55,68,49,37,0,380,0,0,0,0,0,0,0,0,380,2023,F
Government,1,5195,Bass Valley Primary School,Primary,O,21,41,23,29,26,50,25,0,215,0,0,0,0,0,0,0,0,215,2023,F
Government,1,5196,Templeton Primary School,Primary,O,103,104,105,104,102,105,105,0,728,0,0,0,0,0,0,0,0,728,2023,F
Government,1,5197,Sunbury Heights Primary School,Primary,O,58,84,59,56,76,59,65,0,457,0,0,0,0,0,0,0,0,457,2023,F
Government,1,5200,Darley Primary School,Primary,O,77,81,65,71,80,86,75,0,535,0,0,0,0,0,0,0,0,535,2023,F
Government,1,5201,Delacombe Primary School,Primary,O,67,74,81,73,74,71,75,0,515,0,0,0,0,0,0,0,0,515,2023,F
Government,1,5202,Wallaroo Primary School,Primary,O,12,13,14,15,15,16,12,0,97,0,0,0,0,0,0,0,0,97,2023,F
Government,1,5205,Mossgiel Park Primary School,Primary,O,46,29,43,32,31,48,39,0,268,0,0,0,0,0,0,0,0,268,2023,F
Government,1,5206,Wedge Park Primary School,Primary,O,149,149,116,166,135.6,129,137,0,981.6,0,0,0,0,0,0,0,0,981.6,2023,F
Government,1,5207,Appin Park Primary School,Primary,O,24,17,20,22,23,30.4,23,0,159.4,0,0,0,0,0,0,0,0,159.4,2023,F
Government,1,5210,Croydon Special Developmental School,Special,O,0,0,0,0,0,0,0,44.6,44.6,0,0,0,0,0,0,31,31,75.6,2023,F
Government,1,5212,Milgate Primary School,Primary,O,86,119,101,125,115,147,111,0,804,0,0,0,0,0,0,0,0,804,2023,F
Government,1,5213,Berwick Lodge Primary School,Primary,O,79,86,82.8,96.6,89,80,91,0,604.4,0,0,0,0,0,0,0,0,604.4,2023,F
Government,1,5214,Furlong Park School For Deaf Children,Special,O,0,0,0,0,0,0,0,44.2,44.2,0,0,0,0,0,0,0,0,44.2,2023,F
