Geo Point,Geo Shape,segid_1,mapbase_mc,insol_scor,verticalsu,segid,driveways,parklane,objectid,climate_ty,narrowing,closepart,farmlane,walls,farm_rank,vert_rank,fores_rank,forest,park_rank,binsperct,mapbase__1,wsud
"-37.81535672343349, 144.95569265063773","{""coordinates"": [[[[144.9556606568115, -37.81534714316935], [144.95570961184546, -37.81533315799097], [144.9557246371641, -37.815366308126414], [144.95567569815546, -37.81538028818194], [144.9556606568115, -37.81534714316935]]]], ""type"": ""MultiPolygon""}",20061,0.0,4.056745,66.7131,20061,0,63.5166,0,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Bourke Place,Probably Unsuitable
"-37.81037958674067, 144.97089952599487","{""coordinates"": [[[[144.9708657242154, -37.81014593422135], [144.97115180265533, -37.81074127545088], [144.97108082833384, -37.81076252791654], [144.97099198519362, -37.810571838135175], [144.97092637293747, -37.810591038101954], [144.9709008860893, -37.8105345582981], [144.97090142566034, -37.8105343614791], [144.97090191395523, -37.810534093315404], [144.9709023361374, -37.81053376195505], [144.97090267937904, -37.81053337746621], [144.97090293325098, -37.810532951531435], [144.9709030900394, -37.8105324970925], [144.9709031449804, -37.81053202795735], [144.97090309640458, -37.810531558380376], [144.97090294578797, -37.81053110262944], [144.97090269770692, -37.81053067455232], [144.97090235969924, -37.81053028715592], [144.97090194203514, -37.81052995221106], [144.97090145740515, -37.810529679894906], [144.97090092053452, -37.81052947848162], [144.97090034773572, -37.81052935409106], [144.97089975641308, -37.81052931050275], [144.97089916453348, -37.8105293490411], [144.97089859008096, -37.81052946853516], [144.97084905047942, -37.81041968594127], [144.97084959004974, -37.8104194891225], [144.970850078344, -37.810419220959005], [144.97085050052573, -37.81041888959881], [144.97085084376712, -37.81041850511011], [144.9708510976389, -37.810418079175435], [144.97085125442734, -37.81041762473657], [144.97085130936856, -37.810417155601435], [144.97085126079313, -37.81041668602443], [144.97085111017702, -37.810416230273454], [144.9708508620966, -37.81041580219622], [144.9708505240897, -37.8104154147997], [144.9708501064265, -37.81041507985468], [144.97084962179744, -37.810414807538336], [144.97084908492775, -37.81041460612483], [144.97084851212998, -37.81041448173404], [144.9708479208082, -37.81041443814551], [144.97084732892955, -37.810414476683626], [144.97084675447786, -37.81041459617746], [144.97079641295528, -37.81030303433568], [144.97079695246038, -37.81030283794625], [144.97079744081188, -37.81030257024591], [144.97079786318528, -37.81030223936106], [144.97079820675896, -37.81030185533616], [144.97079846110321, -37.81030142982874], [144.97079861849713, -37.810300975755666], [144.97079867416284, -37.810300506900894], [144.97079862641053, -37.810300037497086], [144.97079847668974, -37.81029958179362], [144.9707982295455, -37.810299153623966], [144.97079789248014, -37.81029876598575], [144.9707974757257, -37.81029843064622], [144.97079699193338, -37.810298157785056], [144.97079645578927, -37.81029795568529], [144.97079588356868, -37.81029783048192], [144.97079529264212, -37.81029778597564], [144.97079470094795, -37.81029782351753], [144.97079412644777, -37.81029794196794], [144.97079358658127, -37.81029813773116], [144.97079309773676, -37.810298404864504], [144.9707926747538, -37.810298735258876], [144.97079233047256, -37.8102991188847], [144.9707920753441, -37.8102995440965], [144.97079191711322, -37.810299997986434], [144.9707918605832, -37.81030046677611], [144.9707919074701, -37.810300936234825], [144.9707920563506, -37.81030139211154], [144.97070645170803, -37.81032548056827], [144.97068746787804, -37.8102836938395], [144.9706879796598, -37.81028350828403], [144.97068844596495, -37.810283258427816], [144.97068885407344, -37.810282951086506], [144.97068919285292, -37.81028259464381], [144.970689453062, -37.81028219882283], [144.97068962760272, -37.81028177442083], [144.97068971171396, -37.810281333014714], [144.97068970310124, -37.8102808866452], [144.9706896019996, -37.81028044748849], [144.9706894111668, -37.81028002752391], [144.9706891358085, -37.81027963820733], [144.9706887834359, -37.81027929015863], [144.97068836366114, -37.81027899287188], [144.97068788793482, -37.81027875445657], [144.97068736923396, -37.810278581416206], [144.97068682170777, -37.81027847847099], [144.97068626029167, -37.81027844842912], [144.9706857003001, -37.81027849211003], [144.97068515700863, -37.81027860832222], [144.97067899583521, -37.810265046661975], [144.97067953483315, -37.81026484892939], [144.9706800223639, -37.810264579944686], [144.97068044361401, -37.810264247880774], [144.97068078578408, -37.81026386282731], [144.97068103847744, -37.810263436483936], [144.9706811940161, -37.81026298180484], [144.97068124767407, -37.81026251260528], [144.97068119782105, -37.81026204314158], [144.9706810459718, -37.810261587678184], [144.9706807967401, -37.810261160054154], [144.97068045769882, -37.81026077326256], [144.9706800391495, -37.81026043905595], [144.9706795538096, -37.810260167588936], [144.9706790164259, -37.810259967109985], [144.97067844332653, -37.810259843710504], [144.9706778519248, -37.810259801139914], [144.9706772601902, -37.810259840691714], [144.97067668610225, -37.810259961164135], [144.97065321662447, -37.81020830312875], [144.97070005989966, -37.81019455459929], [144.9706864748103, -37.810166464182906], [144.97097421540062, -37.810083180276166], [144.97098875224398, -37.81010982625187], [144.9708657242154, -37.81014593422135]]]], ""type"": ""MultiPolygon""}",20226,20226.0,3.110616,48.86824,20226,5 or more,0.0,2,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,38.521944,Lowest potential,40.0,Punch Lane,Consider
"-37.810217121848865, 144.97162762401734","{""coordinates"": [[[[144.9717580200683, -37.810563850452965], [144.97147428051426, -37.80993917253757], [144.97161365324467, -37.80989683897261], [144.97162534860178, -37.809920942367256], [144.9715126932378, -37.8099542170611], [144.97179209372752, -37.81055387735753], [144.9717580200683, -37.810563850452965]]]], ""type"": ""MultiPolygon""}",20227,20227.0,2.269407,57.564357,20227,2,48.897065,3,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Good potential,40.0,Little Bourke Place,Consider
"-37.81077581774339, 144.97188375120993","{""coordinates"": [[[[144.97184322645086, -37.81063745823709], [144.971967301624, -37.81089726802682], [144.9719200307459, -37.810910362646965], [144.97180052445017, -37.810649882626926], [144.97184322645086, -37.81063745823709]]]], ""type"": ""MultiPolygon""}",20228,20228.0,1.731598,63.224829,20228,1,0.0,4,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,55.532329,Lowest potential,40.0,Cl1639,Consider
"-37.811226042417026, 144.97139352262127","{""coordinates"": [[[[144.9716104991305, -37.81162708504803], [144.9715504876009, -37.81164457046312], [144.9713191842572, -37.81113548837484], [144.97129467572137, -37.81108246620542], [144.97129258170781, -37.8110830672607], [144.97118323349034, -37.81084499279749], [144.97117881023138, -37.81083179994925], [144.9712403842004, -37.810814562423076], [144.9716104991305, -37.81162708504803]]]], ""type"": ""MultiPolygon""}",20231,20231.0,2.754746,67.186286,20231,1,65.118885,7,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,40.0,Liverpool Street,Consider
"-37.8131805651399, 144.97156163273422","{""coordinates"": [[[[144.97144190205148, -37.81298558101388], [144.97149008026778, -37.8129700996988], [144.97168158185494, -37.813372902154065], [144.97162946721545, -37.813386522392086], [144.97144190205148, -37.81298558101388]]]], ""type"": ""MultiPolygon""}",20240,20240.0,2.23413,55.203771,20240,4,0.0,13,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,41.519374,Lowest potential,40.0,McGraths Lane,Consider
"-37.812714034948, 144.9732382331711","{""coordinates"": [[[[144.97344334854117, -37.81263572373666], [144.9734599258627, -37.812672417513674], [144.97302584564844, -37.812792576113466], [144.97301053862225, -37.81275915829704], [144.97344334854117, -37.81263572373666]]]], ""type"": ""MultiPolygon""}",20244,20244.0,2.427456,55.800251,20244,0,54.50466,17,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Highest potential,0.0,Ulster Lane,Probably Unsuitable
"-37.815866684899426, 144.97038374615923","{""coordinates"": [[[[144.97021260693592, -37.81558338045222], [144.97028159978004, -37.815562527890854], [144.97041086319095, -37.81584682885705], [144.9705182548706, -37.815815132709346], [144.97053003715683, -37.81584097426399], [144.97042273255528, -37.81587293236297], [144.97054547840392, -37.816142894863994], [144.97043010606475, -37.81617753369036], [144.97041741717405, -37.81615057526193], [144.9704685621703, -37.81613560693917], [144.97032370443642, -37.81581692949889], [144.97025027638892, -37.81583915561948], [144.97024949881796, -37.81583755884818], [144.97023875197135, -37.8158154740976], [144.97031351464466, -37.815792547345026], [144.97021260693592, -37.81558338045222]]]], ""type"": ""MultiPolygon""}",20251,20251.0,1.69227,61.408306,20251,2,0.0,24,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,52.747509,Lowest potential,40.0,Higson Lane,Consider
"-37.816070884780686, 144.97010070091366","{""coordinates"": [[[[144.96989391433928, -37.81567970114442], [144.9699383293486, -37.81566627698204], [144.970312358964, -37.81647857062074], [144.97027279331698, -37.81649045008634], [144.96989391433928, -37.81567970114442]]]], ""type"": ""MultiPolygon""}",20252,20252.0,1.789866,0.0,20252,3,47.993065,25,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,20.0,Oliver Lane,Consider
"-37.815043593615314, 144.9694430083061","{""coordinates"": [[[[144.96931209721052, -37.81506077317395], [144.96955633427237, -37.81498988551641], [144.96957338479942, -37.81502687544766], [144.96932903383941, -37.815097189828755], [144.96931209721052, -37.81506077317395]]]], ""type"": ""MultiPolygon""}",20253,20253.0,2.067394,68.713046,20253,2,0.0,26,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,0.0,Beaney Lane,Consider
"-37.814860662335775, 144.97123717171658","{""coordinates"": [[[[144.9714029285721, -37.815126926220074], [144.9712542025373, -37.8148047353073], [144.97107163066661, -37.81485841232997], [144.97106313494993, -37.8148407335429], [144.97101613843205, -37.81485420557617], [144.9710061378886, -37.81483274024352], [144.97098668624037, -37.81479098516638], [144.97113027539555, -37.81475021191131], [144.9711287368345, -37.814747490882034], [144.9712354344615, -37.814717757473254], [144.9712363938425, -37.81471968449815], [144.9712686537673, -37.81471060043467], [144.97145324747183, -37.81511048151525], [144.9714029285721, -37.815126926220074]]]], ""type"": ""MultiPolygon""}",20255,20255.0,1.216029,50.433149,20255,4,49.990073,28,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,60.0,Chester Lane,Consider
"-37.81325469434872, 144.96873339216515","{""coordinates"": [[[[144.96844387504643, -37.81315552361689], [144.9684252550211, -37.81311499185465], [144.9687419709775, -37.81302484099846], [144.96892914419473, -37.813437892469516], [144.96861665268682, -37.813531097778565], [144.9686002534275, -37.81349544908225], [144.96885733666022, -37.81342071020919], [144.9687016700592, -37.81308030710893], [144.96844387504643, -37.81315552361689]]]], ""type"": ""MultiPolygon""}",20260,20260.0,2.888133,59.678574,20260,1,57.853619,32,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,80.0,Melbourne Place,Consider
"-37.8113357078086, 144.96869835348167","{""coordinates"": [[[[144.96876640399753, -37.811434158996214], [144.96877124981546, -37.81144505761267], [144.96872899299558, -37.81145902506083], [144.96872389360442, -37.81144755612926], [144.96862495894644, -37.8112250322068], [144.9686683711123, -37.81121366659729], [144.96876640399753, -37.811434158996214]]]], ""type"": ""MultiPolygon""}",20271,20271.0,1.854101,47.912409,20271,1,0.0,42,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Lowest potential,0.0,Pender Place,Probably Unsuitable
"-37.81112570199548, 144.96876012887915","{""coordinates"": [[[[144.96889932906933, -37.811408821823065], [144.96885640268104, -37.811420613140946], [144.96885155685186, -37.81140971452763], [144.96859731968863, -37.810837890066864], [144.968645579379, -37.81082437857789], [144.96881897195664, -37.81120547472912], [144.96889636566388, -37.811182795160455], [144.9689153978483, -37.811223243848765], [144.96882804671452, -37.811248495751386], [144.96889932906933, -37.811408821823065]]]], ""type"": ""MultiPolygon""}",20272,20272.0,1.550607,42.272909,20272,4,0.0,43,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Some potential,30.427459,Lowest potential,20.0,Lacey Place,Probably Unsuitable
"-37.81047263684767, 144.96932760907043","{""coordinates"": [[[[144.96926400117584, -37.810372357663425], [144.96929578200903, -37.810363036954904], [144.96939112790116, -37.81057155995644], [144.96935865864418, -37.81058162670764], [144.96926400117584, -37.810372357663425]]]], ""type"": ""MultiPolygon""}",20274,20274.0,2.911745,66.717417,20274,0,0.0,45,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,0.0,Smythe Lane,Consider
"-37.809814704774496, 144.9686183570954","{""coordinates"": [[[[144.9688271280057, -37.810212578638186], [144.96876276079888, -37.810231600613776], [144.96864472895385, -37.80998465788914], [144.96864519119129, -37.809951628708184], [144.968402289469, -37.80941697102042], [144.96846012001996, -37.80939919994019], [144.96854244186358, -37.8095801635113], [144.96863541475741, -37.809553587618026], [144.96864892191158, -37.809584199314244], [144.9685585333736, -37.80960931483637], [144.9688271280057, -37.810212578638186]]]], ""type"": ""MultiPolygon""}",20276,20276.0,2.81157,56.082903,20276,5 or more,49.236473,47,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Good potential,20.0,Jones Lane,Consider
"-37.808962433086066, 144.9686829724722","{""coordinates"": [[[[144.96856862713685, -37.80881200026469], [144.96852974792725, -37.80872591053993], [144.96858092470276, -37.80871051815959], [144.96861939471677, -37.808794423564734], [144.96864671099345, -37.80878659495378], [144.9688352339357, -37.80918073625473], [144.96883910838486, -37.80918935796237], [144.9687856724267, -37.80920486197709], [144.9687150480041, -37.80904928825443], [144.96859466283865, -37.809083485699404], [144.96857994746776, -37.809050171248884], [144.96869860835685, -37.80901700926532], [144.96865017563033, -37.80890955638347], [144.96856862713685, -37.80881200026469]]]], ""type"": ""MultiPolygon""}",20277,20277.0,1.850267,48.239383,20277,2,49.370816,48,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Good potential,80.0,Evans Lane,Consider
"-37.80891911143074, 144.96820381786043","{""coordinates"": [[[[144.96842266209666, -37.80931081417488], [144.96835382685003, -37.809330714098415], [144.96827238447244, -37.80915419936342], [144.96827130266942, -37.80915450602286], [144.9679844282304, -37.80852233836439], [144.96805111244745, -37.80850294223565], [144.96813431128558, -37.808682920920184], [144.96814685211783, -37.80870982117294], [144.96825622719751, -37.80894815298207], [144.96829022409258, -37.809022230571095], [144.96842266209666, -37.80931081417488]]]], ""type"": ""MultiPolygon""}",20279,20279.0,2.125395,0.0,20279,4,49.573557,50,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Lowest potential,0.0,Good potential,0.0,Exploration Lane,Consider
"-37.80927255305554, 144.96695006791515","{""coordinates"": [[[[144.9671671351132, -37.809680887731474], [144.96711482485574, -37.80969756572037], [144.96674080268346, -37.808884636600226], [144.96680228759143, -37.80886627427776], [144.96687572114362, -37.809025003063454], [144.96686511140885, -37.80902821821457], [144.96687743883672, -37.80905484996599], [144.9671671351132, -37.809680887731474]]]], ""type"": ""MultiPolygon""}",20282,20282.0,2.704321,52.562946,20282,5 or more,0.0,53,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Lowest potential,40.0,Hayward Lane,Consider
"-37.811503452175096, 144.96706520083916","{""coordinates"": [[[[144.96722160804848, -37.8119008752025], [144.9671643078263, -37.81177312647334], [144.9670383987094, -37.81180978622917], [144.96702807837426, -37.81178645231306], [144.96715385807144, -37.811749829985224], [144.9668554685287, -37.81108457437151], [144.96690726048536, -37.81106931322603], [144.9669784241736, -37.811224614307065], [144.96697412641325, -37.81122583870015], [144.9670501396042, -37.811395010569534], [144.96716440814566, -37.81164539541564], [144.96727161361812, -37.81188619766745], [144.96722160804848, -37.8119008752025]]]], ""type"": ""MultiPolygon""}",20283,20283.0,2.567765,61.26834,20283,1,59.007047,54,Shaded-Exposed,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Waratah Place,Consider
"-37.81181924077914, 144.9662543134082","{""coordinates"": [[[[144.96642369365102, -37.811918549715706], [144.9663252691327, -37.811947154627205], [144.9664129939632, -37.8121382240786], [144.9663674082931, -37.81215160418608], [144.96625778332046, -37.81191412615596], [144.9662436008224, -37.81191824740068], [144.96609875521563, -37.811605031606625], [144.96626512883128, -37.81155404913291], [144.96628838962306, -37.81160758425348], [144.96618339945178, -37.81163815196488], [144.96631258058545, -37.81191951718435], [144.96641227138136, -37.81189361154769], [144.96642369365102, -37.811918549715706]]]], ""type"": ""MultiPolygon""}",20285,20285.0,3.725437,66.504469,20285,1,0.0,56,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Highest potential,58.641902,Lowest potential,40.0,Celestial Avenue,Consider
"-37.81236603080382, 144.96745507745138","{""coordinates"": [[[[144.96749274447353, -37.812627164769474], [144.96747650485082, -37.81259135466156], [144.96750909741755, -37.812582052068755], [144.967210049318, -37.81200071258079], [144.96725425351147, -37.81198774536564], [144.9675495006699, -37.81256690587938], [144.96755630950295, -37.81256901410404], [144.96777875109234, -37.81250436396094], [144.96779476025446, -37.812539386929046], [144.96749274447353, -37.812627164769474]]]], ""type"": ""MultiPolygon""}",20289,20289.0,2.722788,60.074794,20289,0,0.0,60,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,60.0,Bullens Lane,Consider
"-37.81227101185166, 144.9670624811988","{""coordinates"": [[[[144.96695750451113, -37.81208736051744], [144.96695243896417, -37.81207628140545], [144.96698982628095, -37.81206531435732], [144.96717288311407, -37.81246740224541], [144.9671526740248, -37.81247286594441], [144.9671359511468, -37.81247766437962], [144.96695750451113, -37.81208736051744]]]], ""type"": ""MultiPolygon""}",20290,20290.0,2.2266,68.512509,20290,2,57.876837,61,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Dean Alley,Consider
"-37.8122351726817, 144.9668849462853","{""coordinates"": [[[[144.96683504848193, -37.812123255089915], [144.96682999822883, -37.81211219876639], [144.96686179391673, -37.81210287177716], [144.96686685488538, -37.81211395171498], [144.96695210194483, -37.812300577549905], [144.9669205985269, -37.812310386331234], [144.96682857139, -37.81233790625457], [144.96681679794924, -37.81231201492485], [144.96690887687808, -37.812284883410506], [144.96683504848193, -37.812123255089915]]]], ""type"": ""MultiPolygon""}",20291,20291.0,3.215227,57.564831,20291,0,52.780382,62,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,100.0,Hughs Alley,Consider
"-37.815770514528744, 144.96807420840344","{""coordinates"": [[[[144.9679293979274, -37.8155729565285], [144.9679150581515, -37.815542028504275], [144.96795198299694, -37.81553083600952], [144.96793561966277, -37.81549457865453], [144.96808079148718, -37.81545088061681], [144.96809723736354, -37.815484958530156], [144.9679949380214, -37.815514696475134], [144.9682382241969, -37.816050340026074], [144.9682456044009, -37.816066589418384], [144.9681669477112, -37.81608985227788], [144.96793116116336, -37.815572451659655], [144.9679293979274, -37.8155729565285]]]], ""type"": ""MultiPolygon""}",20301,20301.0,2.029585,68.445963,20301,0,66.90925,69,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,20.0,Watson Place,Consider
"-37.81721251515046, 144.96538877094625","{""coordinates"": [[[[144.96549759805916, -37.81740501992071], [144.96546558665983, -37.817414459030026], [144.9653373762516, -37.81714474939746], [144.9652811934412, -37.81702655809576], [144.96531655643705, -37.817016436184964], [144.96537175346114, -37.817134909626546], [144.96549759805916, -37.81740501992071]]]], ""type"": ""MultiPolygon""}",20308,20308.0,3.641199,62.313374,20308,3,0.0,76,Shaded-Sheltered,Probably Unsuitable,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Lowest potential,0.0,Lingham Lane,Consider
"-37.816552460452876, 144.96545353140812","{""coordinates"": [[[[144.96561441662266, -37.81683304886406], [144.96542939856877, -37.81642890896574], [144.96529059966232, -37.81646962458134], [144.9652979673214, -37.816485522475304], [144.96527013051062, -37.816495063414635], [144.96525668856754, -37.81646605838566], [144.96518462985617, -37.81648707307255], [144.96517205811887, -37.816459350125854], [144.96531694887875, -37.81641794778638], [144.96531966127495, -37.81642387573094], [144.96540930053064, -37.816397640536835], [144.96544425956253, -37.81638740796753], [144.9654511982134, -37.81638537765628], [144.96564989032058, -37.81681938624166], [144.96561441662266, -37.81683304886406]]]], ""type"": ""MultiPolygon""}",20312,20312.0,1.524454,51.875583,20312,0,51.642766,80,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Good potential,Lowest potential,0.0,Highest potential,40.0,Centre Place,Probably Unsuitable
"-37.81515149775422, 144.9651313656219","{""coordinates"": [[[[144.96502278857872, -37.81487584384963], [144.96503608176005, -37.81490595117866], [144.96503661531753, -37.81490579818817], [144.9652127352868, -37.8153046906121], [144.96521301046283, -37.81530518496568], [144.96521338026528, -37.81530563881052], [144.96521383548054, -37.81530604083902], [144.9652143647668, -37.81530638103458], [144.96521495493684, -37.81530665092119], [144.9652155912865, -37.81530684377459], [144.96521625796103, -37.8153069547898], [144.96521693835018, -37.81530698120087], [144.96521761550196, -37.81530692234978], [144.965218272545, -37.81530677970277], [144.96528176970605, -37.815288610737845], [144.96530253955746, -37.81533437179561], [144.96518978555002, -37.81536566409806], [144.9651706749321, -37.81532442946442], [144.96517266850185, -37.815323852017585], [144.9651733446994, -37.815323601812324], [144.9651739564665, -37.8153232629488], [144.96517448551666, -37.815322845556025], [144.96517491603598, -37.81532236211035], [144.9651752351557, -37.81532182706258], [144.96517543333698, -37.8153212564059], [144.96517550465597, -37.8153206671979], [144.9651754469808, -37.81532007705072], [144.96517526203553, -37.81531950360454], [144.96499928552987, -37.81492093622774], [144.96500048899682, -37.814920587544854], [144.96498563557316, -37.81488694406716], [144.96502278857872, -37.81487584384963]]]], ""type"": ""MultiPolygon""}",20316,20316.0,1.789136,46.373611,20316,1,0.0,84,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,40.921601,Lowest potential,40.0,Carson Place,Probably Unsuitable
"-37.814459961312124, 144.96512380211735","{""coordinates"": [[[[144.96521416768226, -37.81471984131839], [144.96497958077657, -37.81421479459811], [144.965032396365, -37.81419933302041], [144.96526220518035, -37.81469099661478], [144.96526712459527, -37.81470185067868], [144.96521416768226, -37.81471984131839]]]], ""type"": ""MultiPolygon""}",20321,20321.0,1.887674,57.202994,20321,3,0.0,89,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Highest potential,Good potential,45.557907,Lowest potential,60.0,Sugden Place,Consider
"-37.81425396234533, 144.96551925271615","{""coordinates"": [[[[144.96568903632084, -37.814579571457514], [144.96564840516126, -37.814589682683476], [144.96564346851687, -37.81457883374417], [144.96541284025642, -37.81407200252376], [144.96535832362528, -37.81395219627501], [144.9653642561436, -37.8139419127309], [144.96540249399877, -37.81393207475458], [144.96542816575354, -37.813928329672535], [144.9654150479868, -37.81397731443906], [144.9654753582339, -37.814109319959414], [144.96568903632084, -37.814579571457514]]]], ""type"": ""MultiPolygon""}",20322,20322.0,1.954132,58.121549,20322,1,53.80011,90,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,60.0,Masons Lane,Consider
"-37.81311665324148, 144.96455086424254","{""coordinates"": [[[[144.96439320095035, -37.812822601639205], [144.96443134545737, -37.81281159623606], [144.9647083223443, -37.81341023757705], [144.96467060865916, -37.81342217331726], [144.96439320095035, -37.812822601639205]]]], ""type"": ""MultiPolygon""}",20325,20325.0,2.576063,65.404009,20325,0,58.881613,92,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,60.0,Albion Alley,Consider
"-37.81113906039378, 144.96406312182154","{""coordinates"": [[[[144.9641475539696, -37.81138005039281], [144.96413269694824, -37.81134074464908], [144.96406113913, -37.811191281032684], [144.96402140452648, -37.811118535043754], [144.96395244599026, -37.81097825333149], [144.96393535031163, -37.810934439920096], [144.96384979872525, -37.81075108337765], [144.96390449198157, -37.81073413175315], [144.96428406989563, -37.8115491210211], [144.96423450263427, -37.81156470153076], [144.9641475539696, -37.81138005039281]]]], ""type"": ""MultiPolygon""}",20330,20330.0,2.327876,70.518691,20330,0,66.669701,95,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Drewery Lane,Consider
"-37.81100772543578, 144.9637645863644","{""coordinates"": [[[[144.96393535031163, -37.810934439920096], [144.96395244599026, -37.81097825333149], [144.96358527586042, -37.81108034073308], [144.96356829119617, -37.811042829314765], [144.96393535031163, -37.810934439920096]]]], ""type"": ""MultiPolygon""}",20333,20333.0,2.477814,69.37998,20333,2,62.505858,98,Shaded-Sheltered,Probably Unsuitable,Consider,0.0,Consider,Lowest potential,Highest potential,Lowest potential,0.0,Highest potential,0.0,Drewery Alley,Consider
"-37.811294962572816, 144.96003291730977","{""coordinates"": [[[[144.95928415513055, -37.81148181011196], [144.9597123724218, -37.81135882246088], [144.95975158204075, -37.8113580599654], [144.96075970151426, -37.81106055589685], [144.96078090658605, -37.81110191762196], [144.9597705510676, -37.81139938402284], [144.95973110493068, -37.81140126889591], [144.95930317853208, -37.81152358487039], [144.95928415513055, -37.81148181011196]]]], ""type"": ""MultiPolygon""}",20340,20340.0,2.831451,50.479766,20340,5 or more,0.0,102,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Consider,Lowest potential,Good potential,Good potential,37.560402,Lowest potential,20.0,Guildford Lane,Consider
"-37.81195697118721, 144.95842907268548","{""coordinates"": [[[[144.95853876947706, -37.812204204644935], [144.95850019809606, -37.81221654348192], [144.9583155989664, -37.811814700658786], [144.95833678637624, -37.811808417352985], [144.95832914691843, -37.81179156988982], [144.95840008006456, -37.811770945371826], [144.958408423314, -37.81178900630011], [144.95855300220532, -37.811746968763536], [144.9585608725645, -37.81176516747336], [144.95836345162223, -37.81182256855274], [144.95853876947706, -37.812204204644935]]]], ""type"": ""MultiPolygon""}",20342,20342.0,2.965487,0.0,20342,4,0.0,104,Shaded-Sheltered,Consider,Probably Unsuitable,0.0,Probably Unsuitable,Lowest potential,Lowest potential,Good potential,40.052293,Lowest potential,40.0,Sampson Lane,Consider
