Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup, Incidents Recorded ," Rate per 100,000 population "
2019,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 53 , 0.8 
2019,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 148 , 2.3 
2019,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 9 , 0.1 
2019,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 25 , 0.4 
2018,December,A Crimes against the person,A10 Homicide and related offences,A11 Murder, 53 , 0.8 
2018,December,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder, 25 , 0.4 
2018,December,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder, 12 , 0.2 
2018,December,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death, 75 , 1.2 
2018,December,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault," 7,778 ", 121.1 
2018,December,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault," 8,779 ", 136.7 
2018,December,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer"," 1,990 ", 31.0 
2018,December,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault," 11,989 ", 186.7 
2018,December,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault," 9,491 ", 147.8 
2018,December,A Crimes against the person,A30 Sexual offences,A31 Rape," 3,156 ", 49.1 
2018,December,A Crimes against the person,A30 Sexual offences,A32 Indecent assault," 3,796 ", 59.1 
2018,December,A Crimes against the person,A30 Sexual offences,A33 Incest, 245 , 3.8 
2018,December,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children, 841 , 13.1 
2018,December,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences, 392 , 6.1 
2018,December,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 104 , 1.6 
2018,December,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 341 , 5.3 
2018,December,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences, 1 , 0.0 
2018,December,A Crimes against the person,A50 Robbery,A51 Aggravated robbery," 2,210 ", 34.4 
2018,December,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 285 , 4.4 
2018,December,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 124 , 1.9 
2018,December,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 48 , 0.7 
2018,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking," 1,103 ", 17.2 
2018,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 826 , 12.9 
2018,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 501 , 7.8 
2018,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 537 , 8.4 
2018,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour," 2,147 ", 33.4 
2018,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour," 1,969 ", 30.7 
2018,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving," 1,003 ", 15.6 
2018,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 51 , 0.8 
2018,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 826 , 12.9 
2018,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people," 2,293 ", 35.7 
2018,December,B Property and deception offences,B10 Arson,B11 Cause damage by fire," 2,307 ", 35.9 
2018,December,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 40 , 0.6 
2018,December,B Property and deception offences,B10 Arson,B19 Other fire related offences, 701 , 10.9 
2018,December,B Property and deception offences,B20 Property damage,B21 Criminal damage," 31,518 ", 490.7 
2018,December,B Property and deception offences,B20 Property damage,B22 Graffiti," 2,523 ", 39.3 
2018,December,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 332 , 5.2 
2018,December,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary," 2,904 ", 45.2 
2018,December,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 109 , 1.7 
2018,December,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 2 , 0.0 
2018,December,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary," 22,744 ", 354.1 
2018,December,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary," 12,189 ", 189.8 
2018,December,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 78 , 1.2 
2018,December,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 13,974 ", 217.6 
2018,December,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 51,286 ", 798.5 
2018,December,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 18,791 ", 292.6 
2018,December,B Property and deception offences,B40 Theft,B44 Theft of a bicycle," 6,259 ", 97.4 
2018,December,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods," 7,260 ", 113.0 
2018,December,B Property and deception offences,B40 Theft,B46 Fare evasion, 88 , 1.4 
2018,December,B Property and deception offences,B40 Theft,B49 Other theft," 38,240 ", 595.4 
2018,December,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting," 2,090 ", 32.5 
2018,December,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 6 , 0.1 
2018,December,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception," 18,833 ", 293.2 
2018,December,B Property and deception offences,B50 Deception,B54 State false information, 762 , 11.9 
2018,December,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 11 , 0.2 
2018,December,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 57 , 0.9 
2018,December,B Property and deception offences,B50 Deception,B59 Other deception offences, 86 , 1.3 
2018,December,B Property and deception offences,B60 Bribery,B61 Bribery of officials, 4 , 0.1 
2018,December,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 51 , 0.8 
2018,December,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking," 2,977 ", 46.3 
2018,December,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 840 , 13.1 
2018,December,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 201 , 3.1 
2018,December,C Drug offences,C30 Drug use and possession,C31 Drug use, 483 , 7.5 
2018,December,C Drug offences,C30 Drug use and possession,C32 Drug possession," 11,106 ", 172.9 
2018,December,C Drug offences,C90 Other drug offences,C99 Other drug offences, 6 , 0.1 
2018,December,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences," 2,140 ", 33.3 
2018,December,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences," 7,191 ", 112.0 
2018,December,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 175 , 2.7 
2018,December,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 432 , 6.7 
2018,December,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public," 8,052 ", 125.4 
2018,December,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct," 2,655 ", 41.3 
2018,December,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 704 , 11.0 
2018,December,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 479 , 7.5 
2018,December,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 225 , 3.5 
2018,December,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 37 , 0.6 
2018,December,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 142 , 2.2 
2018,December,D Public order and security offences,D30 Public nuisance offences,D33 Begging, 146 , 2.3 
2018,December,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space," 1,628 ", 25.3 
2018,December,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 79 , 1.2 
2018,December,D Public order and security offences,D40 Public security offences,D43 Hacking, 14 , 0.2 
2018,December,D Public order and security offences,D40 Public security offences,D44 Terrorism offences, 5 , 0.1 
2018,December,D Public order and security offences,D40 Public security offences,D49 Other public security offences, 1 , 0.0 
2018,December,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 84 , 1.3 
2018,December,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer," 5,160 ", 80.3 
2018,December,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 547 , 8.5 
2018,December,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 681 , 10.6 
2018,December,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences," 1,123 ", 17.5 
2018,December,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 19,973 ", 311.0 
2018,December,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order," 2,254 ", 35.1 
2018,December,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions," 17,724 ", 275.9 
2018,December,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders," 1,143 ", 17.8 
2018,December,F Other offences,F10 Regulatory driving offences,F11 Drink driving, 1 , 0.0 
2018,December,F Other offences,F10 Regulatory driving offences,F14 Parking offences, 1 , 0.0 
2018,December,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences, 1 , 0.0 
2018,December,F Other offences,F20 Transport regulation offences,F21 Public transport, 121 , 1.9 
2018,December,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences, 4 , 0.1 
2018,December,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 68 , 1.1 
2018,December,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 11 , 0.2 
2018,December,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 46 , 0.7 
2018,December,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 30 , 0.5 
2018,December,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 38 , 0.6 
2018,December,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 77 , 1.2 
2018,December,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 12 , 0.2 
2018,December,F Other offences,F30 Other government regulatory offences,F35 Intellectual property, 1 , 0.0 
2018,December,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 29 , 0.5 
2018,December,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 29 , 0.5 
2018,December,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 27 , 0.4 
2018,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 109 , 1.7 
2018,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 141 , 2.2 
2018,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 16 , 0.2 
2018,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 43 , 0.7 
2017,December,A Crimes against the person,A10 Homicide and related offences,A11 Murder, 53 , 0.8 
2017,December,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder, 37 , 0.6 
2017,December,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder, 17 , 0.3 
2017,December,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death, 81 , 1.3 
2017,December,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault," 7,775 ", 123.4 
2017,December,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault," 8,897 ", 141.2 
2017,December,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer"," 1,950 ", 30.9 
2017,December,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault," 11,746 ", 186.4 
2017,December,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault," 8,719 ", 138.3 
2017,December,A Crimes against the person,A30 Sexual offences,A31 Rape," 3,095 ", 49.1 
2017,December,A Crimes against the person,A30 Sexual offences,A32 Indecent assault," 3,800 ", 60.3 
2017,December,A Crimes against the person,A30 Sexual offences,A33 Incest, 230 , 3.6 
2017,December,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children, 696 , 11.0 
2017,December,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences, 363 , 5.8 
2017,December,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 103 , 1.6 
2017,December,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 301 , 4.8 
2017,December,A Crimes against the person,A50 Robbery,A51 Aggravated robbery," 2,286 ", 36.3 
2017,December,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 273 , 4.3 
2017,December,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 83 , 1.3 
2017,December,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 41 , 0.7 
2017,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking," 1,002 ", 15.9 
2017,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 839 , 13.3 
2017,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 514 , 8.2 
2017,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 530 , 8.4 
2017,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour," 2,124 ", 33.7 
2017,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour," 1,751 ", 27.8 
2017,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 946 , 15.0 
2017,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 46 , 0.7 
2017,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 857 , 13.6 
2017,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people," 2,508 ", 39.8 
2017,December,B Property and deception offences,B10 Arson,B11 Cause damage by fire," 2,514 ", 39.9 
2017,December,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 64 , 1.0 
2017,December,B Property and deception offences,B10 Arson,B19 Other fire related offences, 463 , 7.3 
2017,December,B Property and deception offences,B20 Property damage,B21 Criminal damage," 32,778 ", 520.1 
2017,December,B Property and deception offences,B20 Property damage,B22 Graffiti," 2,781 ", 44.1 
2017,December,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 293 , 4.6 
2017,December,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary," 3,078 ", 48.8 
2017,December,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 117 , 1.9 
2017,December,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 2 , 0.0 
2017,December,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary," 27,126 ", 430.4 
2017,December,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary," 13,428 ", 213.1 
2017,December,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 81 , 1.3 
2017,December,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 13,937 ", 221.1 
2017,December,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 49,103 ", 779.1 
2017,December,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 17,880 ", 283.7 
2017,December,B Property and deception offences,B40 Theft,B44 Theft of a bicycle," 5,873 ", 93.2 
2017,December,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods," 7,407 ", 117.5 
2017,December,B Property and deception offences,B40 Theft,B46 Fare evasion, 71 , 1.1 
2017,December,B Property and deception offences,B40 Theft,B49 Other theft," 35,467 ", 562.7 
2017,December,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting," 2,048 ", 32.5 
2017,December,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception," 17,359 ", 275.4 
2017,December,B Property and deception offences,B50 Deception,B54 State false information, 819 , 13.0 
2017,December,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 4 , 0.1 
2017,December,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 76 , 1.2 
2017,December,B Property and deception offences,B50 Deception,B59 Other deception offences, 88 , 1.4 
2017,December,B Property and deception offences,B60 Bribery,B61 Bribery of officials, 4 , 0.1 
2017,December,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 21 , 0.3 
2017,December,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking," 2,729 ", 43.3 
2017,December,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 747 , 11.9 
2017,December,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 239 , 3.8 
2017,December,C Drug offences,C30 Drug use and possession,C31 Drug use, 522 , 8.3 
2017,December,C Drug offences,C30 Drug use and possession,C32 Drug possession," 10,268 ", 162.9 
2017,December,C Drug offences,C90 Other drug offences,C99 Other drug offences, 11 , 0.2 
2017,December,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences," 1,947 ", 30.9 
2017,December,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences," 6,578 ", 104.4 
2017,December,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 176 , 2.8 
2017,December,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 383 , 6.1 
2017,December,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public," 8,062 ", 127.9 
2017,December,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct," 3,137 ", 49.8 
2017,December,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 732 , 11.6 
2017,December,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 505 , 8.0 
2017,December,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 218 , 3.5 
2017,December,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 33 , 0.5 
2017,December,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 197 , 3.1 
2017,December,D Public order and security offences,D30 Public nuisance offences,D33 Begging, 150 , 2.4 
2017,December,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space," 1,450 ", 23.0 
2017,December,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 114 , 1.8 
2017,December,D Public order and security offences,D40 Public security offences,D41 Immigration offences, 1 , 0.0 
2017,December,D Public order and security offences,D40 Public security offences,D43 Hacking, 28 , 0.4 
2017,December,D Public order and security offences,D40 Public security offences,D44 Terrorism offences, 17 , 0.3 
2017,December,D Public order and security offences,D40 Public security offences,D49 Other public security offences, 6 , 0.1 
2017,December,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 91 , 1.4 
2017,December,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer," 5,104 ", 81.0 
2017,December,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 555 , 8.8 
2017,December,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 610 , 9.7 
2017,December,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 981 , 15.6 
2017,December,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 18,679 ", 296.4 
2017,December,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order," 2,038 ", 32.3 
2017,December,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions," 16,188 ", 256.8 
2017,December,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 894 , 14.2 
2017,December,F Other offences,F10 Regulatory driving offences,F11 Drink driving, 2 , 0.0 
2017,December,F Other offences,F10 Regulatory driving offences,F15 Licensing offences, 2 , 0.0 
2017,December,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences, 4 , 0.1 
2017,December,F Other offences,F20 Transport regulation offences,F21 Public transport, 159 , 2.5 
2017,December,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences, 5 , 0.1 
2017,December,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 53 , 0.8 
2017,December,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 12 , 0.2 
2017,December,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 72 , 1.1 
2017,December,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 16 , 0.3 
2017,December,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 33 , 0.5 
2017,December,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 73 , 1.2 
2017,December,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 12 , 0.2 
2017,December,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 27 , 0.4 
2017,December,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 27 , 0.4 
2017,December,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 35 , 0.6 
2017,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 22 , 0.3 
2017,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 121 , 1.9 
2017,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 13 , 0.2 
2017,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 24 , 0.4 
2016,December,A Crimes against the person,A10 Homicide and related offences,A11 Murder, 64 , 1.0 
2016,December,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder, 45 , 0.7 
2016,December,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder, 7 , 0.1 
2016,December,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death, 62 , 1.0 
2016,December,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault," 8,658 ", 140.3 
2016,December,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault," 8,840 ", 143.2 
2016,December,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer"," 1,984 ", 32.1 
2016,December,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault," 11,535 ", 186.9 
2016,December,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault," 7,652 ", 124.0 
2016,December,A Crimes against the person,A30 Sexual offences,A31 Rape," 2,791 ", 45.2 
2016,December,A Crimes against the person,A30 Sexual offences,A32 Indecent assault," 3,319 ", 53.8 
2016,December,A Crimes against the person,A30 Sexual offences,A33 Incest, 226 , 3.7 
2016,December,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children, 560 , 9.1 
2016,December,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences, 236 , 3.8 
2016,December,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 121 , 2.0 
2016,December,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 341 , 5.5 
2016,December,A Crimes against the person,A40 Abduction and related offences,A43 Slavery and sexual servitude offences, 1 , 0.0 
2016,December,A Crimes against the person,A50 Robbery,A51 Aggravated robbery," 2,172 ", 35.2 
2016,December,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 243 , 3.9 
2016,December,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 104 , 1.7 
2016,December,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 34 , 0.6 
2016,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking," 1,159 ", 18.8 
2016,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 842 , 13.6 
2016,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 463 , 7.5 
2016,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 455 , 7.4 
2016,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour," 2,109 ", 34.2 
2016,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour," 1,745 ", 28.3 
2016,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 753 , 12.2 
2016,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 47 , 0.8 
2016,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 804 , 13.0 
2016,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people," 2,548 ", 41.3 
2016,December,B Property and deception offences,B10 Arson,B11 Cause damage by fire," 3,147 ", 51.0 
2016,December,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 79 , 1.3 
2016,December,B Property and deception offences,B10 Arson,B19 Other fire related offences, 508 , 8.2 
2016,December,B Property and deception offences,B20 Property damage,B21 Criminal damage," 34,670 ", 561.6 
2016,December,B Property and deception offences,B20 Property damage,B22 Graffiti," 2,876 ", 46.6 
2016,December,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 291 , 4.7 
2016,December,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary," 3,466 ", 56.1 
2016,December,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 140 , 2.3 
2016,December,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 9 , 0.1 
2016,December,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary," 31,781 ", 514.8 
2016,December,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary," 16,473 ", 266.8 
2016,December,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 119 , 1.9 
2016,December,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 18,947 ", 306.9 
2016,December,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 63,632 "," 1,030.8 "
2016,December,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 18,816 ", 304.8 
2016,December,B Property and deception offences,B40 Theft,B44 Theft of a bicycle," 6,426 ", 104.1 
2016,December,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods," 7,405 ", 120.0 
2016,December,B Property and deception offences,B40 Theft,B46 Fare evasion, 82 , 1.3 
2016,December,B Property and deception offences,B40 Theft,B49 Other theft," 41,125 ", 666.2 
2016,December,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting," 2,150 ", 34.8 
2016,December,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 9 , 0.1 
2016,December,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception," 17,905 ", 290.0 
2016,December,B Property and deception offences,B50 Deception,B54 State false information, 863 , 14.0 
2016,December,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 4 , 0.1 
2016,December,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 54 , 0.9 
2016,December,B Property and deception offences,B50 Deception,B59 Other deception offences, 64 , 1.0 
2016,December,B Property and deception offences,B60 Bribery,B61 Bribery of officials, 4 , 0.1 
2016,December,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 20 , 0.3 
2016,December,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking," 3,104 ", 50.3 
