,block_id,retail,business,leisure,education,healthcare,manufacture,public_service,farming,residence,non_residential
215,68,3,14,22,2,1,0,10,0,0,52
216,76,36,12,55,2,12,1,24,0,0,142
217,82,1,44,13,13,2,3,19,0,0,95
218,85,134,33,104,0,9,4,43,0,0,327
219,88,0,1,1,0,1,0,0,0,0,3
220,92,0,0,3,0,0,0,0,0,0,3
221,96,0,4,13,23,1,0,1,0,0,42
222,98,0,0,0,0,0,0,1,0,0,1
223,101,0,0,2,2,1,3,6,0,0,14
224,103,2,5,11,2,1,0,8,0,0,29
225,105,5,3,13,4,0,0,1,0,0,26
226,201,0,1,1,0,0,0,0,0,0,2
227,204,0,0,4,2,1,0,1,0,0,8
228,206,13,12,12,0,0,0,5,0,0,42
229,211,0,0,0,0,0,0,1,0,0,1
230,224,3,4,3,0,4,6,2,0,0,22
231,235,0,0,0,0,0,0,0,0,0,0
232,236,1,0,0,0,1,0,0,0,0,2
233,237,0,0,1,0,0,0,1,0,0,2
234,240,1,2,5,11,0,0,0,0,0,19
235,242,0,2,4,13,0,0,0,0,0,19
236,244,0,0,1,0,0,0,0,0,0,1
237,246,2,4,21,2,2,0,1,0,0,32
238,247,3,10,11,2,4,3,7,0,0,40
239,250,0,1,3,0,0,0,1,0,0,5
240,252,4,7,22,0,4,2,5,0,0,44
241,258,0,3,4,1,1,1,0,0,0,10
242,262,0,3,1,0,0,0,2,0,0,6
243,272,0,0,1,0,0,0,0,0,0,1
244,306,0,0,0,0,0,0,0,0,0,0
245,311,0,2,0,0,0,0,0,0,0,2
246,312,1,4,1,0,0,0,2,0,0,8
247,331,3,4,0,0,0,0,3,0,0,10
248,335,4,18,2,1,2,2,4,0,0,33
249,336,1,4,0,0,0,1,1,0,0,7
250,339,1,0,1,0,0,0,0,0,0,2
251,351,0,0,0,0,0,0,0,0,0,0
252,355,1,9,3,0,2,2,5,1,0,23
253,356,4,5,3,1,0,1,7,0,0,21
254,359,1,6,1,1,3,1,6,0,0,19
255,362,3,1,11,2,1,0,4,0,0,22
256,366,0,0,2,0,0,0,0,0,0,2
257,367,0,0,1,1,0,0,2,0,0,4
258,369,1,4,3,0,2,0,5,0,0,15
259,370,1,2,1,0,0,0,2,0,0,6
260,375,1,3,1,1,2,1,4,0,0,13
261,401,1,0,0,0,0,0,0,0,0,1
262,402,0,1,0,0,0,1,0,0,0,2
263,405,1,0,0,0,1,0,0,0,0,2
264,409,1,0,2,1,0,0,3,0,0,7
265,422,0,0,0,0,0,0,0,0,0,0
266,425,0,0,1,0,1,0,0,0,0,2
267,427,4,5,2,1,1,1,3,0,0,17
268,432,0,2,3,3,0,0,1,0,0,9
269,435,6,0,14,0,1,0,6,0,0,27
270,438,1,1,2,0,1,1,2,0,0,8
271,439,2,7,1,0,0,0,5,0,0,15
272,503,12,7,8,1,0,24,4,0,0,56
273,504,3,2,2,0,0,0,1,0,0,8
274,508,5,2,1,0,0,3,1,0,0,12
275,511,1,0,0,0,0,0,0,0,0,1
276,513,2,2,2,0,0,0,0,0,0,6
277,518,0,0,0,0,0,0,0,0,0,0
278,519,0,0,5,0,2,0,0,0,0,7
279,531,0,0,1,0,0,0,0,0,0,1
280,535,0,0,0,0,0,0,1,0,0,1
281,537,0,0,2,0,0,0,0,0,0,2
282,543,0,0,0,0,0,0,0,0,0,0
283,550,0,0,2,0,0,0,1,0,0,3
284,605,1,0,0,0,0,0,0,0,0,1
285,615,1,0,2,0,60,0,0,0,0,63
286,642,0,0,2,1,0,0,0,0,0,3
287,651,0,0,4,0,1,0,5,0,0,10
288,657,0,0,0,0,2,0,0,0,0,2
289,659,0,0,12,0,0,0,2,0,0,14
290,720,6,13,12,0,5,5,6,0,0,47
291,734,1,4,2,0,0,3,6,0,0,16
292,741,2,2,11,1,1,0,1,0,0,18
293,749,0,0,0,0,1,0,1,0,0,2
294,751,0,0,2,1,0,0,0,0,0,3
295,776,1,0,0,0,0,0,0,0,0,1
296,786,5,10,9,2,1,17,8,1,0,53
297,790,23,21,4,3,1,49,23,0,0,124
298,801,5,30,19,0,1,2,10,0,0,67
299,811,1,1,5,0,1,0,1,0,0,9
300,850,0,0,11,0,0,0,1,0,0,12
301,855,0,0,0,2,0,0,1,0,0,3
302,857,0,0,0,0,0,0,1,0,0,1
303,860,0,0,0,0,0,0,0,0,0,0
304,902,0,0,2,0,0,0,1,0,0,3
305,904,0,0,3,1,0,0,2,0,0,6
306,915,0,0,1,0,1,0,1,0,0,3
307,921,0,3,1,9,1,0,0,0,0,14
308,928,0,1,10,0,4,0,0,0,0,15
309,930,0,2,0,0,2,1,0,0,0,5
310,1007,0,1,0,0,0,0,12,0,0,13
311,1009,0,1,2,0,0,0,3,0,0,6
312,1013,0,0,0,0,0,2,2,0,0,4
313,1104,5,21,11,0,1,1,7,0,0,46
314,1109,13,73,36,6,3,7,19,1,0,158
315,2386,0,0,0,0,0,0,2,0,0,2
316,2388,0,0,0,1,2,0,3,0,0,6
317,2389,0,0,0,0,1,0,1,0,0,2
318,2390,6,7,2,1,0,2,6,0,0,24
319,2391,0,0,0,0,0,0,1,0,0,1
320,2501,0,0,4,0,0,0,0,0,0,4
321,2509,0,0,1,0,0,0,0,0,0,1
322,2515,0,2,1,0,0,0,4,0,0,7
323,2516,0,0,0,0,0,0,0,0,0,0
324,2517,0,0,0,0,0,0,0,0,0,0
325,2520,0,0,1,2,0,0,1,0,0,4
326,2524,8,3,9,0,1,2,9,0,0,32
327,2528,0,1,0,0,0,0,0,0,0,1
328,2530,0,0,2,0,1,0,0,0,0,3
329,2536,0,0,0,0,0,0,0,0,0,0
330,2537,0,0,0,0,0,0,0,0,0,0
331,2539,1,0,1,0,0,0,0,0,0,2
332,2541,0,0,0,0,1,0,1,0,0,2
333,2546,0,0,2,0,0,1,3,0,0,6
334,2548,0,0,1,0,0,0,0,0,0,1
335,12,4,15,24,12,1,0,10,0,0,66
336,18,3,26,12,1,0,3,10,0,0,55
337,38,13,72,21,4,61,9,22,0,0,202
338,64,15,41,46,7,5,2,20,0,0,136
339,86,1,1,4,0,0,0,7,0,0,13
340,95,4,8,22,8,5,1,5,0,0,53
341,104,2,6,25,3,0,0,9,0,0,45
342,107,0,0,2,0,0,0,1,0,0,3
343,116,0,0,2,0,1,0,0,0,0,3
344,212,1,0,12,0,1,0,1,0,0,15
345,218,7,16,18,2,4,5,15,0,0,67
346,221,0,0,0,0,0,0,0,0,0,0
347,223,2,4,4,0,3,0,2,0,0,15
348,233,0,0,1,0,0,1,2,0,0,4
349,239,1,6,3,3,17,0,2,0,0,32
350,251,1,8,1,0,7,1,5,0,0,23
351,254,3,10,11,1,4,0,8,0,0,37
352,315,1,0,6,0,0,0,1,0,0,8
353,325,0,0,0,0,0,0,0,0,0,0
354,327,1,0,2,0,1,0,0,0,0,4
355,330,0,0,1,0,0,0,1,0,0,2
356,340,0,1,0,0,1,0,3,0,0,5
357,345,6,7,19,1,4,0,14,0,0,51
358,346,8,3,3,0,2,1,3,0,0,20
359,360,2,0,3,2,0,1,2,0,0,10
360,365,0,5,2,0,0,1,0,0,0,8
361,373,0,0,1,0,0,0,1,0,0,2
362,376,3,5,18,0,5,0,9,0,0,40
363,403,1,2,0,0,0,1,2,0,0,6
364,407,0,1,0,0,0,0,0,0,0,1
365,408,0,0,1,0,0,0,0,0,0,1
366,418,1,2,0,0,0,0,2,0,0,5
367,426,1,5,0,0,1,0,4,0,0,11
368,430,2,1,4,0,1,2,0,0,0,10
369,433,0,0,1,0,0,0,0,0,0,1
370,441,3,0,2,0,0,0,0,0,0,5
371,445,0,0,0,0,0,0,1,0,0,1
372,507,0,2,1,0,0,4,3,0,0,10
373,515,0,0,0,0,0,0,0,0,0,0
374,532,0,0,0,0,0,0,0,0,0,0
375,533,0,0,0,0,0,0,0,0,0,0
376,551,0,0,0,0,0,0,0,0,0,0
377,552,0,0,0,0,0,0,0,0,0,0
378,554,0,0,8,0,0,0,0,0,0,8
379,557,0,0,0,0,0,0,0,0,0,0
380,561,0,0,1,0,0,0,0,0,0,1
381,568,0,0,0,0,0,0,0,0,0,0
382,603,2,0,1,0,0,0,0,0,0,3
383,610,0,0,1,0,0,0,0,0,0,1
384,616,0,0,2,0,0,0,0,0,0,2
385,649,1,1,3,0,0,0,5,0,0,10
386,740,2,0,2,0,0,1,1,0,0,6
387,742,0,0,2,0,0,0,3,0,0,5
388,747,0,5,3,0,0,0,0,0,0,8
389,775,2,7,0,0,1,9,5,0,0,24
390,783,1,0,0,0,0,2,2,0,0,5
391,802,11,18,18,0,3,6,9,2,0,67
392,814,0,0,5,0,1,0,2,0,0,8
393,851,0,0,2,0,0,0,0,0,0,2
394,864,0,0,0,1,0,0,3,0,0,4
395,867,0,0,0,1,0,0,1,0,0,2
396,868,0,0,0,2,0,0,1,0,0,3
397,1004,1,0,1,0,0,1,5,0,0,8
398,1101,79,12,47,0,3,1,27,1,0,170
399,1102,2,16,7,4,1,5,7,0,0,42
400,1103,5,18,36,1,3,2,9,0,0,74
401,1105,5,46,52,4,5,3,26,1,0,142
402,2384,1,6,4,0,2,3,4,0,0,20
403,2387,5,3,0,1,0,1,2,0,0,12
404,2392,3,0,4,0,1,0,4,0,0,12
405,2507,0,0,0,0,0,0,0,0,0,0
406,2510,0,0,2,0,1,0,0,0,0,3
407,2519,0,0,0,0,0,0,0,0,0,0
408,2521,0,0,0,0,0,0,1,0,0,1
409,2522,0,0,0,0,0,0,0,0,0,0
410,2525,0,0,0,0,0,0,0,0,0,0
411,2529,0,0,0,0,0,0,0,0,0,0
412,2533,1,1,2,1,1,1,8,0,0,15
413,2538,1,3,0,1,1,3,2,0,0,11
414,2544,2,0,0,0,0,0,1,0,0,3
415,1,1,7,7,0,0,0,6,0,0,21
416,14,18,80,31,9,5,6,46,2,0,197
417,22,5,121,22,1,2,13,30,0,0,194
418,47,15,5,27,0,1,1,22,0,0,71
419,51,3,13,16,3,2,3,6,0,0,46
420,53,5,109,25,6,8,6,32,0,0,191
421,54,25,43,37,16,4,3,33,1,0,162
422,56,33,11,56,8,1,4,30,0,0,143
423,77,2,10,14,7,3,2,10,1,0,49
424,97,2,10,7,7,2,1,5,0,0,34
425,113,108,1,30,0,1,4,21,0,0,165
426,209,0,0,0,0,0,0,1,0,0,1
427,225,1,2,5,0,0,0,1,0,0,9
428,232,0,0,2,1,0,1,0,0,0,4
429,241,0,0,1,0,0,0,1,0,0,2
430,248,0,2,5,1,1,0,3,0,0,12
431,249,0,0,2,0,0,0,0,0,0,2
432,264,3,2,5,1,1,1,0,0,0,13
433,301,1,1,0,0,0,0,1,0,0,3
434,326,2,0,4,0,0,0,2,0,0,8
435,334,1,5,1,0,0,2,1,0,0,10
436,350,0,0,0,0,0,0,0,0,0,0
437,352,0,0,0,0,0,0,1,0,0,1
438,354,12,11,14,3,4,0,11,0,0,55
439,363,2,0,0,0,0,0,0,0,0,2
440,364,1,3,3,0,0,0,4,0,0,11
441,379,0,0,0,1,0,0,0,0,0,1
442,380,0,0,2,0,0,0,0,0,0,2
443,415,0,1,1,0,0,0,0,0,0,2
444,436,0,0,0,0,0,0,0,0,0,0
445,444,2,4,1,1,1,0,3,0,0,12
446,510,0,0,0,0,0,0,0,0,0,0
447,524,0,2,6,0,3,0,2,0,0,13
448,526,0,0,0,0,0,0,1,0,0,1
449,527,0,0,1,0,0,0,0,0,0,1
450,534,0,0,1,0,0,0,0,0,0,1
451,541,0,0,0,0,0,0,0,0,0,0
452,544,0,0,0,0,0,0,0,0,0,0
453,558,0,0,2,0,0,0,1,0,0,3
454,559,3,0,1,0,0,0,1,0,0,5
455,565,0,0,0,0,0,0,0,0,0,0
456,602,0,1,0,0,0,0,0,0,0,1
457,613,2,4,11,0,14,0,4,0,0,35
458,617,1,0,1,0,1,0,1,0,0,4
459,618,0,5,4,2,4,0,0,0,0,15
460,620,1,1,1,3,37,0,2,0,0,45
461,646,0,12,3,1,25,0,10,0,0,51
462,655,1,1,4,0,0,0,1,0,0,7
463,660,1,1,14,0,2,0,2,0,0,20
464,760,3,14,3,1,44,4,12,0,0,81
465,777,0,1,0,0,0,1,0,0,0,2
466,849,0,0,1,0,0,0,0,0,0,1
467,870,2,4,5,1,3,0,1,0,0,16
468,903,0,0,2,1,0,0,1,0,0,4
469,916,0,0,0,1,0,0,0,0,0,1
470,918,0,0,0,0,0,0,0,0,0,0
471,919,1,0,3,1,1,0,1,0,0,7
472,920,5,3,7,0,54,0,4,0,0,73
473,1005,1,1,3,0,0,2,6,0,0,13
474,2503,0,0,1,0,0,0,0,0,0,1
475,2508,0,0,0,0,0,0,0,0,0,0
476,2527,0,0,1,0,0,0,0,0,0,1
477,2545,0,0,0,0,0,1,2,0,0,3
478,16,7,10,18,1,1,0,5,0,0,42
479,71,0,1,9,0,0,0,2,0,0,12
480,87,2,7,15,5,0,6,5,0,0,40
481,216,6,2,4,0,0,1,7,0,0,20
482,226,0,0,7,0,0,0,0,0,0,7
483,227,0,1,1,0,0,0,0,0,0,2
484,238,0,0,0,0,0,0,0,0,0,0
485,257,3,1,14,2,2,0,3,0,0,25
486,263,1,6,6,2,2,0,17,0,0,34
487,269,0,0,1,0,0,0,0,0,0,1
488,316,0,0,1,0,0,0,0,0,0,1
489,317,0,0,0,0,1,1,0,0,0,2
490,323,1,0,0,0,0,2,3,0,0,6
491,329,0,1,0,1,0,0,1,0,0,3
492,344,0,0,2,0,0,0,1,0,0,3
493,372,0,0,0,0,0,0,0,0,0,0
494,411,0,0,0,0,0,0,0,0,0,0
495,412,0,1,0,1,0,0,1,0,0,3
496,414,0,9,2,2,0,0,3,0,0,16
497,514,0,0,1,0,0,0,0,0,0,1
498,528,0,0,2,0,0,0,0,0,0,2
499,536,0,0,0,0,0,0,0,0,0,0
500,562,0,1,1,0,0,0,0,0,0,2
501,564,0,0,0,0,0,0,0,0,0,0
502,604,0,0,0,0,0,0,1,0,0,1
503,621,3,10,3,4,9,0,6,0,0,35
504,654,0,0,0,0,0,0,1,0,0,1
505,737,0,2,0,1,0,0,2,0,0,5
506,743,0,0,1,0,0,0,0,0,0,1
507,745,0,0,2,1,0,0,1,0,0,4
508,748,2,11,5,1,3,3,6,0,0,31
509,759,1,15,2,0,0,3,8,0,0,29
510,771,0,0,0,0,0,0,0,0,0,0
511,780,0,0,0,0,0,1,1,0,0,2
512,807,0,0,4,0,0,1,0,0,0,5
513,906,2,13,3,1,1,1,6,0,0,27
514,911,0,0,0,0,1,0,0,0,0,1
515,914,0,0,1,0,1,0,1,0,0,3
516,1001,0,0,1,0,0,0,7,0,0,8
517,2382,1,0,1,0,0,1,1,0,0,4
518,2504,0,0,0,0,0,0,0,0,0,0
519,2505,0,0,0,0,0,0,0,0,0,0
520,2532,0,1,0,0,0,0,1,0,0,2
521,2534,1,1,0,0,2,1,0,0,0,5
522,27,22,88,16,1,5,11,13,3,0,159
523,91,7,14,7,2,3,1,9,0,0,43
524,93,4,18,12,5,1,0,7,0,0,47
525,208,0,1,2,0,0,0,0,0,0,3
526,245,4,13,13,2,1,1,3,0,0,37
527,261,6,2,1,1,0,0,4,0,0,14
528,266,0,2,9,21,1,1,0,0,0,34
529,309,1,5,2,0,0,2,8,0,0,18
530,320,0,0,1,0,0,0,0,0,0,1
531,332,0,2,1,0,0,5,3,0,0,11
532,341,2,1,0,0,0,1,1,0,0,5
533,353,1,0,4,0,7,1,1,0,0,14
534,419,0,7,2,0,1,1,4,0,0,15
535,505,1,2,7,0,0,3,3,0,0,16
536,545,0,0,0,0,0,0,0,0,0,0
537,548,0,0,0,0,0,0,0,0,0,0
538,549,0,0,2,0,0,0,0,0,0,2
539,567,0,0,0,0,0,0,0,0,0,0
540,608,0,1,0,0,0,0,1,0,0,2
541,656,1,16,6,0,3,2,3,1,0,32
542,658,0,0,10,0,0,0,3,0,0,13
543,661,0,0,2,0,0,0,0,0,0,2
544,732,1,1,3,0,0,0,1,0,0,6
545,744,0,4,2,0,0,1,3,0,0,10
546,774,1,1,1,0,0,2,1,0,0,6
547,787,3,3,2,0,0,7,1,0,0,16
548,792,0,0,0,0,0,0,0,0,0,0
549,793,0,0,0,0,0,0,2,0,0,2
550,803,17,1,42,0,0,0,2,0,0,62
551,856,0,0,0,0,0,0,0,0,0,0
552,907,0,0,1,0,0,0,0,0,0,1
553,908,0,1,1,0,0,0,0,0,0,2
554,925,0,0,1,0,0,0,0,0,0,1
555,926,0,0,0,0,0,0,0,0,0,0
556,931,8,3,37,1,15,0,9,0,0,73
557,2383,2,1,0,1,1,1,4,0,0,10
558,2511,0,0,3,0,0,0,0,0,0,3
559,2540,4,13,1,1,1,6,4,0,0,30
560,2543,0,0,0,0,0,0,0,0,0,0
561,319,3,1,3,0,0,0,4,0,0,11
562,546,0,0,0,0,0,0,0,0,0,0
563,643,0,0,1,0,0,0,0,0,0,1
564,644,0,12,7,2,32,2,14,0,0,69
565,736,2,0,4,0,1,0,4,0,0,11
566,781,14,25,5,0,2,20,16,0,0,82
567,923,0,0,0,0,0,0,0,0,0,0
568,37,15,85,19,0,4,3,21,1,0,148
569,84,4,17,20,2,0,1,11,0,0,55
570,274,1,0,9,0,0,0,1,0,0,11
571,303,0,0,1,1,3,0,0,0,0,5
572,342,0,3,1,0,0,4,0,0,0,8
573,377,1,12,6,1,31,1,7,0,0,59
574,378,1,2,6,0,3,0,2,0,0,14
575,442,0,2,1,1,0,0,0,0,0,4
