Geo Point,Geo Shape,total
"-37.79569215487836, 144.94879046879453","{""coordinates"": [[[[144.95053294197783, -37.796963577052324], [144.95004109455178, -37.79735085053942], [144.94982306120156, -37.797175739690076], [144.94979837733874, -37.79715600575592], [144.94936654496107, -37.7968115258087], [144.949342139171, -37.79679265364116], [144.947371769923, -37.79522000522865], [144.9473458993465, -37.795198700870856], [144.9471296472931, -37.79502531961648], [144.9471075141022, -37.79500684696661], [144.94705921001298, -37.794966848488194], [144.9471631567177, -37.79438234283689], [144.94716765741296, -37.79435514257205], [144.94721855660185, -37.79407204008959], [144.94721956249316, -37.79406644498441], [144.94722074555673, -37.794062266633716], [144.94722274541488, -37.794058289009705], [144.94722551186314, -37.79405461196644], [144.94722897545276, -37.7940513278122], [144.94737964102816, -37.79392953277634], [144.94956593753216, -37.7956728306522], [144.9495910264102, -37.795692868171706], [144.9498878902508, -37.79593092858565], [144.95025769204395, -37.79622747629476], [144.95028165478183, -37.796246304290754], [144.95061416260543, -37.796510974902006], [144.95053294197783, -37.796963577052324]]]], ""type"": ""MultiPolygon""}",4599.17415056
"-37.794390639887496, 144.9460085292014","{""coordinates"": [[[[144.94688772456658, -37.794032851175906], [144.94672893010477, -37.7949275479548], [144.9465198465915, -37.79490626581788], [144.94648448851223, -37.794902368887996], [144.94581375231297, -37.79482878145903], [144.94577951346707, -37.79482466502896], [144.94512924787747, -37.79475048893883], [144.94529074452157, -37.79385027836385], [144.94664257662282, -37.79400288966484], [144.9466831414585, -37.79400861659415], [144.94688772456658, -37.794032851175906]]]], ""type"": ""MultiPolygon""}",504.904255898
"-37.794109687656075, 144.94350999750395","{""coordinates"": [[[[144.94495865147073, -37.793811463970215], [144.9447999600699, -37.79471316488525], [144.94455910906512, -37.794686737900584], [144.9445285173439, -37.79468337416204], [144.94435660018056, -37.79466450284429], [144.9443168847863, -37.7946598718001], [144.94346098511508, -37.79456387479414], [144.94344157848818, -37.794561778607424], [144.9434221718655, -37.79455968230497], [144.94310391903446, -37.79452295175504], [144.94308305426776, -37.7945210192888], [144.94276599718856, -37.794486228217195], [144.9427547435931, -37.794485034706426], [144.94273303595443, -37.79448273250385], [144.94229385609705, -37.79443310896186], [144.94227411826526, -37.79443115943282], [144.9420628435251, -37.794410291391735], [144.94221855385558, -37.793507218593795], [144.94242417062713, -37.79352868149412], [144.94244565948668, -37.793531030619434], [144.9430032438493, -37.79359257167105], [144.94303825116722, -37.79359721148812], [144.94427556423324, -37.79373586184244], [144.94447334161188, -37.79375868253719], [144.94451259287288, -37.79376295148601], [144.94495865147073, -37.793811463970215]]]], ""type"": ""MultiPolygon""}",485.118956756
"-37.793798087103326, 144.91785216826352","{""coordinates"": [[[[144.91828282395247, -37.79342139821376], [144.91842942692122, -37.79358187414568], [144.91847538696743, -37.793555433806425], [144.91857534393412, -37.79366484901409], [144.9185853396472, -37.79367579051929], [144.91862865443204, -37.793723203887176], [144.91863865016057, -37.79373414538825], [144.9187885865745, -37.79389826803798], [144.91878479438745, -37.79391714174712], [144.91838493985114, -37.79414717355534], [144.91796881259856, -37.79438656400032], [144.91790779615528, -37.79439813500587], [144.91744800421827, -37.794339954178994], [144.91734149178438, -37.79432647611085], [144.9171116493264, -37.794297391510575], [144.9170833776567, -37.79426644380502], [144.91712625139846, -37.79405309118201], [144.91714323632945, -37.79396856865598], [144.9172363805701, -37.79350504877717], [144.91726844829094, -37.793461663375616], [144.91796821376573, -37.79302326905575], [144.91799157577927, -37.79302583666397], [144.9183287839493, -37.793394957817064], [144.91828282395247, -37.79342139821376]]]], ""type"": ""MultiPolygon""}",278.761412533
"-37.79443594273388, 144.95479444099138","{""coordinates"": [[[[144.95544010033456, -37.7944016393026], [144.9546968063235, -37.79523406512488], [144.95435520354474, -37.795046696325684], [144.95432574241855, -37.79502262543941], [144.95417947157546, -37.7948629553086], [144.95414872455402, -37.79484071272065], [144.95385447550677, -37.79460542009849], [144.95506941971752, -37.79364654574036], [144.95536645590505, -37.79388077079213], [144.95539574182953, -37.79390416486123], [144.9554248802292, -37.79393294664236], [144.95545655122265, -37.79395429452606], [144.95571090224672, -37.79409835766196], [144.95544010033456, -37.7944016393026]]]], ""type"": ""MultiPolygon""}",180.933971006
"-37.79401478363519, 144.92539309834473","{""coordinates"": [[[[144.926260765685, -37.793897968341966], [144.9243096333593, -37.79502358076252], [144.9240798848954, -37.7947861268659], [144.92405957922696, -37.79476545648942], [144.92383122773685, -37.79452845941782], [144.92613365250398, -37.79320734886734], [144.92615947541447, -37.79319032973504], [144.92648574512464, -37.793004626637625], [144.92695459774652, -37.79349636319345], [144.92663270064853, -37.79368213350936], [144.92660451210668, -37.793700489889964], [144.926260765685, -37.793897968341966]]]], ""type"": ""MultiPolygon""}",232.019883536
"-37.79403163624044, 144.9659392079534","{""coordinates"": [[[[144.96623036204474, -37.79506712835444], [144.9661910393749, -37.79507351924636], [144.96526733203407, -37.793908430158154], [144.965325973918, -37.793568693613665], [144.96533132046773, -37.79353771920088], [144.96533159784067, -37.79353611245239], [144.9657722961311, -37.793389242746436], [144.9660230861659, -37.79341747747738], [144.96650600124661, -37.793471844066794], [144.9664670708939, -37.79369716122259], [144.9664447270799, -37.79382647994329], [144.96636790597813, -37.79427109115445], [144.96623036204474, -37.79506712835444]]]], ""type"": ""MultiPolygon""}",591.818115197
"-37.79278715255574, 144.94111436033234","{""coordinates"": [[[[144.9414400917762, -37.79273908803311], [144.94141085694835, -37.79290414269257], [144.94078872752033, -37.792835237011374], [144.94081776188924, -37.79267016020368], [144.9414400917762, -37.79273908803311]]]], ""type"": ""MultiPolygon""}",65.1296200121
"-37.794179783973085, 144.9240129390504","{""coordinates"": [[[[144.92365428618362, -37.79446245705593], [144.92375973783749, -37.79457185375516], [144.92481456655494, -37.79566612169396], [144.92455192778533, -37.7958174017681], [144.92446992581364, -37.79586463476915], [144.9244331723515, -37.79588580462732], [144.9244118898143, -37.7958980632951], [144.92382347876597, -37.796236982677144], [144.9237996991248, -37.796233980231094], [144.92355500569218, -37.795966175858084], [144.9235016892431, -37.795907823518036], [144.92335506933478, -37.79574735426949], [144.9233588606192, -37.79572848050226], [144.92393583794745, -37.795396519737295], [144.92409245528123, -37.79556792924107], [144.92409613212325, -37.795565813892246], [144.9241409845609, -37.79561234320572], [144.92415936836053, -37.79560176599491], [144.92423872280972, -37.79568408701983], [144.92428213495845, -37.79565910986648], [144.9244503961424, -37.79556230023304], [144.92440707607898, -37.79551488921033], [144.9243060572718, -37.795573010702036], [144.92428227258407, -37.79557000263422], [144.92405900912308, -37.795325653115135], [144.92396570548158, -37.795223536814035], [144.92390071899757, -37.79526092679501], [144.92387682013916, -37.795274677096245], [144.9236194469925, -37.795422756048495], [144.92315293371453, -37.794912172084494], [144.92341030578322, -37.79476409411293], [144.92344373477837, -37.794760774504674], [144.92348693641267, -37.79473591851331], [144.92348027201902, -37.79472862440083], [144.92347145579438, -37.79471707976464], [144.92346514630384, -37.794704543639014], [144.92346151459142, -37.79469135586817], [144.9234606591084, -37.79467787396206], [144.9234626030446, -37.79466446340389], [144.92346473461345, -37.79465838071822], [144.9234679821799, -37.794652617134304], [144.92347227355054, -37.79464730077628], [144.9234775133283, -37.79464254982643], [144.92348358503315, -37.79463846989787], [144.9235377248264, -37.79460732044901], [144.9234944060339, -37.794559909119265], [144.92275179530884, -37.794987166072076], [144.92270660913255, -37.795010434049246], [144.92265864305887, -37.79502988494593], [144.92260840733826, -37.79504531184816], [144.92254900694257, -37.795057789937246], [144.92248817079494, -37.79506464551941], [144.92242674101752, -37.795065783696806], [144.9223655679503, -37.795061188714705], [144.9223046421329, -37.7950507347913], [144.9222457198134, -37.795034595299846], [144.9221896403481, -37.79501300015048], [144.92213720259477, -37.7949862569696], [144.92206993695305, -37.79495106198515], [144.92199873223396, -37.79492114177943], [144.92192424327237, -37.79489677151162], [144.9218471551041, -37.79487817530079], [144.92176817666666, -37.794865524165004], [144.9216880342794, -37.79485893444896], [144.9216074649653, -37.79485846675383], [144.92152720967286, -37.79486412538013], [144.92144800646264, -37.79487585828821], [144.9214101983564, -37.79483447667646], [144.92192311908056, -37.79454154226516], [144.92200208785187, -37.79449644206632], [144.92205358982278, -37.794464901049025], [144.92313120831102, -37.793848338559734], [144.92315294241277, -37.79383590311323], [144.92332407581455, -37.7937379866646], [144.92335206046616, -37.79372180021262], [144.92409109188483, -37.79329494978646], [144.92411349127838, -37.79328201221616], [144.92432894633427, -37.79315756737687], [144.9253361031028, -37.79257583274165], [144.92536660308846, -37.79255821556356], [144.92578182193984, -37.79231837909286], [144.92582974031856, -37.792323810024484], [144.92638000745802, -37.79290015007264], [144.926056076134, -37.79308642383918], [144.92602423531508, -37.793100570254865], [144.9252396280158, -37.793557912723976], [144.92445491268757, -37.79400571226061], [144.92442548164271, -37.79402184836385], [144.92365428618362, -37.79446245705593]]]], ""type"": ""MultiPolygon""}",558.523027792
"-37.79327716138275, 144.94600160411852","{""coordinates"": [[[[144.9469658111446, -37.793602975740356], [144.94678613882598, -37.79374425758839], [144.94647708972482, -37.7937098514012], [144.94534114681832, -37.79358338080368], [144.94541075876495, -37.79317586278838], [144.94541559162002, -37.79314757075461], [144.94549274741365, -37.79270486874421], [144.9455252809414, -37.79267794951633], [144.94566105288598, -37.79256560757615], [144.9466786466343, -37.7933746648188], [144.9469658111446, -37.793602975740356]]]], ""type"": ""MultiPolygon""}",525.279098196
"-37.792564091898534, 144.94115371467356","{""coordinates"": [[[[144.94147880108827, -37.7925205409407], [144.9414511553249, -37.792676625266964], [144.94082874952693, -37.792607689077364], [144.94085621438464, -37.79245153528601], [144.94147880108827, -37.7925205409407]]]], ""type"": ""MultiPolygon""}",64.7387720082
"-37.793149445311414, 144.9741042311434","{""coordinates"": [[[[144.97481544737164, -37.79309321690156], [144.97480266283452, -37.793171799078166], [144.97439663849298, -37.793126167179274], [144.97375962740736, -37.793405311170176], [144.97372724163827, -37.793357876718105], [144.97379181597285, -37.79298245370669], [144.9738740963214, -37.792991357194], [144.97426646282327, -37.79303381450947], [144.97481544737164, -37.79309321690156]]]], ""type"": ""MultiPolygon""}",0.0
"-37.79319297009237, 144.95748776196388","{""coordinates"": [[[[144.95803059644754, -37.7930166782283], [144.95795643077727, -37.79360467340364], [144.95758423138616, -37.793575707121825], [144.95753917270702, -37.79357270867101], [144.95716473582144, -37.79354343630072], [144.95693812146405, -37.79352571955287], [144.95666127036313, -37.79350407486043], [144.95695061875776, -37.79317958637059], [144.95697758766727, -37.79314835968521], [144.9571453426282, -37.79295911844131], [144.9571929611296, -37.79291060938223], [144.9572459218631, -37.79286572329458], [144.95730378923287, -37.7928248293538], [144.9573660872899, -37.79278826390053], [144.95743230364639, -37.79275632767459], [144.9575018936899, -37.79272928334146], [144.95757428506252, -37.79270735333224], [144.95764888236792, -37.792690718014214], [144.95769172991223, -37.792690329295574], [144.95774481798748, -37.79269731614528], [144.95779610213816, -37.79271025380391], [144.9578445288755, -37.7927288765042], [144.9578891034064, -37.79275280169573], [144.95792891006772, -37.79278153790274], [144.9579631311363, -37.79281449482001], [144.95799106362645, -37.79285099543862], [144.95801213373156, -37.792890289952986], [144.9580259086117, -37.79293157116318], [144.9580321052861, -37.792973991056755], [144.95803059644754, -37.7930166782283]]]], ""type"": ""MultiPolygon""}",211.0923939
"-37.79369295659708, 144.93981001454608","{""coordinates"": [[[[144.94038557753342, -37.7939225563476], [144.9403126735383, -37.794332957915124], [144.940299846305, -37.79434062167303], [144.93951714795858, -37.79425306441504], [144.93950924274392, -37.79425273297886], [144.9395013850999, -37.794253495891475], [144.93949381377575, -37.79425532997214], [144.93948675882123, -37.7942581794936], [144.93948043459667, -37.79426195787497], [144.93947503325958, -37.794266550312585], [144.93947071892634, -37.79427181726817], [144.93946762268553, -37.79427759870859], [144.93946583861467, -37.7942837189684], [144.93934935368497, -37.79493939861923], [144.9393489155908, -37.79494504297928], [144.93934959559869, -37.794950672231224], [144.9393513769645, -37.79495614776415], [144.93935421582563, -37.79496133475225], [144.93935804227996, -37.79496610547459], [144.93936276210758, -37.79497034246008], [144.9393682590907, -37.79497394137993], [144.9393743978754, -37.7949768136167], [144.93938102730425, -37.794978888446344], [144.93938798413848, -37.794980114779584], [144.93999504463662, -37.79504802481422], [144.94000470234832, -37.79505820388972], [144.93993579210814, -37.795446104258374], [144.93992296648833, -37.79545375763595], [144.9389862179392, -37.79534808251118], [144.9392730084092, -37.793817956460636], [144.93927835328822, -37.79378943902554], [144.93931154033913, -37.7936103498392], [144.93955447058704, -37.79230611930727], [144.94063078965894, -37.792425779430395], [144.9403677134294, -37.79391145663115], [144.94037592023628, -37.793912375732994], [144.94038557753342, -37.7939225563476]]]], ""type"": ""MultiPolygon""}",982.381088291
