Geo Point,Suburb,Latitude,Longitude,Geo Shape,total_2011,p_com_2011,p_res_2026,p_com_2026,total_2026,p_com_2021,property_id,p_res_2011,total_2016,total_2021,p_res_2021,floor_area,p_res_2016,p_com_2016
"-37.801593167860936, 144.94605271034263",West Melbourne,-37.801593,144.946053,"{""coordinates"": [[[[144.94626576275377, -37.80143792202118], [144.94624677275274, -37.80155953965953], [144.946205726461, -37.801554958659636], [144.94616816982864, -37.80179548514589], [144.94586413832585, -37.80176197541149], [144.9459207501691, -37.801399418052426], [144.94626576275377, -37.80143792202118]]]], ""type"": ""MultiPolygon""}",54.2072140466,0.0,307.424111651,0.0,307.424111651,0.0,100118.0,54.2072140466,236.555955307,271.519988601,271.519988601,1690.0,236.555955307,0.0
"-37.803035144848714, 144.9458123409246",West Melbourne,-37.803035,144.945812,"{""coordinates"": [[[[144.94599268004427, -37.80307910035687], [144.94562487456918, -37.80303918765787], [144.94563399631713, -37.80299072840819], [144.94600119482996, -37.803031920070616], [144.94599268004427, -37.80307910035687]]]], ""type"": ""MultiPolygon""}",3.23513203344,0.0,18.840489294,0.0,18.840489294,0.0,100123.0,3.23513203344,14.4107291838,16.5322914064,16.5322914064,139.5,14.4107291838,0.0
"-37.803082389949196, 144.9458049440453",West Melbourne,-37.803082,144.945805,"{""coordinates"": [[[[144.94599268004427, -37.80307910035687], [144.94598424440306, -37.80312584224918], [144.94561620847279, -37.80308522078225], [144.94562487456918, -37.80303918765787], [144.94599268004427, -37.80307910035687]]]], ""type"": ""MultiPolygon""}",2.560278801,0.0,14.9103227101,0.0,14.9103227101,0.0,100124.0,2.560278801,11.4046200853,13.0836198657,13.0836198657,110.4,11.4046200853,0.0
"-37.80312840322648, 144.94579598115837",West Melbourne,-37.803128,144.945796,"{""coordinates"": [[[[144.94598424440306, -37.80312584224918], [144.94597604639546, -37.803171262657145], [144.94594959652738, -37.803168719583674], [144.94560760329594, -37.80313094045831], [144.94561620847279, -37.80308522078225], [144.94598424440306, -37.80312584224918]]]], ""type"": ""MultiPolygon""}",3.6850341884,0.0,21.4606003499,0.0,21.4606003499,0.0,100125.0,3.6850341884,16.4148019162,18.8314057669,18.8314057669,158.9,16.4148019162,0.0
"-37.83321206206323, 144.98485298668717",Richmond,-37.833212,144.984853,"{""coordinates"": [[[[144.98467317910644, -37.83330231466874], [144.98471522925576, -37.8330844830202], [144.9848125754272, -37.833095592773134], [144.98503192048156, -37.83312062479915], [144.98499079128368, -37.83334043058887], [144.98467317910644, -37.83330231466874]]]], ""type"": ""MultiPolygon""}",18.4213911525,0.0,67.022302712,0.0,67.022302712,0.0,100177.0,18.4213911525,51.0342258478,59.0282640623,59.0282640623,887.49,51.0342258478,0.0
"-37.835632443796996, 144.97783036825695",Albert Park,-37.835632,144.97783,"{""coordinates"": [[[[144.9778022188365, -37.83551280685907], [144.97795923757135, -37.835532901062216], [144.97812155564893, -37.83555367363579], [144.97811044306067, -37.83560988823092], [144.97801147361255, -37.83559739146267], [144.9779746823573, -37.83577789483226], [144.97760748225875, -37.83573120480534], [144.97765615537466, -37.83549411452359], [144.9778022188365, -37.83551280685907]]]], ""type"": ""MultiPolygon""}",7.89214988043,0.0,48.9558499248,0.0,48.9558499248,0.0,100187.0,7.89214988043,37.476626912,42.5223041209,42.5223041209,724.26,37.476626912,0.0
"-37.83581734969348, 144.977778531835",Albert Park,-37.835817,144.977779,"{""coordinates"": [[[[144.97794897646943, -37.83590401252726], [144.9775818382147, -37.83585611770437], [144.97760748225875, -37.83573120480534], [144.9779746823573, -37.83577789483226], [144.97796806564284, -37.83581035776069], [144.97794897646943, -37.83590401252726]]]], ""type"": ""MultiPolygon""}",21.0263967969,0.0,92.1821036262,0.0,92.1821036262,0.0,100188.0,21.0263967969,69.164175286,80.4204636612,80.4204636612,399.5,69.164175286,0.0
"-37.81081148484658, 144.94712314112869",Docklands,-37.810811,144.947123,"{""coordinates"": [[[[144.9475872514662, -37.81089745556777], [144.9469443113197, -37.811143026866915], [144.94665267124486, -37.810764468043885], [144.94728271380097, -37.810458998611416], [144.947389956864, -37.81060691597894], [144.9475872514662, -37.81089745556777]]]], ""type"": ""MultiPolygon""}",407.727425122,407.727418,0.0,580.284096,580.284096,525.188088,100194.0,0.0,468.331951,525.188088,0.0,0.0,0.0,468.331951
"-37.81010346575258, 144.9467871535787",Docklands,-37.810103,144.946787,"{""coordinates"": [[[[144.94710505316093, -37.8102261100901], [144.94681362236275, -37.81036911790784], [144.94647693835947, -37.809992391137335], [144.9467470030574, -37.809828367477635], [144.94710505316093, -37.8102261100901]]]], ""type"": ""MultiPolygon""}",286.096268122,286.096261,0.0,316.944172,316.944172,307.195561,100195.0,0.0,297.120308,307.195561,0.0,0.0,0.0,297.120308
"-37.80852361966543, 144.9447869975889",Docklands,-37.808524,144.944787,"{""coordinates"": [[[[144.94470986889434, -37.808585164874295], [144.94481652307994, -37.8084385282394], [144.94486504002876, -37.80845991096623], [144.94476550469042, -37.80859940663185], [144.94475724075605, -37.80859565859968], [144.94474765479688, -37.808609234190584], [144.94470986889434, -37.808585164874295]]]], ""type"": ""MultiPolygon""}",5.04457639686,0.0,28.273981437,0.0,28.273981437,0.0,100210.0,5.04457639686,21.7629219508,24.8608042899,24.8608042899,135.2,21.7629219508,0.0
"-37.808502082002114, 144.94473824285683",Docklands,-37.808502,144.944738,"{""coordinates"": [[[[144.94470986889434, -37.808585164874295], [144.94469978455282, -37.808578741019744], [144.94469278800864, -37.80858970694409], [144.94466192967656, -37.80856764648865], [144.94476573386598, -37.808416142478166], [144.94481652307994, -37.8084385282394], [144.94470986889434, -37.808585164874295]]]], ""type"": ""MultiPolygon""}",4.78339302096,0.0,26.8100918655,0.0,26.8100918655,0.0,100211.0,4.78339302096,20.6361434474,23.5736324701,23.5736324701,128.2,20.6361434474,0.0
"-37.80806432416932, 144.94521677276538",Docklands,-37.808064,144.945217,"{""coordinates"": [[[[144.94515409152075, -37.80805915490988], [144.94517662254003, -37.808024767267845], [144.94528368258233, -37.80807202938443], [144.94525187392225, -37.808102321531344], [144.94515409152075, -37.80805915490988]]]], ""type"": ""MultiPolygon""}",4.10431624364,0.0,23.0039789798,0.0,23.0039789798,0.0,100237.0,4.10431624364,17.7065193386,20.2269857388,20.2269857388,110.0,17.7065193386,0.0
"-37.817915395708404, 144.9796501974433",East Melbourne,-37.817915,144.97965,"{""coordinates"": [[[[144.97987273835784, -37.81789530894643], [144.97985765611043, -37.817984167640944], [144.9794277856398, -37.81793566093933], [144.97944315520053, -37.81784649092216], [144.97987273835784, -37.81789530894643]]]], ""type"": ""MultiPolygon""}",126.473936472,126.473927,0.0,140.110793,140.110793,135.801246,100249.0,0.0,131.347302,135.801246,0.0,0.0,0.0,131.347302
"-37.831460498835554, 144.98683086836547",Richmond,-37.83146,144.986831,"{""coordinates"": [[[[144.98699284009868, -37.831431131940406], [144.98697286082668, -37.83152799035752], [144.9866688855932, -37.831489864339765], [144.9866888902331, -37.831393006411915], [144.98699284009868, -37.831431131940406]]]], ""type"": ""MultiPolygon""}",2.17339484306,0.0,14.0848827831,0.0,14.0848827831,0.0,100271.0,2.17339484306,10.7259386192,12.2312324496,12.2312324496,169.15,10.7259386192,0.0
"-37.83116423377887, 144.98689189735688",Richmond,-37.831164,144.986892,"{""coordinates"": [[[[144.98705545217746, -37.831127598398176], [144.98703213885383, -37.83124061470208], [144.98672851429706, -37.83120116651104], [144.98675196647355, -37.831087614643636], [144.98689976823624, -37.831107087739845], [144.98705545217746, -37.831127598398176]]]], ""type"": ""MultiPolygon""}",4.23499011303,0.0,27.4453287928,0.0,27.4453287928,0.0,100274.0,4.23499011303,20.900203186,23.8333681075,23.8333681075,329.6,20.900203186,0.0
"-37.83248065877313, 144.98707659196916",South Yarra,-37.832481,144.987077,"{""coordinates"": [[[[144.98693716228783, -37.83239355771342], [144.9872440079155, -37.832430435356194], [144.98721586230863, -37.83256789638518], [144.9869091116364, -37.83253072379996], [144.98693716228783, -37.83239355771342]]]], ""type"": ""MultiPolygon""}",5.41232868946,0.0,35.0752301195,0.0,35.0752301195,0.0,100289.0,5.41232868946,26.7105357646,30.4591312133,30.4591312133,421.23,26.7105357646,0.0
"-37.796323022693095, 144.9329455671401",West Melbourne,-37.796323,144.932946,"{""coordinates"": [[[[144.93311486410795, -37.79631947569107], [144.9331067491722, -37.79636427481259], [144.93277567047278, -37.79632621958127], [144.9327836068292, -37.79628196706603], [144.93311486410795, -37.79631947569107]]]], ""type"": ""MultiPolygon""}",2.19205163927,0.0,12.8852764252,0.0,12.8852764252,0.0,100292.0,2.19205163927,9.79425325642,11.2400774454,11.2400774454,82.6,9.79425325642,0.0
"-37.79623100395855, 144.93296125542022",West Melbourne,-37.796231,144.932961,"{""coordinates"": [[[[144.93313164697187, -37.796226823158975], [144.9331233938024, -37.79627238585427], [144.93279189304346, -37.79623575613191], [144.93280022600564, -37.79618929368865], [144.93313164697187, -37.796226823158975]]]], ""type"": ""MultiPolygon""}",2.68034317633,0.0,15.7556043456,0.0,15.7556043456,0.0,100294.0,2.68034317633,11.9760239576,13.743920363,13.743920363,101.0,11.9760239576,0.0
"-37.795854106427285, 144.93302470321152",Kensington,-37.795854,144.933025,"{""coordinates"": [[[[144.932851253029, -37.795861610534864], [144.93286100232814, -37.79580707229164], [144.93319615560125, -37.79584546010901], [144.93318690860022, -37.79590182847075], [144.932851253029, -37.795861610534864]]]], ""type"": ""MultiPolygon""}",2.31943204024,0.0,13.6340576218,0.0,13.6340576218,0.0,100301.0,2.31943204024,10.3634108306,11.8932538586,11.8932538586,87.4,10.3634108306,0.0
"-37.79593297506482, 144.93358342306666",Kensington,-37.795933,144.933583,"{""coordinates"": [[[[144.93374695447622, -37.79598438173481], [144.9334089603575, -37.7959461024291], [144.93341990606237, -37.795881342385854], [144.93375874593497, -37.79592023397462], [144.93374695447622, -37.79598438173481]]]], ""type"": ""MultiPolygon""}",3.23497867224,0.0,19.0159224725,0.0,19.0159224725,0.0,100307.0,3.23497867224,14.4542308954,16.5879593292,16.5879593292,121.9,14.4542308954,0.0
"-37.811509642804054, 144.9901570511078",East Melbourne,-37.81151,144.990157,"{""coordinates"": [[[[144.9901954527755, -37.811570865656826], [144.99019064685734, -37.81159938708021], [144.99017718448647, -37.811672883733266], [144.9901649100308, -37.81173989594282], [144.990070179994, -37.81172931858219], [144.9901480236927, -37.811279841028444], [144.99024396786777, -37.81129073823498], [144.9901954527755, -37.811570865656826]]]], ""type"": ""MultiPolygon""}",22.4352216969,0.0,102.988326516,0.0,102.988326516,0.0,100323.0,22.4352216969,80.1991106674,90.9985560112,90.9985560112,459.34,80.1991106674,0.0
"-37.81141011502565, 144.98944411908676",East Melbourne,-37.81141,144.989444,"{""coordinates"": [[[[144.9895166071916, -37.811208118823], [144.98944649760463, -37.811621376185094], [144.98937187790725, -37.81161264480482], [144.98944126871078, -37.81119956086147], [144.9895166071916, -37.811208118823]]]], ""type"": ""MultiPolygon""}",2.51189850313,0.0,15.123362427,0.0,15.123362427,0.0,100331.0,2.51189850313,11.6411781126,13.3438832045,13.3438832045,161.0,11.6411781126,0.0
"-37.81095380544711, 144.9852245541721",East Melbourne,-37.810954,144.985225,"{""coordinates"": [[[[144.9854618448136, -37.810763849604164], [144.9853942036871, -37.81117202785818], [144.98537770389404, -37.81118271291675], [144.98506922644845, -37.81114765710128], [144.98506408326466, -37.811174307082545], [144.9849874821823, -37.81116583551426], [144.98506224571375, -37.81071845192853], [144.9854618448136, -37.810763849604164]]]], ""type"": ""MultiPolygon""}",360.679256519,360.679251,0.0,0.0,0.0,387.146583,100333.0,0.0,373.7423,387.146583,0.0,0.0,0.0,373.7423
"-37.81090389179057, 144.98469253558608",East Melbourne,-37.810904,144.984693,"{""coordinates"": [[[[144.98483569912645, -37.81069271342187], [144.98475735968609, -37.81114038530854], [144.98455180687958, -37.81111765229799], [144.98456450778193, -37.811040235798636], [144.98456411483613, -37.8110401912235], [144.98457127807004, -37.81099582080685], [144.9845718408806, -37.810995884510575], [144.98459365745586, -37.81085885421451], [144.98462491455314, -37.81066876544435], [144.98483569912645, -37.81069271342187]]]], ""type"": ""MultiPolygon""}",186.260061519,186.260056,0.0,206.343274,206.343274,199.99654,100335.0,0.0,193.437149,199.99654,0.0,0.0,0.0,193.437149
"-37.80938019914938, 144.9774303028402",East Melbourne,-37.80938,144.97743,"{""coordinates"": [[[[144.97750759615485, -37.80916619452105], [144.97743724074374, -37.80960145837982], [144.97735225842482, -37.809592275571525], [144.97742471050125, -37.80915724333731], [144.97750759615485, -37.80916619452105]]]], ""type"": ""MultiPolygon""}",83.6274940269,83.627484,0.0,92.644495,92.644495,89.794923,100344.0,0.0,86.849872,89.794923,0.0,0.0,0.0,86.849872
"-37.80939551451624, 144.97759652286464",East Melbourne,-37.809396,144.977597,"{""coordinates"": [[[[144.97765273448846, -37.80928325769955], [144.97759619148795, -37.809618634342655], [144.97752455723503, -37.809610893895716], [144.97759464050105, -37.80917559466543], [144.9776698068437, -37.80918371204007], [144.97765273448846, -37.80928325769955]]]], ""type"": ""MultiPolygon""}",72.1062970269,72.106287,0.0,79.881042,79.881042,77.424051,100346.0,0.0,74.884734,77.424051,0.0,0.0,0.0,74.884734
"-37.8104280391746, 144.98813850644805",East Melbourne,-37.810428,144.988139,"{""coordinates"": [[[[144.9883986393821, -37.8101344468631], [144.9883655175725, -37.81034254833147], [144.98825584197357, -37.81033022906291], [144.9882453971116, -37.81039276372319], [144.98821687003786, -37.81055920368923], [144.98818020435908, -37.81078618733675], [144.9879541851143, -37.810761893103006], [144.98802902726158, -37.81030721098512], [144.9879719730526, -37.81030091736023], [144.98799388224066, -37.810166845600016], [144.98805148320685, -37.81017337204781], [144.98805633476974, -37.81014474335238], [144.9881720109709, -37.810157104044656], [144.9882285607548, -37.81016314653626], [144.98828230394182, -37.81016888962326], [144.9883442670678, -37.81015054489147], [144.9883986393821, -37.8101344468631]]]], ""type"": ""MultiPolygon""}",460.854012214,460.854003,0.0,11.013536,11.013536,494.730089,100373.0,0.0,477.609739,494.730089,0.0,0.0,0.0,477.609739
"-37.810698189175966, 144.98838192851733",East Melbourne,-37.810698,144.988382,"{""coordinates"": [[[[144.98840485327108, -37.810810336068805], [144.98832500534743, -37.81080175353153], [144.98835670518676, -37.8105876331519], [144.98844055426034, -37.81059652282927], [144.98843887991586, -37.81060673613543], [144.98840485327108, -37.810810336068805]]]], ""type"": ""MultiPolygon""}",2.80164040817,0.0,16.3918557011,0.0,16.3918557011,0.0,100376.0,2.80164040817,12.5861532787,14.427509226,14.427509226,133.5,12.5861532787,0.0
"-37.79940655725891, 144.92743699763275",West Melbourne,-37.799407,144.927437,"{""coordinates"": [[[[144.9272777980873, -37.79946541887945], [144.92755588568394, -37.79930195427544], [144.92759664280845, -37.79934661542723], [144.92731989129794, -37.799510953447516], [144.9272777980873, -37.79946541887945]]]], ""type"": ""MultiPolygon""}",2.24425888131,0.0,16.7332156187,0.0,16.7332156187,0.0,100400.0,2.24425888131,12.9230987484,14.7496787634,14.7496787634,112.8,12.9230987484,0.0
"-37.799040353672424, 144.92710117168437",West Melbourne,-37.79904,144.927101,"{""coordinates"": [[[[144.92727014108937, -37.798989438754894], [144.92698704002626, -37.799153102818345], [144.92693162262222, -37.79909304277919], [144.9272130029687, -37.798927510166756], [144.92727014108937, -37.798989438754894]]]], ""type"": ""MultiPolygon""}",3.16941879249,0.0,23.6312167381,0.0,23.6312167381,0.0,100406.0,3.16941879249,18.2504399877,20.8299984664,20.8299984664,159.3,18.2504399877,0.0
"-37.83011032994991, 144.98489039102947",Richmond,-37.83011,144.98489,"{""coordinates"": [[[[144.98513161144325, -37.83022686337342], [144.98487298212982, -37.8301929251783], [144.98461496217965, -37.83015906623884], [144.9846478679573, -37.82999461776655], [144.98509607023607, -37.830051738635106], [144.98516513294035, -37.83006054002096], [144.98513161144325, -37.83022686337342]]]], ""type"": ""MultiPolygon""}",9.63693e-06,0.0,0.0,0.0,0.0,0.0,100424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.805920004947744, 144.9421307440981",West Melbourne,-37.80592,144.942131,"{""coordinates"": [[[[144.94226712367458, -37.80597114966454], [144.94198073190867, -37.80593863188428], [144.9419929422156, -37.80587046330227], [144.9421901920476, -37.80588958277889], [144.9422792784813, -37.80590218884951], [144.94226712367458, -37.80597114966454]]]], ""type"": ""MultiPolygon""}",4.45504820556,0.0,24.9697735471,0.0,24.9697735471,0.0,100440.0,4.45504820556,19.2196219003,21.955473611,21.955473611,119.4,19.2196219003,0.0
"-37.80925755154119, 144.9589078108091",Melbourne CBD,-37.809258,144.958908,"{""coordinates"": [[[[144.95875300546948, -37.80923583857334], [144.959008796304, -37.80916324532168], [144.95906266833808, -37.809279240305266], [144.95880676496512, -37.80935186506156], [144.95875300546948, -37.80923583857334]]]], ""type"": ""MultiPolygon""}",67.4564228637,0.0,332.634228102,0.0,332.634228102,0.0,100443.0,67.4564228637,259.634725192,295.368630846,295.368630846,1157.99,259.634725192,0.0
"-37.80923544769041, 144.95929276459037",Melbourne CBD,-37.809235,144.959293,"{""coordinates"": [[[[144.95944288758136, -37.809247295513224], [144.95918926124548, -37.80932193143853], [144.959142528577, -37.8092236512029], [144.9593963951161, -37.80914894383777], [144.95944288758136, -37.809247295513224]]]], ""type"": ""MultiPolygon""}",180.061358462,142.923886,183.128501196,158.741668,341.870169196,153.411914,100446.0,37.1374724617,291.039634176,316.024207316,162.612293316,637.52,142.939343176,148.100291
"-37.801179847034135, 144.9493595435213",North Melbourne,-37.80118,144.94936,"{""coordinates"": [[[[144.9494092892787, -37.801047902509836], [144.94936232930402, -37.801319631832705], [144.94931791484606, -37.80131421014443], [144.9493105675174, -37.80131331349511], [144.94935534512746, -37.80104206436797], [144.9494092892787, -37.801047902509836]]]], ""type"": ""MultiPolygon""}",3.60646809835,0.0,19.2111524619,0.0,19.2111524619,0.0,100463.0,3.60646809835,14.7662330795,16.9223846608,16.9223846608,88.2,14.7662330795,0.0
"-37.800808586067376, 144.94637731680967",West Melbourne,-37.800809,144.946377,"{""coordinates"": [[[[144.94650227396508, -37.800733576791814], [144.94647365284203, -37.80091315955402], [144.94637531846357, -37.800901629147454], [144.94635843977093, -37.80089037020055], [144.94624873818316, -37.8008776789994], [144.9462782209888, -37.80070882900212], [144.94650227396508, -37.800733576791814]]]], ""type"": ""MultiPolygon""}",79.5460215639,62.153265,72.5110041262,68.85485,141.365854126,66.737004,100482.0,17.3927565639,118.799594488,129.798931513,63.0619275131,289.28,54.251399488,64.548195
"-37.80062814737537, 144.94425490476206",West Melbourne,-37.800628,144.944255,"{""coordinates"": [[[[144.94444354596143, -37.80050604129563], [144.94439560205709, -37.800779356267554], [144.94430013610065, -37.80077023708289], [144.94429890153646, -37.80077748801371], [144.94406706556944, -37.80075328955358], [144.9441186222113, -37.800470147404276], [144.94444354596143, -37.80050604129563]]]], ""type"": ""MultiPolygon""}",145.29311115,145.2931,0.0,442.999723,442.999723,347.5913,100485.0,0.0,249.310764,347.5913,0.0,0.0,0.0,249.310764
"-37.78214108508488, 144.95792032370994",Brunswick West,-37.782141,144.95792,"{""coordinates"": [[[[144.9574835549899, -37.78197360092137], [144.9583960822503, -37.78203998636021], [144.95836252777576, -37.782308256295934], [144.95744178402356, -37.78224188848125], [144.95746082658553, -37.782107563600135], [144.9574835549899, -37.78197360092137]]]], ""type"": ""MultiPolygon""}",462.79063345,0.0,2176.96477862,0.0,2176.96477862,0.0,100612.0,462.79063345,1610.37676627,1889.89352257,1889.89352257,9048.0,1610.37676627,0.0
"-37.78804599339197, 144.95745618863836",North Melbourne,-37.788046,144.957456,"{""coordinates"": [[[[144.95726037131035, -37.788112483929616], [144.95724656915434, -37.78801392055584], [144.95766066840469, -37.78797637309856], [144.95764794661577, -37.788084231735645], [144.95726037131035, -37.788112483929616]]]], ""type"": ""MultiPolygon""}",5.54799303728,0.0,28.6687775506,0.0,28.6687775506,0.0,100629.0,5.54799303728,19.964668235,22.8660377983,22.8660377983,444.45,19.964668235,0.0
"-37.79468245879401, 144.9475137440305",North Melbourne,-37.794682,144.947514,"{""coordinates"": [[[[144.94738906501775, -37.79468421128399], [144.9473984560828, -37.79462700067775], [144.94740121116146, -37.79461021923043], [144.9473639434661, -37.794575524139745], [144.94736305743703, -37.794565726428566], [144.94741822207683, -37.79452085138336], [144.94747776309072, -37.79447241814136], [144.94749515753776, -37.79445826823538], [144.9475069682743, -37.79446770302351], [144.94749679682135, -37.79447576881106], [144.94778257870888, -37.79470627396332], [144.94778240124268, -37.79472852722138], [144.94767287031482, -37.79481372437677], [144.94753656790502, -37.7947009215275], [144.94739197418022, -37.79481596979459], [144.94720896554406, -37.79496158304151], [144.94712964771898, -37.79502531941989], [144.947107514263, -37.795006846089514], [144.94724254272091, -37.794898545280205], [144.94731084426323, -37.794843762845204], [144.94736707144654, -37.79479866573477], [144.9473707636703, -37.79479570303764], [144.9473800877789, -37.79473890220347], [144.94738906501775, -37.79468421128399]]]], ""type"": ""MultiPolygon""}",47.6139998129,0.0,257.334010362,0.0,257.334010362,0.0,100635.0,47.6139998129,193.558462676,224.948458005,224.948458005,1092.0,193.558462676,0.0
"-37.80165289362197, 144.9473963941529",North Melbourne,-37.801653,144.947396,"{""coordinates"": [[[[144.94743377106792, -37.80156986975682], [144.9474076645678, -37.80174094262068], [144.94735862094356, -37.80173526557703], [144.94738569302635, -37.80156435374377], [144.94743377106792, -37.80156986975682]]]], ""type"": ""MultiPolygon""}",2.23245064066,0.0,12.6607799828,0.0,12.6607799828,0.0,100642.0,2.23245064066,9.7421860884,11.1821249743,11.1821249743,69.6,9.7421860884,0.0
"-37.8016360970871, 144.9472137382353",North Melbourne,-37.801636,144.947214,"{""coordinates"": [[[[144.9471735580937, -37.801540014525926], [144.94728565142913, -37.80155287543588], [144.94725448093766, -37.801731718238436], [144.94716261662907, -37.80172167284959], [144.94714146370052, -37.801719359365855], [144.9471735580937, -37.801540014525926]]]], ""type"": ""MultiPolygon""}",6.41506551856,0.0,36.3815516747,0.0,36.3815516747,0.0,100644.0,6.41506551856,27.9947876104,32.1325430297,32.1325430297,200.0,27.9947876104,0.0
"-37.80152424856121, 144.94629426761156",West Melbourne,-37.801524,144.946294,"{""coordinates"": [[[[144.94626576275377, -37.80143792202118], [144.94634949586094, -37.80144726667397], [144.94634150003114, -37.80150053447798], [144.94633241040484, -37.801540027668054], [144.94631965831707, -37.80161292482848], [144.946253552738, -37.80160551690395], [144.94624153717854, -37.80159306939264], [144.94624677275274, -37.80155953965953], [144.94626576275377, -37.80143792202118]]]], ""type"": ""MultiPolygon""}",2.64622159101,0.0,15.0073900658,0.0,15.0073900658,0.0,100655.0,2.64622159101,11.5478498893,13.2546739997,13.2546739997,82.5,11.5478498893,0.0
"-37.80120994926169, 144.94649801109776",West Melbourne,-37.80121,144.946498,"{""coordinates"": [[[[144.9465863970452, -37.801147090761766], [144.94656046031884, -37.8012897856763], [144.94640983535982, -37.80127269160255], [144.9464351666974, -37.801130377277175], [144.9465863970452, -37.801147090761766]]]], ""type"": ""MultiPolygon""}",6.08789779038,0.0,34.5260925393,0.0,34.5260925393,0.0,100656.0,6.08789779038,26.5670534422,30.4937833352,30.4937833352,189.8,26.5670534422,0.0
"-37.80124711169724, 144.9472230980004",North Melbourne,-37.801247,144.947223,"{""coordinates"": [[[[144.94711943952453, -37.80135322352823], [144.94715641215004, -37.80112259222263], [144.94732783319498, -37.8011413004687], [144.94728834970994, -37.801372391823236], [144.94711943952453, -37.80135322352823]]]], ""type"": ""MultiPolygon""}",1.115016e-05,0.0,0.0,0.0,0.0,0.0,100663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"-37.801281961722836, 144.94753592943502",North Melbourne,-37.801282,144.947536,"{""coordinates"": [[[[144.94748705922038, -37.801394942303624], [144.94752710949015, -37.80116304789449], [144.9475850832996, -37.80116937435004], [144.9475442790121, -37.80140143497282], [144.94748705922038, -37.801394942303624]]]], ""type"": ""MultiPolygon""}",2.30943128259,0.0,13.0973586029,0.0,13.0973586029,0.0,100668.0,2.30943128259,10.0781235397,11.5677154907,11.5677154907,72.0,10.0781235397,0.0
"-37.793763621456264, 144.92548343725466",Kensington,-37.793764,144.925483,"{""coordinates"": [[[[144.9255412994586, -37.79391259522937], [144.92532428156935, -37.79367176912999], [144.92542408329135, -37.793614503122974], [144.9256427985462, -37.79385417209443], [144.9255412994586, -37.79391259522937]]]], ""type"": ""MultiPolygon""}",3.96679727574,0.0,27.780444706,0.0,27.780444706,0.0,100679.0,3.96679727574,20.9964165077,24.2026857808,24.2026857808,172.3,20.9964165077,0.0
"-37.79417379926112, 144.92476759255692",Kensington,-37.794174,144.924768,"{""coordinates"": [[[[144.9248157353258, -37.794330226029246], [144.9245950602764, -37.79409018938265], [144.9247216927634, -37.79401752986864], [144.92493950167164, -37.79425898739658], [144.9248157353258, -37.794330226029246]]]], ""type"": ""MultiPolygon""}",5.85925656806,0.0,41.0337967364,0.0,41.0337967364,0.0,100686.0,5.85925656806,31.0132791712,35.7491789391,35.7491789391,254.5,31.0132791712,0.0
"-37.79392963978732, 144.92427057833433",Kensington,-37.79393,144.924271,"{""coordinates"": [[[[144.9243362474617, -37.79407283138647], [144.92411586719774, -37.79383666688928], [144.92420368188078, -37.79378615400066], [144.92442548137169, -37.79402184770448], [144.9243362474617, -37.79407283138647]]]], ""type"": ""MultiPolygon""}",4.19433434745,0.0,32.8042475519,0.0,32.8042475519,0.0,100705.0,4.19433434745,24.9263972977,28.7916475216,28.7916475216,233.2,24.9263972977,0.0
"-37.79388321017956, 144.9243809084423",Kensington,-37.793883,144.924381,"{""coordinates"": [[[[144.92450751174025, -37.79397569705661], [144.92445491311963, -37.79400571183891], [144.92427014859024, -37.79381436523931], [144.92427720474885, -37.793776492547934], [144.92430857093265, -37.79375859297303], [144.92450751174025, -37.79397569705661]]]], ""type"": ""MultiPolygon""}",1.85256000546,0.0,14.4890115688,0.0,14.4890115688,0.0,100706.0,1.85256000546,11.0095151015,12.7167225331,12.7167225331,103.0,11.0095151015,0.0
"-37.79374414505636, 144.92460412898583",Kensington,-37.793744,144.924604,"{""coordinates"": [[[[144.92453042597933, -37.79360751117876], [144.92474524083775, -37.79384003703514], [144.9246751422773, -37.793880038540806], [144.92446297145256, -37.79364600463399], [144.92453042597933, -37.79360751117876]]]], ""type"": ""MultiPolygon""}",2.54861735596,0.0,19.9329411583,0.0,19.9329411583,0.0,100710.0,2.54861735596,15.1460999017,17.4947532325,17.4947532325,141.7,15.1460999017,0.0
"-37.80000003655625, 144.97180607677183",Carlton,-37.8,144.971806,"{""coordinates"": [[[[144.97171818109342, -37.79994811912547], [144.97177314919028, -37.799917065886696], [144.97189395407662, -37.80005114842936], [144.9718384318149, -37.80008306902648], [144.97171818109342, -37.79994811912547]]]], ""type"": ""MultiPolygon""}",2.24993585683,0.0,12.8808529421,0.0,12.8808529421,0.0,100755.0,2.24993585683,9.81825074967,11.3495518002,11.3495518002,95.9,9.81825074967,0.0
"-37.800425584936285, 144.9712660453993",Carlton,-37.800426,144.971266,"{""coordinates"": [[[[144.97142141364972, -37.80055995625769], [144.97137318655254, -37.80058698723245], [144.971110736095, -37.800291285976115], [144.97115883635823, -37.800264113238846], [144.97142141364972, -37.80055995625769]]]], ""type"": ""MultiPolygon""}",7.85647570778,0.0,44.9782192358,0.0,44.9782192358,0.0,100764.0,7.85647570778,34.2840211527,39.6311200346,39.6311200346,334.87,34.2840211527,0.0
