,date_new,Public Holiday?,Min,Max,Daily global solar exposure (MJ/m*m),Rainfall amount (millimetres),SouthernCrossCount,VictoriaPointCount,FlindersStSparkLaneCount,CollinsPlaceNorth,BourkeStMallSouth
522,2016-06-06,0,8.9,14.5,7.1,1.4,5891.0,17400.0,3147.0,11187.0,21381.0
523,2016-06-07,0,10.5,15.3,4.7,0.0,6277.0,17693.0,3264.0,11691.0,19898.0
524,2016-06-08,0,9.7,14.7,4.7,1.2,5584.0,17576.0,3024.0,11360.0,20736.0
525,2016-06-09,0,10.8,17.5,6.0,1.4,6138.0,17603.0,3689.0,11588.0,23493.0
526,2016-06-10,0,10.4,15.8,6.6,0.0,6129.0,16706.0,3865.0,10738.0,29024.0
527,2016-06-11,0,9.0,13.5,6.5,3.0,2121.0,2720.0,2716.0,2696.0,27621.0
528,2016-06-12,0,5.0,13.8,7.3,0.6,2026.0,2366.0,3493.0,2190.0,26162.0
529,2016-06-13,1,3.8,13.4,9.0,0.0,1155.0,1689.0,3104.0,1654.0,20854.0
530,2016-06-14,0,8.6,15.6,8.3,0.0,5877.0,17002.0,3079.0,11168.0,20981.0
531,2016-06-15,0,6.0,17.9,9.2,0.0,5591.0,17768.0,3555.0,11549.0,22258.0
532,2016-06-16,0,7.8,14.3,5.1,0.0,5694.0,17360.0,2910.0,11320.0,21748.0
533,2016-06-17,0,9.3,15.1,3.5,4.2,5882.0,17677.0,3334.0,11057.0,26400.0
534,2016-06-18,0,10.0,12.7,5.3,8.6,2113.0,2580.0,3398.0,3602.0,25326.0
535,2016-06-19,0,7.3,13.5,7.2,0.4,1168.0,1540.0,2206.0,1708.0,19171.0
536,2016-06-20,0,9.1,13.2,3.4,3.6,4405.0,16006.0,2184.0,10976.0,19640.0
537,2016-06-21,0,10.4,14.7,7.0,3.2,5744.0,17985.0,3573.0,11439.0,21211.0
538,2016-06-22,0,11.2,15.4,6.6,0.0,5577.0,17926.0,3274.0,10990.0,22285.0
539,2016-06-23,0,10.4,14.8,7.2,0.6,5480.0,17743.0,3208.0,11685.0,23733.0
540,2016-06-24,0,6.9,10.7,5.8,13.8,5535.0,17047.0,3858.0,10768.0,25628.0
541,2016-06-25,0,5.6,12.7,8.8,2.0,1972.0,2652.0,3294.0,2557.0,26485.0
542,2016-06-26,0,3.0,11.1,7.7,0.2,1073.0,1633.0,2593.0,1807.0,20277.0
543,2016-06-27,0,4.8,10.6,4.7,0.2,5116.0,16862.0,2816.0,10625.0,24095.0
544,2016-06-28,0,5.0,17.0,7.8,0.2,5439.0,17840.0,3736.0,10939.0,26471.0
545,2016-06-29,0,8.9,15.8,8.9,0.2,5544.0,17266.0,3790.0,11122.0,29404.0
546,2016-06-30,0,10.3,11.7,5.6,0.0,5616.0,16995.0,2742.0,10962.0,25945.0
547,2016-07-01,0,7.3,14.1,7.1,6.4,5998.0,17583.0,3777.0,10504.0,32493.0
548,2016-07-02,0,9.9,16.5,6.7,0.2,1767.0,2525.0,5480.0,2729.0,27329.0
549,2016-07-03,0,10.9,16.7,7.8,0.0,1160.0,1733.0,4400.0,1845.0,22759.0
550,2016-07-04,0,10.4,12.7,3.6,0.0,5488.0,17274.0,3595.0,10370.0,24952.0
551,2016-07-05,0,8.2,12.8,1.8,0.6,4445.0,16467.0,2511.0,10454.0,20572.0
552,2016-07-06,0,9.8,13.0,4.6,22.6,5290.0,16773.0,3189.0,10746.0,25663.0
553,2016-07-07,0,10.5,13.7,4.1,3.8,5296.0,16955.0,3039.0,11164.0,28358.0
554,2016-07-08,0,9.7,15.3,7.4,0.8,6550.0,17225.0,4355.0,10672.0,32220.0
555,2016-07-09,0,5.3,15.2,9.5,0.2,2499.0,3211.0,3281.0,2662.0,28169.0
556,2016-07-10,0,6.5,14.2,3.6,0.0,1458.0,1751.0,2548.0,1800.0,18516.0
557,2016-07-11,0,8.3,16.0,7.6,3.6,5826.0,17604.0,3309.0,10763.0,22810.0
558,2016-07-12,0,10.7,13.7,8.1,0.0,5932.0,17914.0,3329.0,11346.0,20740.0
559,2016-07-13,0,4.5,12.0,9.0,0.4,5924.0,17698.0,3452.0,10873.0,21608.0
560,2016-07-14,0,6.6,14.0,7.8,1.0,5956.0,18580.0,3639.0,11744.0,25006.0
561,2016-07-15,0,8.8,14.1,7.2,0.0,6141.0,18321.0,3841.0,11466.0,29430.0
562,2016-07-16,0,7.8,13.7,10.2,0.0,2169.0,2742.0,3791.0,3152.0,29241.0
563,2016-07-17,0,3.1,16.1,10.3,0.0,1469.0,1923.0,3281.0,2035.0,22725.0
564,2016-07-18,0,9.6,17.7,8.8,0.0,5512.0,17816.0,3329.0,10991.0,22254.0
565,2016-07-19,0,12.6,16.0,5.7,0.0,5558.0,18017.0,3236.0,11265.0,22049.0
566,2016-07-20,0,9.8,16.1,9.2,1.8,5718.0,18410.0,3595.0,11511.0,23245.0
567,2016-07-21,0,6.9,18.1,7.4,1.8,6011.0,18349.0,3228.0,12126.0,24292.0
568,2016-07-22,0,9.2,18.3,5.1,7.8,6781.0,18098.0,3403.0,11150.0,27237.0
569,2016-07-23,0,7.5,11.6,9.0,2.8,2030.0,2353.0,3158.0,2578.0,25634.0
570,2016-07-24,0,4.7,11.4,10.3,0.8,1485.0,2068.0,4668.0,1988.0,19675.0
571,2016-07-25,0,6.3,14.3,7.5,0.0,5327.0,17270.0,3058.0,11030.0,20204.0
572,2016-07-26,0,6.5,11.0,7.2,4.8,5766.0,18371.0,4229.0,11211.0,20548.0
573,2016-07-27,0,7.5,12.9,6.9,0.4,5623.0,18181.0,3469.0,11508.0,21345.0
574,2016-07-28,0,6.9,15.2,6.3,0.0,6092.0,18667.0,4141.0,11540.0,23165.0
575,2016-07-29,0,10.2,15.3,5.0,0.0,6232.0,18475.0,4709.0,11771.0,27745.0
576,2016-07-30,0,9.1,13.8,8.5,2.4,2852.0,2987.0,4323.0,4009.0,28138.0
577,2016-07-31,0,10.3,17.0,11.3,2.0,1453.0,1769.0,3326.0,3070.0,22408.0
578,2016-08-01,0,11.2,14.4,5.2,2.8,4550.0,16012.0,2337.0,11755.0,18355.0
579,2016-08-02,0,8.5,13.4,11.2,14.4,6189.0,19009.0,3293.0,11606.0,20450.0
580,2016-08-03,0,8.7,12.8,8.4,2.8,5695.0,18393.0,3215.0,11201.0,20618.0
581,2016-08-04,0,4.9,14.6,11.1,0.8,6048.0,18293.0,3650.0,11661.0,24147.0
582,2016-08-05,0,3.4,14.6,8.7,0.0,6323.0,18307.0,5683.0,11633.0,27200.0
583,2016-08-06,0,5.8,14.4,7.0,0.0,2217.0,2732.0,4281.0,3307.0,29606.0
584,2016-08-07,0,7.6,16.6,10.4,0.0,1622.0,1907.0,3237.0,2294.0,19252.0
585,2016-08-08,0,5.0,14.2,8.0,0.0,5727.0,17342.0,3307.0,10953.0,20425.0
586,2016-08-09,0,9.7,18.9,7.8,0.0,6066.0,18292.0,3793.0,11245.0,20862.0
587,2016-08-10,0,9.6,15.3,11.3,0.0,5872.0,17888.0,3562.0,11304.0,21211.0
588,2016-08-11,0,6.8,15.7,10.3,8.2,5953.0,18348.0,4070.0,11427.0,23144.0
589,2016-08-12,0,7.7,14.1,11.7,0.0,6825.0,17952.0,4149.0,10756.0,26328.0
590,2016-08-13,0,7.9,15.1,9.5,1.6,2270.0,2672.0,3653.0,2950.0,26385.0
591,2016-08-14,0,8.5,18.7,11.6,0.2,1443.0,1820.0,3233.0,1933.0,22100.0
592,2016-08-15,0,10.2,18.1,13.4,0.0,5200.0,17452.0,3820.0,10908.0,21069.0
593,2016-08-16,0,10.0,18.2,13.5,0.0,6180.0,18707.0,3833.0,11886.0,20741.0
594,2016-08-17,0,12.5,15.6,9.6,0.4,5786.0,18293.0,3556.0,11425.0,21156.0
595,2016-08-18,0,7.1,21.6,13.1,0.0,6159.0,18106.0,3909.0,11841.0,24517.0
596,2016-08-19,0,15.3,16.4,2.7,0.2,5401.0,16792.0,3053.0,11081.0,23165.0
597,2016-08-20,0,6.9,13.6,9.7,9.4,1828.0,2154.0,3001.0,2968.0,25759.0
598,2016-08-21,0,9.5,14.8,7.0,1.2,1325.0,1593.0,2279.0,1875.0,18007.0
599,2016-08-22,0,7.8,16.0,8.7,5.6,5096.0,16489.0,2768.0,10635.0,17754.0
600,2016-08-23,0,7.0,13.4,14.2,11.0,5581.0,17827.0,3700.0,11328.0,21181.0
601,2016-08-24,0,3.7,12.7,14.0,0.0,5742.0,17156.0,3367.0,11125.0,20150.0
602,2016-08-25,0,6.5,13.0,13.5,1.2,5642.0,17435.0,3868.0,11459.0,22658.0
603,2016-08-26,0,7.2,14.4,8.8,0.6,6599.0,17604.0,4290.0,11421.0,33976.0
604,2016-08-27,0,9.3,16.3,11.7,0.0,2134.0,2427.0,3896.0,3060.0,26850.0
605,2016-08-28,0,10.5,19.0,12.2,0.0,1777.0,1827.0,3096.0,2157.0,20474.0
606,2016-08-29,0,8.7,20.4,14.2,0.0,5575.0,17062.0,3803.0,11115.0,21034.0
607,2016-08-30,0,10.2,16.8,5.2,0.0,5511.0,17951.0,3245.0,11147.0,18679.0
608,2016-08-31,0,12.8,20.2,10.1,0.8,5710.0,17581.0,4266.0,11163.0,25333.0
609,2016-09-01,0,11.6,15.5,8.8,0.0,5893.0,17793.0,3221.0,11728.0,22030.0
610,2016-09-02,0,9.6,15.0,9.6,0.4,6045.0,17417.0,3737.0,11328.0,26914.0
611,2016-09-03,0,10.0,15.7,12.9,0.2,1771.0,2380.0,3170.0,2676.0,26040.0
612,2016-09-04,0,10.1,16.9,10.0,0.2,1045.0,1584.0,2340.0,1610.0,19365.0
613,2016-09-05,0,12.8,18.4,11.7,0.0,5469.0,16989.0,3733.0,10997.0,19948.0
614,2016-09-06,0,9.2,21.5,15.8,0.0,5884.0,17944.0,3895.0,11675.0,20016.0
615,2016-09-07,0,9.6,21.0,16.7,0.0,5952.0,17454.0,4242.0,11385.0,22216.0
616,2016-09-08,0,13.1,23.3,16.0,0.0,6228.0,18160.0,4026.0,11869.0,23657.0
617,2016-09-09,0,16.0,16.7,5.9,0.6,5156.0,17018.0,5064.0,11606.0,25811.0
618,2016-09-10,0,11.5,14.3,7.9,9.4,1595.0,2144.0,3240.0,2700.0,25500.0
619,2016-09-11,0,7.3,17.0,11.8,1.2,1125.0,1619.0,2330.0,1929.0,18851.0
620,2016-09-12,0,9.9,13.6,7.0,1.6,5182.0,17277.0,3200.0,11157.0,19459.0
621,2016-09-13,0,9.6,14.6,2.8,9.0,4770.0,16249.0,2798.0,11850.0,18554.0
622,2016-09-14,0,10.5,16.1,13.2,20.6,5153.0,17161.0,3129.0,11429.0,21093.0
623,2016-09-15,0,8.7,14.6,6.9,2.0,5452.0,17441.0,3030.0,11028.0,21285.0
624,2016-09-16,0,9.0,15.7,12.5,13.4,5786.0,17393.0,5913.0,11196.0,27962.0
625,2016-09-17,0,11.1,19.8,18.8,0.0,1678.0,2076.0,3130.0,2804.0,26386.0
626,2016-09-18,0,10.8,12.5,5.5,0.4,1106.0,1469.0,1839.0,1615.0,19586.0
627,2016-09-19,0,8.5,16.3,16.2,0.2,5127.0,17160.0,3772.0,10960.0,24066.0
628,2016-09-20,0,9.1,18.8,18.5,0.0,5542.0,17529.0,4011.0,11242.0,24766.0
629,2016-09-21,0,10.9,15.2,8.8,1.2,5208.0,16797.0,3310.0,11632.0,23466.0
630,2016-09-22,0,9.6,13.4,9.9,1.2,5308.0,18057.0,3360.0,11414.0,25696.0
631,2016-09-23,0,9.8,16.5,16.5,0.6,5211.0,16838.0,5183.0,11825.0,31922.0
632,2016-09-24,0,10.0,20.1,18.4,0.0,1752.0,2328.0,3325.0,2903.0,27584.0
633,2016-09-25,0,9.5,14.7,17.1,5.8,1710.0,1818.0,2472.0,1961.0,20930.0
634,2016-09-26,0,8.1,16.9,13.6,0.6,5302.0,17357.0,3347.0,11106.0,24973.0
635,2016-09-27,0,7.4,14.8,13.4,12.6,5310.0,17730.0,3498.0,11022.0,25355.0
636,2016-09-28,0,7.5,19.3,19.6,2.2,5822.0,17547.0,4212.0,11875.0,30253.0
637,2016-09-29,0,12.5,16.7,16.2,1.8,6310.0,17374.0,4074.0,11706.0,31342.0
638,2016-09-30,1,9.3,16.4,16.6,2.0,1958.0,2801.0,9033.0,7111.0,31415.0
639,2016-10-01,0,11.6,18.6,11.9,1.6,1451.0,1716.0,4322.0,2907.0,22596.0
640,2016-10-02,0,12.1,24.0,18.7,0.0,1065.0,1549.0,2247.0,1656.0,20219.0
641,2016-10-03,0,11.1,15.9,13.7,9.2,4710.0,16658.0,2945.0,10601.0,22341.0
642,2016-10-04,0,10.6,17.1,13.2,2.0,5505.0,18040.0,3115.0,11470.0,19774.0
643,2016-10-05,0,8.0,17.1,7.5,2.8,5657.0,18489.0,3426.0,11604.0,24819.0
644,2016-10-06,0,9.7,27.2,22.6,0.0,5763.0,18932.0,4206.0,12247.0,26616.0
645,2016-10-07,0,14.1,22.5,7.8,0.0,5692.0,17992.0,3682.0,11491.0,28227.0
646,2016-10-08,0,9.7,16.9,23.0,0.0,2048.0,2138.0,5836.0,3007.0,28926.0
647,2016-10-09,0,9.5,22.0,14.1,0.0,1283.0,1509.0,2165.0,1570.0,18502.0
648,2016-10-10,0,13.0,16.8,18.4,0.8,5434.0,18391.0,3160.0,11310.0,21316.0
649,2016-10-11,0,7.5,15.1,16.7,1.4,6650.0,19802.0,3531.0,11640.0,20979.0
650,2016-10-12,0,10.2,15.4,12.9,0.0,5622.0,18219.0,3088.0,11436.0,21175.0
651,2016-10-13,0,6.8,14.6,22.8,4.2,5695.0,19005.0,3502.0,11685.0,26180.0
652,2016-10-14,0,5.2,22.7,24.5,0.2,5879.0,17748.0,4256.0,11722.0,31022.0
653,2016-10-15,0,9.4,24.8,21.8,0.0,2284.0,2826.0,3216.0,2813.0,26817.0
654,2016-10-16,0,17.4,23.1,8.0,0.0,1066.0,1474.0,5462.0,1841.0,19429.0
655,2016-10-17,0,9.8,18.9,14.8,9.8,5004.0,17699.0,3251.0,11370.0,22667.0
656,2016-10-18,0,9.6,16.6,16.5,1.0,5740.0,18529.0,3191.0,12052.0,19753.0
657,2016-10-19,0,7.5,16.5,22.1,2.6,5583.0,18229.0,3507.0,11484.0,22410.0
658,2016-10-20,0,6.8,21.8,25.6,0.0,6243.0,18555.0,3933.0,11941.0,25541.0
659,2016-10-21,0,14.8,17.6,1.9,0.0,5778.0,17407.0,3440.0,11265.0,24497.0
660,2016-10-22,0,6.9,13.2,16.9,16.4,1882.0,2077.0,3037.0,2361.0,22637.0
661,2016-10-23,0,7.9,14.1,18.7,8.8,1125.0,1664.0,2019.0,1887.0,19625.0
662,2016-10-24,0,9.4,17.1,20.3,0.4,5077.0,18269.0,3323.0,11618.0,24154.0
663,2016-10-25,0,9.6,25.7,23.1,0.2,5824.0,18931.0,4172.0,12077.0,23636.0
664,2016-10-26,0,16.5,18.5,9.0,0.0,5492.0,19263.0,3153.0,11711.0,23509.0
665,2016-10-27,0,10.1,15.4,25.8,0.2,5708.0,19034.0,3585.0,11915.0,27263.0
666,2016-10-28,0,6.3,16.6,26.5,0.0,5745.0,17570.0,3851.0,11327.0,31784.0
667,2016-10-29,0,9.3,25.6,25.8,0.0,1659.0,2144.0,2909.0,2432.0,26133.0
668,2016-10-30,0,12.7,28.0,19.5,0.0,1114.0,1577.0,2162.0,1661.0,21177.0
669,2016-10-31,0,7.9,17.5,19.0,1.8,4075.0,12336.0,3492.0,7893.0,35551.0
670,2016-11-01,1,9.4,18.4,17.7,0.4,1385.0,2246.0,1590.0,1570.0,15264.0
671,2016-11-02,0,9.7,18.5,13.3,0.4,5161.0,17619.0,3367.0,11545.0,25178.0
672,2016-11-03,0,10.0,19.1,28.0,0.0,5610.0,18329.0,3841.0,11905.0,25994.0
673,2016-11-04,0,10.2,29.2,24.9,0.0,5765.0,17875.0,4090.0,11513.0,28955.0
674,2016-11-05,0,10.0,16.8,10.8,0.0,1520.0,2233.0,2178.0,2489.0,24003.0
675,2016-11-06,0,11.5,21.4,25.2,0.0,1054.0,1750.0,2284.0,1600.0,20162.0
676,2016-11-07,0,14.6,25.9,15.9,0.0,5323.0,18989.0,3289.0,11666.0,22208.0
677,2016-11-08,0,11.0,18.2,28.9,0.2,5791.0,18277.0,3607.0,11882.0,24741.0
678,2016-11-09,0,9.2,17.4,22.0,0.0,5338.0,18421.0,3340.0,11977.0,25115.0
679,2016-11-10,0,11.9,17.5,20.3,0.0,6045.0,19012.0,3812.0,12022.0,28395.0
680,2016-11-11,0,8.4,23.8,29.1,0.0,4971.0,17670.0,4727.0,11953.0,32946.0
681,2016-11-12,0,13.2,25.5,17.0,2.0,2181.0,2493.0,4905.0,2806.0,31450.0
682,2016-11-13,0,11.7,19.0,9.7,2.0,1260.0,1614.0,2705.0,1601.0,21544.0
683,2016-11-14,0,11.5,15.9,14.8,8.6,5282.0,19033.0,3242.0,11265.0,23148.0
684,2016-11-15,0,11.0,19.2,17.1,0.0,5718.0,18790.0,4051.0,11867.0,25306.0
685,2016-11-16,0,11.9,21.6,25.8,0.0,5746.0,19610.0,4130.0,11996.0,27517.0
686,2016-11-17,0,12.0,31.4,28.8,0.0,5989.0,19694.0,5299.0,12404.0,29968.0
687,2016-11-18,0,15.3,18.9,15.6,0.0,5348.0,18382.0,4306.0,11473.0,31087.0
688,2016-11-19,0,11.7,19.4,29.9,0.0,1592.0,2577.0,3927.0,2756.0,32051.0
689,2016-11-20,0,11.9,33.3,22.1,0.0,1315.0,1895.0,3036.0,2055.0,22999.0
690,2016-11-21,0,17.9,35.0,19.8,0.0,5256.0,17847.0,2907.0,11207.0,22913.0
691,2016-11-22,0,14.5,14.9,1.5,8.6,5567.0,19331.0,3414.0,11793.0,22779.0
692,2016-11-23,0,11.0,16.8,16.9,5.4,5597.0,20273.0,3481.0,11240.0,25041.0
693,2016-11-24,0,10.3,17.0,21.6,2.2,5500.0,20918.0,4143.0,11994.0,29510.0
694,2016-11-25,0,10.9,17.9,15.7,0.8,5446.0,18784.0,4695.0,11245.0,35453.0
695,2016-11-26,0,12.2,17.4,18.8,0.0,1845.0,3144.0,4457.0,3002.0,32914.0
696,2016-11-27,0,11.6,16.3,10.1,0.4,1237.0,2025.0,4053.0,1856.0,25899.0
697,2016-11-28,0,12.2,19.6,24.4,0.2,5615.0,21489.0,3966.0,12043.0,30087.0
698,2016-11-29,0,10.4,20.0,31.0,0.2,5699.0,19850.0,4002.0,12012.0,28184.0
699,2016-11-30,0,13.3,18.9,9.6,0.0,5018.0,20781.0,3674.0,11808.0,29495.0
700,2016-12-01,0,12.9,21.9,28.0,0.0,5537.0,21935.0,3816.0,12046.0,32015.0
701,2016-12-02,0,13.0,21.6,29.7,0.0,5733.0,20031.0,4151.0,11564.0,36325.0
702,2016-12-03,0,9.9,23.9,31.2,0.0,2064.0,2439.0,3667.0,2727.0,38870.0
703,2016-12-04,0,12.7,31.7,14.1,0.0,1249.0,1607.0,2068.0,1621.0,26226.0
704,2016-12-05,0,16.9,21.5,21.6,2.4,5263.0,20849.0,3351.0,11693.0,29110.0
705,2016-12-06,0,12.8,20.8,24.2,0.0,5892.0,21585.0,3729.0,12003.0,29988.0
706,2016-12-07,0,10.5,28.3,30.8,0.0,5878.0,20413.0,4086.0,12688.0,34485.0
707,2016-12-08,0,15.4,23.2,11.6,2.2,5903.0,21719.0,4293.0,11954.0,31202.0
708,2016-12-09,0,10.0,17.3,23.2,6.6,7518.0,22011.0,4529.0,11252.0,38855.0
709,2016-12-10,0,11.2,18.8,24.2,0.2,3249.0,4522.0,2141.0,2822.0,42589.0
710,2016-12-11,0,12.9,19.3,27.0,1.0,1550.0,2072.0,2491.0,1968.0,35235.0
711,2016-12-12,0,10.7,32.8,30.0,0.0,5917.0,20669.0,3697.0,11882.0,33441.0
712,2016-12-13,0,16.5,36.3,14.1,0.0,5670.0,19606.0,3475.0,11875.0,32426.0
713,2016-12-14,0,15.7,19.3,21.3,0.0,6649.0,18278.0,3310.0,11477.0,34860.0
714,2016-12-15,0,11.7,18.6,30.8,0.0,6129.0,20153.0,4533.0,12161.0,38782.0
715,2016-12-16,0,9.7,25.5,20.5,0.0,6188.0,19475.0,4133.0,11254.0,42222.0
716,2016-12-17,0,15.1,20.9,22.5,0.0,1672.0,2350.0,3001.0,2958.0,42162.0
717,2016-12-18,0,10.0,17.5,30.3,0.0,1091.0,1636.0,2138.0,1958.0,37058.0
718,2016-12-19,0,8.8,30.2,29.3,0.0,5454.0,19486.0,3550.0,11260.0,39119.0
719,2016-12-20,0,14.4,21.5,26.0,3.0,5406.0,20414.0,3521.0,11789.0,40818.0
720,2016-12-21,0,13.5,19.9,28.8,0.2,5694.0,19347.0,3424.0,11283.0,48061.0
721,2016-12-22,0,14.6,20.0,29.6,0.0,5744.0,19675.0,3684.0,10861.0,51568.0
722,2016-12-23,0,12.5,26.3,28.7,0.0,4228.0,12086.0,3339.0,8298.0,50769.0
723,2016-12-24,0,16.2,34.9,26.3,0.8,1036.0,1408.0,2050.0,1969.0,33695.0
724,2016-12-25,0,16.4,36.3,32.3,0.2,888.0,1116.0,1542.0,951.0,9563.0
725,2016-12-26,1,25.4,29.3,10.2,0.0,806.0,1819.0,2097.0,1657.0,56144.0
726,2016-12-27,1,18.0,29.8,5.8,1.6,930.0,1792.0,2495.0,1670.0,34664.0
727,2016-12-28,0,20.3,38.2,15.1,1.0,2502.0,5816.0,3069.0,4295.0,32398.0
728,2016-12-29,0,27.0,33.5,15.7,0.0,2618.0,5034.0,1983.0,3824.0,27984.0
729,2016-12-30,0,20.1,27.8,28.8,20.4,2638.0,5072.0,2653.0,3787.0,34214.0
730,2016-12-31,0,17.3,23.8,30.8,0.0,3085.0,3964.0,5304.0,2948.0,29285.0
731,2017-01-01,1,16.8,21.1,8.5,0.0,3254.0,3600.0,4086.0,1993.0,20154.0
732,2017-01-02,1,14.8,17.8,7.8,0.4,1044.0,1654.0,1820.0,1535.0,23581.0
733,2017-01-03,0,14.6,19.5,25.9,0.4,3744.0,13036.0,3056.0,6380.0,27270.0
734,2017-01-04,0,13.3,29.3,31.6,0.0,3626.0,12839.0,3231.0,6857.0,27297.0
735,2017-01-05,0,18.5,31.7,29.7,0.0,4115.0,13463.0,3275.0,7127.0,26826.0
736,2017-01-06,0,18.3,35.2,30.1,0.0,3985.0,12990.0,3131.0,6872.0,27535.0
737,2017-01-07,0,20.9,36.7,28.5,0.0,1973.0,1939.0,1687.0,1795.0,20058.0
738,2017-01-08,0,28.0,33.1,29.3,0.0,982.0,1337.0,1582.0,1534.0,18476.0
739,2017-01-09,0,18.5,24.4,14.3,0.0,4699.0,16812.0,3043.0,9960.0,25592.0
740,2017-01-10,0,17.7,26.2,28.6,0.0,4921.0,18724.0,3954.0,10378.0,25933.0
741,2017-01-11,0,16.6,24.3,25.9,0.0,4646.0,17651.0,3657.0,10279.0,27511.0
742,2017-01-12,0,14.9,26.5,30.7,0.0,5660.0,18907.0,3754.0,10021.0,28385.0
743,2017-01-13,0,17.5,28.8,1.3,1.4,5219.0,18854.0,3686.0,9625.0,26978.0
744,2017-01-14,0,15.2,23.5,16.5,2.6,1426.0,2187.0,3576.0,2449.0,25766.0
745,2017-01-15,0,15.2,21.5,22.7,0.0,1168.0,1759.0,3439.0,1817.0,21641.0
746,2017-01-16,0,12.2,32.7,30.5,0.0,5336.0,19086.0,4917.0,10614.0,23884.0
747,2017-01-17,0,16.4,37.8,25.5,0.0,5336.0,18871.0,4554.0,10479.0,22032.0
748,2017-01-18,0,15.6,20.8,27.5,0.0,5171.0,19519.0,4966.0,10751.0,26512.0
749,2017-01-19,0,11.0,23.4,29.7,0.0,5569.0,19183.0,5335.0,11244.0,28698.0
750,2017-01-20,0,16.1,20.8,13.2,22.6,5364.0,21388.0,6860.0,11907.0,10868.0
751,2017-01-21,0,15.3,22.6,25.1,0.6,1538.0,2345.0,5456.0,2546.0,26659.0
752,2017-01-22,0,12.7,29.6,30.3,0.0,1247.0,1835.0,4082.0,1865.0,23400.0
753,2017-01-23,0,17.8,36.7,19.2,0.0,5181.0,19472.0,3722.0,10820.0,28346.0
754,2017-01-24,0,19.1,22.0,27.6,0.6,5438.0,19784.0,4894.0,11325.0,29976.0
755,2017-01-25,0,13.5,21.1,29.8,0.0,5414.0,19513.0,5141.0,11295.0,31282.0
756,2017-01-26,1,16.4,21.2,16.9,0.0,3844.0,4333.0,5048.0,2275.0,24860.0
757,2017-01-27,0,17.0,23.6,29.3,0.0,4140.0,12953.0,3928.0,8087.0,30641.0
758,2017-01-28,0,15.0,29.2,29.2,0.0,1588.0,2085.0,3671.0,2285.0,27056.0
759,2017-01-29,0,15.1,27.0,29.4,0.0,1091.0,1659.0,3209.0,1893.0,21349.0
760,2017-01-30,0,17.8,30.0,3.7,0.0,5268.0,20475.0,3511.0,10580.0,21702.0
761,2017-01-31,0,16.5,22.1,26.8,3.0,5670.0,20978.0,4052.0,11411.0,23042.0
762,2017-02-01,0,14.3,20.6,9.3,0.0,4737.0,21167.0,3729.0,11683.0,23659.0
763,2017-02-02,0,14.2,24.1,28.2,0.0,5729.0,21319.0,4972.0,11841.0,25647.0
764,2017-02-03,0,15.4,27.6,28.1,0.0,5801.0,21027.0,4697.0,11577.0,28488.0
765,2017-02-04,0,14.6,35.9,27.3,0.0,1889.0,2823.0,3457.0,2388.0,22386.0
766,2017-02-05,0,18.5,30.7,9.3,0.0,858.0,1599.0,1848.0,1653.0,18087.0
767,2017-02-06,0,15.1,18.0,3.9,32.4,5058.0,21562.0,3480.0,10963.0,21577.0
768,2017-02-07,0,15.4,27.6,27.9,0.0,5934.0,22407.0,4501.0,12038.0,22722.0
769,2017-02-08,0,16.5,36.0,27.7,0.0,5766.0,22354.0,4621.0,11901.0,21508.0
770,2017-02-09,0,20.3,36.0,24.4,0.0,5583.0,21360.0,3062.0,11432.0,22509.0
771,2017-02-10,0,18.7,27.1,21.3,0.0,5816.0,22474.0,4415.0,11535.0,28719.0
772,2017-02-11,0,18.5,24.6,21.0,0.0,1439.0,2571.0,3124.0,2884.0,26321.0
773,2017-02-12,0,15.1,19.9,12.6,2.0,1114.0,1911.0,1945.0,1855.0,19324.0
774,2017-02-13,0,14.0,21.0,20.5,0.0,5362.0,22554.0,3245.0,11586.0,24347.0
775,2017-02-14,0,14.5,19.5,15.6,0.6,5982.0,24376.0,5935.0,12369.0,26240.0
776,2017-02-15,0,10.0,31.5,26.0,0.0,5898.0,22768.0,4908.0,11665.0,23562.0
777,2017-02-16,0,14.9,23.6,23.2,0.0,6009.0,23512.0,3856.0,11748.0,25512.0
778,2017-02-17,0,13.7,25.5,18.4,0.0,5836.0,22408.0,4371.0,11546.0,28734.0
779,2017-02-18,0,13.3,18.9,16.1,0.0,1781.0,2653.0,5594.0,3813.0,36563.0
780,2017-02-19,0,11.7,17.3,9.9,0.0,1003.0,1795.0,3478.0,2397.0,21186.0
781,2017-02-20,0,11.6,20.3,22.4,3.6,5542.0,22111.0,3828.0,11464.0,23020.0
782,2017-02-21,0,10.1,24.0,25.0,0.2,5532.0,23188.0,4290.0,12334.0,23620.0
783,2017-02-22,0,12.8,33.3,23.1,0.0,5740.0,22542.0,4483.0,11917.0,23944.0
784,2017-02-23,0,15.9,25.0,23.5,0.0,5960.0,23922.0,4100.0,12218.0,25765.0
785,2017-02-24,0,15.8,20.0,13.2,1.4,5197.0,22912.0,3918.0,11418.0,29491.0
786,2017-02-25,0,13.7,19.4,23.9,0.0,1740.0,2980.0,3409.0,2836.0,28004.0
787,2017-02-26,0,13.2,29.8,24.2,0.0,1328.0,1913.0,3418.0,2297.0,22332.0
788,2017-02-27,0,15.6,33.1,23.9,0.0,5831.0,22953.0,3952.0,12024.0,21384.0
