Asset_Type,Equipment_ID,Date_Install,Longitude,Latitude,STREET_1,STREET_2,Suburb,RMS_Region
VEH ,4241,13-May-09,151.32476263,-33.4169478296,MANNS RD (MR349),MERINEE RD,WEST GOSFORD,Hunter
VEH ,4242,16-Dec-13,150.918476,-33.821919,RECONCILIATION RD,BELLEVUE CCT,HOLROYD             ,Sydney
VEH ,4243,25-Jul-11,150.853596338,-33.9258818887,HOXTON PARK RD,GLEN INNES RD,HOXTON PARK,Sydney
VEH ,4244,24-Nov-10,150.852465231,-33.9191842661,COWPASTURE RD,AIRPORT ACCESS2,HINCHINBROOK,Sydney
VEH ,4245,17-Dec-08,153.55479521,-28.868199147,RIVER ST,KERR ST,BALLINA,Northern
VEH ,4246,20-Sep-10,151.296585133,-33.707842889,PITTWATER RD,GONDOLA RD,NORTH NARRABEEN,Sydney
VEH ,4247,11-Jun-08,150.959669392,-33.9611559502,HEATHCOTE RD,MACARTHUR DR,HAMMONVILLE,Sydney
VEH ,4248,19-Aug-09,150.382675876,-33.717101825,GREAT WESTERN HWY,DALRYMPLE AV,WENTWORTH FALLS,Sydney
PED ,4249,17-May-11,150.384598433,-33.7246073487,GREAT WESTERN HWY,TABLELANDS RD (N-),WENTWORTH FALLS,Sydney
VEH ,4250,29-Mar-10,150.97119479,-34.0539064967,HEATHCOTE RD,NEW ILLAWARRA RD,LUCAS HEIGHTS,Sydney
VEH ,4251,28-Jan-09,152.829059148,-31.4582082085,OXLEY HWY (HW11),CARLIE JANE DR,PORT MACQUARIE,Northern
VEH ,4252,31-Jul-08,152.499106256,-32.1745532863,MANNING ST,BEACH ST,TUNCURRY,Hunter
PED ,4253,31-Jan-09,150.890209024,-33.7125532496,BURDEKIN ST,EUCRA ST,QUAKERS HILL,Sydney
VEH ,4254,09-Nov-09,150.674035276,-33.5488727137,OLD BELLS LINE OF RD,MILL RD,KURRAJONG,Sydney
PED ,4255,17-Dec-08,151.718321727,-32.9620228951,BURWOOD RD,FERNLEIGH TRACK,KAHIBAH,Hunter
PED ,4256,15-Jul-08,151.385451577,-33.4683477653,AVOCA DR,BUNGOONA RD (E-),KINCUMBER,Hunter
VEH ,4258,08-Dec-09,151.488984901,-33.1079280732,DORA ST,SHORT ST,MORISSET,Hunter
VEH ,4259,09-Dec-09,151.198699079,-33.9563234257,FORESHORE RD,BOAT ACCESS RD,BOTANY,Sydney
PED ,4261,21-Aug-14,151.032306,-33.803334,KISSING POINT RD,BELLS RD (W-),PARRAMATTA          ,Sydney
PED ,4262,10-Jul-08,151.181226336,-33.7967545109,BUS INTERCHANGE,ENDEAVOUR ST (S-),CHATSWOOD,Sydney
VEH ,4263,28-Apr-09,150.868112611,-33.938474415,BERNERA RD,YARRUNGA ST,PRESTONS,Sydney
VEH ,4264,24-Dec-09,151.180744439,-33.7987615286,ALBERT AV,THOMAS LANE,CHATSWOOD,Sydney
VEH ,4266,05-Nov-09,151.107411578,-33.811478541,POPE ST,SMITH ST,RYDE,Sydney
VEH ,4267,05-Nov-09,151.106389633,-33.8132901512,TUCKER ST,LOADING DICK ACCESS,RYDE,Sydney
VEH ,4268,06-Apr-09,151.321783441,-33.6539479619,BARRENJOEY RD,COLES PDE,NEWPORT,Sydney
VEH ,4269,21-Jun-11,150.899322214,-33.7129531989,STANHOPE PKY,WAKELY AV,THE PONDS,Sydney
VEH ,4270,15-Dec-11,150.904341759,-33.7121335172,STANHOPE PKY,EMPEROR AV,THE PONDS,Sydney
VEH ,4271,14-Dec-11,150.86753443,-32.0507050563,KELLY ST,LIVERPOOL ST,SCONE,Hunter
VEH ,4272,29-Oct-10,151.204662529,-33.8635548263,KENT ST,CLARENCE ST,SYDNEY,Sydney
VEH ,4275,22-Jan-11,151.660190828,-32.9399056855,MAIN RD,HARRISON RD,CARDIFF,Hunter
VEH ,4276,14-Sep-10,151.036236306,-33.9051317812,ROOKWOOD RD,GEORGE ST,BANKSTOWN,Sydney
VEH ,4277,07-Dec-09,150.821429072,-34.0584832846,QUEEN ST,CAR PARK ACCESS,CAMPBELLTOWN,Sydney
VEH ,4278,23-Dec-10,151.005061827,-34.0328243127,NEW ILLAWARRA RD,OLD ILLAWARRA RD,BARDEN RIDGE,Sydney
VEH ,4279,23-Dec-10,151.006343169,-34.0288761074,NEW ILLAWARRA RD,ELLA AV,BARDEN RIDGE,Sydney
VEH ,4280,07-Jun-10,151.365773401,-33.4485754102,AVOCA DR (MR504),KOOLANG RD,GREEN POINT,Hunter
VEH ,4281,01-Apr-12,151.171017034,-33.8125975873,EPPING RD,LONGUEVILLE RD,LANE COVE,Sydney
VEH ,4282,01-Apr-12,151.153446502,-33.8062095901,EPPING RD,SAM JOHNSON WAY,LANE COVE WEST,Sydney
VEH ,4283,27-May-09,151.019009272,-33.7168425011,OLD NORTHERN RD,HASTINGS RD,GLENHAVEN,Sydney
VEH ,4284,11-Jan-11,151.188977161,-33.9464953619,FORESHORE RD,HALE ST,BOTANY,Sydney
VEH ,4285,26-Jun-09,150.918499451,-34.3172017475,LAWRENCE HARGRAVE DR,RAILWAY PDE,THIRROUL,Southern
VEH ,4287,13-Jan-11,150.684200623,-33.7607598237,MULGOA RD,JAMISON RD,JAMISONTOWN,Sydney
VEH ,4288,13-Jul-20,151.209296,-33.86882,THE NORTHERN RD ,GLENMORE PKY ,GLENMORE PARK       ,Sydney
PED ,4289,04-May-10,151.229515361,-33.8768194814,NEW SOUTH HEAD RD,NEILD AV,RUSHCUTTERS BAY,Sydney
VEH ,4290,14-Jul-11,150.845706342,-33.9507697331,CAMDEN VALLEY WAY,HORNINGSEA PARK RD,HORNINGSEA PARK,Sydney
VEH ,4291,14-Jul-11,150.856081656,-33.9530746775,CAMDEN VALLEY WAY,CORFIELD RD,PRESTONS,Sydney
VEH ,4292,14-Jul-11,150.850665233,-33.9518553341,CAMDEN VALLEY WAY,RYNAN AV,PRESTONS,Sydney
PED ,4294,30-Jul-09,151.483128142,-32.817660967,VICTORIA ST (MR588),LANG ST (S-),KURRI KURRI,Hunter
PED ,4295,14-Jul-09,152.512071259,-32.1796476689,HEAD ST (MR111),BEACH ST (E-),FORSTER,Hunter
VEH ,4296,18-Mar-09,149.584432819,-33.4181218368,BENTINCK ST,CARPARK ACCESS,BATHURST,Western
VEH ,4297,28-Oct-09,151.156387206,-33.9046811352,SYDENHAM RD,CENTENNIAL ST,MARRICKVILLE,Sydney
VEH ,4298,07-Oct-09,151.661245151,-32.9635532314,HILLSBOROUGH RD,SOUTHERN ACCESS RD,WARNERS BAY,Hunter
VEH ,4301,26-Aug-10,151.694105387,-32.9653030461,FREDERICK ST,FERRIS ST,CHARLESTOWN,Hunter
VEH ,4302,10-Jul-12,151.204889555,-33.9596761714,FORESHORE RD,PORT TERMINAL ACCESS RD,BOTANY,Sydney
VEH ,4303,13-Jul-11,146.063697157,-34.2902622657,BANNA AV,BLUMER ST,GRIFFITH,South Western
VEH ,4304,02-Feb-10,146.044238486,-34.2859936691,WAKADEN ST,ULONG ST,GRIFFITH,South Western
PED ,4305,26-Jun-09,151.717461613,-32.909519006,LAMBTON RD (MR188),CHRISTO RD (N-),WARATAH,Hunter
VEH ,4306,14-Oct-11,151.695400621,-32.9621604868,PEARSON ST,RIDLEY ST,CHARLESTOWN,Hunter
VEH ,4307,30-Nov-09,150.814092353,-34.5709966385,PRINCES HWY,COLDEN DRV,ALBION PARK RAIL,Southern
VEH ,4308,17-Aug-09,150.90446958,-34.4218583644,CLIFF RD,HARBOUR ST,WOLLONGONG,Southern
VEH ,4309,15-Jul-09,151.228131711,-33.4305768659,PACIFIC HWY,F3 FWY RAMPS,CALGA,Hunter
VEH ,4310,28-Aug-09,151.191480582,-33.4609288326,PACIFIC HWY,MOUNT WHITE INTERCHANGE,MOUNT WHITE,Hunter
VEH ,4311,02-Mar-11,151.201341743,-33.5325245813,PACIFIC HWY,F3 ACCESS,MOONEY MOONEY,Hunter
VEH ,4312,30-Jun-09,151.712597565,-32.9344406964,NORTHCOTT DR,BRIDGES RD,NEW LAMBTON,Hunter
VEH ,4313,25-Nov-11,151.711966849,-32.9377141649,NORTHCOTT DR,BRADFORD CL,KOTARA,Hunter
VEH ,4314,,151.413059463,-33.4268219593,CENTRAL COAST HWY,SERPENTINE RD,ERINA HEIGHTS,Hunter
VEH,4315,06-Feb-14,151.416698,-33.426691,Central Coast Hwy,Matcham Rd,Erina Heights,Hunter
VEH,4316,12-Oct-16,151.611199,-33.159716,Pacific HWY,Montefiore St,Lake Macquarie,Hunter
PED ,4317,28-Sep-09,151.180367455,-33.7970514104,VICTORIA AV,RAILWAY ST,CHASTWOOD,Sydney
VEH ,4318,24-Jul-09,149.114330513,-33.2940021343,BATHURST RD,COX AV,ORANGE,Western
VEH ,4319,12-Feb-10,151.189706025,-33.8173757491,FREDERICK ST,DEVELOPMENT ACCESS RD,ARTARMON,Sydney
VEH ,4320,04-Mar-11,150.913998582,-33.8310028699,RECONCILIATION RD,WIDEMERE ACCESS RD,PROSPECT,Sydney
VEH ,4321,18-Dec-13,150.917837,-33.82493,RECONCILIATION RD,BASALT RD,HOLROYD             ,Sydney
VEH ,4322,23-Jun-09,151.096956896,-33.7020413789,PACIFIC HWY,CORONATION ST,HORNSBY,Sydney
VEH ,4323,11-Jun-10,146.03742674,-34.2888038139,KOOKORA ST,WILLANDRA AV,GRIFFITH,South Western
VEH ,4324,30-Aug-11,150.716414639,-33.7408740675,RICHMOND RD,BOOMERANG PL,CAMBRIDGE GARDENS,Sydney
VEH ,4325,05-Feb-10,151.038070035,-33.8944655432,ROOKWOOD RD,,POTTS HILL,Sydney
VEH ,4326,22-Jul-10,151.459028391,-32.8138966729,FIRST ST,STATION ST,WESTON,Hunter
VEH ,4327,23-Jun-10,151.60333701,-32.982160766,TORONTO RD,ENTERPRISE WAY,WOODRISING,Hunter
VEH ,4328,15-Jul-10,151.724768774,-32.791424594,PACIFIC HWY,HANK ST,HEATHERBRAE,Hunter
VEH ,4330,13-Jul-10,151.612264247,-32.7754264812,NEW ENGLAND HWY,FERRABY DR,METFORD,Hunter
VEH ,4331,05-Oct-12,151.17991204,-32.5687895899,NEW ENGLAND HWY,HOWE ST,SINGLETON,Hunter
VEH ,4332,12-Aug-10,151.689299673,-32.840073289,MAITLAND RD,OLD MAITLAND RD EAST,HEXHAM,Hunter
VEH ,4333,22-Dec-09,150.911280435,-33.7644391608,FOURTH AV,PRINCE ST,BLACKTOWN,Sydney
VEH ,4334,21-Jun-10,151.219360283,-33.8687955631,COWPER WHARF RD,BOURKE ST,WOOLLOOMOOLOO,Sydney
VEH ,4338,02-Sep-09,152.143841773,-32.7206480081,LAMAN ST,VICTORIA PDE,NELSON BAY,Hunter
VEH ,4339,24-Mar-10,152.921541861,-30.7131719018,PACIFIC HWY,BOUNDARY ST,MACKSVILLE,Northern
VEH ,4340,19-Apr-11,150.827604275,-33.7823970264,GREAT WESTERN HWY,RUPERTSWOOD RD,ROOTY HILL,Sydney
PED ,4341,26-Nov-12,151.403763734,-33.4250604952,CENTRAL COAST HWY,OLD TUGGERAH BEACH RD E,ERINA HEIGHTS,Hunter
VEH ,4342,07-Dec-09,151.120850284,-34.0242955058,TAREN POINT RD,BOX RD,TAREN POINT,Sydney
VEH ,4343,14-Mar-13,150.775886208,-33.8176487624,MAMRE RD,ERSKINE PARK RD,ERSKINE PARK,Sydney
VEH ,4344,21-Jun-12,151.398841381,-33.4259588267,CENTRAL COAST HWY,ARUNDEL RD,ERINA HEIGHTS,Hunter
VEH ,4345,23-Dec-09,150.883383625,-33.8864330722,SMITHFIELD RD,PORTEOUS ST,ENSDERSOR PARK,Sydney
VEH ,4346,15-Jun-11,150.759691586,-34.0222810471,CAMDEN VALLEY WAY,FUTURE RD,GREGORY HILLS,Sydney
VEH ,4347,24-Nov-09,151.421399698,-33.2280915707,SPARKES RD,F3 FWY ON/OFF RAMPS,WARNERVALE,Hunter
VEH ,4348,29-Jul-10,151.635935264,-32.7650122723,RAYMOND TERRACE RD,SETTLERS BVD,CHISHOLM,Hunter
VEH ,4349,07-Jun-11,151.539874659,-32.7214568772,NEW ENGLAND HWY,JOHN ST,RUTHERFORD,Hunter
PED ,4350,18-Feb-11,151.032767644,-33.849636545,SOUTH PDE,AUBURN RD (W.),AUBURN,Sydney
VEH ,4351,17-Aug-12,151.202190686,-33.8864298002,REGENT ST,KENSINGTON ST,CHIPPENDALE,Sydney
VEH ,4352,25-Sep-12,151.1987125,-33.8861226587,ABERCROMBIE ST,O'CONNOR ST,CHIPPENDALE,Sydney
VEH ,4355,22-Dec-11,150.467568157,-34.4420753862,OLD HUME HWY,INKERMAN RD,MITTAGONG,Southern
PED ,4356,22-Jan-10,149.096257647,-33.2964244577,ANSON ST,CHESTNUT AV (S-),ORANGE,Western
VEH ,4357,16-Sep-10,150.863208163,-33.7628100335,KNOX RD,CROSS ST,DOONSIDE,Sydney
VEH ,4358,14-Nov-13,151.427531226,-33.4241414243,CENTRAL COAST HWY,WILLOUGHBY RD,WAMBERAL,Hunter
VEH ,4359,11-Oct-12,150.44083578,-33.7196281993,GREAT WESTERN HWY,SOMERS ST,LAWSON,Sydney
VEH ,4360,12-May-10,151.033248629,-33.8985178973,BRUNKER RD,ROAD NO 2,POTTS HILL,Sydney
VEH,4361,11-Sep-18,151.375768,-33.374686,PACIFIC HWY,OURIMBAH ST,LISAROW,Hunter
VEH,4362,11-Sep-18,151.376197,-33.371235,PACIFIC HWY,TERALBA ST,LISAROW,Hunter
VEH,4363,11-Sep-18,151.371733,-33.364695,PACIFIC HWY,WALMSLEY RD,LISAROW,Hunter
VEH,4364,26-Feb-14,151.355068,-33.499132,Empire Bay Dr,Peridon Av,Daleys Point,Hunter
VEH ,4365,13-Jul-11,146.385122663,-34.5506507259,IRRIGATION WAY,CANAL ST,LEETON,South Western
VEH ,4366,18-Mar-10,151.004370789,-33.7354419668,TERMINUS ST,MEDICAL CENTRE EXIT,CASTLE HILL,Sydney
VEH ,4367,31-Aug-10,151.395859916,-33.4347413035,TERRIGAL DR (MR505),TARRAGAL GLEN AV,ERINA,Hunter
VEH ,4371,18-Oct-10,151.185941392,-33.9330087367,SIR REGINALD ANSETT DR,ROSS SMITH AV,MASCOT,Sydney
PED ,4372,14-Nov-13,151.437711321,-33.4230485451,CENTRAL COAST HWY,GHERSI AV,WAMBERAL,Hunter
VEH ,4374,10-Sep-12,150.952573241,-33.9409979377,NUWARRA RD,BRICKMAKERS DR,MOOREBANK,Sydney
PED ,4375,29-Jun-10,150.285092537,-33.63814876,GREAT WESTERN HWY,LEICHHARDT ST,BLACKHEATH,Sydney
VEH ,4376,14-Sep-10,151.76173878,-32.9352184896,UNION ST,PARKWAY AV,COOKS HILL,Hunter
VEH ,4377,23-Jul-12,149.236746344,-35.3790918751,OLD COOMA RD,EDWIN LAND PKY,QUEANBEYAN,Southern
VEH ,4378,14-Nov-11,150.765313152,-34.0219401598,BADGALLY RD,,CATHERINE FIELD,Sydney
VEH ,4379,23-Mar-12,150.770722812,-34.0244423079,GREGORY HILLS DR,DONOVAN BVD,CATHERINE FIELD,Sydney
PED ,4380,09-Nov-10,150.810991194,-34.0670367545,HURLEY ST,DUMARESQ ST (S),CAMPBELLTOWN,Sydney
VEH ,4382,23-Feb-12,151.750442234,-32.8196988891,TOMAGO RD,WESTRAC DR,TOMAGO,Hunter
VEH,4384,08-Dec-17,150.48293,-34.4305,Old Hume Hwy,Braemar Ave,Braemar,Southern
VEH ,4386,10-Aug-12,153.54601848,-28.2152205976,LAURA ST,SHORT ST,BANORA POINT,Northern
VEH ,4387,05-May-12,153.545497468,-28.2125170202,DARLINGTON DR,SEXTON HILL RD,BANORA POINT,Northern
VEH ,4388,18-Sep-11,151.242739034,-33.8233490096,SPIT RD TIDAL FLOW,OURIMBAH RD,MOSMAN,Sydney
VEH ,4389,24-Feb-12,151.290601348,-33.7477854677,PITTWATER RD,LISMORE AV,DEE WHY,Sydney
PED,4390,07-Feb-14,150.603018,-34.894699,Princes Hway,Mckay St,Nowra,Southern
VEH ,4392,10-Jun-11,149.118711121,-33.2977627804,BATHURST RD,LONE PINE AV,ORANGE,Western
VEH,4393,14-Dec-13,151.705446,-32.863689,Maitland Rd,Newcastle Inner Bypass,Sandgate,Hunter
VEH ,4394,30-Jun-11,151.643944241,-32.8733403281,MINMI RD,AWABAKAL DR,FLETCHER,Hunter
VEH ,4396,28-Mar-12,150.721919338,-33.7238324311,THE NORTHERN RD,SOUTHERN ACCESS RD,CRANEBROOK,Sydney
VEH ,4397,12-Dec-10,151.210681225,-33.8384412186,WARRINGAH FWY,MOUNT ST,NORTH SYDNEY,Sydney
VEH ,4398,31-Oct-11,151.166084393,-33.9211232885,PRINCES HWY, IKEA ACCESS RD,TEMPE,Sydney
VEH ,4399,16-Aug-12,150.901238008,-34.4188056601,CORRIMAL ST,GIPPS ST,WOLLONGONG,Southern
VEH ,4400,12-Dec-10,151.21062907,-33.8405333295,WARRINGAH FWY,MOUNT ST,NORTH SYDNEY,Sydney
PED,4401,22-Jul-14,151.724038,-32.919564,Turton Rd,Monash Rd,New Lambton,Hunter
VEH ,4402,29-Jun-12,151.063900082,-33.8521342931,BIRNIE AV,EDWIN FLACK AV,HOMEBUSH BAY,Sydney
VEH ,4403,14-Jul-11,151.0481718,-33.8481288754,PARRAMATTA RD,NYRANG ST,LIDCOMBE,Sydney
VEH ,4404,21-Apr-12,150.864689218,-33.7552792639,KNOX RD,POWER ST,DOONSIDE,Sydney
VEH,4405,24-Sep-14,150.723262,-34.006658,The Northern Rd,Peterbrock Dr,Oran Park,Sydney
VEH ,4406,23-Dec-11,151.033144772,-33.9143537982, RICKARD ST, KITCHENER PDE, BANKSTOWN,Sydney
VEH ,4407,13-Sep-11,151.032723214,-33.9241605271,MACAULEY AV,MARSHALL ST,BANKSTOWN,Sydney
VEH ,4408,20-Jun-11,151.034846593,-33.9132019541, CHAPEL RD,FRENCH AV, BANKSTOWN,Sydney
VEH ,4409,07-Mar-11,151.206457871,-33.8650873177,MARGARET ST,CARRINGTON ST,SYDNEY,Sydney
VEH ,4410,14-May-12,150.899453531,-33.9657604301,GLENFIELD RD,SOUTHERN ACCESS RD,GLENFIELD,Sydney
VEH ,4413,12-Dec-13,151.032859,-33.851495,AUBURN RD,QUEEN ST,AUBURN              ,Sydney
VEH ,4414,01-May-14,151.033898,-33.850832,KERR PDE,STATION RD,AUBURN              ,Sydney
VEH ,4415,28-Jan-11,151.160054315,-33.8571487799,VICTORIA RD TIDAL FLOW,PARK AV,DRUMMOYNE,Sydney
VEH ,4416,28-Jan-11,151.153098444,-33.8491004951,VICTORIA RD TIDAL FLOW,TAVISTOCK ST,DRUMMOYNE,Sydney
VEH ,4417,,151.1027082,-33.9657791396,WOODVILLE ST,BARRATT ST,HURSTVILLE,Sydney
VEH ,4418,,151.10184276,-33.9663858299,FOREST RD,WOODVILLE LN,HURSTVILLE,Sydney
VEH ,4420,26-Jul-13,150.832972035,-33.8128926276,ERSKINE PARK LINK DRIVE,OLD WALLGROVE RD,EASTERN CREEK,Sydney
VEH ,4421,28-Oct-11,150.916372281,-34.3194472671,LAWRENCE HARGRAVE DR,WREXHAM RD,THIRROUL,Southern
VEH ,4422,29-May-12,150.855131477,-33.903551221,COWPASTURE RD,BRIDGE RD,CECIL HILLS,Sydney
VEH ,4423,18-Jul-11,151.037575515,-33.9175668119,NORTH TCE,SOUTH TCE, BANKSTOWN,Sydney
VEH ,4426,26-Mar-13,151.193264432,-33.9046255599,EUSTON RD,BUNNINGS ACCESS RD,ALEXANDRIA,Sydney
VEH,4428,18-Aug-17,151.597896,-32.918372,George Booth Dr,Portland Dr,Cameron Park,Hunter
VEH,4429,29-Sep-16,151.428364,-33.328184,Wyong Rd,Enterprise Dr,WYONG,Hunter
VEH ,4430,11-Sep-12,150.893434155,-33.9723394171,RAILWAY PDE,HOSKINGS CRES,GLENFIELD,Sydney
VEH ,4433,08-Sep-11,150.787844623,-34.5020306105,CLEVELAND RD,MARSHALL ST,DAPTO,Southern
VEH ,4434,13-Mar-13,151.400735124,-33.3045429506,WYONG RD,F3 FWY OFF RAMP,MARDI,Hunter
VEH ,4435,03-May-11,150.192366809,-35.6914599859,PRINCES HWY,BERRIMA PDE (N-),BATEMANS BAY,Southern
VEH ,4436,19-Jan-13,151.119256465,-33.7723121164,CHRISTIE RD,M2 EB ON/OFF RAMPS,MACQUARIE PARK,Sydney
VEH ,4437,16-Apr-13,150.695063846,-34.0760713083,OLD HUME HWY (MR620),BURRAGORANG RD,CAMDEN,Sydney
PED ,4438,12-Mar-12,151.203331944,-33.8787142791,HARBOUR ST,LITTLE HAY ST,HAYMARKET,Sydney
VEH ,4439,03-Dec-11,149.10168658,-33.2546946065,NORTHERN DISTRIBUTOR RD,FARRELL RD,ORANGE,Western
VEH,4440,04-Jun-14,151.195858,-33.902797,MCEVOY ST,FOUNTAIN ST,ALEXANDRIA,Sydney
VEH,4441,17-Apr-15,151.177328,-33.879709,Minogue Cr,The Crescent,,Sydney
VEH ,4442,23-May-14,150.874049,-33.773003,DOONSIDE RD,BUNGARRIBEE RD,BLACKTOWN           ,Sydney
VEH,4443,06-Mar-15,150.725814,-33.727921,Jordan Springs BVD,Lakeside PDE,Jordan Springs,Sydney
VEH,4444,06-Mar-15,150.725824,-33.726209,Lakeside PDE,Water GUM Dr,Jordan Springs,Sydney
VEH ,4445,29-Jun-12,151.297321098,-33.7143597503,PITTWATER RD,CARPARK ACCESS,NARRABEEN,Sydney
VEH,4448,12-Nov-14,151.143928,-33.884165,Marion St,Hawthorne PDE (E-),Leichhardt,Sydney
VEH ,4449,22-Dec-11,150.888455803,-32.2654025103,BRIDGE ST,WILLIAM ST,MUSWELLBROOK,Hunter
VEH ,4450,26-Oct-13,150.844302977,-33.717642247,RICHMOND RD,TOWNSON RD,MARSDEN PARK,Sydney
VEH,4452,10-Oct-14,150.809317,-33.975704,Camden Valley Way,Heath RD,Leppington,Sydney
VEH,4453,09-Oct-14,150.799356,-33.921874,Camden Valley Way,St Andrews Rd,Leppington,Sydney
VEH,4454,30-Mar-15,150.832809,-33.954006,Camden Valley Way,Forest Lawn Access,Leppington,Sydney
VEH ,4455,14-Apr-13,151.607156813,-32.8945267838,NEWCASTLE LINK RD,CAMERON PARK RD,CAMERON PARK,Hunter
VEH ,4456,20-Apr-13,151.665234751,-32.9074862695,LAKE RD,THOMAS ST,WALLSEND,Hunter
VEH ,4457,05-Jun-12,151.676767951,-32.9029718924,NEWCASTLE RD,THOMAS ST,LONGWORTH AV,Hunter
VEH ,4458,19-Jul-12,151.692527689,-32.9061672461,NEWCASTLE RD,MAIN RD,JESMOND,Hunter
VEH ,4459,05-Aug-13,150.903527726,-33.7652492105,RICHMOND RD,SHOWGROUND ACCESS,BLACKTOWN,Sydney
VEH,4460,11-Nov-15,150.83881,-33.94994,Camden Valley Way,Cowpasture RD,Leppington,Sydney
VEH,4461,10-Nov-15,150.818711,-33.961805,Cowpasture Rd, Caravan Park Access,Leppington,Sydney
VEH ,4462,24-Jun-14,150.913791,-33.692704,SCHOFIELDS RD,THE PONDS BVD,BLACKTOWN           ,Sydney
VEH ,4463,24-Jun-14,150.903291,-33.695028,SCHOFIELDS RD,TALLAWONG RD,BLACKTOWN           ,Sydney
VEH,4464,07-Oct-14,150.770095,-34.009721,Camden Valley Way,Springfield RD,Catherine Field,Sydney
VEH,4465,09-Oct-14,150.777717,-34.002719,Camden Valley Way,Catherine Fields RD,Catherine Field,Sydney
VEH ,4466,19-Aug-13,150.867716588,-33.7917067303,GREAT WESTERN HWY,RUDDERS LANE (NOT BUNGARRIBBE RD),EASTERN CREEK,Sydney
VEH ,4467,06-Apr-14,150.957095,-33.871676,THE CRESCENT,SMART ST,FAIRFIELD           ,Sydney
VEH ,4470,03-Oct-12,150.989679088,-33.8333402269,NEIL ST,STOCKLAND MALL ACCESS,MERRYLANDS,Sydney
VEH ,4471,21-Nov-12,151.302704799,-33.7390750753,PITTWATER RD,ANZAC AV,COLLAROY,Sydney
VEH ,4472,31-Jul-14,150.996818,-33.782003,WINDSOR RD,ANDERSON RD,BAULKHAM HILLS      ,Sydney
VEH ,4473,14-Jan-13,151.147863258,-33.9391660591,ARNCLIFFE TIDAL FLOW,PRINCES HWY,FOREST RD,Sydney
VEH ,4474,24-Jun-14,150.903194,-33.694948,SCHOFIELDS RD,CUDGEGONG RD,BLACKTOWN           ,Sydney
VEH ,4475,16-Oct-14,151.1224097,-33.77613311,TALAVERA RD,MACQUARIE CENTRE ACCESS,MACQUARIE PARK,Sydney
VEH ,4476,18-Dec-12,149.840207944,-36.6766144879,AUCKLAND ST,UPPER ST,BEGA,Southern
VEH ,4477,18-Dec-13,150.867447,-33.942245,KURRAJONG RD,BERNERA RD,LIVERPOOL           ,Sydney
VEH ,4478,20-Nov-12,151.144310411,-33.8337675814,GLADESVILLE RD,HOTEL ACCESS,GLADESVILLE,Sydney
VEH ,4479,27-Aug-12,150.900087258,-33.7991422644,GREAT WESTERN HWY,ESTATE RD,HUNTINGWOOD,Sydney
VEH ,4480,12-Jun-20,150.73763,-33.969222,THE NORTHERN RD,LOWES CREEK RD,BRINGELLY           ,Sydney
VEH ,4481,23-Jul-20,150.72693,-33.929669,THE NORTHERN RD ,BADGERYS CREEK RD ,BRINGELLY           ,Sydney
VEH ,4482,28-Apr-13,150.863789437,-33.767782966,KNOX RD,EASTERN RD,DOONSIDE,Sydney
VEH ,4483,11-Jun-20,150.713633,-33.91834,THE NORTHERN RD ,MERSEY RD ,BRINGELLY           ,Sydney
VEH ,4484,11-Jun-20,150.721896,-33.925583,THE NORTHERN RD  ,ERWENT RD ,BRINGELLY           ,Sydney
VEH,4485,06-May-20,150.733027,-33.986924,The Northern Rd,Marlands Link Rd 1,Bringelly,Sydney
VEH,4486,06-May-20,150.73761,-33.969364,The Northern Rd,Marlands Link Rd 2,Bringelly,Sydney
VEH,4487,06-May-20,150.73854,-33.948812,The Northern Rd,Marlands Link Rd 3,Bringelly,Sydney
VEH,4488,06-Feb-20,150.726137,-33.994943,THE NORTHERN RD,DICK JOHNSON DR,ORAN PARK,Sydney
VEH,4489,08-Mar-18,150.724184,-34.014445,THE NORTHERN RD,COBBITY RD,WEST COBBITY,Sydney
VEH ,4490,12-Jun-20,150.739012,-33.950066,THE NORTHERN RD ,BELMORE RD ,BRINGELLY           ,Sydney
VEH ,4492,10-Aug-12,150.912831087,-33.836823378, WIDEMERE RD,DAVIS RD,WETHERILL PARK,Sydney
VEH,4493,28-Feb-18,150.72646,-34.02584,The Northern RD,Hillside DR,Harrington Park,Sydney
VEH ,4494,13-May-14,152.874014,-31.424071,HASTINGS RIVER DR,BOUNDARY ST,HASTINGS            ,Northern
VEH,4495,25-Jul-14,150.818023,-34.470646,Princes Hway, West Dapto RD,Kembla Grange,Southern
VEH ,4496,20-Dec-12,151.037341313,-33.8420123929,PARRAMATTA RD,MACQUARIE RD,AUBURN,Sydney
VEH ,4497,15-Aug-13,150.859559774,-34.5577878643,SHELLHARBOUR RD,SUNSET AV,WARILLA,Southern
VEH,4498,26-Mar-17,150.84708,-33.81118,Old Wallgrove Rd,Mini Link Rd,Eastern Creek,Sydney
VEH,4499,12-Mar-17,150.84296,-33.81142,Old Wallgrove Road,Southridge St,Eastern Creek,Sydney
VEH,4500,12-Mar-17,150.83796,-33.81216,Old Wallgrove Rd,Eastern Creek Dr,Eastern Creek,Sydney
VEH,4501,12-Mar-17,150.83568,-33.81269,Old Wallgrove Rd,Foberts Rd,Eastern Creek,Sydney
VEH,4502,16-Jan-15,151.445214,-33.241918,Sparks Rd,Access Rd,Woongarrah,Hunter
