pressure_zone,category,pipe_size,material,lined,pipe_age,shape__length,criticality,condition_score,ASSET_ID,MAIN_NAME,PIPE_AGE,MATERIAL,PIPE_LENGTH
TARAGO - WESTERN PORT MAIN,S,150.0,MS,0,17.0,4.81,6,7.65,M420,TARAGO - WESTERN PORT MAIN,17.0,MS,4.81
NOTTING HILL RESERVOIR,S,900.0,MS,0,46.0,4.33,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,4.33
MORANG SOUTH RESERVOIR,S,600.0,MS,0,46.0,7.97,6,6.2,R033,MORANG SOUTH RESERVOIR,46.0,MS,7.97
PRESTON PUMP STATION,S,100.0,MSCL,0,16.0,0.43,6,7.7,P257,PRESTON PUMP STATION,16.0,MSCL,0.43
YAN YEAN-EPPING MAIN,T,800.0,MS,0,66.0,1.36,6,5.2,M190,YAN YEAN-EPPING MAIN,66.0,MS,1.36
PRESTON - FOOTSCRAY MAIN,T,1350.0,MS,0,68.0,100.36,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MS,100.36
MAROONDAH AQUADUCT REPLACEMENT,T,2100.0,MS,0,47.0,1.7,6,6.15,M258,MAROONDAH AQUADUCT REPLACEMENT,47.0,MS,1.7
SURREY HILLS - ROSANNA,S,225.0,MSCL,0,21.0,1.0,6,7.45,M158,SURREY HILLS - ROSANNA,21.0,MSCL,1.0
MAROONDAH AQUADUCT REPLACEMENT,S,250.0,MS,0,16.0,2.17,6,7.7,M258,MAROONDAH AQUADUCT REPLACEMENT,16.0,MS,2.17
YAN YEAN-EPPING MAIN,S,100.0,CICL,0,66.0,2.57,6,5.2,M190,YAN YEAN-EPPING MAIN,66.0,CICL,2.57
(NOT OP) PRESTON CX PRV,S,225.0,MS,0,50.0,7.06,6,6.0,B021,(NOT OP) PRESTON CX PRV,,MS,7.06
MONBULK NO2 PS,S,225.0,MS,0,52.0,0.72,6,5.9,P075,MONBULK NO2 PS,52.0,MS,0.72
MARTYR RD PRV,S,450.0,MS,0,38.0,1.22,6,6.6,B089,MARTYR RD PRV,38.0,MS,1.22
EPPING PS,S,825.0,MS,0,66.0,0.59,6,5.2,P058,EPPING PS,66.0,MS,0.59
SYDENHAM EMERGENCY PS,S,450.0,MS,0,46.0,0.97,6,6.2,P252,SYDENHAM EMERGENCY PS,46.0,MS,0.97
NO 1 OLINDA-MITCHAM MAIN,T,900.0,MSLB,0,112.0,365.69,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSLB,365.69
MT VIEW-DANDENONG MAIN,T,825.0,MS,0,68.0,1.28,6,5.1,M131,MT VIEW-DANDENONG MAIN,68.0,MS,1.28
MITCHAM-NOTTING HILL MAIN,T,1150.0,MS,0,99.0,5.35,6,3.55,M022,MITCHAM-NOTTING HILL MAIN,99.0,MS,5.35
SILVA-MT WAVERLY MAIN,T,1150.0,MS,0,68.0,2.93,6,5.1,M132,SILVA-MT WAVERLY MAIN,68.0,MS,2.93
CARDINIA DAM,S,1150.0,MS,0,46.0,1.15,6,6.2,H060,CARDINIA DAM,46.0,MS,1.15
YERING GORGE PS,S,1100.0,MS,0,46.0,1.81,6,6.2,P168,YERING GORGE PS,46.0,MS,1.81
GOULBURN RIVER PUMPING STATION,S,750.0,MSCL,0,16.0,5.39,6,7.7,P254,GOULBURN RIVER PUMPING STATION,16.0,MSCL,5.39
NO 1 OLINDA-MITCHAM MAIN,S,450.0,MSCL,0,112.0,26.42,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSCL,26.42
BLACKBURN RD - NOTTING HILL,T,825.0,MS,0,43.0,3.8,6,6.35,M021,BLACKBURN RD - NOTTING HILL,43.0,MS,3.8
GREENVALE DAM,S,1700.0,MS,0,46.0,0.66,6,6.2,H070,GREENVALE DAM,46.0,MS,0.66
WATSONIA PRV,S,450.0,MS,0,50.0,2.76,6,6.0,B053,WATSONIA PRV,,MS,2.76
UPPER YARRA DAM,S,450.0,MS,0,46.0,1.61,6,6.2,H040,UPPER YARRA DAM,46.0,MS,1.61
SILVA-MT WAVERLY MAIN,T,1700.0,MS,0,69.0,43.11,6,5.05,M132,SILVA-MT WAVERLY MAIN,69.0,MS,43.11
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,60.0,18.17,6,5.5,M257,ST ALBANS OUTLET MAIN,60.0,MS,18.17
GREENVALE RESERVOIR OUTLET,T,1350.0,MS,0,55.0,2.13,6,5.75,M280,GREENVALE RESERVOIR OUTLET,55.0,MS,2.13
PRESTON NO1 RESERVOIR,S,600.0,MS,0,20.0,2.0,6,7.5,R020,PRESTON NO1 RESERVOIR,20.0,MS,2.0
TARAGO - WESTERN PORT MAIN,S,100.0,MSCL,0,51.0,2.63,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MSCL,2.63
YARRA VALLEY CONDUIT MAIN,S,225.0,MSCL,0,50.0,1.29,6,6.0,M283,YARRA VALLEY CONDUIT MAIN,50.0,MSCL,1.29
PAKENHAM RES NO.2 INLET MAIN,T,600.0,MS,0,29.0,270.74,6,7.05,M475,PAKENHAM RES NO.2 INLET MAIN,29.0,MS,270.74
CARDINIA - PEARCEDALE DUP,S,900.0,MSCL,0,25.0,0.69,6,7.25,M478,CARDINIA - PEARCEDALE DUP,25.0,MSCL,0.69
MERRI CK - NORTHCOTE-PUNT RD,T,1150.0,MS,0,22.0,123.2,6,7.4,M041,MERRI CK - NORTHCOTE-PUNT RD,22.0,MS,123.2
UPPER YARRA DAM,S,2100.0,MS,0,46.0,5.15,6,6.2,H040,UPPER YARRA DAM,46.0,MS,5.15
MT WAVERLEY RESERVOIR,S,150.0,MS,0,46.0,1.17,6,6.2,R016,MT WAVERLEY RESERVOIR,46.0,MS,1.17
ST ALBANS RESERVOIR,S,900.0,MS,0,46.0,1.4,6,6.2,R032,ST ALBANS RESERVOIR,46.0,MS,1.4
THOMSON YARRA TUNNEL,S,1050.0,MSEL,0,43.0,2.0,6,6.35,M482,THOMSON YARRA TUNNEL,43.0,MSEL,2.0
DANDENONG NORTH RESERVOIR,S,900.0,MS,0,46.0,2.03,6,6.2,R004,DANDENONG NORTH RESERVOIR,46.0,MS,2.03
COWIES HILL RESERVOIR,S,825.0,MS,0,46.0,2.08,6,6.2,R043,COWIES HILL RESERVOIR,46.0,MS,2.08
DANDENONG NORTH RESERVOIR,S,1350.0,MS,0,46.0,7.82,6,6.2,R004,DANDENONG NORTH RESERVOIR,46.0,MS,7.82
TYABB MORNINGTON MAIN,T,350.0,MS,0,47.0,0.3,6,6.15,M440,TYABB MORNINGTON MAIN,47.0,MS,0.3
SOUTH MORANG PS,S,100.0,MS,0,50.0,58.27,6,6.0,P099,SOUTH MORANG PS,,MS,58.27
BLACKBURN RD - NOTTING HILL,S,300.0,MSCL,0,42.0,0.84,6,6.4,M021,BLACKBURN RD - NOTTING HILL,42.0,MSCL,0.84
OLINDA-MITCHAM NO.2,S,150.0,MSCL,0,100.0,1.44,6,3.5,M054,OLINDA-MITCHAM NO.2,100.0,MSCL,1.44
(NOT OP) NOTTING HILL PS,S,600.0,MS,0,49.0,5.31,6,6.05,P107,(NOT OP) NOTTING HILL PS,49.0,MS,5.31
PRESTON NO1 RESERVOIR,S,750.0,UNKNOWN,0,46.0,2.17,6,6.2,R020,PRESTON NO1 RESERVOIR,46.0,UNKNOWN,2.17
MITCHAM - SURREY HILLS DUP.,T,1150.0,MS,0,87.0,23.5,6,4.15,M113,MITCHAM - SURREY HILLS DUP.,87.0,MS,23.5
MITCHAM-SURREY HILLS MAIN,T,900.0,MSR,0,114.0,8.88,6,3.5,M046,MITCHAM-SURREY HILLS MAIN,114.0,MSR,8.88
CARDINIA - PEARCEDALE DUP,S,225.0,MSCL,0,16.0,9.32,6,7.7,M478,CARDINIA - PEARCEDALE DUP,16.0,MSCL,9.32
MONBULK NO2 DELIVERY MAIN,S,300.0,MS,0,55.0,0.89,6,5.75,M293,MONBULK NO2 DELIVERY MAIN,55.0,MS,0.89
O'SHANNASSY DAM,S,900.0,MS,0,46.0,1.22,6,6.2,H030,O'SHANNASSY DAM,46.0,MS,1.22
HALLAM NORTH PRV,S,900.0,MS,0,46.0,2.43,6,6.2,B048,HALLAM NORTH PRV,46.0,MS,2.43
MORANG OUTLET,S,150.0,MSCL,0,22.0,1.41,6,7.4,M104,MORANG OUTLET,22.0,MSCL,1.41
JOHNS HILL INLET MAIN,S,100.0,MSCL,0,28.0,2.44,6,7.1,M468,JOHNS HILL INLET MAIN,28.0,MSCL,2.44
GREENVALE DAM,S,1700.0,MS,0,46.0,3.76,6,6.2,H070,GREENVALE DAM,46.0,MS,3.76
ST ALBANS RESERVOIR,S,1150.0,MS,0,46.0,49.8,6,6.2,R032,ST ALBANS RESERVOIR,46.0,MS,49.8
PRESTON NO1 RESERVOIR,S,800.0,MS,0,20.0,2.21,6,7.5,R020,PRESTON NO1 RESERVOIR,20.0,MS,2.21
GREENVALE - OUTLET NO 2 MAIN,S,225.0,MSCL,0,37.0,5.01,6,6.65,M402,GREENVALE - OUTLET NO 2 MAIN,37.0,MSCL,5.01
MITCHAM-NOTTING HILL MAIN,S,150.0,MSCL,0,41.0,1.34,6,6.45,M022,MITCHAM-NOTTING HILL MAIN,41.0,MSCL,1.34
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,56.0,37.68,6,5.7,M257,ST ALBANS OUTLET MAIN,56.0,MS,37.68
MT VIEW OUTLET MAIN,T,1150.0,MS,0,58.0,388.56,6,5.6,M268,MT VIEW OUTLET MAIN,58.0,MS,388.56
WINNEKE-PRESTON (SLOAF RES.MN),S,450.0,MSCL,0,46.0,2.0,6,6.2,M332,WINNEKE-PRESTON (SLOAF RES.MN),46.0,MSCL,2.0
GREENVALE-YUROKE-SYDENHAM,S,300.0,MSCL,0,42.0,2.44,6,6.4,M333,GREENVALE-YUROKE-SYDENHAM,42.0,MSCL,2.44
KENNY ST-BROADMEADOWS MAIN,S,300.0,MSEL,0,64.0,1.04,6,5.3,M193,KENNY ST-BROADMEADOWS MAIN,64.0,MSEL,1.04
GREENVALE-YUROKE-SYDENHAM,S,50.0,MS,0,21.0,0.27,6,7.45,M333,GREENVALE-YUROKE-SYDENHAM,21.0,MS,0.27
COWIES HILL RESERVOIR,S,825.0,MS,0,46.0,1.83,6,6.2,R043,COWIES HILL RESERVOIR,46.0,MS,1.83
COWIES HILL RESERVOIR,S,1150.0,MS,0,46.0,17.29,6,6.2,R043,COWIES HILL RESERVOIR,46.0,MS,17.29
BITTERN - DROMANA NO 1 MAIN,T,675.0,RC,0,86.0,520.13,6,4.2,M421,BITTERN - DROMANA NO 1 MAIN,86.0,RC,520.13
LANGWARRIN - BITTERN NO 3 MAIN,T,900.0,MS,0,54.0,17.42,6,5.8,M419,LANGWARRIN - BITTERN NO 3 MAIN,54.0,MS,17.42
MT WAVERLEY RESERVOIR,S,800.0,MSLB,0,46.0,1.39,6,6.2,R016,MT WAVERLEY RESERVOIR,46.0,MSLB,1.39
UNKNOWN,T,1350.0,MS,0,96.0,133.91,6,3.7,M264,UNKNOWN,96.0,MS,133.91
MARTYR RD PRV,S,375.0,MS,0,38.0,0.76,6,6.6,B089,MARTYR RD PRV,38.0,MS,0.76
EPPING PS,S,225.0,MS,0,66.0,1.75,6,5.2,P058,EPPING PS,66.0,MS,1.75
LANGWARRIN - BITTERN NO 2 MAIN,S,300.0,RC,0,67.0,2.29,6,5.15,M441,LANGWARRIN - BITTERN NO 2 MAIN,67.0,RC,2.29
PRESTON-NORTH ESSENDON MAIN,T,1150.0,MS,0,15.0,41.96,6,7.75,M009,PRESTON-NORTH ESSENDON MAIN,15.0,MS,41.96
JOHNS HILL INLET MAIN,T,450.0,MS,0,28.0,0.52,6,7.1,M468,JOHNS HILL INLET MAIN,28.0,MS,0.52
NO 1 OLINDA-MITCHAM MAIN,T,900.0,MSLB,0,112.0,225.1,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSLB,225.1
MITCHAM-NOTTING HILL MAIN,T,750.0,MSLB,0,99.0,4.13,6,3.55,M022,MITCHAM-NOTTING HILL MAIN,99.0,MSLB,4.13
MAROONDAH AQUADUCT REPLACEMENT,T,2100.0,MS,0,47.0,53.93,6,6.15,M258,MAROONDAH AQUADUCT REPLACEMENT,47.0,MS,53.93
CARDINIA - HALLAM NO 2 MAIN,T,900.0,MS,0,38.0,0.76,6,6.6,M375,CARDINIA - HALLAM NO 2 MAIN,38.0,MS,0.76
PRESTON - FOOTSCRAY MAIN,S,150.0,MSCL,0,68.0,2.63,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MSCL,2.63
PRESTON - FOOTSCRAY MAIN,S,450.0,MSCL,0,68.0,3.6,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MSCL,3.6
PRESTON - FOOTSCRAY MAIN,T,1350.0,MS,0,68.0,5.33,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MS,5.33
YARRA-SILVAN CONDUIT NO 1,T,1700.0,MS,0,80.0,8368.04,6,4.5,M161,YARRA-SILVAN CONDUIT NO 1,80.0,MS,8368.04
MITCHAM-NOTTING HILL MAIN,T,1150.0,MS,0,99.0,50.87,6,3.55,M022,MITCHAM-NOTTING HILL MAIN,99.0,MS,50.87
CARDINIA RES.DESALINATION MAIN,T,1600.0,MS,0,15.0,1.0,6,7.75,M485,CARDINIA RES.DESALINATION MAIN,15.0,MS,1.0
CARDINIA RES.DESALINATION MAIN,T,1700.0,MS,0,15.0,299.5,6,7.75,M485,CARDINIA RES.DESALINATION MAIN,15.0,MS,299.5
MORANG OUTLET,S,150.0,MSCL,0,21.0,1.16,6,7.45,M104,MORANG OUTLET,21.0,MSCL,1.16
DANDENONG RES PRV,S,225.0,MS,0,46.0,2.71,6,6.2,B088,DANDENONG RES PRV,46.0,MS,2.71
PRESTON-NORTH ESSENDON MAIN,T,900.0,MS,0,15.0,0.6,6,7.75,M009,PRESTON-NORTH ESSENDON MAIN,15.0,MS,0.6
ESSENDON NORTH RESERVOIR,S,600.0,MS,0,46.0,1.12,6,6.2,R006,ESSENDON NORTH RESERVOIR,46.0,MS,1.12
EPPING-PRESTON MAIN,T,300.0,MS,0,16.0,0.79,6,7.7,M194,EPPING-PRESTON MAIN,16.0,MS,0.79
WEST HEIDELBERG PRV,S,900.0,MS,0,50.0,11.89,6,6.0,B051,WEST HEIDELBERG PRV,,MS,11.89
HALLAM NTH. INLET MAIN,T,300.0,DI,0,49.0,1.75,6,6.05,M289,HALLAM NTH. INLET MAIN,49.0,DI,1.75
CARDINIA-DAND'G-NOTTING HILL M,T,1700.0,MS,0,50.0,934.27,6,6.0,M281,CARDINIA-DAND'G-NOTTING HILL M,50.0,MS,934.27
ST ALBANS OUTLET MAIN,S,225.0,MSCL,0,49.0,3.57,6,6.05,M257,ST ALBANS OUTLET MAIN,49.0,MSCL,3.57
KENNY ST-BROADMEADOWS MAIN,S,150.0,CICL,0,55.0,1.72,6,5.75,M193,KENNY ST-BROADMEADOWS MAIN,55.0,CICL,1.72
PAKENHAM RES NO.2 INLET MAIN,T,600.0,MS,0,29.0,119.52,6,7.05,M475,PAKENHAM RES NO.2 INLET MAIN,29.0,MS,119.52
SILVA-MT WAVERLY MAIN,T,1700.0,MS,0,69.0,1760.9,6,5.05,M132,SILVA-MT WAVERLY MAIN,69.0,MS,1760.9
PRESTON - FOOTSCRAY MAIN,T,1350.0,MS,0,68.0,2.22,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MS,2.22
"EDINBURGH RD, OLINDA RES PRV",S,50.0,MS,0,16.0,0.81,6,7.7,B200,"EDINBURGH RD, OLINDA RES PRV",16.0,MS,0.81
MT VIEW RES MINI HYDRO,S,600.0,MS,0,19.0,0.56,6,7.55,Z015,MT VIEW RES MINI HYDRO,19.0,MS,0.56
DROMANA RESERVOIR,S,450.0,AC,0,86.0,0.45,6,4.2,R141,DROMANA RESERVOIR,86.0,AC,0.45
(NOT OP) GALLAGHERS RD PS,S,750.0,MS,0,56.0,3.22,6,5.7,P069,(NOT OP) GALLAGHERS RD PS,56.0,MS,3.22
SILVAN-PRESTON MAIN,S,150.0,MSCL,0,64.0,0.76,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,MSCL,0.76
GOULBURN RIVER PUMPING STATION,S,750.0,MSCL,0,16.0,5.42,6,7.7,P254,GOULBURN RIVER PUMPING STATION,16.0,MSCL,5.42
SYDENHAM OUTLET MAIN,T,900.0,MS,0,49.0,2.26,6,6.05,M346,SYDENHAM OUTLET MAIN,49.0,MS,2.26
MT VIEW-DANDENONG MAIN,S,150.0,MSCL,0,57.0,1.34,6,5.65,M131,MT VIEW-DANDENONG MAIN,57.0,MSCL,1.34
EPPING-GREENVALE MAIN,T,600.0,MS,0,37.0,6.92,6,6.65,M192,EPPING-GREENVALE MAIN,37.0,MS,6.92
LANGWARRIN-FRANKSTON NO 2 MAIN,T,900.0,MS,0,59.0,1916.19,6,5.55,M462,LANGWARRIN-FRANKSTON NO 2 MAIN,59.0,MS,1916.19
PRESTON PUMP STATION,S,400.0,MSCL,0,16.0,3.16,6,7.7,P257,PRESTON PUMP STATION,16.0,MSCL,3.16
BITTERN RES BYPASS MAIN,S,300.0,MSCL,0,27.0,1.64,6,7.15,M479,BITTERN RES BYPASS MAIN,27.0,MSCL,1.64
BITTERN RES BYPASS MAIN,S,300.0,MSCL,0,27.0,0.4,6,7.15,M479,BITTERN RES BYPASS MAIN,27.0,MSCL,0.4
YARRA-SILVAN CONDUIT NO 1,T,1700.0,MS,0,80.0,822.69,6,4.5,M161,YARRA-SILVAN CONDUIT NO 1,80.0,MS,822.69
TARAGO - WESTERN PORT MAIN,S,600.0,MSCL,0,51.0,4.31,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MSCL,4.31
TARAGO - WESTERN PORT MAIN,S,100.0,MSCL,0,51.0,5.98,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MSCL,5.98
GREENVALE RESERVOIR OUTLET,S,150.0,MSEL,0,55.0,0.77,6,5.75,M280,GREENVALE RESERVOIR OUTLET,55.0,MSEL,0.77
ROSANNA - PRESTON MAIN,T,1150.0,MS,0,86.0,14.29,6,4.2,M078,ROSANNA - PRESTON MAIN,86.0,MS,14.29
SILVAN - SEVILLE PS,S,250.0,MS,0,30.0,0.91,6,7.0,P242,SILVAN - SEVILLE PS,30.0,MS,0.91
CRANBOURNE RESERVOIR,S,225.0,CI,0,46.0,4.78,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,CI,4.78
CRANBOURNE RESERVOIR,S,225.0,CI,0,46.0,3.47,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,CI,3.47
CARDINIA DAM,T,2100.0,MS,0,54.0,341.1,6,5.8,H060,CARDINIA DAM,54.0,MS,341.1
CRANBOURNE RESERVOIR,S,300.0,MS,0,46.0,84.99,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,MS,84.99
LANGWARRIN - BITTERN NO 2 MAIN,T,825.0,RC,0,67.0,0.61,6,5.15,M441,LANGWARRIN - BITTERN NO 2 MAIN,67.0,RC,0.61
SYDENHAM RESERVOIR,S,1150.0,MS,0,46.0,1.76,6,6.2,R064,SYDENHAM RESERVOIR,46.0,MS,1.76
MORNINGTON RESERVOIR,S,900.0,MS,0,46.0,0.85,6,6.2,R143,MORNINGTON RESERVOIR,46.0,MS,0.85
SYDENHAM OUTLET MAIN,T,825.0,MS,0,49.0,2.0,6,6.05,M346,SYDENHAM OUTLET MAIN,49.0,MS,2.0
SURREY HILLS - ROSANNA,T,1150.0,MS,0,69.0,50.56,6,5.05,M158,SURREY HILLS - ROSANNA,69.0,MS,50.56
MORANG OUTLET,T,900.0,MS,0,49.0,23.91,6,6.05,M104,MORANG OUTLET,49.0,MS,23.91
LANGWARRIN-FRANKSTON NO 1 MAIN,T,900.0,CONC,0,73.0,22.42,6,4.85,M427,LANGWARRIN-FRANKSTON NO 1 MAIN,73.0,CONC,22.42
PLENTY RESERVOIR,S,100.0,MS,0,46.0,3.06,6,6.2,R086,PLENTY RESERVOIR,46.0,MS,3.06
KENNY ST-BROADMEADOWS MAIN,S,100.0,CICL,0,55.0,1.73,6,5.75,M193,KENNY ST-BROADMEADOWS MAIN,55.0,CICL,1.73
NO 1 OLINDA-MITCHAM MAIN,S,300.0,MSCL,0,112.0,7.14,6,3.5,M055,NO 1 OLINDA-MITCHAM MAIN,112.0,MSCL,7.14
MITCHAM RES BYPASS PRV,S,450.0,MS,0,50.0,3.25,6,6.0,B069,MITCHAM RES BYPASS PRV,,MS,3.25
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,56.0,1.15,6,5.7,M257,ST ALBANS OUTLET MAIN,56.0,MS,1.15
SUGARLOAF HIGH LIFT PUMP ST'N,S,750.0,MSCL,0,16.0,8.51,6,7.7,P255,SUGARLOAF HIGH LIFT PUMP ST'N,16.0,MSCL,8.51
EPPING-GREENVALE MAIN,S,300.0,MSEL,0,66.0,1.91,6,5.2,M192,EPPING-GREENVALE MAIN,66.0,MSEL,1.91
OLINDA-MITCHAM NO.3,S,150.0,MSCL,0,90.0,32.3,6,4.0,M056,OLINDA-MITCHAM NO.3,90.0,MSCL,32.3
MARTYR RD PRV,S,375.0,MS,0,38.0,7.91,6,6.6,B089,MARTYR RD PRV,38.0,MS,7.91
ST ALBANS OUTLET MAIN,T,1150.0,MS,0,52.0,277.74,6,5.9,M257,ST ALBANS OUTLET MAIN,52.0,MS,277.74
SOMERTON HIGH LEVEL MAIN,T,600.0,MS,0,62.0,2.59,6,5.4,M198,SOMERTON HIGH LEVEL MAIN,62.0,MS,2.59
MT WAVERLY OUTLET MAIN,T,825.0,MS,0,64.0,54.2,6,5.3,M195,MT WAVERLY OUTLET MAIN,64.0,MS,54.2
CARDINIA - HALLAM NO 2 MAIN,T,1700.0,MS,0,38.0,1572.04,6,6.6,M375,CARDINIA - HALLAM NO 2 MAIN,38.0,MS,1572.04
TARAGO - WESTERN PORT MAIN,S,300.0,MSCL,0,51.0,3.01,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MSCL,3.01
LANGWARRIN - BITTERN NO 2 MAIN,S,150.0,RC,0,67.0,3.71,6,5.15,M441,LANGWARRIN - BITTERN NO 2 MAIN,67.0,RC,3.71
TARAGO - WESTERN PORT MAIN,S,100.0,MSCL,0,51.0,3.51,6,5.95,M420,TARAGO - WESTERN PORT MAIN,51.0,MSCL,3.51
NOTTING HILL RESERVOIR,S,1350.0,MS,0,46.0,2.79,6,6.2,R017,NOTTING HILL RESERVOIR,46.0,MS,2.79
CRANBOURNE RESERVOIR,S,225.0,CI,0,46.0,6.09,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,CI,6.09
LANGWARRIN-FRANKSTON NO 1 MAIN,T,900.0,RC,0,71.0,683.23,6,4.95,M427,LANGWARRIN-FRANKSTON NO 1 MAIN,71.0,RC,683.23
BEACONSFIELD - LANGWARRIN MAIN,T,1050.0,MS,0,69.0,41.33,6,5.05,M418,BEACONSFIELD - LANGWARRIN MAIN,69.0,MS,41.33
LANGWARRIN - BITTERN NO 3 MAIN,T,900.0,MS,0,54.0,2625.91,6,5.8,M419,LANGWARRIN - BITTERN NO 3 MAIN,54.0,MS,2625.91
O'SHANNASSY DAM,S,800.0,MS,0,46.0,1.35,6,6.2,H030,O'SHANNASSY DAM,46.0,MS,1.35
SILVAN-PRESTON MAIN,S,225.0,MSCL,0,46.0,5.46,6,6.2,M197,SILVAN-PRESTON MAIN,46.0,MSCL,5.46
MT WAVERLY OUTLET MAIN,S,100.0,MSCL,0,64.0,22.76,6,5.3,M195,MT WAVERLY OUTLET MAIN,64.0,MSCL,22.76
YEA - SUGARLOAF MAIN,S,225.0,MSCL,0,16.0,1.2,6,7.7,M484,YEA - SUGARLOAF MAIN,16.0,MSCL,1.2
MAROONDAH AQUADUCT REPLACEMENT,S,1150.0,MS,0,17.0,8.26,6,7.65,M258,MAROONDAH AQUADUCT REPLACEMENT,17.0,MS,8.26
MT WAVERLY OUTLET MAIN,S,225.0,MS,0,64.0,4.14,6,5.3,M195,MT WAVERLY OUTLET MAIN,64.0,MS,4.14
"EDINBURGH RD, OLINDA RES PRV",S,600.0,MSCL,0,16.0,1.85,6,7.7,B200,"EDINBURGH RD, OLINDA RES PRV",16.0,MSCL,1.85
YARRA VALLEY CONDUIT MAIN,T,2100.0,MS,0,17.0,3.54,6,7.65,M283,YARRA VALLEY CONDUIT MAIN,17.0,MS,3.54
CARDINIA - PEARCEDALE DUP,T,225.0,MS,0,17.0,1.11,6,7.65,M478,CARDINIA - PEARCEDALE DUP,17.0,MS,1.11
CLEARWATER RESERVOIR,S,100.0,MS,0,46.0,3.93,6,6.2,R133,CLEARWATER RESERVOIR,46.0,MS,3.93
ST ALBANS RESERVOIR,S,150.0,MS,0,46.0,0.83,6,6.2,R032,ST ALBANS RESERVOIR,46.0,MS,0.83
O'SHANNASSY,T,600.0,CONC,0,95.0,2324.45,6,3.75,A007,O'SHANNASSY,95.0,CONC,2324.45
MITCHAM-NOTTING HILL MAIN,T,1150.0,MS,0,99.0,9.69,6,3.55,M022,MITCHAM-NOTTING HILL MAIN,99.0,MS,9.69
GOULBURN RIVER PUMPING STATION,S,225.0,MSCL,0,16.0,2.5,6,7.7,P254,GOULBURN RIVER PUMPING STATION,16.0,MSCL,2.5
GREENVALE DAM,S,1700.0,MS,0,46.0,3.4,6,6.2,H070,GREENVALE DAM,46.0,MS,3.4
THOMSON HYDRO,S,900.0,MS,0,40.0,1.6,6,6.5,Z083,THOMSON HYDRO,40.0,MS,1.6
UPPER YARRA,T,1350.0,MS,0,87.0,191.45,6,4.15,A011,UPPER YARRA,87.0,MS,191.45
MORNINGTON RESERVOIR,S,355.0,MS,0,47.0,0.29,6,6.15,R143,MORNINGTON RESERVOIR,47.0,MS,0.29
BUNYIP MAIN RACE,T,600.0,RC,0,73.0,10.14,6,4.85,A013,BUNYIP MAIN RACE,73.0,RC,10.14
YARRA VALLEY CONDUIT MAIN,T,2100.0,MS,0,50.0,2344.74,6,6.0,M283,YARRA VALLEY CONDUIT MAIN,50.0,MS,2344.74
SILVAN-PRESTON MAIN,T,1700.0,MS,0,64.0,874.15,6,5.3,M197,SILVAN-PRESTON MAIN,64.0,MS,874.15
CRANBOURNE RESERVOIR,S,300.0,MS,0,46.0,0.72,6,6.2,R167,CRANBOURNE RESERVOIR,46.0,MS,0.72
PRESTON - FOOTSCRAY MAIN,T,1150.0,MS,0,68.0,7.06,6,5.1,M160,PRESTON - FOOTSCRAY MAIN,68.0,MS,7.06
PAKENHAM RES NO.2 INLET MAIN,T,600.0,MS,0,29.0,588.66,6,7.05,M475,PAKENHAM RES NO.2 INLET MAIN,29.0,MS,588.66
YAN YEAN-EPPING MAIN,T,1700.0,MS,0,66.0,9.71,6,5.2,M190,YAN YEAN-EPPING MAIN,66.0,MS,9.71
MITCHAM - SURREY HILLS DUP.,T,900.0,MS,0,87.0,0.76,6,4.15,M113,MITCHAM - SURREY HILLS DUP.,87.0,MS,0.76
MT VIEW-DANDENONG MAIN,T,825.0,MS,0,68.0,23.71,6,5.1,M131,MT VIEW-DANDENONG MAIN,68.0,MS,23.71
CARDINIA - SILVAN PUMP STATION,S,800.0,MSCL,0,15.0,4.33,6,7.75,P258,CARDINIA - SILVAN PUMP STATION,15.0,MSCL,4.33
SUGARLOAF HIGH LIFT PUMP ST'N,S,1700.0,MSCL,0,16.0,20.01,6,7.7,P255,SUGARLOAF HIGH LIFT PUMP ST'N,16.0,MSCL,20.01
SOUTH MORANG PS,S,450.0,MS,0,50.0,1.59,6,6.0,P099,SOUTH MORANG PS,,MS,1.59
